input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,tls_wildcard_certificate,webserver,csp_domains_,tls_subject_org_,favicon,tls_mismatched,final_url,tls_expired,location
clickajim.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://clickajim.botsupport.cm.com,http,text/html,GET,142.250.185.115,/,/favicon.ico,2a00:1450:4001:81c::2013,,12,False,True,error,0,,ghs,,,,,,,
cm.com,CM.com - 25 Years at the Forefront of Innovation,200,241983,www.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-11T11:15:41Z,2025-05-12T12:15:37Z,CN=www.cm.com,www.cm.com,www.cm.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,c8299ccaec666c01386b8d4d2ed27eb9,6495b1fb6bf48bb105187b8c64e8f2656d1d39a0c19a544de9e2f55991a6a3bb,ctls,www.cm.com,cloudflare,443,https://cm.com,https,text/html,GET,104.16.239.200,/,/favicon-196x196.png,2606:4700::6811:f0a9,YouTube,3409,False,True,other,0,,cloudflare,,,-1266394931,,https://www.cm.com/,,
cmint.cm.com,Jira Service Management,200,47721,cmcom.atlassian.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-24T00:00:00Z,2025-12-13T23:59:59Z,"CN=*.atlassian.net, O=Atlassian US\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,atlassian.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,405c5583d5f9b883c41245a128c0cf06,933d3aa19c8f9605329c08f71bc0bde257b7f987ad64197ba6cb7a97060cbb16,ctls,cmcom.atlassian.net,,443,https://cmint.cm.com,https,text/plain,GET,188.94.185.71,/,/s/g2slup/b/9/_/favicon-family.ico,188.94.184.71,HSTS,3,False,,nonerror,0,True,AtlassianEdge,https://web-security-reports.services.atlassian.com/csp-report/jira-frontend-static-prod,"Atlassian US, Inc.",,,https://cmcom.atlassian.net/servicedesk/customer/portal/42/user/login?destination=portal%2F42,,
cmknowledge.cm.com,Login - Internal knowledge,200,10955,cmknowledge.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T00:00:00Z,2026-03-08T23:59:59Z,CN=cmknowledge.cm.com,cmknowledge.cm.com,cmknowledge.cm.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,158867a114d07e8fb277b7b150e5d12f,b8aea9711add132b7e3450b27f2c0db8728b260b66ebe4ceffce2c8b513cc73f,ctls,cmknowledge.cm.com,cloudfront,443,https://cmknowledge.cm.com,https,text/html,GET,18.244.18.115,/,,18.244.18.22,HTTP/3,290,False,True,nonerror,0,,,,,,,,,
cms-beta-deploy-start-storage.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://cms-beta-deploy-start-storage.botsupport.cm.com,http,text/html,GET,216.58.206.51,/,/favicon.ico,2a00:1450:4001:827::2013,,12,False,True,error,0,,ghs,,,,,,,
cmtelecom.com,CM.com - 25 Years at the Forefront of Innovation,200,241983,www.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-11T11:15:41Z,2025-05-12T12:15:37Z,CN=www.cm.com,www.cm.com,www.cm.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,c8299ccaec666c01386b8d4d2ed27eb9,6495b1fb6bf48bb105187b8c64e8f2656d1d39a0c19a544de9e2f55991a6a3bb,ctls,www.cm.com,cloudflare,443,https://cmtelecom.com,https,text/html,GET,104.18.41.171,/,/favicon-196x196.png,2606:4700:4400::ac40:9255,YouTube,3409,False,True,other,0,,cloudflare,,,,,https://www.cm.com/,,
cod-boz.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://cod-boz.botsupport.cm.com,http,text/html,GET,216.58.206.51,/,/favicon.ico,2a00:1450:4001:812::2013,,12,False,True,error,0,,ghs,,,,,,,
coda.cm.com,Attention Required! | Cloudflare,403,5446,coda.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-11T06:34:47Z,2025-05-12T07:34:45Z,CN=coda.cm.com,coda.cm.com,coda.cm.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,9b5c95d02c22e09aefa441af8bfdbffc,a0654996239a4eb6be17590aeff4710bb19a1d6cb63ea003ea7c80eb08ca96a4,ctls,coda.cm.com,cloudflare,443,https://coda.cm.com,https,text/html,GET,104.16.239.200,/,/favicon.ico,2606:4700::6811:f0a9,HTTP/3,94,False,True,nonerror,0,,cloudflare,,,,,,,
compute.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://compute.botsupport.cm.com,http,text/html,GET,216.58.206.51,/,/favicon.ico,2a00:1450:4001:806::2013,,12,False,True,error,0,,ghs,,,,,,,
configadminalt-auth-antiviruspre.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://configadminalt-auth-antiviruspre.botsupport.cm.com,http,text/html,GET,142.250.186.147,/,/favicon.ico,2a00:1450:4001:80b::2013,,12,False,True,error,0,,ghs,,,,,,,
confluence-admin12.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://confluence-admin12.botsupport.cm.com,http,text/html,GET,216.58.206.83,/,/favicon.ico,2a00:1450:4001:812::2013,,12,False,True,error,0,,ghs,,,,,,,
consents.cmtelecom.com,Manage your privacy,200,1826,www.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-11T11:15:41Z,2025-05-12T12:15:37Z,CN=www.cm.com,www.cm.com,www.cm.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,c8299ccaec666c01386b8d4d2ed27eb9,6495b1fb6bf48bb105187b8c64e8f2656d1d39a0c19a544de9e2f55991a6a3bb,ctls,www.cm.com,cloudflare,443,https://consents.cmtelecom.com,https,text/html,GET,104.18.41.171,/,/favicon.ico,2606:4700:4400::ac40:9255,HTTP/3,16,False,True,other,0,,cloudflare,,,,,https://www.cm.com/app/consents/,,
content-app-spaces-01.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://content-app-spaces-01.botsupport.cm.com,http,text/html,GET,142.250.186.115,/,/favicon.ico,2a00:1450:4001:80e::2013,,12,False,True,error,0,,ghs,,,,,,,
contracts.cmtelecom.com,CM platform | Login to your account,200,16439,auth.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-03T09:01:35Z,2025-05-04T10:01:14Z,CN=cm.com,cm.com,*.cm.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,cb145f244f2ecc929038fd41be554e3e,844fb73e8d265efe5709d7ecfad6b9b1b5bdec5cf4b3ccaa23b12b834174ee87,ctls,auth.cm.com,cloudflare,443,https://contracts.cmtelecom.com,https,text/html,GET,104.18.41.171,/,/cm/favicon-32x32.png,2606:4700:4400::ac40:9255,Microsoft ASP.NET,313,False,True,nonerror,0,True,cloudflare,*.cm.com,,849619871,,https://auth.cm.com/Account/Login?ReturnUrl=%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3Dbff-prod%26redirect_uri%3Dhttps%253A%252F%252Flogin.cm.com%252Fsignin-oidc%26response_type%3Dcode%26scope%3Dopenid%2520profile%2520offline_access%2520cm%26code_challenge%3DkX6xu7grn37BAaiF6GMVzg69399eoUwODNuo9hLBj_w%26code_challenge_method%3DS256%26nonce%3D638750678598195324.ZGVkNTU0MzctZjc1OC00ODI3LWI4MzctZmNiYjUwYzNlYmJjNWY4ZWI4ZmUtNGNmZS00NTk5LWExMGEtZmUzMzA1OWRjMGZj%26expires_on%3D2025-02-13T18%253A39%253A19%26state%3DCfDJ8KHSN4GV-ttCi7FJN6N0WDdl-yJDpyWtSw-Nl2TtIq-MMjoULW6xnLO9QM4xu7d9EEwnkP2BLj64WjnwiyjPIhy9wGEoSRgi5_nry8qBd_kPgb18lMM3oy7CI64G_2SwvqPVtquChHtMVHvQRWgrvOvIKNNgVYUwNjmhg18-wWlVr04ELnBMjzVPurjbaKMwSzWnwKYXpwC7j2kWENer4A2sMs75XbfDqlBk2BUo1NAU1eXfgEk4V4wja8iBRJucftai8KNPHvE3b5xaIdgodM70VTgoN9ciAN5U0vcnBYdM1hCCor2J7ejHPh40LiTj_KrW9HEPWrGVoYOR7kkJp9f_GvAN2iXr-RxxO9mMpmLtRXj_v5dVjLV1Ak1za5SAkkY4Nh7fhajo5q0kVx4s8xcBn8IYrdkV8CtZS60N3gIk%26x-client-SKU%3DID_NET8_0%26x-client-ver%3D7.1.2.0,,
conversational.cm.com,Scripted Chatbot | CM,200,2163,conversational.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T07:12:00Z,2025-05-10T08:07:15Z,CN=conversational.cm.com,conversational.cm.com,conversational.cm.com,"CN=WR3, O=Google Trust Services, C=US",WR3,Google Trust Services,f89427601182574ddb018f2e3a6100d8,fb5540c54d03f925fec048ed6871b67bbe1b18adce5aa47e2fd2dee68b24c5f9,ctls,conversational.cm.com,google,443,https://conversational.cm.com,https,text/html,GET,34.111.114.228,/,/cm/favicon-32x32.png,34.111.114.228,Nginx:1.22.1,1,False,True,other,0,,nginx/1.22.1,,,849619871,,,,
cookwise.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://cookwise.botsupport.cm.com,http,text/html,GET,142.250.185.115,/,/favicon.ico,2a00:1450:4001:806::2013,,12,False,True,error,0,,ghs,,,,,,,
corasystemsltd.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://corasystemsltd.botsupport.cm.com,http,text/html,GET,172.217.16.147,/,/favicon.ico,2a00:1450:4001:803::2013,,12,False,True,error,0,,ghs,,,,,,,
crm.cm.com,Login | Salesforce,200,9930,cmcom3.my.salesforce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-07-15T00:00:00Z,2025-07-15T23:59:59Z,"CN=swe68.sfdc-cehfhs.salesforce.com, O=Salesforce\, Inc., L=San Francisco, ST=California, C=US",swe68.sfdc-cehfhs.salesforce.com,*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1f9d1e010ec40e8cc1b27ab4bd011ec5,614e8a8dea8b60c81fdbab31e9603e1c50448ee546ea0f9cb66275669e394568,ctls,cmcom3.my.salesforce.com,,443,https://crm.cm.com,https,text/html,GET,188.94.184.71,/,/favicon.ico,188.94.186.71,HSTS,24,False,,nonerror,0,True,,,"Salesforce, Inc.",,,https://cmcom3.my.salesforce.com/,,
csobpoj.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://csobpoj.botsupport.cm.com,http,text/html,GET,216.58.206.51,/,/favicon.ico,2a00:1450:4001:82f::2013,,12,False,True,error,0,,ghs,,,,,,,
current-test.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://current-test.botsupport.cm.com,http,text/html,GET,216.58.206.51,/,/favicon.ico,2a00:1450:4001:81c::2013,,12,False,True,error,0,,ghs,,,,,,,
customer.support.cm.com,Log in with Atlassian account,200,4392,id.atlassian.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-10-09T00:00:00Z,2025-11-07T23:59:59Z,CN=*.atlassian.net,*.atlassian.net,atlassian.net,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d0d84c14428d994426c40ec29584aa7d,a9e5d8efd48eedb894362fce9122af08fef776adcd30434b14e8a2d8a838c892,ctls,id.atlassian.com,cloudfront,443,https://customer.support.cm.com,https,text/html,GET,108.138.7.43,/,/favicon.ico,108.138.7.27,Zipkin,1,False,True,nonerror,0,True,AtlassianEdge,*.atl-paas.net,,,,https://id.atlassian.com/login?continue=https%3A%2F%2Fid.atlassian.com%2Fjoin%2Fuser-access%3Fresource%3Dari%253Acloud%253Ajira%253A%253Asite%252Fced1b409-c29c-4123-a18a-5d39c5b7cdd5%26continue%3Dhttps%253A%252F%252Fcmcom.atlassian.net%252Fjira&application=jira,,
customeronboarding.cmtelecom.com,CM platform | Login to your account,200,16439,auth.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-03T09:01:35Z,2025-05-04T10:01:14Z,CN=cm.com,cm.com,*.cm.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,cb145f244f2ecc929038fd41be554e3e,844fb73e8d265efe5709d7ecfad6b9b1b5bdec5cf4b3ccaa23b12b834174ee87,ctls,auth.cm.com,cloudflare,443,https://customeronboarding.cmtelecom.com,https,text/html,GET,104.18.41.171,/,/cm/favicon-32x32.png,2606:4700:4400::ac40:9255,Microsoft ASP.NET,313,False,True,nonerror,0,True,cloudflare,*.cm.com,,849619871,,https://auth.cm.com/Account/Login?ReturnUrl=%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3Dbff-prod%26redirect_uri%3Dhttps%253A%252F%252Flogin.cm.com%252Fsignin-oidc%26response_type%3Dcode%26scope%3Dopenid%2520profile%2520offline_access%2520cm%26code_challenge%3D03Ow2YxF7B5kiz_CTKzV37J6laicqGaGKbazE09IbuY%26code_challenge_method%3DS256%26nonce%3D638750678624576670.ODIyZDY0ZDItOGY2NC00MzgxLTgzYjktNjJkN2UzY2Y3YmFjMjQyM2Y5MGMtMTBkYS00M2QyLTgxNjUtYWIzZjE2MzRiODFh%26expires_on%3D2025-02-13T18%253A39%253A22%26state%3DCfDJ8KHSN4GV-ttCi7FJN6N0WDfULIPmt5RE85XGI5fLQNF4ms2JBAlBCqXWgOHPRelTUVE-6SJVltGMUOSDfBBYiCHC1bSvfnWeMOKxVCcKyavBmxr-JRbC6Ar1jV_MocVzp21brRJ9wkcosUVvjTKl_OZmPL-6e5IKRwrFlpG4G_hwYCh7Euy8uG3ft8iaYQMg3_8OKutM1G4qFKDl37XpLfRA-lOltqSPLnJbBXnKSEGlP73qhU-ahGBpCQSk7nYI4CuXp9TSx8lh0VbwYJRsc8p67a3H8eH6p37PccmiZiPE_9rqqydUo92GgyOgCk5tBhLJzNVsMGDEvQYZxESGzmqplbpoUhp-rdxgil5ueT-KPXqCeOaT-0opMo9q03kC1H_XN0L-yMZ1gIdWl1TeZ1wz77itU9mp-nKg-DMdvd84%26x-client-SKU%3DID_NET8_0%26x-client-ver%3D7.1.2.0,,
customersintwww-test.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://customersintwww-test.botsupport.cm.com,http,text/html,GET,216.58.212.147,/,/favicon.ico,2a00:1450:4001:81d::2013,,12,False,True,error,0,,ghs,,,,,,,
dataupdate-internalgateway.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://dataupdate-internalgateway.botsupport.cm.com,http,text/html,GET,142.250.181.243,/,/favicon.ico,2a00:1450:4001:82b::2013,,12,False,True,error,0,,ghs,,,,,,,
dbo.pay.cm.com,CM Payments e-Commerce Portal,200,3373,sso.docdatapayments.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-09-02T00:00:00Z,2025-09-14T23:59:59Z,CN=*.docdatapayments.com,*.docdatapayments.com,docdatapayments.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,DigiCert Inc,75eb85a32917120cc8479dc66fc3081f,d1228f5fdaea0120d142e6148d36d638fa5ba7900807e16bf4a5215921fc22e5,ctls,sso.docdatapayments.com,,443,https://dbo.pay.cm.com,https,text/html,GET,85.119.54.4,/,/favicon/favicon.ico,85.119.54.4,HSTS,87,False,,nonerror,0,True,,,,-83344694,,https://sso.docdatapayments.com/auth/realms/merchants/protocol/openid-connect/auth?response_type=code&redirect_uri=https%3A%2F%2Fdbo.docdatapayments.com%2Fauth%2Fcallback&client_id=docdata,,
dbo.sandbox.pay.cm.com,CM Payments e-Commerce Portal,200,4310,sso.sandbox.pay.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-23T17:59:36Z,2025-04-23T18:59:33Z,CN=cm.com,cm.com,*.sandbox.pay.cm.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,3892fda18688062b8a9f95a613732dfb,7b4d0e7c5d843332348aa94dbda1ddb4a3bc1b0845631bba78fde7ae7ccfa728,ctls,sso.sandbox.pay.cm.com,cloudflare,443,https://dbo.sandbox.pay.cm.com,https,text/html,GET,104.16.239.200,/,/favicon/favicon.ico,2606:4700::6811:f0a9,HTTP/3,87,False,True,nonerror,0,True,cloudflare,,,-83344694,,https://sso.sandbox.pay.cm.com/auth/realms/merchants/protocol/openid-connect/auth?response_type=code&redirect_uri=https%3A%2F%2Fdbo.sandbox.pay.cm.com%2Fauth%2Fcallback&client_id=docdata,,
deamsocs10g.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://deamsocs10g.botsupport.cm.com,http,text/html,GET,142.250.181.243,/,/favicon.ico,2a00:1450:4001:81c::2013,,12,False,True,error,0,,ghs,,,,,,,
decomalpha.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://decomalpha.botsupport.cm.com,http,text/html,GET,142.250.181.243,/,/favicon.ico,2a00:1450:4001:81c::2013,,12,False,True,error,0,,ghs,,,,,,,
demo-memberdomain.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://demo-memberdomain.botsupport.cm.com,http,text/html,GET,172.217.16.211,/,/favicon.ico,2a00:1450:4001:80f::2013,,12,False,True,error,0,,ghs,,,,,,,
demopartners-config.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://demopartners-config.botsupport.cm.com,http,text/html,GET,216.58.206.51,/,/favicon.ico,2a00:1450:4001:82f::2013,,12,False,True,error,0,,ghs,,,,,,,
dev-new-miembros.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://dev-new-miembros.botsupport.cm.com,http,text/html,GET,142.250.181.243,/,/favicon.ico,2a00:1450:4001:827::2013,,12,False,True,error,0,,ghs,,,,,,,
dev-statusvip-logqa-apiproduction.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://dev-statusvip-logqa-apiproduction.botsupport.cm.com,http,text/html,GET,172.217.16.211,/,/favicon.ico,2a00:1450:4001:81c::2013,,12,False,True,error,0,,ghs,,,,,,,
developers.cm.com,"CM.com Developers Portal - APIs, References & Integration",200,991983,developers.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-19T06:46:06Z,2025-03-19T06:46:05Z,CN=developers.cm.com,developers.cm.com,developers.cm.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,bcfcdbeb4793aca37e96f121c8c1a10e,d17883fcb6d579641942a7a819aaf4816808d7ff5968fc34193bef6c31aec60b,ctls,developers.cm.com,cloudflare,443,https://developers.cm.com,https,text/html,GET,104.16.242.118,/,/46629e5-small-favicon-196x196.png,2606:4700::6810:f176,Render,2197,False,True,other,0,,cloudflare,,,1573418886,,,,
devenv-rvio.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://devenv-rvio.botsupport.cm.com,http,text/html,GET,172.217.16.211,/,/favicon.ico,2a00:1450:4001:81c::2013,,12,False,True,error,0,,ghs,,,,,,,
devifsw01.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://devifsw01.botsupport.cm.com,http,text/html,GET,216.58.206.51,/,/favicon.ico,2a00:1450:4001:80e::2013,,12,False,True,error,0,,ghs,,,,,,,
differentclass.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://differentclass.botsupport.cm.com,http,text/html,GET,216.58.206.51,/,/favicon.ico,2a00:1450:4001:80f::2013,,12,False,True,error,0,,ghs,,,,,,,
disp.cm.com,,503,1046,disp.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-03T09:01:35Z,2025-05-04T10:01:14Z,CN=cm.com,cm.com,*.cm.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,cb145f244f2ecc929038fd41be554e3e,844fb73e8d265efe5709d7ecfad6b9b1b5bdec5cf4b3ccaa23b12b834174ee87,ctls,disp.cm.com,cloudflare,443,https://disp.cm.com,https,text/html,GET,104.17.240.169,/,/favicon.ico,2606:4700::6811:f0a9,HTTP/3,5,False,True,error,0,True,cloudflare,,,,,,,
docs.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://docs.botsupport.cm.com,http,text/html,GET,216.58.206.51,/,/favicon.ico,2a00:1450:4001:81d::2013,,12,False,True,error,0,,ghs,,,,,,,
docs.cmtelecom.com,"CM.com Developers Portal - APIs, References & Integration",200,991994,developers.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-19T06:46:06Z,2025-03-19T06:46:05Z,CN=developers.cm.com,developers.cm.com,developers.cm.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,bcfcdbeb4793aca37e96f121c8c1a10e,d17883fcb6d579641942a7a819aaf4816808d7ff5968fc34193bef6c31aec60b,ctls,developers.cm.com,cloudflare,443,https://docs.cmtelecom.com,https,text/html,GET,104.18.41.171,/,/46629e5-small-favicon-196x196.png,2606:4700:4400::6812:29ab,Render,2197,False,True,other,0,,cloudflare,,,1573418886,,https://developers.cm.com/,,
donation-prfws-qy.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://donation-prfws-qy.botsupport.cm.com,http,text/html,GET,216.58.206.83,/,/favicon.ico,2a00:1450:4001:81d::2013,,12,False,True,error,0,,ghs,,,,,,,
drupal.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://drupal.botsupport.cm.com,http,text/html,GET,142.250.186.179,/,/favicon.ico,2a00:1450:4001:81c::2013,,12,False,True,error,0,,ghs,,,,,,,
e2-services.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://e2-services.botsupport.cm.com,http,text/html,GET,142.250.181.243,/,/favicon.ico,2a00:1450:4001:81c::2013,,12,False,True,error,0,,ghs,,,,,,,
ebms.voip.cm.com,403 Forbidden,403,146,ebms.voip.cm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-16T08:32:18Z,2025-12-16T08:32:18Z,"CN=ebms.voip.cm.com, O=CM.COM Netherlands B.V., L=Breda, ST=Noord-Brabant, C=NL",ebms.voip.cm.com,ebms.voip.cm.com,"organizationIdentifier=VATRO-18288250, CN=certSIGN Web CA, O=CERTSIGN SA, C=RO, organizationIdentifier=VATRO-18288250",certSIGN Web CA,CERTSIGN SA,998a19be9ad340bf3d07de77460ae502,4a50238a7d75cb4f9660c0a70f517ed7413c0992b8d7d251abed8fa76c1d3b97,ctls,ebms.voip.cm.com,,443,https://ebms.voip.cm.com,https,text/html,GET,188.94.184.181,/,/favicon.ico,188.94.184.181,Nginx,8,False,,error,0,,nginx,,CM.COM Netherlands B.V.,,,,,
edward.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://edward.botsupport.cm.com,http,text/html,GET,216.58.206.83,/,/favicon.ico,2a00:1450:4001:81c::2013,,12,False,True,error,0,,ghs,,,,,,,
elasticbeanstalkauthcorporate-v2.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://elasticbeanstalkauthcorporate-v2.botsupport.cm.com,http,text/html,GET,216.58.212.147,/,/favicon.ico,2a00:1450:4001:81c::2013,,12,False,True,error,0,,ghs,,,,,,,
email.cmtelecom.com,,404,,email.cmtelecom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-11T13:36:48Z,2025-05-12T13:36:47Z,CN=*.customer.io,*.customer.io,customer.io,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,e46561e53763295fda24e6f169791d3a,67285440fbcdec53d6069283fdfafd780d9d38df9f83028c169860583f2f88ae,ctls,email.cmtelecom.com,google,443,https://email.cmtelecom.com,https,,GET,35.227.225.220,/,/favicon.ico,35.227.225.220,HTTP/3,1,False,True,other,0,True,,,,2115503941,True,,,
emailcampaigns-shadow.cmtelecom.com,CM platform | Login to your account,200,16439,auth.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-03T09:01:35Z,2025-05-04T10:01:14Z,CN=cm.com,cm.com,*.cm.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,cb145f244f2ecc929038fd41be554e3e,844fb73e8d265efe5709d7ecfad6b9b1b5bdec5cf4b3ccaa23b12b834174ee87,ctls,auth.cm.com,cloudflare,443,https://emailcampaigns-shadow.cmtelecom.com,https,text/html,GET,104.18.41.171,/,/cm/favicon-32x32.png,2606:4700:4400::ac40:9255,Microsoft ASP.NET,313,False,True,nonerror,0,True,cloudflare,*.cm.com,,849619871,,https://auth.cm.com/Account/Login?ReturnUrl=%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3Dbff-prod%26redirect_uri%3Dhttps%253A%252F%252Flogin.cm.com%252Fsignin-oidc%26response_type%3Dcode%26scope%3Dopenid%2520profile%2520offline_access%2520cm%26code_challenge%3Dw_I-tyirsU7Bi15uQgM0uJg5LlqYBm1xyk--pU_ZoUI%26code_challenge_method%3DS256%26nonce%3D638750678649469495.OWI0MzI3MTMtMTNiYy00ZjIwLTgxYWMtOTE2MDUzZDkwY2UyNzg4YTQ3YmMtMTQwNC00MjhjLTkyM2YtNTZkNzIzN2U2ZWNi%26expires_on%3D2025-02-13T18%253A39%253A24%26state%3DCfDJ8KHSN4GV-ttCi7FJN6N0WDcysTzS9MqYp3ssc_wdN5YmUiY9PR2MMBKDRBifKluVVWLvaLwHqobQEOXwg2ZSarbk6TTBcjDVB7j8_nx_Cxi0HbMRCzhUojR84RZiuUnyXC1PHKKfUCmex7S5YOBpE26HduVrgy99ykdHwIL3hoSBw6sN4oUHd6NB1HmHj-73OOV3jb1gAMvQtEok1bNoIzwnyCmQXrFncNyvSbiYyKUl_Hiv9A-QuIJwqMDHNOfYcyZWiOcUlzGGkR4dITWv_Jmf7ViDYj1g4_uA5EMsMMuEZlrzrMgfzdIflgrUGkdmTF_3mLpoKHhqssagly6GEL8mudtQrEBZAOet7JhVQ-xC945ar0LuCS_3n8QRx3ytGBYynC3KAA7DO_LmkWRAjdpob74g9sXXleyIUBvlJP6r%26x-client-SKU%3DID_NET8_0%26x-client-ver%3D7.1.2.0,,
