input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,csp_domains_,final_url
console-westeurope-release-b.citrixworkspacesapi.net,Citrix Secure Sign In,200,3949,accounts.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=accounts.cloud.com, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",accounts.cloud.com,"Citrix Systems, Inc.",ctxathp-sharefileweb-tm-westeu.cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ece6abda86c8a50c0082711778e0453e,9b91235d67bb57d3e3fc8de70f7086e96d1b0e165beea6c73e02d1b9256a68db,,ctls,accounts.cloud.com,443,https://console-westeurope-release-b.citrixworkspacesapi.net:443,https,text/html,GET,40.74.5.8,/,233291868,40.74.5.8,HSTS,21,False,azure,,True,https://recaptcha.net,https://accounts.cloud.com/core/login?ReturnUrl=%2Fcore%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3DRtmydVjvjLZBbU3qU3b8eQ%253D%253D%26redirect_uri%3Dhttps%253A%252F%252Fcitrix.cloud.com%252Foauth%26response_type%3Dcode%26scope%3Dopenid%2520email%2520profile%2520ctx_principal_aliases%2520offline_access%2520ctx_universal%2520ctx_adoid%2520allow_compressed_groups%26state%3Dhttps%253A%252F%252Fcitrix.cloud.com%252Foauth.70c329f9-c409-4588-be3f-fdd0a04f566c
core-ap-s.citrixworkspacesapi.net,Swagger UI,200,6636,core-australiaeast-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,97c10d624521dcd3d1250f75d20c3749,987ef761630d2c6144a018cac39366215218f94e91201b2b87056efe3678e7db,True,ctls,core-australiaeast-release-b.citrixworkspacesapi.net,443,https://core-ap-s.citrixworkspacesapi.net:443,https,text/html,GET,13.107.213.45,/,-1840324437,2620:1ec:bdf::45,HSTS,156,False,,,,,https://core-australiaeast-release-b.citrixworkspacesapi.net/swagger/ui/index
core-eastus-release-a.citrixworkspacesapi.net,Swagger UI,200,6629,core-eastus-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,core-eastus-release-a.citrixworkspacesapi.net,443,https://core-eastus-release-a.citrixworkspacesapi.net:443,https,text/html,GET,51.144.124.65,/,-1840324437,51.144.124.65,HSTS,156,False,azure,,True,,https://core-eastus-release-a.citrixworkspacesapi.net/swagger/ui/index
core-eastus-release-b.citrixworkspacesapi.net,Swagger UI,200,6629,core-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,core-eastus-release-b.citrixworkspacesapi.net,443,https://core-eastus-release-b.citrixworkspacesapi.net:443,https,text/html,GET,51.144.124.65,/,-1840324437,51.144.124.65,HSTS,156,False,azure,,True,,https://core-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index
core-eu.citrixworkspacesapi.net,Swagger UI,200,6633,core-westeurope-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,core-westeurope-release-b.citrixworkspacesapi.net,443,https://core-eu.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,156,False,,,,,https://core-westeurope-release-b.citrixworkspacesapi.net/swagger/ui/index
core-us.citrixworkspacesapi.net,Swagger UI,200,6629,core-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,core-eastus-release-b.citrixworkspacesapi.net,443,https://core-us.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,156,False,,,,,https://core-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index
core.citrixworkspacesapi.net,Swagger UI,200,6629,core-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,core-eastus-release-b.citrixworkspacesapi.net,443,https://core.citrixworkspacesapi.net:443,https,text/html,GET,13.107.213.45,/,-1840324437,2620:1ec:bdf::45,HSTS,156,False,,,,,https://core-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index
credentialwallet.citrixworkspacesapi.net,Swagger UI,200,6723,credentialwallet-westeurope-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,credentialwallet-westeurope-release-b.citrixworkspacesapi.net,443,https://credentialwallet.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,156,False,,,,,https://credentialwallet-westeurope-release-b.citrixworkspacesapi.net/swagger/ui/index
customers-eu.citrixworkspacesapi.net,Swagger UI,200,6713,customers-westeurope-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,customers-westeurope-release-b.citrixworkspacesapi.net,443,https://customers-eu.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,156,False,,,,,https://customers-westeurope-release-b.citrixworkspacesapi.net/swagger/ui/index
customers.citrixworkspacesapi.net,Swagger UI,200,6713,customers-westeurope-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,customers-westeurope-release-b.citrixworkspacesapi.net,443,https://customers.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,156,False,,,,,https://customers-westeurope-release-b.citrixworkspacesapi.net/swagger/ui/index
cws-australiaeast-release-b.citrixworkspacesapi.net,Swagger UI,200,6696,cws-australiaeast-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,97c10d624521dcd3d1250f75d20c3749,987ef761630d2c6144a018cac39366215218f94e91201b2b87056efe3678e7db,True,ctls,cws-australiaeast-release-b.citrixworkspacesapi.net,443,https://cws-australiaeast-release-b.citrixworkspacesapi.net:443,https,text/html,GET,20.40.184.116,/,-1840324437,20.40.184.116,HSTS,156,False,azure,,True,,https://cws-australiaeast-release-b.citrixworkspacesapi.net/swagger/ui/index
cws.citrixworkspacesapi.net,Swagger UI,200,6689,cws-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,cws-eastus-release-b.citrixworkspacesapi.net,443,https://cws.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:bdf::45,HSTS,156,False,,,,,https://cws-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index
delegatedadministration-ap-s.citrixworkspacesapi.net,Swagger UI,200,4735,delegatedadministration-ap-s.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,delegatedadministration-ap-s.citrixworkspacesapi.net,443,https://delegatedadministration-ap-s.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-463302660,2620:1ec:46::45,HSTS,118,False,,,,,https://delegatedadministration-ap-s.citrixworkspacesapi.net/index.html
encryption.citrixworkspacesapi.net,Swagger UI,200,4735,encryption.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,encryption.citrixworkspacesapi.net,443,https://encryption.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-463302660,2620:1ec:46::45,HSTS,118,False,,,,,https://encryption.citrixworkspacesapi.net/index.html
eu.cloud.com,Citrix Secure Sign In,200,3949,accounts.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=accounts.cloud.com, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",accounts.cloud.com,"Citrix Systems, Inc.",ctxathp-sharefileweb-tm-westeu.cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ece6abda86c8a50c0082711778e0453e,9b91235d67bb57d3e3fc8de70f7086e96d1b0e165beea6c73e02d1b9256a68db,,ctls,accounts.cloud.com,443,https://eu.cloud.com:443,https,text/html,GET,40.119.154.62,/,1945368280,40.119.154.62,HSTS,21,False,azure,,True,pendo-static-6508245000126464.storage.googleapis.com,https://accounts.cloud.com/core/login?ReturnUrl=%2Fcore%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3DRtmydVjvjLZBbU3qU3b8eQ%253D%253D%26redirect_uri%3Dhttps%253A%252F%252Fcitrix.cloud.com%252Foauth%26response_type%3Dcode%26scope%3Dopenid%2520email%2520profile%2520ctx_principal_aliases%2520offline_access%2520ctx_universal%2520ctx_adoid%2520allow_compressed_groups%26state%3Dhttps%253A%252F%252Fcitrix.cloud.com%252Foauth.236b5c9b-4406-4c24-be95-ef864b90a059
grafana.cloud.com,,410,84,grafana.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.cloud.com, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.cloud.com,"Citrix Systems, Inc.",cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,daa0e2e4ac361578a83baeaa8f91e5fc,d862bf467e82d7504762b6f4134560fdce2ea55be7c47f12d9806affe6b47832,True,ctls,grafana.cloud.com,443,https://grafana.cloud.com:443,https,application/json,GET,40.119.154.62,/,1619079861,40.119.154.62,HSTS,4,False,azure,,True,,
gwweu.browser.cloud.com,Citrix Gateway,200,42802,gwweu.browser.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-23T00:00:00Z,2024-05-21T23:59:59Z,"CN=*.browser.cloud.com, O=Citrix Systems Inc, L=Fort Lauderdale, ST=Florida, C=US",*.browser.cloud.com,Citrix Systems Inc,browser.cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f9e7f43a6d19af4713f28a5aa3317639,acc1b5354c5949c5aa58ce7f36f3c6b7de755b33ace648cb0599e041f4adbb6c,True,ctls,gwweu.browser.cloud.com,443,https://gwweu.browser.cloud.com:443,https,text/html,GET,23.97.218.66,/,12023395,23.97.218.66,Apache,718,False,azure,Apache,True,,https://gwweu.browser.cloud.com/logon/LogonPoint/index.html
healthdataalertstore-direct-westeurope-release-a.citrixworkspacesapi.net,Swagger UI,200,6731,healthdataalertstore-westeurope-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,healthdataalertstore-westeurope-release-a.citrixworkspacesapi.net,443,https://healthdataalertstore-direct-westeurope-release-a.citrixworkspacesapi.net:443,https,text/html,GET,40.114.186.236,/,-1840324437,40.114.186.236,HSTS,156,False,azure,,True,,https://healthdataalertstore-westeurope-release-a.citrixworkspacesapi.net/swagger/ui/index
healthdatastore-westeurope-release-a.citrixworkspacesapi.net,Swagger UI,200,6721,healthdatastore-westeurope-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,healthdatastore-westeurope-release-a.citrixworkspacesapi.net,443,https://healthdatastore-westeurope-release-a.citrixworkspacesapi.net:443,https,text/html,GET,52.157.249.208,/,-1840324437,52.157.249.208,HSTS,156,False,azure,,True,,https://healthdatastore-westeurope-release-a.citrixworkspacesapi.net/swagger/ui/index
https://launch-release-a.cloud.com/CspViolationReport,,200,1400,launch-release-a.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-23T00:00:00Z,2024-05-21T23:59:59Z,"CN=*.cloud.com, O=Citrix Systems Inc, L=Fort Lauderdale, ST=Florida, C=US",*.cloud.com,Citrix Systems Inc,cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9699c3aa431fcab59840f238772a2143,da475da2598da3b8a4bf68f3f16f893654ef5c427a00d259a9cd2b49e4f23fdd,True,ctls,launch-release-a.cloud.com,443,https://launch-release-a.cloud.com:443/CspViolationReport,https,text/html,GET,104.40.203.121,/CspViolationReport,177980953,104.40.203.121,Microsoft HTTPAPI:2.0,27,False,azure,Microsoft-HTTPAPI/2.0,True,https:,
https://www.google.com/recaptcha,reCAPTCHA,200,80710,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-19T08:21:20Z,2023-09-11T08:21:19Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,356ce917eecdafd8f0964fab2c01c648,5ef40e8e31e911278e5335d41c69a84dd90bf0acba633d6fa7c761005296d8e0,,ctls,www.google.com,443,https://www.google.com:443/recaptcha,https,text/html,GET,142.250.186.132,/recaptcha,708578229,2a00:1450:4001:80f::2004,YouTube,2009,False,,sffe,,https://csp.withgoogle.com/csp/recaptcha,https://www.google.com/recaptcha/about/
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google-analytics.com,*.google-analytics.com,,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,a70a503bfcd507236a0630c327963b39,f1e109477d076ab7412e70816a90acdcd1fff2d3ab53cc2429c27acccfe6cc5a,True,ctls,www.googletagmanager.com,443,https://www.googletagmanager.com:443,https,text/html,GET,142.250.186.72,/,302920777,2a00:1450:4001:82f::2008,HTTP/3,12,False,,Google Tag Manager,,,
https://www.recaptcha.net,Not Found,404,141,www.recaptcha.net,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-06-19T08:16:58Z,2023-09-11T08:16:57Z,CN=misc.google.com,misc.google.com,,*.apigee.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5fce2e4b51f356d5b31b4da8c1d55ac5,899c79b4277c3845e7f6489ea1e8f898452324e425980d3a5d0dbc25bb365fd0,True,ctls,www.recaptcha.net,443,https://www.recaptcha.net:443,https,text/html,GET,142.250.186.99,/,463625402,2a00:1450:4001:827::2003,OpenGSE,10,False,,GSE,,,
launch-release-a.browser.cloud.com,,200,1400,launch-release-a.browser.cloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-03T00:00:00Z,2024-02-03T23:59:59Z,"CN=sni110bbgl.wpc.edgecastcdn.net, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",sni110bbgl.wpc.edgecastcdn.net,Edgecast Inc.,launch-release-a.browser.cloud.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,45ab52e8771305c188e5db7db6f90294,07db08b323463fe0b9579385439efcf89021f3844bf024e2c50d41c4afe26b0d,,ctls,launch-release-a.browser.cloud.com,443,https://launch-release-a.browser.cloud.com:443,https,text/html,GET,152.199.21.175,/,177980953,2606:2800:233:1cb7:261b:1f9c:2074:3c,Microsoft HTTPAPI:2.0,27,False,,Microsoft-HTTPAPI/2.0,,https://launch-release-a.cloud.com/CspViolationReport,
launch-release-b.browser.cloud.com,,200,1400,launch-release-b.browser.cloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-03T00:00:00Z,2024-02-03T23:59:59Z,"CN=sni110a3gl.wpc.edgecastcdn.net, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",sni110a3gl.wpc.edgecastcdn.net,Edgecast Inc.,launch-release-b.browser.cloud.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,27474bde8787b500da89cf712ee62fe2,bb6052c2169c465a1c29df9a86e07675c3fc25326f4293e405595951f716d153,,ctls,launch-release-b.browser.cloud.com,443,https://launch-release-b.browser.cloud.com:443,https,text/html,GET,152.199.21.175,/,177980953,2606:2800:233:1cb7:261b:1f9c:2074:3c,Microsoft HTTPAPI:2.0,27,False,,Microsoft-HTTPAPI/2.0,,wss://*.cloud.com,
launch.cloud.com,,200,1400,launch.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-23T00:00:00Z,2024-05-21T23:59:59Z,"CN=*.cloud.com, O=Citrix Systems Inc, L=Fort Lauderdale, ST=Florida, C=US",*.cloud.com,Citrix Systems Inc,cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9699c3aa431fcab59840f238772a2143,da475da2598da3b8a4bf68f3f16f893654ef5c427a00d259a9cd2b49e4f23fdd,True,ctls,launch.cloud.com,443,https://launch.cloud.com:443,https,text/html,GET,13.81.173.134,/,177980953,13.81.173.134,Microsoft HTTPAPI:2.0,27,False,azure,Microsoft-HTTPAPI/2.0,True,wss://*.cloud.com,
launchdarkly.citrixworkspacesapi.net,Swagger UI,200,4735,launchdarkly.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,launchdarkly.citrixworkspacesapi.net,443,https://launchdarkly.citrixworkspacesapi.net:443,https,text/html,GET,40.74.35.115,/,-463302660,40.74.35.115,HSTS,118,False,azure,,True,,https://launchdarkly.citrixworkspacesapi.net/index.html
