input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,webserver,final_url,tls_mismatched,cdn_name,cdn,tls_expired,tls_self_signed,location
designthinking.att.com,Log In ‹ AT&T Design Thinking — WordPress,200,7238,designthinking.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-07T01:25:06Z,2023-10-05T01:25:05Z,CN=designthinking.att.com,designthinking.att.com,,designthinking.att.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b85b984c33b3c3b5acc65aa575556950,2e9aaa60fb737b3fcc4cd1578062e457f998fe7d9501c3a6cc3df386a987acfa,,ctls,designthinking.att.com,443,https://designthinking.att.com:443,https,text/html,GET,35.237.11.233,/,-1840324437,35.237.11.233,WordPress,112,False,,nginx,https://designthinking.att.com/wp-login.php?redirect_to=https%3A%2F%2Fdesignthinking.att.com%2F&reauth=1,,google,True,,,
dev-brandshop.att.com,401 - Authorization Required.,401,407,dev-brandshop.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,dev-brandshop.att.com,443,https://dev-brandshop.att.com:443,https,text/html,GET,72.246.169.113,/,87212129,2a02:26f0:1700:394::2db1,Salesforce Commerce Cloud,17,False,,cloudflare,,,,,,,
dev-cybersecurityservices.att.com,ATT Login Redirect,200,2429,saml.e-access.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-29T00:00:00Z,2024-04-28T23:59:59Z,"CN=saml.e-access.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",saml.e-access.att.com,"AT&T Services, Inc.",saml.e-access.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,11391cc56839760035d38bceec3a4694,999b64f482d50ccb1e1a28bf46b5ba7fd09cad418879e76aa21fb6bf5d16dbf4,,ctls,saml.e-access.att.com,443,https://dev-cybersecurityservices.att.com:443,https,text/html,GET,149.96.45.254,/,1701804003,149.96.45.254,HSTS,81,False,,,https://saml.e-access.att.com/isam/sps/auth?PartnerId=https%3A%2F%2Fdev-cybersecurityservices.att.com,,,,,,
dev-cybersecuritysolutions.att.com,ATT Login Redirect,200,2429,saml.stage.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-14T23:59:59Z,"CN=saml.stage.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",saml.stage.att.com,"AT&T Services, Inc.",saml.stage.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f17fc5c1d09ccc78087e5dc540a90546,2213c048e9a1214302c85d1c973afe097c14ce586d3eb299bedd3305ae31c5c4,,ctls,saml.stage.att.com,443,https://dev-cybersecuritysolutions.att.com:443,https,text/html,GET,149.96.30.6,/,1701804003,149.96.30.6,HSTS,81,False,,,https://saml.stage.att.com/isam/sps/auth?PartnerId=https%3A%2F%2Fdev-cybersecuritysolutions.att.com,,,,,,
dev-developer.att.com,403 Forbidden,403,146,dev-developer.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,dev-developer.att.com,443,https://dev-developer.att.com:443,https,text/html,GET,2.23.197.91,/,-1561873722,2a02:26f0:480:991::2db1,HSTS,8,False,,,,,,,,,
dev-paymentstatus.att.com,Network Error,504,868,,,,,,,,,,,,,,,,,,,,80,http://dev-paymentstatus.att.com:80,http,text/html,GET,144.160.230.100,/,1122237673,2001:1890:1c00:6110::f:1007,,43,False,,,,,,,,,
dev2.att.com,Access Denied,403,262,dev2.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,dev2.att.com,443,https://dev2.att.com:443,https,text/html,GET,2.23.197.91,/,122428100,2a02:26f0:480:991::2db1,HSTS,10,False,,AkamaiGHost,,,,,,,
dev3.att.com,Access Denied,403,262,dev3.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,dev3.att.com,443,https://dev3.att.com:443,https,text/html,GET,72.246.169.113,/,-467949132,2a02:26f0:1700:394::2db1,HSTS,10,False,,AkamaiGHost,,,,,,,
developer-workforcemanager.att.com,Home - Microsoft Azure API Management - developer portal,200,7440,developer-workforcemanager.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T00:00:00Z,2024-02-15T23:59:59Z,"CN=developer-workforcemanager.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",developer-workforcemanager.att.com,"AT&T Services, Inc.",developer-workforcemanager.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,10c8eb5e57f4ce81b6592eb14e1bf359,78cb5a7c76a1c758ecb9ef7b5bc991b7eb2aa2a690b8b9c4c022aabe76fc7d42,,ctls,developer-workforcemanager.att.com,443,https://developer-workforcemanager.att.com:443,https,text/html,GET,40.69.172.240,/,-1224820808,40.69.172.240,HSTS,1,False,,,,,azure,True,,,
developer.att.com,"APIs, SDKs, and tools that bring ideas to life. | AT&T Developer",200,21309,developer.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,developer.att.com,443,https://developer.att.com:443,https,text/html,GET,72.246.169.113,/,1198720606,72.246.169.113,HSTS,520,False,,,,,,,,,
developer.firstnet.att.com,,503,1408,developer.firstnet.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=firstnet.attssl.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",firstnet.attssl.com,"AT&T Services, Inc.",cjis.test.flogin.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c415184a3b4320ff371c4281ea6b8cb8,991b23531fae52e1fdc6d9331c01b3c0aff86a69891f5fa8ec4b250c95701d7c,,ctls,developer.firstnet.att.com,443,https://developer.firstnet.att.com:443,https,text/html,GET,23.201.244.3,/,-1024080101,2a02:26f0:1700:390::1799,,38,False,,AkamaiNetStorage,,,,,,,
developerportal.att.com,Access Denied,403,273,developerportal.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,developerportal.att.com,443,https://developerportal.att.com:443,https,text/html,GET,2.23.197.91,/,-696241845,2a02:26f0:480:991::2db1,HSTS,10,False,,,,,,,,,
developerstage.att.com,ATT Login Redirect,200,2429,saml.stage.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-14T23:59:59Z,"CN=saml.stage.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",saml.stage.att.com,"AT&T Services, Inc.",saml.stage.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f17fc5c1d09ccc78087e5dc540a90546,2213c048e9a1214302c85d1c973afe097c14ce586d3eb299bedd3305ae31c5c4,,ctls,saml.stage.att.com,443,https://developerstage.att.com:443,https,text/html,GET,72.246.169.113,/,-1840324437,2a02:26f0:1700:394::2db1,HSTS,81,False,,,https://saml.stage.att.com/isam/sps/ATTIDP_Lighthouse/saml20/login?SAMLRequest=fVJNj9owFLzzK1a5J07CQpAFSOnSDyQKaMn20Asy5oVYcmzXz2Hbf1%2FH2Xa7K5V3fJ6ZNzPyHFkrDS0716hH%2BNEButGdn5%2BtVEjD4yLqrKKaoUCqWAtIHaeH8uuG5klKjdVOcy2jd7TbLIYI1gmtBtp6tYh224%2Bb3ef19lifinQ840Wdwyxn6QQKVkyz%2BxNjOZ9O81n%2FUEzyeqB%2BA4teZxF52Wg0qCF2sFbomHJ%2Bn%2BbjOC3iLKvSCR3f03TyfaCufFihmAv0xjmDlJDee%2BKpF0iYcwnXLRF%2BR9AgKatqvdofN%2BLSuEZ3CAGdp0Tqi3iJsn%2Fp44NQZ6Eut2s4DSCkX6pqH%2B93h2oQKf%2FU86AVdi3YA9ir4PD0uHl1eoYrSG18%2Fjdun03MtXKgHDGy876QaAXBYdzbjRE1YdKB7aNf4cg4JqYx0TKcnvcYGiq0y9un5uRf7Cvb0K1P6pvSUvBfYd%2FPJ21b5v5fSJZkYSPOcR2gtFNogItawDn6K1NKqZ8fLDAHi8jZDqI7shwNXt5%2B5OVv&RelayState=%2F,,,,,,
devicecomparison.att.com,,503,107,devicecomparison.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-05-14T21:51:42Z,2020-08-12T21:51:42Z,CN=webonyx.com,webonyx.com,,webonyx.com,"CN=Let's Encrypt Authority X3, O=Let's Encrypt, C=US",Let's Encrypt Authority X3,Let's Encrypt,6c2860280804f55cac355048864c93fe,76d93e6eb264e28b99d486557052f3cce4ea78e5adb261850048c0b8e25c99e1,True,ctls,devicecomparison.att.com,443,https://devicecomparison.att.com:443,https,text/html,GET,50.193.195.155,/,-1654418437,50.193.195.155,,4,False,,,,True,,,True,,
devstage.att.com,Access Denied,403,266,devstage.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,devstage.att.com,443,https://devstage.att.com:443,https,text/html,GET,2.23.197.91,/,1481739802,2.23.197.91,HSTS,10,False,,AkamaiGHost,,,,,,,
digital.att.com,404 - Not found or no permission to access,404,1330,digital.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=digital.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",digital.att.com,"AT&T Services, Inc.",digital.att.com.www.digital.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fd0ddfd24fd757ec858822af58c83fa8,0bae6f97536406cf809733fb9c201a91cade61e728af4fd8c3028cb48097619b,,ctls,digital.att.com,443,https://digital.att.com:443,https,text/html,GET,130.35.229.127,/,-1270699277,130.35.229.127,HSTS,33,False,,,,,oracle,True,,,
digitaldesign-prod.att.com,AT&T Digital Design System,200,3781,digitaldesign.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,digitaldesign.att.com,443,https://digitaldesign-prod.att.com:443,https,text/html,GET,104.76.201.120,/,-528845126,2a02:26f0:480:986::2db1,React,1,False,,AkamaiGHost,https://digitaldesign.att.com/,,,,,,
digitalyou.att.com,AT&T Connected Learning,200,87489,about.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,about.att.com,443,https://digitalyou.att.com:443,https,text/html,GET,104.111.217.97,/,2135593770,2a02:26f0:1700:394::2db1,ZURB Foundation,2849,False,,,https://about.att.com/csr/home/society/education.html,,,,,,
discoverydistrict.att.com,"Home | Dallas, Texas | AT&T Discovery District",200,76710,discoverydistrict.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,discoverydistrict.att.com,443,https://discoverydistrict.att.com:443,https,text/html,GET,104.111.217.97,/,1246058647,2a02:26f0:1700:38e::2db1,Yoast SEO:18.0,1288,False,,cloudflare,,,,,,,
dlcatadmin.att.com,Service Unavailable,503,269,dlcatadmin.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,dlcatadmin.att.com,443,https://dlcatadmin.att.com:443,https,text/html,GET,72.246.169.113,/,-888730166,2a02:26f0:1700:38e::2db1,HSTS,9,False,,,,,,,,,
dmp.att.com,"Enroll, Manage and View Mobile Devices | AT&T Business Console",200,19611,dmp.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,dmp.att.com,443,https://dmp.att.com:443,https,text/html,GET,104.111.217.97,/,-1255347784,2a02:26f0:1700:394::2db1,HSTS,350,False,,,https://dmp.att.com/businessconsole/home,,,,,,
dmp.stage.att.com,"Enroll, Manage and View Mobile Devices | AT&T Business Console",200,14370,dmp.stage.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.stage.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.stage.att.com,"AT&T Services, Inc.",*.stage.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,95fdc31f88519338e36156faf4c11fc6,841a65fc130286ff9feaa6345ba2ede2586ba6c1676e818dd1e70634beeb7b79,True,ctls,dmp.stage.att.com,443,https://dmp.stage.att.com:443,https,text/html,GET,23.201.249.35,/,-1255347784,2a02:26f0:480:9af::1cbf,HSTS,343,False,*.inq.com,,https://dmp.stage.att.com/businessconsole/home,,,,,,
dmp.wireless.att.com,"Enroll, Manage and View Mobile Devices | AT&T Business Console",200,14372,dmp.wireless.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-18T00:00:00Z,2023-10-18T23:59:59Z,"CN=*.wireless.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.wireless.att.com,"AT&T Services, Inc.",*.wireless.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e49ff2bea7a01b0855e38336f8998528,79c9be3c4f78444492f96d81fa04f2dc247a618c466a14dac55756aa82e8f34d,True,ctls,dmp.wireless.att.com,443,https://dmp.wireless.att.com:443,https,text/html,GET,23.60.193.120,/,1734522455,2a02:26f0:1700:384::1db4,HSTS,343,False,businesscenter.att.com,,https://dmp.wireless.att.com/businessconsole/home,,,,,,
doc.att.com,Error,503,175,doc.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,doc.att.com,443,https://doc.att.com:443,https,text/html,GET,104.76.201.120,/,-1350200321,2a02:26f0:480:986::2db1,,5,False,,,,,,,,,
dotspot.att.com,,200,2930,,,,,,,,,,,,,,,,,,,,80,http://dotspot.att.com:80,http,text/html,GET,34.98.99.30,/,-1840782742,34.98.99.30,OpenResty,1,False,,openresty,,,google,True,,,
dpt.bus.att.com,HTTP Status 503 – Service Unavailable,503,770,dpt.bus.att.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2023-03-01T00:00:00Z,2024-03-20T23:59:59Z,"CN=dpt.bus.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",dpt.bus.att.com,"AT&T Services, Inc.",dpt.bus.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,54858645b4fda4a4c8c81b8848066fe0,628599da5967627a1cdf1d1772105ee9ef444406cec74c778e63328cea9a1025,,ctls,dpt.bus.att.com,443,https://dpt.bus.att.com:443,https,text/html,GET,144.160.149.193,/,-2060830156,2001:1890:1c00:3221::4:1053,mod_jk:1.2.48,1,False,,Apache/2.4.57 (Unix) OpenSSL/1.1.1t mod_jk/1.2.48,,,,,,,
dpt.eia.att.com,HTTP Status 503 – Service Unavailable,503,451,dpt.eia.att.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2023-03-01T00:00:00Z,2024-03-20T23:59:59Z,"CN=dpt.bus.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",dpt.bus.att.com,"AT&T Services, Inc.",dpt.bus.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,54858645b4fda4a4c8c81b8848066fe0,628599da5967627a1cdf1d1772105ee9ef444406cec74c778e63328cea9a1025,,ctls,dpt.eia.att.com,443,https://dpt.eia.att.com:443,https,text/html,GET,144.160.149.193,/,-2060830156,2001:1890:1c00:3221::4:1053,mod_jk:1.2.48,1,False,,Apache/2.4.57 (Unix) OpenSSL/1.1.1t mod_jk/1.2.48,,True,,,,,
dreaminblack.att.com,Error,503,176,dreaminblack.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,dreaminblack.att.com,443,https://dreaminblack.att.com:443,https,text/html,GET,72.246.169.113,/,-231318933,2a02:26f0:1700:394::2db1,,5,False,,,,,,,,,
drivetest.wireless.att.com,ActixOne - Unauthorized,401,2285,drivetest.wireless.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-11-11T23:59:59Z,"CN=drivetest.wireless.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",drivetest.wireless.att.com,"AT&T Services, Inc.",drivetest.wireless.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,0aaee3b8d3460c048f3ccef791cde0e7,3fbaf20729ab26c271b3e42112b595cfd8a318d1c3eedcedebb445d5933d3aaf,,ctls,drivetest.wireless.att.com,443,https://drivetest.wireless.att.com:443,https,text/html,GET,20.99.162.121,/,778482399,20.99.162.121,HSTS,89,False,,WildFly/10,,,,,,,
ds.att.com,Error,503,176,ds.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,ds.att.com,443,https://ds.att.com:443,https,text/html,GET,104.76.201.120,/,-1891705879,2a02:26f0:480:991::2db1,,5,False,,,,,,,,,
dsar.att.com,,200,36,dsar.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-04-19T23:59:59Z,"CN=dsaruat.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",dsaruat.att.com,"AT&T Services, Inc.",dsaruat.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,fa456366287f20523a61350b67cfeb88,3210c3ba45bf0a4878280dd7e11fa6fa14fc8da777e033df78c583ee2c537937,,ctls,dsar.att.com,443,https://dsar.att.com:443,https,text/html,GET,144.161.69.169,/,29057486,144.161.69.169,,6,False,,unknown,,True,,,,,
dsaruat.att.com,,200,36,dsaruat.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-04-19T23:59:59Z,"CN=dsaruat.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",dsaruat.att.com,"AT&T Services, Inc.",dsaruat.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,fa456366287f20523a61350b67cfeb88,3210c3ba45bf0a4878280dd7e11fa6fa14fc8da777e033df78c583ee2c537937,,ctls,dsaruat.att.com,443,https://dsaruat.att.com:443,https,text/html,GET,144.161.69.170,/,-2052364706,144.161.69.170,,6,False,,unknown,,,,,,,
dslorder.wholesale.att.com,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,dslorder.wholesale.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-03T23:59:59Z,"CN=dslorder.wholesale.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",dslorder.wholesale.att.com,"AT&T Services, Inc.",dslorder.wholesale.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,cd3d951026527e98fc2982af8bfe57ae,4d7e33b130f9dded4869098c2d6ef92a1984c2675562128a297590a8b5579e5a,,ctls,dslorder.wholesale.att.com,443,https://dslorder.wholesale.att.com:443,https,text/html,GET,144.161.106.165,/,-1747479671,144.161.106.165,Red Hat,124,False,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips,,,,,,,
