new,host,ttl,a,cname,soa,txt,status_code,mx,ns,caa,has_internal_ips,internal_ips
[x],httpsopendata.test-socrata.com,300,"52.42.215.110, 52.42.100.74, 52.38.178.43",nlb.aws-us-west-2-staging.socrata.net,"{'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",_globalsign-domain-verification=rXMiMgt46ID-ZlKH0PkOcX3Lh4Ezjpt_arxg7BFjqe,NOERROR,,,,,
[x],insights.apps.test-socrata.com,300,"52.42.100.74, 52.38.178.43, 52.42.215.110",nlb.aws-us-west-2-staging.socrata.net,"{'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",_globalsign-domain-verification=rXMiMgt46ID-ZlKH0PkOcX3Lh4Ezjpt_arxg7BFjqe,NOERROR,,"ns-1042.awsdns-02.org, ns-1827.awsdns-36.co.uk, ns-210.awsdns-26.com, ns-953.awsdns-55.net",,,
[x],integrations.apps.test-socrata.com,3600,"44.234.138.33, 44.241.155.115",dia-integratio-alb-staging-529379201.us-west-2.elb.amazonaws.com,"{'name': 'us-west-2.elb.amazonaws.com', 'ns': 'ns-332.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-west-2.elb.amazonaws.com', 'ns': 'ns-332.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-west-2.elb.amazonaws.com', 'ns': 'ns-332.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-west-2.elb.amazonaws.com', 'ns': 'ns-332.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-west-2.elb.amazonaws.com', 'ns': 'ns-332.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-west-2.elb.amazonaws.com', 'ns': 'ns-332.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",,NOERROR,,,,,
[x],internal.test-socrata.com,900,,,"{'name': 'internal.test-socrata.com', 'ns': 'ns-328.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'internal.test-socrata.com', 'ns': 'ns-328.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'internal.test-socrata.com', 'ns': 'ns-328.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'internal.test-socrata.com', 'ns': 'ns-328.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'internal.test-socrata.com', 'ns': 'ns-328.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'internal.test-socrata.com', 'ns': 'ns-328.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,"ns-1445.awsdns-52.org, ns-2015.awsdns-59.co.uk, ns-328.awsdns-41.com, ns-795.awsdns-35.net",,,
[x],ipsec-test.john.test-socrata.com,3600,"10.110.200.37, 10.110.200.21, 10.110.200.5","qjbkcjijyn.cust.test-socrata.com, ojp-tic-lb-pool.aws.staging.test-socrata.com","{'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",_globalsign-domain-verification=TwKS8VnJgBns537MqgghvQIho16AUhFBySmpHbox77,NOERROR,,,,True,"10.110.200.37, 10.110.200.21, 10.110.200.5"
[x],itms6-courses.test-socrata.com,177,"52.42.100.74, 52.42.215.110, 52.38.178.43",nlb.aws-us-west-2-staging.socrata.net,"{'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",_globalsign-domain-verification=rXMiMgt46ID-ZlKH0PkOcX3Lh4Ezjpt_arxg7BFjqe,NOERROR,,,,,
[x],jdvdtsksaw.cust.staging.test-socrata.com,600,"52.42.100.74, 52.42.215.110, 52.38.178.43",ext-lb-pool-1.aws.staging.test-socrata.com,"{'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",_globalsign-domain-verification=-B8sfYB3jJZkR6mh7zIceKLSZ3s2GleJUUGV_GWe8C,NOERROR,,,"mailto:sysadmin+caaviolations@socrata.com, awstrust.com, digicert.com, entrust.net, globalsign.com, godaddy.com, sectigo.com",,
[x],jhyatt.test-socrata.com,144,"52.42.100.74, 52.42.215.110, 52.38.178.43",nlb.aws-us-west-2-staging.socrata.net,"{'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",_globalsign-domain-verification=rXMiMgt46ID-ZlKH0PkOcX3Lh4Ezjpt_arxg7BFjqe,NOERROR,,,,,
[x],jzscqjzeop.john.test-socrata.com,600,"52.42.100.74, 52.38.178.43, 52.42.215.110",ext-lb-pool-1.aws.staging.test-socrata.com,"{'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,,,,
[x],listminutv3scamsn.test-socrata.com,300,"52.42.215.110, 52.38.178.43, 52.42.100.74",nlb.aws-us-west-2-staging.socrata.net,"{'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",_globalsign-domain-verification=rXMiMgt46ID-ZlKH0PkOcX3Lh4Ezjpt_arxg7BFjqe,NOERROR,,,,,
[x],marcs-stack.aws-us-west-2-staging.test-socrata.com,300,"52.38.178.43, 52.42.215.110, 52.42.100.74",nlb.aws-us-west-2-staging.socrata.net,"{'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",_globalsign-domain-verification=rXMiMgt46ID-ZlKH0PkOcX3Lh4Ezjpt_arxg7BFjqe,NOERROR,,,,,
[x],markw-cert.test-socrata.com,142,"52.38.178.43, 52.42.215.110, 52.42.100.74",nlb.aws-us-west-2-staging.socrata.net,"{'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",_globalsign-domain-verification=rXMiMgt46ID-ZlKH0PkOcX3Lh4Ezjpt_arxg7BFjqe,NOERROR,,"ns-1042.awsdns-02.org, ns-1827.awsdns-36.co.uk, ns-210.awsdns-26.com, ns-953.awsdns-55.net",,,
[x],markw-nasa.test-socrata.com,300,"52.42.100.74, 52.42.215.110, 52.38.178.43",nlb.aws-us-west-2-staging.socrata.net,"{'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",_globalsign-domain-verification=rXMiMgt46ID-ZlKH0PkOcX3Lh4Ezjpt_arxg7BFjqe,NOERROR,,"ns-1042.awsdns-02.org, ns-1827.awsdns-36.co.uk, ns-210.awsdns-26.com, ns-953.awsdns-55.net",,,
[x],markw.test-socrata.com,300,"52.42.100.74, 52.38.178.43, 52.42.215.110",nlb.aws-us-west-2-staging.socrata.net,"{'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,,,,
[x],mchui.test-socrata.com,300,"52.42.100.74, 52.42.215.110, 52.38.178.43",nlb.aws-us-west-2-staging.socrata.net,"{'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",_globalsign-domain-verification=rXMiMgt46ID-ZlKH0PkOcX3Lh4Ezjpt_arxg7BFjqe,NOERROR,,"ns-1042.awsdns-02.org, ns-1827.awsdns-36.co.uk, ns-210.awsdns-26.com, ns-953.awsdns-55.net",,,
[x],media-syd2-1.opendata.test-socrata.com,300,"52.42.215.110, 52.42.100.74, 52.38.178.43",nlb.aws-us-west-2-staging.socrata.net,"{'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",_globalsign-domain-verification=rXMiMgt46ID-ZlKH0PkOcX3Lh4Ezjpt_arxg7BFjqe,NOERROR,,,,,
[x],mycity.john.test-socrata.com,60,,"bcppvaoftw.john.test-socrata.com, ext-lb-pool-1.aws.staging.test-socrata.com","{'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,,"globalsign.com, awstrust.com, sectigo.com, godaddy.com, digicert.com, mailto:sysadmin+caaviolations@socrata.com, entrust.net",,
[x],newcitydata.john.test-socrata.com,3600,"52.42.100.74, 52.42.215.110, 52.38.178.43","evwerlbyov.cust.staging.test-socrata.com, ext-lb-pool-1.aws.staging.test-socrata.com","{'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws.staging.test-socrata.com', 'ns': 'ns-32.awsdns-04.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",_globalsign-domain-verification=-B8sfYB3jJZkR6mh7zIceKLSZ3s2GleJUUGV_GWe8C,NOERROR,,,"sectigo.com, awstrust.com, globalsign.com, mailto:sysadmin+caaviolations@socrata.com, digicert.com, entrust.net, godaddy.com",,
[x],nyrhpr85.markw.test-socrata.com,300,"52.42.100.74, 52.38.178.43, 52.42.215.110",nlb.aws-us-west-2-staging.socrata.net,"{'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",_globalsign-domain-verification=rXMiMgt46ID-ZlKH0PkOcX3Lh4Ezjpt_arxg7BFjqe,NOERROR,,"ns-1042.awsdns-02.org, ns-1827.awsdns-36.co.uk, ns-210.awsdns-26.com, ns-953.awsdns-55.net",,,
[x],o2autodandomain.online.test-socrata.com,300,"52.42.100.74, 52.42.215.110, 52.38.178.43",nlb.aws-us-west-2-staging.socrata.net,"{'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aws-us-west-2-staging.socrata.net', 'ns': 'ns-1042.awsdns-02.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",_globalsign-domain-verification=rXMiMgt46ID-ZlKH0PkOcX3Lh4Ezjpt_arxg7BFjqe,NOERROR,,,,,
