new,host,a,soa,status_code,caa,cname,txt,has_internal_ips,internal_ips,aaaa,ns,cdn,cdn-name,mx
[x],util7.ra.roblox.com,208.185.173.35,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],util7.rp.roblox.com,64.125.149.21,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],util70.ra.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],util71.ra.roblox.com,10.61.202.65,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.65,,,,,
[x],util72.ra.roblox.com,10.61.202.66,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.66,,,,,
[x],util74.ra.roblox.com,10.61.202.68,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.68,,,,,
[x],util75.ra.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],util77.ra.roblox.com,10.61.202.71,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.71,,,,,
[x],util78.ra.roblox.com,10.61.202.72,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.72,,,,,
[x],util8.ra.roblox.com,208.185.173.24,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],util8.rp.roblox.com,64.125.149.22,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],util80.ra.roblox.com,10.61.202.74,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.74,,,,,
[x],util81.ra.roblox.com,10.61.202.75,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.75,,,,,
[x],util84.ra.roblox.com,10.61.202.78,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.78,,,,,
[x],util85.ra.roblox.com,10.61.202.79,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.79,,,,,
[x],util86.sm.roblox.com,172.17.252.122,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,172.17.252.122,,,,,
[x],util9.rp.roblox.com,64.125.149.170,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],util91.sm.roblox.com,172.16.0.34,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,172.16.0.34,,,,,
[x],util95.ra.roblox.com,10.61.202.84,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.84,,,,,
[x],util98.ra.roblox.com,10.61.201.221,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.201.221,,,,,
[x],virtualeconomyproducts.api.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],voice.roblox.com,128.116.123.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
[x],voting.api.roblox.com,10.128.240.200,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.200,,,,,
[x],vpn2.ra.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,ra-fw11.roblox.com,,,,,,,,
[x],vpn2.rp.roblox.com,64.125.149.22,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,util8.rp.roblox.com,,,,,,,,
[x],vpn2.sm.roblox.com,50.232.73.155,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,util1.sm.roblox.com,,,,,,,,
[x],vx1.rp.roblox.com,64.125.149.10,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx10.ra.roblox.com,208.185.116.24,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx11.ra.roblox.com,208.185.116.25,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx11.rp.roblox.com,64.125.149.137,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx12.ra.roblox.com,208.185.116.26,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx12.rp.roblox.com,64.125.149.138,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx13.rp.roblox.com,64.125.149.139,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx15.ra.roblox.com,208.185.116.54,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx15.rp.roblox.com,64.125.149.191,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx16.rp.roblox.com,64.125.149.193,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx17.ra.roblox.com,10.61.11.13,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.11.13,,,,,
[x],vx18.ra.roblox.com,10.61.11.11,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.11.11,,,,,
[x],vx19.ra.roblox.com,10.61.11.15,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.11.15,,,,,
[x],vx2.ra.roblox.com,208.185.173.13,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx2.rp.roblox.com,64.125.149.123,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx20.ra.roblox.com,10.61.13.18,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.18,,,,,
[x],vx20.rp.roblox.com,216.200.230.30,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx21.ra.roblox.com,10.61.13.15,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.15,,,,,
[x],vx23.ra.roblox.com,10.61.13.14,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.14,,,,,
[x],vx24.ra.roblox.com,10.61.13.13,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.13,,,,,
[x],vx24.rp.roblox.com,216.200.230.164,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx25.ra.roblox.com,10.61.13.16,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.16,,,,,
[x],vx25.rp.roblox.com,216.200.230.165,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx26.ra.roblox.com,10.61.11.28,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.11.28,,,,,
[x],vx26.rp.roblox.com,216.200.230.77,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx27.ra.roblox.com,10.61.13.11,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.11,,,,,
[x],vx27.rp.roblox.com,216.200.230.160,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx28.rp.roblox.com,10.60.70.5,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.70.5,,,,,
[x],vx29.ra.roblox.com,10.61.11.27,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.11.27,,,,,
[x],vx29.rp.roblox.com,64.125.149.71,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx3.ra.roblox.com,208.185.173.14,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx3.rp.roblox.com,64.125.149.36,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx30.rp.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx31.ra.roblox.com,10.61.11.16,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.11.16,,,,,
[x],vx31.rp.roblox.com,64.125.149.75,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx32.ra.roblox.com,10.61.11.18,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.11.18,,,,,
[x],vx33.ra.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx35.ra.roblox.com,10.61.13.116,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.116,,,,,
[x],vx35.rp.roblox.com,64.125.149.95,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx36.ra.roblox.com,10.61.13.113,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.113,,,,,
[x],vx37.rp.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx38.ra.roblox.com,10.61.13.117,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.117,,,,,
[x],vx39.ra.roblox.com,10.61.13.111,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.111,,,,,
[x],vx39.rp.roblox.com,64.125.149.106,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx4.ra.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx4.rp.roblox.com,64.125.149.67,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx40.ra.roblox.com,10.61.13.118,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.118,,,,,
[x],vx40.rp.roblox.com,64.125.149.136,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx41.ra.roblox.com,10.61.13.115,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.115,,,,,
[x],vx42.rp.roblox.com,10.60.85.132,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.132,,,,,
[x],vx43.rp.roblox.com,10.60.85.32,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.32,,,,,
[x],vx44.ra.roblox.com,10.61.11.20,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.11.20,,,,,
[x],vx44.rp.roblox.com,10.60.85.133,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.133,,,,,
[x],vx45.ra.roblox.com,10.61.11.22,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.11.22,,,,,
[x],vx45.rp.roblox.com,10.60.85.129,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.129,,,,,
[x],vx46.ra.roblox.com,10.61.11.17,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.11.17,,,,,
[x],vx46.rp.roblox.com,10.60.85.130,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.130,,,,,
[x],vx47.ra.roblox.com,10.61.13.35,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.35,,,,,
[x],vx48.ra.roblox.com,10.61.13.140,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.140,,,,,
[x],vx49.ra.roblox.com,10.61.13.36,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.36,,,,,
[x],vx49.rp.roblox.com,10.60.85.134,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.134,,,,,
[x],vx5.ra.roblox.com,208.185.173.16,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx5.rp.roblox.com,64.125.149.118,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx50.rp.roblox.com,10.60.85.30,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.30,,,,,
[x],vx51.ra.roblox.com,10.61.13.137,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.137,,,,,
[x],vx51.rp.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx52.ra.roblox.com,10.61.13.40,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.40,,,,,
[x],vx52.rp.roblox.com,10.60.85.33,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.33,,,,,
[x],vx53.ra.roblox.com,10.61.13.29,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.29,,,,,
[x],vx53.rp.roblox.com,10.60.85.31,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.31,,,,,
[x],vx55.rp.roblox.com,10.60.85.139,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.139,,,,,
[x],vx56.ra.roblox.com,10.61.13.134,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.134,,,,,
[x],vx56.rp.roblox.com,10.60.85.136,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.136,,,,,
[x],vx57.ra.roblox.com,10.61.13.39,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.39,,,,,
[x],vx57.rp.roblox.com,10.60.85.141,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.141,,,,,
[x],vx58.ra.roblox.com,10.61.13.33,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.33,,,,,
[x],vx58.rp.roblox.com,10.60.85.38,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.38,,,,,
[x],vx59.ra.roblox.com,10.61.13.129,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.129,,,,,
[x],vx59.rp.roblox.com,10.60.85.40,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.40,,,,,
[x],vx6.ra.roblox.com,208.185.173.17,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx6.sm.roblox.com,172.16.0.50,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,172.16.0.50,,,,,
[x],vx60.ra.roblox.com,10.61.13.42,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.42,,,,,
[x],vx60.rp.roblox.com,10.60.85.36,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.36,,,,,
[x],vx61.ra.roblox.com,10.61.13.141,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.141,,,,,
[x],vx61.rp.roblox.com,10.60.85.37,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.37,,,,,
[x],vx62.ra.roblox.com,10.61.13.142,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.142,,,,,
[x],vx64.ra.roblox.com,10.61.13.130,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.130,,,,,
[x],vx64.rp.roblox.com,10.60.85.44,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.44,,,,,
[x],vx65.ra.roblox.com,10.61.13.139,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.139,,,,,
[x],vx65.rp.roblox.com,10.60.85.144,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.144,,,,,
[x],vx67.ra.roblox.com,10.61.13.135,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.135,,,,,
[x],vx68.rp.roblox.com,10.60.85.140,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.140,,,,,
[x],vx7.ra.roblox.com,208.185.116.22,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx7.rp.roblox.com,64.125.149.70,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx70.ra.roblox.com,208.185.173.142,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx71.rp.roblox.com,10.60.85.43,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.43,,,,,
[x],vx72.ra.roblox.com,10.61.13.133,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.133,,,,,
[x],vx72.rp.roblox.com,10.60.85.45,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.45,,,,,
[x],vx73.rp.roblox.com,10.60.85.35,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.35,,,,,
[x],vx74.ra.roblox.com,10.61.13.1,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.1,,,,,
[x],vx74.rp.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx75.ra.roblox.com,10.61.13.34,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.34,,,,,
[x],vx76.ra.roblox.com,10.61.13.107,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.107,,,,,
[x],vx77.ra.roblox.com,10.61.13.106,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.106,,,,,
[x],vx77.rp.roblox.com,10.60.85.135,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.85.135,,,,,
[x],vx78.ra.roblox.com,10.61.13.108,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.108,,,,,
[x],vx8.sm.roblox.com,172.17.252.67,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,172.17.252.67,,,,,
[x],vx80.ra.roblox.com,10.61.13.43,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.43,,,,,
[x],vx83.ra.roblox.com,10.61.13.9,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.9,,,,,
[x],vx84.ra.roblox.com,10.61.13.110,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.110,,,,,
[x],vx85.ra.roblox.com,10.61.13.146,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.146,,,,,
[x],vx86.ra.roblox.com,10.61.13.7,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.7,,,,,
[x],vx87.ra.roblox.com,10.61.13.8,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.8,,,,,
[x],vx88.ra.roblox.com,10.61.13.143,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.143,,,,,
[x],vx89.ra.roblox.com,10.61.13.10,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.10,,,,,
[x],vx9.ra.roblox.com,208.185.116.21,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx9.rp.roblox.com,64.125.149.32,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx90.ra.roblox.com,10.61.13.44,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.44,,,,,
[x],vx91.ra.roblox.com,10.61.13.105,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.105,,,,,
[x],vx93.ra.roblox.com,10.61.13.145,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.145,,,,,
[x],vx94.ra.roblox.com,10.61.13.5,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.13.5,,,,,
[x],vx96.ra.roblox.com,10.61.16.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.16.3,,,,,
[x],vx97.ra.roblox.com,10.61.16.2,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.16.2,,,,,
[x],vx98.ra.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],vx99.ra.roblox.com,10.61.17.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.17.3,,,,,
[x],vx99.rp.roblox.com,10.60.60.32,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.60.32,,,,,
[x],web10.sm.roblox.com,64.124.125.8,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],web12.rp.roblox.com,10.20.11.31,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.11.31,,,,,
[x],web12.sm.roblox.com,172.17.252.59,,NOERROR,,,,True,172.17.252.59,,,,,
[x],web13.rp.roblox.com,10.20.10.79,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.10.79,,,,,
[x],web13.sm.roblox.com,172.17.252.64,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,172.17.252.64,,,,,
[x],web14.rp.roblox.com,10.20.11.62,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.11.62,,,,,
[x],web14.sm.roblox.com,172.17.252.70,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,172.17.252.70,,,,,
[x],web15.sm.roblox.com,172.17.252.80,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,172.17.252.80,,,,,
[x],web16.rp.roblox.com,10.20.9.51,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.9.51,,,,,
[x],web19.rp.roblox.com,10.20.17.60,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.17.60,,,,,
[x],web19.sm.roblox.com,172.17.252.125,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,172.17.252.125,,,,,
[x],web20.rp.roblox.com,10.20.4.125,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.4.125,,,,,
[x],web208-internal.ra.roblox.com,10.121.201.164,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.121.201.164,,,,,
[x],web22.rp.roblox.com,10.20.10.31,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.10.31,,,,,
[x],web23.rp.roblox.com,10.20.3.48,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.3.48,,,,,
[x],web24.rp.roblox.com,10.20.11.32,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.11.32,,,,,
[x],web27.rp.roblox.com,10.20.0.125,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.0.125,,,,,
[x],web3.rp.roblox.com,10.20.0.32,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.0.32,,,,,
[x],web30.rp.roblox.com,10.20.11.144,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.11.144,,,,,
[x],web31.rp.roblox.com,10.20.22.44,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.22.44,,,,,
[x],web35.rp.roblox.com,10.20.11.78,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.11.78,,,,,
[x],web36.rp.roblox.com,10.20.11.47,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.11.47,,,,,
[x],web42.rp.roblox.com,10.20.4.86,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.4.86,,,,,
[x],web48.rp.roblox.com,10.20.6.153,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.6.153,,,,,
[x],web49.rp.roblox.com,10.20.0.154,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.0.154,,,,,
[x],web5.rp.roblox.com,10.20.17.96,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.17.96,,,,,
[x],web50.rp.roblox.com,10.20.5.128,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.5.128,,,,,
[x],web51.rp.roblox.com,10.20.1.93,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.1.93,,,,,
[x],web57.rp.roblox.com,10.20.11.104,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.11.104,,,,,
[x],web63.rp.roblox.com,10.20.10.39,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.10.39,,,,,
[x],web64.rp.roblox.com,10.20.4.117,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.4.117,,,,,
[x],web65.rp.roblox.com,10.20.10.41,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.10.41,,,,,
[x],web66.rp.roblox.com,10.20.10.42,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.10.42,,,,,
[x],web68.rp.roblox.com,10.20.11.102,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.11.102,,,,,
[x],web7.sm.roblox.com,64.124.125.10,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],web73.rp.roblox.com,10.20.11.36,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.11.36,,,,,
[x],web74.rp.roblox.com,10.20.17.52,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.17.52,,,,,
[x],web75.rp.roblox.com,10.20.11.49,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.11.49,,,,,
[x],web76.rp.roblox.com,10.20.11.39,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.11.39,,,,,
[x],web8.rp.roblox.com,10.20.11.134,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.11.134,,,,,
[x],web8.sm.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],web82.rp.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],web83.rp.roblox.com,10.20.16.37,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.16.37,,,,,
[x],web84.rp.roblox.com,10.20.16.38,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.16.38,,,,,
