input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,final_url,location,csp_domains_,tls_mismatched
mr-1569.staging-app.geckoterminal.com,410 Gone,410,136,mr-1569.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1569.staging-app.geckoterminal.com,,443,https://mr-1569.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.137.106.107,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
mr-157.staging.geckoterminal.com,,404,67,mr-157.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-157.staging.geckoterminal.com,cloudflare,443,https://mr-157.staging.geckoterminal.com:443,https,cloudflare,text/plain,GET,172.67.22.148,/,1307429962,2606:4700:10::ac43:1694,Vercel,4,False,True,,,,,
mr-1570.staging-app.geckoterminal.com,410 Gone,410,136,mr-1570.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1570.staging-app.geckoterminal.com,,443,https://mr-1570.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.137.106.107,/,69078358,3.133.163.253,Nginx,8,False,,,,,,
mr-1571.staging-app.geckoterminal.com,410 Gone,410,136,mr-1571.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1571.staging-app.geckoterminal.com,,443,https://mr-1571.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.14.140.116,/,69078358,3.133.163.253,Nginx,8,False,,,,,,
mr-1573.staging-app.geckoterminal.com,410 Gone,410,136,mr-1573.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1573.staging-app.geckoterminal.com,,443,https://mr-1573.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
mr-1575.staging-app.geckoterminal.com,410 Gone,410,136,mr-1575.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1575.staging-app.geckoterminal.com,,443,https://mr-1575.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.14.140.116,/,69078358,3.137.106.107,Nginx,8,False,,,,,,
mr-1578.staging-app.geckoterminal.com,410 Gone,410,136,mr-1578.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1578.staging-app.geckoterminal.com,,443,https://mr-1578.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.14.140.116,/,69078358,3.133.163.253,Nginx,8,False,,,,,,
mr-158.staging.geckoterminal.com,,404,67,mr-158.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-158.staging.geckoterminal.com,cloudflare,443,https://mr-158.staging.geckoterminal.com:443,https,cloudflare,text/plain,GET,172.67.22.148,/,1307429962,2606:4700:10::ac43:1694,Vercel,4,False,True,,,,,
mr-1580.staging-app.geckoterminal.com,410 Gone,410,136,mr-1580.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1580.staging-app.geckoterminal.com,,443,https://mr-1580.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
mr-1581.staging-app.geckoterminal.com,410 Gone,410,136,mr-1581.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1581.staging-app.geckoterminal.com,,443,https://mr-1581.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.137.106.107,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
mr-1582.staging-app.geckoterminal.com,410 Gone,410,136,mr-1582.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1582.staging-app.geckoterminal.com,,443,https://mr-1582.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.137.106.107,/,69078358,3.133.163.253,Nginx,8,False,,,,,,
mr-1583.staging-app.geckoterminal.com,410 Gone,410,136,mr-1583.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1583.staging-app.geckoterminal.com,,443,https://mr-1583.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
mr-1584.staging-app.geckoterminal.com,410 Gone,410,136,mr-1584.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1584.staging-app.geckoterminal.com,,443,https://mr-1584.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
mr-1586.staging-app.geckoterminal.com,410 Gone,410,136,mr-1586.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1586.staging-app.geckoterminal.com,,443,https://mr-1586.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.14.140.116,/,69078358,3.137.106.107,Nginx,8,False,,,,,,
mr-1587.staging-app.geckoterminal.com,410 Gone,410,136,mr-1587.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1587.staging-app.geckoterminal.com,,443,https://mr-1587.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
mr-1588.staging-app.geckoterminal.com,410 Gone,410,136,mr-1588.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1588.staging-app.geckoterminal.com,,443,https://mr-1588.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.137.106.107,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
mr-1589.staging-app.geckoterminal.com,410 Gone,410,136,mr-1589.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1589.staging-app.geckoterminal.com,,443,https://mr-1589.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
mr-159.staging.geckoterminal.com,,404,67,mr-159.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-159.staging.geckoterminal.com,cloudflare,443,https://mr-159.staging.geckoterminal.com:443,https,cloudflare,text/plain,GET,104.22.55.153,/,1307429962,2606:4700:10::6816:3799,Vercel,4,False,True,,,,,
mr-1590.staging-app.geckoterminal.com,410 Gone,410,136,mr-1590.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1590.staging-app.geckoterminal.com,,443,https://mr-1590.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.14.140.116,/,69078358,3.137.106.107,Nginx,8,False,,,,,,
mr-1592.staging-app.geckoterminal.com,410 Gone,410,136,mr-1592.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1592.staging-app.geckoterminal.com,,443,https://mr-1592.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.137.106.107,/,69078358,3.133.163.253,Nginx,8,False,,,,,,
mr-1593.staging-app.geckoterminal.com,410 Gone,410,136,mr-1593.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1593.staging-app.geckoterminal.com,,443,https://mr-1593.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.14.140.116,/,69078358,3.137.106.107,Nginx,8,False,,,,,,
mr-1594.staging-app.geckoterminal.com,410 Gone,410,136,mr-1594.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1594.staging-app.geckoterminal.com,,443,https://mr-1594.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.137.106.107,/,69078358,3.133.163.253,Nginx,8,False,,,,,,
mr-1598.staging-app.geckoterminal.com,410 Gone,410,136,mr-1598.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1598.staging-app.geckoterminal.com,,443,https://mr-1598.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.14.140.116,/,69078358,3.133.163.253,Nginx,8,False,,,,,,
mr-1599.staging-app.geckoterminal.com,410 Gone,410,136,mr-1599.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1599.staging-app.geckoterminal.com,,443,https://mr-1599.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.137.106.107,/,69078358,3.133.163.253,Nginx,8,False,,,,,,
mr-160.staging.geckoterminal.com,,404,67,mr-160.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-160.staging.geckoterminal.com,cloudflare,443,https://mr-160.staging.geckoterminal.com:443,https,cloudflare,text/plain,GET,104.22.54.153,/,1307429962,2606:4700:10::ac43:1694,Vercel,4,False,True,,,,,
mr-1600.staging-app.geckoterminal.com,410 Gone,410,136,mr-1600.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1600.staging-app.geckoterminal.com,,443,https://mr-1600.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
mr-1601.staging-app.geckoterminal.com,410 Gone,410,136,mr-1601.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1601.staging-app.geckoterminal.com,,443,https://mr-1601.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.137.106.107,/,69078358,3.133.163.253,Nginx,8,False,,,,,,
mr-1602.staging-app.geckoterminal.com,410 Gone,410,136,mr-1602.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1602.staging-app.geckoterminal.com,,443,https://mr-1602.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.137.106.107,Nginx,8,False,,,,,,
mr-1604.staging-app.geckoterminal.com,410 Gone,410,136,mr-1604.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1604.staging-app.geckoterminal.com,,443,https://mr-1604.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.137.106.107,Nginx,8,False,,,,,,
mr-1605.staging-app.geckoterminal.com,410 Gone,410,136,mr-1605.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1605.staging-app.geckoterminal.com,,443,https://mr-1605.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.137.106.107,Nginx,8,False,,,,,,
mr-1606.staging-app.geckoterminal.com,410 Gone,410,136,mr-1606.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1606.staging-app.geckoterminal.com,,443,https://mr-1606.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.137.106.107,/,69078358,3.133.163.253,Nginx,8,False,,,,,,
mr-1608.staging-app.geckoterminal.com,410 Gone,410,136,mr-1608.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1608.staging-app.geckoterminal.com,,443,https://mr-1608.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.14.140.116,/,69078358,3.133.163.253,Nginx,8,False,,,,,,
mr-1609.staging-app.geckoterminal.com,410 Gone,410,136,mr-1609.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1609.staging-app.geckoterminal.com,,443,https://mr-1609.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.14.140.116,/,69078358,3.133.163.253,Nginx,8,False,,,,,,
mr-161.staging.geckoterminal.com,,404,67,mr-161.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-161.staging.geckoterminal.com,cloudflare,443,https://mr-161.staging.geckoterminal.com:443,https,cloudflare,text/plain,GET,172.67.22.148,/,1307429962,2606:4700:10::6816:3799,Vercel,4,False,True,,,,,
mr-1610.staging-app.geckoterminal.com,410 Gone,410,136,mr-1610.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1610.staging-app.geckoterminal.com,,443,https://mr-1610.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.137.106.107,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
mr-1611.staging-app.geckoterminal.com,410 Gone,410,136,mr-1611.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1611.staging-app.geckoterminal.com,,443,https://mr-1611.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.137.106.107,/,69078358,3.133.163.253,Nginx,8,False,,,,,,
