input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,tls_expired,final_url,csp_domains_,tls_self_signed
dev.performance-optimization.hoist.ability.abb.com,Home page - POFHWebApp,200,3866,dev.performance-optimization.hoist.ability.abb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-30T00:00:00Z,2023-05-30T23:59:59Z,"CN=performance-optimization.hoist.ability.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",performance-optimization.hoist.ability.abb.com,stage.performance-optimization.hoist.ability.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7c1cfdc08a61d4da04a708a7d71040c0,cde87cc65ebf7c135658d55441792f9529d6cae3d543f6cc9889ae696a7d5781,,ctls,dev.performance-optimization.hoist.ability.abb.com,,443,https://dev.performance-optimization.hoist.ability.abb.com:443,https,,text/html,GET,20.76.235.28,/,1657933142,20.76.235.28,Bootstrap,73,False,,,ABB Asea Brown Boveri Ltd,,,,
dev.procure.abb.com,Procure,200,4523,dev.procure.abb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2023-07-27T23:59:59Z,CN=dev.procure.abb.com,dev.procure.abb.com,dev.procure.abb.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",41ec246b9e91f5bc5a626a3c81f8dfac,c2095b51e0fa87aa57fb6dcba7d45587e1f32d33bd76fdc95ed59e21ee64ec66,,ctls,dev.procure.abb.com,,443,https://dev.procure.abb.com:443,https,,text/html,GET,20.105.216.2,/,-617107588,20.105.216.2,HSTS,68,False,,,,,,,
dev.rabbit.dds.mil,RABBIT,200,641,dev.rabbit.dds.mil,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-09-02T23:59:59Z,CN=dev.rabbit.dds.mil,dev.rabbit.dds.mil,www.dev.rabbit.dds.mil,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c6ef66612c687425fa8c80a718eb30b5,2e61b1f65e064f187fed6fc7f20d634a88eaab50a64fb706eabdeb8bb77819d5,,ctls,dev.rabbit.dds.mil,cloudfront,443,https://dev.rabbit.dds.mil:443,https,AmazonS3,text/html,GET,143.204.215.8,/,1773367889,2600:9000:214f:600:2:b4ec:d100:93a1,React,1,False,True,,,,,,
dev.rcm.motors.abb.com.cn,,200,710,dev.motorcustomerregister.abb.com.cn,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-28T00:00:00Z,2023-11-01T23:59:59Z,"CN=dev.motorcustomerregister.abb.com.cn, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",dev.motorcustomerregister.abb.com.cn,dev.motorcustomerregister.abb.com.cn,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2e08dee28a4755de9512790460e19429,657bd2690724c61c5c025de4eb09d1e388f2899ccf0eb7bf07b6937b74d63dd3,,ctls,dev.motorcustomerregister.abb.com.cn,,80,http://dev.rcm.motors.abb.com.cn:80,http,,text/html,GET,40.73.72.63,/,1584341642,40.73.72.63,,14,False,,,ABB Asea Brown Boveri Ltd,,https://dev.motorcustomerregister.abb.com.cn/,,
dev.salesforce.coursefinder.abb.com,Site Error,503,3109,dev.salesforce.coursefinder.abb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2023-10-19T23:59:59Z,"CN=waf-abb-cert10.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",waf-abb-cert10.abb.com,www.tnbmobile.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9d7b5a71c4d06f4f5757614806861e12,fc98967f380ae191b18f4753b436587b62a0a9385463f34e149436b02593f5cd,,ctls,dev.salesforce.coursefinder.abb.com,,443,https://dev.salesforce.coursefinder.abb.com:443,https,AkamaiNetStorage,text/html,GET,2.17.100.209,/,1457316476,2.17.100.169,,114,False,,,ABB Asea Brown Boveri Ltd,,,,
dev.selector.drivesmotors.abb.com,ABB Drive and Motor Selector,200,17612,dev.selector.drivesmotors.abb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2023-10-19T23:59:59Z,"CN=waf-abb-cert10.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",waf-abb-cert10.abb.com,www.tnbmobile.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9d7b5a71c4d06f4f5757614806861e12,fc98967f380ae191b18f4753b436587b62a0a9385463f34e149436b02593f5cd,,ctls,dev.selector.drivesmotors.abb.com,,443,https://dev.selector.drivesmotors.abb.com:443,https,,text/html,GET,2.17.100.169,/,-738705486,2.17.100.209,HSTS,1,False,,,ABB Asea Brown Boveri Ltd,,,,
dev.smart-ip-configurator.mybuildings.abb.com,Welcome Configurator,200,7270,dev.smart-ip-configurator.mybuildings.abb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-15T07:59:00Z,2024-05-14T07:59:00Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,011d0315b4d93303ca133af311715e08,29e1cbe93f5c8f780d7c6ca2fe9ead4397874b9747b7be8f45b9d6719b610c43,,ctls,dev.smart-ip-configurator.mybuildings.abb.com,,443,https://dev.smart-ip-configurator.mybuildings.abb.com:443,https,,text/html,GET,20.105.120.183,/,376673841,20.105.120.183,HSTS,117,False,,True,Acme Co,,,,True
dev.supplier-non-conformity-resolution-process.abb.com,ABB SNCRP,200,2326,dev.supplier-non-conformity-resolution-process.abb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2023-08-27T23:59:59Z,CN=dev.supplier-non-conformity-resolution-process.abb.com,dev.supplier-non-conformity-resolution-process.abb.com,dev.supplier-non-conformity-resolution-process.abb.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",760ddba38a008aa417e6dc7ae1bdc83f,1d921b8be384adbd42dbe95ea8ab16f1f5b134051a3aee31bb36104398322028,,ctls,dev.supplier-non-conformity-resolution-process.abb.com,azure,443,https://dev.supplier-non-conformity-resolution-process.abb.com:443,https,Microsoft-IIS/10.0,text/html,GET,52.233.128.61,/,-20275242,52.233.128.61,Windows Server,47,False,True,,,,,https://cdnjs.cloudflare.com,
dev.supportlineandwarranty.drives.abb.com,ABB MOSE Ticker Viewer,200,641,dev.supportlineandwarranty.drives.abb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-16T00:00:00Z,2023-10-16T23:59:59Z,CN=dev.supportlineandwarranty.drives.abb.com,dev.supportlineandwarranty.drives.abb.com,dev.supportlineandwarranty.drives.abb.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",d5eaf6661d35c29c0ad6a40ebeed7f64,f076464640b71821efc3308dc1b38a03b99d0a41dc4e8f5c5cb52de979176c63,,ctls,dev.supportlineandwarranty.drives.abb.com,,443,https://dev.supportlineandwarranty.drives.abb.com:443,https,,text/html,GET,20.82.13.59,/,-1755278852,20.82.13.59,HSTS,1,False,,,,,https://dev.supportlineandwarranty.drives.abb.com/public/login,,
dev.tools.electrification.us.abb.com,ABB Inc. | Motor Starting and Protection Tool,200,89014,dev.tools.electrification.us.abb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,2024-04-28T23:59:59Z,"CN=waf-abb-cert07.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, ST=Zürich, C=CH",waf-abb-cert07.abb.com,abbtestmaintenance.fi.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7368ed2b18103ae39c726ef12c572280,422172de45a492a64d05869b66e21b812fed05da4ebbc7c667e2ce4bbb210c36,,ctls,dev.tools.electrification.us.abb.com,,443,https://dev.tools.electrification.us.abb.com:443,https,Kestrel,text/html,GET,95.101.111.155,/,1908147121,95.101.111.172,Microsoft ASP.NET,1245,False,,,ABB Asea Brown Boveri Ltd,,,,
dev.vpn-digital-ci01.abilityplatform02.abb.com.cn,error,400,2968,dev.vpn-digital-ci01.abilityplatform02.abb.com.cn,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-04T00:00:00Z,2024-05-03T23:59:59Z,"CN=dev.vpn-digital-ci01.abilityplatform02.abb.com.cn, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",dev.vpn-digital-ci01.abilityplatform02.abb.com.cn,dev.vpn-digital-ci01.abilityplatform02.abb.com.cn,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,de49c7ca60f4dea8cc8cd85e1c979349,39affea0d972ad49b7e23de8bfd3ed8bfce4c91cd88661313d32ee86ea2f31cc,,ctls,dev.vpn-digital-ci01.abilityplatform02.abb.com.cn,,443,https://dev.vpn-digital-ci01.abilityplatform02.abb.com.cn:443,https,,text/html,GET,121.36.94.7,/,-625167121,121.36.94.7,HSTS,98,False,,,ABB Asea Brown Boveri Ltd,,https://dev.vpn-digital-ci01.abilityplatform02.abb.com.cn/prx/000/http/localhost/cookietest,,
dev.za.shop.abb.com,Home Page ZA,200,126743,dev.za.shop.abb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-04T09:42:18Z,2023-08-02T09:42:17Z,CN=dev.br.shop.abb.com,dev.br.shop.abb.com,dev1.cn.shop.abb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,aceb3b7fbc6533bd5f8c7117d1509d6e,d87759dcd7ad4e404c4f7b854f1a9e33b75376934a1fcf039ef62f8fcde47aed,,ctls,dev.za.shop.abb.com,fastly,443,https://dev.za.shop.abb.com:443,https,,text/html,GET,151.101.1.124,/,-2055929497,151.101.193.124,Platform.sh,1033,False,True,,,,,http:,
devconsole.icare.abb.com.cn,404 Not Found,404,581,devconsole.icare.abb.com.cn,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-10T00:00:00Z,2024-02-09T23:59:59Z,"CN=lightning.icare.abb.com.cn, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",lightning.icare.abb.com.cn,lightning.icare.abb.com.cn,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48291ed218b2fcc9cdd226c1228092aa,d165bdc0cbef000ee89e248acd21673b486efa17e24d26f476930720a5f2eaac,,ctls,devconsole.icare.abb.com.cn,,443,https://devconsole.icare.abb.com.cn:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,143.64.16.5,/,1129692473,143.64.16.5,,14,False,,True,ABB Asea Brown Boveri Ltd,,,,
developer.eu.mybuildings.abb.com,ABB Developer Portal,200,22267,developer.eu.mybuildings.abb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-01T00:00:00Z,2023-08-01T23:59:59Z,"CN=developer.eu.mybuildings.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",developer.eu.mybuildings.abb.com,developer.eu.mybuildings.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,910519a026c6ee458ca9d766051da024,de3abde49632f97680a75c109790dc02f8a087c73f54db1fbef73d888389bfb4,,ctls,developer.eu.mybuildings.abb.com,azure,443,https://developer.eu.mybuildings.abb.com:443,https,,text/html,GET,104.45.22.128,/,1962532309,104.45.22.128,Orchard Core,515,False,True,,ABB Asea Brown Boveri Ltd,,,,
developers.connect.abb.com,ABB Developer Portal-ABB Apis,200,4513,developers.connect.abb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-28T00:00:00Z,2023-11-01T23:59:59Z,"CN=developers.connect.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",developers.connect.abb.com,developers.connect.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d0c42cb6bb310c3a5a4db61d9c774a6c,3e7400da0b1ba64aa5218f03492dbe441b71bbf4f5c099a46deef3df17037bda,,ctls,developers.connect.abb.com,azure,443,https://developers.connect.abb.com:443,https,Microsoft-IIS/10.0,text/html,GET,20.50.64.21,/,-1255347784,20.50.64.21,Windows Server,56,False,True,,ABB Asea Brown Boveri Ltd,,,https://api.electrification.ability.abb,
deviceapi.edcs.abb.com.cn,,200,,deviceapi.edcs.abb.com.cn,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-07T00:00:00Z,2023-06-07T23:59:59Z,"CN=edcs.abb.com.cn, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",edcs.abb.com.cn,deviceapi.edcs.abb.com.cn,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,886e111ed9cb6e3e274c8c0da7cc3305,3ee4bdd2be1b3ea9e49f39c510c0d3c49c461b61c12aa5cc35bc7ed3db56b798,,ctls,deviceapi.edcs.abb.com.cn,,443,https://deviceapi.edcs.abb.com.cn:443,https,Microsoft-IIS/10.0,,GET,42.159.5.43,/,1772087922,42.159.5.43,Windows Server,1,False,,,ABB Asea Brown Boveri Ltd,,,,
deviceapialt.test.edcs.abb.com.cn,,200,,deviceapialt.test.edcs.abb.com.cn,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-07T00:00:00Z,2023-07-07T23:59:59Z,"CN=deviceapialt.test.edcs.abb.com.cn, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",deviceapialt.test.edcs.abb.com.cn,deviceapialt.test.edcs.abb.com.cn,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,dcf21d3ef89a95ca11a5a6495045b6ca,8cd03ce9825c5584bb05e5c641b08da98433b287e60718cd26140eabb901389c,,ctls,deviceapialt.test.edcs.abb.com.cn,,443,https://deviceapialt.test.edcs.abb.com.cn:443,https,Microsoft-IIS/10.0,,GET,40.125.200.124,/,1772087922,40.125.200.124,Windows Server,1,False,,,ABB Asea Brown Boveri Ltd,,,,
digital.motion.abb.com.cn,ABB数字化传动链状态监测系统,200,2380,digital.motion.abb.com.cn,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=digital.motion.abb.com.cn, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",digital.motion.abb.com.cn,digital.motion.abb.com.cn,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f7dae0baa6baaa55af6e5f34b20d5eee,1dffdb1ada7b74bbf738633bfb7a961fdc521fa0c2dfcbb4b107a9597bf875e6,,ctls,digital.motion.abb.com.cn,,443,https://digital.motion.abb.com.cn:443,https,CloudWAF,text/html,GET,117.78.24.36,/,1551964178,117.78.24.40,Amazon Web Services,1,False,,,ABB Asea Brown Boveri Ltd,,,,
digitalproductpassport40.abb.com,ABB Digital Product Passport 4.0 Demo,200,244,digitalproductpassport40.abb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T20:49:58Z,2023-06-20T20:49:57Z,CN=digitalproductpassport40.abb.com,digitalproductpassport40.abb.com,digitalproductpassport40.abb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c2c2c6b9185d65f1139709ea55e59ea4,14a2c538dcb362a251365d64b5233751054a52d4709eea8143d68c2c53cca756,,ctls,digitalproductpassport40.abb.com,,443,https://digitalproductpassport40.abb.com:443,https,nginx/1.18.0 (Ubuntu),text/html,GET,20.113.146.49,/,-2144967296,20.113.146.49,Ubuntu,12,False,,,,,,url=https://www.zvei.org/en/subjects/zvei-show-case-pcfcontrolcabinet,
discoveryapi.library.preprod.abb.com,Microsoft Azure App Service - Welcome,200,2524,discoveryapi.library.preprod.abb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2018-05-25T00:00:00Z,2020-05-29T12:00:00Z,"CN=discoveryapi.library.preprod.abb.com, OU=ABB, O=ABB Information Systems Ltd., L=Zurich, ST=Zurich, C=CH",discoveryapi.library.preprod.abb.com,discoveryapi.library.preprod.abb.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,d5c176ce7d472b938c75055c5b4e6ff6,2502a5c9940c0b755b8998f6ea7ab416576a57f48ef35d98b1fc3cfa8b4cde49,,ctls,discoveryapi.library.preprod.abb.com,azure,443,https://discoveryapi.library.preprod.abb.com:443,https,Microsoft-IIS/10.0,text/html,GET,13.69.228.13,/,-20275242,13.69.228.13,Windows Server,1,False,True,,ABB Information Systems Ltd.,True,,,
discoveryapi.library.stage.abb.com,,200,2,discoveryapi.library.stage.abb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-02T00:00:00Z,2024-01-02T23:59:59Z,"CN=discoveryapi.library.stage.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",discoveryapi.library.stage.abb.com,discoveryapi.library.stage.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e8df8a055a2894f45f9fe7236c17cf69,c35c82e2f417b3abc7793e9144901cc0a3f6c8e3754caeff5e752d4779fd2fae,,ctls,discoveryapi.library.stage.abb.com,azure,443,https://discoveryapi.library.stage.abb.com:443,https,Microsoft-IIS/10.0,,GET,13.69.228.13,/,-1840324437,13.69.228.13,Windows Server,1,False,True,,ABB Asea Brown Boveri Ltd,,,,
discoveryapi.library.test.abb.com,,200,2,discoveryapi.library.test.abb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-02T00:00:00Z,2024-01-02T23:59:59Z,"CN=discoveryapi.library.test.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",discoveryapi.library.test.abb.com,discoveryapi.library.test.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c07b56ea2f8ccfaf88ef2e0fe1b26636,28176138867e0488e44c601a4b1616a3332d5f5ac07f5a24208c41281daacb9a,,ctls,discoveryapi.library.test.abb.com,azure,443,https://discoveryapi.library.test.abb.com:443,https,Microsoft-IIS/10.0,,GET,13.69.228.13,/,-1840324437,13.69.228.13,Windows Server,1,False,True,,ABB Asea Brown Boveri Ltd,,,,
distribution-automation-metrics.abb.com,Sign in to your account,200,200349,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,azure,443,https://distribution-automation-metrics.abb.com:443,https,,text/html,GET,20.52.134.77,/,2137291484,20.52.134.77,HSTS,174,False,True,,Microsoft Corporation,,https://login.microsoftonline.com/372ee9e0-9ce0-4033-a64a-c07073a91ecd/oauth2/authorize?response_type=code&client_id=37abc166-1c9b-41eb-a1a0-49160acfad14&scope=openid&nonce=0efc790a-da1d-4656-929a-b0304da2f550&redirect_uri=https%3a%2f%2fdistribution-automation-metrics.abb.com%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fdistribution-automation-metrics.abb.com%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%224d0ed778-01c6-46fc-8a7c-1c0eb0a1da59%22%7d%23EndOfStateParam%23&client-request-id=4d0ed778-01c6-46fc-8a7c-1c0eb0a1da59,,
docd.tnb.com,Thomas and Betts - DocumentDirect for the Internet,200,310,docd.tnb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-13T00:00:00Z,2024-01-13T23:59:59Z,"CN=docd.tnb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",docd.tnb.com,tnbs155.tnb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e625fb4125b8cd5f2549bc391fe9629f,6e30bc14ea8d4563add1acc92c763e5e9629c9c84a6c077ebe1f95cad578176f,,ctls,docd.tnb.com,,443,https://docd.tnb.com:443,https,,text/html,GET,206.208.208.155,/,-297069493,206.208.208.155,HSTS,9,False,,,ABB Asea Brown Boveri Ltd,,https://docd.tnb.com/ddrint/work/tnbviewdocs.htm,*.rlcarriers.com,
docs.abb,Rebrandly,200,3763,,,,,,,,,,,,,,,,,,,,80,http://docs.abb:80,http,AmazonS3,text/html,GET,52.72.49.79,/,-1787804681,52.72.49.79,HSTS,84,False,,,,,http://docs.abb/?rb.routing.mode=proxy&rb.routing.signature=538202,,
docusave.baldor.com,Log in - Docu-Save,200,5673,docusave.baldor.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,2024-04-28T23:59:59Z,"CN=waf-abb-cert07.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, ST=Zürich, C=CH",waf-abb-cert07.abb.com,abbtestmaintenance.fi.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7368ed2b18103ae39c726ef12c572280,422172de45a492a64d05869b66e21b812fed05da4ebbc7c667e2ce4bbb210c36,,ctls,docusave.baldor.com,,443,https://docusave.baldor.com:443,https,Microsoft-IIS/10.0,text/html,GET,2.17.100.185,/,1772087922,2.17.100.248,Windows Server,126,False,,,ABB Asea Brown Boveri Ltd,,https://docusave.baldor.com/Account/Login?ReturnUrl=%2F,https://docusave.baldor.com,
docweb.econfigure.abb.com,DOCweb,200,2252,docweb.econfigure.abb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-02-20T23:59:59Z,"CN=docweb.econfigure.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",docweb.econfigure.abb.com,docweb.econfigure.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,be78e5d56dc7eff91611561dc8521774,aa2a797c1c62b69270502f0dc3fabd9becd982f7852164c25b3a213644ef81e8,,ctls,docweb.econfigure.abb.com,,443,https://docweb.econfigure.abb.com:443,https,,text/html,GET,20.105.53.46,/,1583680036,20.105.53.46,HSTS,1,False,,,ABB Asea Brown Boveri Ltd,,,,
domino.de.abb.com,ABB Group. Leading digital technologies for industry — ABB Group,200,138249,global.abb,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,"CN=global.abb, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",global.abb,brand.abb,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e2eafaa3de432194ce12a2cd4c20e59d,f9b062787693874452431450ef74778c148e5c4bd744315e6c2e8fa96bc20c62,,ctls,global.abb,,80,http://domino.de.abb.com:80,http,,text/html,GET,138.225.1.61,/,-259380551,138.225.1.61,Java,4046,False,,,ABB Asea Brown Boveri Ltd,,https://global.abb/group/en,,
draas-zabbix.odoo.com,Typo | Odoo,200,42256,www.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T07:30:56Z,2023-07-14T07:30:55Z,CN=*.odoo.com,*.odoo.com,odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c67064c2551df279623555c2339e1e44,bf8db9cb4860282a546534b8cebd2e8c228c647ee61af6c0d72a3af11f4f5384,True,ctls,www.odoo.com,,443,https://draas-zabbix.odoo.com:443,https,nginx,text/html,GET,141.94.74.34,/,2140374449,141.94.74.34,Python,598,False,,,,,https://www.odoo.com/typo?domain=draas-zabbix.odoo.com&autodbname=draas-zabbix&hosting=eu177a.odoo.com,,
drconfig.baldor.com,,404,12,drconfig.baldor.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-17T00:00:00Z,2023-11-17T23:59:59Z,"CN=www.baldor.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",www.baldor.com,preview.baldor.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d93a0da10a07af50145f5baeb700b2c6,5464816ccf67e89573a9d7216cad9fb2d70731aa56a85d14847a6c38606eb802,,ctls,drconfig.baldor.com,,443,https://drconfig.baldor.com:443,https,Apache,text/html,GET,70.182.107.54,/,613486242,70.182.107.54,Apache,1,False,,True,ABB Asea Brown Boveri Ltd,,,,
