new,host,a,cname,soa,status_code,aaaa,txt,cdn,cdn-name,ns,mx,caa,has_internal_ips,internal_ips
,fe.rabobank.com,"13.107.237.45, 13.107.238.45","fd-endpoint-fe-prd-we-001-axecd7b5gsbqcrba.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,,,,
,fmail1.rabobank.nl,145.72.121.35,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 include:rabobank.nl ~all,,,,,,,
,fmail2.rabobank.nl,145.72.121.36,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 include:rabobank.nl ~all,,,,,,,
,fmail3.rabobank.nl,145.72.121.10,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 include:rabobank.nl ~all,,,,,,,
,foundation.rabobank.nl,85.222.130.192,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,"v=spf1 include:_spf.salesforce.com ip4:85.122.150.0/24 include:rabobank.nl -all, OYtDgbhw9eH5IyjlysgF7v2ct5+01nuY664lev/Mr+C8pfubGt4j4+tQMDtHYtKQnSgc6+PmDDU58581AGX50A==",,,"a18-65.akam.net, a20-66.akam.net, a7-64.akam.net, a12-64.akam.net, a3-67.akam.net, a1-191.akam.net",foundation-rabobank-nl.mail.protection.outlook.com,,,
,fs.rabobank.com,145.72.120.16,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,fulfilment.rabobank.nl,80.79.193.98,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,gastgebruik.ins.rabobank.nl,172.29.0.129,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,True,172.29.0.129
,gcoblegacy1.rabobank.com,"13.107.237.45, 13.107.238.45","fd-legacy1-prod.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.t-msedge.net",NOERROR,"2620:1ec:4f:1::45, 2620:1ec:4e:1::45",,,,,,,,
,gcoblegacy2.rabobank.com,"13.107.246.45, 13.107.213.45","fd-legacy2-prod.azurefd.net, star-azurefd-prod.trafficmanager.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:4f:1::45, 2620:1ec:4e:1::45",,,,,,,,
,geak11.extern.rabobank.nl,31.149.253.160,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,geak31.extern.rabobank.nl,31.149.253.161,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,gfportal.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,governet.rabobank.nl,34.149.167.54,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 include:_spf.rabobank.com -all,True,google,,,,,
,gw-acpt.apim.rabobank.nl,92.67.79.2,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,gw-v10.apim.rabobank.nl,92.67.79.3,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,gw.apim.rabobank.nl,92.67.79.1,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,hub-src.rabobank.nl,145.72.108.3,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,hub-verificatie-src.rabobank.nl,145.72.108.8,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,hub-verificatie.rabobank.nl,"96.16.54.186, 96.16.54.170","hub-verificatie.rabobank.nl.edgekey.net, e114034.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:d8::1740:c29, 2a02:26f0:d8::1740:c32",,,,,,,,
,hub.rabobank.nl,"23.213.161.207, 23.213.161.199","hub.rabobank.nl.edgekey.net, e64208.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:ab00::214:8e59, 2a02:26f0:ab00::214:8e79",,,,,,,,
,ictwerving.rabobank.nl,62.50.13.66,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,ideal-api-dev.rabobank.nl,"23.213.161.209, 23.213.161.215","ideal-api-dev.rabobank.nl.edgekey.net, e80367.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:ab00::214:8e49, 2a02:26f0:ab00::214:8e68",,,,,,,,
,ideal-api-sandbox.rabobank.nl,"23.53.43.91, 23.53.43.35","ideal-api-sandbox.rabobank.nl.edgekey.net, e107486.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3100::1735:2b8a, 2a02:26f0:3100::1735:2ba8",,,,,,,,
,ideal-api.rabobank.nl,"96.16.54.154, 96.16.54.194","ideal-api.rabobank.nl.edgekey.net, e128387.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:d8::1740:c32, 2a02:26f0:d8::1740:c38",,,,,,,,
,ideal-issuer-src.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,ideal-issuer.rabobank.nl,"95.101.74.156, 95.101.74.147","ideal-issuer.rabobank.nl.edgekey.net, e26636.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:c900:9::5f65:4a93, 2a02:26f0:c900:9::5f65:4a9c",,,,,,,,
,ideal-public-dev.rabobank.nl,"2.16.187.26, 2.16.187.9","ideal-public-dev.rabobank.nl.edgekey.net, e122788.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:6c00::210:bb1a, 2a02:26f0:6c00::210:bb09",,,,,,,,
,ideal-public-sandbox.rabobank.nl,"23.213.161.204, 23.213.161.220","ideal-public-sandbox.rabobank.nl.edgekey.net, e109160.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:14::1724:a250, 2a02:26f0:3500:14::1724:a251",,,,,,,,
,ideal-public.rabobank.nl,"95.101.111.144, 95.101.111.134","ideal-public.rabobank.nl.edgekey.net, e32771.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:23::1726:6284, 2a02:26f0:480:23::1726:6283",,,,,,,,
,idealtest.rabobank.nl,160.92.19.163,"svc003.msp.erouting.as8677.net, svc003.msp.erouting.gslb.as8677.net","gns1.as8677.net, hostmaster.axime.com",NOERROR,,,,,,,,,
,idin.idx.rabobank.nl,82.195.46.15,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,idin.rabobank.nl,160.92.19.163,"svc003.msp.erouting.as8677.net, svc003.msp.erouting.gslb.as8677.net","gns1.as8677.net, hostmaster.axime.com",NOERROR,,,,,,,,,
,idintest.rabobank.nl,160.92.19.163,"svc003.msp.erouting.as8677.net, svc003.msp.erouting.gslb.as8677.net","gns1.as8677.net, hostmaster.axime.com",NOERROR,,,,,,,,,
,idp-acpt-src.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,idp-acpt.rabobank.nl,,"idp-acpt.rabobank.nl.edgekey.net, e95558.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:7100::210:179, 2a02:26f0:7100::210:14a",,,,,,,,
,idp-acpt2.rabobank.nl,,"idp-acpt.rabobank.nl.edgekey.net, e95558.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3100::1735:2bb2, 2a02:26f0:3100::1735:2b99",,,,,,,,
,idp-acpt3-src.rabobank.nl,145.72.99.28,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,idp-acpt3.rabobank.nl,"23.53.42.232, 23.53.43.24","idp-acpt.rabobank.nl.edgekey.net, e95558.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:ab00::5c7a:d721, 2a02:26f0:ab00::5c7a:d768",,,,,,,,
,idp-src.rabobank.nl,145.72.108.26,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,idp.rabobank.nl,"88.221.24.33, 88.221.24.89","idp.rabobank.nl.edgekey.net, e76643.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:b200::58dd:194a, 2a02:26f0:b200::58dd:197b",,,,,,,,
,ifd.cloudbrsit.rabobank.com,191.233.245.124,appgtw-sit-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,ifdapi.cloudbrdev.rabobank.com,191.235.206.105,appgtw-dev-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,ifdapi.cloudbrsit.rabobank.com,191.233.245.124,appgtw-sit-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,info.rabobank.nl,"2.17.100.161, 2.17.100.138",,,NOERROR,,v=spf1 include:rabobank.nl -all,,,,,,,
,infostage.rabobank.nl,80.79.195.9,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,insight.rabobank.com,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,integration.rabobank.com,85.119.18.68,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,integration.rabobank.nl,20.67.122.107,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 -all,,,"a1-191.akam.net, a12-64.akam.net, a20-66.akam.net, a3-67.akam.net, a18-65.akam.net, a7-64.akam.net",,,,
,integrationdqs.rabobank.com,85.119.18.70,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,intern.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 include:rabobank.nl -all,,,,,,,
,irisresearch.rabobank.nl,193.202.108.139,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,it.rabobank.nl,"13.107.237.45, 13.107.238.45","channelmgt-ex-redirect-prd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,,,,
,itsamons.rabobank.nl,188.200.99.139,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,2a02:a400:7d:1000::1,,,,,,,,
,jec229vw.rabobank.nl,212.108.22.1,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,jfbeheer.rabobank.nl,80.79.195.5,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,kiteworks.rabobank.com,145.72.120.34,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,knowledge.rabobank.com,"95.101.111.174, 95.101.111.162","knowledge.rabobank.com.edgekey.net, e75898.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:23::1726:62af, 2a02:26f0:480:23::1726:62b4",,,,,,,,
,lbsinfo.rabobank.nl,80.79.193.89,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,lean.rabobank.com,62.112.237.11,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,link.rabobank.nl,85.119.16.199,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,localhost.assinaturadigital.rabobank.com,127.0.0.1,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,True,127.0.0.1
,log-src.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,log-verificatie.rabobank.nl,"96.16.54.170, 96.16.54.186","log-verificatie.rabobank.nl.edgekey.net, e114034.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:d8::1740:c29, 2a02:26f0:d8::1740:c32",,,,,,,,
,lswc.rabobank.com,85.119.16.177,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,lsws.rabobank.com,85.119.16.191,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,lyncdiscover.rabobank.nl,,,,NOERROR,,,,,,,,,
,m.rabobank.nl,"80.239.137.160, 62.115.252.75","redirector.rabobank.nl, redirector.rabobank.nl.edgekey.net, e120844.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2001:2030:21::3e73:fc4b, 2001:2030:21::50ef:89a0",,,,,,,,
,machtigen.idx.rabobank.nl,89.106.184.187,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,machtigen.rabobank.nl,160.92.19.163,"svc003.msp.erouting.as8677.net, svc003.msp.erouting.gslb.as8677.net","gns1.as8677.net, hostmaster.axime.com",NOERROR,,,,,,,,,
,machtigentest.idx.rabobank.nl,89.106.184.186,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mail.client.rabobank.com,"185.136.64.7, 185.136.65.6, 185.136.65.7, 185.136.64.6",web.flowmailer.net,"ns1.flowmailer.net, contact.flowmailer.net",NOERROR,,v=spf1 include:spf.flowmailer.net ~all,,,,return.flowmailer.net,"letsencrypt.org, mailto:abuse@flowmailer.com, quovadisglobal.com, sectigo.com, entrust.net, digicert.com",,
,mail.omnikassa.rabobank.nl,80.69.72.63,,"a1-191.akam.net, name-it.rabobank.nl",NOERROR,,v=spf1 include:rabobank.nl -all,,,"a7-64.akam.net, a3-67.akam.net, a12-64.akam.net, a18-65.akam.net, a1-191.akam.net, a20-66.akam.net","mail01.rabobank.nl, mail04.rabobank.nl, mail03.rabobank.nl, mail02.rabobank.nl",,,
,mail.rabobank.nl,185.211.249.113,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,"v=spf1 include:rabobank.nl include:mail.tripolis.com ip4:89.234.16.166/30 -all, FZ7wx0aSmvTCQVeE+njlGVm7jUGAWQUzmfRWtK1jogsHSlRr4Tubq77NeH9rJXZmAP/MUU1yPmbtteYYTXjRDg==",,,,mail-rabobank-nl.mail.protection.outlook.com,,,
,mail01.otap.rabobank.nl,145.72.121.23,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mail01.rabobank.nl,145.72.121.46,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 ip4:145.72.121.0/26 -all,,,,,,,
,mail02.otap.rabobank.nl,145.72.121.24,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mail02.rabobank.nl,145.72.121.47,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 ip4:145.72.121.0/26 -all,,,,,,,
,mail03.rabobank.nl,145.72.121.12,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 ip4:145.72.121.0/26 -all,,,,,,,
,mail04.rabobank.nl,145.72.121.13,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 ip4:145.72.121.0/26 -all,,,,,,,
,mail06.rabobank.nl,145.72.121.41,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 ip4:145.72.121.0/26 -all,,,,,,,
,mail07.rabobank.nl,145.72.121.5,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mail08.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mail11.rabobank.nl,145.72.121.2,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mail12.rabobank.nl,145.72.121.3,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mail13.rabobank.nl,145.72.121.55,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mail14.rabobank.nl,145.72.121.56,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mail2.rabobank.nl,185.211.249.113,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mail4814.info.rabobank.nl,208.73.7.29,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 include:rabobank.nl -all,,,,mail4814.info.rabobank.nl,,,
,mailing.rabobank.com,213.197.239.100,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 -all,,,"a12-64.akam.net, a18-65.akam.net, a3-67.akam.net, a20-66.akam.net, a7-64.akam.net, a1-191.akam.net",,,,
,mailr1.rabobank.nl,145.72.121.44,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mailr2.rabobank.nl,145.72.121.45,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mailr3.rabobank.nl,145.72.121.18,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mailrelay.rabobank.com,145.72.121.41,mailrelay.rabobank.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,mailrelay3.rabobank.com,74.118.218.52,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mailrelay4.rabobank.com,74.118.218.53,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mailrelay5.rabobank.com,74.118.216.80,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 ip4:74.118.216.80 -all,,,,,,,
,mailrelay6.rabobank.com,74.118.216.81,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 ip4:74.118.216.81 -all,,,,,,,
,management.powerplatform.rabobank.nl,20.13.160.37,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,markets.rabobank.com,"23.213.161.219, 23.213.161.217","research.rabobank.com.edgekey.net, e64374.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,mb.rabobank.nl,"2.17.100.161, 2.17.100.138","redirector.rabobank.nl, redirector.rabobank.nl.edgekey.net, e120844.dscb.akamaiedge.net",,NOERROR,"2a02:26f0:7100::210:129, 2a02:26f0:7100::210:121",,,,,,,,
,medewerkersdzb.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 include:rabobank.nl -all,,,"a3-67.akam.net, a7-64.akam.net, a1-191.akam.net, a18-65.akam.net, a12-64.akam.net, a20-66.akam.net",mail01.rabobank.nl,,,
,media.rabobank.com,"95.101.111.162, 95.101.111.174","media.rabobank.com.edgekey.net, e75898.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:23::1726:62af, 2a02:26f0:480:23::1726:62b4",,,,,,,,
,mediakamer.rabobank.nl,185.68.173.136,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,meisterdev.rabobank.com,"13.107.238.45, 13.107.237.45","meisterdevendpoint-ajcgerbre4grhddp.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.t-msedge.net",NOERROR,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,,,,
,merchantportal.rabobank.nl,,merchantportal-rabo.equens.com,"ns1.as8677-dns.net, ops-netmgt-ew.equensworldline.com",NOERROR,,,,,,,,,
,minutadorapi.cloudbrdev.rabobank.com,191.235.206.105,appgtw-dev-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,mitigation-verify-acpt-src.rabobank.nl,145.72.99.43,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mitigation-verify-acpt.rabobank.nl,,mitigation-verify-acpt.rabobank.nl.edgekey.net,,NOERROR,,,,,,,,,
,mitigation-verify-src.rabobank.nl,145.72.108.9,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mobiel.rabobank.nl,"23.213.161.206, 23.213.161.226","redirector.rabobank.nl, redirector.rabobank.nl.edgekey.net, e120844.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:ab00::214:8e6a, 2a02:26f0:ab00::5c7a:d723",,,,,,,,
,mobileportalvpn-am-pcy.rabobank.com,74.118.216.14,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mobileportalvpn-am-phx.rabobank.com,74.118.218.14,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mobileportalvpn-am.rabobank.com,74.118.216.14,mobileportalvpn-am.rabobank.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,mobileportalvpn-am11.rabobank.com,,mobileportalvpn-am-pcy.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mobileportalvpn-am21.rabobank.com,74.118.218.14,mobileportalvpn-am-phx.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mobileportalvpn-ap-b-sis.rabobank.com,203.127.99.155,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mobileportalvpn-ap-cnhkg.rabobank.com,203.208.160.39,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mobileportalvpn-ap.rabobank.com,203.127.99.155,mobileportalvpn-ap.rabobank.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,mobileportalvpn-ap11.rabobank.com,118.201.85.123,mobileportalvpn-ap-a-sis.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mobileportalvpn-ap21.rabobank.com,203.208.160.39,mobileportalvpn-ap-cnhkg.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mobileportalvpn-br-div.rabobank.com,74.118.221.40,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mobileportalvpn-br-qdv.rabobank.com,74.118.222.40,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mobileportalvpn-br.rabobank.com,74.118.221.40,mobileportalvpn-br.rabobank.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,mobileportalvpn-br11.rabobank.com,74.118.222.40,mobileportalvpn-br-qdv.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mobileportalvpn-br21.rabobank.com,74.118.221.40,mobileportalvpn-br-div.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mobileportalvpn-eu-dev.rabobank.com,145.72.120.12,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mobileportalvpn-oc-syd.rabobank.com,203.41.132.134,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mobileportalvpn-oc-syp.rabobank.com,203.41.138.5,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,mobileportalvpn-oc.rabobank.com,203.41.132.134,mobileportalvpn-oc.rabobank.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,mobileportalvpn-oc11.rabobank.com,203.41.132.134,mobileportalvpn-oc-syd.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,monitoring-dev.iris.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,True,azure,,,,,
,monitoring.iris.rabobank.nl,20.50.38.37,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,True,azure,,,,,
,mr.rabobank.com,"2.16.241.151, 2.16.241.140","research.rabobank.com.edgekey.net, e64374.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,nl.vc.rabobank.com,"145.72.124.88, 145.72.124.72",,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,ns02.rabobank.nl,145.72.111.231,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,nxta.rabobank.com,188.200.99.156,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,nywlsse02extweb.rabobank.com,85.119.16.191,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,nywwacs01ext.rabobank.com,85.119.16.191,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,oauth-acpt-src.rabobank.nl,145.72.99.61,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,oauth-acpt.rabobank.nl,"62.115.252.57, 80.239.137.168","oauth-acpt.rabobank.nl.edgekey.net, e35113.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2001:2030:21::50ef:89a8, 2001:2030:21::3e73:fc39",,,,,,,,
,oauth-sandbox-acpt-src.rabobank.nl,145.72.99.62,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,oauth-sandbox-acpt.rabobank.nl,"23.33.238.27, 23.33.238.16","oauth-sandbox-acpt.rabobank.nl.edgekey.net, e36569.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2600:1400:c000::172b:3af3, 2600:1400:c000::172b:3ac2",,,,,,,,
,oauth-sandbox-src.rabobank.nl,145.72.108.49,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,oauth-sandbox.rabobank.nl,"88.221.24.106, 88.221.24.82","oauth-sandbox.rabobank.nl.edgekey.net, e114688.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:b200::58dd:1949, 2a02:26f0:b200::58dd:1930",,,,,,,,
