new,host,ttl,a,cname,soa,status_code,aaaa,ns,cdn,cdn-name,mx,txt,caa
[x],getmoneytree.com,47,"18.102.16.191, 35.152.104.113, 35.152.119.144",,"{'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","1password-site-verification=UAZOSLBBOBABBKMABYCYV6IJZ4, google-site-verification=WYeLlUjgtQAbZrctEkw8H6WvxFQIEgLRKlQik2Ai7sc, v=spf1 include:sendgrid.net include:ezweb.ne.jp include:_spf.google.com -all, google-site-verification=Ohj4rUOgo9F-8EC0Ww_r2Bv9DLSpsa-Lor_XmhZOKeQ, 16345650, mixpanel-domain-verify=bce7dae3-42c1-4ac5-b3b9-b2020e5f319e, z0eV_qwyVJy7LV-GTC3T5W8, google-site-verification=sxOOvuZcioQ5l72KTTLv8JYwzS9iMajCVtrNr6-vDYY",
[x],gocashless.getmoneytree.com,300,,,"{'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2a06:98c1:3120::, 2a06:98c1:3121::",,,,,,
[x],gs.lpt-prod.moneytree.jp,60,"35.79.70.71, 35.75.71.61",,"{'name': 'lpt-prod.moneytree.jp', 'ns': 'ns-1211.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-prod.moneytree.jp', 'ns': 'ns-1211.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-prod.moneytree.jp', 'ns': 'ns-1211.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-prod.moneytree.jp', 'ns': 'ns-1211.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,
[x],gs.lpt-stg.moneytree.jp,60,"54.64.194.196, 3.115.83.83",,"{'name': 'lpt-stg.moneytree.jp', 'ns': 'ns-1060.awsdns-04.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-stg.moneytree.jp', 'ns': 'ns-1060.awsdns-04.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-stg.moneytree.jp', 'ns': 'ns-1060.awsdns-04.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-stg.moneytree.jp', 'ns': 'ns-1060.awsdns-04.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-stg.moneytree.jp', 'ns': 'ns-1060.awsdns-04.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-stg.moneytree.jp', 'ns': 'ns-1060.awsdns-04.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-stg.moneytree.jp', 'ns': 'ns-1060.awsdns-04.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,
[x],help.getmoneytree.com,300,"188.114.96.3, 188.114.97.3",,"{'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
[x],institutions-staging.moneytree.jp,300,"3.164.182.38, 3.164.182.82, 3.164.182.36, 3.164.182.10",dxgu876nz0lcy.cloudfront.net,"{'name': 'dxgu876nz0lcy.cloudfront.net', 'ns': 'ns-1320.awsdns-37.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dxgu876nz0lcy.cloudfront.net', 'ns': 'ns-1320.awsdns-37.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dxgu876nz0lcy.cloudfront.net', 'ns': 'ns-1320.awsdns-37.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dxgu876nz0lcy.cloudfront.net', 'ns': 'ns-1320.awsdns-37.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-1845.awsdns-38.co.uk, ns-1320.awsdns-37.org, ns-408.awsdns-51.com, ns-670.awsdns-19.net",True,cloudfront,,,
[x],institutions.moneytree.jp,300,"18.165.98.15, 18.165.98.42, 18.165.98.102, 18.165.98.126",d1wwaou95sphg4.cloudfront.net,"{'name': 'd1wwaou95sphg4.cloudfront.net', 'ns': 'ns-1826.awsdns-36.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1wwaou95sphg4.cloudfront.net', 'ns': 'ns-1826.awsdns-36.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1wwaou95sphg4.cloudfront.net', 'ns': 'ns-1826.awsdns-36.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1wwaou95sphg4.cloudfront.net', 'ns': 'ns-1826.awsdns-36.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"2600:9000:20eb:5e00:b:ca01:2500:93a1, 2600:9000:20eb:2a00:b:ca01:2500:93a1, 2600:9000:20eb:ec00:b:ca01:2500:93a1, 2600:9000:20eb:b800:b:ca01:2500:93a1, 2600:9000:20eb:ea00:b:ca01:2500:93a1, 2600:9000:20eb:1200:b:ca01:2500:93a1, 2600:9000:20eb:a800:b:ca01:2500:93a1, 2600:9000:20eb:e800:b:ca01:2500:93a1",,True,cloudfront,,,
[x],jp-api-staging.getmoneytree.com,300,"13.32.27.119, 13.32.27.6, 13.32.27.39, 13.32.27.50",dxqq856vayjbj.cloudfront.net,"{'name': 'dxqq856vayjbj.cloudfront.net', 'ns': 'ns-389.awsdns-48.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dxqq856vayjbj.cloudfront.net', 'ns': 'ns-389.awsdns-48.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dxqq856vayjbj.cloudfront.net', 'ns': 'ns-389.awsdns-48.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-389.awsdns-48.com, ns-1826.awsdns-36.co.uk, ns-1359.awsdns-41.org, ns-631.awsdns-14.net",True,cloudfront,,,
[x],jp-api.getmoneytree.com,300,,d3bfsdqvn2m9f3.cloudfront.net,"{'name': 'd3bfsdqvn2m9f3.cloudfront.net', 'ns': 'ns-1390.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3bfsdqvn2m9f3.cloudfront.net', 'ns': 'ns-1390.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3bfsdqvn2m9f3.cloudfront.net', 'ns': 'ns-1390.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3bfsdqvn2m9f3.cloudfront.net', 'ns': 'ns-1390.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,True,cloudfront,,,
[x],jp-direct-production.moneytree.jp,300,52.68.215.132,whispering-eyrie-9627.fierce-springs-2127.herokuspace.com,"{'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,
[x],jp-direct-staging.moneytree.jp,279,"188.114.98.229, 188.114.99.229",,"{'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
[x],jpck1.moneytree.jp,300,"35.79.143.72, 3.115.111.89",shrouded-oasis-6846.fierce-springs-2127.herokuspace.com,"{'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,
[x],jpck2.moneytree.jp,300,"54.250.139.185, 13.115.234.110",obscure-temple-2769.fierce-springs-2127.herokuspace.com,"{'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fierce-springs-2127.herokuspace.com', 'ns': 'ns-43.awsdns-05.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,
[x],lc.lpt-dev.moneytree.jp,60,"18.180.3.45, 35.75.177.137",,"{'name': 'lpt-dev.moneytree.jp', 'ns': 'ns-1269.awsdns-30.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-dev.moneytree.jp', 'ns': 'ns-1269.awsdns-30.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-dev.moneytree.jp', 'ns': 'ns-1269.awsdns-30.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-dev.moneytree.jp', 'ns': 'ns-1269.awsdns-30.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-dev.moneytree.jp', 'ns': 'ns-1269.awsdns-30.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-dev.moneytree.jp', 'ns': 'ns-1269.awsdns-30.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-1269.awsdns-30.org, ns-1575.awsdns-04.co.uk, ns-206.awsdns-25.com, ns-655.awsdns-17.net",,,,,
[x],link-staging.moneytree.jp,300,,"3277900g0.secure0101.hubspot.net, 3277900.group0.sites.hubspot.net, group0.sites.hscoscdn00.net","{'name': 'hscoscdn00.net', 'ns': 'jerry.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2353859084, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'hscoscdn00.net', 'ns': 'jerry.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2353859084, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'hscoscdn00.net', 'ns': 'jerry.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2353859084, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:2c40::c73c:67e2, 2606:2c40::c73c:671e",,,,,,
[x],link.getmoneytree.com,1800,,,"{'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'getmoneytree.com', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354430846, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
[x],link.moneytree.jp,300,"199.60.103.30, 199.60.103.226","3277900g0.secure0114.hubspot.net, 3277900.group0.sites.hubspot.net, group0.sites.hscoscdn00.net","{'name': 'hscoscdn00.net', 'ns': 'jerry.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2353859084, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'hscoscdn00.net', 'ns': 'jerry.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2353859084, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'hscoscdn00.net', 'ns': 'jerry.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2353859084, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:2c40::c73c:67e2, 2606:2c40::c73c:671e",,,,,,
[x],lpt-dev.moneytree.jp,900,,,"{'name': 'lpt-dev.moneytree.jp', 'ns': 'ns-1269.awsdns-30.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-dev.moneytree.jp', 'ns': 'ns-1269.awsdns-30.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-dev.moneytree.jp', 'ns': 'ns-1269.awsdns-30.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-dev.moneytree.jp', 'ns': 'ns-1269.awsdns-30.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-dev.moneytree.jp', 'ns': 'ns-1269.awsdns-30.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-dev.moneytree.jp', 'ns': 'ns-1269.awsdns-30.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-1269.awsdns-30.org, ns-1575.awsdns-04.co.uk, ns-206.awsdns-25.com, ns-655.awsdns-17.net",,,,,
[x],lpt-prod.moneytree.jp,900,,,"{'name': 'lpt-prod.moneytree.jp', 'ns': 'ns-1211.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-prod.moneytree.jp', 'ns': 'ns-1211.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-prod.moneytree.jp', 'ns': 'ns-1211.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-prod.moneytree.jp', 'ns': 'ns-1211.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-prod.moneytree.jp', 'ns': 'ns-1211.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-1661.awsdns-15.co.uk, ns-330.awsdns-41.com, ns-675.awsdns-20.net, ns-1211.awsdns-23.org",,,,,
[x],lpt-stg.moneytree.jp,900,,,"{'name': 'lpt-stg.moneytree.jp', 'ns': 'ns-1060.awsdns-04.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-stg.moneytree.jp', 'ns': 'ns-1060.awsdns-04.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-stg.moneytree.jp', 'ns': 'ns-1060.awsdns-04.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-stg.moneytree.jp', 'ns': 'ns-1060.awsdns-04.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-stg.moneytree.jp', 'ns': 'ns-1060.awsdns-04.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,
