input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_self_signed,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,final_url,csp_domains_
https://api.appcues.net,,200,389,api.appcues.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-04T00:00:00Z,2024-08-01T23:59:59Z,CN=appcues.net,appcues.net,*.appcues.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,abad2ab7f5e7e2b3c3fbe720510082be,79a357ad2fb32d26d80bc8560900d78c90cee565b09b87f4792f8637d11d0669,ctls,api.appcues.net,,443,https://api.appcues.net:443,https,Cowboy,application/json,GET,34.223.174.235,/,1391058259,52.37.129.118,Cowboy,1,False,,,,,True,,
https://api2.amplitude.com,,400,13,api2.amplitude.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-14T23:59:59Z,CN=*.amplitude.com,*.amplitude.com,amplitude.com,"CN=COMODO RSA Domain Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,4666e0796ab29d5bbff77ea132d95ee2,b6fb73c2f4a87e5f215e1fd93dcfbdfe444fbd5254fb16a2eeef91fbcbeca6a0,ctls,api2.amplitude.com,,443,https://api2.amplitude.com:443,https,,text/html,GET,52.35.36.250,/,-775619979,54.69.113.53,HSTS,1,False,,,,,True,,
https://cdn.amplitude.com,,403,243,cdn.amplitude.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-12T00:00:00Z,2024-02-11T23:59:59Z,CN=cdn.amplitude.com,cdn.amplitude.com,cdn.amplitude.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3fd89dc14c27c9bfb78be85e8f1ed9b5,aa936f0d9ef28ad4c02afd424a591c22b9f69a882194eda4e2f343e9ac1b7244,ctls,cdn.amplitude.com,cloudfront,443,https://cdn.amplitude.com:443,https,AmazonS3,application/xml,GET,52.222.206.178,/,-783511951,52.222.206.6,Amazon Web Services,2,False,True,,,,,,
https://d1gx5xnbxsi8e4.cloudfront.net,,403,243,d1gx5xnbxsi8e4.cloudfront.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,ctls,d1gx5xnbxsi8e4.cloudfront.net,cloudfront,443,https://d1gx5xnbxsi8e4.cloudfront.net:443,https,AmazonS3,application/xml,GET,18.66.107.99,/,-1181086903,18.66.107.79,Amazon Web Services,2,False,True,,,,True,,
https://d8ejoa1fys2rk.cloudfront.net,,403,243,d8ejoa1fys2rk.cloudfront.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,ctls,d8ejoa1fys2rk.cloudfront.net,cloudfront,443,https://d8ejoa1fys2rk.cloudfront.net:443,https,AmazonS3,application/xml,GET,13.32.121.43,/,1040659569,13.32.121.125,Amazon Web Services,2,False,True,,,,True,,
https://fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7f788b7c7e4fd6cca34ea1266e90216c,34ce8d965483353d15d17e6813cc68da1fb1b8344b5fe78e48b33f6bde169573,ctls,fonts.googleapis.com,,443,https://fonts.googleapis.com:443,https,ESF,text/html,GET,142.250.186.106,/,-606046040,2a00:1450:4001:80b::200a,HTTP/3,1,False,,,,,True,,
https://js.hs-analytics.net,,400,101,js.hs-analytics.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,hs-analytics.net,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d3c1d30c73c05a9a497b7265f47eb3fe,cc59e34bce1a5a88ef1007a88a3ffabe4a99d24d459de6bdd099625c5a9f463f,ctls,js.hs-analytics.net,cloudflare,443,https://js.hs-analytics.net:443,https,cloudflare,application/json,GET,104.16.136.206,/,424764651,2606:4700::6810:8cce,Envoy,1,False,True,,,"Cloudflare, Inc.",True,,
https://sentry10.bynder.cloud,Login | Sentry,200,4449,sentry10.bynder.cloud,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-12-13T23:59:59Z,CN=sentry10.bynder.cloud,sentry10.bynder.cloud,sentry10.bynder.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b7ba3589fbc51f0a80aac769227ea402,7ea0a1fa8eba87ce3ffaaac43cfe98c214b60b56ea9f4d4822b720dc8e23ee62,ctls,sentry10.bynder.cloud,,443,https://sentry10.bynder.cloud:443,https,nginx,text/html,GET,52.210.164.6,/,-1840324437,52.215.138.185,Python,139,False,,,,,,https://sentry10.bynder.cloud/auth/login/bynder/,
https://sentry10.bynder.cloud/api/1817/security/?sentry_key=54eb95cff224477bbb80958bc3e5f251,,404,22,sentry10.bynder.cloud,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-12-13T23:59:59Z,CN=sentry10.bynder.cloud,sentry10.bynder.cloud,sentry10.bynder.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b7ba3589fbc51f0a80aac769227ea402,7ea0a1fa8eba87ce3ffaaac43cfe98c214b60b56ea9f4d4822b720dc8e23ee62,ctls,sentry10.bynder.cloud,,443,https://sentry10.bynder.cloud:443/api/1817/security/?sentry_key=54eb95cff224477bbb80958bc3e5f251,https,nginx,application/json,GET,52.210.164.6,/api/1817/security/?sentry_key=54eb95cff224477bbb80958bc3e5f251,-1840324437,52.215.138.185,Nginx,1,False,,,,,,,
https://staging2-apiv2.webdamdb.com/oauth2/token,,405,178,staging2-apiv2.webdamdb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-31T00:00:00Z,2024-02-01T23:59:59Z,"CN=*.webdamdb.com, O=Bynder LLC, L=Boston, ST=Massachusetts, C=US",*.webdamdb.com,*.webdamdb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f6a7f56ea5c56a3d9db4d5bb128ec133,e7004c25a2612528d3198fec99e0d01b63c442b7738c9c50072a861fe3a3ff37,ctls,staging2-apiv2.webdamdb.com,,443,https://staging2-apiv2.webdamdb.com:443/oauth2/token,https,Apache,application/json,GET,52.3.123.2,/oauth2/token,-988777289,54.152.207.11,HSTS,1,False,,,,Bynder LLC,True,,
https://stats.g.doubleclick.net,Analytics Tools & Solutions for Your Business - Google Analytics,200,118570,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,ctls,marketingplatform.google.com,,443,https://stats.g.doubleclick.net:443,https,sffe,text/html,GET,173.194.76.154,/,302920777,2a00:1450:400c:c0c::9a,HTTP/3,1833,False,,,,,True,https://marketingplatform.google.com/about/analytics/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118570,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,ctls,marketingplatform.google.com,,443,https://www.google-analytics.com:443,https,sffe,text/html,GET,142.250.186.78,/,302920777,2001:4860:4802:34::178,HTTP/3,1833,False,,,,,True,https://marketingplatform.google.com/about/analytics/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google-analytics.com,*.google-analytics.com,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,a70a503bfcd507236a0630c327963b39,f1e109477d076ab7412e70816a90acdcd1fff2d3ab53cc2429c27acccfe6cc5a,ctls,www.googletagmanager.com,,443,https://www.googletagmanager.com:443,https,Google Tag Manager,text/html,GET,172.217.16.200,/,302920777,2a00:1450:4001:801::2008,HTTP/3,12,False,,,True,,True,,
image.email.vlerick.com,Access Denied,403,277,image.email.vlerick.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-28T00:00:00Z,2024-01-28T23:59:59Z,"CN=akamai-san203.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",akamai-san203.exacttarget.com,image.amer.ph.mc.philips.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,5419a18d046e304cfd47b7bf19568eab,2c16c96e4e05f448b4f243b0d078e3d06ac72f926471328125500a62d841b3a9,ctls,image.email.vlerick.com,,443,https://image.email.vlerick.com:443,https,AkamaiGHost,text/html,GET,92.122.215.56,/,179010183,2a02:26f0:480:22::1726:62d8,,10,False,,,,"SALESFORCE.COM, INC.",,,
imex-asia.vlerick.com,,200,6591,imex-asia.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=*.vlerick.com, O=Vlerick Business School, ST=Oost-Vlaanderen, C=BE",*.vlerick.com,vlerick.com,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,58b459a54f24b2b13acb05b19810e232,06d3eb3ecd841c9adacd77d8015112e99e4970154c7c501e06fdf014a1b0ce7c,ctls,imex-asia.vlerick.com,azure,443,https://imex-asia.vlerick.com:443,https,Microsoft-IIS/10.0,text/html,GET,207.46.150.57,/,1772087922,207.46.150.57,Windows Server,187,False,True,,,Vlerick Business School,True,,
imex.vlerick.com,Not Found,404,315,imex.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=*.vlerick.com, O=Vlerick Business School, ST=Oost-Vlaanderen, C=BE",*.vlerick.com,vlerick.com,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,58b459a54f24b2b13acb05b19810e232,06d3eb3ecd841c9adacd77d8015112e99e4970154c7c501e06fdf014a1b0ce7c,ctls,imex.vlerick.com,,443,https://imex.vlerick.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,193.190.150.59,/,225052475,193.190.150.59,Microsoft HTTPAPI:2.0,7,False,,,,Vlerick Business School,True,,
imex01.vlerick.com,403 - Forbidden: Access is denied.,403,1233,imex01.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=*.vlerick.com, O=Vlerick Business School, ST=Oost-Vlaanderen, C=BE",*.vlerick.com,vlerick.com,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,58b459a54f24b2b13acb05b19810e232,06d3eb3ecd841c9adacd77d8015112e99e4970154c7c501e06fdf014a1b0ce7c,ctls,imex01.vlerick.com,,443,https://imex01.vlerick.com:443,https,Microsoft-IIS/7.5,text/html,GET,193.190.150.59,/,1631801191,193.190.150.59,Windows Server,30,False,,,,Vlerick Business School,True,,
imex02.vlerick.com,403 - Forbidden: Access is denied.,403,1233,imex02.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=*.vlerick.com, O=Vlerick Business School, ST=Oost-Vlaanderen, C=BE",*.vlerick.com,vlerick.com,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,58b459a54f24b2b13acb05b19810e232,06d3eb3ecd841c9adacd77d8015112e99e4970154c7c501e06fdf014a1b0ce7c,ctls,imex02.vlerick.com,,443,https://imex02.vlerick.com:443,https,Microsoft-IIS/7.5,text/html,GET,193.190.150.59,/,1631801191,193.190.150.59,Windows Server,30,False,,,,Vlerick Business School,True,,
info.vlerick.com,Vlerick Business School | Vlerick Business School,200,53895,www.vlerick.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T05:30:08Z,2023-08-18T05:30:07Z,CN=www.vlerick.com,www.vlerick.com,www.vlerick.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4698826c6494ef820e1a58b39bf3772b,1ef704a26b99008e1ef4f82add1691337b2bccdce9b35a10e9487403de624285,ctls,www.vlerick.com,,443,https://info.vlerick.com:443,https,Netlify,text/html,GET,193.190.150.59,/,-1311906943,193.190.150.59,webpack,40,False,,,,,,https://www.vlerick.com/en/,
jobs.vlerick.com,Werken bij Vlerick | Vlerick Business School,200,49502,www.vlerick.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T05:30:08Z,2023-08-18T05:30:07Z,CN=www.vlerick.com,www.vlerick.com,www.vlerick.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4698826c6494ef820e1a58b39bf3772b,1ef704a26b99008e1ef4f82add1691337b2bccdce9b35a10e9487403de624285,ctls,www.vlerick.com,,443,https://jobs.vlerick.com:443,https,Netlify,text/html,GET,193.190.150.59,/,-1068398553,193.190.150.59,webpack,28,False,,,,,,https://www.vlerick.com/nl/werken-bij-vlerick/?redir=yes262,
lyncdiscover.edu.vlerick.com,,200,366,lyncdiscover.edu.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.edu.vlerick.com,,443,https://lyncdiscover.edu.vlerick.com:443,https,,application/json,GET,52.112.196.45,/,-845316418,2603:1027:0:48::21,Azure,1,False,,,True,Microsoft Corporation,True,,
lyncdiscover.vlerick.com,,200,358,lyncdiscover.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.vlerick.com,,443,https://lyncdiscover.vlerick.com:443,https,,application/json,GET,52.112.193.16,/,-797261224,2603:1037:0:a::e,Azure,1,False,,,True,Microsoft Corporation,True,,
m.vlerick.com,403 - Forbidden: Access is denied.,403,1233,m.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=*.vlerick.com, O=Vlerick Business School, ST=Oost-Vlaanderen, C=BE",*.vlerick.com,vlerick.com,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,58b459a54f24b2b13acb05b19810e232,06d3eb3ecd841c9adacd77d8015112e99e4970154c7c501e06fdf014a1b0ce7c,ctls,m.vlerick.com,,443,https://m.vlerick.com:443,https,Microsoft-IIS/7.5,text/html,GET,193.190.150.59,/,1631801191,193.190.150.59,Windows Server,30,False,,,,Vlerick Business School,True,,
marketingblog.vlerick.com,Vlerick Business School | Vlerick Business School,200,53895,www.vlerick.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T05:30:08Z,2023-08-18T05:30:07Z,CN=www.vlerick.com,www.vlerick.com,www.vlerick.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4698826c6494ef820e1a58b39bf3772b,1ef704a26b99008e1ef4f82add1691337b2bccdce9b35a10e9487403de624285,ctls,www.vlerick.com,,443,https://marketingblog.vlerick.com:443,https,Netlify,text/html,GET,193.190.150.59,/,-230313805,193.190.150.59,webpack,40,False,,,,,,https://www.vlerick.com/en/,
mastersblog.vlerick.com,,200,96691,mastersblog.vlerick.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-26T18:40:16Z,2023-08-24T18:40:15Z,CN=mastersblog.vlerick.com,mastersblog.vlerick.com,mastersblogvlerickcom.site.tb-hosting.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8f0fd3421dc4dd5d7a89f5feb64a08e9,64af3adf13c1050127775486c2baebb2f1ab50a5a5922791788c2b486c108ab8,ctls,mastersblog.vlerick.com,,443,https://mastersblog.vlerick.com:443,https,nginx,text/html,GET,185.86.18.193,/,1198047028,185.86.18.193,YouTube,753,False,,,,,,,
msoid.edu.vlerick.com,Sign in to your account,200,44079,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,azure,443,https://msoid.edu.vlerick.com:443,https,,text/html,GET,20.190.159.0,/,-1840324437,2603:1026:3000:d0::6,HSTS,95,False,True,,,Microsoft Corporation,,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638252403246278434.MDYwMGE5ZDEtZGM0Yi00MWMxLWIzYTctNTk4MmM5MGY2YmYwY2Y3MjJlODItMTFlNC00YmJhLWI3NjgtMjllYmZiYTBkMGJk&ui_locales=en-US&mkt=en-US&state=E4Mlq4mX6MNe5m_VcVtoDBXoLUaN74JKk1lRnrnMAttR3xVBI_GIdrbfL1sbO2AJ7r_xCcMIOhIftm1ZO1ooWNkD4_idvmIb8cotAMKHrQa7rfihpfSCWxkDs0yixAAbz0N_sQ5I3goYQIyrrhXlAgC99uSuWxLfOjkZfqgwQYWGbpwFsRbbWK9mN_7joaJGBN29Er1Yn8w0dLc3FRaF2RO1_e4DMGH58BgLYTeorEsNsumTdeOxvJ4b1InuuZverbHBTjrzIRWPiFd-87OSCg&x-client-SKU=ID_NET6_0&x-client-ver=6.30.1.0,
mylogin.vlerick.com,Sign in to your account,200,42208,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,,443,https://mylogin.vlerick.com:443,https,,text/html,GET,193.190.150.59,/,-588256000,193.190.150.59,HSTS,95,False,,,,Microsoft Corporation,,https://login.microsoftonline.com:443/13a6dfb6-25d0-4bd3-ab0e-9be89f60823e/oauth2/authorize?client%5Fid=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&response%5Fmode=form%5Fpost&response%5Ftype=code%20id%5Ftoken&resource=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&scope=openid&nonce=CC51168E5FF0A9D780ACDE3B964936DC9624AAD844443D95%2DEADE24B2F7FDC077CC46C395BA18FECF7797EEFE302D58C00057348933D50EF6&redirect%5Furi=https%3A%2F%2Fvlerick4%2Esharepoint%2Ecom%2F%5Fforms%2Fdefault%2Easpx&state=OD0w&claims=%7B%22id%5Ftoken%22%3A%7B%22xms%5Fcc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&wsucxt=1&cobrandid=11bd8083%2D87e0%2D41b5%2Dbb78%2D0bc43c8a8e8a&client%2Drequest%2Did=6f8cc7a0%2Da0c5%2D6000%2Dda92%2D8a5c91701857&popupui=1,
myvdp.vlerick.com,,503,62,myvdp.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=*.vlerick.com, O=Vlerick Business School, ST=Oost-Vlaanderen, C=BE",*.vlerick.com,vlerick.com,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,58b459a54f24b2b13acb05b19810e232,06d3eb3ecd841c9adacd77d8015112e99e4970154c7c501e06fdf014a1b0ce7c,ctls,myvdp.vlerick.com,,443,https://myvdp.vlerick.com:443,https,,,GET,193.190.150.57,/,107704025,193.190.150.57,,1,False,,,,Vlerick Business School,True,,
onlineacademy.uat.vlerick.com,Vlerick UAT,200,334709,onlineacademy.uat.vlerick.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-17T22:04:40Z,2023-10-15T22:04:39Z,CN=onlineacademy.uat.vlerick.com,onlineacademy.uat.vlerick.com,onlineacademy.uat.vlerick.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0359a021bf89a527edf8948acc9db20a,dd398007c0bf17c4b66a6c7da37fad07e650d631977d795cdb288c98f178c0be,ctls,onlineacademy.uat.vlerick.com,cloudflare,443,https://onlineacademy.uat.vlerick.com:443,https,cloudflare,text/html,GET,104.18.40.246,/,-1840324437,2606:4700:4400::6812:28f6,Thinkific,1255,False,True,,,,,,
onlineacademy.vlerick.com,Online Academy,200,326327,onlineacademy.vlerick.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-17T22:05:30Z,2023-10-15T22:05:29Z,CN=onlineacademy.vlerick.com,onlineacademy.vlerick.com,onlineacademy.vlerick.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,943e59ff6d9ef60bde6d4b094ecdc4bb,9e18e15ffeb79e86ddca40a90e6389efca283a7a29f72addf2379bf6af8f4533,ctls,onlineacademy.vlerick.com,cloudflare,443,https://onlineacademy.vlerick.com:443,https,cloudflare,text/html,GET,104.18.40.246,/,-1840324437,2606:4700:4400::6812:28f6,Thinkific,1579,False,True,,,,,,
onlinemba.vlerick.com,Vlerick Online MBA  | Vlerick Business School,200,141005,www.vlerick.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T05:30:08Z,2023-08-18T05:30:07Z,CN=www.vlerick.com,www.vlerick.com,www.vlerick.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4698826c6494ef820e1a58b39bf3772b,1ef704a26b99008e1ef4f82add1691337b2bccdce9b35a10e9487403de624285,ctls,www.vlerick.com,,443,https://onlinemba.vlerick.com:443,https,Netlify,text/html,GET,193.190.150.59,/,-1754533722,193.190.150.59,webpack,115,False,,,,,,https://www.vlerick.com/en/programmes/mba-programmes/online-mba/,
pages.email.vlerick.com,403 - Forbidden: Access is denied.,403,1233,pages.email.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-21T23:59:59Z,"CN=pages.s50.exacttarget.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",pages.s50.exacttarget.com,pages.s50.exacttarget.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c3407ac0cf7879d8fb0b971493b6affd,c117ed92fe4c37e6753c4d25f4b00ade9d12c1696aee098383f4704ef8c27e9c,ctls,pages.email.vlerick.com,,443,https://pages.email.vlerick.com:443,https,,text/html,GET,161.71.33.131,/,-207424980,161.71.33.131,,30,False,,,True,"Salesforce.com, Inc.",,,
partners.vlerick.com,Expand your company’s opportunities – partner with Vlerick  | Vlerick Business School,200,154507,www.vlerick.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T05:30:08Z,2023-08-18T05:30:07Z,CN=www.vlerick.com,www.vlerick.com,www.vlerick.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4698826c6494ef820e1a58b39bf3772b,1ef704a26b99008e1ef4f82add1691337b2bccdce9b35a10e9487403de624285,ctls,www.vlerick.com,,443,https://partners.vlerick.com:443,https,Netlify,text/html,GET,193.190.150.59,/,-986714107,193.190.150.59,webpack,32,False,,,,,,https://www.vlerick.com/en/for-companies/partnerships/?redir=yes316,
