input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,final_url
live.opentech.fund,Just a moment...,403,7156,live.opentech.fund,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ffade077c0aab219e57dd931dbbbaf7f,0ece1eb006df98bebbb9e5fe39e0fe53c77d87b56a5f1b5d04bc6c3c2f0ea190,True,ctls,live.opentech.fund,cloudflare,443,https://live.opentech.fund:443,https,cloudflare,text/html,GET,172.66.43.105,/,-317301661,2606:4700:3108::ac42:2b69,HTTP/3,87,False,True,,,
meet.opentech.fund,Just a moment...,403,7016,meet.opentech.fund,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ffade077c0aab219e57dd931dbbbaf7f,0ece1eb006df98bebbb9e5fe39e0fe53c77d87b56a5f1b5d04bc6c3c2f0ea190,True,ctls,meet.opentech.fund,cloudflare,443,https://meet.opentech.fund:443,https,cloudflare,text/html,GET,172.66.40.151,/,-1334617766,2606:4700:3108::ac42:2b69,HTTP/3,87,False,True,,,
old.opentech.fund,Just a moment...,403,7052,old.opentech.fund,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ffade077c0aab219e57dd931dbbbaf7f,0ece1eb006df98bebbb9e5fe39e0fe53c77d87b56a5f1b5d04bc6c3c2f0ea190,True,ctls,old.opentech.fund,cloudflare,443,https://old.opentech.fund:443,https,cloudflare,text/html,GET,172.66.40.151,/,1822580654,2606:4700:3108::ac42:2b69,HTTP/3,87,False,True,,,
partner.reset.tech,Reset,200,27167,www.reset.tech,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-04-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",reset.tech,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",bae9d6d8bff0eb1eaeb4c6b4edaf9e3a,52dcc6fca3325bd1d4af4b1a9144a54d014f9dc90845e9edaeeb1cd0532e15af,True,ctls,www.reset.tech,cloudflare,443,https://partner.reset.tech:443,https,cloudflare,text/html,GET,104.26.12.228,/,-330539707,2606:4700:20::681a:de4,Varnish,346,False,True,,,https://www.reset.tech/
player.vimeo.com,Features and Tools | Vimeo,200,157140,vimeo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-21T00:00:00Z,2023-09-20T23:59:59Z,"CN=vimeo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",vimeo.com,"Cloudflare, Inc.",vimeo.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",abfbe98ee21ae761e7c907a2c2b11739,194c25b1c83430e1b8571f3a61c8671e0c371c345f741e485c2458d8b9e2a85b,True,ctls,vimeo.com,cloudflare,443,https://player.vimeo.com:443,https,cloudflare,text/html,GET,162.159.128.61,/,1154390870,162.159.138.60,Varnish,1364,False,True,,https:,https://vimeo.com/features
projects.reset.tech,Sign in ・ Cloudflare Access,200,31203,phantasm.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,phantasm.cloudflareaccess.com,cloudflare,443,https://projects.reset.tech:443,https,cloudflare,text/html,GET,104.26.12.228,/,-77604803,2606:4700:20::681a:ce4,HSTS,87,False,True,,https:,https://phantasm.cloudflareaccess.com/cdn-cgi/access/login/projects.reset.tech?kid=f205571f69f0b88133470d1bf43e84961dd8f57de8e5e2baaf525b0b115d2b4a&redirect_url=%2F&meta=eyJraWQiOiI4NDIzODZkYWQxNWI3MjdhNWI5Zjk1YmYxZTQwMzJlM2FlOWJlYmNhOWI5ODY5MjA3ZmFhM2ZhYjJjYzAzZDQ2IiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4NDM1ODU4Nywic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImYyMDU1NzFmNjlmMGI4ODEzMzQ3MGQxYmY0M2U4NDk2MWRkOGY1N2RlOGU1ZTJiYWFmNTI1YjBiMTE1ZDJiNGEiLCJob3N0bmFtZSI6InByb2plY3RzLnJlc2V0LnRlY2giLCJhcHBfc2Vzc2lvbl9oYXNoIjoiZWI4NGUwOTUwMGY5M2ZlZjE1MDJjMDRkMTBhYmY5N2FmMDQyMzhlYmY4OThhZjk4MTVhNWI5YTkxMTc1ODU1NiIsIm5iZiI6MTY4NDM1ODU4NywiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6IlwvIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9kbiI6IiIsImF1dGhfc3RhdHVzIjoiTk9ORSJ9LCJhdXRoX3N0YXR1cyI6Ik5PTkUifQ.J2J-rUlz7joYc00U3jBR8J4jU4reA2sTlm7Vtp83_JzQmnJZpta4Hl6kOVx_MohEh1M9awKPjbMBERPjP9GMjkEhaDjNekDUEqd8NJNX-e0xpEc87XJS4h_a-3TRP5RsH86aXRlgyaDfwXd7ORYs-xdgpCJD5zLjPs1uRHI5LMg75UdAvMV3yRPOw26v8SUuCQCA4gj2fw-L2ZrXZe83hfYwWbdFJEGJxDgGbwVCma3IN_k9a_MYABpdoRgkrSRtpBiZa8EupHIC2R-dgW6DU9KNIFhBaJ1SeJQ8Ui7HLviBV2VTrqyDhr_k3CST1l4mzTuam8nbImxhmPG9xeIllA
public-au.reset.tech,,403,278,public-au.reset.tech,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-04-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",reset.tech,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",bae9d6d8bff0eb1eaeb4c6b4edaf9e3a,52dcc6fca3325bd1d4af4b1a9144a54d014f9dc90845e9edaeeb1cd0532e15af,True,ctls,public-au.reset.tech,cloudflare,443,https://public-au.reset.tech:443,https,cloudflare,application/xml,GET,104.26.12.228,/,-1237579571,2606:4700:20::ac43:4b35,HTTP/3,2,False,True,,,
public.opentech.fund,Just a moment...,403,7137,public.opentech.fund,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ffade077c0aab219e57dd931dbbbaf7f,0ece1eb006df98bebbb9e5fe39e0fe53c77d87b56a5f1b5d04bc6c3c2f0ea190,True,ctls,public.opentech.fund,cloudflare,443,https://public.opentech.fund:443,https,cloudflare,text/html,GET,172.66.40.151,/,1805501229,2606:4700:3108::ac42:2b69,HTTP/3,87,False,True,,,
public.reset.tech,,200,157978,public.reset.tech,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-04-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",reset.tech,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",bae9d6d8bff0eb1eaeb4c6b4edaf9e3a,52dcc6fca3325bd1d4af4b1a9144a54d014f9dc90845e9edaeeb1cd0532e15af,True,ctls,public.reset.tech,cloudflare,443,https://public.reset.tech:443,https,cloudflare,application/xml,GET,104.26.12.228,/,1144632003,2606:4700:20::681a:ce4,HTTP/3,2,False,True,,,
recode1.reset.tech,,200,1852,,,,,,,,,,,,,,,,,,,,,80,http://recode1.reset.tech:80,http,Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips mod_fcgid/2.3.9,text/html,GET,69.16.230.42,/,,69.16.230.42,PHP:5.4.16,19,False,,,,
recoding.reset.tech,Sign in ・ Cloudflare Access,200,31193,phantasm.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,phantasm.cloudflareaccess.com,cloudflare,443,https://recoding.reset.tech:443,https,cloudflare,text/html,GET,104.26.13.228,/,-1162311023,2606:4700:20::681a:de4,HSTS,87,False,True,,https:,https://phantasm.cloudflareaccess.com/cdn-cgi/access/login/recoding.reset.tech?kid=c5e6d9cee06aa21c296675038b47e70d76e8e460f8c131127b018d1a68a66a31&redirect_url=%2F&meta=eyJraWQiOiI4NDIzODZkYWQxNWI3MjdhNWI5Zjk1YmYxZTQwMzJlM2FlOWJlYmNhOWI5ODY5MjA3ZmFhM2ZhYjJjYzAzZDQ2IiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4NDM1ODU4Nywic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImM1ZTZkOWNlZTA2YWEyMWMyOTY2NzUwMzhiNDdlNzBkNzZlOGU0NjBmOGMxMzExMjdiMDE4ZDFhNjhhNjZhMzEiLCJob3N0bmFtZSI6InJlY29kaW5nLnJlc2V0LnRlY2giLCJhcHBfc2Vzc2lvbl9oYXNoIjoiMzQ1YWZiNWViMzg1MTQ5YTg2NTU3YmU5NDMyMzQ2MmVhODU2NzMxZTEyOTU0YWVlN2NhYzNjMmMyMGEzMTFjMiIsIm5iZiI6MTY4NDM1ODU4NywiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6IlwvIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9kbiI6IiIsImF1dGhfc3RhdHVzIjoiTk9ORSJ9LCJhdXRoX3N0YXR1cyI6Ik5PTkUifQ.uXIs0y_LbaZWw3vfbTVhJamRyEkhblsHXaNPthJshlQsqk57b3hOYCXBj2-NC8nx8wHWhZoqlx57Lgn4wxKNcL2IQ_1npd24dJ2au0xbnX-CMre0T__GjYbMfQyo7F64B-aSIJruKtrSqJ5BgLLj67ZVn01TU6fdWH-a7ZaiGzqgerSGcGx71O_vKQTgQlNHNakUCcSmuld3SQK5lRYup0vabrlOSl7xOzCWyvqiXhi3ts-co6x8PRb5XXJ68VHrtsjj9nX6Dg4Lq0ylLQ-a3CXzRhjzShIiA29PcXKnCWqWJ_JBj5ldvxd_DoPPZ2GKTrMgn3xv9WPLtxgxAEIYlw
reports.reset.tech,Sign in ・ Cloudflare Access,200,31183,phantasm.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,phantasm.cloudflareaccess.com,cloudflare,443,https://reports.reset.tech:443,https,cloudflare,text/html,GET,104.26.13.228,/,1862451872,2606:4700:20::681a:ce4,HSTS,87,False,True,,https:,https://phantasm.cloudflareaccess.com/cdn-cgi/access/login/reports.reset.tech?kid=44ede792065af935bf7ec72ca08cf89b4a8b3bb4afe842e66d2459ddf48ac79e&redirect_url=%2F&meta=eyJraWQiOiI4NDIzODZkYWQxNWI3MjdhNWI5Zjk1YmYxZTQwMzJlM2FlOWJlYmNhOWI5ODY5MjA3ZmFhM2ZhYjJjYzAzZDQ2IiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4NDM1ODU4Nywic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6IjQ0ZWRlNzkyMDY1YWY5MzViZjdlYzcyY2EwOGNmODliNGE4YjNiYjRhZmU4NDJlNjZkMjQ1OWRkZjQ4YWM3OWUiLCJob3N0bmFtZSI6InJlcG9ydHMucmVzZXQudGVjaCIsImFwcF9zZXNzaW9uX2hhc2giOiIwNmM3YTEzZTZiMWFlNWRiMzdjYTYyMmQ1MThlOGNmZTYwMmJjNmRlODY5OThlMTkxODMxZTc0MGU3NjhkMjcwIiwibmJmIjoxNjg0MzU4NTg3LCJpc193YXJwIjpmYWxzZSwiaXNfZ2F0ZXdheSI6ZmFsc2UsInR5cGUiOiJtZXRhIiwicmVkaXJlY3RfdXJsIjoiXC8iLCJtdGxzX2F1dGgiOnsiY2VydF9pc3N1ZXJfc2tpIjoiIiwiY2VydF9wcmVzZW50ZWQiOmZhbHNlLCJjZXJ0X3NlcmlhbCI6IiIsImNlcnRfaXNzdWVyX2RuIjoiIiwiYXV0aF9zdGF0dXMiOiJOT05FIn0sImF1dGhfc3RhdHVzIjoiTk9ORSJ9.ND5xj1hvxmckIRMe-xw9k2U3LCwEIeDOtpqFRQs74chXSYFfpXkc07Z9RMVsW25NntshNe23aaIgDEQvJTRP1tW_buaZ7iuzLWj-IlDUEGtRfSJRtQM7zA1hXJ0W2aYuPUW6OpUDuYBtFOEtwXK9qLp2HQzfFyn6ZpDGTbEyw-72ah31NiiF7Qp2lHGIre6M-WIcTCVr1Fpqh0NXNCYVFfituT2STf_KF91Hls_uiyCqeclrGj27m5J_jJYXtL7Hjom88G_YTaPEZbeiahrHOFM2F04lWSf3MTKc6v6o0w-C8f-IxWxnmdCBqE55ZlmpyHwsm_ObyezgliJvH6Ew7A
sandbox-api.opentech.fund,Just a moment...,403,7164,sandbox-api.opentech.fund,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ffade077c0aab219e57dd931dbbbaf7f,0ece1eb006df98bebbb9e5fe39e0fe53c77d87b56a5f1b5d04bc6c3c2f0ea190,True,ctls,sandbox-api.opentech.fund,cloudflare,443,https://sandbox-api.opentech.fund:443,https,cloudflare,text/html,GET,172.66.40.151,/,-387319053,2606:4700:3108::ac42:2897,HTTP/3,87,False,True,,,
sandbox-apply.opentech.fund,Just a moment...,403,7014,sandbox-apply.opentech.fund,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ffade077c0aab219e57dd931dbbbaf7f,0ece1eb006df98bebbb9e5fe39e0fe53c77d87b56a5f1b5d04bc6c3c2f0ea190,True,ctls,sandbox-apply.opentech.fund,cloudflare,443,https://sandbox-apply.opentech.fund:443,https,cloudflare,text/html,GET,172.66.40.151,/,-387319053,2606:4700:3108::ac42:2b69,HTTP/3,87,False,True,,,
sandbox.opentech.fund,Just a moment...,403,7028,sandbox.opentech.fund,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ffade077c0aab219e57dd931dbbbaf7f,0ece1eb006df98bebbb9e5fe39e0fe53c77d87b56a5f1b5d04bc6c3c2f0ea190,True,ctls,sandbox.opentech.fund,cloudflare,443,https://sandbox.opentech.fund:443,https,cloudflare,text/html,GET,172.66.40.151,/,-387319053,2606:4700:3108::ac42:2b69,HTTP/3,87,False,True,,,
social.reset.tech,Reset.,200,21884,social.reset.tech,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-28T00:00:00Z,2023-12-27T23:59:59Z,CN=social.reset.tech,social.reset.tech,,*.social.reset.tech,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1631397ce2eace981f063c29f8eab5df,8ed8011984b67ab0642df8340997d0e549ce32e1a2a2cc96bb222ce9caa6e89e,True,ctls,social.reset.tech,,443,https://social.reset.tech:443,https,Mastodon,text/html,GET,52.28.131.1,/,-1269979934,3.76.137.59,Ruby on Rails,81,False,,,wss://social.reset.tech,
test-api.opentech.fund,Just a moment...,403,7075,test-api.opentech.fund,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ffade077c0aab219e57dd931dbbbaf7f,0ece1eb006df98bebbb9e5fe39e0fe53c77d87b56a5f1b5d04bc6c3c2f0ea190,True,ctls,test-api.opentech.fund,cloudflare,443,https://test-api.opentech.fund:443,https,cloudflare,text/html,GET,172.66.40.151,/,207573046,2606:4700:3108::ac42:2897,HTTP/3,87,False,True,,,
test-apply.reset.tech,Heroku | Application Error,404,535,test-apply.reset.tech,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-04-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",reset.tech,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",bae9d6d8bff0eb1eaeb4c6b4edaf9e3a,52dcc6fca3325bd1d4af4b1a9144a54d014f9dc90845e9edaeeb1cd0532e15af,True,ctls,test-apply.reset.tech,cloudflare,443,https://test-apply.reset.tech:443,https,cloudflare,text/html,GET,104.26.12.228,/,2013846064,2606:4700:20::ac43:4b35,HTTP/3,27,False,True,,,
test.opentech.fund,Just a moment...,403,7115,test.opentech.fund,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ffade077c0aab219e57dd931dbbbaf7f,0ece1eb006df98bebbb9e5fe39e0fe53c77d87b56a5f1b5d04bc6c3c2f0ea190,True,ctls,test.opentech.fund,cloudflare,443,https://test.opentech.fund:443,https,cloudflare,text/html,GET,172.66.40.151,/,1203471674,2606:4700:3108::ac42:2b69,HTTP/3,87,False,True,,,
test.reset.tech,Heroku | Application Error,404,535,test.reset.tech,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-04-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",reset.tech,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",bae9d6d8bff0eb1eaeb4c6b4edaf9e3a,52dcc6fca3325bd1d4af4b1a9144a54d014f9dc90845e9edaeeb1cd0532e15af,True,ctls,test.reset.tech,cloudflare,443,https://test.reset.tech:443,https,cloudflare,text/html,GET,104.26.13.228,/,2013846064,2606:4700:20::ac43:4b35,HTTP/3,27,False,True,,,
we.opentech.fund,Open Technology Fund,200,185888,we.opentech.fund,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-06T00:00:12Z,2023-08-04T00:00:11Z,CN=we.opentech.fund,we.opentech.fund,,we.opentech.fund,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,34a976af2a2b7c6b121294bd5be42312,1a8bb421d17b54ec5c76bfcdad1f32ffd3b904b301b5f25de464d6aeeab659f2,,ctls,we.opentech.fund,,443,https://we.opentech.fund:443,https,nginx,text/html,GET,184.105.99.75,/,-1840324437,2602:fd3f:3:ff02::4b,Ruby on Rails,706,False,,,https://we.opentech.fund/plugins/discourse-client-performance/javascripts/discourse-client-performance.js,
www.opentech.fund,Just a moment...,403,7176,www.opentech.fund,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ffade077c0aab219e57dd931dbbbaf7f,0ece1eb006df98bebbb9e5fe39e0fe53c77d87b56a5f1b5d04bc6c3c2f0ea190,True,ctls,www.opentech.fund,cloudflare,443,https://www.opentech.fund:443,https,cloudflare,text/html,GET,172.66.40.151,/,-1943360249,2606:4700:3108::ac42:2b69,HTTP/3,87,False,True,,,
www.reset.tech,Reset,200,33938,www.reset.tech,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-04-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",reset.tech,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",bae9d6d8bff0eb1eaeb4c6b4edaf9e3a,52dcc6fca3325bd1d4af4b1a9144a54d014f9dc90845e9edaeeb1cd0532e15af,True,ctls,www.reset.tech,cloudflare,443,https://www.reset.tech:443,https,cloudflare,text/html,GET,104.26.13.228,/,-330539707,2606:4700:20::ac43:4b35,Varnish,352,False,True,,,
www.youtube.com,,200,5991,www.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,www.youtube.com,,443,https://www.youtube.com:443,https,ESF,text/html,GET,142.250.186.174,/,1179099333,2a00:1450:4001:830::200e,HTTP/3,1,False,,True,,https://www.youtube.com/supported_browsers?next_url=https%3A%2F%2Fwww.youtube.com%2F
