input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,final_url,csp_domains_
static-dev.bitmart.com,Not Found,404,27242,static-dev.bitmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-25T00:00:00Z,2023-11-25T23:59:59Z,"CN=static-dev.bitmart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",static-dev.bitmart.com,static-dev.bitmart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3a10d960e733d7cb6031823d66a35cd2,315c6832db15323c0f5be513b1c58545a6163889278e8b492af4b1b577579fd5,,ctls,static-dev.bitmart.com,cloudflare,443,https://static-dev.bitmart.com:443,https,cloudflare,text/html,GET,104.18.16.176,/,-513000580,2606:4700::6812:10b0,HSTS,608,False,True,,"Cloudflare, Inc.",,
static-test.bitmart.com,Not Found,404,27242,static-test.bitmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-09T00:00:00Z,2023-11-08T23:59:59Z,"CN=static-test.bitmart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",static-test.bitmart.com,static-test.bitmart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d4f42b9a854bf6d19557abfd0cc69d96,aed76ed397fb5a8eb76dba0350fd1566b6c7bfbd68175aaa1ea6548cb6435c65,,ctls,static-test.bitmart.com,cloudflare,443,https://static-test.bitmart.com:443,https,cloudflare,text/html,GET,104.18.16.176,/,-513000580,2606:4700::6812:11b0,HSTS,608,False,True,,"Cloudflare, Inc.",,
static.bitmart.com,,200,273559,static.bitmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-16T06:29:21Z,2024-01-16T06:29:21Z,CN=*.bitmart.com,*.bitmart.com,bitmart.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",071c6818c5a0cd4ac7f1f9e0d801f994,9d44fcfb7fd3141e3ce7dbb1bfe2606ad296c67c10c5a91f58d358c01982855a,True,ctls,static.bitmart.com,cloudflare,443,https://static.bitmart.com:443,https,cloudflare,application/xml,GET,104.18.16.176,/,2028370544,2606:4700::6812:10b0,HSTS,1,False,True,,,,
staticpro.bitmart.com,Not Found,404,27242,staticpro.bitmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-25T00:00:00Z,2023-11-24T23:59:59Z,"CN=staticpro.bitmart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",staticpro.bitmart.com,staticpro.bitmart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4c17981c0232d1da84019c72d941d4cb,1f0b4934c191b3cb56d1d890c8ef314becf92086479c9836d6ea55cd7e6540f7,,ctls,staticpro.bitmart.com,cloudflare,443,https://staticpro.bitmart.com:443,https,cloudflare,text/html,GET,104.18.16.176,/,-513000580,2606:4700::6812:11b0,HSTS,608,False,True,,"Cloudflare, Inc.",,
support.bitmart.com,Security check,403,7804,support.bitmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-12T23:47:49Z,2023-07-11T23:47:48Z,CN=support.bitmart.com,support.bitmart.com,support.bitmart.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4d4de965e4233cb95e0e75b057803905,0dc41fe277e799a666061f210b7562838b96cc364cfb77e290f0de540c9010d8,,ctls,support.bitmart.com,cloudflare,443,https://support.bitmart.com:443,https,cloudflare,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,103,False,True,,,https://support.bitmart.com/hc/en-us,
teams.bitmart.com,,403,16,teams.bitmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-16T06:29:21Z,2024-01-16T06:29:21Z,CN=*.bitmart.com,*.bitmart.com,bitmart.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",071c6818c5a0cd4ac7f1f9e0d801f994,9d44fcfb7fd3141e3ce7dbb1bfe2606ad296c67c10c5a91f58d358c01982855a,True,ctls,teams.bitmart.com,cloudflare,443,https://teams.bitmart.com:443,https,cloudflare,text/plain,GET,104.18.16.176,/,1268003052,2606:4700::6812:10b0,HSTS,1,False,True,,,,
tradingview.bitmart.com,,404,134,tradingview.bitmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-16T06:29:21Z,2024-01-16T06:29:21Z,CN=*.bitmart.com,*.bitmart.com,bitmart.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",071c6818c5a0cd4ac7f1f9e0d801f994,9d44fcfb7fd3141e3ce7dbb1bfe2606ad296c67c10c5a91f58d358c01982855a,True,ctls,tradingview.bitmart.com,cloudflare,443,https://tradingview.bitmart.com:443,https,cloudflare,application/json,GET,104.18.17.176,/,-526345678,2606:4700::6812:11b0,HSTS,1,False,True,,,,
vpn1.bitmart.com,,200,306,vpn1.bitmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-16T06:29:21Z,2024-01-16T06:29:21Z,CN=*.bitmart.com,*.bitmart.com,bitmart.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",071c6818c5a0cd4ac7f1f9e0d801f994,9d44fcfb7fd3141e3ce7dbb1bfe2606ad296c67c10c5a91f58d358c01982855a,True,ctls,vpn1.bitmart.com,google,443,https://vpn1.bitmart.com:443,https,,text/xml,GET,35.229.253.239,/,501929981,35.229.253.239,,9,False,True,,,,
ws-manager-compress.bitmart.com,,200,27,ws-manager-compress.bitmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-16T06:29:21Z,2024-01-16T06:29:21Z,CN=*.bitmart.com,*.bitmart.com,bitmart.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",071c6818c5a0cd4ac7f1f9e0d801f994,9d44fcfb7fd3141e3ce7dbb1bfe2606ad296c67c10c5a91f58d358c01982855a,True,ctls,ws-manager-compress.bitmart.com,cloudflare,443,https://ws-manager-compress.bitmart.com:443,https,cloudflare,text/json,GET,104.18.16.176,/,1723221432,2606:4700::6812:11b0,HSTS,1,False,True,,,,
www.bitmart.com,,403,16,www.bitmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-16T06:29:21Z,2024-01-16T06:29:21Z,CN=*.bitmart.com,*.bitmart.com,bitmart.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",071c6818c5a0cd4ac7f1f9e0d801f994,9d44fcfb7fd3141e3ce7dbb1bfe2606ad296c67c10c5a91f58d358c01982855a,True,ctls,www.bitmart.com,cloudflare,443,https://www.bitmart.com:443,https,cloudflare,text/plain,GET,104.18.16.176,/,1253481126,2606:4700::6812:11b0,HSTS,1,False,True,,,,
