input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,favicon_path,a_,tech_,lines,failed,knowledgebase_PageType,knowledgebase_pHash,tls_expired,webserver,tls_wildcard_certificate,tls_mismatched,cdn_name,final_url,cdn,csp_domains_,location
blog.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://blog.mobile.de,https,text/html,GET,13.32.99.27,/,-682745113,/favicon.ico,13.32.99.71,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
bos-build.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://bos-build.mobile.de,https,text/html,GET,13.32.99.43,/,-682745113,/favicon.ico,13.32.99.42,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
bos.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://bos.mobile.de,https,text/html,GET,13.32.99.43,/,-682745113,/favicon.ico,13.32.99.27,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
browse-corrections-cn.home.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://browse-corrections-cn.home.mobile.de,https,text/html,GET,13.32.99.43,/,-682745113,/favicon.ico,13.32.99.27,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
bucketroot-devopsorigin.home.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://bucketroot-devopsorigin.home.mobile.de,https,text/html,GET,13.32.99.27,/,-682745113,/favicon.ico,13.32.99.43,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
c.0.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://c.0.mobile.de,https,text/html,GET,13.32.99.27,/,-682745113,/favicon.ico,13.32.99.42,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
callpush.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://callpush.mobile.de,https,text/html,GET,13.32.99.42,/,-682745113,/favicon.ico,13.32.99.43,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
card-snooze-52.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://card-snooze-52.mobile.de,https,text/html,GET,13.32.99.43,/,-682745113,/favicon.ico,13.32.99.71,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
ci-jenkins.corp.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://ci-jenkins.corp.mobile.de,https,text/html,GET,13.32.99.43,/,-682745113,/favicon.ico,13.32.99.71,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
ci-tools-cn.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://ci-tools-cn.mobile.de,https,text/html,GET,13.32.99.27,/,-682745113,/favicon.ico,13.32.99.71,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
client-m.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://client-m.mobile.de,https,text/html,GET,13.32.99.71,/,-682745113,/favicon.ico,13.32.99.43,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
cloud-team.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://cloud-team.mobile.de,https,text/html,GET,13.32.99.27,/,-682745113,/favicon.ico,13.32.99.71,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
cms.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://cms.mobile.de,https,text/html,GET,13.32.99.27,/,-682745113,/favicon.ico,13.32.99.43,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
corp-v2.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://corp-v2.mobile.de,https,text/html,GET,13.32.99.42,/,-682745113,/favicon.ico,13.32.99.27,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
cqishr.mobile.de,,404,91,cqishr.mobile.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-06T00:00:00Z,2025-05-06T23:59:59Z,"CN=cqishr.mobile.de, O=Criteo Technology SAS, L=Paris, ST=Île-de-France, C=FR",cqishr.mobile.de,Criteo Technology SAS,cqishr.mobile.de,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,7bc91590962da5a72ca607ac819a7eed,baf491ca1340d1706f915b825ab7b2e179e16996ef3fdf1f3966c498b9900459,ctls,cqishr.mobile.de,443,https://cqishr.mobile.de,https,text/html,GET,178.250.1.11,/,,/favicon.ico,2a02:2638:3::c,Microsoft ASP.NET,1,False,error,0,,Kestrel,,,,,,,
d.0.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://d.0.mobile.de,https,text/html,GET,13.32.99.43,/,-682745113,/favicon.ico,13.32.99.27,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
darjusch-ftp-server.corp.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://darjusch-ftp-server.corp.mobile.de,https,text/html,GET,13.32.99.43,/,-682745113,/favicon.ico,13.32.99.27,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
demo.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://demo.mobile.de,https,text/html,GET,13.32.99.42,/,-682745113,/favicon.ico,13.32.99.71,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
denk.mobile.de,Zugriff verweigert / Access denied,403,8259,denk.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-12T00:00:00Z,2025-12-13T23:59:59Z,"CN=promo.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",promo.mobile.de,mobile.de GmbH,advertising.mobile.de,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,c5a0bca796ddb97ca1301c1d25deaea2,9313d4db2bcd85838f7ef4106ea003c37f21f34e862dbca6c62df9bebeda7e19,ctls,denk.mobile.de,443,https://denk.mobile.de,https,text/html,GET,23.215.23.231,/,,/favicon.ico,23.215.23.231,,203,False,nonerror,0,,AkamaiGHost,,,,,,,
depositsi1.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://depositsi1.mobile.de,https,text/html,GET,13.32.99.27,/,-682745113,/favicon.ico,13.32.99.42,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
dev1-soteriaapp1.sandbox.mobile.de,,404,,dev1-soteriaapp1.sandbox.mobile.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-23T00:00:00Z,2025-04-23T23:59:59Z,CN=*.sandbox.mobile.de,*.sandbox.mobile.de,,*.sandbox.mobile.de,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,81ea5a683cbe38c9d2f46b58f1f2bb6d,02d008806cdf940b83bc659fea8955e6004e2f7302753a3aaba654c266ceab18,ctls,dev1-soteriaapp1.sandbox.mobile.de,443,https://dev1-soteriaapp1.sandbox.mobile.de,https,,GET,3.78.115.134,/,,/favicon.ico,18.199.137.13,,1,False,other,0,,,True,,,,,,
directvps.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://directvps.mobile.de,https,text/html,GET,13.32.99.27,/,-682745113,/favicon.ico,13.32.99.71,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
dns45-2.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://dns45-2.mobile.de,https,text/html,GET,13.32.99.42,/,-682745113,/favicon.ico,13.32.99.43,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
download.mobile.de,Zugriff verweigert / Access denied,403,8259,www.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-13T00:00:00Z,2025-12-13T23:59:59Z,"CN=www.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",www.mobile.de,mobile.de GmbH,www.automobile.fr,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,361f599270f8d4eb24f536a6014a7695,f17dac210fec5d34dfd40db8037c51e4f918a97093cd0051cb9162e918a6de53,ctls,www.mobile.de,443,https://download.mobile.de,https,text/html,GET,13.32.99.43,/,-682745113,/favicon.ico,13.32.99.27,,203,False,nonerror,0,,AkamaiGHost,,,cloudfront,https://www.mobile.de/,True,,
