input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_subject_org_,tls_self_signed,tls_mismatched,final_url,csp_domains_
portalb2b-prd.elo.com.br,,403,243,portalb2b-prd.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-09T00:00:00Z,2023-12-08T23:59:59Z,CN=portalb2b-prd.elo.com.br,portalb2b-prd.elo.com.br,portalb2b-prd.elo.com.br,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6f51fa144691a0128f4942a439c9d74e,cefd5ebeda6aa061066e940c73cc73bf2c9129eede06e7507f9eddf21ce0dcf9,ctls,portalb2b-prd.elo.com.br,cloudfront,443,https://portalb2b-prd.elo.com.br:443,https,AmazonS3,application/xml,GET,18.66.112.43,/,988453199,18.66.112.113,Amazon Web Services,2,False,True,,,,,,
portalmonitoria.elo.com.br,NAVA Dataflow,200,959,portalmonitoriaonline.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T08:33:55Z,2023-08-15T09:32:48Z,CN=elo.com.br,elo.com.br,*.elo.com.br,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,3c4d444a51426463577d20663f71025b,9747b8caf2769dd4e0a96e8e2dd6dcf5cd79b13834d99b2edc722cf78850fbd3,ctls,portalmonitoriaonline.elo.com.br,cloudflare,443,https://portalmonitoria.elo.com.br:443,https,cloudflare,text/html,GET,104.18.3.31,/,1897774309,2606:4700::6812:21f,HSTS,17,False,True,True,,,,https://portalmonitoriaonline.elo.com.br,
portaltrocadearquivos.elo.com.br,,200,1896,portaltrocadearquivos.elo.com.br,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-03-26T23:59:59Z,"CN=*.kiteworks.com, O=Accellion\, Inc, L=Palo Alto, ST=California, C=US",*.kiteworks.com,kiteworks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9e371ae1db59c88adfb77f318c53b0de,5374f1e7fbdcde9306e0262ca60fe67a93638e0818b61c52e0b74cd840f80263,ctls,portaltrocadearquivos.elo.com.br,,443,https://portaltrocadearquivos.elo.com.br:443,https,,text/html,GET,54.71.184.72,/,-1215318992,54.71.184.72,HSTS,1,False,,True,"Accellion, Inc",,True,,
preview.gtm.elo.com.br,,404,,preview.gtm.elo.com.br,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-15T23:59:59Z,CN=elo.com.br,elo.com.br,gtm.elo.com.br,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,007fe8f54f6f66367704d1692a70673b,fbbb1ff25ea14e0ebfb3febdcf17660ab1cf5ff087b9d8213885883c10129ef4,ctls,preview.gtm.elo.com.br,,443,https://preview.gtm.elo.com.br:443,https,awselb/2.0,text/plain,GET,54.207.1.159,/,-1840324437,54.94.217.81,,1,False,,,,,,,
simulador.elo.com.br,,403,16,simulador.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T08:33:55Z,2023-08-15T09:32:48Z,CN=elo.com.br,elo.com.br,*.elo.com.br,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,3c4d444a51426463577d20663f71025b,9747b8caf2769dd4e0a96e8e2dd6dcf5cd79b13834d99b2edc722cf78850fbd3,ctls,simulador.elo.com.br,cloudflare,443,https://simulador.elo.com.br:443,https,cloudflare,text/plain,GET,104.18.3.31,/,1253481126,2606:4700::6812:21f,Cloudflare,1,False,True,True,,,,,
site-promocoes-dev.elo.com.br,,403,243,site-promocoes-dev.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-11-02T23:59:59Z,CN=site-promocoes-dev.elo.com.br,site-promocoes-dev.elo.com.br,site-promocoes-dev.elo.com.br,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b97c9848973e1abd01bde7e64777dc6f,ceb6ddbe08e81e11d675fde93cafa75601e1f90bb2f553214a258dddd5ee117b,ctls,site-promocoes-dev.elo.com.br,cloudfront,443,https://site-promocoes-dev.elo.com.br:443,https,AmazonS3,application/xml,GET,13.225.78.74,/,-5512039,2600:9000:21f3:1800:1:e9a5:6280:93a1,Amazon Web Services,2,False,True,,,,,,
site-promocoes-preview.elo.com.br,ERROR: The request could not be satisfied,403,986,site-promocoes-preview.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-11-02T23:59:59Z,CN=site-promocoes-preview.elo.com.br,site-promocoes-preview.elo.com.br,site-promocoes-preview.elo.com.br,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9afc8230fbfa23596f16e4f99634ad47,d6042f544dd3d9067e5abf37aefdf6bcc92b3e09f50c5001136e5371494f523f,ctls,site-promocoes-preview.elo.com.br,cloudfront,443,https://site-promocoes-preview.elo.com.br:443,https,CloudFront,text/html,GET,18.66.122.91,/,-232020220,2600:9000:2250:a00:e:9b17:1f80:93a1,Amazon Web Services,20,False,True,,,,,,
site-promocoes-prod.elo.com.br,ERROR: The request could not be satisfied,403,986,site-promocoes-prod.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-11-02T23:59:59Z,CN=site-promocoes-prod.elo.com.br,site-promocoes-prod.elo.com.br,site-promocoes-prod.elo.com.br,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bf04c6ce55c546bab079508cb404cc32,c9d385ae8a0109cbba7651657efa18fbce85d2265551d71839162a3e28fa15b0,ctls,site-promocoes-prod.elo.com.br,cloudfront,443,https://site-promocoes-prod.elo.com.br:443,https,CloudFront,text/html,GET,143.204.98.83,/,2007824544,143.204.98.78,Amazon Web Services,20,False,True,,,,,,
site-promocoes-qa.elo.com.br,,403,243,site-promocoes-qa.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-02T23:59:59Z,CN=site-promocoes-qa.elo.com.br,site-promocoes-qa.elo.com.br,site-promocoes-qa.elo.com.br,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f4329fd946d3a5e4d78d695dd86839e7,b9f8cd1f67ee26a135e11910feca887fedc0f8bd4e0a6b2567da9c1118193509,ctls,site-promocoes-qa.elo.com.br,cloudfront,443,https://site-promocoes-qa.elo.com.br:443,https,AmazonS3,application/xml,GET,143.204.98.98,/,-5512039,2600:9000:2156:6a00:3:c562:d940:93a1,Amazon Web Services,2,False,True,,,,,,
slackin.app.elo.com.br,Join Desenvolvedores Elo on Slack!,200,3682,slackin.app.elo.com.br,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-16T00:00:00Z,2024-03-17T23:59:59Z,CN=*.elo.com.br,*.elo.com.br,*.apps-nprd-portais.elo.com.br,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,478abc7656b92295897726e8307acefc,e0705b41cb35ffc3886669a8a2ae7a05ebfeaac3a47549aef38382d3be0fba58,ctls,slackin.app.elo.com.br,,443,https://slackin.app.elo.com.br:443,https,,text/html,GET,54.207.18.228,/,673264342,18.230.101.228,Node.js,6,False,,True,,,,,
ssl-hml-api.elo.com.br,,404,,,,,,,,,,,,,,,,,,,,80,http://ssl-hml-api.elo.com.br:80,http,****,,GET,54.233.225.63,/,-1840324437,52.67.95.22,,1,False,,,,,,,
stg-api.elo.com.br,,404,51,stg-api.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T08:33:55Z,2023-08-15T09:32:48Z,CN=elo.com.br,elo.com.br,*.elo.com.br,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,3c4d444a51426463577d20663f71025b,9747b8caf2769dd4e0a96e8e2dd6dcf5cd79b13834d99b2edc722cf78850fbd3,ctls,stg-api.elo.com.br,cloudflare,443,https://stg-api.elo.com.br:443,https,cloudflare,text/plain,GET,104.18.3.31,/,494509216,2606:4700::6812:21f,HSTS,1,False,True,True,,,,,
view.mail.elo.com.br,Error,200,932,view.mail.elo.com.br,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-26T00:00:00Z,2023-10-27T23:59:59Z,"CN=view.mail.elo.com.br, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",view.mail.elo.com.br,view.mail.elo.com.br,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d6f9e1b3a224f3c116126ead63367e7,40a1743fbb4694d94e67f32c0c049653c647d6a4e04c68e9fe59156ddee4ae99,ctls,view.mail.elo.com.br,,443,https://view.mail.elo.com.br:443,https,,text/html,GET,13.111.187.73,/,1631801191,13.111.187.73,HSTS,28,False,,,"SALESFORCE.COM, INC.",,,https://view.mail.elo.com.br/Error.aspx,
