new,host,soa,status_code,cdn,cdn-name,a,aaaa,txt,cname,mx,ns,caa
[x],edge132.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.41.247,,,,,,
[x],edge133.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,134.19.181.205,,,,,,
[x],edge135.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,134.19.181.203,,,,,,
[x],edge136.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,134.19.181.202,,,,,,
[x],edge137.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,134.19.181.201,,,,,,
[x],edge14-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge14-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.24,,,,,,
[x],edge14-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.24,,,,,,
[x],edge14-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.24,,,,,,
[x],edge14.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.24,,,,,,
[x],edge14.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.24,,,,,,
[x],edge140.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,134.19.181.198,,,,,,
[x],edge142.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,134.19.181.196,,,,,,
[x],edge144.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.164,,,,,,
[x],edge145.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.165,,,,,,
[x],edge146.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.166,,,,,,
[x],edge147.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.167,,,,,,
[x],edge148.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.168,,,,,,
[x],edge15-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge15-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.25,,,,,,
[x],edge15-alb.live.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,109.202.104.44,2a00:1678:b00b::cb:b00b:44,,,,,
[x],edge15-alb.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,109.202.104.44,2a00:1678:b00b::cb:b00b:44,,,,,
[x],edge15-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.25,,,,,,
[x],edge150.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.170,,,,,,
[x],edge151.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.171,,,,,,
[x],edge152.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.172,,,,,,
[x],edge155.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.46.68,,,,,,
[x],edge156.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.46.69,,,,,,
[x],edge157.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.46.70,,,,,,
[x],edge158.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.46.71,,,,,,
[x],edge16-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.26,,,,,,
[x],edge16-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.26,,,,,,
[x],edge16-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.26,,,,,,
[x],edge16-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.26,,,,,,
[x],edge16.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.26,,,,,,
[x],edge160.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.46.73,,,,,,
[x],edge161.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge162.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.46.75,,,,,,
[x],edge166.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.46.79,,,,,,
[x],edge167.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.82.30,,,,,,
[x],edge169.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.82.32,,,,,,
[x],edge17-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.27,,,,,,
[x],edge17-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.27,,,,,,
[x],edge17-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.27,,,,,,
[x],edge170.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.82.33,,,,,,
[x],edge171.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.82.34,,,,,,
[x],edge173.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.82.36,,,,,,
[x],edge174.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.82.37,,,,,,
[x],edge176.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.82.39,,,,,,
[x],edge177.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.82.40,,,,,,
[x],edge178.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.82.41,,,,,,
[x],edge18-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.28,,,,,,
[x],edge18-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.28,,,,,,
[x],edge18-alb.live.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,109.202.104.47,2a00:1678:b00b::cb:b00b:47,,,,,
[x],edge18-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.28,,,,,,
[x],edge18-nrt.live.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,103.141.147.48,2001:df0:fd80:b00b:0:cb:b00b:48,,,,,
[x],edge18.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.28,,,,,,
[x],edge180.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge185.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.81.147,,,,,,
[x],edge186.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.81.148,,,,,,
[x],edge188.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.81.150,,,,,,
[x],edge189.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge19-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge19-alb.live.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,109.202.104.48,2a00:1678:b00b::cb:b00b:48,,,,,
[x],edge19-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.29,,,,,,
[x],edge19-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge19.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.29,,,,,,
[x],edge19.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.29,,,,,,
[x],edge190.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.81.152,,,,,,
[x],edge191.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,199.204.91.30,2607:ffd0:4:100a:cb:b00b:e:1,,,,,
[x],edge192.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,199.204.91.31,2607:ffd0:4:100a:cb:b00b:e:2,,,,,
[x],edge194.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,199.204.91.33,2607:ffd0:4:100a:cb:b00b:e:4,,,,,
[x],edge195.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,199.204.91.34,2607:ffd0:4:100a:cb:b00b:e:5,,,,,
[x],edge196.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,199.204.91.35,2607:ffd0:4:100a:cb:b00b:e:6,,,,,
[x],edge2-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.102,,,,,,
[x],edge2-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.102,,,,,,
[x],edge2-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.102,,,,,,
[x],edge2-nrt.live.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,103.141.147.32,2001:df0:fd80:b00b:0:cb:b00b:32,,,,,
[x],edge2-slc.live.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,199.204.91.32,2607:ffd0:4:100a:0:cb:b00b:32,,,,,
[x],edge2.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.102,,,,,,
[x],edge2.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.102,,,,,,
[x],edge20-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge20-alb.live.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,109.202.104.49,,,,,,
[x],edge20-alb.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,109.202.104.49,2a00:1678:b00b::cb:b00b:49,,,,,
[x],edge20-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.30,,,,,,
[x],edge20-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge20.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.30,,,,,,
[x],edge200.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,199.204.91.39,2607:ffd0:4:100a:cb:b00b:e:10,,,,,
[x],edge201.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,199.204.91.40,2607:ffd0:4:100a:cb:b00b:e:11,,,,,
[x],edge204.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.83.31,,,,,,
[x],edge205.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.83.32,,,,,,
[x],edge206.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.83.33,,,,,,
[x],edge208.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.83.35,,,,,,
[x],edge209.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.83.36,,,,,,
[x],edge21-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.31,,,,,,
[x],edge21-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.31,,,,,,
[x],edge21-alb.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,109.202.104.50,2a00:1678:b00b::cb:b00b:50,,,,,
[x],edge210.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.83.37,,,,,,
[x],edge211.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.83.38,,,,,,
[x],edge213.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.83.40,,,,,,
[x],edge214.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.83.41,,,,,,
[x],edge215.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.84.30,,,,,,
[x],edge216.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.84.31,,,,,,
[x],edge217.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.84.32,,,,,,
[x],edge219.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.84.34,,,,,,
[x],edge22.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.32,,,,,,
[x],edge220.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.84.35,,,,,,
[x],edge221.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.84.36,,,,,,
[x],edge224.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.84.39,,,,,,
[x],edge225.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.84.40,,,,,,
[x],edge226.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.84.41,,,,,,
[x],edge227.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.88.30,,,,,,
[x],edge228.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.88.31,,,,,,
[x],edge23-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.33,,,,,,
[x],edge23-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.33,,,,,,
[x],edge23-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.33,,,,,,
[x],edge23.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.33,,,,,,
[x],edge230.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge231.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.88.34,,,,,,
[x],edge233.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.88.36,,,,,,
[x],edge234.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.88.37,,,,,,
[x],edge236.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.88.39,,,,,,
[x],edge237.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.88.40,,,,,,
[x],edge24.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.34,,,,,,
[x],edge240.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.88.43,,,,,,
[x],edge242.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.88.45,,,,,,
[x],edge247.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.88.50,,,,,,
[x],edge248.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.88.51,,,,,,
[x],edge249.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.88.52,,,,,,
[x],edge25.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.35,,,,,,
[x],edge251.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,195.114.109.30,2a07:f980:1:b00b:cb:b00b:e:1,,,,,
[x],edge254.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,195.114.109.33,2a07:f980:1:b00b:cb:b00b:e:4,,,,,
[x],edge26.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.36,,,,,,
[x],edge26.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge262.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,195.114.109.41,2a07:f980:1:b00b:cb:b00b:e:12,,,,,
[x],edge265.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.90.32,2a01:b960:2307:b00b:cb:b00b:0:32,,,,,
[x],edge266.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.90.33,2a01:b960:2307:b00b:cb:b00b:0:33,,,,,
[x],edge267.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.90.34,2a01:b960:2307:b00b:cb:b00b:0:34,,,,,
[x],edge268.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.90.35,2a01:b960:2307:b00b:cb:b00b:0:35,,,,,
[x],edge269.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.90.36,2a01:b960:2307:b00b:cb:b00b:0:36,,,,,
[x],edge27-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.37,,,,,,
[x],edge27.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.37,,,,,,
[x],edge27.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.37,,,,,,
[x],edge270.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.90.37,2a01:b960:2307:b00b:cb:b00b:0:37,,,,,
[x],edge274.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge278.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.90.45,2a01:b960:2307:b00b:cb:b00b:0:45,,,,,
[x],edge28.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.38,,,,,,
[x],edge280.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.90.47,2a01:b960:2307:b00b:cb:b00b:0:47,,,,,
[x],edge282.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.92.31,,,,,,
[x],edge283.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.92.32,,,,,,
[x],edge284.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.92.33,,,,,,
[x],edge285.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.92.34,,,,,,
[x],edge288.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge289.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.92.38,,,,,,
[x],edge29.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.39,,,,,,
[x],edge29.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.39,,,,,,
[x],edge290.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.92.39,,,,,,
[x],edge291.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.92.40,,,,,,
[x],edge292.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.92.41,,,,,,
[x],edge294.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.89.31,2a01:b960:230b:b00b:cb:b00b:0:31,,,,,
[x],edge296.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.89.33,2a01:b960:230b:b00b:cb:b00b:0:33,,,,,
[x],edge297.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.89.34,2a01:b960:230b:b00b:cb:b00b:0:34,,,,,
[x],edge298.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.89.35,2a01:b960:230b:b00b:cb:b00b:0:35,,,,,
[x],edge3-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.103,,,,,,
[x],edge3-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge30-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.40,,,,,,
[x],edge30-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.40,,,,,,
[x],edge30.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.40,,,,,,
[x],edge302.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.89.39,2a01:b960:230b:b00b:cb:b00b:0:39,,,,,
[x],edge303.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.89.40,2a01:b960:230b:b00b:cb:b00b:0:40,,,,,
[x],edge304.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.89.41,2a01:b960:230b:b00b:cb:b00b:0:41,,,,,
[x],edge31-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.41,,,,,,
[x],edge31-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.41,,,,,,
[x],edge31.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.41,,,,,,
[x],edge31.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.41,,,,,,
[x],edge310.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.89.47,2a01:b960:230b:b00b:cb:b00b:0:47,,,,,
[x],edge315.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.89.52,2a01:b960:230b:b00b:cb:b00b:0:52,,,,,
[x],edge316.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.89.53,2a01:b960:230b:b00b:cb:b00b:0:53,,,,,
[x],edge317.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.91.30,2a01:b960:2309:b00b:cb:b00b:0:30,,,,,
[x],edge318.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.91.31,,,,,,
[x],edge32.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.41.196, 104.16.42.196, 104.16.43.196, 104.16.44.196, 104.16.45.196","2606:4700::6810:29c4, 2606:4700::6810:2ac4, 2606:4700::6810:2bc4, 2606:4700::6810:2cc4, 2606:4700::6810:2dc4",,,,,
[x],edge320.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.91.33,,,,,,
[x],edge322.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.91.35,,,,,,
[x],edge323.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.91.36,,,,,,
[x],edge325.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.91.38,,,,,,
[x],edge328.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.91.41,,,,,,
[x],edge33-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge33-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge33.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.41.196, 104.16.42.196, 104.16.43.196, 104.16.44.196, 104.16.45.196","2606:4700::6810:2ac4, 2606:4700::6810:29c4, 2606:4700::6810:2cc4, 2606:4700::6810:2bc4, 2606:4700::6810:2dc4",,,,,
[x],edge33.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge330.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.91.43,,,,,,
[x],edge331.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.91.44,,,,,,
[x],edge334.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.91.47,,,,,,
[x],edge335.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,195.114.111.30,2a07:f980:3:b00b:cb:b00b:0:30,,,,,
[x],edge336.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,195.114.111.31,2a07:f980:3:b00b:cb:b00b:0:31,,,,,
