input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,tls_emails_,tls_mismatched,csp_domains_,tls_expired,final_url,tls_wildcard_certificate
api.www.ing.nl,403 Forbidden,403,154,api.www.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-26T13:07:09Z,2023-07-31T13:07:09Z,"CN=api.mc.ing.nl, serialNumber=33031431, businessCategory=Private Organization, O=ING BANK N.V., jurisdictionCountry=NL, L=Amsterdam, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",api.mc.ing.nl,ING BANK N.V.,api.www.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6e85f18e82c6a638c32fe970a2958c61,05b4b48f80bca4738f361261909481ba87a753250a9b62b7bc787c234b1461a5,ctls,api.www.ing.nl,443,https://api.www.ing.nl:443,https,,text/html,GET,145.221.180.243,/,1680097694,145.221.212.243,HSTS,8,False,,,,,https:,,,
art.ing.com,Homepage,200,30860,art.ing.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T14:12:20Z,2024-01-06T14:12:18Z,"CN=themobileopen.ingbank.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",themobileopen.ingbank.nl,ING Groep N.V.,admin-event.ingservices.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6e288d69567fb0392c77f1715acffc0e,a06721ca49fd8edb3be0e7aa84ef124e5cb185078017d11d7aef0c3f02d99a26,ctls,art.ing.com,443,https://art.ing.com:443,https,,text/html,GET,23.53.43.18,/,-1407487030,23.53.43.67,YouTube,856,False,,,,,https:,,,
assets.ing.com,ING Brand Portal,200,78105,assets.ing.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T12:11:28Z,2024-02-10T12:11:27Z,"CN=assets.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",assets.ing.com,ING Groep N.V.,assetstwo.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",4f13cd2b93bc2b7413e0314c47bc1a22,fce31cd08691c512da1f46416fcb9d2fedb3cbb1d88794422aa3f822089b1200,ctls,assets.ing.com,443,https://assets.ing.com:443,https,nginx,text/html,GET,95.101.111.135,/,-1840324437,2a02:26f0:3100::1725:e252,Nginx,863,False,,,,,https://cdn.amplitude.com,,https://assets.ing.com/login/,
auteur.intermediairs.ing.nl,403 Forbidden,403,330,auteur.intermediairs.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-20T11:54:47Z,2024-03-25T11:54:47Z,"CN=auteur.intermediairs.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",auteur.intermediairs.ing.nl,ING Groep N.V.,www.auteur.intermediairs.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",be976a995b91c77d6699c8703627771d,4927df559185d21a6cc276f300f6c2acf3ccabc334810eda2dda64ad071faac8,ctls,auteur.intermediairs.ing.nl,443,https://auteur.intermediairs.ing.nl:443,https,,text/html,GET,145.221.181.217,/,311328645,145.221.213.217,HSTS,11,False,,,,,https://*.intermediairs.ing.nl,,https://auteur.intermediairs.ing.nl/aem/start,
bankieren.mijnzakelijk.ing.nl,,200,9910,mijnzakelijk.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-18T08:03:46Z,2023-08-17T08:03:46Z,"CN=mijnzakelijk.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",mijnzakelijk.ing.nl,ING Groep N.V.,mijnzakelijking.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",5ae7f2e309751feae5b744faf735a183,af62cc418f5ee3d88edb0c1481af336d09758764aa3d21128b56ef68526c0de7,ctls,mijnzakelijk.ing.nl,443,https://bankieren.mijnzakelijk.ing.nl:443,https,,text/html,GET,145.221.181.244,/,-2138490696,145.221.213.244,HSTS,1,False,,,,,https://c.go-mpulse.net,,https://mijnzakelijk.ing.nl/login/,
cdn.ing.com,403 Forbidden,403,154,cdn.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-17T07:23:32Z,2023-08-19T07:23:32Z,"CN=cdn.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",cdn.ing.com,ING Groep N.V.,www.cdn.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",2fa6dc92cb60833b6ca47f31bd3ed93e,6df69cee921c463c5f18be90acd4dbe4b87485b3a440489a2847f9fa5efdd2b4,ctls,cdn.ing.com,443,https://cdn.ing.com:443,https,,text/html,GET,145.221.41.213,/,93145051,145.221.37.213,HSTS,8,False,,,,,https://*.ing.de,,,
commercial.ing.com,403 Forbidden,403,154,commercial.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-21T12:49:37Z,2023-07-21T12:49:37Z,"CN=commercial.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",commercial.ing.com,ING Groep N.V.,www.commercial.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",97eaf5861c57727dcda377f825815ea2,5efd8b72f7f55fc95490c82ec9fd0e0ba89f3fe0ff43d41a140fa248d4cc3c52,ctls,commercial.ing.com,443,https://commercial.ing.com:443,https,,text/html,GET,145.221.37.221,/,652578443,145.221.41.221,HSTS,8,False,,,,,,,,
connective.services.ing.com,HTTP Status 404 – Not Found,404,431,connective.services.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-12T07:51:16Z,2024-01-21T07:51:15Z,"CN=connective.services.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",connective.services.ing.com,ING Groep N.V.,www.connective.services.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",236aa49a45a3542de85700ec8fe524b5,167ed5e70e5915e4875bffe8b0985b0a761d482fae5e7acc797551e24b53f772,ctls,connective.services.ing.com,443,https://connective.services.ing.com:443,https,,text/html,GET,145.221.213.198,/,-230353730,145.221.181.198,HSTS,1,False,,,,,https:,,,
dcr.mobile.ing.nl,Foutmelding,404,478,dcr.mobile.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-31T13:42:13Z,2023-09-27T13:42:13Z,"CN=mobile.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",mobile.ing.nl,ING Groep N.V.,www.mobile.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",622afd242602fe7e82744a712821f371,831c36346d7712db09307cc0572ecc856c685618ba4e78bc5c046ad63fab4a74,ctls,dcr.mobile.ing.nl,443,https://dcr.mobile.ing.nl:443,https,,text/html,GET,145.221.215.249,/,940995466,145.221.215.249,HSTS,13,False,,,,True,,,,
developer.ing.com,ING Developer Portal,200,2592,developer.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-11T10:45:41Z,2023-11-29T10:45:41Z,"CN=developer.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",developer.ing.com,ING Groep N.V.,www.developer.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",acf1cb766b546b5ab09a14cfb427b64f,f6cc683994423a1e947981edc77d387481938f1bd64571e8f440eda351ec2e85,ctls,developer.ing.com,443,https://developer.ing.com:443,https,,text/html,GET,145.221.41.232,/,940995466,145.221.37.232,HSTS,1,False,,,,,https:,,https://developer.ing.com/openbanking/,
enterpriseenrollment.ing.com,Microsoft Intune admin center,200,40862,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,ctls,intune.microsoft.com,443,https://enterpriseenrollment.ing.com:443,https,,text/html,GET,13.74.111.192,/,1631801191,13.74.111.192,HSTS,4,False,azure,True,,,,,https://intune.microsoft.com/,
eu.globalping.ing.com,Foutmelding,404,478,eu.globalping.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-04-05T10:16:55Z,2023-04-05T10:16:55Z,"CN=eu.globalping.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",eu.globalping.ing.com,ING Groep N.V.,www.eu.globalping.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",31c95188c9e37ab75c03e219ff4940b3,7556b31c4c7bb002a33b9fb0e9e8515e251052c9bb2e0430469bfb69f4ebf5c5,ctls,eu.globalping.ing.com,443,https://eu.globalping.ing.com:443,https,,text/html,GET,145.221.37.250,/,940995466,145.221.41.250,HSTS,13,False,,,,,,True,,
extnotify.ing.com,403 Forbidden,403,154,extnotify.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-14T08:45:03Z,2024-04-26T08:45:03Z,"CN=extnotify.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",extnotify.ing.com,ING Groep N.V.,www.extnotify.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",c73d3c4e9fa87dd8328d355a52302cbb,0d6ee0acec536e2820a61e3b28b6d8d3ea155f2b9892e52c374838eeef955dd8,ctls,extnotify.ing.com,443,https://extnotify.ing.com:443,https,,text/html,GET,145.221.37.197,/,652578443,145.221.41.197,HSTS,8,False,,,,,https:,,,
feedback.ing.com,ING Survey,200,3205,feedback.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-30T13:11:59Z,2023-10-07T13:11:59Z,"CN=feedback.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",feedback.ing.com,ING Groep N.V.,www.feedback.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",1984662f6a1034e719771728487c4c4e,477ffd415bf3a1929dc73696d9f6ff46031f79ca7f21654b9ab39b7fa2b72e30,ctls,feedback.ing.com,443,https://feedback.ing.com:443,https,,text/html,GET,145.221.213.216,/,940995466,145.221.181.216,HSTS,1,False,,,,,https:,,https://feedback.ing.com/feedback/,
gdn.ing.com,403 Forbidden,403,154,gdn.ing.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-01T07:44:35Z,2024-06-30T07:44:34Z,"CN=gdn.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",gdn.ing.com,ING Groep N.V.,www.gdn.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",5db50fc6102d2a0e88e8d6d0a50bcb99,f40a89a7feb0554f13bcce7c986fe98e9c22b36e3d8dcb2d78f52fd604ba624d,ctls,gdn.ing.com,443,https://gdn.ing.com:443,https,,text/html,GET,145.221.41.185,/,1680097694,145.221.37.185,HSTS,8,False,,,,,https:,,,
ideal-acquiring.ing.nl,Foutmelding,404,478,ideal-acquiring.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-30T12:32:45Z,2023-12-11T12:32:45Z,"CN=ideal-acquiring.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",ideal-acquiring.ing.nl,ING Groep N.V.,www.ideal-acquiring.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",3bab63e3acc8300c71af536071bbb158,56ae8e975aa8172fc263e732d708298b985205e4ef104cdcad0bb541de8b3d79,ctls,ideal-acquiring.ing.nl,443,https://ideal-acquiring.ing.nl:443,https,,text/html,GET,145.221.182.235,/,940995466,145.221.214.235,HSTS,13,False,,,,,api.ideal-acquiring.ing.nl,,,
ideal-portal.ing.nl,iDEAL Acquiring portal,200,1420,ideal-portal.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T08:26:20Z,2023-10-20T08:26:20Z,"CN=ideal-portal.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",ideal-portal.ing.nl,ING Groep N.V.,www.ideal-portal.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",8933477ea720cba6177b24ce5121992c,1d0a2d4e11a365eefff95324b969365922f3cabe5745de1bb04e4d72b2a968bb,ctls,ideal-portal.ing.nl,443,https://ideal-portal.ing.nl:443,https,,text/html,GET,145.221.214.237,/,940995466,145.221.182.237,HSTS,1,False,,,,,api.ideal-portal.ing.nl,,,
ideal.ing.nl,HTTP Status 404 – Not Found,404,427,ideal.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-08T06:42:21Z,2023-09-28T06:42:21Z,"CN=ideal.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",ideal.ing.nl,ING Groep N.V.,dcr.ideal.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",b111c7454b8c09b8b4756dfe9fb20181,ed48ceb0b68584386d8d32a78d37a5adfea97bc6032a2dbb168a282d9c502055,ctls,ideal.ing.nl,443,https://ideal.ing.nl:443,https,,text/html,GET,145.221.214.225,/,940995466,145.221.182.225,HSTS,1,False,,,,,https://aweucn1-3.advanced-web-analytics.com,,https://ideal.ing.nl/ideal/static/inloggen/index.shtml,
ing.com,redirect,200,151,www.ing.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-04T07:56:23Z,2023-08-04T07:56:23Z,"CN=www.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",www.ing.com,ING Groep N.V.,about.ing.be,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",9d8cb0953bd7a95e7ec788af1189e8e7,597a5622b9f39ad5b6a91ea41bde317567727ccb2bf1e4728bddd6d8678e3a74,ctls,www.ing.com,443,https://ing.com:443,https,Apache,text/html,GET,23.61.211.178,/,-1912302377,23.61.211.178,HSTS,8,False,,,,,https://www.youtube-nocookie.com,,https://www.ing.com/,
insidebusiness.ing.com,ING InsideBusiness,200,2785,insidebusiness.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-21T12:59:59Z,2023-07-21T12:59:59Z,"CN=insidebusiness.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",insidebusiness.ing.com,ING Groep N.V.,www.insidebusiness.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",cce48e13950579f6314701d58cca7db3,30bb71d922bd3e2b9c1efa32b1c7fa22b9695bda5350ce7ed9000b6b91c4841a,ctls,insidebusiness.ing.com,443,https://insidebusiness.ing.com:443,https,,text/html,GET,145.221.38.214,/,1705987210,145.221.42.214,HSTS,79,False,,,,,,,https://insidebusiness.ing.com/wup/login,
intermediairs.ing.nl,Home - ING Intermediairs,200,29768,intermediairs.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-18T08:31:10Z,2023-11-18T08:31:10Z,"CN=intermediairs.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",intermediairs.ing.nl,ING Groep N.V.,www.intermediairs.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",b38f97c7d5d6bc3207584fc2a8b04a4a,365875f81740a744233f7655b6fca57ecfe24e35e99d6cacd3f8731a832ab534,ctls,intermediairs.ing.nl,443,https://intermediairs.ing.nl:443,https,,text/html,GET,145.221.181.200,/,1041135134,145.221.213.200,HSTS,1647,False,,,,,,,https://intermediairs.ing.nl/content/ingex-live-public/nl_NL/home.html,
intermediairzakelijk.ing.nl,ING Intermediair,200,5955,intermediairzakelijk.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-24T09:05:06Z,2023-11-26T09:05:06Z,"CN=intermediairzakelijk.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",intermediairzakelijk.ing.nl,ING Groep N.V.,dcr.intermediairzakelijk.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a8d6401d00deb9f57ee3cd31178e8a11,bdd1d7afbbcae80949d852c5c0b04b4c459c140d714c143c36716386558215af,ctls,intermediairzakelijk.ing.nl,443,https://intermediairzakelijk.ing.nl:443,https,,text/html,GET,145.221.181.196,/,940995466,145.221.213.196,HSTS,1,False,,,,,wss://*.twilio.com,,,
isabel.services.be.ing.com,HTTP Status 404 – Not Found,404,431,isabel.services.be.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-17T13:15:57Z,2024-02-03T13:15:56Z,"CN=isabel.services.be.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",isabel.services.be.ing.com,ING Groep N.V.,www.isabel.services.be.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",d5ce25c45e1560f5b0ef43a5dbbe0286,ce4a6b9502c4c6cb76aea0912b141e321bbec2e5099b5ff16644ad5bd84cbf07,ctls,isabel.services.be.ing.com,443,https://isabel.services.be.ing.com:443,https,,text/html,GET,145.221.181.214,/,-230353730,145.221.213.214,HSTS,1,False,,,,,https:,,,
login.intermediairs.ing.nl,Home - ING Intermediairs,200,29768,intermediairs.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-18T08:31:10Z,2023-11-18T08:31:10Z,"CN=intermediairs.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",intermediairs.ing.nl,ING Groep N.V.,www.intermediairs.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",b38f97c7d5d6bc3207584fc2a8b04a4a,365875f81740a744233f7655b6fca57ecfe24e35e99d6cacd3f8731a832ab534,ctls,intermediairs.ing.nl,443,https://login.intermediairs.ing.nl:443,https,,text/html,GET,145.221.181.218,/,936894965,145.221.213.218,HSTS,1647,False,,,,,,,https://intermediairs.ing.nl/content/ingex-live-public/nl_NL/home.html,
m.ing.com,redirect,200,151,www.ing.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-04T07:56:23Z,2023-08-04T07:56:23Z,"CN=www.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",www.ing.com,ING Groep N.V.,about.ing.be,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",9d8cb0953bd7a95e7ec788af1189e8e7,597a5622b9f39ad5b6a91ea41bde317567727ccb2bf1e4728bddd6d8678e3a74,ctls,www.ing.com,443,https://m.ing.com:443,https,Apache,text/html,GET,23.201.248.163,/,1725240712,23.201.248.163,HSTS,8,False,,,,,https://cdn.dimml.io,,https://www.ing.com/,
mijn.demo.ing.nl,403 Forbidden,403,154,mijn.demo.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-13T10:13:04Z,2023-06-29T10:13:04Z,"CN=mijn.demo.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",mijn.demo.ing.nl,ING Groep N.V.,www.mijn.demo.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",765a2adede24fd9fd0b971f1a8ec9c46,a740d849c14b7e0f96454f95495c1f9400605171b817c664ba63a6839ce880d9,ctls,mijn.demo.ing.nl,443,https://mijn.demo.ing.nl:443,https,,text/html,GET,145.221.41.198,/,652578443,145.221.37.198,HSTS,8,False,,,,,*.mijn.demo.ing.nl,,https://mijn.demo.ing.nl/banking/,
