input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_subject_org_,cdn_name,cdn,final_url,tls_expired,csp_domains_
events.constantcontact.com,403 Forbidden,403,202,events.constantcontact.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-27T19:39:02Z,2023-12-05T15:11:07Z,"CN=*.constantcontact.com, O=Constant Contact\, Inc., L=Waltham, ST=Massachusetts, C=US",*.constantcontact.com,constantcontact.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0aded2bfabff5997c82c81bcb4a24e85,07ccca20235f9a8535d38286bd01e911127d690fb6f1faa361d78917a23c1b91,True,ctls,events.constantcontact.com,443,https://events.constantcontact.com:443,https,Apache,text/html,GET,208.75.122.130,/,-1919887028,208.75.122.130,Apache,9,False,"Constant Contact, Inc.",,,,,
events.r20.constantcontact.com,403 Forbidden,403,202,events.r20.constantcontact.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-19T18:01:16Z,2024-05-20T18:01:15Z,"CN=events.r20.constantcontact.com, O=Constant Contact\, Inc., L=Waltham, ST=Massachusetts, C=US",events.r20.constantcontact.com,events.r20.constantcontact.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,19fa6b335dc8221ab328727d50f6bec6,9bdae2e4805ffa5c0690f98073010109838920f0354061d41fba01dfcb3884ff,,ctls,events.r20.constantcontact.com,443,https://events.r20.constantcontact.com:443,https,Apache,text/html,GET,208.75.122.9,/,-1919887028,208.75.122.9,Apache,9,False,"Constant Contact, Inc.",,,,,
eventsfeed.constantcontact.com,,200,55,eventsfeed.constantcontact.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-22T00:00:00Z,2024-04-21T23:59:59Z,"CN=constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",constantcontact.com,*.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",075cdd1c12438c4555a66c2a43e3cb14,65983f091743559f8f064ebd70ec13dc11d60c760ed3896c3beecf10423c7153,True,ctls,eventsfeed.constantcontact.com,443,https://eventsfeed.constantcontact.com:443,https,cloudflare,text/html,GET,104.17.77.51,/,-270533194,104.17.78.51,Java,6,False,"Cloudflare, Inc.",cloudflare,True,,,
eventsfeed.l1.constantcontact.com,,403,16,eventsfeed.l1.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=l1.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",l1.constantcontact.com,l1.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",964ddddc9a2cff487a5c26b679569a6e,8d5a9d015b3cbb343f73c84a8ad08bb8f12de192d5b2dddd4a913b79cac8d6b5,True,ctls,eventsfeed.l1.constantcontact.com,443,https://eventsfeed.l1.constantcontact.com:443,https,cloudflare,text/plain,GET,104.18.18.68,/,1268003052,104.18.19.68,Cloudflare,1,False,"Cloudflare, Inc.",cloudflare,True,,,
eventsfeed.r20.constantcontact.com,403 Forbidden,403,151,eventsfeed.r20.constantcontact.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl385386.cloudflaressl.com,ssl385386.cloudflaressl.com,ssl385386.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,3d911e34fe28794979e2c102a6abfa8c,6725736ade0cd74a0547f14299fed5ccf9308d84dec86b626657dc932589d44e,,ctls,eventsfeed.r20.constantcontact.com,443,https://eventsfeed.r20.constantcontact.com:443,https,cloudflare,text/html,GET,104.17.77.51,/,1210513009,104.17.78.51,Cloudflare,8,False,,cloudflare,True,,True,
eventsfeed.s1.constantcontact.com,,403,16,eventsfeed.s1.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-04-22T00:00:00Z,2024-04-21T23:59:59Z,"CN=s1.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",s1.constantcontact.com,*.s1.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",e54233f1deef97f198a8b6b4a4c21dc9,d30bc85fc15692c0ecb4dcb93e3d97ea45a87ffe917fdcadec9f2e530e7c2fe3,True,ctls,eventsfeed.s1.constantcontact.com,443,https://eventsfeed.s1.constantcontact.com:443,https,cloudflare,text/plain,GET,104.18.18.4,/,1268003052,104.18.19.4,Cloudflare,1,False,"Cloudflare, Inc.",cloudflare,True,,,
everyone.constantcontact.com,Just a moment...,403,6506,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://everyone.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-1491351579,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=everyone,,
evolve.constantcontact.com,Just a moment...,403,6517,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://evolve.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-169831624,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=evolve,,
farmers.constantcontact.com,Just a moment...,403,6524,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://farmers.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-1648692657,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=farmers,,
filemaker.constantcontact.com,Just a moment...,403,6529,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://filemaker.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-879137965,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=filemaker,,
files-qa.constantcontact.com,,403,243,files-qa.constantcontact.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-26T00:00:00Z,2024-04-23T23:59:59Z,CN=files-qa.constantcontact.com,files-qa.constantcontact.com,files-qa.ctctcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,be386e43483468d21640cd0e96a62702,38ecd555ef58513e0fea1e621a9e788326545fae4766c4fbcdab02d25fe379ae,,ctls,files-qa.constantcontact.com,443,https://files-qa.constantcontact.com:443,https,AmazonS3,application/xml,GET,143.204.215.30,/,1356696137,2600:9000:214f:3e00:0:9be0:5880:93a1,Amazon Web Services,2,False,,cloudfront,True,,,
files-s1.constantcontact.com,,403,243,files-s1.constantcontact.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-29T00:00:00Z,2024-04-27T23:59:59Z,CN=files-s1.constantcontact.com,files-s1.constantcontact.com,files-s1.ctctcdn.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ab8ca1ab3cf706aa7c2d6786b56d225e,58306518ac29fc6a81f2f759438da139ec8bc167a02736d4b469178a9b578265,,ctls,files-s1.constantcontact.com,443,https://files-s1.constantcontact.com:443,https,AmazonS3,application/xml,GET,13.32.99.46,/,-944117933,2600:9000:2251:ca00:1d:478e:9d40:93a1,Amazon Web Services,2,False,,cloudfront,True,,,
files.constantcontact.com,,403,243,files.constantcontact.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-29T00:00:00Z,2024-04-27T23:59:59Z,CN=files.constantcontact.com,files.constantcontact.com,files.ctctcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0c5b2ea71d898d958f2905e2ed006451,85b8d91fd404813c58e85b2ea37a0a78593b750287be8a0a6eaa61d29af38e9c,,ctls,files.constantcontact.com,443,https://files.constantcontact.com:443,https,AmazonS3,application/xml,GET,143.204.98.27,/,-926276736,2600:9000:2156:c00:5:905f:5740:93a1,Amazon Web Services,2,False,,cloudfront,True,,,
findwhat.constantcontact.com,Just a moment...,403,6527,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://findwhat.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-1211376873,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=findwhat,,
flexrentalsolutions.constantcontact.com,Just a moment...,403,6598,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://flexrentalsolutions.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-960774602,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=flexrentalsolutions,,
foe.constantcontact.com,Just a moment...,403,6483,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://foe.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-1146299723,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=foe,,
fpa.constantcontact.com,Just a moment...,403,6462,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://fpa.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,1005039937,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=fpa,,
franchise.constantcontact.com,Just a moment...,403,6530,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://franchise.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-257039354,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=franchise,,
frankcrum.constantcontact.com,Just a moment...,403,6530,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://frankcrum.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-486778331,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=frankcrum,,
ftg.constantcontact.com,Just a moment...,403,6481,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://ftg.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,1928682097,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=ftg,,
fullsail.constantcontact.com,Just a moment...,403,6527,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://fullsail.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,129443578,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=fullsail,,
gba.constantcontact.com,Just a moment...,403,6483,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://gba.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-1882285831,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=gba,,
gma.constantcontact.com,Just a moment...,403,6483,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://gma.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-1008255558,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=gma,,
go.constantcontact.com,Just a moment...,403,6429,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://go.constantcontact.com:443,https,cloudflare,text/html,GET,104.18.20.162,/,-369089200,104.18.21.162,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",cloudflare,True,https://www.constantcontact.com/,,
go.l1.constantcontact.com,,403,16,go.l1.constantcontact.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f0ce49c4355f812506b3167f8801c263,0da80e680ecf85761e40061ed6453ad8430831ff748af2755def0804d099dc83,,ctls,go.l1.constantcontact.com,443,https://go.l1.constantcontact.com:443,https,cloudflare,text/plain,GET,104.18.2.32,/,1268003052,104.18.3.32,Cloudflare,1,False,"Cloudflare, Inc.",cloudflare,True,,,
go.s1.constantcontact.com,,403,16,go.s1.constantcontact.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,go.s1.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",aa75773a46fef17eb4659ee43ec24576,8b5724fc16421b08e7cabc2284733da6b1191aece6984b717df8da034235e8c1,,ctls,go.s1.constantcontact.com,443,https://go.s1.constantcontact.com:443,https,cloudflare,text/plain,GET,104.18.4.10,/,1268003052,104.18.5.10,Cloudflare,1,False,"Cloudflare, Inc.",cloudflare,True,,,
goldmail.constantcontact.com,Just a moment...,403,6527,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://goldmail.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-1952843229,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=goldmail,,
goldmine.constantcontact.com,Just a moment...,403,6540,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://goldmine.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-1664770325,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=goldminecrm,,
golf.constantcontact.com,403 Forbidden,403,202,golf.constantcontact.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-04-19T18:01:16Z,2024-05-20T18:01:15Z,"CN=events.r20.constantcontact.com, O=Constant Contact\, Inc., L=Waltham, ST=Massachusetts, C=US",events.r20.constantcontact.com,events.r20.constantcontact.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,19fa6b335dc8221ab328727d50f6bec6,9bdae2e4805ffa5c0690f98073010109838920f0354061d41fba01dfcb3884ff,,ctls,golf.constantcontact.com,443,https://golf.constantcontact.com:443,https,Apache,text/html,GET,208.75.122.9,/,-1919887028,208.75.122.9,Apache,9,False,"Constant Contact, Inc.",,,,,
googleapps.constantcontact.com,Just a moment...,403,6557,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://googleapps.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-1023557766,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=googleapps,,
gps.constantcontact.com,Just a moment...,403,6530,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://gps.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-591471541,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=gpsdental,,
haa.constantcontact.com,Just a moment...,403,6461,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://haa.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-1833710327,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=haa,,
