input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,final_url,csp_domains_,tls_expired
b2b-download.trellix.com,McAfee,200,142,b2b-download.trellix.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=www.trellix.com, O=Musarubra US LLC, ST=California, C=US",www.trellix.com,Musarubra US LLC,trellix.com,"CN=Sectigo ECC Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Organization Validation Secure Server CA,Sectigo Limited,982e45f6df45ffe6c756a2976cacbca4,fd52800d82ce9d611711ecb8ee9db2107fed4c4e0208908fabbdeb3cc523977b,ctls,b2b-download.trellix.com,,443,https://b2b-download.trellix.com:443,https,AkamaiNetStorage,text/html,GET,2.23.209.49,/,1864250944,2a02:26f0:480:25::1726:6207,,9,False,,,,,,
banvpn.trellix.com,,200,315,banvpn.trellix.com,443,True,tls12,TLS_RSA_WITH_AES_128_CBC_SHA,2023-03-04T00:00:00Z,2024-03-03T23:59:59Z,"CN=vpn.trellix.com, O=Musarubra US LLC, ST=California, C=US",vpn.trellix.com,Musarubra US LLC,pavvpn1.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0d47b25df02120995236d76e1308a7ce,8b2b78c2ccd91423d7f15092a92f464befd6122194d9a8eb90113560d5537dcb,ctls,banvpn.trellix.com,,443,https://banvpn.trellix.com:443,https,,text/html,GET,103.245.47.188,/,-1840324437,103.245.47.188,HSTS,9,False,,,True,,,
beta.xconsole.trellix.com,ERROR: The request could not be satisfied,403,919,beta.xconsole.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-03-08T23:59:59Z,CN=beta.xconsole.trellix.com,beta.xconsole.trellix.com,,*.beta.xconsole.trellix.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,06f6f76bd250bdf28afd22d838ce7bee,7445234ce59d8a165a13eb8a818cf2772b0f763790c0e340266120a56280acfc,ctls,beta.xconsole.trellix.com,cloudfront,443,https://beta.xconsole.trellix.com:443,https,CloudFront,text/html,GET,108.138.7.119,/,-59515070,108.138.7.24,Amazon Web Services,20,False,True,True,,,,
betaupdate.trellix.com,Trellix | Revolutionary Threat Detection and Response,200,153274,www.trellix.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=www.trellix.com, O=Musarubra US LLC, ST=California, C=US",www.trellix.com,Musarubra US LLC,trellix.com,"CN=Sectigo ECC Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Organization Validation Secure Server CA,Sectigo Limited,982e45f6df45ffe6c756a2976cacbca4,fd52800d82ce9d611711ecb8ee9db2107fed4c4e0208908fabbdeb3cc523977b,ctls,www.trellix.com,,443,https://betaupdate.trellix.com:443,https,,text/html,GET,2.19.126.85,/,1864250944,2a02:26f0:480:f::213:7ed6,HSTS,1364,False,,,,https://www.trellix.com/en-us/index.html,,
bps-scsp.manage.trellix.com,403 Forbidden,403,118,bps-scsp.manage.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-01T23:59:59Z,"CN=bps.manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",bps.manage.trellix.com,Musarubra US LLC,saaspartner.api.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,bc53bd5971b75cc2a98f1a2633c83a0e,2310ce7e5cc9776092db06aaa8309e8c4219e3fb75e4864ae883c1147bea383c,ctls,bps-scsp.manage.trellix.com,,443,https://bps-scsp.manage.trellix.com:443,https,awselb/2.0,text/html,GET,35.82.239.177,/,1344368402,52.43.205.250,,7,False,,,,,,
bps.provisioning.insights.trellix.com,,403,42,bps.provisioning.insights.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-08T00:00:00Z,2024-06-07T23:59:59Z,"CN=bps.provisioning.insights.trellix.com, O=Musarubra US LLC, ST=California, C=US",bps.provisioning.insights.trellix.com,Musarubra US LLC,www.bps.provisioning.insights.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1d8c95c6173f5e833f14c66901d8bd34,4032467b54e7aa00b702820c8ee4571cda94f94519a2b425103413d01abf2678,ctls,bps.provisioning.insights.trellix.com,,443,https://bps.provisioning.insights.trellix.com:443,https,,application/json,GET,44.241.179.198,/,768769774,35.160.179.119,,1,False,,,,,,
bps.provisioning.staging.insights.trellix.com,,403,42,bps.provisioning.staging.insights.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-08T00:00:00Z,2024-06-07T23:59:59Z,"CN=bps.provisioning.staging.insights.trellix.com, O=Musarubra US LLC, ST=California, C=US",bps.provisioning.staging.insights.trellix.com,Musarubra US LLC,www.bps.provisioning.staging.insights.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ce8b22db5b2f4eaaf27f791202f97726,51430b07bfd736d37f890a94a200264f46ce9b72d0187123b50bc28f3fb4e1f4,ctls,bps.provisioning.staging.insights.trellix.com,,443,https://bps.provisioning.staging.insights.trellix.com:443,https,,application/json,GET,52.27.173.27,/,768769774,35.166.86.180,,1,False,,,,,,
bpsapis.beta.manage.trellix.com,,404,50,bpsapis.beta.manage.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-01T23:59:59Z,"CN=bps.beta.manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",bps.beta.manage.trellix.com,Musarubra US LLC,saaspartner.api.beta.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0a68108dfac92b191c11e940dd551f0c,172045b3a0110ce08eacde82df7f7430a51e82d0f78da557e8ce94d5e28fd25c,ctls,bpsapis.beta.manage.trellix.com,,443,https://bpsapis.beta.manage.trellix.com:443,https,,application/json,GET,52.42.202.78,/,-320636204,52.89.116.19,,1,False,,,,,,
bpsapis.manage.trellix.com,,404,50,bpsapis.manage.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-01T23:59:59Z,"CN=bps.manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",bps.manage.trellix.com,Musarubra US LLC,saaspartner.api.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,bc53bd5971b75cc2a98f1a2633c83a0e,2310ce7e5cc9776092db06aaa8309e8c4219e3fb75e4864ae883c1147bea383c,ctls,bpsapis.manage.trellix.com,,443,https://bpsapis.manage.trellix.com:443,https,,application/json,GET,35.82.239.177,/,-320636204,52.43.205.250,,1,False,,,,,,
ca.etp.trellix.com,Trellix - Email Security Cloud,200,2963,ca.etp.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=us.etp.trellix.com, O=Musarubra US LLC, ST=California, C=US",us.etp.trellix.com,Musarubra US LLC,stage-us.etp.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9c32be903170935c4d9091e4d6c2cf09,0ae1fa4a9d66450dcff23f87e6419f8abca4db188316b1a04199db55f2a75e20,ctls,ca.etp.trellix.com,cloudflare,443,https://ca.etp.trellix.com:443,https,cloudflare,text/html,GET,104.18.14.213,/,2057465078,2606:4700::6812:fd5,HSTS,80,False,True,,,,,
cdn-apihub.manage.trellix.com,,404,285,cdn-apihub.manage.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-05-07T23:59:59Z,"CN=manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",manage.trellix.com,Musarubra US LLC,*.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9d6b61759230c23843bd3c623e7027f2,b42d23a92f253d7d63d9607064c7dd1a1b0583b82d2183fdfd14337b8fa474ce,ctls,cdn-apihub.manage.trellix.com,cloudfront,443,https://cdn-apihub.manage.trellix.com:443,https,AmazonS3,application/xml,GET,52.222.214.92,/,606578075,52.222.214.30,Amazon Web Services,2,False,True,True,,,,
cdn-usw001.manage.trellix.com,,200,254575,cdn-usw001.manage.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-05-07T23:59:59Z,"CN=manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",manage.trellix.com,Musarubra US LLC,*.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9d6b61759230c23843bd3c623e7027f2,b42d23a92f253d7d63d9607064c7dd1a1b0583b82d2183fdfd14337b8fa474ce,ctls,cdn-usw001.manage.trellix.com,cloudfront,443,https://cdn-usw001.manage.trellix.com:443,https,AmazonS3,application/xml,GET,143.204.215.63,/,-1745695857,143.204.215.70,Amazon Web Services,2,False,True,True,,,,
cdn-usw002.manage.trellix.com,,200,254579,cdn-usw002.manage.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-05-07T23:59:59Z,"CN=manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",manage.trellix.com,Musarubra US LLC,*.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9d6b61759230c23843bd3c623e7027f2,b42d23a92f253d7d63d9607064c7dd1a1b0583b82d2183fdfd14337b8fa474ce,ctls,cdn-usw002.manage.trellix.com,cloudfront,443,https://cdn-usw002.manage.trellix.com:443,https,AmazonS3,application/xml,GET,18.66.147.97,/,1885715008,18.66.147.67,Amazon Web Services,2,False,True,True,,,,
cdn-usw003.manage.trellix.com,,200,254633,cdn-usw003.manage.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-05-07T23:59:59Z,"CN=manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",manage.trellix.com,Musarubra US LLC,*.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9d6b61759230c23843bd3c623e7027f2,b42d23a92f253d7d63d9607064c7dd1a1b0583b82d2183fdfd14337b8fa474ce,ctls,cdn-usw003.manage.trellix.com,cloudfront,443,https://cdn-usw003.manage.trellix.com:443,https,AmazonS3,application/xml,GET,108.138.17.28,/,1237456103,108.138.17.77,Amazon Web Services,2,False,True,True,,,,
cdn-usw004.manage.trellix.com,,200,254632,cdn-usw004.manage.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-05-07T23:59:59Z,"CN=manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",manage.trellix.com,Musarubra US LLC,*.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9d6b61759230c23843bd3c623e7027f2,b42d23a92f253d7d63d9607064c7dd1a1b0583b82d2183fdfd14337b8fa474ce,ctls,cdn-usw004.manage.trellix.com,cloudfront,443,https://cdn-usw004.manage.trellix.com:443,https,AmazonS3,application/xml,GET,13.225.78.79,/,512416370,13.225.78.26,Amazon Web Services,2,False,True,True,,,,
cdn1.manage.trellix.com,Invalid URL,400,209,cdn1.manage.trellix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,ctls,cdn1.manage.trellix.com,,443,https://cdn1.manage.trellix.com:443,https,AkamaiGHost,text/html,GET,23.213.161.24,/,675735191,2a02:26f0:3500:11::215:14da,,8,False,,True,True,,,
cdn2.manage.trellix.com,Invalid URL,400,209,cdn2.manage.trellix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,ctls,cdn2.manage.trellix.com,,443,https://cdn2.manage.trellix.com:443,https,AkamaiGHost,text/html,GET,2.19.126.90,/,1713223516,2a02:26f0:480:f::213:7ed0,,8,False,,True,True,,,
cloud.manage.trellix.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://cloud.manage.trellix.com:80,http,CloudFront,text/html,GET,108.138.17.66,/,1870124162,108.138.17.38,Amazon Web Services,20,False,True,,,,,
cms.manage.trellix.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://cms.manage.trellix.com:80,http,CloudFront,text/html,GET,108.138.7.33,/,839073439,2600:9000:2490:9600:8:324a:3480:93a1,Amazon Web Services,20,False,True,,,,,
communitym.trellix.com,Trellix Support Community Forums,200,107052,communitym.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:00:00Z,2024-03-28T23:59:59Z,"CN=secure08.lithium.com, O=Khoros\, LLC, L=Austin, ST=Texas, C=US",secure08.lithium.com,"Khoros, LLC",community.st.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c56746d31dd1f6314dd322421839a979,c2b1b6b49866f38b7c38096c0cd06098729ecafbf3faab0ea48f87bf16d1acd2,ctls,communitym.trellix.com,cloudfront,443,https://communitym.trellix.com:443,https,Apache,text/html,GET,143.204.215.48,/,-1840324437,2600:9000:214f:c600:0:9c36:2c80:93a1,PHP,3794,False,True,True,True,,,
communitymsso.trellix.com,Trellix Support Community Forums,200,107067,communitym.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:00:00Z,2024-03-28T23:59:59Z,"CN=secure08.lithium.com, O=Khoros\, LLC, L=Austin, ST=Texas, C=US",secure08.lithium.com,"Khoros, LLC",community.st.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c56746d31dd1f6314dd322421839a979,c2b1b6b49866f38b7c38096c0cd06098729ecafbf3faab0ea48f87bf16d1acd2,ctls,communitym.trellix.com,,443,https://communitymsso.trellix.com:443,https,Apache,text/html,GET,38.109.230.126,/,-283037007,38.109.230.126,PHP,3794,False,,True,True,https://communitym.trellix.com/,,
content.beta.manage.trellix.com,403 - Forbidden: Access is denied.,403,1233,content.beta.manage.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-01T23:59:59Z,"CN=bps.beta.manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",bps.beta.manage.trellix.com,Musarubra US LLC,saaspartner.api.beta.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0a68108dfac92b191c11e940dd551f0c,172045b3a0110ce08eacde82df7f7430a51e82d0f78da557e8ce94d5e28fd25c,ctls,content.beta.manage.trellix.com,,443,https://content.beta.manage.trellix.com:443,https,Microsoft-IIS/10.0,text/html,GET,52.89.116.19,/,1631801191,52.42.202.78,Windows Server,30,False,,,,,,
content.manage.trellix.com,403 - Forbidden: Access is denied.,403,1233,content.manage.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-01T23:59:59Z,"CN=bps.manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",bps.manage.trellix.com,Musarubra US LLC,saaspartner.api.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,bc53bd5971b75cc2a98f1a2633c83a0e,2310ce7e5cc9776092db06aaa8309e8c4219e3fb75e4864ae883c1147bea383c,ctls,content.manage.trellix.com,,443,https://content.manage.trellix.com:443,https,Microsoft-IIS/10.0,text/html,GET,35.82.239.177,/,1631801191,52.43.205.250,Windows Server,30,False,,,,,,
content.myaccounts-pendo.trellix.com,,403,300,content.myaccounts-pendo.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-04T00:00:00Z,2024-08-02T23:59:59Z,CN=content.myaccounts-pendo.trellix.com,content.myaccounts-pendo.trellix.com,,content.myaccounts-pendo.trellix.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,545403adda7f6633dab4740ae0cffc58,53a1d53a777c32130a8d8c402abfdee628d04a529a0af74b28783db7fc031323,ctls,content.myaccounts-pendo.trellix.com,cloudfront,443,https://content.myaccounts-pendo.trellix.com:443,https,UploadServer,application/xml,GET,52.222.214.37,/,501560377,2600:9000:223d:7400:1d:d2:8740:93a1,Amazon Web Services,1,False,True,,,,,
content.pendo.trellix.com,,403,300,content.pendo.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-22T00:00:00Z,2024-07-21T23:59:59Z,CN=content.pendo.trellix.com,content.pendo.trellix.com,,content.pendo.trellix.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,980e6d81b3b8a2d4543a4701a04abf03,ddf21db412cfefa536c62d0ef346e6a2a66f9c2e2aa58c087b323b542da05bbd,ctls,content.pendo.trellix.com,cloudfront,443,https://content.pendo.trellix.com:443,https,UploadServer,application/xml,GET,52.222.214.83,/,501560377,2600:9000:223d:9400:7:ef2a:8ec0:93a1,Amazon Web Services,1,False,True,,,,,
content.trellix.com,Bad request,400,547,content.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-01T23:59:59Z,"CN=bps.manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",bps.manage.trellix.com,Musarubra US LLC,saaspartner.api.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,bc53bd5971b75cc2a98f1a2633c83a0e,2310ce7e5cc9776092db06aaa8309e8c4219e3fb75e4864ae883c1147bea383c,ctls,content.trellix.com,,443,https://content.trellix.com:443,https,awselb/2.0,text/html,GET,52.43.205.250,/,1544982160,35.82.239.177,,19,False,,,True,,,
crmavert-qa.trellix.com,The resource cannot be found.,404,1911,crmavert-qa.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-04-17T23:59:59Z,"CN=crmavert-qa.trellix.com, O=Musarubra US LLC, ST=California, C=US",crmavert-qa.trellix.com,Musarubra US LLC,www.crmavert-qa.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1a0987101d263d6d9c1830513d3b2d9c,312ce4529cb16ec34de6dcae01422561838b094c4f2d822a72da63d29c41b0bf,ctls,crmavert-qa.trellix.com,,443,https://crmavert-qa.trellix.com:443,https,Microsoft-IIS/10.0,text/html,GET,136.179.58.21,/,1631801191,136.179.58.21,Windows Server,43,False,,,,,,
crmintm.trellix.com,403 - Forbidden: Access is denied.,403,1233,crmintm.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=crmintm.trellix.com, O=Musarubra US LLC, ST=California, C=US",crmintm.trellix.com,Musarubra US LLC,www.crmintm.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3503782efeb2e98611fc534df6933da3,446fd841cd060fb6164e1e1dc42c6e01a93558139c4b3e69e1d82c2d54b9944e,ctls,crmintm.trellix.com,,443,https://crmintm.trellix.com:443,https,Microsoft-IIS/10.0,text/html,GET,38.109.230.105,/,1631801191,38.109.230.105,Windows Server,30,False,,,,,,
crmintmqa.trellix.com,403 - Forbidden: Access is denied.,403,1233,crmintmqa.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=crmintmqa.trellix.com, O=Musarubra US LLC, ST=California, C=US",crmintmqa.trellix.com,Musarubra US LLC,www.crmintmqa.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,65dd822c93079dc1297d80b58e071611,303501fae5336473ddf882537b2d89dde16a4d926d0a91f9c2c877defd7df7ab,ctls,crmintmqa.trellix.com,,443,https://crmintmqa.trellix.com:443,https,Microsoft-IIS/10.0,text/html,GET,38.109.230.43,/,1631801191,38.109.230.43,Windows Server,30,False,,,,,,
cs-notices.trellix.com,Trellix | Revolutionary Threat Detection and Response,200,153274,www.trellix.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=www.trellix.com, O=Musarubra US LLC, ST=California, C=US",www.trellix.com,Musarubra US LLC,trellix.com,"CN=Sectigo ECC Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Organization Validation Secure Server CA,Sectigo Limited,982e45f6df45ffe6c756a2976cacbca4,fd52800d82ce9d611711ecb8ee9db2107fed4c4e0208908fabbdeb3cc523977b,ctls,www.trellix.com,,443,https://cs-notices.trellix.com:443,https,,text/html,GET,3.92.120.28,/,-1840324437,3.215.172.219,HSTS,1364,False,,,,https://www.trellix.com/en-us/index.html,,
csupp-dev.databus.gtiservice.trellix.com,,403,23,csupp-dev.databus.gtiservice.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-07T00:00:00Z,2024-07-06T23:59:59Z,"CN=databus.gtiservice.trellix.com, O=Musarubra US LLC, ST=California, C=US",databus.gtiservice.trellix.com,Musarubra US LLC,supportability.databus.gtiservice.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2ba3e8f986aca853d478a779f4e14186,7df25b5c38f8be843a7bc7427ad4c616e12518599bdbd187188feb397939eda0,ctls,csupp-dev.databus.gtiservice.trellix.com,cloudfront,443,https://csupp-dev.databus.gtiservice.trellix.com:443,https,,application/json,GET,18.66.97.103,/,968070783,18.66.97.26,Amazon Web Services,1,False,True,,,,,
csupp-prodfailover.databus.gtiservice.trellix.com,,403,23,csupp-prodfailover.databus.gtiservice.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-07T00:00:00Z,2024-07-06T23:59:59Z,"CN=databus.gtiservice.trellix.com, O=Musarubra US LLC, ST=California, C=US",databus.gtiservice.trellix.com,Musarubra US LLC,supportability.databus.gtiservice.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2ba3e8f986aca853d478a779f4e14186,7df25b5c38f8be843a7bc7427ad4c616e12518599bdbd187188feb397939eda0,ctls,csupp-prodfailover.databus.gtiservice.trellix.com,cloudfront,443,https://csupp-prodfailover.databus.gtiservice.trellix.com:443,https,,application/json,GET,108.138.17.15,/,968070783,108.138.17.120,Amazon Web Services,1,False,True,,,,,
csupp-test.databus.gtiservice.trellix.com,,403,23,csupp-test.databus.gtiservice.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-07T00:00:00Z,2024-07-06T23:59:59Z,"CN=databus.gtiservice.trellix.com, O=Musarubra US LLC, ST=California, C=US",databus.gtiservice.trellix.com,Musarubra US LLC,supportability.databus.gtiservice.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2ba3e8f986aca853d478a779f4e14186,7df25b5c38f8be843a7bc7427ad4c616e12518599bdbd187188feb397939eda0,ctls,csupp-test.databus.gtiservice.trellix.com,cloudfront,443,https://csupp-test.databus.gtiservice.trellix.com:443,https,,application/json,GET,52.222.236.97,/,968070783,52.222.236.53,Amazon Web Services,1,False,True,,,,,
