input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,webserver,tls_wildcard_certificate,tls_expired,tls_self_signed,csp_domains_,final_url
embedded.creditkarma.com,,404,23,embedded.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-31T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.creditkarma.com,creditkarma.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,1283eddf4681da89db0843c414d66c9f,68c475f0052277c488fda143d042d78be3c5c45faa83c9ae4c4f542e084497a7,ctls,embedded.creditkarma.com,,443,https://embedded.creditkarma.com:443,https,text/html,GET,23.52.120.75,/,1516124508,23.52.120.75,HSTS,2,False,,,"Credit Karma, LLC",CK-FG-server,True,,,,
engineering.creditkarma.com,Credit Karma Engineering Blog - How Credit Karma engineers are helping 100 million members make financial progress,200,167430,engineering.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-15T00:00:00Z,2023-08-15T23:59:59Z,"CN=blog.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",blog.creditkarma.com,engineering.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,18ceb7c5aa9f44b3119fc2f1782e34c0,646449874dde6e10beddb6f5deb2e98842822da2a3544c5f5d79bfffa4db0b59,ctls,engineering.creditkarma.com,,443,https://engineering.creditkarma.com:443,https,text/html,GET,95.100.66.138,/,1274734426,95.100.66.138,Yoast SEO:20.2.1,1197,False,,,Credit Karma LLC,nginx,,,,https://www.creditkarma.com,
envs.corp.creditkarma.ca,403,403,134,envs.corp.creditkarma.ca,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-01T08:24:24Z,2023-08-30T09:17:37Z,CN=envs.corp.creditkarma.ca,envs.corp.creditkarma.ca,envs.corp.creditkarma.ca,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,3d3e0fbb79cd31528fd701130bd7c14b,eb94292f6b99408e0a6dfd88775f192ded62b69baf611886649c0f4a2b8c0d3c,ctls,envs.corp.creditkarma.ca,google,443,https://envs.corp.creditkarma.ca:443,https,text/html,GET,34.120.234.147,/,1723221432,34.120.234.147,HTTP/3,1,False,True,,,,,,,,
gs.apply.creditkarma.com,Error | Intuit Credit Karma,400,98174,gs.apply.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-03-01T23:59:59Z,"CN=*.apply.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.apply.creditkarma.com,apply.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17ad9ea3c8650ce169939bb899aad4d7,5679036387eb42b7cc54a308396295129b155a534ec116252ad9428b49bc2e1f,ctls,gs.apply.creditkarma.com,,443,https://gs.apply.creditkarma.com:443,https,text/html,GET,23.67.132.87,/,-2136863442,23.67.132.87,React,115,False,,,"Credit Karma, LLC",CK-FG-server,True,,,www.creditkarma.com,
help.creditkarma.com,,200,1782,help.creditkarma.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-05T00:00:00Z,2024-07-09T23:59:59Z,"CN=help.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",help.creditkarma.com,help.creditkarma.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,11489b406bd47dc839e2ef5e622fd1d6,1fa236f4b5216d66459c60cd2dacec9653e13723a9e758d20d120f108e0f7e66,ctls,help.creditkarma.com,,443,https://help.creditkarma.com:443,https,text/html,GET,85.222.140.11,/,1433417005,85.222.140.10,Salesforce,14,False,,,Credit Karma LLC,sfdcedge,,,,https://accounts.creditkarma.com,
helpcenter.creditkarma.ca,salesforce.com,200,100670,creditkarma1.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=na133.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",na133.salesforce.com,*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f513e2253e7f30a4d91363bbab6484ab,ea71a6ec180e867aae65d130283c9371ce341632645ab7f715e3352f1e27c05f,ctls,creditkarma1.my.salesforce.com,,443,https://helpcenter.creditkarma.ca:443,https,text/html,GET,13.110.66.2,/,1433417005,13.110.41.2,HSTS,221,False,,,"salesforce.com, inc.",,True,,,,https://creditkarma1.my.salesforce.com/0I41U000000TOe4
helpcenter.creditkarma.com,,503,3367,helpcenter.creditkarma.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2019-05-13T00:00:00Z,2021-05-17T12:00:00Z,"CN=helpcenter.creditkarma.com, OU=Operations, O=Credit Karma Inc., L=San Francisco, ST=California, C=US",helpcenter.creditkarma.com,helpcenter.creditkarma.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,c6e88ee70eb9c6a953d172e14cfadc65,ccbdada3049cb7d929bc3a86dcabf98a334e1eeac3984436e59fa3cb8bc7d610,ctls,helpcenter.creditkarma.com,,443,https://helpcenter.creditkarma.com:443,https,text/html,GET,85.222.140.11,/,1433417005,85.222.140.13,Salesforce,64,False,,,Credit Karma Inc.,sfdcedge,,True,,,
https://sh-exp-ck.app.intuit.com,Credit Karma One Help Hub,200,106066,sh-exp-ck.app.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,sh-exp-ck.app.intuit.com,,443,https://sh-exp-ck.app.intuit.com:443,https,text/html,GET,3.130.37.92,/,253233517,3.135.242.253,Zipkin,1,False,,True,INTUIT INC.,istio-envoy,True,,,https://uxfabric.intuitcdn.net/gdpr-widget/:*,https://sh-exp-ck.app.intuit.com/s/en-us
io.apply.creditkarma.com,Error | Intuit Credit Karma,400,98174,io.apply.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-03-01T23:59:59Z,"CN=*.apply.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.apply.creditkarma.com,apply.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17ad9ea3c8650ce169939bb899aad4d7,5679036387eb42b7cc54a308396295129b155a534ec116252ad9428b49bc2e1f,ctls,io.apply.creditkarma.com,,443,https://io.apply.creditkarma.com:443,https,text/html,GET,84.53.167.204,/,-2136863442,84.53.167.204,React,115,False,,,"Credit Karma, LLC",CK-FG-server,True,,,https://creditkarma-com.go-vip.co,
ivr.admin.creditkarma.com,,404,60,ivr.admin.creditkarma.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-14T00:00:00Z,2024-07-04T23:59:59Z,"CN=*.admin.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",*.admin.creditkarma.com,*.admin.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9bfc87319875126a81a0493ec34a8618,a7215002994361b0eecbdc8e602376e9e72f07f9415b859519e89f97699df436,ctls,ivr.admin.creditkarma.com,google,443,https://ivr.admin.creditkarma.com:443,https,application/json,GET,34.120.252.55,/,1390603384,34.120.252.55,HTTP/3,1,False,True,,Credit Karma LLC,envoy,True,,,,
jira.creditkarma.com,403,403,134,jira.creditkarma.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-29T17:18:43Z,2025-06-28T17:18:43Z,"CN=jira.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=CA, C=US",jira.creditkarma.com,confluence.creditkarma.com,"CN=Credit Karma Corporate Issuing Certification Authority 01, DC=corp, DC=creditkarma, DC=com, DC=corp, DC=creditkarma, DC=com",Credit Karma Corporate Issuing Certification Authority 01,,ccb02082dee83f5c50adc203d0d2142f,f84771c4161c82c41967610447e1895e02197f07c9886546cac96cd1a6378555,ctls,jira.creditkarma.com,google,443,https://jira.creditkarma.com:443,https,text/html,GET,34.117.234.115,/,1723221432,34.117.234.115,HTTP/3,1,False,True,,"Credit Karma, LLC",,,,,,
jiradev.corp.creditkarma.com,403,403,134,jiradev.corp.creditkarma.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-23T21:21:12Z,2025-06-22T21:21:12Z,"CN=jiradev.corp.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=CA, C=US",jiradev.corp.creditkarma.com,confdev.corp.creditkarma.com,"CN=Credit Karma Corporate Issuing Certification Authority 01, DC=corp, DC=creditkarma, DC=com, DC=corp, DC=creditkarma, DC=com",Credit Karma Corporate Issuing Certification Authority 01,,91d7459e36e0724d57de30804a62376d,7eef7cfa7d6a479b96ce54f9d3a1584f1ed606e546991d0e78ff4a7a0bb1cdf9,ctls,jiradev.corp.creditkarma.com,google,443,https://jiradev.corp.creditkarma.com:443,https,text/html,GET,34.160.166.236,/,1723221432,34.160.166.236,HTTP/3,1,False,True,,"Credit Karma, LLC",,,,,,
jss.corp.creditkarma.com,,200,4838,jss.corp.creditkarma.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-27T00:00:00Z,2024-05-26T23:59:59Z,CN=jss.corp.creditkarma.com,jss.corp.creditkarma.com,jss.corp.creditkarma.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,311bbc6ed126e59c3534df38c41a1866,0909cb5ee8be53e65d9e00b03784f6557df58d74d81259443496077ca08fd948,ctls,jss.corp.creditkarma.com,,443,https://jss.corp.creditkarma.com:443,https,text/html,GET,44.230.135.191,/,1262005940,54.213.164.138,Java,26,False,,,,Jamf Cloud Node,,,,,https://jss.corp.creditkarma.com/saml/login
ma.apply.creditkarma.com,Error | Intuit Credit Karma,400,98174,ma.apply.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-03-01T23:59:59Z,"CN=*.apply.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.apply.creditkarma.com,apply.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17ad9ea3c8650ce169939bb899aad4d7,5679036387eb42b7cc54a308396295129b155a534ec116252ad9428b49bc2e1f,ctls,ma.apply.creditkarma.com,,443,https://ma.apply.creditkarma.com:443,https,text/html,GET,84.53.167.204,/,-2136863442,84.53.167.204,React,115,False,,,"Credit Karma, LLC",CK-FG-server,True,,,https://ckgoprod-a.akamaihd.net,
mk.apply.creditkarma.com,Error | Intuit Credit Karma,400,98174,mk.apply.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-03-01T23:59:59Z,"CN=*.apply.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.apply.creditkarma.com,apply.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17ad9ea3c8650ce169939bb899aad4d7,5679036387eb42b7cc54a308396295129b155a534ec116252ad9428b49bc2e1f,ctls,mk.apply.creditkarma.com,,443,https://mk.apply.creditkarma.com:443,https,text/html,GET,84.53.167.204,/,-2136863442,84.53.167.204,React,115,False,,,"Credit Karma, LLC",CK-FG-server,True,,,https://storage.googleapis.com/creditkarmachat/,
newton.creditkarma.com,,404,74,newton.creditkarma.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-22T12:51:50Z,2023-09-20T12:51:49Z,CN=*.doc-kit.revolut.codes,*.doc-kit.revolut.codes,*.doc-kit.revolut.codes,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a89d64e1c746384b834bec20db6cd981,2cb1fb4dcba05f4bfb66bb2e3dff65edfa101a77fd46fc10c15bbfedefd070c2,ctls,newton.creditkarma.com,google,443,https://newton.creditkarma.com:443,https,text/plain,GET,34.102.207.246,/,-1446740353,34.102.207.246,HTTP/3,2,False,True,True,,,True,,,,
newton.us-central1.creditkarma.com,,404,74,newton.us-central1.creditkarma.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-22T12:51:50Z,2023-09-20T12:51:49Z,CN=*.doc-kit.revolut.codes,*.doc-kit.revolut.codes,*.doc-kit.revolut.codes,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a89d64e1c746384b834bec20db6cd981,2cb1fb4dcba05f4bfb66bb2e3dff65edfa101a77fd46fc10c15bbfedefd070c2,ctls,newton.us-central1.creditkarma.com,google,443,https://newton.us-central1.creditkarma.com:443,https,text/plain,GET,34.102.207.246,/,-1446740353,34.102.207.246,HTTP/3,2,False,True,True,,,True,,,,
om.apply.creditkarma.com,Error | Intuit Credit Karma,400,98174,om.apply.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-03-01T23:59:59Z,"CN=*.apply.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.apply.creditkarma.com,apply.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17ad9ea3c8650ce169939bb899aad4d7,5679036387eb42b7cc54a308396295129b155a534ec116252ad9428b49bc2e1f,ctls,om.apply.creditkarma.com,,443,https://om.apply.creditkarma.com:443,https,text/html,GET,84.53.167.204,/,-2136863442,84.53.167.204,React,115,False,,,"Credit Karma, LLC",CK-FG-server,True,,,https://connect.facebook.net,
oo.apply.creditkarma.com,Error | Intuit Credit Karma,400,98174,oo.apply.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-03-01T23:59:59Z,"CN=*.apply.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.apply.creditkarma.com,apply.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17ad9ea3c8650ce169939bb899aad4d7,5679036387eb42b7cc54a308396295129b155a534ec116252ad9428b49bc2e1f,ctls,oo.apply.creditkarma.com,,443,https://oo.apply.creditkarma.com:443,https,text/html,GET,84.53.167.204,/,-2136863442,84.53.167.204,React,115,False,,,"Credit Karma, LLC",CK-FG-server,True,,,https://www.creditkarma.com,
open.mail.creditkarma.com,Anti-Spam and Privacy,200,3323,open.mail.creditkarma.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-19T00:00:00Z,2024-05-28T23:59:59Z,"CN=*.acoustic-adm.com, O=Acoustic\, L.P., L=Atlanta, ST=Georgia, C=US",*.acoustic-adm.com,acoustic-adm.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,27fe9597e880b7afde1d00b0810d1dc0,93bffb3dcd3f40d86bdaa888f5389f82b05d1a14a791283b82c57f1b117a8396,ctls,open.mail.creditkarma.com,,443,https://open.mail.creditkarma.com:443,https,text/html,GET,44.199.11.207,/,-1182956792,44.199.11.207,HSTS,149,False,,True,"Acoustic, L.P.",Apache,True,,,,
partner.creditkarma.com,,404,58,partner.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,2023-12-14T23:59:59Z,"CN=partner.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",partner.creditkarma.com,partner.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2026788ea300381bdf260f0cdad1d40c,db35ee7d6ab9584b37b6f19dbca1275252072b4463683bee1510ac030faccdca,ctls,partner.creditkarma.com,,443,https://partner.creditkarma.com:443,https,application/json,GET,2.16.1.24,/,-1385888378,2.16.1.25,HSTS,2,False,,,Credit Karma LLC,CK-FG-server,,,,,
pf.apply.creditkarma.com,Error | Intuit Credit Karma,400,98174,pf.apply.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-03-01T23:59:59Z,"CN=*.apply.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.apply.creditkarma.com,apply.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17ad9ea3c8650ce169939bb899aad4d7,5679036387eb42b7cc54a308396295129b155a534ec116252ad9428b49bc2e1f,ctls,pf.apply.creditkarma.com,,443,https://pf.apply.creditkarma.com:443,https,text/html,GET,23.67.132.87,/,-2136863442,23.67.132.87,React,115,False,,,"Credit Karma, LLC",CK-FG-server,True,,,https://www.googleadservices.com,
platform-console.corp.creditkarma.com,403,403,134,platform-console.corp.creditkarma.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-16T00:00:00Z,2023-08-16T23:59:59Z,"CN=*.corp.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",*.corp.creditkarma.com,*.corp.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8820ad20ac1d2e73cd37d25536c7564e,574baef8e98c7ecad36070406c74eb2b40f01db3a91f3b38a675b429a6a31f25,ctls,platform-console.corp.creditkarma.com,google,443,https://platform-console.corp.creditkarma.com:443,https,text/html,GET,35.190.24.32,/,1723221432,35.190.24.32,HTTP/3,1,False,True,,Credit Karma LLC,,True,,,,
portal.ca.creditkarma.com,,200,170,portal.ca.creditkarma.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2022-11-04T00:00:00Z,2023-12-05T23:59:59Z,"CN=*.ca.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.ca.creditkarma.com,eb5.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,05218f3c13fdda41d002007840457f87,c7095db67dcfd49f42ba67adb8cddd9e669dee492a5664381a9f5e73ca9522a7,ctls,portal.ca.creditkarma.com,,443,https://portal.ca.creditkarma.com:443,https,text/html,GET,206.169.134.29,/,-412060278,206.169.134.29,HSTS,4,False,,,"Credit Karma, LLC",,True,,,,
portal.creditkarma.com,Credit Karma Member Support US,200,123675,portal.creditkarma.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,2024-04-26T23:59:59Z,"CN=portal.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",portal.creditkarma.com,portal.creditkarma.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,29666e98c8973c7f4431a1aed4ad81b8,caf11dc68d44839b066bdcfc96b48351013b9579bb6ab948ece8549e6cc7d0ff,ctls,portal.creditkarma.com,,443,https://portal.creditkarma.com:443,https,text/html,GET,85.222.140.6,/,1433417005,85.222.140.13,HSTS,792,False,,,Credit Karma LLC,sfdcedge,,,,https://location.force.com,https://portal.creditkarma.com/s/
potato.corp.creditkarma.com,403,403,134,potato.corp.creditkarma.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-01-24T23:59:59Z,"CN=potato.corp.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",potato.corp.creditkarma.com,potato.corp.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d23d3413217bd8a8471ec13a3d0724bb,bad674d5311af18ea6315a81688c7decb6d46005eb7d206371d084f2430accab,ctls,potato.corp.creditkarma.com,google,443,https://potato.corp.creditkarma.com:443,https,text/html,GET,34.120.138.22,/,1723221432,34.120.138.22,HTTP/3,1,False,True,,Credit Karma LLC,,,,,,
pr.apply.creditkarma.com,Error | Intuit Credit Karma,400,98174,pr.apply.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-03-01T23:59:59Z,"CN=*.apply.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.apply.creditkarma.com,apply.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17ad9ea3c8650ce169939bb899aad4d7,5679036387eb42b7cc54a308396295129b155a534ec116252ad9428b49bc2e1f,ctls,pr.apply.creditkarma.com,,443,https://pr.apply.creditkarma.com:443,https,text/html,GET,84.53.167.204,/,-2136863442,84.53.167.204,React,115,False,,,"Credit Karma, LLC",CK-FG-server,True,,,https://storage.googleapis.com/creditkarmachat/,
preprod.newton.creditkarma.com,,200,9,,,,,,,,,,,,,,,,,,google,80,http://preprod.newton.creditkarma.com:80,http,text/html,GET,130.211.20.187,/,544201038,130.211.20.187,Google Cloud CDN,2,False,True,,,Apache/2.4.56 (Debian),,,,,
reach-test.creditkarma.com,Sign in - Google Accounts,200,606855,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:48Z,2023-10-02T08:21:47Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,9f3326ff4593e37a7af6a82ce4c770ba,3234e511b50209b2aff25a93e3fdd14f127b548394740cda2a61fc42cdaa5bfb,ctls,accounts.google.com,google,443,https://reach-test.creditkarma.com:443,https,text/html,GET,34.102.207.32,/,387577954,34.102.207.32,HTTP/3,76,False,True,,,ESF,True,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S370097201%3A1690423786159572&client_id=130107206028-comoct42vb2a3n7hkc9egppnua5eb5ho.apps.googleusercontent.com&code_challenge=3X3UD7tz5FxHAXjIMVsbfmz-Gn-O_30bk-cM3nv1pOI&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F130107206028-comoct42vb2a3n7hkc9egppnua5eb5ho.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAE6ZEPkKs94dU8hqovNzidRTdO9szCpT7hPOdN0Eedk80RyQfHxtDMJJaS0ERpayJsNh8tPRTQnQLjDb9tqGBN9Gdyi_VArT2OECUu-MIDMdNzm0Ri0wkJI0iUA0STcI_aPdQXlzl9EQ8rq7FeX_AFYqhvqP-27WbfC08cgr-gDE9bhdUMdkxoTTcCQXgNiMVVHiN9HQ6UTbmiBahI_COZpQVnRLNd70LfdJecb4F0BT7FWzr-uO0Z3clklugMz4Kj-5qYZBCsuWYV9GmuSY9aEZap5ss8TwMaSjUg_c6WLr-1g1fdEisnaXUtMgoyw0Jz2MOZONxlR1YOIrfyeFljnf-22llsniu4-xPk2Xx3b7NS3P-GfCgE-s1H7mNLFfz0qXcFbdR4UY4eSuw_gylNIWnlszp65WXV0DChCo9MBzoL9V6naRMShHGu7CR_3eoYaW5sgVstN2Fv0kwV6bbShyIGg0Ys8tt7vSLReHBCvTtzCZRKM75zn37Zp9pOH4i3fp4WXJJl6RObLFEhy3WTaDBxu0LPu8g3LqkJb4Kcob7k253f31ZCM6TH5Sl0KPJgREnrzROag_vVrvk2d9Qcx6oTmgxC6TUtdHXGTHZOcDC3dWj-gIlVhcdR4n3tbalT3jjNUmed6soIGtPQgO6QXr0HgXOGc7hgZK91kXWj54ug-eyCMMOe5ICxwCfdlFwnG-49RTYBsCjSsWIS2JtCIrLkqEfTdUqy3zAfZDu93V8KCiImA09hlZlyK_b8jCizrZdw1YBYE_e2AMIdqREykhcTAtL4L_DFPhEgFi5SsfI_ayJ3HIGozRfemhiXa4s3FRwJXBtf332g2DqXRov6Ca0W2kQnWBNV6mjua1BztLYZvcYo3D3GYBhN46lJjYeoggEjc-65OvbQZ9mhLEi97RvaGC5wBYDv7JJ0OyMgZenebC-7w2PrgzCKXZ_b76JubHJnr5gGAYMCDE_znnhgsowWoWum7tagh-MxAEyoLkYtp13Cs2ReiTY95OYfjkSnT1pRcA10_6AnN89Fe1UKDBvGWnYY3avizGSWKA&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAPX3lkiXJId2Qt4n4tPRSytG8whRoSsBEVQSbC2E-kZR2Rjmj1vopToJnpfVDARvK4mu3mYkyI3OUW_32rKxAY7sJJNqF6mWnOUL8XrtEMY02wfTk-cBEqR0yFiEE9JwCW-OJfNwKIHokpCoGMF0ydXToWUON-bRGWSfRzdUVBM_Wd7H_iAfUg4wCtm8Ar8vCHhhSXeVdauxfaVwb-eAEymtY1vHLm0xALrtKeN2LfzZjaBYnIPzpHl08lc_wU9FyiLYMXGREFVOGLM9OLtighVQfJOLcZYQWqgXbw7J7HpzJ5keGxNopzfizaUReZ9hrtPf76rQV6JaqsBU1GKhzgiB1he9z6p1n7KY3ERQbjd9o9mBCjupKmsgsj1Ie6JRnyV2yxaPhMf0ho_390U_94ywTTe3z5UWoode_2IgxLAU0Co5DxsBHLSkKrT-8_LF5pHlPgneg4q9BCzQaGHtw3cAaIznA%26as%3DS370097201%253A1690423786159572%26client_id%3D130107206028-comoct42vb2a3n7hkc9egppnua5eb5ho.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxce3-LETe-2x5Xo4xqn80uebQcYPQwualKIv2poTmX0pQEsvwE7ccbNuDqekz-M1QOndgVASB-3GbS9gT0Fq4iLTx7BwIg
