new,host,a,soa,status_code,ns,cdn,cdn-name,aaaa,cname,caa,mx,txt
[x],air-france.okta-test-1pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],air-france.pl.pr.okta-test-18.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],air-france.prreviews.documents.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],air-francetrial.pr.dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ak.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],akamai.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],alapac.comp.virus.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],alaska.pr-okta-test-18.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],alaska.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],alaska.pr.okta-test-18.dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],albuquerque-tr.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],albuquerque.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],albuquerque.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],alerts.pr.dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],alpha.pr.dev.vivy.com,,"ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],amandas-iphone.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],amarillo.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],americas.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],anaheim.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],analytics.vivy.com,3.68.95.108,"ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],announce.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],antivirmailforwindows8.staging.vivy.com,"3.74.193.56, 18.196.163.78, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],antivirprofile.23-227-37-137.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],antivirus.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],antivirus1ev-frontpage.okta-test-1.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],antsofgodarequeerfish.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ao.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],ap.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],apache.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],apache2-igloo.ux.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],api.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],app.pr.dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],app.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],app01.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],app1.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],apple.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],appointments.vivy.com,,"ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],apps.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],aq.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],arcsight.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],arcsight.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],arizona.pr.dev.vivy.com,,"ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],arlington.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],arztupload.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],asides.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],asp.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],assets-yammer.com.office.americanexpress.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],asterix.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143",,NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],athena.pr.dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],athena.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],att.pr.dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],att.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],au.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],austin.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],auth-ns.okta-test-18auth-ns.auth-ns.staging.vivy.com,"3.121.175.76, 18.196.163.78, 3.74.193.56","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],auth-nsfrance.auth-ns.staging.vivy.com,"3.74.193.56, 3.121.175.76, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],auth.auth-ns.auth-ns.staging.vivy.com,"3.74.193.56, 18.196.163.78, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],auth.auth-ns.staging.vivy.com,"18.196.163.78, 3.121.175.76, 3.74.193.56","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],auth.staging.vivy.com,"3.121.175.76, 18.196.163.78, 3.74.193.56","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],auth.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],auto.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],autodiscover.auth-ns.auth-ns.staging.vivy.com,"3.74.193.56, 18.196.163.78, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],autodiscover.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],autorun.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],autorun.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ayuda.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],b01.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],b02.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],b2c.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ba.auth-ns.staging.vivy.com,"3.74.193.56, 3.121.175.76, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],backend.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],baidu-anforumivirus.en.sforumaging.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bakersfield.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],balancer.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],balancer.staging.vivy.com,"18.196.163.78, 3.74.193.56, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],balancer.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],baltimore.auth-ns.auth-ns.staging.vivy.com,"3.74.193.56, 18.196.163.78, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],baltimore.auth-ns.staging.vivy.com,"3.74.193.56, 3.121.175.76, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bambocumentes.designer.pr.dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bayarea.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],baz.test.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bbs.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bd.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bdc.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bdc.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],be.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bea.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],benjamino.agora.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],beta.oktascimserver.portal.staging.vivy.com,"13.32.121.88, 13.32.121.117, 13.32.121.127, 13.32.121.13","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,
[x],beta.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bg.pr.dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bh.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bh.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bi.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],billing.auth-ns.staging.vivy.com,"18.196.163.78, 3.74.193.56, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bitcoinbasecirclesupport--37-137-blogstaging.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],biztalk.auth-ns.staging.vivy.com,"18.196.163.78, 3.121.175.76, 3.74.193.56","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bj.auth-ns.auth-ns.staging.vivy.com,"18.196.163.78, 3.74.193.56, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],black.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],blackberry.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],blackberry.pr.okta-test-18.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],blog2.www.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],blogs.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],blue.auth-ns.staging.vivy.com,"3.121.175.76, 18.196.163.78, 3.74.193.56","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],blue.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bm.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bmarizona.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bmazpwvoktap04.portal.staging.vivy.com,"13.32.121.117, 13.32.121.127, 13.32.121.13, 13.32.121.88","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,
[x],bn.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bn3confidential.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bnc.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bnc.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bobmarchcust76.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],boise.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bolsa.staging.vivy.com,"3.74.193.56, 3.121.175.76, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bolsa.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],border.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],border.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],br.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],bravo.auth-ns.auth-ns.staging.vivy.com,"3.74.193.56, 18.196.163.78, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bravo.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],brennanost.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],broadcast.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],broker.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],broker.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bronze.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bsd01.auth-ns.auth-ns.staging.vivy.com,"18.196.163.78, 3.121.175.76, 3.74.193.56","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bsd2.auth-ns.auth-ns.staging.vivy.com,"3.121.175.76, 3.74.193.56, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bt.auth-ns.auth-ns.staging.vivy.com,"3.74.193.56, 18.196.163.78, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bug.auth-ns.auth-ns.staging.vivy.com,"3.74.193.56, 18.196.163.78, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],build.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],build.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bulletins.auth-ns.auth-ns.staging.vivy.com,"3.74.193.56, 3.121.175.76, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],bulletins.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],burberrybagsoutlet.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],burner.auth-ns.auth-ns.staging.vivy.com,"3.121.175.76, 3.74.193.56, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],buy.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bv.auth-ns.staging.vivy.com,,"ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bv.staging.vivy.com,"18.196.163.78, 3.74.193.56, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bw.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],by.auth-ns.auth-ns.staging.vivy.com,"3.121.175.76, 18.196.163.78, 3.74.193.56","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],by.pr.dev.vivy.com,,"ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ca.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
