new,host,a,soa,status_code,cdn,cdn-name,cname,txt,aaaa,ns,mx,caa,has_internal_ips,internal_ips,ptr
[x],gateway-12-66.uscg.mil,152.121.12.66,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-67.uscg.mil,,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-68.uscg.mil,152.121.12.68,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-70.uscg.mil,152.121.12.70,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-71.uscg.mil,152.121.12.71,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-72.uscg.mil,,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-73.uscg.mil,152.121.12.73,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-74.uscg.mil,152.121.12.74,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-75.uscg.mil,152.121.12.75,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-76.uscg.mil,152.121.12.76,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-77.uscg.mil,152.121.12.77,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-78.uscg.mil,152.121.12.78,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-79.uscg.mil,152.121.12.79,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-8.uscg.mil,152.121.12.8,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-83.uscg.mil,152.121.12.83,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-84.uscg.mil,152.121.12.84,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-85.uscg.mil,152.121.12.85,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-87.uscg.mil,152.121.12.87,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-88.uscg.mil,152.121.12.88,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-89.uscg.mil,152.121.12.89,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-9.uscg.mil,152.121.12.9,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-90.uscg.mil,152.121.12.90,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-91.uscg.mil,,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-92.uscg.mil,152.121.12.92,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-94.uscg.mil,152.121.12.94,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-95.uscg.mil,152.121.12.95,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-97.uscg.mil,152.121.12.97,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-12-99.uscg.mil,152.121.12.99,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-1.uscg.mil,152.121.16.1,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-100.uscg.mil,152.121.16.100,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-101.uscg.mil,152.121.16.101,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-102.uscg.mil,152.121.16.102,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-103.uscg.mil,152.121.16.103,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-104.uscg.mil,152.121.16.104,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-11.uscg.mil,152.121.16.11,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-17.uscg.mil,152.121.16.17,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-2.uscg.mil,152.121.16.2,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-200.uscg.mil,152.121.16.200,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-21.uscg.mil,152.121.16.21,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-210.uscg.mil,152.121.16.210,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-251.uscg.mil,152.121.16.251,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-252.uscg.mil,152.121.16.252,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-253.uscg.mil,152.121.16.253,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-254.uscg.mil,152.121.16.254,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-36.uscg.mil,152.121.16.36,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-38.uscg.mil,152.121.16.38,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-40.uscg.mil,152.121.16.40,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-49.uscg.mil,152.121.16.49,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-5.uscg.mil,152.121.16.5,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-53.uscg.mil,152.121.16.53,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-60.uscg.mil,152.121.16.60,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-62.uscg.mil,152.121.16.62,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-7.uscg.mil,152.121.16.7,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-8.uscg.mil,152.121.16.8,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-16-98.uscg.mil,152.121.16.98,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-1.uscg.mil,152.121.17.1,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-100.uscg.mil,,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-102.uscg.mil,152.121.17.102,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-103.uscg.mil,152.121.17.103,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-104.uscg.mil,152.121.17.104,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-13.uscg.mil,152.121.17.13,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-17.uscg.mil,152.121.17.17,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-2.uscg.mil,152.121.17.2,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-201.uscg.mil,,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-21.uscg.mil,152.121.17.21,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-210.uscg.mil,152.121.17.210,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-251.uscg.mil,,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-253.uscg.mil,152.121.17.253,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-36.uscg.mil,152.121.17.36,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-5.uscg.mil,152.121.17.5,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-53.uscg.mil,152.121.17.53,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-60.uscg.mil,152.121.17.60,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-61.uscg.mil,152.121.17.61,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-62.uscg.mil,152.121.17.62,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-8.uscg.mil,152.121.17.8,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-9.uscg.mil,152.121.17.9,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-17-98.uscg.mil,152.121.17.98,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-1.uscg.mil,152.121.18.1,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-101.uscg.mil,152.121.18.101,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-102.uscg.mil,152.121.18.102,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-103.uscg.mil,152.121.18.103,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-104.uscg.mil,152.121.18.104,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-13.uscg.mil,152.121.18.13,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-14.uscg.mil,152.121.18.14,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-17.uscg.mil,152.121.18.17,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-2.uscg.mil,152.121.18.2,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-200.uscg.mil,,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-21.uscg.mil,152.121.18.21,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-210.uscg.mil,152.121.18.210,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-252.uscg.mil,152.121.18.252,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-254.uscg.mil,152.121.18.254,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-38.uscg.mil,152.121.18.38,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-40.uscg.mil,,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-49.uscg.mil,152.121.18.49,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-50.uscg.mil,152.121.18.50,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-53.uscg.mil,152.121.18.53,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-60.uscg.mil,152.121.18.60,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-61.uscg.mil,152.121.18.61,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-62.uscg.mil,152.121.18.62,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-7.uscg.mil,152.121.18.7,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-9.uscg.mil,152.121.18.9,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-18-98.uscg.mil,152.121.18.98,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-1.uscg.mil,152.121.19.1,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-100.uscg.mil,152.121.19.100,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-101.uscg.mil,152.121.19.101,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-102.uscg.mil,152.121.19.102,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-103.uscg.mil,152.121.19.103,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-104.uscg.mil,152.121.19.104,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-11.uscg.mil,152.121.19.11,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-13.uscg.mil,,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-14.uscg.mil,152.121.19.14,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-17.uscg.mil,152.121.19.17,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-200.uscg.mil,152.121.19.200,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-252.uscg.mil,152.121.19.252,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-253.uscg.mil,152.121.19.253,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-254.uscg.mil,152.121.19.254,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-40.uscg.mil,152.121.19.40,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-49.uscg.mil,152.121.19.49,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-5.uscg.mil,152.121.19.5,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-50.uscg.mil,152.121.19.50,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-53.uscg.mil,152.121.19.53,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-61.uscg.mil,152.121.19.61,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-62.uscg.mil,152.121.19.62,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-9.uscg.mil,152.121.19.9,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-19-98.uscg.mil,152.121.19.98,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-1.uscg.mil,,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-100.uscg.mil,152.121.20.100,,NOERROR,,,,,,,,,,,
[x],gateway-20-101.uscg.mil,152.121.20.101,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-103.uscg.mil,152.121.20.103,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-104.uscg.mil,152.121.20.104,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-105.uscg.mil,152.121.20.105,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-109.uscg.mil,152.121.20.109,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-11.uscg.mil,152.121.20.11,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-117.uscg.mil,152.121.20.117,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-13.uscg.mil,152.121.20.13,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-14.uscg.mil,,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-150.uscg.mil,152.121.20.150,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-17.uscg.mil,152.121.20.17,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-192.uscg.mil,152.121.20.192,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-193.uscg.mil,152.121.20.193,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-199.uscg.mil,,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-200.uscg.mil,152.121.20.200,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-201.uscg.mil,152.121.20.201,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-202.uscg.mil,152.121.20.202,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-21.uscg.mil,152.121.20.21,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-22.uscg.mil,152.121.20.22,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-251.uscg.mil,,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,v=spf1 ip4:152.121.2.0/24 ip4:152.121.8.0/24 include:uscg.mil include:_spf.eemsg.mail.mil -all,,,"pri-jeemsg.eemsg.mail.mil, sec-jeemsg.eemsg.mail.mil",,,,
[x],gateway-20-252.uscg.mil,152.121.20.252,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-253.uscg.mil,152.121.20.253,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-254.uscg.mil,152.121.20.254,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-38.uscg.mil,152.121.20.38,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-40.uscg.mil,152.121.20.40,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-49.uscg.mil,152.121.20.49,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-50.uscg.mil,152.121.20.50,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-53.uscg.mil,152.121.20.53,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-60.uscg.mil,152.121.20.60,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-65.uscg.mil,152.121.20.65,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-8.uscg.mil,152.121.20.8,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-9.uscg.mil,152.121.20.9,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-92.uscg.mil,152.121.20.92,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-20-99.uscg.mil,,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-0.uscg.mil,152.121.31.0,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-1.uscg.mil,,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-10.uscg.mil,152.121.31.10,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-101.uscg.mil,152.121.31.101,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-102.uscg.mil,152.121.31.102,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-103.uscg.mil,152.121.31.103,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-104.uscg.mil,152.121.31.104,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-107.uscg.mil,152.121.31.107,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-11.uscg.mil,152.121.31.11,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-111.uscg.mil,152.121.31.111,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-112.uscg.mil,152.121.31.112,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-114.uscg.mil,152.121.31.114,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-116.uscg.mil,152.121.31.116,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-121.uscg.mil,152.121.31.121,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-122.uscg.mil,152.121.31.122,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-125.uscg.mil,152.121.31.125,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-126.uscg.mil,152.121.31.126,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-127.uscg.mil,152.121.31.127,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-128.uscg.mil,152.121.31.128,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-129.uscg.mil,152.121.31.129,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-13.uscg.mil,,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-136.uscg.mil,152.121.31.136,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-137.uscg.mil,152.121.31.137,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-138.uscg.mil,152.121.31.138,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-14.uscg.mil,152.121.31.14,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-140.uscg.mil,152.121.31.140,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-141.uscg.mil,152.121.31.141,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-145.uscg.mil,152.121.31.145,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-147.uscg.mil,152.121.31.147,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-148.uscg.mil,152.121.31.148,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-150.uscg.mil,152.121.31.150,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-152.uscg.mil,152.121.31.152,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-153.uscg.mil,152.121.31.153,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-154.uscg.mil,152.121.31.154,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-155.uscg.mil,152.121.31.155,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-157.uscg.mil,152.121.31.157,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-158.uscg.mil,152.121.31.158,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-161.uscg.mil,152.121.31.161,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-162.uscg.mil,152.121.31.162,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-163.uscg.mil,152.121.31.163,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-164.uscg.mil,152.121.31.164,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-165.uscg.mil,152.121.31.165,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-166.uscg.mil,152.121.31.166,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],gateway-31-167.uscg.mil,152.121.31.167,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
