new,host,a,soa,status_code,ns,has_internal_ips,internal_ips,cname,cdn,cdn-name,aaaa,caa,mx,txt
,company.sbb.ch,194.150.244.139,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,companymail.sbb.ch,193.104.34.53,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,compliance.sbb.ch,194.150.245.34,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,redirect.sbb.ch,,,,,,
,config-internal-devenvexchangedns.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com, ns1.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,config-systemdatastatus-stagingdefaultproduction.app.sbb.ch,"18.192.203.152, 18.185.7.179, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,config-tbs1.app.sbb.ch,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,confluence-i.sbb.ch,"3.122.50.120, 3.71.193.220, 18.158.199.223","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"confluence-i.sbb-wzu.net, confluence-i-1589339319.eu-central-1.elb.amazonaws.com",,,"2a00:4bc0:2104:1:e075:d89d:447d:e036, 2a00:4bc0:2104:2:3a98:2235:fc41:2875, 2a00:4bc0:2104:0:c04f:b040:149e:3d2b",,,
,confluence-t.sbb.ch,10.171.161.122,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.171.161.122,confluence-t.sbb-wzu.net,,,,,,
,confluence.sbb.ch,"18.192.35.214, 18.194.25.164, 52.59.137.230","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1326.awsdns-37.org, ns-1689.awsdns-19.co.uk, ns-417.awsdns-52.com, ns-613.awsdns-12.net",,,"confluence.sbb-wzu.net, confluence-p-543377956.eu-central-1.elb.amazonaws.com",,,,,,
,corbel-eu.bin-ext.sbb.ch,"18.198.186.199, 18.159.239.113, 18.156.205.46","ns-1864.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"2a00:4bc0:2103:0:ef14:5e43:1b26:7ca9, 2a00:4bc0:2103:2:412f:4837:2217:54a0, 2a00:4bc0:2103:1:a38d:4cf6:4958:2fa2",,,
,core.app.sbb.ch,"18.185.7.179, 18.192.203.152, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,corporate-ebike.app.sbb.ch,"18.193.0.74, 52.58.120.231, 18.195.142.222","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cos.info.sbb.ch,"93.191.164.121, 205.251.199.226, 205.251.193.108, 205.251.194.77, 205.251.196.86","ns1.domains.inxserver.com, hostmaster.inxserver.com",NOERROR,"ns1.domains.inxserver.com, ns3.domains.inxserver.com, ns2.domains.inxserver.com, ns4.domains.inxserver.com",,,,,,,"letsencrypt.org, ;","mx-in-005.inxserver.de, mx-in-002.inxserver.de, mx-in-001.inxserver.de",v=spf1 include:inxserver.com -all
,cos.sbb.ch,52.174.193.210,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"sbb-urlredirect-api.azurewebsites.net, waws-prod-am2-115.sip.azurewebsites.windows.net, waws-prod-am2-115.westeurope.cloudapp.azure.com",True,azure,,,,
,cpqualityconn.app.sbb.ch,"18.185.7.179, 18.192.203.152, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cq5-nat-www-sbb-ch.sbb.ch,194.150.245.142,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,csccommunityday.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns4.eurodns.com, ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,customersbucketvideov4-s3data.app.sbb.ch,"18.185.7.179, 18.192.203.152, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cyber.sbb.ch,,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"prod-o365-redirect.azurewebsites.net, waws-prod-am2-185.vip.azurewebsites.windows.net, waws-prod-am2-185.westeurope.cloudapp.azure.com",True,azure,,,,
,das-alias.app.sbb.ch,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,das.sbb.ch,"18.192.203.152, 54.93.146.106, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,das-alias.app.sbb.ch,,,,,,
,dashboard.app.sbb.ch,"18.192.203.152, 18.185.7.179, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dashboard.bin-i.sbb.ch,"10.241.20.134, 10.241.20.229, 10.241.21.12","ns-234.awsdns-29.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.241.20.134, 10.241.20.229, 10.241.21.12",,,,"2a00:4bc0:2104:5:6b99:e329:c72b:e162, 2a00:4bc0:2104:4:5ab4:49b0:ee0:ec6, 2a00:4bc0:2104:3:f523:5381:c18e:ba3c",,,
,data-entreprises.app.sbb.ch,"54.93.146.106, 18.185.7.179, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,data-science-kit-portal-frontend.apps.miraculix.otc.sbb.ch,,"ns-810.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,data.sbb.ch,"34.249.199.226, 34.248.20.69","ns-108.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"sbb.opendatasoft.com, opendatasoft.aws-ec2-eu-1.opendatasoft.com",,,,"letsencrypt.org, quovadisglobal.com, sectigo.com, telesec.de, certigna.fr, d-trust.net, digicert.com, globalsign.com, kpn.com",,
,datapower-test-ws.sbb.ch,193.203.120.17,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,datapreprodmeet-clients.app.sbb.ch,"54.93.146.106, 18.185.7.179, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,daws4-7-9.app.sbb.ch,"18.192.203.152, 18.185.7.179, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,day-test-public-internet.sbb.ch,194.150.245.118,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,db14.app.sbb.ch,"18.185.7.179, 54.93.146.106, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dbms-adminwiki-v3engineering.app.sbb.ch,"18.185.7.179, 18.192.203.152, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dbmsarc.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"sectigo.com, pki.goog",,
,dbmsstagingdb2mirror.app.sbb.ch,"54.93.146.106, 18.192.203.152, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dbmsteam-eventdoc-corporate.app.sbb.ch,"18.185.7.179, 54.93.146.106, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dcs-test.info.sbb.ch,93.191.164.121,"ns1.domains.inxserver.com, hostmaster.inxserver.com",NOERROR,"ns4.domains.inxserver.com, ns3.domains.inxserver.com, ns1.domains.inxserver.com, ns2.domains.inxserver.com",,,,,,,";, letsencrypt.org","mx-in-005.inxserver.de, mx-in-002.inxserver.de, mx-in-001.inxserver.de",v=spf1 include:inxserver.com -all
,dcs.sbb.ch,93.191.164.121,"ns.udag.de, hostmaster.united-domains.de",NOERROR,,,,redir.inxmail-commerce.com,,,,,"mx-in-002.inxserver.de, mx-in-005.inxserver.de, mx-in-001.inxserver.de","v=spf1 include:inxserver.com mx -all, google-site-verification=JKqmuskE_wqKIdsAy1Kbkf6P4bS0mUwvvBr1qMQYT0c"
,debug-cmssslvpn.app.sbb.ch,"18.185.7.179, 18.192.203.152, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,debugconfigvpn.app.sbb.ch,"18.185.7.179, 54.93.146.106, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,debugfreemake.app.sbb.ch,"18.185.7.179, 54.93.146.106, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,debugproduction.app.sbb.ch,"18.192.203.152, 18.185.7.179, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,deibp9eh1--blueicem2a.app.sbb.ch,"18.185.7.179, 54.93.146.106, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,demo-europe-logsauth-mirror-my-oceania.app.sbb.ch,"54.93.146.106, 18.185.7.179, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,deploy.sbb.ch,10.171.161.58,"ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1136.awsdns-14.org, ns-1569.awsdns-04.co.uk, ns-273.awsdns-34.com, ns-715.awsdns-25.net",True,10.171.161.58,,,,,,,
,deploylogsauth.app.sbb.ch,"18.185.7.179, 18.192.203.152, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,depotsystem.sbb.ch,20.199.188.218,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,depotsysteminte.sbb.ch,20.203.167.192,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,deprecated-developer-dev.sbb.ch,193.203.120.25,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,designsystem.sbb.ch,"34.159.137.246, 35.156.224.161","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,lyne-documentation.netlify.app,,,"2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",,,
,designsystems.app.sbb.ch,"18.192.203.152, 54.93.146.106, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,det44-97.app.sbb.ch,"18.192.203.152, 54.93.146.106, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dev-000error.sbb.ch,193.203.120.6,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,shared-env-test.sbb.ch,,,,,,
,dev-bahninfrastruktur.sbb.ch,193.203.120.6,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,shared-env-test.sbb.ch,,,,,,
,dev-business.sbb.ch,"108.157.4.65, 108.157.4.104, 108.157.4.68, 108.157.4.79","ns-900.awsdns-48.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-437.awsdns-54.com, ns-900.awsdns-48.net, ns-1299.awsdns-34.org, ns-1573.awsdns-04.co.uk",,,dev-www.sbb.ch,True,cloudfront,,,,
,dev-community.sbb.ch,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,dev-community-alias.app.sbb.ch,,,,,,
,dev-orig-beta.sbb.ch,193.203.120.6,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,dev-preview-infoportal.sbb.ch,"108.138.85.113, 108.138.85.82, 108.138.85.9, 108.138.85.28, 205.251.193.181, 205.251.195.132, 205.251.197.19, 205.251.198.37","ns-900.awsdns-48.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1573.awsdns-04.co.uk, ns-437.awsdns-54.com, ns-900.awsdns-48.net, ns-1299.awsdns-34.org",,,dev-www.sbb.ch,True,cloudfront,,,,
,dev-resources.swisspass.ch,"193.203.120.6, 91.230.140.140","ns.sbb.ch, admin.sbb.ch",NOERROR,"ns-1254.awsdns-28.org, ns-1739.awsdns-25.co.uk, ns-73.awsdns-09.com, ns-967.awsdns-56.net, ns.sbb.ch",,,shared-env-test.sbb.ch,,,2a00:4bc0:130:333::1000,,,
,dev-www.sbb.ch,"54.192.111.52, 54.192.111.62, 54.192.111.65, 54.192.111.20","ns-900.awsdns-48.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-900.awsdns-48.net, ns-1299.awsdns-34.org, ns-1573.awsdns-04.co.uk, ns-437.awsdns-54.com",,,,True,cloudfront,,,,
,dev.app.sbb.ch,"54.93.146.106, 18.185.7.179, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dev.kafka.sbb.ch,10.107.52.4,"ns-652.awsdns-17.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.107.52.4,,,,,,,
,dev01.kafka.sbb.ch,10.106.91.177,"ns-652.awsdns-17.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.91.177,,,,,,,
,dev1-pin.bin-ext.sbb.ch,,"ns-1864.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,devapis.bin-ext.sbb.ch,"18.198.186.199, 18.159.239.113, 18.156.205.46","ns-1864.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"2a00:4bc0:2103:1:a38d:4cf6:4958:2fa2, 2a00:4bc0:2103:0:ef14:5e43:1b26:7ca9, 2a00:4bc0:2103:2:412f:4837:2217:54a0",,,
,devcms-demo-mail.app.sbb.ch,"54.93.146.106, 18.192.203.152, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,developer-alias.app.sbb.ch,"52.58.120.231, 18.195.142.222, 18.193.0.74","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,developer-dev.sbb.ch,"18.197.81.16, 18.195.190.84, 35.156.242.221","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,developer-dev-alias.app.sbb.ch,,,,,,
,developer-int-alias.app.sbb.ch,"18.193.243.116, 18.195.45.163, 18.192.148.137","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,developer-int.sbb.ch,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,developer-int-alias.app.sbb.ch,,,,,,
,developer.bin-i.sbb.ch,"10.241.21.12, 10.241.20.229, 10.241.20.134","ns-234.awsdns-29.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.241.21.12, 10.241.20.229, 10.241.20.134",,,,"2a00:4bc0:2104:4:5ab4:49b0:ee0:ec6, 2a00:4bc0:2104:3:f523:5381:c18e:ba3c, 2a00:4bc0:2104:5:6b99:e329:c72b:e162",,,
,developer.sbb.ch,"18.195.142.222, 18.193.0.74, 52.58.120.231","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,developer-alias.app.sbb.ch,,,,,,
,devenvwww-my-oceania.app.sbb.ch,"18.192.203.152, 18.185.7.179, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,devsmp.sbb.ch,193.203.121.23,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,mobiletest.sbb.ch,,,,,,
,dex.sbb.ch,,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"prod-o365-redirect.azurewebsites.net, waws-prod-am2-185.vip.azurewebsites.windows.net, waws-prod-am2-185.westeurope.cloudapp.azure.com",True,azure,,,,
,dhcp-251-45.app.sbb.ch,"18.192.203.152, 54.93.146.106, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dialog.sbb.ch,"35.156.51.166, 3.78.155.85, 35.157.137.206","ns-1549.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ch1157.customervoice360.com, lb01.prod-de.customervoice360.com, lb.prod-de-03.customervoice360.com",,,,,,"heritage=external-dns,external-dns/owner=cHJvZC1kZS0wMy1leHRlcm5hbC1kbnM,external-dns/resource=service/ingress-nginx/ingress-nginx-controller"
,dict-int.sbb.ch,217.148.9.78,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,dict.sbb.ch,217.148.9.66,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,digital.sbb.ch,"18.193.0.74, 18.195.142.222, 52.58.120.231","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,digital-alias.app.sbb.ch,,,,,,
,digitalservices.sbb.ch,149.96.112.100,"edns140.ultradns.com, root.service-now.com",NOERROR,,,,sbb.service-now.com,,,,,,
,dima.sbb.ch,213.221.233.97,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,dmmcj.app.sbb.ch,"54.93.146.106, 18.185.7.179, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dms-dev.sbb.ch,193.203.120.6,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,shared-env-test.sbb.ch,,,,,,
,dms.sbb.ch,194.150.244.154,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,dmsdsdev.sbb.ch,193.203.120.6,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,shared-env-test.sbb.ch,,,,,,
,dmsdsint.sbb.ch,193.203.120.72,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,shared-env-int.sbb.ch,,,,,,
,dmsdstest.sbb.ch,193.203.120.6,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,shared-env-test.sbb.ch,,,,,,
,dmsint.sbb.ch,194.150.244.199,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,dmstest.sbb.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,do-something-great.sbb.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,docker.bin-ext-i.sbb.ch,"35.157.142.150, 18.197.82.217, 18.157.54.50","ns-443.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"2a00:4bc0:2104:1:4206:927e:d64a:be84, 2a00:4bc0:2104:2:38f1:acc2:fed7:d695, 2a00:4bc0:2104:0:c190:633a:a364:29bf",,,
,docker.bin.sbb.ch,"10.241.17.5, 10.241.16.240, 10.241.16.150","ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.241.17.5, 10.241.16.240, 10.241.16.150",,,,"2a00:4bc0:2103:3:2ffb:b3b:9796:d4b6, 2a00:4bc0:2103:4:a003:9a37:1d07:2d3, 2a00:4bc0:2103:5:f558:2d48:9ae8:3d16",,,
,doma-deve.sbb.ch,13.69.68.13,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"sbb-doma-dev.azurewebsites.net, waws-prod-am2-275.sip.azurewebsites.windows.net, waws-prod-am2-275.westeurope.cloudapp.azure.com",True,azure,,,,
,doma-test.sbb.ch,13.69.68.14,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"sbb-doma-test.azurewebsites.net, waws-prod-am2-279.sip.azurewebsites.windows.net, waws-prod-am2-279.westeurope.cloudapp.azure.com",True,azure,,,,
,doma.sbb.ch,13.69.68.14,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"sbb-doma.azurewebsites.net, waws-prod-am2-279.sip.azurewebsites.windows.net, waws-prod-am2-279.westeurope.cloudapp.azure.com",True,azure,,,,
,downloaddockerintra-backups-www-test.app.sbb.ch,"54.93.146.106, 18.192.203.152, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,driver-espalier-t23bcedafvb4bflonyemomrcpi.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns4.eurodns.com, ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com",,,evenito.site,True,google,,"sectigo.com, pki.goog",,
,dservice.sbb.ch,149.96.112.100,"edns140.ultradns.com, root.service-now.com",NOERROR,,,,sbbentw.service-now.com,,,,,,
,dservice.swisspass.ch,149.96.112.100,"edns140.ultradns.com, root.service-now.com",NOERROR,,,,sbbentw.service-now.com,,,,,,
,eacloud.sbb.ch,10.241.17.25,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.241.17.25,eacloud.sbb-wzu.net,,,,,,
,eadservice.swisspass.ch,149.96.116.100,"edns140.ultradns.com, root.service-now.com",NOERROR,,,,sbbcopy.service-now.com,,,,,,
,eavanti-int.sbb.ch,194.150.244.239,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,eavanti-test.sbb.ch,193.203.120.222,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,eavanti.sbb.ch,194.150.245.166,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,ebzespx.app.sbb.ch,"18.185.7.179, 54.93.146.106, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,echo.app.sbb.ch,"18.193.0.74, 52.58.120.231, 18.195.142.222","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"public-maggie.app.sbb.ch, public-lisa.app.sbb.ch",,,,,,
,ecmprod.sbb.ch,194.150.244.136,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,edgemail.sbb.ch,194.150.244.97,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,edgemail1.sbb.ch,194.150.244.100,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,edi-adapter-proxy-int.ws.sbb.ch,194.150.245.218,"ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,edi-adapter-proxy-test.ws.sbb.ch,193.203.120.218,"ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,edi-adapter-proxy.ws.sbb.ch,193.203.121.218,"ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,edimil01-iit-01-001-axms.app.sbb.ch,"18.192.203.152, 18.185.7.179, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,edu-www.sbb.ch,194.150.245.142,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,efrdkqvk.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,,,,evenito.site,True,google,,,,
,egr5-grf.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com, ns1.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,elasticbeanstalkgcp.event.sbb.ch,"34.65.78.110, 199.167.66.107, 104.37.178.107, 199.167.66.108, 104.37.178.108","ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns4.eurodns.com, ns2.eurodns.com, ns1.eurodns.com, ns3.eurodns.com",,,evenito.site,True,google,2610:1c8:b002::108,"sectigo.com, pki.goog",,
,elasticbeanstalkteam-defaultproduction.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,elaz.sbb.ch,193.203.121.130,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,elazcloud-int-ws.sbb.ch,194.150.244.230,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,elazcloud-test-ws.sbb.ch,193.203.121.4,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,elazcloud-ws.sbb.ch,193.203.121.183,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,elazd.sbb.ch,193.203.121.2,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,elazi.sbb.ch,193.203.121.66,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,elazt.sbb.ch,193.203.121.2,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,elearning.sbb.ch,195.15.246.17,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,elixirsolutions.event.sbb.ch,"34.65.78.110, 199.167.66.107, 104.37.178.107, 199.167.66.108, 104.37.178.108","ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns2.eurodns.com, ns1.eurodns.com, ns4.eurodns.com, ns3.eurodns.com",,,evenito.site,True,google,"2610:1c8:b002::107, 2610:1c8:b001::107, 2610:1c8:b002::108, 2610:1c8:b001::108","pki.goog, sectigo.com",,
,elk.app.sbb.ch,"18.185.7.179, 54.93.146.106, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,,,,,,,
,email.sbb.ch,93.191.162.150,"ns1.domains.inxserver.com, hostmaster.inxserver.com",NOERROR,"ns2.domains.inxserver.com, ns3.domains.inxserver.com, ns4.domains.inxserver.com, ns1.domains.inxserver.com",,,,,,,";, letsencrypt.org","mx-in-001.inxserver.de, mx-in-002.inxserver.de, mx-in-005.inxserver.de",v=spf1 include:inxserver.com -all
,engineering-preferencesdebug.app.sbb.ch,"54.93.146.106, 18.185.7.179, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,engineeringintrawwwm.app.sbb.ch,"18.192.203.152, 18.185.7.179, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,enterpriseenrollment.sbb.ch,52.236.189.96,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu02.westeurope.cloudapp.azure.com",True,azure,,,,
