input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,webserver,tech_,tls_mismatched,tls_subject_org_,cdn_name,cdn,tls_self_signed,final_url,csp_domains_,tls_expired
sso.sbb.ch,,200,211,sso.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-17T12:45:15Z,2023-10-17T12:45:15Z,"CN=sso.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",sso.sbb.ch,sso-int.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,ad8e97b0b8e20d258447d79ad930395b,46b7702a8ef76e0cb8cbea6ee91564e1116ab6baf347c2ed15ac8bf6cf30840a,,ctls,sso.sbb.ch,443,https://sso.sbb.ch:443,https,text/html,GET,193.203.120.156,/,-1463124301,193.203.120.156,7,False,Apache,HSTS,,Schweizerische Bundesbahnen SBB,,,,,,
stage-hk.app.sbb.ch,,503,2503,stage-hk.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,stage-hk.app.sbb.ch,443,https://stage-hk.app.sbb.ch:443,https,text/html,GET,18.157.236.64,/,1539244717,18.184.80.90,94,False,,,,,,,,,,
status-new-apps.dev-beta.sbb.ch,,401,,status-new-apps.dev-beta.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-04-28T23:59:59Z,CN=dev-beta.sbb.ch,dev-beta.sbb.ch,graphql.dev-beta.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,eb8bf3499926cf1d80bd0c139bcd0b03,34392f8868cf6559c7d9bc057c4c79c931d5b2166cd7334083af559176bedb9e,True,ctls,status-new-apps.dev-beta.sbb.ch,443,https://status-new-apps.dev-beta.sbb.ch:443,https,,GET,13.32.110.73,/,-1840324437,13.32.110.11,1,False,none,HSTS,,,cloudfront,True,,,,
status-stagingdefaultproduction.app.sbb.ch,,503,2503,status-stagingdefaultproduction.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,status-stagingdefaultproduction.app.sbb.ch,443,https://status-stagingdefaultproduction.app.sbb.ch:443,https,text/html,GET,18.184.80.90,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
status.commerce.sbb.ch,StatusCake Public Report,200,22424,status.commerce.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T16:25:32Z,2023-07-10T16:25:31Z,CN=status.commerce.sbb.ch,status.commerce.sbb.ch,status.commerce.sbb.ch,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3592a5eab2bf89a2815345e56a978b40,dec2e519f39ecc6f4230efa207e06f5400c27ed0a077d7cd4adee86d92854d81,,ctls,status.commerce.sbb.ch,443,https://status.commerce.sbb.ch:443,https,text/html,GET,178.62.70.245,/,-1909096704,178.62.70.245,578,False,openresty/1.17.8.2,OpenResty:1.17.8.2,,,,,,,,
statusuatbackup-accept-domain.app.sbb.ch,,503,2503,statusuatbackup-accept-domain.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,statusuatbackup-accept-domain.app.sbb.ch,443,https://statusuatbackup-accept-domain.app.sbb.ch:443,https,text/html,GET,18.184.80.90,/,1539244717,3.124.169.12,94,False,,,,,,,,,,
stel15.app.sbb.ch,,503,2503,stel15.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,stel15.app.sbb.ch,443,https://stel15.app.sbb.ch:443,https,text/html,GET,3.124.169.12,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
stories.sbb.ch,SBB,200,297077,stories.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-06-27T23:59:59Z,CN=*.webterminal.ch,*.webterminal.ch,webterminal.ch,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,621aeb93afa82330e9618a0620f71e2d,a98e3b83f410d0c659ce8cca1f07e2eda54fd65a7b8802d94047500813e5c417,True,ctls,stories.sbb.ch,443,https://stories.sbb.ch:443,https,text/html,GET,195.15.246.17,/,1494302000,195.15.246.17,105,False,nginx,Nginx,True,,,,,,,
su.app.sbb.ch,,503,2503,su.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,su.app.sbb.ch,443,https://su.app.sbb.ch:443,https,text/html,GET,3.124.169.12,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
supersaver.sbb.ch,Sparbillett-Finder,200,18309,supersaver.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-05T12:35:01Z,2023-08-05T12:35:01Z,"CN=supersaver.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",supersaver.sbb.ch,int-supersaver.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,fee18c5fab3e91c69c5b5b551ffd3ff0,45bd1f3003d99d6dae73f9d8dba84ccde5b42b30e3f58bec5701d0092417d279,,ctls,supersaver.sbb.ch,443,https://supersaver.sbb.ch:443,https,text/html,GET,34.160.100.209,/,-491310996,34.160.100.209,14,False,,HTTP/3,,Schweizerische Bundesbahnen SBB,google,True,,,,
survey.sbb.ch,,503,107,survey.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2021-04-15T08:50:01Z,2031-04-13T08:50:01Z,"CN=inxmail.de, O=Inxmail GmbH, L=Freiburg im Breisgau, C=DE",inxmail.de,,"CN=inxmail.de, O=Inxmail GmbH, L=Freiburg im Breisgau, C=DE",inxmail.de,Inxmail GmbH,74c7a3f8267388658b067e0796dd35a3,9b84d9c3563d26f8955c5bf8feee84d136586d46700e855e86104c2cfee7e146,,ctls,survey.sbb.ch,443,https://survey.sbb.ch:443,https,text/html,GET,93.191.164.121,/,-1654418437,93.191.164.121,4,False,,,True,Inxmail GmbH,,,True,,,
swisspass.ch,swisspass.ch,200,4178,www.swisspass.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-09T11:59:41Z,2024-01-09T11:59:41Z,"CN=www.swisspass.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",www.swisspass.ch,swisspass.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,c57c36815a4db5a39042e5482b3f3c7a,fa41402449888861eccd7b4edc738118d9571ae7cd87fb513c830e03017faa98,,ctls,www.swisspass.ch,443,https://swisspass.ch:443,https,text/html,GET,193.203.121.166,/,868643610,193.203.121.166,73,False,Apache,HSTS,,Schweizerische Bundesbahnen SBB,,,,https://www.swisspass.ch/,,
swisspassparking-aboapp-int.sbb.ch,SwissPass Parking Abo Agent,200,32212,swisspassparking-aboapp-int.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-06T11:33:20Z,2024-04-06T11:33:20Z,"CN=swisspassparking-aboapp.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",swisspassparking-aboapp.sbb.ch,swisspassparking-aboapp-int.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,6acd6440280e8579bee4db74c1ae7b21,2f05f5c26d159a971cf799f3406d6c0f26e3fe133acc5ad517664c5fc497dcbd,,ctls,swisspassparking-aboapp-int.sbb.ch,443,https://swisspassparking-aboapp-int.sbb.ch:443,https,text/html,GET,193.203.121.106,/,-1380756102,193.203.121.106,46,False,Apache,HSTS,,Schweizerische Bundesbahnen SBB,,,,,,
swisspassparking-aboapp.sbb.ch,SwissPass Parking Abo Agent,200,32227,swisspassparking-aboapp.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-06T11:33:20Z,2024-04-06T11:33:20Z,"CN=swisspassparking-aboapp.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",swisspassparking-aboapp.sbb.ch,swisspassparking-aboapp-int.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,6acd6440280e8579bee4db74c1ae7b21,2f05f5c26d159a971cf799f3406d6c0f26e3fe133acc5ad517664c5fc497dcbd,,ctls,swisspassparking-aboapp.sbb.ch,443,https://swisspassparking-aboapp.sbb.ch:443,https,text/html,GET,193.203.121.157,/,-1380756102,193.203.121.157,46,False,Apache,HSTS,,Schweizerische Bundesbahnen SBB,,,,,,
swisstamp-inte.sbb.ch,,200,5537,swisstamp-inte.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-21T05:54:45Z,2023-07-21T05:54:45Z,"CN=swisstamp.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",swisstamp.sbb.ch,swisstamp-inte.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,3966b4a50e507feaabc553f09de787b4,46407e9f3f154628ce9ace690546baee28375a5c067e868fdd122387aeb83cfc,,ctls,swisstamp-inte.sbb.ch,443,https://swisstamp-inte.sbb.ch:443,https,text/html,GET,217.7.111.58,/,822597874,217.7.111.58,72,False,nginx,Nginx,,Schweizerische Bundesbahnen SBB,,,,https://swisstamp-inte.sbb.ch/we/,,
swisstamp-lab.sbb.ch,,200,5537,swisstamp-lab.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-07-21T05:54:45Z,2023-07-21T05:54:45Z,"CN=swisstamp.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",swisstamp.sbb.ch,swisstamp-inte.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,3966b4a50e507feaabc553f09de787b4,46407e9f3f154628ce9ace690546baee28375a5c067e868fdd122387aeb83cfc,,ctls,swisstamp-lab.sbb.ch,443,https://swisstamp-lab.sbb.ch:443,https,text/html,GET,217.7.111.62,/,822597874,217.7.111.62,72,False,ESG-SERVER,HSTS,,Schweizerische Bundesbahnen SBB,,,,https://swisstamp-lab.sbb.ch/we/,,
swisstamp-test.sbb.ch,,200,5537,swisstamp-test.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-21T05:54:45Z,2023-07-21T05:54:45Z,"CN=swisstamp.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",swisstamp.sbb.ch,swisstamp-inte.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,3966b4a50e507feaabc553f09de787b4,46407e9f3f154628ce9ace690546baee28375a5c067e868fdd122387aeb83cfc,,ctls,swisstamp-test.sbb.ch,443,https://swisstamp-test.sbb.ch:443,https,text/html,GET,217.7.111.58,/,822597874,217.7.111.58,72,False,nginx,Nginx,,Schweizerische Bundesbahnen SBB,,,,https://swisstamp-test.sbb.ch/we/,,
systemaccessdownloadspostgresmx.app.sbb.ch,,503,2503,systemaccessdownloadspostgresmx.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,systemaccessdownloadspostgresmx.app.sbb.ch,443,https://systemaccessdownloadspostgresmx.app.sbb.ch:443,https,text/html,GET,18.184.80.90,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
systemalphalabs.app.sbb.ch,,503,2503,systemalphalabs.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,systemalphalabs.app.sbb.ch,443,https://systemalphalabs.app.sbb.ch:443,https,text/html,GET,18.157.236.64,/,1539244717,3.124.169.12,94,False,,,,,,,,,,
tadahiko.app.sbb.ch,,503,2503,tadahiko.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,tadahiko.app.sbb.ch,443,https://tadahiko.app.sbb.ch:443,https,text/html,GET,18.157.236.64,/,1539244717,18.184.80.90,94,False,,,,,,,,,,
taf.sbb.ch,Alles für Ihre Mobilität | SBB,200,216447,taf.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-09T08:47:35Z,2023-08-09T08:47:35Z,"CN=www.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",www.sbb.ch,sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,614a3b337a1a627a33ec96c5cf868ef6,37ac2a275b132a52dbb3a1e5e8416079d85765ac6c8d959de84b8ea906c697d9,,ctls,taf.sbb.ch,443,https://taf.sbb.ch:443,https,text/html,GET,193.203.120.139,/,1383391489,193.203.120.139,3414,False,Apache,HSTS,,Schweizerische Bundesbahnen SBB,,,,,,
taftapci-int-ws.sbb.ch,,404,286,taftapci-int-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-04T12:28:56Z,2023-07-04T12:28:56Z,"C=ch, ST=be, L=bern, O=sbb, OU=ihpt, CN=taftapci-int-ws.sbb.ch, UID=taftapci-int-ws.sbb.ch, UID=taftapci-int-ws.sbb.ch",taftapci-int-ws.sbb.ch,taftapci-int-ws.sbb.ch,"C=AT, ST=Vienna, L=Vienna, O=RNE, OU=Common Components System, CN=CA CCS 1",CA CCS 1,RNE,8d1bfc150a24fc5b2c6ecae2c7d13ac9,78282a3cf8096d652112bc4247e6f748731f50d2073191a032d19908de3716b7,,ctls,taftapci-int-ws.sbb.ch,443,https://taftapci-int-ws.sbb.ch:443,https,text/xml,GET,193.203.120.74,/,-1687830404,193.203.120.74,2,False,,IBM DataPower,,sbb,,,,,,
taftapci-test-ws.sbb.ch,,404,286,taftapci-test-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-04T12:28:36Z,2023-07-04T12:28:36Z,"C=ch, ST=be, L=bern, O=sbb, OU=ihpt, CN=taftapci-test-ws.sbb.ch, UID=taftapci-test-ws.sbb.ch, UID=taftapci-test-ws.sbb.ch",taftapci-test-ws.sbb.ch,taftapci-test-ws.sbb.ch,"C=AT, ST=Vienna, L=Vienna, O=RNE, OU=Common Components System, CN=CA CCS 1",CA CCS 1,RNE,acdbeb37c41cd7c2ff7b7471fc1d66e8,3e075ea84c2c9436c169159dc581e25fb09ee4c5a941020c4e67ec9b5fe81671,,ctls,taftapci-test-ws.sbb.ch,443,https://taftapci-test-ws.sbb.ch:443,https,text/xml,GET,193.203.120.39,/,-1687830404,193.203.120.39,2,False,,IBM DataPower,,sbb,,,,,,
tallysolutions.app.sbb.ch,,503,2503,tallysolutions.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,tallysolutions.app.sbb.ch,443,https://tallysolutions.app.sbb.ch:443,https,text/html,GET,18.184.80.90,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
tasks-i.sbb.ch,Sign in to your account,200,205479,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,443,https://tasks-i.sbb.ch:443,https,text/html,GET,18.193.30.57,/,171142964,2a00:4bc0:2104:1:f14:512a:b597:9ccd,174,False,,HSTS,,Microsoft Corporation,,,,https://login.microsoftonline.com/2cda5d11-f0ac-46b3-967d-af1b2e1bd01a/oauth2/authorize?client_id=218c376a-7e6c-4e95-b2a0-ed9e85930548&redirect_uri=https%3A%2F%2Ftasks-i.sbb.ch%2Foauth2%2Fidpresponse&response_type=code&scope=openid&state=zrzCinRC2Goks%2BOIAm4SedxvdlMsagTOhMgyo%2Flk%2FaaFyCUHeISSeVHhrQUkfHcVhlW7qhdD9DOWnC7C4o%2FpsxAWEgRzw6NkPEoa1tUNqIm1AChYXZAP2NEYno6sWMXi3cuf9dJ%2B9%2BoOJmyH1XSjj34vTIJVeC1EwuHke3Li4K805hb21qmh1OcljSwuz9hx2tczvWFAanpj9fmk1Kca%2BE1tFvoEUeA8zjlOER%2BTQMVDoOqDUQ%3D%3D,,
tasks.sbb.ch,Sign in to your account,200,205468,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,443,https://tasks.sbb.ch:443,https,text/html,GET,18.159.17.234,/,202275550,2a00:4bc0:2103:1:ee9b:b472:e3a5:9410,174,False,,HSTS,,Microsoft Corporation,,,,https://login.microsoftonline.com/2cda5d11-f0ac-46b3-967d-af1b2e1bd01a/oauth2/authorize?client_id=218c376a-7e6c-4e95-b2a0-ed9e85930548&redirect_uri=https%3A%2F%2Ftasks.sbb.ch%2Foauth2%2Fidpresponse&response_type=code&scope=openid&state=nzRLbHgCXHI9%2ByUuQvF8pIohA4RwtVk2KiWlVVHXT38YnGi91sbgE%2BqGmIsfB%2FgL49oETyskro1%2B51vOy2yT3%2FI7dFcxCpmSS0ekMghgnhxoBNn0Vwl2l%2BrMJov5szZDBwyQ0KNxn2gZjv4DU%2B55Plh91dB%2FfCApyAPnhI2vCwApkbJA45eWE6M5Vm%2FwW7cxn%2BEJH3J2tzT57CWTO5XV5Tf4QcENSKjhzqnGhqiugITau0lzGg%3D%3D,,
tds2023.event.sbb.ch,Tour de Suisse 2023,200,41829,tds2023.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-02T02:37:25Z,2023-07-01T02:37:24Z,CN=tds2023.event.sbb.ch,tds2023.event.sbb.ch,tds2023.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,91f0e1577b4c2d97160ee23b1e9de996,bcd4295bd0f3e933d2f4a449a9f79ee7c9ea2aeb64544901496e593f3c8703fc,,ctls,tds2023.event.sbb.ch,443,https://tds2023.event.sbb.ch:443,https,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,121,False,,,,,google,True,,,,
team-user-data-proxy-vpn.dev-beta.sbb.ch,,401,,team-user-data-proxy-vpn.dev-beta.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-04-28T23:59:59Z,CN=dev-beta.sbb.ch,dev-beta.sbb.ch,graphql.dev-beta.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,eb8bf3499926cf1d80bd0c139bcd0b03,34392f8868cf6559c7d9bc057c4c79c931d5b2166cd7334083af559176bedb9e,True,ctls,team-user-data-proxy-vpn.dev-beta.sbb.ch,443,https://team-user-data-proxy-vpn.dev-beta.sbb.ch:443,https,,GET,18.66.112.97,/,-1840324437,18.66.112.86,1,False,none,HSTS,,,cloudfront,True,,,,
tel-deve.sbb.ch,Sign in to your account,200,210808,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,443,https://tel-deve.sbb.ch:443,https,text/html,GET,52.233.155.168,/,-1380756102,52.233.155.168,174,False,,HSTS,,Microsoft Corporation,azure,True,,https://login.microsoftonline.com/2cda5d11-f0ac-46b3-967d-af1b2e1bd01a/oauth2/v2.0/authorize?client_id=965ce0cf-3f5e-43cf-bed3-7e5a038e4425&redirect_uri=https%3A%2F%2Ftel-deve.sbb.ch%2Fsignin-oidc&response_type=code&scope=openid%20profile%20offline_access&code_challenge=ogM6ptoM9ArB4Y8vDaaDWqXF4A3m-F11ZD14Tus3cN0&code_challenge_method=S256&response_mode=form_post&nonce=638206410771178008.NjFjMGVlM2MtZDdiZi00YTlkLTk4ZDQtZDJkMTIxNzZjNWMyZDFjZmI0OTktMzk0Mi00OWVlLThiNTEtMDQwNGE0M2ExYTIz&client_info=1&x-client-brkrver=IDWeb.2.7.0.0&state=CfDJ8MnHp99swENDgfv_uMpl77nzNRK1xWXFlMP5zG5_3B7YTc9lACgpfBCHybzZ-uFP-RsfThsFirD_vOVqsNKEg0FAqPGronIMPBlUT0BKIQDYpbw0DNkEi1NSiPzZ5ngjBbrTtA6yQDTxADGmybf8WKPmHQhrZi-7kHL3un6vFRqaWxpFMiqQv2nDXAXNBzvFe1dP2Tvo3espb_8cfcGiwKe9XNDVeQ7bAYWpHLDNg0Erki6lEugCdwMoh0EDh15TmeKKRpWtVmOLoXbiAiwNH8FDVKq8PI_sUpUYiTunhHh18qTXyTO2_xRXELUXnQmPdEVds2jsF7sYWZxgAK8A4FJonHInbjD1sFAHx9iK8Cr5t3nCm1AzQDbZLWCyq40XKA&x-client-SKU=ID_NET6_0&x-client-ver=6.27.0.0,,
