new,host,a,cname,soa,has_internal_ips,internal_ips,status_code,cdn,cdn-name,mx,aaaa,ns,txt,caa,ptr
,enterpriseenrollment.rmf.harvard.edu,13.74.111.192,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu01.northeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",,,NOERROR,,,,,,,,
,enterpriseregistration.childrens.harvard.edu,20.190.137.40,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.akadns.net","internal.akadns.net, hostmaster.akamai.com",,,NOERROR,True,azure,,,,,,
,enterpriseregistration.itatti.harvard.edu,20.190.137.40,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.akadns.net, www.tm.prd.adrs.trafficmanager.net","internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",,,NOERROR,True,azure,,,,,,
,entrepot-dev.nmr.mgh.harvard.edu,155.52.242.30,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,entrepot-stage.nmr.mgh.harvard.edu,155.52.242.31,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,entrepreneurship.gse.harvard.edu,"2.18.121.137, 2.18.121.147","edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,entrustdev.tch.harvard.edu,,entrustdev.igslb.tch.harvard.edu,,,,NOERROR,,,,,,,,
,environment.cfa.harvard.edu,131.142.156.54,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,environment.harvard.edu,"23.32.238.203, 23.32.238.211",,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,"ext1-60ox.noc.harvard.edu, ext2-10wa.noc.harvard.edu",,"a16-64.akam.net, a10-66.akam.net, a6-66.akam.net, a1-171.akam.net, a11-67.akam.net, a7-65.akam.net",,,
,environment.law.harvard.edu,23.185.0.4,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,"2620:12a:8000::4, 2620:12a:8001::4",,,,
,eon.law.harvard.edu,128.103.64.74,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,"beljoxa.law.harvard.edu, wesley.law.harvard.edu",,,,,
,ep.hcl.harvard.edu,140.247.124.39,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,epi-pc10.harvard.edu,134.174.244.65,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,epi-pc20.harvard.edu,134.174.244.66,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,epic.bidmc.harvard.edu,134.174.127.187,epicpkg.bidmc.harvard.edu,"ns1-external.caregroup.org, networkservices.caregroup.harvard.edu",,,NOERROR,,,,,,,,
,epicprod1.tch.harvard.edu,134.174.26.125,,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,,,,,,,,
,epictest2.tch.harvard.edu,134.174.34.69,,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,,,,,,,,
,epictrain1.tch.harvard.edu,134.174.26.124,,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,,,,,,,,
,epl.harvard.edu,,epl.meei.harvard.edu,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,mgbmx.partners.org,,,"plCd9g50qAmSrgU6W5LQBFrMNP8o1FDONosmSlT3UcMBsXDIoSn7Mzj3dFoPQiPA+dMZ2XZh2Y6h0J3cmdRVLg==, dropbox-domain-verification=5i886f168ah2, MS=ms71003577, ttkksf+mZnde/VBx/rGEExxTlIo+0D0LSNfTUQny+aWoihQhyPLE9xcDVAwp9Fh/WhKw4dMpqH/oAnxdZCdKRQ==",,
,epo.hsl.harvard.edu,128.103.138.67,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,epod.cid.harvard.edu,23.185.0.1,"live-harvardepod.pantheonsite.io, fe1.edge.pantheon.io","ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,"2620:12a:8000::1, 2620:12a:8001::1",,,,
,eproduct.hbsp.harvard.edu,"54.227.194.161, 54.227.124.220",hbp-eproduct-407291018.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,eproject.tch.harvard.edu,10.36.171.208,eproject-2016.tch.harvard.edu,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",True,10.36.171.208,NOERROR,,,,,,,,
,eps.harvard.edu,,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,"mxa-00171101.gslb.pphosted.com, mxb-00171101.gslb.pphosted.com",,"a16-64.akam.net, a6-66.akam.net, a7-65.akam.net, a11-67.akam.net, a1-171.akam.net, a10-66.akam.net","8adO1itIvlgf/iOOHJ+k4B98tnmG9XwqRVk5kA9LxlmDItVkleYiKQp45XW42mW16oynxFRcs2XEyGKQNCpE0g==, v=spf1 redirect=_spf.harvard.edu, ms=ms54782703",,
,epsmuseum20.harvard.edu,128.103.104.20,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,eqtl.rc.fas.harvard.edu,140.247.151.203,eqtl3.rc.fas.harvard.edu,"iliaddns.rc.fas.harvard.edu, rchelp.fas.harvard.edu",,,NOERROR,,,,,,,,
,equity.harvard.edu,"34.205.151.123, 34.231.17.245",hwp-redirect-lb-2143379933.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,er1.mgh.harvard.edu,132.183.37.118,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,eresearch.lib.harvard.edu,66.151.7.206,"ml-01hvd.hosted.exlibrisgroup.com, ml-na01.hosted.exlibrisgroup.com","ns1.p28.dynect.net, dnsadmin.exlibrisgroup.com",,,NOERROR,,,,,,,,
,eresearch.library.harvard.edu,66.151.7.206,"ml-01hvd.hosted.exlibrisgroup.com, ml-na01.hosted.exlibrisgroup.com","ns1.p28.dynect.net, dnsadmin.exlibrisgroup.com",,,NOERROR,,,,,,,,
,eresources.law.harvard.edu,140.247.209.63,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,ernie.harvard.edu,128.103.99.89,wnl.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,eros.harvard.edu,134.174.174.23,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,es1.fas.harvard.edu,,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,esag.deas.harvard.edu,54.172.197.41,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,"mx0a-00171101.pphosted.com, mx0b-00171101.pphosted.com",,"a16-64.akam.net, a11-67.akam.net, a6-66.akam.net, a1-171.akam.net, a7-65.akam.net, a10-66.akam.net",,,
,esag.harvard.edu,,esag.deas.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,"mx0b-00171101.pphosted.com, mx0a-00171101.pphosted.com",,"a11-67.akam.net, a1-171.akam.net, a7-65.akam.net, a6-66.akam.net, a10-66.akam.net, a16-64.akam.net",,,
,esb.cfa.harvard.edu,131.142.80.127,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,esb.cfa.harvard.edu,,,,,
,escalator.mgh.harvard.edu,170.223.157.197,ocrouters.ocprod.partners.org,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,escher.mgh.harvard.edu,,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,eskandar.mgh.harvard.edu,155.52.198.69,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,eslide.rc.fas.harvard.edu,140.247.179.132,,"iliaddns.rc.fas.harvard.edu, rchelp.fas.harvard.edu",,,NOERROR,,,,,,,,
,espresso.cfa.harvard.edu,131.142.157.43,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,espresso.mcb.harvard.edu,140.247.106.208,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,estream.med.harvard.edu,134.174.150.20,itvidp02.med.harvard.edu,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
,esupport.hms.harvard.edu,72.10.184.33,HVDPROD02.huronclick.com,"dns1.huronconsultinggroup.com, abuse.huronconsultinggroup.com",,,NOERROR,,,,,,,,
,etest.harvard.edu,128.103.180.31,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,ethan.law.harvard.edu,128.103.64.114,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,ether.mgh.harvard.edu,170.223.178.101,erisweb1.partners.org,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,ethics.harvard.edu,34.198.162.68,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,"aspmx3.googlemail.com, aspmx2.googlemail.com, aspmx5.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, aspmx4.googlemail.com",,,,,
,etna.harvard.edu,128.103.4.46,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,etude.dfci.harvard.edu,155.52.18.9,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,euclid.bwh.harvard.edu,172.27.104.62,,"ecorexns1.partners.org, domainadmin.partners.org",True,172.27.104.62,NOERROR,,,,,,,,
,euclid.mgh.harvard.edu,155.52.200.229,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,eureka.bwh.harvard.edu,134.174.81.142,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,eureka.cfa.harvard.edu,131.142.52.252,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,eureka.harvard.edu,,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,europa.cfa.harvard.edu,131.142.156.160,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,ev1.mgh.harvard.edu,132.183.36.154,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,evals.dfci.harvard.edu,170.223.157.35,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,evals.fas.harvard.edu,"52.72.20.174, 52.87.140.206, 34.205.221.118","sites.fas.harvard.edu, fas-redirect-lb-pub-prod.ats.cloud.huit.harvard.edu","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,evals.mgh.harvard.edu,170.223.191.141,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,evaluation-reports.dev.fas.harvard.edu,140.247.34.38,departments.dev.fas.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,evaluations.dev.fas.harvard.edu,140.247.34.38,departments.dev.fas.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,evaluations.gse.harvard.edu,"185.225.250.32, 185.225.250.57","edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,evalue.hmdc.harvard.edu,"3.232.242.170, 54.91.59.199, 52.20.78.240, 3.220.57.224",functional-olive-mtm7pe0lnyyu96j5y4hk528g.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",,,NOERROR,,,,,,,,
,eve.law.harvard.edu,,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,even.mgh.harvard.edu,132.183.1.10,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,events.college.harvard.edu,140.247.63.236,"harvard.lonespot.org, lonespot.org","ns75.domaincontrol.com, dns.jomax.net",,,NOERROR,,,,,"ns75.domaincontrol.com, ns76.domaincontrol.com",,,
,events.harvard.edu,23.185.0.4,universityevents.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,"a1-171.akam.net, a6-66.akam.net, a7-65.akam.net, a11-67.akam.net, a16-64.akam.net, a10-66.akam.net",,,
,events.hfc.harvard.edu,"107.20.76.91, 52.4.214.101",web0056-iebms-1560032056.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,events.seas.harvard.edu,13.92.255.122,harvardseas.enterprise.localist.com,"dns1.easydns.com, zone.easydns.com",,,NOERROR,True,azure,,,"ns-1298.awsdns-34.org, ns-1663.awsdns-15.co.uk, ns-497.awsdns-62.com, ns-757.awsdns-30.net",,,
,events.wyss.harvard.edu,"151.101.2.133, 151.101.194.133, 151.101.130.133, 151.101.66.133",,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,True,fastly,,,,fastly-domain-delegation-8g7FnAo8YBa2kp6D7T37-458832-2022-02-12,,
,everest.cadm.harvard.edu,128.103.63.121,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,evolve.harvard.edu,151.101.130.159,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,True,fastly,,,,,,
,evp.harvard.edu,"23.32.238.211, 23.32.238.203","edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,ewaye.hmc.harvard.edu,64.72.76.205,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,exam-ppcr-2018.sph.harvard.edu,45.60.34.143,"ppcr-2018.sph.harvard.edu, qasazki.x.incapdns.net","ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",,,NOERROR,True,incapsula,,,,,,
,exam.ppcr.sph.harvard.edu,,"ppcr.sph.harvard.edu, vo8sf.x.incapdns.net","ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",,,NOERROR,True,incapsula,,,,,,
,example.med.harvard.edu,134.174.150.51,orchestraweb.med.harvard.edu,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
,excelsior.cfa.harvard.edu,131.142.192.163,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,excelsior.mcb.harvard.edu,140.247.106.215,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,exchange.university.harvard.edu,,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,"mx0b-00171101.pphosted.com, mx0a-00171101.pphosted.com",,,"Y0+R2Lnf/mx0Y+R/KF/iyki9njk0lDt5TFcyi2N07BjY21Mo6PW2HG627U1dIgJIPxvJxirie6GDZchMHQJ1gw==, nMxxeVMTB0flr65zeQPT7a0Dos0SRbgHIGEqlk+E5MUf/a1chVkx0AWR3lPxW3AHs/SeI1oammCgYqW9ES6HJw==, v=spf1 redirect=_spf.harvard.edu",,
,exchangedelegation.university.harvard.edu,,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,+Q5GoyWXw4K9xCT5h1Fshmmr7lBAYk4HAK7akHDZf5Wan9gEWx72AosAkfGcoOKfqVo1ekLORVEtoHpTvmT/mw==,,
,exclerk.hms.harvard.edu,134.174.149.198,commhosting.med.harvard.edu,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
,exec-ed.hms.harvard.edu,13.111.117.223,,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
,execed-admissions.hms.harvard.edu,"52.85.132.43, 52.85.132.101, 52.85.132.111, 52.85.132.28, 205.251.192.217, 205.251.194.97, 205.251.196.234, 205.251.199.247",d35iff6qycyett.cloudfront.net,"ns-1258.awsdns-29.org, awsdns-hostmaster.amazon.com",,,NOERROR,True,cloudfront,,,"ns-609.awsdns-12.net, ns-2039.awsdns-62.co.uk, ns-217.awsdns-27.com, ns-1258.awsdns-29.org",,,
,execed.gsd.harvard.edu,"185.225.250.32, 185.225.250.57","projects.iq.harvard.edu, edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,execed.harvard.edu,"23.32.238.203, 23.32.238.211","execed.gsd.harvard.edu, projects.iq.harvard.edu, edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,execed.law.harvard.edu,23.185.0.4,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,"2620:12a:8001::4, 2620:12a:8000::4",,"pardot868411=0dd8b124771e8cc0423bd9769333d944cf6c67488601efc64a7e122c9439e2ee, pardot868411=2f2d488060e00bf2dfa6cab560b35cc050004e5e71e88a477c2ebde1ed006632",,
,execed.sph.harvard.edu,"199.60.103.2, 199.60.103.254","521123g23.secure0054.hubspot.net, 521123.group23.sites.hubspot.net, group23.sites.hscoscdn20.net","jerry.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,"2606:2c40::c73c:67fe, 2606:2c40::c73c:6702",,,,
,exed.canvas.harvard.edu,,"harvard-catalog-courses-vanity.instructure.com, canvas-iad-prod-c36-81646999.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,exed.hks.harvard.edu,20.75.233.62,"redirect.hks.harvard.edu, redirect.hks.azure.huit.harvard.edu","ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",,,NOERROR,,,,,,,,
,experience.hks.harvard.edu,20.75.233.62,"redirect.hks.harvard.edu, redirect.hks.azure.huit.harvard.edu","ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",,,NOERROR,,,,,,,,
,experiments.wjh.harvard.edu,"23.211.133.66, 23.61.199.65, 193.108.91.171, 96.7.50.66, 84.53.139.67, 23.211.132.64",wjh.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,"mx0a-00171101.pphosted.com, mx0b-00171101.pphosted.com",2600:1401:1::42,"a1-171.akam.net, a11-67.akam.net, a6-66.akam.net, a16-64.akam.net, a7-65.akam.net, a10-66.akam.net","v=spf1 redirect=_spf.harvard.edu, chiGGc69PUNMYvfUkAeBOE5q4rpnZIyfIdjZboOovW9n+hfL23/jSX4Jr5Cd+YmKFmhMigwuA/gMzMNlSYDMhA==, ms=ms15445965",,
,explorer.med.harvard.edu,134.174.155.6,,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,explorer.med.harvard.edu,,,,,
,express.dfci.harvard.edu,155.52.51.80,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,expressway-e.uc.harvard.edu,"128.103.247.205, 128.103.248.230",,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,ext1-60ox.noc.harvard.edu,128.103.208.32,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,ext1.aliasing.harvard.edu,128.103.208.32,ext1-60ox.noc.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,ext2-10wa.noc.harvard.edu,128.103.200.131,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,ext2.aliasing.harvard.edu,128.103.200.131,ext2-10wa.noc.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,ext3.noc.harvard.edu,128.103.208.33,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,extension.dce.harvard.edu,23.21.64.187,acquia.dce.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,extension.harvard.edu,23.185.0.1,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,"mx0b-00171101.pphosted.com, mx0a-00171101.pphosted.com","2620:12a:8000::1, 2620:12a:8001::1","a16-64.akam.net, a10-66.akam.net, a11-67.akam.net, a6-66.akam.net, a7-65.akam.net, a1-171.akam.net","v=spf1 include:spf.wbm.ai include:_spf.harvard.edu include:6215382.spf07.hubspotemail.net ~all, v=spf1 include:spf.wbm.ai include:_spf.harvard.edu ~all",,
,externaled.hms.harvard.edu,107.21.104.61,,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,"cdns2.med.harvard.edu, edns2.med.harvard.edu, edns1.med.harvard.edu, cdns1.med.harvard.edu",,,
,extranet-dr.childrens.harvard.edu,134.174.21.52,,"ndcnetnse1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,,,,,,,,
,extranet.childrens.harvard.edu,134.174.21.42,,"ndcnetnse1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,,,,,,,,
,exwaye01.vit.itatti.harvard.edu,92.223.159.134,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,eye.bwh.harvard.edu,134.174.9.17,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,eye.hms.harvard.edu,"23.62.230.51, 23.62.230.41","edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,ezp-prod-backend.lib.harvard.edu,128.103.147.149,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,ezp-prod1.hul.harvard.edu,128.103.147.149,"ezpcs.hul.harvard.edu, ezp-prod0.lib.harvard.edu, ezp-prod-backend.lib.harvard.edu","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,ezp-qa.lib.harvard.edu,128.103.147.156,ezptest-int.lib.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,ezptest.harvard.edu,128.103.147.156,"ezptest.lib.harvard.edu, ezp-qa.lib.harvard.edu, ezptest-int.lib.harvard.edu","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,ezptest.lib.harvard.edu,128.103.147.156,"ezp-qa.lib.harvard.edu, ezptest-int.lib.harvard.edu","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,fa.hms.harvard.edu,"2.16.238.28, 2.16.238.19","edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,faads.faoapps.fas.harvard.edu,"3.233.14.6, 34.203.184.132, 34.225.92.41","faads-container.ats.cloud.huit.harvard.edu, student-services-prod-pub-alb-1874446104.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,fablab.gsd.harvard.edu,"141.193.213.21, 141.193.213.20",c32l1vvr3j68.wpeproxy.com,"darwin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
,face.meei.harvard.edu,54.221.2.44,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,facebook.cadm.harvard.edu,128.103.241.91,prod2.wds-appprod.cadm.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,facebook.college.harvard.edu,"18.209.208.217, 35.170.164.202, 34.237.204.173",collegefb-lb-pub-prod.ats.cloud.huit.harvard.edu,"ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,facebook.fas.harvard.edu,"34.237.204.173, 18.209.208.217, 35.170.164.202","facebook.college.harvard.edu, collegefb-lb-pub-prod.ats.cloud.huit.harvard.edu","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,facebook.stage.college.harvard.edu,"52.87.84.6, 44.206.180.194, 34.231.191.189",maple-stage-app-elb-pub-1371357847.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,facetime.tch.harvard.edu,134.174.21.125,,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,,,,,,,,
,faculty.chemistry.harvard.edu,"23.43.57.40, 23.43.57.65","edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,faculty.extension.harvard.edu,"23.32.238.211, 23.32.238.203","edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,faculty.harvard.edu,"2.18.121.137, 2.18.121.147","edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,faculty.summer.harvard.edu,"185.225.250.32, 185.225.250.57","edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,facultybibliography.law.harvard.edu,140.247.209.70,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,facultyfinder.harvard.edu,134.174.145.205,,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,"edns1.med.harvard.edu, cdns1.med.harvard.edu, cdns2.med.harvard.edu, edns2.med.harvard.edu",,,
,facultyfinder.hms.harvard.edu,134.174.145.205,facultyfinder.harvard.edu,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
,fad.harvard.edu,,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,fainfo.stage.ats.cloud.huit.harvard.edu,10.137.149.129,,"ns-1526.awsdns-62.org, awsdns-hostmaster.amazon.com",True,10.137.149.129,NOERROR,,,,,"ns-104.awsdns-13.com, ns-1526.awsdns-62.org, ns-1800.awsdns-33.co.uk, ns-645.awsdns-16.net",,,
,fainfo.test.ats.cloud.huit.harvard.edu,,,"ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,fairbank.fas.harvard.edu,23.185.0.4,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,"2620:12a:8001::4, 2620:12a:8000::4",,,,
,faith.law.harvard.edu,140.247.218.122,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,fallon.fas.harvard.edu,140.247.72.137,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,faoapps.dev.fas.harvard.edu,"54.243.26.245, 3.221.141.221, 34.193.158.162","faoapps-container.dev.ats.cloud.huit.harvard.edu, student-services-dev-def-alb-1074049477.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
