input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_expired,tech_,cdn_name,cdn,final_url,csp_domains_,tls_wildcard_certificate
classrooms-origin.walmart.com,,503,62,,,,,,,,,,,,,,,,,,,,80,http://classrooms-origin.walmart.com:80,http,,,GET,161.170.248.130,/,107704025,161.170.244.130,1,False,,,,,,,
click.comms.walmart.com,403 - Forbidden: Access is denied.,403,1233,click.comms.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-31T00:00:00Z,2024-06-30T23:59:59Z,"CN=click.comms.walmart.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",click.comms.walmart.com,"Salesforce.com, Inc.",click.comms.walmart.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c2fe34cb1dbf5cfa2f75270f29d5e1a1,71b7cc8f652f28b21db75c9e7615e9bd55ddf2eb90497680bbeca9f8fdde30ce,ctls,click.comms.walmart.com,443,https://click.comms.walmart.com:443,https,,text/html,GET,13.111.151.219,/,1631801191,13.111.151.219,30,False,,HSTS,,,,,
click.walmart.com,404 Not Found,404,150,click.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-09T00:00:00Z,2023-11-23T23:59:59Z,CN=spgo.io,spgo.io,,spgo1.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b48d2faa8da96be2c64964e60e5b333f,24aec451a732f9ce5cc82cdefd7dd980c9959bcba2bbe70c2fb5803680f2528b,ctls,click.walmart.com,443,https://click.walmart.com:443,https,msys-http,text/plain,GET,44.238.106.247,/,-1840324437,52.41.4.174,8,False,,,,,,,True
community.walmart.com,Invalid URL,400,208,community.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-05-17T21:19:23Z,2024-06-17T21:19:22Z,"CN=prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",prod.walmart.com,Walmart Inc.,img.affil.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0face3d86f6b0804327dfbb0481404a0,4caa9ba4509fcc7a579a6601bbfcfc2c92728d3ec45a55603b4ec27917ac6a31,ctls,community.walmart.com,443,https://community.walmart.com:443,https,AkamaiGHost,text/html,GET,23.197.132.23,/,-352230025,23.197.132.23,8,False,,,,,,,
console.polymorph.walmart.com,Error,503,176,console.polymorph.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-01T20:16:09Z,2024-03-04T20:16:08Z,"CN=ak-prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-prod.walmart.com,Walmart Inc.,a.polymorph.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8239b4d69d71ea6b5146890509b174c3,43dc0b84006a61a93dbda1543ae765ade4230ecbcede24fbdf31f626b52b2dab,ctls,console.polymorph.walmart.com,443,https://console.polymorph.walmart.com:443,https,AkamaiGHost,text/html,GET,104.79.24.216,/,1151265574,104.79.24.216,5,False,,,,,,,
consulta.giftcard.centroamerica.walmart.com,Consulta de Saldos,200,777,consulta.giftcard.centroamerica.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-20T18:27:20Z,2024-08-20T18:27:19Z,"CN=cf-prod2.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-prod2.walmart.com,Walmart Inc.,comunidadspark.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1c14d75ce99c8861304471c9d00fd941,5e326ac41814c435edc5f642f13c64a0a9239ac5e4cb1635ce43de5802e0fd86,ctls,consulta.giftcard.centroamerica.walmart.com,443,https://consulta.giftcard.centroamerica.walmart.com:443,https,cloudflare,text/html,GET,104.18.37.104,/,750452155,172.64.150.152,2,False,,Envoy,cloudflare,True,,,
converge.walmart.com,,200,3428,converge.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-09T10:48:39Z,2023-09-07T10:48:38Z,CN=ssl3.demohubilo.com,ssl3.demohubilo.com,,ssl3.demohubilo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cf4f4a26c1fd0fed3f0e8405f007100c,4e04978a51bd11167cad4b8bfb2fc21a84bcf20e9580af92917a7770481df37b,ctls,converge.walmart.com,443,https://converge.walmart.com:443,https,nginx,text/html,GET,18.211.53.70,/,190856733,18.211.53.70,1,False,,Nginx,,,,,
cookshop.walmart.com,Error,503,175,cookshop.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-16T09:11:40Z,2024-07-17T09:11:39Z,"CN=ak-prod3.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-prod3.walmart.com,Walmart Inc.,et.prod.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,26963ac783645ac212751e642756af0e,812b502b0d3bf683f6f45e10b69e251ee6156801c9f5f10bd5375b7dfb376a88,ctls,cookshop.walmart.com,443,https://cookshop.walmart.com:443,https,AkamaiGHost,text/html,GET,2.16.187.51,/,724542079,2.16.187.67,5,False,,,,,,,
corporate.walmart.com,Walmart Corporate News and Information,200,134354,corporate.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-21T15:42:53Z,2023-12-23T15:42:52Z,"CN=cdn.corporate.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cdn.corporate.walmart.com,Walmart Inc.,walmartcentroamerica.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,804651461c652bab3d438ea5c01b4d94,f62bbe71d6e2492a4cbefa420da15793242891dcd4369aefb0823d0d37045ac7,ctls,corporate.walmart.com,443,https://corporate.walmart.com:443,https,Apache-Coyote/1.1,text/html,GET,198.61.150.30,/,1663639188,198.61.150.30,3224,False,,Varnish,,,,,
corporativo.walmart.com,,404,,corporativo.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-21T15:42:53Z,2023-12-23T15:42:52Z,"CN=cdn.corporate.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cdn.corporate.walmart.com,Walmart Inc.,walmartcentroamerica.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,804651461c652bab3d438ea5c01b4d94,f62bbe71d6e2492a4cbefa420da15793242891dcd4369aefb0823d0d37045ac7,ctls,corporativo.walmart.com,443,https://corporativo.walmart.com:443,https,Apache-Coyote/1.1,,GET,50.57.214.177,/,-1884591228,50.57.214.177,1,False,,Java,,,,,
coupons.walmart.com,,200,1115621,www.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-02T18:32:20Z,2024-04-02T18:32:19Z,"CN=www.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",www.walmart.com,Walmart Inc.,walmart.com,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,2d3680c6dcc7e5be90c4f983c7e585de,345494c2c039706df849df11e108619f0ea1597c85643f27cc060c0891ebfb0f,ctls,www.walmart.com,80,http://coupons.walmart.com:80,http,,text/html,GET,104.122.33.179,/,-807015543,104.122.33.179,1,False,,React,,,https://www.walmart.com/store/2648-san-leandro-ca/coupons,*.alldata.cashedge.com,
cpa-ui-stg.walmart.com,,526,,cpa-ui-stg.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-19T19:55:34Z,2024-07-20T19:55:33Z,"CN=cf-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-nonprod.walmart.com,Walmart Inc.,external.etc.stage.bopgta.us.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c09c289f92ac2feef992179c3a767bc4,6fb0c76339cb0ebdc82c0fb978ce03b3a41b1f40663cb1c3a58f4210349006d2,ctls,cpa-ui-stg.walmart.com,443,https://cpa-ui-stg.walmart.com:443,https,cloudflare,,GET,104.18.37.104,/,-1840324437,172.64.150.152,1,False,,Cloudflare Bot Management,cloudflare,True,,,
cpa-ui.walmart.com,,404,1613,cpa-ui.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-01T20:16:09Z,2024-03-04T20:16:08Z,"CN=ak-prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-prod.walmart.com,Walmart Inc.,a.polymorph.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8239b4d69d71ea6b5146890509b174c3,43dc0b84006a61a93dbda1543ae765ade4230ecbcede24fbdf31f626b52b2dab,ctls,cpa-ui.walmart.com,443,https://cpa-ui.walmart.com:443,https,,text/html,GET,23.197.134.90,/,-1303268431,23.197.134.90,2,False,,React,,,,https://idsync.rlcdn.com,
crystal.stage.walmart.com,Crystal | Walmart,200,31620,crystal.stage.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-12T17:12:58Z,2024-08-12T17:12:57Z,"CN=fa-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",fa-nonprod.walmart.com,Walmart Inc.,edu-stage.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3e99c24712e50be347a5aacaf1070bfa,80d9a38863f3ccc30d64a6854371b7a7898d2e99adef380087d8307fa49992bc,ctls,crystal.stage.walmart.com,443,https://crystal.stage.walmart.com:443,https,,text/html,GET,151.101.2.132,/,-1840324437,151.101.194.132,114,False,,Varnish,fastly,True,,,
customcards.walmart.com,Program Manager,200,1719,customcards.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-16T09:11:40Z,2024-07-17T09:11:39Z,"CN=ak-prod3.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-prod3.walmart.com,Walmart Inc.,et.prod.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,26963ac783645ac212751e642756af0e,812b502b0d3bf683f6f45e10b69e251ee6156801c9f5f10bd5375b7dfb376a88,ctls,customcards.walmart.com,80,http://customcards.walmart.com:80,http,,text/html,GET,2.16.187.51,/,-1255347784,2.16.187.67,6,False,,Bootstrap:4.0.0,,,https://customcards.walmart.com/,,
customers.egiftcards.centroamerica.walmart.com,Mis tarjetas electrónicas,200,1056,customers.egiftcards.centroamerica.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-20T18:27:20Z,2024-08-20T18:27:19Z,"CN=cf-prod2.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-prod2.walmart.com,Walmart Inc.,comunidadspark.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1c14d75ce99c8861304471c9d00fd941,5e326ac41814c435edc5f642f13c64a0a9239ac5e4cb1635ce43de5802e0fd86,ctls,customers.egiftcards.centroamerica.walmart.com,443,https://customers.egiftcards.centroamerica.walmart.com:443,https,cloudflare,text/html,GET,172.64.150.152,/,985725038,104.18.37.104,2,False,,Envoy,cloudflare,True,,,
customers.egiftcards.qa.centroamerica.walmart.com,Mis tarjetas electrónicas,200,1056,customers.egiftcards.qa.centroamerica.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-12T17:12:58Z,2024-08-12T17:12:57Z,"CN=fa-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",fa-nonprod.walmart.com,Walmart Inc.,edu-stage.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3e99c24712e50be347a5aacaf1070bfa,80d9a38863f3ccc30d64a6854371b7a7898d2e99adef380087d8307fa49992bc,ctls,customers.egiftcards.qa.centroamerica.walmart.com,443,https://customers.egiftcards.qa.centroamerica.walmart.com:443,https,,text/html,GET,146.75.118.132,/,1658814592,146.75.118.132,2,False,,Varnish,fastly,True,,,
customersparksurvey.walmart.com,Origin DNS error | customersparksurvey.walmart.com | Cloudflare,530,6242,,,,,,,,,,,,,,,,,,,,80,http://customersparksurvey.walmart.com:80,http,cloudflare,text/html,GET,172.64.150.152,/,-1960252401,104.18.37.104,92,False,,Cloudflare,cloudflare,True,,,
customily.walmart.com,Customily Options,200,5010,customily.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,,2022-12-01T17:08:22Z,2024-01-02T17:08:21Z,"CN=customily.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",customily.walmart.com,Walmart Inc.,customily.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,da88a9727a43252e0c594bffe8496e4d,6acd30f21aa0bc1b45be1ab22ff0b3b62dfbb524d3ef7482d1a3efc4df5b5572,ctls,customily.walmart.com,443,https://customily.walmart.com:443,https,Microsoft-IIS/8.5,text/html,GET,52.53.105.196,/,229361783,52.53.105.196,98,False,,Windows Server,,,,,
cyborg-voice-glass-qa.walmart.com,,404,42,cyborg-voice-glass-qa.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-12T17:12:58Z,2024-08-12T17:12:57Z,"CN=fa-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",fa-nonprod.walmart.com,Walmart Inc.,edu-stage.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3e99c24712e50be347a5aacaf1070bfa,80d9a38863f3ccc30d64a6854371b7a7898d2e99adef380087d8307fa49992bc,ctls,cyborg-voice-glass-qa.walmart.com,443,https://cyborg-voice-glass-qa.walmart.com:443,https,,application/json,GET,151.101.2.132,/,2110039599,151.101.194.132,1,False,,Varnish,fastly,True,,,
dal-search-stg0.mobile.walmart.com,Service Unavailable,503,268,dal-search-stg0.mobile.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,ctls,dal-search-stg0.mobile.walmart.com,443,https://dal-search-stg0.mobile.walmart.com:443,https,AkamaiGHost,text/html,GET,95.101.54.112,/,1869234997,95.101.54.128,9,False,,,,,,,True
dal-search-stg1.mobile.walmart.com,Service Unavailable,503,268,dal-search-stg1.mobile.walmart.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,,2022-10-26T14:14:50Z,2023-11-27T14:14:49Z,"CN=mobile.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",mobile.walmart.com,Walmart Inc.,dfw-search-stg2.mobile.walmart.com,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,f68fe77128f89ed81dbbcf3c467838b3,bdd3e5144b5f47a1e36efafdaf6274d1c1cc5e81fb06b770cd0c1d336fa31d07,ctls,dal-search-stg1.mobile.walmart.com,443,https://dal-search-stg1.mobile.walmart.com:443,https,AkamaiGHost,text/html,GET,23.197.133.135,/,130910583,23.197.133.135,9,False,,,,,,,
delivery-qa.walmart.com,Access Denied,403,276,,,,,,,,,,,,,,,,,,,,80,http://delivery-qa.walmart.com:80,http,AkamaiGHost,text/html,GET,23.196.247.226,/,1617358999,23.196.247.226,10,False,,,,,,,
delivery.walmart.com,GSCOPE,200,4057,delivery.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-17T21:19:23Z,2024-06-17T21:19:22Z,"CN=prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",prod.walmart.com,Walmart Inc.,img.affil.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0face3d86f6b0804327dfbb0481404a0,4caa9ba4509fcc7a579a6601bbfcfc2c92728d3ec45a55603b4ec27917ac6a31,ctls,delivery.walmart.com,443,https://delivery.walmart.com:443,https,,text/html,GET,23.197.132.23,/,1493717089,23.197.132.23,13,False,,PerimeterX,,,https://delivery.walmart.com/login,,
deliverytracking.walmart.com,Delivery Tracking,200,12492,deliverytracking.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-23T21:10:16Z,2023-12-25T21:10:15Z,"CN=ak-prod2.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-prod2.walmart.com,Walmart Inc.,abss.supplier.wal-mart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1c6fbcf30b95e8e36edfed4ebeb0859a,4f0ad27b92eae041023b452576fdd85b58457667a4e9e08ee39d3fd06d98880e,ctls,deliverytracking.walmart.com,443,https://deliverytracking.walmart.com:443,https,,text/html,GET,23.197.143.83,/,-999226311,23.197.143.83,2,False,,Envoy,,,,,
desksb-a.dsp.walmart.com,Log In,200,6290,authsb-a.dsp.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-30T19:18:28Z,2023-08-01T19:18:27Z,"CN=authsb-a.dsp.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",authsb-a.dsp.walmart.com,Walmart Inc.,apisb-b.dsp.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c816fdd32faabdff16876d54ea8da15c,b02afe00adb922e9cce22493ce6f0c30f0043ab2bab8b9af653d4f3c405dcd43,ctls,authsb-a.dsp.walmart.com,443,https://desksb-a.dsp.walmart.com:443,https,Kestrel,text/html,GET,20.120.94.60,/,76658403,20.120.94.60,87,False,,MyFonts,,,https://authsb-a.dsp.walmart.com/Account/Login?ReturnUrl=%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3Ddesk.refresh%26redirect_uri%3Dhttps%253A%252F%252Fdesksb-a.dsp.walmart.com%252Fsignin-oidc%26response_type%3Dcode%26scope%3Dopenid%2520profile%2520ttdui_refresh%2520offline_access%2520email%26state%3DOpenIdConnect.AuthenticationProperties%253DJy8yMxKEsFWSGo_ElrPtYA1K-j4427zdapm-wmaoDsHSt8jWuIQ1o5JSuON3Tt9PsGBThAmN69JPxZ1cqNYmMzBFeAq1jdqxdc3qMo2jdqFVzeC7-6LUv2CwXr7Wxzp-WDx0V0V6Ua_Q75hHFjaOXTYAUn-i1KX3jgOIeyHPArkZnWnoXVGNH4o1Bk4JeMY6CRj7iAgpap2ECx3Ps5QzQ5EF6pg8yEjeum0LeL1m8UgWnehr%26response_mode%3Dform_post%26nonce%3D638255075629227883.MWQxYjQ0MDQtY2M5ZS00MDg5LTg2MTQtZDZlZWZmNzYzMGRkNGY0ZWM0M2MtZTI4NC00MDU0LWI4YWQtZDU2MGM5NzgwMzA2%26sessionId%3Ddeskui-4792b680-6f03-49e2-a46d-6242b321f4c5%26partner%3Ddesksb-a.dsp.walmart.com%26x-client-SKU%3DID_NET461%26x-client-ver%3D5.3.0.0,https://thetradedesk.okta.com,
desksb-b.dsp.walmart.com,Log In,200,6298,ext-auth.sb.thetradedesk.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-20T00:00:00Z,2024-03-20T23:59:59Z,CN=*.sb.thetradedesk.com,*.sb.thetradedesk.com,,sb.thetradedesk.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,405433e6940ac9f4e339373590a964f1,b4a3f75f93f1b18066e0566c5b673da754a07816853ec0e5729406a59bf14a82,ctls,ext-auth.sb.thetradedesk.com,443,https://desksb-b.dsp.walmart.com:443,https,Kestrel,text/html,GET,20.120.94.60,/,76658403,20.120.94.60,87,False,,MyFonts,,,https://ext-auth.sb.thetradedesk.com/Account/Login?ReturnUrl=%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3Ddesk.refresh%26redirect_uri%3Dhttps%253A%252F%252Fext-desk.sb.thetradedesk.com%252Fsignin-oidc%26response_type%3Dcode%26scope%3Dopenid%2520profile%2520ttdui_refresh%2520offline_access%2520email%26state%3DOpenIdConnect.AuthenticationProperties%253Dcb4_qfMNcAhLtiAOPy2W3Gk9XAyqE6ykCvfwgHA-WD3RU4rcaICwCRAt7T7M5Kpe2D3D4GMI4tkoZhpPcagQ19ZtSERlhZk8uSdXGni-n61hFkqPZ6lUk7-Dmp7HKepT5ujhASITrhyaFIVRTxTXoYHsw8l8CMgMjbfbPKDSAkjxX6XtWxGqqJ3Z4BFuS3rakv9W2WHqXtGXaRPGhO_9yPUgNyi2D7mnp0FQgclysB-3gUur%26response_mode%3Dform_post%26nonce%3D638255075678141909.NGY0Y2JiMzEtZGEwYi00YjI5LTllNDAtZjhiY2FmNzcyZmNmNzA0YjVmZjctYTQyMC00NjgwLWE5NTUtZjk1MDNlNGY2YjA1%26sessionId%3Ddeskui-69f4bc98-a888-4241-90a6-17627c18069e%26partner%3Ddesksb-b.dsp.walmart.com%26x-client-SKU%3DID_NET461%26x-client-ver%3D5.3.0.0,app.pendo.io,True
developer.api.jp.walmart.com,Error,503,175,developer.api.jp.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-17T21:19:23Z,2024-06-17T21:19:22Z,"CN=prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",prod.walmart.com,Walmart Inc.,img.affil.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0face3d86f6b0804327dfbb0481404a0,4caa9ba4509fcc7a579a6601bbfcfc2c92728d3ec45a55603b4ec27917ac6a31,ctls,developer.api.jp.walmart.com,80,http://developer.api.jp.walmart.com:80,http,AkamaiGHost,text/html,GET,23.197.132.23,/,-579318717,23.197.132.23,5,False,,,,,https://developer.api.jp.walmart.com/,,
developer.api.stg.walmart.com,,403,5,developer.api.stg.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-06T08:21:09Z,2024-07-07T08:21:08Z,"CN=ak-nonprod3.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-nonprod3.walmart.com,Walmart Inc.,seller.stg.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,bbbc157f202ddf53663648321bece33f,877a6b838d10da9f5f0b4c7d1b219f74f6955b8e684c198fb3514a945175136a,ctls,developer.api.stg.walmart.com,443,https://developer.api.stg.walmart.com:443,https,,text/plain,GET,2.16.187.9,/,281171624,2.16.187.115,1,False,,,,,,,
developer.api.uk.walmart.com,,403,39,developer.api.uk.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-12T22:48:55Z,2024-08-12T22:48:54Z,"CN=ak-prod4.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-prod4.walmart.com,Walmart Inc.,i5-me.walmartimages.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f9418d960c203554c26a724a83f6b822,551b904b4a06bd8e7566b65137975afc6b8adf31fe93cdca320fd4c9876920c7,ctls,developer.api.uk.walmart.com,443,https://developer.api.uk.walmart.com:443,https,,text/plain,GET,2.23.209.143,/,145465429,2.23.209.174,1,False,,Akamai,,,,,
developer.api.us.walmart.com,,403,39,developer.api.us.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-17T21:19:23Z,2024-06-17T21:19:22Z,"CN=prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",prod.walmart.com,Walmart Inc.,img.affil.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0face3d86f6b0804327dfbb0481404a0,4caa9ba4509fcc7a579a6601bbfcfc2c92728d3ec45a55603b4ec27917ac6a31,ctls,developer.api.us.walmart.com,443,https://developer.api.us.walmart.com:443,https,,text/plain,GET,23.197.132.23,/,145465429,23.197.132.23,1,False,,Akamai,,,,,
developer.api.us2.stg.walmart.com,,403,39,developer.api.us2.stg.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-19T19:55:34Z,2024-07-20T19:55:33Z,"CN=cf-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-nonprod.walmart.com,Walmart Inc.,external.etc.stage.bopgta.us.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c09c289f92ac2feef992179c3a767bc4,6fb0c76339cb0ebdc82c0fb978ce03b3a41b1f40663cb1c3a58f4210349006d2,ctls,developer.api.us2.stg.walmart.com,443,https://developer.api.us2.stg.walmart.com:443,https,cloudflare,text/plain,GET,104.18.37.104,/,145465429,172.64.150.152,1,False,,Cloudflare Bot Management,cloudflare,True,,,
