input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,tls_subject_org_,webserver,tls_wildcard_certificate,csp_domains_,final_url,tls_mismatched,tls_self_signed
connect-projectshareservice-cac.bentley.com,,403,,connect-projectshareservice-cac.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-18T06:42:06Z,2023-10-16T06:42:05Z,CN=connect-projectshareservice-cac.bentley.com,connect-projectshareservice-cac.bentley.com,connect-projectshareservice-tm.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e757d0adb1012334125e1eab26e2d078,000631d4a8cde32a8bc9daff4cc318158ae6731f9e82cdf02cadc354fd4e1520,ctls,connect-projectshareservice-cac.bentley.com,443,https://connect-projectshareservice-cac.bentley.com:443,https,,GET,52.237.18.220,/,313015144,52.237.18.220,Windows Server,1,False,azure,True,,"Microsoft-IIS/10.0 Bentley-WSG/02.06.11.01,Bentley-WebAPI/2.8",,,,,
connect-projectshareservice-jpe.bentley.com,,403,,connect-projectshareservice-jpe.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-07T07:07:29Z,2023-09-05T07:07:28Z,CN=connect-projectshareservice-jpe.bentley.com,connect-projectshareservice-jpe.bentley.com,connect-projectshareservice-tm.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6f2a25e408d425d938f1651dcfdceb0e,a23258d9029229feb4c8ac408fbdc7eb83842e6f145c34b0ad3ef9cc4deb284f,ctls,connect-projectshareservice-jpe.bentley.com,443,https://connect-projectshareservice-jpe.bentley.com:443,https,,GET,20.43.67.37,/,313015144,20.43.67.37,Windows Server,1,False,azure,True,,"Microsoft-IIS/10.0 Bentley-WSG/02.06.11.01,Bentley-WebAPI/2.8",,,,,
connect-projectshareservice-sea.bentley.com,,403,,connect-projectshareservice-sea.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-18T06:14:52Z,2023-10-16T06:14:51Z,CN=connect-projectshareservice-sea.bentley.com,connect-projectshareservice-sea.bentley.com,connect-projectshareservice-tm.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f9292f67fe9fb26d1663aa88a07e9843,c3b37173aa8c430eb4b96614366239e3a060bc31071a1cbbabbcc806e5f358d7,ctls,connect-projectshareservice-sea.bentley.com,443,https://connect-projectshareservice-sea.bentley.com:443,https,,GET,52.230.1.186,/,313015144,52.230.1.186,Windows Server,1,False,azure,True,,"Microsoft-IIS/10.0 Bentley-WSG/02.06.11.01,Bentley-WebAPI/2.8",,,,,
connect-projectshareservice-tm.bentley.com,,403,,connect-projectshareservice-tm.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-18T06:14:25Z,2023-10-16T06:14:24Z,CN=connect-projectshareservice-neu.bentley.com,connect-projectshareservice-neu.bentley.com,connect-projectshareservice-tm.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,663ef85ba09ae815b7ca18657f019efe,46316d0dc49bff0e1dfb1d909a2584e833c93956923a9dfa68a595e11d1d30c7,ctls,connect-projectshareservice-tm.bentley.com,443,https://connect-projectshareservice-tm.bentley.com:443,https,,GET,20.50.64.1,/,313015144,20.50.64.1,Windows Server,1,False,azure,True,,"Microsoft-IIS/10.0 Bentley-WSG/02.06.11.01,Bentley-WebAPI/2.8",,,,,
connect-projectshareservice.bentley.com,,403,,connect-projectshareservice.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-18T06:42:33Z,2023-10-16T06:42:32Z,CN=connect-projectshareservice.bentley.com,connect-projectshareservice.bentley.com,connect-projectshareservice.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c8472074d28b821f455138e853976b65,ea4b6ae3a6ccb3df2ac80ffdf86f606a6e952e404c7d8df01a91c9098133e3f9,ctls,connect-projectshareservice.bentley.com,443,https://connect-projectshareservice.bentley.com:443,https,,GET,104.45.152.13,/,313015144,104.45.152.13,Windows Server,1,False,azure,True,,"Microsoft-IIS/10.0 Bentley-WSG/02.06.11.01,Bentley-WebAPI/2.8",,,,,
connect-projectshareweb.bentley.com,Share,200,997,connect-projectshareweb.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-21T00:00:00Z,2023-11-21T23:59:59Z,CN=connect-projectshareweb.bentley.com,connect-projectshareweb.bentley.com,connect-projectshareweb.bentley.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",386052cbe53666e959d03f3fe3f11d1f,8cf81304427b2bb99614fedde45b906b522ea8c193ec4161e9e92b9507e5971d,ctls,connect-projectshareweb.bentley.com,443,https://connect-projectshareweb.bentley.com:443,https,text/html,GET,104.45.152.13,/,313015144,104.45.152.13,Microsoft ASP.NET,6,False,azure,True,,Kestrel,,,,,
connect-projectwiseflow.bentley.com,,404,,connect-projectwiseflow.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-10T06:36:44Z,2023-09-08T06:36:43Z,CN=connect-projectwiseflow.bentley.com,connect-projectwiseflow.bentley.com,connect-projectwiseflow.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,98fb8560117cdbc8811675f8f911f2ad,384e694e48882dd926734be43c39b498c629fbb98406d60fece8885e1f10b4e5,ctls,connect-projectwiseflow.bentley.com,443,https://connect-projectwiseflow.bentley.com:443,https,,GET,40.71.11.157,/,-1840324437,40.71.11.157,Windows Server,1,False,azure,True,,Microsoft-IIS/10.0,,,,,
connect-projectwiseteamshost.bentley.com,Home Page - TeamsWebHost,200,2302,connect-projectwiseteamshost.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-15T12:05:02Z,2023-09-13T12:05:01Z,CN=connect-projectwiseteamshost.bentley.com,connect-projectwiseteamshost.bentley.com,connect-projectwiseteamshost.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,61f11c4cfe4e66a45d7d4472ae387436,63fc26fd8cd43e8daa1cbd12becd94c2912015cfb24a4ff740bd4dd5afff7ccc,ctls,connect-projectwiseteamshost.bentley.com,443,https://connect-projectwiseteamshost.bentley.com:443,https,text/html,GET,20.49.104.7,/,-1840324437,20.49.104.7,Windows Server,78,False,azure,True,,Microsoft-IIS/10.0,,,,,
connect-projectwisewebview.bentley.com,,200,724,connect-projectwisewebview.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-03T05:19:34Z,2023-09-01T05:19:33Z,CN=connect-projectwisewebview.bentley.com,connect-projectwisewebview.bentley.com,connect-projectwisewebview.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eba42ecce3a75de309d5d4dedbe5224a,6817e2b3fae23a4859a6611d564c058ac667d118cea589122cd343ec44c69a8c,ctls,connect-projectwisewebview.bentley.com,443,https://connect-projectwisewebview.bentley.com:443,https,text/html,GET,20.49.104.7,/,1602413302,20.49.104.7,Windows Server,26,False,azure,True,,Microsoft-IIS/10.0,,,,,
connect-qtoserver.bentley.com,,200,,connect-qtoserver.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-17T05:16:39Z,2023-09-15T05:16:38Z,CN=connect-qtoserver-uks.bentley.com,connect-qtoserver-uks.bentley.com,connect-qtoserver.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0165819284b90c8bb94aa39c1f4bdc74,d92c202c1b6f54c940e2424c09c3efb1581b5d2b600f8d696134a8fb2590e443,ctls,connect-qtoserver.bentley.com,443,https://connect-qtoserver.bentley.com:443,https,,GET,51.104.28.64,/,-1840324437,51.104.28.64,HSTS,1,False,azure,True,,,,,,,
connect-rbacapi.bentley.com,,200,8,connect-rbacapi.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-15T07:20:20Z,2023-10-13T07:20:19Z,CN=connect-rbacapi.bentley.com,connect-rbacapi.bentley.com,connect-rbacapi.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8f38c7eef727b74c5c0e94a6d39c8f97,5aa34d61c043cf0ed3446607fa92049c2143adfe83a19c1cce48acb76feb12b5,ctls,connect-rbacapi.bentley.com,443,https://connect-rbacapi.bentley.com:443,https,text/plain,GET,104.211.26.212,/,-1840324437,104.211.26.212,,1,False,azure,True,,,,,,,
connect-rbacportal.bentley.com,Sign In,200,12929,imsoidc.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-28T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.bentley.com, O=Bentley Systems\, Incorporated, L=Exton, ST=Pennsylvania, C=US",*.bentley.com,bentley.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6704d1c9bef3ce2c8c5913d68a9a1427,b90f140019fe86acf4dea4ca28cbf745d597aead2739b5a060944be5d8e185ab,ctls,imsoidc.bentley.com,443,https://connect-rbacportal.bentley.com:443,https,text/html,GET,40.71.11.157,/,17665102,40.71.11.157,Java,315,False,azure,True,"Bentley Systems, Incorporated",,True,,https://imsoidc.bentley.com/connect/authorize?client_id=rbac-portal-2755&redirect_uri=https%3A%2F%2Fconnect-rbacportal.bentley.com%2Fsignin-oidc&response_type=code&scope=openid%20profile%20email%20organization%20global_roles%20feature_tracking&code_challenge=1pdoRlhPglEQ7SaxJqdUbP5Zx-bM-EpVtaz1xR1A3lg&code_challenge_method=S256&response_mode=form_post&nonce=638257623997251973.MDI3YmRjYTEtNzQ5NC00MDU4LWE3ZjktNjUyMTEzNDJjMDg5N2YxZDY4N2ItOGVlYy00OGYzLTlmNGEtNWZkZGJlMWE4ZDI3&state=CfDJ8DY4zuQ1FTFHrxDV7b6PWF84x4m3343LlX2yNO5ccJrGVSoAUzs-SOLvEsR8r-4W3xOpGARWe705l4RnjP2IHqvm9JNRywm4G8l6er5-ulwmkEXNDPKuZ5IsYhBUdM7M26tftlSXtGCd-z3HtJiR7DQBJrhbIAWhjK4aNEc4_lTC9xWZAu9rzDgjpaZmN4Ul3kCFvT_aBz5vGU40-42Y3DlINpjGfrZQabypam5hVAfWs-_UA6TBRIdCgwMagrPrYunP21j1Dcs2F4KghrMPahH6a51h5LLRqWMBVoHVGtZ1g1dcwnHEQ95dLmcJdPDjTKYOjlo2fPvvG7pJ6g3FwJTXLWk0Lc4cpTjw6prHofyOePr3JJ2SMLtJOb5JVeHR6ez9VmUEEj5ZoMflZYORXT0&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=5.5.0.0,,
connect-realityconversion.bentley.com,RCS,200,726,connect-realityconversion.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-27T06:44:31Z,2023-08-25T06:44:30Z,CN=connect-realityconversion.bentley.com,connect-realityconversion.bentley.com,connect-realityconversion.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ea1ff229317feccb59f190a1d1669f0b,8a1abbc9f25cf66a98fd0c54a2d1cc20222a4c05058296eb528001610b8e1552,ctls,connect-realityconversion.bentley.com,443,https://connect-realityconversion.bentley.com:443,https,text/html,GET,40.71.11.132,/,1772087922,40.71.11.132,Windows Server,1,False,azure,True,,Microsoft-IIS/10.0,,,,,
connect-realityconversionfn.bentley.com,Your Azure Function App is up and running.,200,150093,connect-realityconversionfn.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-27T06:45:12Z,2023-08-25T06:45:11Z,CN=connect-realityconversionfn.bentley.com,connect-realityconversionfn.bentley.com,connect-realityconversionfn.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a9489a5536cc705a6354c70450ab7f6c,ef038889510a7f0a4f525e9bd706a184273911f66057b69449d6eef66b7f0d97,ctls,connect-realityconversionfn.bentley.com,443,https://connect-realityconversionfn.bentley.com:443,https,text/html,GET,40.71.11.132,/,-1840324437,40.71.11.132,,300,False,azure,True,,,,,,,
connect-realitydataservices.bentley.com,,404,,connect-realitydataservices.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-08T17:44:47Z,2023-09-06T17:44:46Z,CN=connect-realitydataservices.bentley.com,connect-realitydataservices.bentley.com,connect-realitydataservices.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2665cf08492c29c4b83eba13bcb3e93b,76b4ddef50a81c2f13fb4e502193c49613af2c1fdafb9956ebd6300159fdd87b,ctls,connect-realitydataservices.bentley.com,443,https://connect-realitydataservices.bentley.com:443,https,,GET,40.71.11.132,/,-1840324437,40.71.11.132,Windows Server,1,False,azure,True,,Microsoft-IIS/10.0,,,,,
connect-scorecardfuncappv2.bentley.com,Your Azure Function App is up and running.,200,150093,connect-scorecardfuncappv2.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-15T07:21:05Z,2023-10-13T07:21:04Z,CN=connect-scorecardfuncappv2.bentley.com,connect-scorecardfuncappv2.bentley.com,connect-scorecardfuncappv2.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f9cecdc3e8d887524bfa77481aafd3b9,54b39ffffccb788f6d382f9fd41cada38ce1d49d29ab3250a435d604174c1c9a,ctls,connect-scorecardfuncappv2.bentley.com,443,https://connect-scorecardfuncappv2.bentley.com:443,https,text/html,GET,13.90.213.204,/,-1840324437,13.90.213.204,,300,False,azure,True,,,,,,,
connect-scorecardreports.bentley.com,Your Azure Function App is up and running.,200,150091,connect-scorecardreports.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-10T06:42:21Z,2023-09-08T06:42:20Z,CN=connect-scorecardreports.bentley.com,connect-scorecardreports.bentley.com,connect-scorecardreports.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3e91ddbb604428d6ae758d0875ce3ba9,257397f8043b6ad115293328b6e43e83608f5984b97baeeadee8cd4d09602234,ctls,connect-scorecardreports.bentley.com,443,https://connect-scorecardreports.bentley.com:443,https,text/html,GET,20.49.104.25,/,-1840324437,20.49.104.25,,299,False,azure,True,,,,,,,
connect-storageregistry.bentley.com,,200,20,connect-storageregistry.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-27T06:46:07Z,2023-08-25T06:46:06Z,CN=connect-storageregistry.bentley.com,connect-storageregistry.bentley.com,connect-storageregistry.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,68c201e76bb60d0418cfcfee35c5d6df,a90eebae8f015d1743c27b7417ae3641d76f98f97147771db88c5868c79a5e83,ctls,connect-storageregistry.bentley.com,443,https://connect-storageregistry.bentley.com:443,https,text/plain,GET,40.114.68.21,/,-1840324437,40.114.68.21,,1,False,azure,True,,,,,,,
connect-storageregistryportal.bentley.com,Sign In,200,12929,imsoidc.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-28T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.bentley.com, O=Bentley Systems\, Incorporated, L=Exton, ST=Pennsylvania, C=US",*.bentley.com,bentley.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6704d1c9bef3ce2c8c5913d68a9a1427,b90f140019fe86acf4dea4ca28cbf745d597aead2739b5a060944be5d8e185ab,ctls,imsoidc.bentley.com,443,https://connect-storageregistryportal.bentley.com:443,https,text/html,GET,40.114.68.21,/,1772087922,40.114.68.21,Java,315,False,azure,True,"Bentley Systems, Incorporated",,True,,https://imsoidc.bentley.com/connect/authorize?client_id=strpl-2839&redirect_uri=https%3A%2F%2Fconnect-storageregistryportal.bentley.com%2Fsignin-oidc&response_type=code&scope=openid%20email%20profile%20organization%20global_roles&code_challenge=R6PmzfCSkOJEqJIpVVhjPOHra9oG69TK-IWR37QYew0&code_challenge_method=S256&response_mode=form_post&nonce=638257624012553457.OGYzMGM5ZWEtNTk1Yy00NDczLWExNDEtNzdhYjZmMjhkNmY2ZDkyNTg3N2MtYzQ2OS00ZjNhLTg1NzUtNDRjNzZiNzdlOGM1&state=CfDJ8IgUgitA1JZNksEiWfatkQj6dg5g0zEC48_0w3nIviHGnhnknumhX9jJGJCBLdx6-MZyRGXR9wvTIgNy7N1Z5CJlbMbPZ5GBvHkI5QQRVsWiNIDOBT4cTZG6m-sS-fohJSq-i7-zAJXcE-OaEMczCi7FcVwcSRxndCHF84lz0y979OKpX-bcQmGrynxmd18c4G6NHCC8mETvq47RDfske4FDSoDqSPzLBg8HBrvha5JIwBvREs6H0efccqFIWBx5kztmqfZhIhl84QlQbyAihgduOtIA3leN27DZeQqHKv30DHOQfc1jC9XulfkxRXeX3u9ysZ-77_VUDN-Gr8pc_Ui_boLOY002lntz3XB3Zmnw77lQWVkcWiq0U57XFt1MKFC9zJDsEuyQYPkVBIqCUFM&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=5.5.0.0,,
connect-synchroindexing-san.bentley.com,,204,,connect-synchroindexing-san.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-06T14:15:57Z,2023-10-04T14:15:56Z,CN=connect-synchroindexing-san.bentley.com,connect-synchroindexing-san.bentley.com,connect-synchroindexing-san.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab8119dee52619429a14c733e3413e73,1e1cd4100ca274916ab75d12347423faad7ab842af11d0ffa1ae4ce6fca821a9,ctls,connect-synchroindexing-san.bentley.com,443,https://connect-synchroindexing-san.bentley.com:443,https,,GET,102.133.218.32,/,-1840324437,102.133.218.32,,1,False,azure,True,,,,,,,
connect-tagservice.bentley.com,Swagger UI,200,6736,connect-tagservice.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-10T06:48:15Z,2023-09-08T06:48:14Z,CN=connect-tagservice.bentley.com,connect-tagservice.bentley.com,connect-tagservice.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eed7776c9ef14e681d761351ae53cf52,24972cb5bc7c0eb5068047a56b05b320a19f2006ac59622fed2f75e21a97d7c3,ctls,connect-tagservice.bentley.com,443,https://connect-tagservice.bentley.com:443,https,text/html,GET,40.71.11.157,/,-20275242,40.71.11.157,Windows Server,156,False,azure,True,,Microsoft-IIS/10.0,,,https://connect-tagservice.bentley.com/swagger/ui/index,,
connect-ulassf-eus2.bentley.com,,400,,connect-ulassf-eus2.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-24T05:20:06Z,2023-09-22T05:20:05Z,CN=connect-ulastm.bentley.com,connect-ulastm.bentley.com,connect-ulastm.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a25a94d2bafda06e70fcf64e13ad35ed,e491fb5a0fd035583be00523556b4c7d595dae35f638519f63804a22218b8103,ctls,connect-ulassf-eus2.bentley.com,443,https://connect-ulassf-eus2.bentley.com:443,https,,GET,40.84.27.172,/,-1840324437,40.84.27.172,Microsoft HTTPAPI:2.0,1,False,azure,True,,Microsoft-HTTPAPI/2.0,,,,,
connect-ulassf-sea.bentley.com,,400,,connect-ulassf-sea.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-03T12:16:43Z,2023-10-01T12:16:42Z,CN=connect-ulastm.bentley.com,connect-ulastm.bentley.com,connect-ulastm.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ca85dc1f7516dd70c9b2db53c650683d,139b21eb8a1cb060e6eaef273a487b63613235d170fccb30e983849e44b8ff0e,ctls,connect-ulassf-sea.bentley.com,443,https://connect-ulassf-sea.bentley.com:443,https,,GET,52.187.120.235,/,-1840324437,52.187.120.235,Microsoft HTTPAPI:2.0,1,False,azure,True,,Microsoft-HTTPAPI/2.0,,,,,
connect-ulassf-weu.bentley.com,,400,,connect-ulassf-weu.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-03T12:52:28Z,2023-10-01T12:52:27Z,CN=connect-ulastm.bentley.com,connect-ulastm.bentley.com,connect-ulastm.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,162ad0692067aa61a12495be2ee21136,33d5b56955883cbc552301e1b7c30fd6aeb194ac495d2cc6dadecb019ee5ee99,ctls,connect-ulassf-weu.bentley.com,443,https://connect-ulassf-weu.bentley.com:443,https,,GET,40.115.6.34,/,-1840324437,40.115.6.34,Microsoft HTTPAPI:2.0,1,False,azure,True,,Microsoft-HTTPAPI/2.0,,,,,
connect-updateservicev1.bentley.com,Sign In,200,12910,ims.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-28T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.bentley.com, O=Bentley Systems\, Incorporated, L=Exton, ST=Pennsylvania, C=US",*.bentley.com,bentley.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6704d1c9bef3ce2c8c5913d68a9a1427,b90f140019fe86acf4dea4ca28cbf745d597aead2739b5a060944be5d8e185ab,ctls,ims.bentley.com,443,https://connect-updateservicev1.bentley.com:443,https,text/html,GET,40.71.11.135,/,688604782,40.71.11.135,Java,312,False,azure,True,"Bentley Systems, Incorporated",,True,,https://ims.bentley.com/?wa=wsignin1.0&wtrealm=https%3a%2f%2fconnect-updateservicev1.bentley.com&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fAdmin%252fPolicy%252fIndex&wct=2023-07-24T02%3a26%3a36Z,,
connect-updatev1.bentley.com,Sign In,200,12930,ims.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-28T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.bentley.com, O=Bentley Systems\, Incorporated, L=Exton, ST=Pennsylvania, C=US",*.bentley.com,bentley.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6704d1c9bef3ce2c8c5913d68a9a1427,b90f140019fe86acf4dea4ca28cbf745d597aead2739b5a060944be5d8e185ab,ctls,ims.bentley.com,443,https://connect-updatev1.bentley.com:443,https,text/html,GET,40.71.11.135,/,688604782,40.71.11.135,Java,312,False,azure,True,"Bentley Systems, Incorporated",,True,,https://ims.bentley.com/?wa=wsignin1.0&wtrealm=https%3a%2f%2fconnect-updateservicev1.bentley.com&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fAdmin%252fPolicy%252fIndex&wct=2023-07-24T02%3a26%3a36Z,,
connect-weatherservice-sea.bentley.com,,404,,connect-weatherservice-sea.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-27T05:25:31Z,2023-08-25T05:25:30Z,CN=connect-weatherservice.bentley.com,connect-weatherservice.bentley.com,prod-connect-weatherservice-sea-staging.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4874193cd6fc8d8a0d879141fcf2ec8d,37f0e80329c21caea4134c63f97b765883e2ad3c8bc8f403248f6ba9240cace7,ctls,connect-weatherservice-sea.bentley.com,443,https://connect-weatherservice-sea.bentley.com:443,https,,GET,20.43.132.132,/,-1840324437,20.43.132.132,Windows Server,1,False,azure,True,,Microsoft-IIS/10.0,,,,,
connect-weatherservice.bentley.com,,404,,connect-weatherservice.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-27T06:49:25Z,2023-08-25T06:49:24Z,CN=connect-weatherservice.bentley.com,connect-weatherservice.bentley.com,prod-connect-weatherservice-uks-staging.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f89a1f1029162d3e16e67cd96adfa32c,5e250647065d1e8ce95f61319ee970bec12aca2813577077be79de291ccc1f23,ctls,connect-weatherservice.bentley.com,443,https://connect-weatherservice.bentley.com:443,https,,GET,51.104.28.64,/,-1840324437,51.104.28.64,Windows Server,1,False,azure,True,,Microsoft-IIS/10.0,,,,,
connect-webportalwebapp-eus.bentley.com,Sign In,200,12929,imsoidc.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-28T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.bentley.com, O=Bentley Systems\, Incorporated, L=Exton, ST=Pennsylvania, C=US",*.bentley.com,bentley.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6704d1c9bef3ce2c8c5913d68a9a1427,b90f140019fe86acf4dea4ca28cbf745d597aead2739b5a060944be5d8e185ab,ctls,imsoidc.bentley.com,443,https://connect-webportalwebapp-eus.bentley.com:443,https,text/html,GET,40.71.11.157,/,17665102,40.71.11.157,Java,315,False,azure,True,"Bentley Systems, Incorporated",,True,,https://imsoidc.bentley.com/connect/authorize?client_id=connect-portal-2297&redirect_uri=https%3A%2F%2Fconnect-webportalwebapp-eus.bentley.com%2Fsignin-oidc&response_type=code&scope=openid%20profile%20email%20organization%20global_roles%20feature_tracking&code_challenge=tYoxwfjGMaRlVXMf7RBUYOaHHLCxzCTSbDytx93JiGg&code_challenge_method=S256&response_mode=form_post&nonce=638257623953020667.MmU2ZDk2ZTMtODg3YS00MDhkLTlhMTYtMmU1NGI5MWQ2YjBkMDBiZDE3ODMtZjZhNS00MDJmLWIwYjAtMmY3ZTA1YWVhYTBk&state=CfDJ8AHcNIvi80VPlL4-Tj9IsyNL_bHxonHpDHdI8EVAG_Sx0itDW6L46S-M8xyf-Wl7gWiEI2wHLSLTt_XHZus3an_JUF3uvC-Od4CxpT3xQBQHDux3Cgc4iWWbN5UstQDh4DfvM1YtdzBkB6jeYN-xnW7Dos1O_4g823HQe9MyaddzLSN84s6-XR991y0SqLoLtH8Um-Tx2Z_zrnXFSTeZQp3JNNLznvt_8K3DiZWrZ3aGxj6Dr9kFRun_0RbX9__ElD2DLBd2S5Ov95HUcmZPPrU8i2uQSioOjIgyPCZGrdk65wro2cAMK1UhlFokcSZ5CxWIDN_M5rBduKcYnFJmuL84id_1wVHNdVpp5iRpWs1eo0e3k8zzCIG_2vy2bDAStXaxRdHK_p6et2lkxQROp0w&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0,,
