input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,content_type,tls_expired,tls_mismatched,final_url,csp_domains_
desk.traceability.arrival.com,Sign in ・ Cloudflare Access,200,31013,arrival.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,ctls,arrival.cloudflareaccess.com,cloudflare,443,https://desk.traceability.arrival.com:443,https,cloudflare,GET,104.18.38.227,/,1065335628,2606:4700:4400::6812:26e3,HSTS,67,False,True,True,text/html,,,https://arrival.cloudflareaccess.com/cdn-cgi/access/login/jira.arrival.com?kid=7716ee5e17cf9916af329ccd1f938c442f250b9b511a68110cd35276c35b0a3f&redirect_url=%2Fservicedesk%2Fcustomer%2Fportal%2F11&meta=eyJraWQiOiI0ZGNmMWM3YjM0ZWE3NTBmZDFhYWNhMThjNzRkYjVjMWRkMTM1OGE3OWU0ZTgzNDhmOWQyMmY3MzFjMjBkNzE5IiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4OTk5NTU1OSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6Ijc3MTZlZTVlMTdjZjk5MTZhZjMyOWNjZDFmOTM4YzQ0MmYyNTBiOWI1MTFhNjgxMTBjZDM1Mjc2YzM1YjBhM2YiLCJob3N0bmFtZSI6ImppcmEuYXJyaXZhbC5jb20iLCJhcHBfc2Vzc2lvbl9oYXNoIjoiM2NmMDA3OTBkZGFkZDM3YzkyMjM4MTc5NzAxNmRhOTg2ZThlN2I2M2FmMzM3ZWZjYTUwZDQwYWI0ZmIyMzUyZSIsIm5iZiI6MTY4OTk5NTU1OSwiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6Ilwvc2VydmljZWRlc2tcL2N1c3RvbWVyXC9wb3J0YWxcLzExIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9kbiI6IiIsImF1dGhfc3RhdHVzIjoiTk9ORSJ9LCJhdXRoX3N0YXR1cyI6Ik5PTkUifQ.MGpcyOfzsxmSgkwswoBY5wIAk9SuQJMqPbxWlifFGe0OM8nvhJoM05ZTp_i9VVEunivZyruxzt5KufbWFmda5RjCbGlTVlSJr7orpFP5EpWIg00LjAIDI2yUrcQ72Q_pFH-I44xH3wJcFHc2Rs5r3mHKU9SOTvXQRGQgJNaowJ7b8IbrWbBaFGIlae7PjauaJnBF0C_7wb3o9tItIyspN5iSaagVsuUXEIfapQnrLRsKdRjc7oH4Fqz1c8qt4ynncyC009DMH5Lk958IZOqUQTqxOOD3f6ujeeLPVLZDvGOgvZvhjjrgjlW37uHL_WJ48cM80kgDPzeNERnJ9WlzlQ,https:
developer.arrival.com,Arrival | Developers,200,17855,developer.arrival.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-19T00:00:00Z,2024-02-19T23:59:59Z,"CN=arrival.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.com,"Cloudflare, Inc.",meetup.arrival.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0e74717a99e9e79f01b153d7f7ab92e4,922dfbb8b0e272ebc10dad48a15c2beb23f0a16f98c63e85b0c5b3b469ad94c4,ctls,developer.arrival.com,cloudflare,443,https://developer.arrival.com:443,https,cloudflare,GET,104.18.38.227,/,-1789491514,2606:4700:4400::ac40:951d,Envoy,18,False,True,,text/html,,,,
developer.tu-chemniz.de,tu-chemniz.de,200,14728,developer.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T22:09:34Z,2023-09-01T22:09:33Z,CN=developer.tu-chemniz.de,developer.tu-chemniz.de,,developer.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e75c08260a066b71adbc7a33be00b713,3fdf2e3d08e95d3a7fde95af86aa99d879b3916b9ccda212d318d7a1ab8579a9,ctls,developer.tu-chemniz.de,,443,https://developer.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
developers.tu-chemniz.de,tu-chemniz.de,200,14734,developers.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T22:09:05Z,2023-09-01T22:09:04Z,CN=developers.tu-chemniz.de,developers.tu-chemniz.de,,developers.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8402dac5d7536452f95c4d8b0060bf09,34cef11f423ebab4e90afcbdbe09db1e9b887c9aa63a1afc976a665e001fe98e,ctls,developers.tu-chemniz.de,,443,https://developers.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
dict.tu-chemniz.de,tu-chemniz.de,200,14730,dict.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-29T08:30:22Z,2022-11-27T08:30:21Z,CN=dict.tu-chemniz.de,dict.tu-chemniz.de,,dict.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f79615553f4be8a875aece22ea50a3f7,582c26ec614cde2627f34b18eb5160551ac2895191bf8e3ff1f5b390eb14d2ea,ctls,dict.tu-chemniz.de,,443,https://dict.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,True,,,
docs.arrival.com,Digital Asset Hub,200,1778,docs.arrival.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-04-21T23:59:59Z,"CN=arrival.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.com,"Cloudflare, Inc.",*.arrival.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2fb8d8cfd1fd4efc3f97c288fd5df585,e278c4dd94381834c34f607cb9e61e4ab46580f24f6dffa35ee4d0d8c806080a,ctls,docs.arrival.com,cloudflare,443,https://docs.arrival.com:443,https,cloudflare,GET,104.18.38.227,/,-269152450,2606:4700:4400::6812:26e3,HSTS,1,False,True,True,text/html,,,,
docusign-webhooks-dev.api.arrival.co,,404,,docusign-webhooks-dev.api.arrival.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-28T00:00:00Z,2023-11-28T23:59:59Z,"CN=arrival.co, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.co,"Cloudflare, Inc.",*.api.arrival.co,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",dd5de44ba22aa3747f9aa668998f780e,23e1002dee55db80ebfc68ee136143586ebe776acb05f1fc596b5835cab8caed,ctls,docusign-webhooks-dev.api.arrival.co,cloudflare,443,https://docusign-webhooks-dev.api.arrival.co:443,https,cloudflare,GET,172.64.150.243,/,-1840324437,2606:4700:4400::ac40:96f3,Cloudflare Bot Management,1,False,True,True,,,,,
drupal.tu-chemniz.de,tu-chemniz.de,200,14734,drupal.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T22:09:08Z,2023-09-01T22:09:07Z,CN=drupal.tu-chemniz.de,drupal.tu-chemniz.de,,drupal.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0206b5bd609228a08e3536c5efe7a805,0c45fff4371511dd12449a2ec81f25699981c46af624d88a5089ae41004f1a23,ctls,drupal.tu-chemniz.de,,443,https://drupal.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
ecx-cppm-01.tu-chemniz.de,tu-chemniz.de,200,14744,ecx-cppm-01.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-08T07:28:20Z,2023-10-06T07:28:19Z,CN=ecx-cppm-01.tu-chemniz.de,ecx-cppm-01.tu-chemniz.de,,ecx-cppm-01.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,216b1ac0f355a928b4fee232544cdf51,df2d9e21e3f30e76b10c9698a3184af62982178a766ff49f7c974d97d31f4130,ctls,ecx-cppm-01.tu-chemniz.de,,443,https://ecx-cppm-01.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
edgesnaptu-http-p2-shv-01-iad3.tu-chemniz.de,tu-chemniz.de,200,14826,edgesnaptu-http-p2-shv-01-iad3.tu-chemniz.de,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-14T11:17:59Z,2023-09-12T11:17:58Z,CN=edgesnaptu-http-p2-shv-01-iad3.tu-chemniz.de,edgesnaptu-http-p2-shv-01-iad3.tu-chemniz.de,,edgesnaptu-http-p2-shv-01-iad3.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,72f8e6bb1f550f0a240cd0b8230d12dc,e893ad5a1b94d5b312114929e06bec8a78c7a2dc9790ee17819e0c50f5ea853d,ctls,edgesnaptu-http-p2-shv-01-iad3.tu-chemniz.de,,443,https://edgesnaptu-http-p2-shv-01-iad3.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
emap.tu-chemniz.de,tu-chemniz.de,200,14722,emap.tu-chemniz.de,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-07-08T07:30:54Z,2023-10-06T07:30:53Z,CN=emap.tu-chemniz.de,emap.tu-chemniz.de,,emap.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,644c11da582e9dc1d617237bfe2d8263,1c3889d7b4db982025ebf76e0badceae485c658a258c714808917070e2a3c967,ctls,emap.tu-chemniz.de,,443,https://emap.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
engineering.tu-chemniz.de,tu-chemniz.de,200,14744,engineering.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T22:09:23Z,2023-09-01T22:09:22Z,CN=engineering.tu-chemniz.de,engineering.tu-chemniz.de,,engineering.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0d8ff9a7f53463c8ff956013be778651,a14663759d110f46fb53b95956541967050e7702c6738c7ddb14ee4c7d380aa4,ctls,engineering.tu-chemniz.de,,443,https://engineering.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
extbasiccnap01.tu-chemniz.de,tu-chemniz.de,200,14750,extbasiccnap01.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T22:09:33Z,2023-09-01T22:09:32Z,CN=extbasiccnap01.tu-chemniz.de,extbasiccnap01.tu-chemniz.de,,extbasiccnap01.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,106d6ed59c9faec54a09dc0f8b099868,039c2d6b9fce2307d49266872f8f41e93f4fd52e0f25f7c7e1cc87a6234e5183,ctls,extbasiccnap01.tu-chemniz.de,,443,https://extbasiccnap01.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
faq.tu-chemniz.de,tu-chemniz.de,200,14728,faq.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T22:09:24Z,2023-09-01T22:09:23Z,CN=faq.tu-chemniz.de,faq.tu-chemniz.de,,faq.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d4edac168e336f286ca8c676d00a26c2,b6be1269115deecf3b443b26a91be4ebe39bf8cab3ccdf594548a103381f5d2b,ctls,faq.tu-chemniz.de,,443,https://faq.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
final.tu-chemniz.de,tu-chemniz.de,200,14732,final.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T22:08:48Z,2023-09-01T22:08:47Z,CN=final.tu-chemniz.de,final.tu-chemniz.de,,final.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b23bcacfeb1e595849141f489e062e3e,4d5a49d9a9fc5b71fa024ca26c66d4dd4a35b1e0e873979d1e86cf2a5f192fba,ctls,final.tu-chemniz.de,,443,https://final.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
fintech-staging.api.arrival.co,Origin DNS error | fintech-staging.api.arrival.co | Cloudflare,530,8366,fintech-staging.api.arrival.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-28T00:00:00Z,2023-11-28T23:59:59Z,"CN=arrival.co, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.co,"Cloudflare, Inc.",*.api.arrival.co,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",dd5de44ba22aa3747f9aa668998f780e,23e1002dee55db80ebfc68ee136143586ebe776acb05f1fc596b5835cab8caed,ctls,fintech-staging.api.arrival.co,cloudflare,443,https://fintech-staging.api.arrival.co:443,https,cloudflare,GET,104.18.37.13,/,-646246755,2606:4700:4400::ac40:96f3,Cloudflare,92,False,True,True,text/html,,,,
fleet.arrival.com,Arrival | Fleet Studio,200,3647,fleet.arrival.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-03-05T23:59:59Z,"CN=arrival.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.com,"Cloudflare, Inc.",api.firstbus.fleet.arrival.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ea332177c649cf4dc69b174a6ea0e4d9,1af7d1b4065ed0258a5131cf5d5e5a931bb60142619c8eaa705ffbf15636c6ad,ctls,fleet.arrival.com,cloudflare,443,https://fleet.arrival.com:443,https,cloudflare,GET,104.18.38.227,/,2132118838,2606:4700:4400::ac40:951d,Envoy,13,False,True,,text/html,,,,
fsp-qa1.tu-chemniz.de,tu-chemniz.de,200,14741,fsp-qa1.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-07-20T00:00:00Z,2022-09-18T12:00:00Z,"CN=*.parkingcrew.net, O=Team Internet AG, L=München, ST=Bayern, C=DE",*.parkingcrew.net,Team Internet AG,parkingcrew.net,"CN=Thawte TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte TLS RSA CA G1,DigiCert Inc,c8d24496ae4ad1eab19ff778fd737adb,3f2b65bb53e5210c7437a4939306760cc521cd950f5d5dbf530b68230a00df70,ctls,fsp-qa1.tu-chemniz.de,,443,https://fsp-qa1.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,True,text/html,True,True,,
gb.in.arrival.com,Fireware XTM User Authentication,200,727,gb.in.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2021-08-30T10:59:48Z,2021-11-28T10:59:47Z,CN=in.arrival.com,in.arrival.com,,in.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2b25282a37e0a38aac2244f2d6a90298,73d524b944d87b3132c2f969b667413fa06ad6a4d37f0ccb16a6236fcf6a9b8d,ctls,gb.in.arrival.com,,443,https://gb.in.arrival.com:443,https,,GET,188.39.230.132,/,2087014467,185.152.10.99,HSTS,25,False,,True,text/html,True,,,
ge.vpn.arrival.com,Forbidden,403,103,ge.vpn.arrival.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-20T05:06:56Z,2023-10-18T05:06:55Z,CN=vpn.arrival.com,vpn.arrival.com,,vpn.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bbd294574732d76041d2747d9f333e41,34c2f44784947b8802d01ae710c9cb50a0d0db13e35713cd0d89490ec128e78c,ctls,ge.vpn.arrival.com,,443,https://ge.vpn.arrival.com:443,https,nginx,GET,77.92.224.227,/,396533629,77.92.224.227,Nginx,1,False,,,text/html,,True,https://ge.vpn.arrival.com/__session_start__,
gsp41-e507.tu-chemniz.de,tu-chemniz.de,200,14786,gsp41-e507.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-08T07:31:47Z,2023-10-06T07:31:46Z,CN=gsp41-e507.tu-chemniz.de,gsp41-e507.tu-chemniz.de,,gsp41-e507.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e23089ea6d620ea83279e79bcb957ad1,9b44a113b3e666794081c4e0107d52becb318ba8a7360ba6319233d3a988a771,ctls,gsp41-e507.tu-chemniz.de,,443,https://gsp41-e507.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
gsp78-bm23-s20.tu-chemniz.de,tu-chemniz.de,200,14738,gsp78-bm23-s20.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T22:09:23Z,2023-09-01T22:09:22Z,CN=gsp78-bm23-s20.tu-chemniz.de,gsp78-bm23-s20.tu-chemniz.de,,gsp78-bm23-s20.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a54782cb3d03ecac213e07a690f79a9f,c47072f97440a15693367f7dd7761022af9694ca290a596a82536db8e977141f,ctls,gsp78-bm23-s20.tu-chemniz.de,,443,https://gsp78-bm23-s20.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
h-135-207-35-11.tu-chemniz.de,tu-chemniz.de,200,14752,h-135-207-35-11.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T22:09:28Z,2023-09-01T22:09:27Z,CN=h-135-207-35-11.tu-chemniz.de,h-135-207-35-11.tu-chemniz.de,,h-135-207-35-11.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1fd82b2296cfb9920bb87d4126d8b5ac,d709033909efc2037c43faa3a8f778ace20a716f45571668b3da0e95fa3ba9c2,ctls,h-135-207-35-11.tu-chemniz.de,,443,https://h-135-207-35-11.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
https-en-m-wikipedia-org-96.tu-chemniz.de,tu-chemniz.de,200,14776,https-en-m-wikipedia-org-96.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-08T07:26:30Z,2023-10-06T07:26:29Z,CN=https-en-m-wikipedia-org-96.tu-chemniz.de,https-en-m-wikipedia-org-96.tu-chemniz.de,,https-en-m-wikipedia-org-96.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,988bc587df28fa115fb835651319e873,9a3d357f19cc60d9576a1da2a3117137ca383462affc700afababfeab3a4232d,ctls,https-en-m-wikipedia-org-96.tu-chemniz.de,,443,https://https-en-m-wikipedia-org-96.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
iheartcoldplay.tu-chemniz.de,tu-chemniz.de,200,14730,iheartcoldplay.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-08T07:22:36Z,2023-10-06T07:22:35Z,CN=iheartcoldplay.tu-chemniz.de,iheartcoldplay.tu-chemniz.de,,iheartcoldplay.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b92c2c5033e8c26476b92c85a46a95ed,83ad3a127a8e1878f0cedd5cff433b8dcbb1bd8e8158c8421725537c403c7b5d,ctls,iheartcoldplay.tu-chemniz.de,,443,https://iheartcoldplay.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
image.tu-chemniz.de,tu-chemniz.de,200,14819,image.tu-chemniz.de,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-03T23:13:44Z,2023-09-01T23:13:43Z,CN=image.tu-chemniz.de,image.tu-chemniz.de,,image.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c39a15c725fc51cdc9699d92d6c893ad,2099e9ce4b9b362879c0b9a95396f87e77475ce9d3575c857e36337ab6ba584a,ctls,image.tu-chemniz.de,,443,https://image.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,389,False,,,text/html,,,,
in.arrival.com,Fireware XTM User Authentication,200,727,in.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2021-08-30T10:59:48Z,2021-11-28T10:59:47Z,CN=in.arrival.com,in.arrival.com,,in.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2b25282a37e0a38aac2244f2d6a90298,73d524b944d87b3132c2f969b667413fa06ad6a4d37f0ccb16a6236fcf6a9b8d,ctls,in.arrival.com,,443,https://in.arrival.com:443,https,,GET,188.39.230.134,/,2087014467,188.39.230.134,HSTS,25,False,,True,text/html,True,,,
in.robo.arrival.co,Fireware XTM User Authentication,200,727,in.robo.arrival.co,443,True,tls13,TLS_AES_256_GCM_SHA384,2021-08-30T10:59:48Z,2021-11-28T10:59:47Z,CN=in.arrival.com,in.arrival.com,,in.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2b25282a37e0a38aac2244f2d6a90298,73d524b944d87b3132c2f969b667413fa06ad6a4d37f0ccb16a6236fcf6a9b8d,ctls,in.robo.arrival.co,,443,https://in.robo.arrival.co:443,https,,GET,188.39.230.134,/,2087014467,188.39.230.134,HSTS,25,False,,True,text/html,True,True,,
info.tu-chemniz.de,tu-chemniz.de,200,14774,info.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T23:13:54Z,2023-09-01T23:13:53Z,CN=info.tu-chemniz.de,info.tu-chemniz.de,,info.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f529ecccfdfa869e2352506de8d3b2a5,e8079be150fe554006ef3d3d651daea85c7680b61459757567f9d2a8db87180c,ctls,info.tu-chemniz.de,,443,https://info.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
ioccgcg1.tu-chemniz.de,tu-chemniz.de,200,14782,ioccgcg1.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T23:15:12Z,2023-09-01T23:15:11Z,CN=ioccgcg1.tu-chemniz.de,ioccgcg1.tu-chemniz.de,,ioccgcg1.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5c0196e96f5cc4f40472e1e6dec4e27b,486888adfe71587872fde774c8bc50313eedb4020317e0d7efed2f355982e15e,ctls,ioccgcg1.tu-chemniz.de,,443,https://ioccgcg1.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
jira-middleware.in.arrival.co,,200,12,jira-middleware.in.arrival.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-30T08:58:20Z,2023-09-28T08:58:19Z,CN=jira-middleware.in.arrival.co,jira-middleware.in.arrival.co,,jira-middleware.in.arrival.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d4f5bdb8e8bb7783c626f542c281e9a5,b8b019271164dd92ad0ee8c8663163e26152fd12bf00697e0d95d649b2de5e76,ctls,jira-middleware.in.arrival.co,google,443,https://jira-middleware.in.arrival.co:443,https,nginx/1.14.0 (Ubuntu),GET,34.89.91.227,/,-1456402987,34.89.91.227,Ubuntu,1,False,True,,text/plain,,,,
