new,host,a,soa,status_code,ns,aaaa,cname,mx,txt,caa,cdn,cdn-name,has_internal_ips,internal_ips
,donnees.monster.ch,208.71.193.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,donnees.monster.fr,208.71.193.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,donnees.monster.lu,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,donnees.offres-emploi.monster.fr,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,doubledip.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"my2.monster.com, redirector.gslb.monster.com",,,,,,,
,dpa.monsterboard.nl,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"my2.monster.com, redirector.gslb.monster.com",,,,,,,
,draft.monster.co.uk,208.71.193.114,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,dt.military.com,"35.155.252.60, 70.224.197.91, 50.112.192.19","ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,,,military.com,,,,,,,
,e.monster.com,,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,"mail5437.monster.mkt6035.com, reply.monster.mkt6035.com","9nxbZ6+c8VRzjEg8d/n7gjUMJet9EuuVjSo47kBqpR2SURneiLnKgi4cu/zFmXMaaWESVIUxV4XLb5pbbQd2/Q==, fbGFBlbwDQc/vAsLpHYa61TdxiMznp7R9JV72fu9qz+Liqha2dTXVRSHZ9gnkIWrwO+D57XL8CNS1CscmDBiFQ==, v=spf1 ip4:74.112.71.220 -all",,,,,
,e0.monster.com,208.71.197.1,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,"mailsorter.sb.monster.com, mailsorter.ash.monster.com",v=spf1 include:spf.monster.com mx -all,,,,,
,e3.monster.com,208.71.196.10,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,ebay.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,ebay.monster.it,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,eclick.monster.com,82.94.234.244,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,eclick.monsterboard.nl,82.94.234.243,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,"ns1.tmpw.net, ns2.tmpw.net",,,,,,,,,
,ecommerce.monster.fr,208.71.199.184,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,hiring2.all.gslb.monster.com,,,,,,,
,economia.monster.es,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,edu.monster.ca,208.71.199.168,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,v=spf1 include:spf.affinitylabs.com -all,,,,,
,edu.monster.com,208.71.199.168,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,"ns1.tmpw.net, ns2.tmpw.net",,,mail.edu.monster.com,v=spf1 include:spf.affinitylabs.com -all,,,,,
,education.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,ei1.email.military.com,"35.155.252.60, 70.224.197.91, 50.112.192.19","ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"reply.ei1.email.military.com, mail8164.ei1.email.military.com",v=spf1 a ip4:129.33.243.170 ip4:129.33.243.231 ip4:129.33.243.236 ip4:129.33.243.237 ip4:129.33.243.238 ip4:129.33.243.239 ip4:129.33.243.243 ip4:129.33.243.244 ip4:129.33.243.245 -all,,,,,
,email.monster.com,66.48.80.31,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,mail.en25.com,v=spf1 ip4:209.167.231.0/24 ip4:66.48.80.0/25 ip4:204.92.21.0/25 include:en25.com -all,,,,,
,emails.monster.com,13.111.67.8,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,"ns1.exacttarget.com, ns4.exacttarget.com, ns3.exacttarget.com, ns2.exacttarget.com",,,reply.s11.exacttarget.com,v=spf1 include:cust-spf.exacttarget.com -all,,,,,
,emploi.4ucampus.monster.be,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"jobsearch.monster.com, seoredirect.gslb.monster.com",,,,,,,
,emploi.luxweb.monster.lu,208.71.199.71,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"allianceframework.monster.com, netwebc.gslb.monster.com",,,,,,,
,emploi.monster.ca,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,emploi.monster.fr,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,emploi.offres-emploi.monster.fr,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,emplois.lawjobs.monster.ch,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,employer.monster.lu,208.71.193.184,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,hiring2.all.gslb.monster.com,,,,,,,
,employer.ohiomeansjobs.monster.com,208.71.193.57,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,my2.ohiomeansjobs.gslb.monster.com,,,,,,,
,employers.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,employers.monster.co.uk,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,employeur.monster.ch,208.71.199.184,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,hiring2.all.gslb.monster.com,,,,,,,
,employeur.monster.lu,208.71.193.184,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,hiring2.all.gslb.monster.com,,,,,,,
,en.hiringpartnerats.monster.ch,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"redirector.monster.com, redirector.gslb.monster.com",,,,,,,
,en.resumeview.monster.ch,208.71.193.177,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,partneratslogin.gslb.monster.com,,,,,,,
,energy.monster.no,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,engineering.monster.ca,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,engineering.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,engineering.monster.it,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,english.aol.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,english.bostonpizza.monster.ca,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,english.calgarycoop.monster.ca,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,english.cara.monster.ca,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,english.century21canada.monster.ca,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,english.dawson.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"my2.monster.com, redirector.gslb.monster.com",,,,,,,
,english.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,english.monster.ch,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,english.resumeview.monster.ch,208.71.193.177,,NOERROR,,,partneratslogin.gslb.monster.com,,,,,,,
,englishi.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,entrepreneurs.monster.fr,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,entreprises.monster.be,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,entreprises.monster.lu,208.71.193.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,entrevue.aol.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,entrevue.monster.ca,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,equality.monster.ie,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,equipecanada.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"my2.monster.com, redirector.gslb.monster.com",,,,,,,
,equipment.military.com,"35.155.252.60, 50.112.192.19, 70.224.197.91","ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1091.awsdns-08.org, ns-170.awsdns-21.com, ns-1909.awsdns-46.co.uk, ns-919.awsdns-50.net",,military.com,"mxa-002e1001.gslb.pphosted.com, mxb-002e1001.gslb.pphosted.com","fjOeK8zyQ1DTp/Ve+2jOOhMT5lN028h4mo9GyeY/B+TVk3CaXqB4hCMRKbTUrpHE8qXEwS1AmgQJOai/ICj+mw==, ms=ms39201961, spf2.0/pra ip4:173.239.76.192/26  ip4:64.127.121.0/27 mx:intake1.miltnews.com mx:intake2.miltnews.com mx:intake3.miltnews.com mx:intake4.miltnews.com mx:mailsorter.be.tmpw.net mx:mailsorter.sb.monster.com, v=spf1 include:partner_c_spf.monster.com ip4:173.239.76.192/26 ip4:64.127.121.0/27 ip4:208.71.195.235 ip4:63.121.30.235 -all",,,,,
,equotes.military.com,"104.18.1.193, 104.18.0.193","marek.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"meg.ns.cloudflare.com, marek.ns.cloudflare.com","2606:4700::6812:c1, 2606:4700::6812:1c1",,,,,True,cloudflare,,
,er.monster.de,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,er.monster.fr,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,er.monster.ie,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,er.monster.se,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,er.monsterboard.nl,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,es.monster.co.uk,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,es.monster.de,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,es.monster.es,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,es.monster.fr,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,es.monster.ie,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,es.monster.it,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,es.monster.se,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,es.monsterboard.nl,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,etudiants.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,eu.monster.com,,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,"ns1.tmpw.net, ns2.tmpw.net",,,"mxa-002e1001.gslb.pphosted.com, mxb-002e1001.gslb.pphosted.com","v=spf1 include:spf.monster.com include:partner_c_spf.monster.com include:spf.eu.monster.com mx ~all, J+Ri2pf1BNYLCDcug3txOrsIYk9albFs++AYBfdDhBLYDC+KbDZNhlDk8SqXEV/h4GG/THkMp0shGwEhIjtJBA==, GlTWBA9DJWczHNdO8mR/56DYvPUlSr73wQud/9pt48fbbPRr81zjxFv+IT5cv8XsIolCB9yI9rfVZEFwX7tGcQ==",,,,,
,eumobilemail.monster.com,,,NOERROR,,,eumobilemail.gslb.eu.monster.com,,,,,,,
,euo365mobilemail.monster.com,,,NOERROR,,,euo365mobilemail.gslb.eu.monster.com,,,,,,,
,euskaltel.monster.es,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,euwebapp.gslb.monster.com,208.71.193.8,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,,,,,,,,
,evaluation.aol.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,evaluation.monster.ca,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,events.monster.de,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,everest.monster.es,194.129.230.50,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,excelle.monster.com,208.71.199.48,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,"ns1.tmpw.net, ns2.tmpw.net, ns3.tmpw.net",,,"mailsorter.sb.monster.com, mailsorter.ash.monster.com",v=spf1 include:spf.affinitylabs.com mx -all,,,,,
,exchange.monster.com,208.71.199.239,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,executive.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,executive.monsterboard.nl,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,extservices.be.monster.com,208.71.195.140,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,faq.monster.com,206.32.64.89,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,farmers.monster.com,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,fastweb.monster.com,208.71.199.106,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,fax.monster.com,64.18.4.10,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,"fax.monster.com.s5a1.psmtp.com, fax.monster.com.s5a2.psmtp.com, fax.monster.com.s5b1.psmtp.com, fax.monster.com.s5b2.psmtp.com",,,,,,
,finance.monster.ca,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,finance.monster.ch,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,finance.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,finanse-praca.monsterpolska.pl,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,fire.monster.com,,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,firmy.monsterpolska.pl,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,fl.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,flpoc.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,fmcg-praca.monsterpolska.pl,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,foire.monster.ca,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,football.military.com,"13.225.78.123, 13.225.78.94, 13.225.78.37, 13.225.78.44","ns-1218.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-107.awsdns-13.com, ns-1218.awsdns-24.org, ns-1837.awsdns-37.co.uk, ns-996.awsdns-60.net",,d17f7832w1jza4.cloudfront.net,,,,True,cloudfront,,
,foren.monster.at,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,foren.monster.de,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,form.5ans.monster.fr,62.189.240.8,"ns1.tmpw.net, hostmaster.monstereurope.com",NOERROR,,,,,,,,,,
,formation.monster.fr,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,formation.monster.lu,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,forschung.monster.ch,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,forum.monster.at,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,forum.monster.dk,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,forum.monster.fr,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,forum.monster.ie,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,forum.monster.no,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,forum.monsterboard.nl,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,forums.en.aolca.monster.ca,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,forums.fr.monster.ca,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,forums.monster.ch,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"forums.monster.com, netwebb.gslb.monster.com",,,,,,,
,forums.monster.co.uk,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,forums.monster.com,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,forums.technology.aol.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,forums2.eu.monster.com,208.71.197.19,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,fr.hiringpartnerats.monster.ch,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"redirector.monster.com, redirector.gslb.monster.com",,,,,,,
,fra.monster.com,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,francais.aol.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,francais.bostonpizza.monster.ca,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,francais.can.monster.be,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,francais.can.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,francais.can.monster.ch,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,francais.careerstorm.monster.ca,194.129.230.50,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,francais.century21canada.monster.ca,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,francais.esi-canada.monster.ca,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,francais.hiringpartnerats.monster.ch,208.71.193.177,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,partneratslogin.gslb.monster.com,,,,,,,
,francais.resumeview.monster.ch,208.71.193.177,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,partneratslogin.gslb.monster.com,,,,,,,
,francais2.monster.ch,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,franchise.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,french.monster.ca,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,frenchi.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,fw.monster.com,208.71.196.88,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,fwdkim1.military.com,"13.225.78.38, 13.225.78.40, 13.225.78.58, 13.225.78.59","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,,spfmx1.domainkey.freshemail.io,"mxb.freshdesk.com, mx.sendgrid.net, mxa.freshdesk.com",v=spf1 include:sendgrid.net include:fdspfus.freshemail.io include:fdspfeuc.freshemail.io include:fdspfind.freshemail.io include:fdspfaus.freshemail.io ~all,,True,cloudfront,,
,ga.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,games.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,games.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,gateway-qax6.monster.com,208.71.197.71,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,gateway-qax7.monster.com,,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,gateway.monster.com,208.71.193.175,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,gateway.monster.com.gslb.monster.com,,,,,,,
,gear.military.com,91.195.240.82,"ns1.name.com, hostmaster.nsone.net",NOERROR,,,military.actiongear.com,,,,,,,
,gehalt.monster.ch,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"www.jobpilot.net, redirector.gslb.monster.com",,,,,,,
,genie.monster.it,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,gestion.monster.ca,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,gesundheit.monster.at,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,gewerbe.monster.at,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,global.monster.ca,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,global.monster.com,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,global.monster.de,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,global.monster.fr,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
