input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,final_url,cdn_name,cdn
ansible.dev.jivosite.com,403 Forbidden,403,146,ansible.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,ansible.dev.jivosite.com,443,https://ansible.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
api.jivosite.com,,404,,api.jivosite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T11:26:25Z,2024-05-06T11:26:25Z,CN=*.jivosite.com,*.jivosite.com,jivosite.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",bb550dc642896bad9fe4718b06667116,b66b7f1b6e5ec3f9152745102baf73a87866c74b350e456f602b707a44472d82,True,ctls,api.jivosite.com,443,https://api.jivosite.com:443,https,nginx,text/html,GET,57.128.74.65,/,-56845221,57.128.74.69,Nginx,1,False,,,,
api1.jivosite.com,403 Forbidden,403,146,api1.jivosite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T11:26:25Z,2024-05-06T11:26:25Z,CN=*.jivosite.com,*.jivosite.com,jivosite.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",bb550dc642896bad9fe4718b06667116,b66b7f1b6e5ec3f9152745102baf73a87866c74b350e456f602b707a44472d82,True,ctls,api1.jivosite.com,443,https://api1.jivosite.com:443,https,nginx,text/html,GET,57.128.74.65,/,-1561873722,57.128.74.66,Nginx,8,False,,,,
apidep.dev.jivosite.com,403 Forbidden,403,146,apidep.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,apidep.dev.jivosite.com,443,https://apidep.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
apidep1.dev.jivosite.com,403 Forbidden,403,146,apidep1.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,apidep1.dev.jivosite.com,443,https://apidep1.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
apidep2.dev.jivosite.com,403 Forbidden,403,146,apidep2.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,apidep2.dev.jivosite.com,443,https://apidep2.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
apidep4.dev.jivosite.com,403 Forbidden,403,146,apidep4.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,apidep4.dev.jivosite.com,443,https://apidep4.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
apidep6.dev.jivosite.com,403 Forbidden,403,146,apidep6.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,apidep6.dev.jivosite.com,443,https://apidep6.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
apiu.dev.jivosite.com,403 Forbidden,403,146,apiu.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,apiu.dev.jivosite.com,443,https://apiu.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
app.jivosite.com,JivoChat,200,966,app.jivosite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T11:26:25Z,2024-05-06T11:26:25Z,CN=*.jivosite.com,*.jivosite.com,jivosite.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",bb550dc642896bad9fe4718b06667116,b66b7f1b6e5ec3f9152745102baf73a87866c74b350e456f602b707a44472d82,True,ctls,app.jivosite.com,443,https://app.jivosite.com:443,https,nginx,text/html,GET,5.101.37.37,/,-1677674030,2a13:1ec0::1037,Nginx,2,False,https://oms.test.starfish24.com,,,
app3alpha.jivosite.com,JivoChat,200,966,app3alpha.jivosite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T11:26:25Z,2024-05-06T11:26:25Z,CN=*.jivosite.com,*.jivosite.com,jivosite.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",bb550dc642896bad9fe4718b06667116,b66b7f1b6e5ec3f9152745102baf73a87866c74b350e456f602b707a44472d82,True,ctls,app3alpha.jivosite.com,443,https://app3alpha.jivosite.com:443,https,nginx,text/html,GET,5.101.37.37,/,-1677674030,2a13:1ec0::1037,Nginx,2,False,,,,
arara.dev.jivosite.com,403 Forbidden,403,146,arara.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,arara.dev.jivosite.com,443,https://arara.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
arch.dev.jivosite.com,403 Forbidden,403,146,arch.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,arch.dev.jivosite.com,443,https://arch.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
area51.dev.jivosite.com,403 Forbidden,403,146,area51.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,area51.dev.jivosite.com,443,https://area51.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
argus.dev.jivosite.com,403 Forbidden,403,146,argus.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,argus.dev.jivosite.com,443,https://argus.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
artace.dev.jivosite.com,403 Forbidden,403,146,artace.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,artace.dev.jivosite.com,443,https://artace.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
artdev2.dev.jivosite.com,403 Forbidden,403,146,artdev2.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,artdev2.dev.jivosite.com,443,https://artdev2.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
asfa.dev.jivosite.com,403 Forbidden,403,146,asfa.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,asfa.dev.jivosite.com,443,https://asfa.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
ash.dev.jivosite.com,403 Forbidden,403,146,ash.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,ash.dev.jivosite.com,443,https://ash.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
astrates.dev.jivosite.com,403 Forbidden,403,146,astrates.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,astrates.dev.jivosite.com,443,https://astrates.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
at.dev.jivosite.com,403 Forbidden,403,146,at.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,at.dev.jivosite.com,443,https://at.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
athena.dev.jivosite.com,403 Forbidden,403,146,athena.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,athena.dev.jivosite.com,443,https://athena.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
aurora.dev.jivosite.com,403 Forbidden,403,146,aurora.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,aurora.dev.jivosite.com,443,https://aurora.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
auth.jivosite.com,,404,,auth.jivosite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T11:26:25Z,2024-05-06T11:26:25Z,CN=*.jivosite.com,*.jivosite.com,jivosite.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",bb550dc642896bad9fe4718b06667116,b66b7f1b6e5ec3f9152745102baf73a87866c74b350e456f602b707a44472d82,True,ctls,auth.jivosite.com,443,https://auth.jivosite.com:443,https,nginx,text/html,GET,57.128.74.69,/,-1840324437,57.128.74.67,Nginx,1,False,,,,
auth81.dev.jivosite.com,403 Forbidden,403,146,auth81.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,auth81.dev.jivosite.com,443,https://auth81.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
avatar.dev.jivosite.com,403 Forbidden,403,146,avatar.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,avatar.dev.jivosite.com,443,https://avatar.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
awxtest.dev.jivosite.com,403 Forbidden,403,146,awxtest.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,awxtest.dev.jivosite.com,443,https://awxtest.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
awxtest2.dev.jivosite.com,403 Forbidden,403,146,awxtest2.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,awxtest2.dev.jivosite.com,443,https://awxtest2.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
awxtest3.dev.jivosite.com,403 Forbidden,403,146,awxtest3.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,awxtest3.dev.jivosite.com,443,https://awxtest3.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
b.dev.jivosite.com,403 Forbidden,403,146,b.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,b.dev.jivosite.com,443,https://b.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
babylon.dev.jivosite.com,403 Forbidden,403,146,babylon.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,babylon.dev.jivosite.com,443,https://babylon.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
bacyn.dev.jivosite.com,403 Forbidden,403,146,bacyn.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,bacyn.dev.jivosite.com,443,https://bacyn.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
bacyn2.dev.jivosite.com,403 Forbidden,403,146,bacyn2.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,bacyn2.dev.jivosite.com,443,https://bacyn2.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
bako2.dev.jivosite.com,403 Forbidden,403,146,bako2.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,bako2.dev.jivosite.com,443,https://bako2.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
bakoxx.dev.jivosite.com,403 Forbidden,403,146,bakoxx.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,bakoxx.dev.jivosite.com,443,https://bakoxx.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
balyuk1.dev.jivosite.com,403 Forbidden,403,146,balyuk1.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,balyuk1.dev.jivosite.com,443,https://balyuk1.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
balyukdev.dev.jivosite.com,403 Forbidden,403,146,balyukdev.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,balyukdev.dev.jivosite.com,443,https://balyukdev.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
balyuktest.dev.jivosite.com,403 Forbidden,403,146,balyuktest.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,balyuktest.dev.jivosite.com,443,https://balyuktest.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
bananaban.dev.jivosite.com,403 Forbidden,403,146,bananaban.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,bananaban.dev.jivosite.com,443,https://bananaban.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
baranov3.dev.jivosite.com,403 Forbidden,403,146,baranov3.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,baranov3.dev.jivosite.com,443,https://baranov3.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
