input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,webserver,tech_,tls_mismatched,location,csp_domains_,cdn_name,cdn,final_url
login2.demorgen.be,Inlogpoging geblokkeerd,406,3323,login2.demorgen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=*.demorgen.be, O=DPG Media Services N.V., L=Antwerpen, C=BE",*.demorgen.be,DPG Media Services N.V.,demorgen.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,07e65fc961c5221242745648464e607c,5a3b147ec2db60077a644d137fb79b2a2cef900a1fd360ad7abcd510b428a93c,True,ctls,login2.demorgen.be,443,https://login2.demorgen.be:443,https,text/html,GET,95.101.111.140,/,-926637830,2a02:26f0:7100::210:131,1,False,AkamaiGHost,,,,,,,
m.demorgen.be,DPG Media Privacy Gate,200,8827,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://m.demorgen.be:443,https,text/html,GET,146.185.53.23,/,439619341,146.185.53.23,278,False,,Google Tag Manager,,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=6OfBU0sZ5RFXpOOK&callbackUrl=https%3a%2f%2fwww.demorgen.be%2fprivacy-wall%2faccept%3fredirectUri%3d%252f
mijnomgeving-acc.demorgen.be,DPG Media Privacy Gate,200,8862,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://mijnomgeving-acc.demorgen.be:443,https,text/html,GET,95.101.111.140,/,1919901474,2a02:26f0:7100::210:14a,278,False,,Google Tag Manager,,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=6ofbu0sz5rfxpook&callbackUrl=https%3A%2F%2Fmijnomgeving-acc.demorgen.be%2Fprivacygate-confirm%3FredirectUri%3D%252F
mijnomgeving.demorgen.be,DPG Media Privacy Gate,200,8850,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://mijnomgeving.demorgen.be:443,https,text/html,GET,95.101.111.140,/,-305013598,2a02:26f0:7100::210:14a,278,False,,Google Tag Manager,,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=6ofbu0sz5rfxpook&callbackUrl=https%3A%2F%2Fmijnomgeving.demorgen.be%2Fprivacygate-confirm%3FredirectUri%3D%252F
mobile-beta.demorgen.be,DPG Media Privacy Gate,200,8829,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://mobile-beta.demorgen.be:443,https,text/html,GET,23.53.42.233,/,439619341,2a02:26f0:7100::210:14a,278,False,,Google Tag Manager,,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=6OfBU0sZ5RFXpOOK&callbackUrl=https%3a%2f%2fwww.demorgen.be%2fprivacy-wall%2faccept%3fredirectUri%3d%252f
mobile2.demorgen.be,DPG Media Privacy Gate,200,8831,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://mobile2.demorgen.be:443,https,text/html,GET,95.101.111.140,/,439619341,2a02:26f0:480:23::1726:6295,278,False,,Google Tag Manager,,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=6OfBU0sZ5RFXpOOK&callbackUrl=https%3a%2f%2fwww.demorgen.be%2fprivacy-wall%2faccept%3fredirectUri%3d%252f
mobilebackend.demorgen.be,Service Unavailable,503,269,mobilebackend.demorgen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T08:38:52Z,2023-10-03T08:38:51Z,CN=www.demorgen.be,www.demorgen.be,,www.libelletv.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9c681c08a5ff2be6f7d94166c6acae7b,5bc6fb21b36965eee92a827ab853802c779cb35889d579327445262968cae5eb,,ctls,mobilebackend.demorgen.be,443,https://mobilebackend.demorgen.be:443,https,text/html,GET,95.101.111.181,/,1818434995,2a02:26f0:480:23::1726:6285,9,False,AkamaiGHost,,,,,,,
myaccount.demorgen.be,DPG Media Privacy Gate,200,8841,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://myaccount.demorgen.be:443,https,text/html,GET,95.101.111.169,/,-2114220535,2a02:26f0:7100::210:108,278,False,,Google Tag Manager,,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=6ofbu0sz5rfxpook&callbackUrl=https%3A%2F%2Fmyaccount.demorgen.be%2Fprivacygate-confirm%3FredirectUri%3D%252F
preview.www.demorgen.be,DPG Media Privacy Gate,200,8827,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://preview.www.demorgen.be:443,https,text/html,GET,146.185.53.23,/,439619341,146.185.53.23,278,False,,Google Tag Manager,,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=6OfBU0sZ5RFXpOOK&callbackUrl=https%3a%2f%2fwww.demorgen.be%2fprivacy-wall%2faccept%3fredirectUri%3d%252f
service.demorgen.be,DPG Media Privacy Gate,200,8847,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://service.demorgen.be:443,https,text/html,GET,146.185.53.23,/,119225322,146.185.53.23,278,False,,Google Tag Manager,,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=6ofbu0sz5rfxpook&callbackUrl=https%3A%2F%2Fmyaccount.demorgen.be%2Fprivacygate-confirm%3FredirectUri%3D%252F
shop.demorgen.be,DPG Media Privacy Gate,200,8826,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://shop.demorgen.be:443,https,text/html,GET,95.101.111.181,/,-1991933115,2a02:26f0:7100::210:131,278,False,,Google Tag Manager,,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=6ofbu0sz5rfxpook&callbackUrl=https%3A%2F%2Fshop.demorgen.be%2Fprivacygate-confirm%3FredirectUri%3D%252F
static.demorgen.be,Service Unavailable,503,269,static.demorgen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T08:38:52Z,2023-10-03T08:38:51Z,CN=www.demorgen.be,www.demorgen.be,,www.libelletv.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9c681c08a5ff2be6f7d94166c6acae7b,5bc6fb21b36965eee92a827ab853802c779cb35889d579327445262968cae5eb,,ctls,static.demorgen.be,443,https://static.demorgen.be:443,https,text/html,GET,95.101.111.181,/,1718256829,2a02:26f0:480:23::1726:6295,9,False,AkamaiGHost,HSTS,,,,,,
temptation.demorgen.be,,403,243,temptation.demorgen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-09T23:31:09Z,2023-09-07T23:31:08Z,CN=temptation.demorgen.be,temptation.demorgen.be,,temptation.demorgen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d0f44589065f4018dde4370fc9402a9c,dc1a6ca1d33f9f0239745a607369d7f99a4b5a93178e4fe276bccbad24a73589,,ctls,temptation.demorgen.be,443,https://temptation.demorgen.be:443,https,application/xml,GET,95.101.111.181,/,-917768155,2a02:26f0:480:23::1726:6285,2,False,AmazonS3,HSTS,,,,,,
test-koken.demorgen.be,,401,,test-koken.demorgen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T13:32:05Z,2023-08-20T13:32:04Z,CN=test-koken.demorgen.be,test-koken.demorgen.be,,test-koken.demorgen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,da65052d12fa7e8068edbe4144232b74,fe95d6d1dd3f2b0931e1976c0c0167ff7704abeb41ac802d9a9773a9278c66b7,,ctls,test-koken.demorgen.be,443,https://test-koken.demorgen.be:443,https,text/html,GET,95.101.111.151,/,-1581959783,95.101.111.168,1,False,,HSTS,,https://myprivacy.dpgmedia.be/consent?siteKey=6OfBU0sZ5RFXpOOK&callbackUrl=https%3A%2F%2Ftest-koken.demorgen.be%2Fprivacygate-confirm%3FredirectUri%3D%252F,,,,
unsubscribe.demorgen.be,Weet u zeker dat u wilt gaan?,200,84716,unsubscribe.demorgen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-16T14:04:39Z,2023-09-14T14:04:38Z,CN=unsubscribe.demorgen.be,unsubscribe.demorgen.be,,unsubscribe.demorgen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,91b900311518e2c18b0e6d713489d8d4,dcd54e6ea481a38931ca6d6975954fff85212d81bf3f0051ffcb9cf0ace3a0a7,,ctls,unsubscribe.demorgen.be,443,https://unsubscribe.demorgen.be:443,https,text/html,GET,95.101.111.132,/,102855332,2a02:26f0:7100::210:16b,215,False,,Vue.js,,,https:,,,
video.demorgen.be,,404,11,video.demorgen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-19T00:02:15Z,2023-08-17T00:02:14Z,CN=video.topics.be,video.topics.be,,video.volkskrant.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,01b4a8bc46f08a359545263a30d0214a,52046a552b08fd0334bfe22d2829c6b59cd611aed8b6db9c602e8beb5141419b,,ctls,video.demorgen.be,443,https://video.demorgen.be:443,https,,GET,23.53.43.59,/,1864250944,2a02:26f0:1700:5::5f65:1b46,2,False,AkamaiNetStorage,,,,,,,
voordelen.demorgen.be,DPG Media Privacy Gate,200,8829,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://voordelen.demorgen.be:443,https,text/html,GET,95.101.111.187,/,-1411491902,2a02:26f0:480:23::1726:629a,278,False,,Google Tag Manager,,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=6OfBU0sZ5RFXpOOK&callbackUrl=https%3a%2f%2fwww.demorgen.be%2fprivacy-wall%2faccept%3fredirectUri%3d%252f
welkom.demorgen.be,DPG Media Privacy Gate,200,8832,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://welkom.demorgen.be:443,https,text/html,GET,95.101.111.181,/,-780928015,2a02:26f0:7100::210:131,278,False,,Google Tag Manager,,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=6ofbu0sz5rfxpook&callbackUrl=https%3A%2F%2Fwelkom.demorgen.be%2Fprivacygate-confirm%3FredirectUri%3D%252F
welkom.staging.demorgen.be,Index of /,200,481,welkom.staging.demorgen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-30T04:53:52Z,2023-09-28T04:53:51Z,CN=persgroep.be,persgroep.be,,www.willy.radio,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9996f325023724981564f1b5e3038f54,b79475021f3b18e6a1886e25e3455da88bfd5ac20a7c37525853f0263a64421d,,ctls,welkom.staging.demorgen.be,443,https://welkom.staging.demorgen.be:443,https,text/html,GET,95.101.111.159,/,-780928015,2a02:26f0:7100::210:151,14,False,Apache,Apache,,,,,,
www2.demorgen.be,Invalid URL,400,209,www2.demorgen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=*.demorgen.be, O=DPG Media Services N.V., L=Antwerpen, C=BE",*.demorgen.be,DPG Media Services N.V.,demorgen.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,07e65fc961c5221242745648464e607c,5a3b147ec2db60077a644d137fb79b2a2cef900a1fd360ad7abcd510b428a93c,True,ctls,www2.demorgen.be,443,https://www2.demorgen.be:443,https,text/html,GET,95.101.111.181,/,-16259359,2a02:26f0:480:23::1726:6285,8,False,AkamaiGHost,,,,,,,
zalm.demorgen.be,Service Unavailable,503,269,zalm.demorgen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,True,ctls,zalm.demorgen.be,443,https://zalm.demorgen.be:443,https,text/html,GET,2.16.241.14,/,-1200923145,2a02:26f0:780::210:ca71,9,False,AkamaiGHost,,True,,,,,
