new,host,a,soa,status_code,ns,cname,cdn,cdn-name,mx,txt,aaaa,caa,has_internal_ips,internal_ips
[x],uploadb2btempcontainer-corporate.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadipv6qa-apiproduction.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadjenkins.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadlabs.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadmemberscorporate-gitvpn.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadnovamenteadventistas.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadroot-devopsorigin.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploads-backuphosting-corporatemysqlbackups-www-test.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploads-cloudqaproxy-vpn.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploads-corporate-docs.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploads-example-mediaconfig-helpdesk.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploads-ipv6.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploads-oceaniaconfigstorebackups-www-test.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploads-redirectsql-mx.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploads-temp-event-vpn.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploads-tunnel.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadsdebugwiki.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadserpnew-oceania.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadsgcparchive-vpn.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadsnew.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadspartner.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadssso-my-oceania.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadsstatus.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadstatushelpdeskstart-clients.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadsuser.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadsv1.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],urbanlabs.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],us-repo.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],us03-vsr.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],user-develuploadspanel.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],user-engineering.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],user-nsoutside2fa-emf.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],user-private-cache-accountauthvpn.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],user-useraccountteam-vpn-vip-web01-erpalt.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],user-v3-remote-acc-db2-corp.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usera173-222-27-58.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],useraccount.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],userbooth2.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],userfiles-database-officebackups-domain.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],useripv4.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usermach198-25-137-51-backup.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],userminervadev.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],users-auth-public.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],users-download-static-exchangedns.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],users-statusslave-us.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],users-vip-uploadsloginfomediaconfig-helpdesk.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],users3.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],users65-2.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usersaccounts.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usersarchive-csimgshare.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usersarchivetemp-examplestunnel-mx.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],userselasticbeanstalkstaging-vpnoceaniaapps.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usersevent.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],userstaging-cs-tracking-postgresmx.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],userstagingsslvpncmsdb1-origin.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usertr.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usuqo06.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw1-9-pdb.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw1-dns.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw10-201-pda.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw11-170-pdb.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw11-261-pdb.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw12-144-pda.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw17-245-pda.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw2-1-pci.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw2-6-pdb.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw2-7-pdd.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw2-web-ce06-shield.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw20-264-pda.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw23-325-pda.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw27.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw3-73-pda.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw5-308-grc.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usw6-14-pdc.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],util17.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],util20.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],util78.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],utility7-classifieds.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],utk.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,class.coursera.org,,,,,,,,
[x],v1-april-april-hwwebproxy.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v1-network-configstorebackups-www-test.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v1-postmanmobile.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v1-qausers.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1481.awsdns-57.org, ns-1590.awsdns-06.co.uk, ns-258.awsdns-32.com, ns-688.awsdns-22.net",,,,,,,,,
[x],v1-spmfizik.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v1-temp-media-proxy-vpn.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v1account.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v1aws-assets-defaultproduction.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v1awsstreaming.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v1dukto.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v1exchange-csimgshare.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v1integration.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v1upgrade-log.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v1user-sites-uploadspanel.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v1web0-b2bmy-oceania.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2-customerslab-db2-corp.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2-davidchen11.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2-lcn.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2-pp-myaws.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2-private-edge-xwf-p3-shv-02-fra5.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v268-si2.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2access.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2admin-b2b-extranet-database-officebackups-domain.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2comfrccc.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2devenv.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2engineeringww0examplestunnel-mx.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2infrastructure.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2preferences-m-alt.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2signup.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2static-backup-accept-domain.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2temp-citemp-examplestunnel-mx.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2usersintranet.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2video.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2www.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v3-adminqausers.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v3-cacheadminops-proxyslaveconfig.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v3-help-new-oceania.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v3-media-proxy-vpn.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v3-preferences-private-awspaymentsstorage.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v3-status-archive-temp-storage.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v3-system-bid46y7.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v3-systemjiratunnel-mx.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v3-tempeucontrollerclients-stats-corp.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v3-uploadpostmaster-erpalt.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v355-si1.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v3auth-prodapps-b2bsystem.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v3iptracking-postgresmx.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v3legacy-apius.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v3sso.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4-apps-b2bsystem.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4-assetsi.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4-controller-origin.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1481.awsdns-57.org, ns-1590.awsdns-06.co.uk, ns-258.awsdns-32.com, ns-688.awsdns-22.net",,,,,,,,,
[x],v4-dbmswiki-rings.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4-frontman01.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4-helpdeskrepository.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4-insidesk.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4-logs-miembros.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4-new-democonfluence-site-doc-corporate.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4-nwk-rsbp-lweb09.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4blog.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4config.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4dbspares.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4e-1-1-2.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4engliship-git.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4oceania-container-corporate.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4v3gcp-logstemp-storage.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4v4.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v8.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vb11.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vcg.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1481.awsdns-57.org, ns-1590.awsdns-06.co.uk, ns-258.awsdns-32.com, ns-688.awsdns-22.net",,,,,,,,,
[x],vegas.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],velocityretail.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
