input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,final_url,csp_domains_,tls_expired
fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=upload.video.google.com,upload.video.google.com,,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f5e19b0c15918f4e4bcfa456133d1ad7,2d3b52058a876e74ebd8c6b8f539d46ff307058680fed77df5bfad75473dab9c,True,ctls,fonts.googleapis.com,,443,https://fonts.googleapis.com:443,https,ESF,text/html,GET,142.250.185.106,/,-606046040,2a00:1450:4001:80f::200a,HTTP/3,1,False,,,,,
googleads.g.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,200,128610,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,,443,https://googleads.g.doubleclick.net:443,https,sffe,text/html,GET,142.250.186.34,/,-1184133586,2a00:1450:4001:803::2002,HTTP/3,2179,False,,,https://marketingplatform.google.com/about/enterprise/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
homepage-dududev.ovo.id,503 Service Temporarily Unavailable,503,564,homepage-dududev.ovo.id,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-03-15T23:59:59Z,CN=homepage-dududev.ovo.id,homepage-dududev.ovo.id,,homepage-dududev.ovo.id,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,88cae1e7557d8422f7ffc95e4533e853,24e7e4a7cce9d865dc8445a62ad22874a53c210ba24bc3089cdbdf151e0b29e6,,ctls,homepage-dududev.ovo.id,,443,https://homepage-dududev.ovo.id:443,https,awselb/2.0,text/html,GET,54.169.0.154,/,2051366281,54.169.0.154,,13,False,,,,,
https://paywithmybank.com,,200,180525,www.trustly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-04-12T23:59:59Z,CN=www.trustly.com,www.trustly.com,,trustly.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,de54dce8c524502046d5c888d57e08d7,512131d6de519757a355bbd5b3f045f5b840c61f42dd32119dbdea9dcdd39042,,ctls,www.trustly.com,,443,https://paywithmybank.com:443,https,nginx,text/html,GET,34.218.84.82,/,-1840324437,52.88.4.206,webpack,16,False,,,https://www.trustly.com/us,,
https://sandbox.paywithmybank.com,,200,180525,www.trustly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-04-12T23:59:59Z,CN=www.trustly.com,www.trustly.com,,trustly.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,de54dce8c524502046d5c888d57e08d7,512131d6de519757a355bbd5b3f045f5b840c61f42dd32119dbdea9dcdd39042,,ctls,www.trustly.com,,443,https://sandbox.paywithmybank.com:443,https,nginx,text/html,GET,52.36.190.98,/,-1840324437,44.232.167.252,webpack,16,False,,,https://www.trustly.com/us,,
images-loyalty.ovo.id,Not Found,200,17854,images-loyalty.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,images-loyalty.ovo.id,cloudfront,443,https://images-loyalty.ovo.id:443,https,AmazonS3,text/html,GET,52.222.236.118,/,1374172802,2600:9000:223e:c600:7:3b7:87c0:93a1,Google Tag Manager,270,False,True,,,,
images.ovo.id,Not Found,200,17854,images.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,images.ovo.id,cloudfront,443,https://images.ovo.id:443,https,AmazonS3,text/html,GET,13.224.103.33,/,-800570084,2600:9000:21c7:b400:11:e283:2dc0:93a1,Google Tag Manager,270,False,True,,,,
insurance.taralite.com,,521,,insurance.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,insurance.taralite.com,cloudflare,443,https://insurance.taralite.com:443,https,cloudflare,,GET,104.18.42.151,/,-1840324437,2606:4700:4400::ac40:9169,Cloudflare,1,False,True,,,,
investment.ovo.id,,520,,investment.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,investment.ovo.id,cloudflare,443,https://investment.ovo.id:443,https,cloudflare,,GET,104.17.58.20,/,-1840324437,2606:4700::6811:3a14,Cloudflare,1,False,True,,,,
lender-api.taralite.com,,521,,lender-api.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,lender-api.taralite.com,cloudflare,443,https://lender-api.taralite.com:443,https,cloudflare,,GET,172.64.145.105,/,-1840324437,2606:4700:4400::ac40:9169,Cloudflare,1,False,True,,,,
lending.taralite.com,Attention Required! | Cloudflare,403,4514,lending.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,lending.taralite.com,cloudflare,443,https://lending.taralite.com:443,https,cloudflare,text/html,GET,172.64.145.105,/,1889675343,2606:4700:4400::6812:2a97,Cloudflare,94,False,True,,,,
maintenance.ovo.id,OVO - Under Maintenance,200,517,maintenance.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,maintenance.ovo.id,cloudflare,443,https://maintenance.ovo.id:443,https,cloudflare,text/html,GET,104.17.57.20,/,-1025384250,2606:4700::6811:3914,HSTS,20,False,True,,,,
media.tenor.com,,404,43,media.tenor.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:00Z,2023-07-17T11:59:59Z,CN=c.tenor.com,c.tenor.com,,*.riffsy.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,b2e269a76a210913b8814f2b33a9f5b2,319d037331fba74eaa70d662c33fcf7b6e38180082a4ffdcfe63653ee2a2d92a,True,ctls,media.tenor.com,,443,https://media.tenor.com:443,https,sffe,image/gif,GET,142.250.185.74,/,-446793542,2a00:1450:4001:82f::200a,HTTP/3,1,False,,,,,
ovo-id.facebook.com,Facebook - log in or sign up,200,59416,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-05-22T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,f5fc3bba0f418cbedab48be5c3dfa0f4,d36845d603545547aca7f4a9f22c3ec33109e282ffbe4840a143fc8c9e67a260,True,ctls,m.facebook.com,,443,https://ovo-id.facebook.com:443,https,,text/html,GET,102.132.99.1,/,142313513,2a03:2880:f066:0:face:b00c:0:2,HTTP/3,23,False,,,https://m.facebook.com/,www.googleadservices.com,
ovo-id.greenhouse.io,Greenhouse,404,848576,ovo-id.greenhouse.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T14:58:34Z,2023-07-30T14:58:33Z,CN=*.greenhouse.io,*.greenhouse.io,,greenhouse.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5ba9f6f9b7c2502d93d1b5a66b93298f,674f0aedb21225a4c91a9647fef216ab4cc39e84602cc8cffd35cf35e73d2395,True,ctls,ovo-id.greenhouse.io,,443,https://ovo-id.greenhouse.io:443,https,,text/html,GET,3.93.90.216,/,-80319769,54.235.120.123,Ruby on Rails,395,False,,,https://ovo-id.greenhouse.io/users/saml/auth?original_path=%2F,https://csp-report.browser-intake-datadoghq.com/api/v2/logs?dd-api-key=pubc838ef47eadc5ad8b1201d22652660a9&dd-evp-origin=content-security-policy&ddsource=csp-report&ddtags=silo%3A3%2Cenvironment%3Aproduction,
panel.taralite.com,,403,16,panel.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,panel.taralite.com,cloudflare,443,https://panel.taralite.com:443,https,cloudflare,text/plain,GET,172.64.145.105,/,1253481126,2606:4700:4400::6812:2a97,Cloudflare,1,False,True,,,,
payment.taralite.com,,200,2,payment.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,payment.taralite.com,cloudflare,443,https://payment.taralite.com:443,https,cloudflare,text/html,GET,104.18.42.151,/,693941864,2606:4700:4400::6812:2a97,Google Cloud CDN,1,False,True,,,,
prod-web.taralite.com,Taralite - Pinjaman Untuk Merchant Online Tanpa Agunan,200,2635,prod-web.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,prod-web.taralite.com,cloudflare,443,https://prod-web.taralite.com:443,https,cloudflare,text/html,GET,172.64.145.105,/,2001028142,2606:4700:4400::6812:2a97,Google Cloud CDN,1,False,True,,,,
risk-ui.aws.ovo.id,ERROR: The request could not be satisfied,403,919,risk-ui.aws.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-09-17T23:59:59Z,CN=*.aws.ovo.id,*.aws.ovo.id,,*.ovo.id,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8aec462e190a1c46fd7c4892131d1e2c,6d31a2f0b66edf4c898943254b5535658f1bec5cd7db31a68eba337bf356f934,True,ctls,risk-ui.aws.ovo.id,cloudfront,443,https://risk-ui.aws.ovo.id:443,https,CloudFront,text/html,GET,18.66.122.60,/,450499458,2600:9000:2250:5600:16:9b35:8dc0:93a1,Amazon Web Services,20,False,True,,,,
risk-ui.cp6.ovo.id,403,403,134,risk-ui.cp6.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-07T08:00:47Z,2023-08-05T08:52:19Z,CN=risk-ui.cp6.ovo.id,risk-ui.cp6.ovo.id,,risk-grwap.cp6.ovo.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,280abdaaa563fed4f89ce192a2176f4e,b7dc543c1ee27e312847d3a8a692482e775fa54eb0ef609d26f29f8680796444,,ctls,risk-ui.cp6.ovo.id,google,443,https://risk-ui.cp6.ovo.id:443,https,,text/html,GET,34.107.250.177,/,1723221432,34.107.250.177,HTTP/3,1,False,True,,,,
settlement.ovo.id,,403,16,settlement.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-02-07T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",69fbadcc9d237a7452e2c0a295a15f08,40f38ba0ba405a2aec490af2f917b3c71a6b269454500e672337958542619464,True,ctls,settlement.ovo.id,cloudflare,443,https://settlement.ovo.id:443,https,cloudflare,text/plain,GET,104.18.38.155,/,1253481126,2606:4700:4400::6812:269b,Cloudflare,1,False,True,,,,
spring-gw-pub01.cp6.ovo.id,403,403,134,spring-gw-pub01.cp6.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T05:54:45Z,2023-08-02T06:48:18Z,CN=spring-gw-pub01.cp6.ovo.id,spring-gw-pub01.cp6.ovo.id,,spring-gw-pub01.cp6.ovo.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,47df65024e312565709ee301ea26535c,c79f5198787f59722b76697ab31f568d52b56ece743d7b86e17687fb85740d8d,,ctls,spring-gw-pub01.cp6.ovo.id,google,443,https://spring-gw-pub01.cp6.ovo.id:443,https,,text/html,GET,34.149.75.187,/,1723221432,34.149.75.187,HTTP/3,1,False,True,,,,
spring-opac-glb01.cp6.ovo.id,403,403,134,spring-opac-glb01.cp6.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T15:03:07Z,2023-08-08T15:57:41Z,CN=spring-opac-glb01.cp6.ovo.id,spring-opac-glb01.cp6.ovo.id,,spring-opac-glb01.cp6.ovo.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,c5c11a7bdbcc076d055dc1c2957963c5,d1d9bd2af5bbd4f0cfe9cbb578950fa27367572cabfc22ab0631b95793a9c4a4,,ctls,spring-opac-glb01.cp6.ovo.id,google,443,https://spring-opac-glb01.cp6.ovo.id:443,https,,text/html,GET,34.110.133.157,/,1723221432,34.110.133.157,HTTP/3,1,False,True,,,,
stg-api.cp1.ovo.id,,403,16,stg-api.cp1.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-20T00:00:00Z,2023-11-10T23:59:59Z,CN=*.cp1.ovo.id,*.cp1.ovo.id,,cp1.ovo.id,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,136c43b69680e84ffba0d2ae115e2fec,84ff177d91edef8da712fded86dbf479f4dde26c8c437daa932228759ac153dc,True,ctls,stg-api.cp1.ovo.id,cloudflare,443,https://stg-api.cp1.ovo.id:443,https,cloudflare,text/plain,GET,104.18.37.155,/,1253481126,2606:4700:4400::6812:259b,Cloudflare,1,False,True,,,,
stg-api.cp6.ovo.id,,403,16,stg-api.cp6.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",stg-api.cp6.ovo.id,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",eb6af09a082d2de3cb4f18ecbfdfed1e,e3809deb528623ff84820004f5eb6444d2e5b3d17701c76636594add57a1d004,,ctls,stg-api.cp6.ovo.id,cloudflare,443,https://stg-api.cp6.ovo.id:443,https,cloudflare,text/plain,GET,172.64.150.53,/,1253481126,2606:4700:4400::ac40:9635,Cloudflare,1,False,True,,,,
stg-gcp-apigw.aws.ovo.id,403,403,134,stg-gcp-apigw.aws.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T17:07:16Z,2023-07-15T17:59:49Z,CN=domsurgepayments-stage.med.stanford.edu,domsurgepayments-stage.med.stanford.edu,,domsurgepayments-stage.med.stanford.edu,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,30c3a49e0898e35b3251245c2535420f,df92be212c1188b0bbd3cf3c6dd337b6cb3371f50a7ad9459cb9e5cd757cd3d7,,ctls,stg-gcp-apigw.aws.ovo.id,google,443,https://stg-gcp-apigw.aws.ovo.id:443,https,,text/html,GET,34.102.252.78,/,1723221432,34.102.252.78,HTTP/3,1,False,True,True,,,
stg-verification.aws.ovo.id,"OVO | Join the rOVOlution in Payment, Points & Priority!",200,28402,www.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,www.ovo.id,cloudflare,443,https://stg-verification.aws.ovo.id:443,https,cloudflare,text/html,GET,172.64.144.20,/,-888533883,2606:4700:4400::6812:2bec,ZURB Foundation,574,False,True,,https://www.ovo.id,,
storage2-loyalty-image.ovo.id,,200,214,storage2-loyalty-image.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,storage2-loyalty-image.ovo.id,cloudflare,443,https://storage2-loyalty-image.ovo.id:443,https,cloudflare,application/xml,GET,104.17.58.20,/,-1997725757,2606:4700::6811:3a14,HSTS,1,False,True,,,,
taralite.com,Taralite - Pinjaman Modal Kerja untuk UKM,200,9078,www.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,www.taralite.com,cloudflare,443,https://taralite.com:443,https,cloudflare,text/html,GET,104.18.42.151,/,2001028142,2606:4700:4400::ac40:9169,Google Tag Manager,1,False,True,,https://www.taralite.com/,,
tracker.ovo.id,,404,77,tracker.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,tracker.ovo.id,cloudflare,443,https://tracker.ovo.id:443,https,cloudflare,text/html,GET,104.17.57.20,/,-48476174,2606:4700::6811:3914,Cloudflare,1,False,True,,,,
tracking.taralite.com,,200,23,tracking.taralite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-26T00:00:00Z,2023-08-26T23:59:59Z,CN=api.elasticemail.com,api.elasticemail.com,,www.api.elasticemail.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,8391410475860c22a065c041476bc524,77c9dd76b2df8d6f03ab5906e68748f79c7d6e4fa4e9d9da8371201e14cadb46,,ctls,tracking.taralite.com,,443,https://tracking.taralite.com:443,https,Microsoft-IIS/10.0,text/html,GET,94.23.161.19,/,-1559968920,54.38.226.140,Windows Server,1,False,,True,,,
v.whatsapp.net,WhatsApp Error,400,101,v.whatsapp.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-05-22T23:59:59Z,"CN=*.whatsapp.net, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.whatsapp.net,"Meta Platforms, Inc.",whatsapp.net,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,20c9604ca322622d3a8d19b9c04e6d40,ebc16eaa6d8520118ad005a00d45ff6f145dcf3fcfb3acc2c3d376c31a080521,True,ctls,v.whatsapp.net,,443,https://v.whatsapp.net:443,https,,text/html,GET,102.132.99.60,/,-1171212020,2a03:2880:f263:c3:face:b00c:0:167,,11,False,,,,,
vcc.taralite.com,,521,,vcc.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,vcc.taralite.com,cloudflare,443,https://vcc.taralite.com:443,https,cloudflare,,GET,172.64.145.105,/,-1840324437,2606:4700:4400::ac40:9169,Cloudflare,1,False,True,,,,
verification.aws.ovo.id,"OVO | Join the rOVOlution in Payment, Points & Priority!",200,28403,www.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,www.ovo.id,cloudflare,443,https://verification.aws.ovo.id:443,https,cloudflare,text/html,GET,172.64.144.20,/,1967959600,2606:4700:4400::ac40:9014,ZURB Foundation,574,False,True,,https://www.ovo.id,,
webview.ovo.id,502 Bad Gateway,502,149,webview.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,webview.ovo.id,cloudflare,443,https://webview.ovo.id:443,https,cloudflare,text/html,GET,104.17.57.20,/,214324155,2606:4700::6811:3914,Google Cloud CDN,14,False,True,,,,
www.dev-borrowerv2.taralite.com,Borrower Dashboard,200,8600,www.dev-borrowerv2.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:11Z,2023-07-17T12:00:10Z,CN=*.storage.googleapis.com,*.storage.googleapis.com,,*.storage-download.googleapis.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,d4a18b659aca5edf1871d4a94fae4fb9,286e81daae5f2cea898d6c13be440025ca4bd4ee33e43295ea38513f4d5be289,True,ctls,www.dev-borrowerv2.taralite.com,,443,https://www.dev-borrowerv2.taralite.com:443,https,UploadServer,text/html,GET,142.250.185.80,/,2001028142,2a00:1450:4001:800::2010,HTTP/3,1,False,,True,,,
