new,host,a,soa,status_code,cname,ns,has_internal_ips,internal_ips,cdn,cdn-name,aaaa,mx,txt,caa
[x],jvsv8z1.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kafka-connect.razorpay.com,"10.1.135.242, 10.1.136.160","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-kafka-connect-weighted.razorpay.com, prod-white-int-v2.razorpay.com",,True,"10.1.135.242, 10.1.136.160",,,,,,
[x],kafka-ds-prod-aws-useast2.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kallang.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],konga.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,cde-green-concierge-v2.razorpay.com,,,,,,,,,
[x],koosailing.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ktran-test1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ktran1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kubecost.razorpay.com,"43.205.104.50, 13.232.114.65","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,cde-blue-concierge.razorpay.com,,,,,,,,,
[x],kywd.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],landing3.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lapp61.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lapp71.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],le-test-review.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],le-ws.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lef201-pdb.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lef242-pda.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lef7-1-tba.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lef7-3-gre.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],legaldms-vip.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],leightoninteractive.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lf1.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],libraryjmsolutionsllcsonic.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lincoln-amg-3.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],linear-ak-b-eml.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],live-auction.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],liveaccesstest.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lncurtis-requests.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],login23.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lon2msproxy-a3.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lon3-artistdashboardindex-a3.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lon3-buildagent-s9.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lon3-logelaskpayment-b1.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lon3-onboarding-a1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lon3-searchlink-a58.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],looker.razorpay.com,"35.154.209.65, 3.109.168.148, 3.6.129.138","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,looker-redirect-ext-elb-1494601920.ap-south-1.elb.amazonaws.com,,,,,,,,,
[x],lqa9.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lrc-ipad.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lumberjack-metrics.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lumberjack.razorpay.com,"52.66.37.119, 65.1.249.12","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-lumberjack-weighted.razorpay.com, prod-white-ext-v2.razorpay.com, prod-green-ext-v2.razorpay.com",,,,,,,,,
[x],lyncbudwebext.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ma-lapp04.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],macc-olympics.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],madhva.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mail.razorpay.com,142.250.181.243,"ns1.google.com, dns-admin.google.com",NOERROR,ghs.googlehosted.com,,,,,,2a00:1450:4001:803::2013,,,
[x],mapi-httpbin.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mathieuc.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],maybach-evolution-1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mba-ot-gug1.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mdment01.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],media-concierge.razorpay.com,"43.204.92.246, 35.154.155.70","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-media-concierge-weighted.razorpay.com, prod-white-concierge-v2.razorpay.com, prod-green-concierge-v2.razorpay.com",,,,,,,,,
[x],media-int.razorpay.com,"10.1.136.90, 10.1.135.102","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-media-int-weighted.razorpay.com, prod-green-int-v2.razorpay.com, prod-white-int-v2.razorpay.com",,True,"10.1.136.90, 10.1.135.102",,,,,,
[x],metconsole-pc.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mginternet.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],misreg.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mochalov.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],moloch-egress-m08.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],moloches-prod-frr20.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],moloches-prod-lcd09.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],monitor.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],monitorusers.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],morgan-country-8.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],morges.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mozart.razorpay.com,"10.1.143.186, 10.1.142.176","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"cde-green-int-v2.razorpay.com, cde-blue-int-v2.razorpay.com",,True,"10.1.143.186, 10.1.142.176",,,,,,
[x],mp-admin-e2e.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mpi.razorpay.com,"52.66.76.63, 52.66.75.174","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],msavertack9.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],msincome.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta-v14.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta02v37.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mtst11.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mtupm21.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],multimatdesign-hzgdev.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],music-br-preprod.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mwp6-sy02-ssl-disabled.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mx1-ia2-sp1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mx2-ord-sp2.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],my-microservice-40.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mycb-ml3-1.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],nca.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-nca-weighted.razorpay.com, prod-white-concierge-v2.razorpay.com","ns-1400.awsdns-47.org, ns-1939.awsdns-50.co.uk, ns-723.awsdns-26.net, ns-74.awsdns-09.com",,,,,,,,
[x],nellaracorp.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],netfire.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],new-sis-dev-app-proxy.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ngb-pa-fm1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],notalone-uncover.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],notebooks.de.razorpay.com,,"ns-1687.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"prod-notebooks-weighted.de.razorpay.com, prod-white-concierge.de.razorpay.com",,,,,,,,,
[x],notebooks.razorpay.com,"3.6.140.250, 3.6.229.222","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-notebooks-weighted.razorpay.com, prod-white-concierge.razorpay.com","ns-1400.awsdns-47.org, ns-1939.awsdns-50.co.uk, ns-723.awsdns-26.net, ns-74.awsdns-09.com",,,,,,,,
[x],novo-acomponeocovid19.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],npci-emandate.prod.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,rcdc9g3mn5b064884tftsp3cxbnt4832,
[x],obill.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ocebpbpmrl.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ogs.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],okta-network-gateway-prod.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],omr-a006e.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],opf-onboarding-service.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],opus-qc-homing-a2-cookies.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],oxy-oxygen-74-6-45-10.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],oxy-oxygen-d89bce4a.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],oxy-oxygen-d89bce74.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],p2fsnapp.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],p3-uat.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],p51-ckdatabasews.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],p72-cache.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],p74-buy.prod-blue.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,prod-blue-ext.razorpay.com,,,,,,,,,
[x],panel.razorpay.com,"3.7.191.1, 13.232.49.161","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"whitelabel-dashboard-weighted.razorpay.com, cde-blue-ext-v2.razorpay.com","ns-1400.awsdns-47.org, ns-1939.awsdns-50.co.uk, ns-723.awsdns-26.net, ns-74.awsdns-09.com",,,,,,,,
[x],papenburg.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],partneroceania.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],paste.razorpay.com,"3.108.155.196, 13.234.27.154, 3.111.25.235","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ops-common-con-v2.razorpay.com, eks-ops-con-alb-v2-1861891552.ap-south-1.elb.amazonaws.com",,,,,,,,,
[x],payment-pages-ecommerce.razorpay.com,"52.222.214.54, 52.222.214.81, 52.222.214.99, 52.222.214.37","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
[x],payments-upi.razorpay.com,"10.1.136.90, 10.1.135.102","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-payments-upi-weighted.razorpay.com, prod-green-int-v2.razorpay.com","ns-1400.awsdns-47.org, ns-1939.awsdns-50.co.uk, ns-723.awsdns-26.net, ns-74.awsdns-09.com",True,"10.1.136.90, 10.1.135.102",,,,,,
[x],payout-links.razorpay.com,"18.65.39.26, 18.65.39.90, 18.65.39.101, 18.65.39.97",,NOERROR,d11e2bpwxcbzhw.cloudfront.net,"ns-1530.awsdns-63.org, ns-2032.awsdns-62.co.uk, ns-216.awsdns-27.com, ns-839.awsdns-40.net",,,True,cloudfront,,,,
[x],payouts.razorpay.com,"10.1.143.153, 10.1.142.56","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"cde-blue-int-v2.razorpay.com, cde-green-int-v2.razorpay.com",,True,"10.1.143.153, 10.1.142.56",,,,,,
[x],payroll-fixed.razorpay.com,"108.138.7.9, 108.138.7.57, 108.138.7.65, 108.138.7.40","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
[x],payroll.razorpay.com,"13.232.49.161, 3.7.191.1","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-payroll-weighted.razorpay.com, cde-blue-ext-v2.razorpay.com, cde-green-ext-v2.razorpay.com",,,,,,,,,
[x],pc19-56.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pcidss.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pensacolagardencenter.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],peoplesofttsthr.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],petlmhdr11.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pgg15s.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pgg27q.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pgg3g9.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],photos-fex.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pittsburgh.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pn-184-22.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pnv83mbw1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],portalx.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pprdidg-lvdcf.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ppsfiber.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pr1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],prdesso1.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],predesigninventoryuat.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],prediction.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],presswww.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1406.awsdns-47.org, ns-1682.awsdns-18.co.uk, ns-273.awsdns-34.com, ns-558.awsdns-05.net",,,,,,,,
[x],primmr-zkddackl2juxavui.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1406.awsdns-47.org, ns-1682.awsdns-18.co.uk, ns-273.awsdns-34.com, ns-558.awsdns-05.net",,,,,,,,
[x],private-api-uatstorage.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],private-chefs3dbsbackups.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],privatealpha-repository-postgresmx.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],prizc-z5pctmcrdyaaihav.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],prod-api-canary.razorpay.com,,,NOERROR,cde-green-ext.razorpay.com,"ns-1400.awsdns-47.org, ns-1939.awsdns-50.co.uk, ns-723.awsdns-26.net, ns-74.awsdns-09.com",,,,,,,,
[x],prod-api-int.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"cde-blue-int.razorpay.com, cde-green-int.razorpay.com",,,,,,,,,
[x],prod-api-static.razorpay.com,"52.66.140.61, 52.66.140.48","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],prod-api-weighted.razorpay.com,"3.7.191.1, 13.232.49.161","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,cde-blue-ext-v2.razorpay.com,,,,,,,,,
[x],prod-api.razorpay.com,"13.126.80.11, 43.204.1.115","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-api-weighted.razorpay.com, cde-green-ext-v2.razorpay.com, cde-blue-ext-v2.razorpay.com",,,,,,,,,
[x],prod-backup-temp-exchangedns.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],prod-blue-concierge.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],prod-blue-ext.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],prod-green-ext.razorpay.com,"13.234.165.200, 3.110.248.97","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],prod-green.oidc.razorpay.com,"35.154.6.63, 65.0.13.212","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1400.awsdns-47.org, ns-1939.awsdns-50.co.uk, ns-723.awsdns-26.net, ns-74.awsdns-09.com",,,,,,,,
