input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,tls_expired,final_url,csp_domains_,tls_mismatched,tls_subject_org_
artists.tiktok.com,TikTok,200,29241,www.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-08-13T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,e1f0416445a36c0eb6cce14ad32af7f7,c33fc9b93ada503dee1ed4a6754bf95ce49d1bcfa6674f2a353eb6f254039df4,True,ctls,www.tiktok.com,443,https://artists.tiktok.com:443,https,nginx,text/html,GET,95.101.111.149,/,1323447329,95.101.111.153,Nginx,278,False,,,,https://www.tiktok.com/404,,,
atl-dev-vctr-01a.developer-sg.tiktok.com,404 Not Found,404,146,atl-dev-vctr-01a.developer-sg.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:00:00Z,2024-08-16T23:59:59Z,CN=*.developer-sg.tiktok.com,*.developer-sg.tiktok.com,developer-sg.tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,b88e7f76789a5cb4223f7f02d47a5d82,7c8275acf18f711925fc081088df8007348bc838d187ca00e57bf727c1c854da,True,ctls,atl-dev-vctr-01a.developer-sg.tiktok.com,443,https://atl-dev-vctr-01a.developer-sg.tiktok.com:443,https,nginx,text/html,GET,23.38.98.38,/,1494302000,23.38.98.5,Nginx,8,False,,,,,,,
autodiscover.mail.tiktok.com,Sign in to Outlook,200,38718,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,,ctls,login.microsoftonline.com,80,http://autodiscover.mail.tiktok.com:80,http,,text/html,GET,52.97.189.72,/,-1249852061,2603:1026:c0d:c1c::8,HSTS,95,False,,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=04ccb296-6c91-4979-b63d-931e4e5bd2b7&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=mail.tiktok.com&nonce=638253426101985632.130afc4d-a7fe-4478-a0fc-fccfa3af1c0a&state=DctBDsIgEEBR0Lu4MVBgKOCi8SyTgUlIS0gq1uvL4v3dl0KI-3SbpJkRMUByK3gXrLGvtAZw2oJBJp8VRi7K-5gUGibFRIyAbMmgnO9z6T9c3mfBo20N66FH3UffNfX2uPKG39Fz_VC_yvkH,,,Microsoft Corporation
autodiscover.tiktok.com,Sign in to Outlook,200,38510,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,,ctls,login.microsoftonline.com,80,http://autodiscover.tiktok.com:80,http,,text/html,GET,52.98.171.232,/,-1249852061,2603:1026:c0d:20::8,HSTS,95,False,,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=28869a4e-ac5e-a841-b5cb-faaa3756aeaa&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=tiktok.com&nonce=638253426106106036.2bd3b9b5-b387-41a5-9386-9283193cdd77&state=FYtJDoAgEMBA_-INBUa2g_EtwHgwaiZR1O-LSdtbOWOsrTZVLmuYs-C1gVFbJX8k2F4nhBSSEQm8E6OKRgTwVgTtQQXIiM7x-nYDvXGYzyXux1TWrdDWZzq6B6d4F8L1yvQs5wc,,,Microsoft Corporation
backend.developer-sg.tiktok.com,404 Not Found,404,146,backend.developer-sg.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:00:00Z,2024-08-16T23:59:59Z,CN=*.developer-sg.tiktok.com,*.developer-sg.tiktok.com,developer-sg.tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,b88e7f76789a5cb4223f7f02d47a5d82,7c8275acf18f711925fc081088df8007348bc838d187ca00e57bf727c1c854da,True,ctls,backend.developer-sg.tiktok.com,443,https://backend.developer-sg.tiktok.com:443,https,nginx,text/html,GET,23.53.42.105,/,1494302000,23.53.42.192,Nginx,8,False,,,,,,,
backup.developer-sg.tiktok.com,404 Not Found,404,146,backup.developer-sg.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:00:00Z,2024-08-16T23:59:59Z,CN=*.developer-sg.tiktok.com,*.developer-sg.tiktok.com,developer-sg.tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,b88e7f76789a5cb4223f7f02d47a5d82,7c8275acf18f711925fc081088df8007348bc838d187ca00e57bf727c1c854da,True,ctls,backup.developer-sg.tiktok.com,443,https://backup.developer-sg.tiktok.com:443,https,nginx,text/html,GET,23.53.42.105,/,1494302000,23.53.42.192,Nginx,8,False,,,,,,,
beta-test.tiktok.com,404 Not Found,404,146,beta-test.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-08-13T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,8d3de7433c10e8508be7eb7ae20654a2,941043800effc84c1b1817337ece8ed4822289bf660ca3eb51943c5212a397c7,True,ctls,beta-test.tiktok.com,443,https://beta-test.tiktok.com:443,https,nginx,text/html,GET,2.17.100.171,/,1494302000,2.17.100.251,Nginx,8,False,,,,,,,
beta.developer-sg.tiktok.com,404 Not Found,404,146,beta.developer-sg.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:00:00Z,2024-08-16T23:59:59Z,CN=*.developer-sg.tiktok.com,*.developer-sg.tiktok.com,developer-sg.tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,b88e7f76789a5cb4223f7f02d47a5d82,7c8275acf18f711925fc081088df8007348bc838d187ca00e57bf727c1c854da,True,ctls,beta.developer-sg.tiktok.com,443,https://beta.developer-sg.tiktok.com:443,https,nginx,text/html,GET,2.17.100.203,/,1494302000,2.17.100.138,Nginx,8,False,,,,,,,
biz-api.tiktok.com,404 Not Found,404,146,biz-api.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-08-13T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,8d3de7433c10e8508be7eb7ae20654a2,941043800effc84c1b1817337ece8ed4822289bf660ca3eb51943c5212a397c7,True,ctls,biz-api.tiktok.com,443,https://biz-api.tiktok.com:443,https,nginx,text/html,GET,2.23.7.24,/,1494302000,2.23.7.19,Nginx,8,False,,,,,,,
blog.developer-sg.tiktok.com,404 Not Found,404,146,blog.developer-sg.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:00:00Z,2024-08-16T23:59:59Z,CN=*.developer-sg.tiktok.com,*.developer-sg.tiktok.com,developer-sg.tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,b88e7f76789a5cb4223f7f02d47a5d82,7c8275acf18f711925fc081088df8007348bc838d187ca00e57bf727c1c854da,True,ctls,blog.developer-sg.tiktok.com,443,https://blog.developer-sg.tiktok.com:443,https,nginx,text/html,GET,23.53.42.192,/,1494302000,23.53.42.105,Nginx,8,False,,,,,,,
bsync-i18n.tiktokv.com,404 Not Found,404,146,bsync-i18n.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,bsync-i18n.tiktokv.com,443,https://bsync-i18n.tiktokv.com:443,https,nginx,text/html,GET,2.23.7.41,/,1494302000,2.23.7.9,Nginx,8,False,,,,,,,
bsync-sg.tiktokv.com,404 Not Found,404,146,bsync-sg.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,bsync-sg.tiktokv.com,443,https://bsync-sg.tiktokv.com:443,https,nginx,text/html,GET,104.126.37.186,/,1494302000,104.126.37.179,Nginx,8,False,,,,,,,
bsync-va.tiktokv.com,404 Not Found,404,146,bsync-va.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,bsync-va.tiktokv.com,443,https://bsync-va.tiktokv.com:443,https,nginx,text/html,GET,95.101.111.156,/,1494302000,95.101.111.175,Nginx,8,False,,,,,,,
bsync.us.tiktokv.com,404 Not Found,404,162,bsync.us.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-06-29T23:59:59Z,CN=*.us.tiktokv.com,*.us.tiktokv.com,us.tiktokv.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8937238adccc688a2d6ab6f1406e536d,c668c34a58c45bc999f32680496da16996d5d1493d91dd01afe7ccc718c7dafd,True,ctls,bsync.us.tiktokv.com,443,https://bsync.us.tiktokv.com:443,https,nginx,text/html,GET,23.43.85.206,/,190856733,23.43.85.220,Nginx,8,False,,,,,,,
builds.developer-sg.tiktok.com,404 Not Found,404,146,builds.developer-sg.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:00:00Z,2024-08-16T23:59:59Z,CN=*.developer-sg.tiktok.com,*.developer-sg.tiktok.com,developer-sg.tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,b88e7f76789a5cb4223f7f02d47a5d82,7c8275acf18f711925fc081088df8007348bc838d187ca00e57bf727c1c854da,True,ctls,builds.developer-sg.tiktok.com,443,https://builds.developer-sg.tiktok.com:443,https,nginx,text/html,GET,23.38.98.185,/,1494302000,23.38.98.165,Nginx,8,False,,,,,,,
business-sso.tiktok.com,,404,,business-sso.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-08-13T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,8d3de7433c10e8508be7eb7ae20654a2,941043800effc84c1b1817337ece8ed4822289bf660ca3eb51943c5212a397c7,True,ctls,business-sso.tiktok.com,443,https://business-sso.tiktok.com:443,https,nginx,text/plain,GET,2.23.7.24,/,-1840324437,2.23.7.19,Nginx,1,False,,,,,,,
business-sso.us.tiktok.com,,200,107,business-sso.us.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-18T00:00:00Z,2023-08-18T23:59:59Z,CN=*.us.tiktok.com,*.us.tiktok.com,us.tiktok.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",f3fd4ee58c9dbf8d6fe3e5cadc59494e,2181a38a5913ddcea2366c76d3011066f99896151432ef02010d60ccc1415991,True,ctls,business-sso.us.tiktok.com,443,https://business-sso.us.tiktok.com:443,https,nginx,application/json,GET,130.35.192.4,/,-1840324437,130.35.192.4,Nginx,1,False,,,,,,,
business-tips.tiktok.com,Tiktok Tips,200,757,business-tips.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-16T02:51:09Z,2023-10-14T03:49:40Z,CN=ipv6-insider.de,ipv6-insider.de,pxl.live,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,a503dff67293c1fac63d345805cd9513,b6c986baa4c9722fb90feefa22299ce2b3684c72d40c996b1aa569fd2c438ab8,,ctls,business-tips.tiktok.com,443,https://business-tips.tiktok.com:443,https,,text/html,GET,199.36.158.100,/,-920426141,199.36.158.100,Typekit,1,False,,,,,,,
business.tiktok.com,TikTok Business Center,200,60617,business.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-08-13T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,8d3de7433c10e8508be7eb7ae20654a2,941043800effc84c1b1817337ece8ed4822289bf660ca3eb51943c5212a397c7,True,ctls,business.tiktok.com,443,https://business.tiktok.com:443,https,nginx,text/html,GET,104.126.37.146,/,360436953,104.126.37.154,Nginx,9,False,,,,,*.lemocamcdn.com,,
business.tiktokv.com,404 Not Found,404,146,business.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-15T00:00:00Z,2024-01-15T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,fa46cbd21eb87eeff13f39d42248e3c8,3172f6da82179b1751f393192d0cbf953c1cad7af8dfcf33f61bc937934df83a,True,ctls,business.tiktokv.com,443,https://business.tiktokv.com:443,https,nginx,text/html,GET,2.16.202.104,/,1494302000,2.16.202.86,Nginx,8,False,,,,,,,
campaign-sg.tiktokv.com,,404,9,campaign-sg.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,campaign-sg.tiktokv.com,443,https://campaign-sg.tiktokv.com:443,https,nginx,text/plain,GET,2.23.7.43,/,-738705486,2.23.7.27,Nginx,1,False,,,,,https://arena.bytedance.net,,
campaign.tiktokv.com,,404,9,campaign.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,campaign.tiktokv.com,443,https://campaign.tiktokv.com:443,https,nginx,text/plain,GET,2.23.7.40,/,-738705486,2.23.7.10,Nginx,1,False,,,,,https://boe-arena.bytedance.net,,
campaign.us.tiktokv.com,,404,9,campaign.us.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-06-29T23:59:59Z,CN=*.us.tiktokv.com,*.us.tiktokv.com,us.tiktokv.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8937238adccc688a2d6ab6f1406e536d,c668c34a58c45bc999f32680496da16996d5d1493d91dd01afe7ccc718c7dafd,True,ctls,campaign.us.tiktokv.com,443,https://campaign.us.tiktokv.com:443,https,nginx,text/plain,GET,184.29.143.177,/,-738705486,184.29.143.178,Nginx,1,False,,,,,https://yoyo-va.byteoversea.net,,
campaign16-normal-alisg.tiktokv.com,,404,9,campaign16-normal-alisg.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,campaign16-normal-alisg.tiktokv.com,443,https://campaign16-normal-alisg.tiktokv.com:443,https,nginx,text/plain,GET,80.67.82.26,/,-738705486,80.67.82.40,Nginx,1,False,,,,,https://arena.bytedance.net,,
campaign16-normal-useast2a.tiktokv.com,Error,503,176,campaign16-normal-useast2a.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,campaign16-normal-useast2a.tiktokv.com,443,https://campaign16-normal-useast2a.tiktokv.com:443,https,AkamaiGHost,text/html,GET,95.101.111.131,/,-1729377340,95.101.111.177,,5,False,,,,,,,
campaign19-normal-useast5.us.tiktokv.com,,404,9,campaign19-normal-useast5.us.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T00:00:00Z,2023-10-13T23:59:59Z,CN=*.us.tiktokv.com,*.us.tiktokv.com,us.tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",4594fccd38e1271591675c2d5e7d1051,8e00cf93f3fb908ffba35a2cf8e86ec570d309ead942c39d580d5ce1abcfabb1,True,ctls,campaign19-normal-useast5.us.tiktokv.com,443,https://campaign19-normal-useast5.us.tiktokv.com:443,https,nginx,text/plain,GET,146.75.118.73,/,-738705486,146.75.118.73,Varnish,1,False,fastly,True,,,https://yoyo-va.byteoversea.net,,
careers.tiktok.com,,404,18,careers.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-08-13T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,e1f0416445a36c0eb6cce14ad32af7f7,c33fc9b93ada503dee1ed4a6754bf95ce49d1bcfa6674f2a353eb6f254039df4,True,ctls,careers.tiktok.com,443,https://careers.tiktok.com:443,https,nginx,text/plain,GET,2.16.186.16,/,102743003,2.16.186.42,Nginx,1,False,,,,,,,
carrierflow-sg.tiktokv.com,404 Not Found,404,146,carrierflow-sg.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-13T00:00:00Z,2024-06-11T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,DigiCert Inc,66897816773f8fdbbb348086e2d36cb0,1db1030f7e30c423e9ae8bf81506203b6b2d566a5b139d4ce1f4055dfc1ed1d1,True,ctls,carrierflow-sg.tiktokv.com,443,https://carrierflow-sg.tiktokv.com:443,https,nginx,text/html,GET,103.136.220.86,/,1494302000,103.136.220.87,Nginx,8,False,,,,,,,
cdn-test.tiktok.com,404 Not Found,404,146,cdn-test.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-08-13T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,e1f0416445a36c0eb6cce14ad32af7f7,c33fc9b93ada503dee1ed4a6754bf95ce49d1bcfa6674f2a353eb6f254039df4,True,ctls,cdn-test.tiktok.com,443,https://cdn-test.tiktok.com:443,https,nginx,text/html,GET,2.16.238.139,/,1494302000,2.16.238.136,Nginx,8,False,,,,,,,
cdn-test.tiktokv.com,404 Not Found,404,146,cdn-test.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,cdn-test.tiktokv.com,443,https://cdn-test.tiktokv.com:443,https,nginx,text/html,GET,2.23.7.9,/,1494302000,2.23.7.41,Nginx,8,False,,,,,,,
cdn.developer-sg.tiktok.com,404 Not Found,404,146,cdn.developer-sg.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:00:00Z,2024-08-16T23:59:59Z,CN=*.developer-sg.tiktok.com,*.developer-sg.tiktok.com,developer-sg.tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,b88e7f76789a5cb4223f7f02d47a5d82,7c8275acf18f711925fc081088df8007348bc838d187ca00e57bf727c1c854da,True,ctls,cdn.developer-sg.tiktok.com,443,https://cdn.developer-sg.tiktok.com:443,https,nginx,text/html,GET,23.53.42.105,/,1494302000,23.53.42.192,Nginx,8,False,,,,,,,
chinacenter.developer-sg.tiktok.com,404 Not Found,404,146,chinacenter.developer-sg.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:00:00Z,2024-08-16T23:59:59Z,CN=*.developer-sg.tiktok.com,*.developer-sg.tiktok.com,developer-sg.tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,b88e7f76789a5cb4223f7f02d47a5d82,7c8275acf18f711925fc081088df8007348bc838d187ca00e57bf727c1c854da,True,ctls,chinacenter.developer-sg.tiktok.com,443,https://chinacenter.developer-sg.tiktok.com:443,https,nginx,text/html,GET,2.17.100.203,/,1494302000,2.17.100.138,Nginx,8,False,,,,,,,
cloudnet8.developer-sg.tiktok.com,404 Not Found,404,146,cloudnet8.developer-sg.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:00:00Z,2024-08-16T23:59:59Z,CN=*.developer-sg.tiktok.com,*.developer-sg.tiktok.com,developer-sg.tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,b88e7f76789a5cb4223f7f02d47a5d82,7c8275acf18f711925fc081088df8007348bc838d187ca00e57bf727c1c854da,True,ctls,cloudnet8.developer-sg.tiktok.com,443,https://cloudnet8.developer-sg.tiktok.com:443,https,nginx,text/html,GET,2.20.142.155,/,1494302000,2.20.142.187,Nginx,8,False,,,,,,,
compute.developer-sg.tiktok.com,404 Not Found,404,146,compute.developer-sg.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:00:00Z,2024-08-16T23:59:59Z,CN=*.developer-sg.tiktok.com,*.developer-sg.tiktok.com,developer-sg.tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,b88e7f76789a5cb4223f7f02d47a5d82,7c8275acf18f711925fc081088df8007348bc838d187ca00e57bf727c1c854da,True,ctls,compute.developer-sg.tiktok.com,443,https://compute.developer-sg.tiktok.com:443,https,nginx,text/html,GET,23.53.42.105,/,1494302000,23.53.42.192,Nginx,8,False,,,,,,,
