input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,cdn_name,tech_,cdn,tls_wildcard_certificate,tls_mismatched,tls_expired,final_url
grab.oyorooms.com,Access Denied,400,265,grab.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,grab.oyorooms.com,443,https://grab.oyorooms.com:443,https,AkamaiGHost,text/html,GET,23.213.161.226,/,-55999073,23.213.161.208,10,False,,,,,True,,,
grace.oyorooms.com,Service Unavailable,503,267,grace.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,grace.oyorooms.com,443,https://grace.oyorooms.com:443,https,AkamaiGHost,text/html,GET,23.213.161.226,/,862291871,23.213.161.208,9,False,,,,,True,,,
guest.oyorooms.com,OyoRooms,200,4800,guest.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,guest.oyorooms.com,443,https://guest.oyorooms.com:443,https,,text/html,GET,95.101.111.182,/,-1255347784,95.101.111.156,28,False,,,HSTS,,True,,,
hms-api.oyorooms.com,,400,84,hms-api.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,hms-api.oyorooms.com,443,https://hms-api.oyorooms.com:443,https,,,GET,2.17.184.252,/,116323821,2.17.184.252,2,False,https://hms-api.oyorooms.com,,HSTS,,,,,
holead-admiralstrand-dk-prod.oyorooms.com,Søg Admiral Strand Feriehuse,200,157015,holead-admiralstrand-dk-prod.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-20T02:52:27Z,2023-08-18T02:52:26Z,CN=holead-admiralstrand-dk-prod.oyorooms.com,holead-admiralstrand-dk-prod.oyorooms.com,,holead-admiralstrand-dk-prod.oyorooms.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c6e5c566ff7b22336ce597a75dff64e3,ee4685603ff7ea203de728d60115a06ec80a7a87ff7a85304beffd7c1881f030,ctls,holead-admiralstrand-dk-prod.oyorooms.com,443,https://holead-admiralstrand-dk-prod.oyorooms.com:443,https,,text/html,GET,51.137.9.15,/,2006037823,51.137.9.15,12,False,,azure,webpack,True,,,,
holead-bff-dancenter-dk-prod.oyorooms.com,,200,18,holead-bff-dancenter-dk-prod.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-06T22:36:06Z,2023-09-04T22:36:05Z,CN=holead-bff-dancenter-dk-prod.oyorooms.com,holead-bff-dancenter-dk-prod.oyorooms.com,,holead-bff-dancenter-dk-prod.oyorooms.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,57a2046410b5cd748875e438063c4490,f9aa64523e9d40492822228206db69ce4315d3680ffcabe3365c9fd626f43a02,ctls,holead-bff-dancenter-dk-prod.oyorooms.com,443,https://holead-bff-dancenter-dk-prod.oyorooms.com:443,https,,text/plain,GET,51.137.9.15,/,-601625103,51.137.9.15,1,False,,azure,HSTS,True,,,,
holead-bff-dancenter-dk.oyorooms.com,Service Unavailable - Fail to connect,503,270,holead-bff-dancenter-dk.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,holead-bff-dancenter-dk.oyorooms.com,443,https://holead-bff-dancenter-dk.oyorooms.com:443,https,,text/html,GET,2.20.142.64,/,2004700910,2.20.143.89,9,False,,,,,True,,,
holead-dancenter-dk-prod.oyorooms.com,Udlej dit sommerhus | Tjen op til 43.200 kr. skattefrit | DanCenter,200,153485,holead-dancenter-dk-prod.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-07T02:20:44Z,2023-09-05T02:20:43Z,CN=holead-dancenter-dk-prod.oyorooms.com,holead-dancenter-dk-prod.oyorooms.com,,holead-dancenter-se-prod.oyorooms.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0ff14733fc82ac6ca469abc23fb0cfb2,ed3aa140ba79706af054f721a99ed9b8d62555f2eec7580946da5440c59be2a5,ctls,holead-dancenter-dk-prod.oyorooms.com,443,https://holead-dancenter-dk-prod.oyorooms.com:443,https,,text/html,GET,51.137.9.15,/,-1375290214,51.137.9.15,14,False,,azure,webpack,True,,,,
holead-dancenter-dk.oyorooms.com,Service Unavailable - Fail to connect,503,270,holead-dancenter-dk.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,holead-dancenter-dk.oyorooms.com,443,https://holead-dancenter-dk.oyorooms.com:443,https,,text/html,GET,95.101.111.156,/,1412547698,95.101.111.182,9,False,,,,,True,,,
holead-dancenter-no-prod.oyorooms.com,Leie ut ferieboligen din | DanCenter,200,99801,holead-dancenter-no-prod.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-07T02:20:44Z,2023-09-05T02:20:43Z,CN=holead-dancenter-dk-prod.oyorooms.com,holead-dancenter-dk-prod.oyorooms.com,,holead-dancenter-se-prod.oyorooms.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0ff14733fc82ac6ca469abc23fb0cfb2,ed3aa140ba79706af054f721a99ed9b8d62555f2eec7580946da5440c59be2a5,ctls,holead-dancenter-no-prod.oyorooms.com,443,https://holead-dancenter-no-prod.oyorooms.com:443,https,,text/html,GET,51.137.9.15,/,1360969142,51.137.9.15,12,False,,azure,webpack,True,,,,
holead-dancenter-no.oyorooms.com,Service Unavailable - Fail to connect,503,270,holead-dancenter-no.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,holead-dancenter-no.oyorooms.com,443,https://holead-dancenter-no.oyorooms.com:443,https,,text/html,GET,23.213.161.208,/,843118822,23.213.161.226,9,False,,,,,True,,,
holead-dancenter-se-prod.oyorooms.com,Hyr ut din stuga  | Stugsommar,200,97873,holead-dancenter-se-prod.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-07T02:20:44Z,2023-09-05T02:20:43Z,CN=holead-dancenter-dk-prod.oyorooms.com,holead-dancenter-dk-prod.oyorooms.com,,holead-dancenter-se-prod.oyorooms.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0ff14733fc82ac6ca469abc23fb0cfb2,ed3aa140ba79706af054f721a99ed9b8d62555f2eec7580946da5440c59be2a5,ctls,holead-dancenter-se-prod.oyorooms.com,443,https://holead-dancenter-se-prod.oyorooms.com:443,https,,text/html,GET,51.137.9.15,/,-1378355464,51.137.9.15,9,False,,azure,webpack,True,,,,
holiday.oyorooms.com,Error,503,175,www.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-02T00:00:00Z,2023-11-02T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,www.vacation-apartments.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0627847ab46001d3de74cbc03a70fe56,f638e47fde090996f6abd7eb5af8a3d31e343a82d18b444ce88d778a606fe63e,ctls,www.oyorooms.com,443,https://holiday.oyorooms.com:443,https,AkamaiGHost,text/html,GET,23.32.238.235,/,-2058585295,23.32.238.243,5,False,,,,,,,,https://www.oyorooms.com/tour-packages/deals/
homestay.oyorooms.com,Homestays - CRM,200,53648,homestay.oyorooms.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T15:47:37Z,2023-08-08T15:47:36Z,CN=homestay.oyorooms.com,homestay.oyorooms.com,,homestay.oyorooms.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c6044e6909d043803bbdf38d3b6fb586,2f8fc9bcba4b7c686bac980de9919b0f4dcaa1de01dd8ed355cdf1a5205faf34,ctls,homestay.oyorooms.com,443,https://homestay.oyorooms.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,1810476518,2606:4700::6812:1abd,673,False,,cloudflare,HSTS,True,,,,
horizon.oyorooms.com,Service Unavailable,503,269,horizon.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,horizon.oyorooms.com,443,https://horizon.oyorooms.com:443,https,,text/html,GET,95.101.111.156,/,-463658463,95.101.111.182,9,False,,,,,True,,,
hr.oyorooms.com,OYO DESK,200,3102,hr.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,hr.oyorooms.com,443,https://hr.oyorooms.com:443,https,,text/html,GET,23.213.161.226,/,-763465133,23.213.161.208,5,False,,,Node.js,,True,,,
https://zsdancenterdccms.blob.core.windows.net,,400,351,zsdancenterdccms.blob.core.windows.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-25T07:48:51Z,2024-03-25T07:48:51Z,CN=*.blob.core.windows.net,*.blob.core.windows.net,,*.z50.blob.storage.azure.net,"CN=Microsoft RSA TLS CA 02, O=Microsoft Corporation, C=US",Microsoft RSA TLS CA 02,Microsoft Corporation,bb8120ae82fba59f36f468a902a8a5d3,3f94c9e61a782a8cfd666b069576329be93ebe94019e466d80fe386483f75f0f,ctls,zsdancenterdccms.blob.core.windows.net,443,https://zsdancenterdccms.blob.core.windows.net:443,https,Microsoft-HTTPAPI/2.0,application/xml,GET,20.47.19.144,/,562895941,20.47.19.144,3,False,,azure,Microsoft HTTPAPI:2.0,True,True,,,
img.email1.oyorooms.com,,409,16,,,,,,,,,,,,,,,,,,,80,http://img.email1.oyorooms.com:80,http,cloudflare,text/plain,GET,104.17.200.242,/,1000520165,104.17.204.242,1,False,,cloudflare,Cloudflare,True,,,,
international-opsepicenter.oyorooms.com,OYO DESK,200,3102,international-opsepicenter.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-02T00:00:00Z,2023-11-02T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,www.vacation-apartments.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0627847ab46001d3de74cbc03a70fe56,f638e47fde090996f6abd7eb5af8a3d31e343a82d18b444ce88d778a606fe63e,ctls,international-opsepicenter.oyorooms.com,443,https://international-opsepicenter.oyorooms.com:443,https,,text/html,GET,2.17.100.144,/,-763465133,2a02:26f0:ab00::214:8e53,5,False,,,Node.js,,,,,
iot.oyorooms.com,Service Unavailable,503,268,iot.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,iot.oyorooms.com,443,https://iot.oyorooms.com:443,https,,text/html,GET,2.17.100.209,/,-1303036446,2.17.100.144,9,False,,,,,True,,,
jplife-recon-api.oyorooms.com,Service Unavailable,503,267,jplife-recon-api.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,jplife-recon-api.oyorooms.com,443,https://jplife-recon-api.oyorooms.com:443,https,AkamaiGHost,text/html,GET,104.75.89.223,/,61679542,104.75.89.223,9,False,,,,,,,,
knowledge.oyorooms.com,OYO Knowledge,200,8818,knowledge.oyorooms.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-31T12:10:14Z,2024-04-17T23:44:01Z,"CN=*.oyorooms.com, O=ORAVEL STAYS LIMITED, L=Gurugram, ST=Haryana, C=IN",*.oyorooms.com,ORAVEL STAYS LIMITED,oyorooms.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",283b11da6f44bc856b9016bcaf7dc591,5f58347d926ba75b3adc332a76366474530bed46a16095d42b1c2cd1ff9dcf19,ctls,knowledge.oyorooms.com,443,https://knowledge.oyorooms.com:443,https,nginx,text/html,GET,20.244.115.181,/,-1035700329,20.244.115.181,183,False,https:,,PHP:8.0.28,,True,,,https://knowledge.oyorooms.com/login
krypton.oyorooms.com,-,404,1130,krypton.oyorooms.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=*.freshdesk.com,*.freshdesk.com,,*.freshdesk.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b903eaf1af1c5e5466aa330ac0a158ba,995ac6bb46a3eb1a7da6c2cfb341c0276f1afc61c2c4b6401650ab1af91cac18,ctls,krypton.oyorooms.com,443,https://krypton.oyorooms.com:443,https,fwe,text/html,GET,54.84.96.173,/,-1611011004,23.20.148.254,31,False,wss://*.freshworksapi.com/,,Envoy,,True,True,,
life-supply-gateway.oyorooms.com,Service Unavailable,503,267,life-supply-gateway.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,life-supply-gateway.oyorooms.com,443,https://life-supply-gateway.oyorooms.com:443,https,AkamaiGHost,text/html,GET,23.213.161.226,/,119100377,23.213.161.208,9,False,,,,,True,,,
lifeconsumer.oyorooms.com,Service Unavailable,503,267,lifeconsumer.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,lifeconsumer.oyorooms.com,443,https://lifeconsumer.oyorooms.com:443,https,AkamaiGHost,text/html,GET,104.126.37.146,/,-2101596999,2a02:26f0:1700:11::b856:678d,9,False,,,,,True,,,
link.notify.oyorooms.com,404 Not Found,404,162,link.notify.oyorooms.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,ctls,link.notify.oyorooms.com,443,https://link.notify.oyorooms.com:443,https,nginx,text/html,GET,167.89.123.124,/,190856733,167.89.123.54,8,False,,,Nginx,,True,True,,
link.oyorooms.com,OYO Link - Partner Dashboard,200,24347,link.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,link.oyorooms.com,443,https://link.oyorooms.com:443,https,,text/html,GET,23.213.161.226,/,1176335686,2a02:26f0:1700:11::b856:6795,568,False,fonts.gstatic.com,,HSTS,,True,,,
links.oyorooms.com,404 Not Found,404,162,links.oyorooms.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,ctls,links.oyorooms.com,443,https://links.oyorooms.com:443,https,nginx,text/html,GET,167.89.115.120,/,190856733,167.89.115.56,8,False,,,Nginx,,True,True,,
lxswqh.oyorooms.com,,404,91,lxswqh.oyorooms.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-18T00:00:00Z,2023-08-11T23:59:59Z,"CN=ukgfxw.satofull.jp, O=Criteo Technology SAS, L=Paris, ST=Île-de-France, C=FR",ukgfxw.satofull.jp,Criteo Technology SAS,ukgfxw.satofull.jp,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,69b2b4e9633c09dc2b5981acddbdea01,4b790c435ca44627c692a41e60199545c5d24318af1510e1ce5e1b1398bfe663,ctls,lxswqh.oyorooms.com,443,https://lxswqh.oyorooms.com:443,https,Kestrel,text/html,GET,178.250.1.11,/,-1947197333,2a02:2638:d::d,1,False,,,Microsoft ASP.NET,,,True,,
maestro.oyorooms.com,Maestro,200,3038,maestro.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,maestro.oyorooms.com,443,https://maestro.oyorooms.com:443,https,,text/html,GET,95.101.111.182,/,-1786412143,95.101.111.156,1,False,,,Node.js,,True,,,
marketplace.oyorooms.com,Service Unavailable,503,267,marketplace.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,marketplace.oyorooms.com,443,https://marketplace.oyorooms.com:443,https,AkamaiGHost,text/html,GET,23.213.161.226,/,1688165150,23.213.161.208,9,False,,,,,True,,,
mesh-support.oyorooms.com,Tech Support Portal,200,654,mesh-support.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,mesh-support.oyorooms.com,443,https://mesh-support.oyorooms.com:443,https,,text/html,GET,23.206.209.188,/,1739599251,23.206.209.188,1,False,,,React,,,,,
meta.oyorooms.com,,404,121,meta.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,meta.oyorooms.com,443,https://meta.oyorooms.com:443,https,,application/json,GET,104.75.89.223,/,116323821,104.75.89.223,1,False,,,HSTS,,,,,
mm-phatak.oyorooms.com,Service Unavailable,503,267,mm-phatak.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,mm-phatak.oyorooms.com,443,https://mm-phatak.oyorooms.com:443,https,AkamaiGHost,text/html,GET,2.17.184.252,/,1304379385,2.17.184.252,9,False,,,,,,,,
