new,host,status_code,a,soa,cdn,cdn-name,mx,txt,cname,aaaa,has_internal_ips,internal_ips,ns,caa,ptr
[x],nra-brazil-1.net.nokia.com,NOERROR,189.50.68.100,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nra-brazil-2.net.nokia.com,NOERROR,189.50.68.101,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nra-brazil-loc-1.net.nokia.com,NOERROR,189.50.68.105,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nra-brazil-loc-2.net.nokia.com,NOERROR,189.50.68.106,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nra-brazil-loc-vip.net.nokia.com,NOERROR,189.50.68.104,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nra-brazil-vip.net.nokia.com,NOERROR,189.50.68.102,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nra-china-cn-pek-1.net.nokia.com,NOERROR,218.240.53.10,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nra-china-cn-pek-2.net.nokia.com,NOERROR,218.240.53.11,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nra-china-cn-pek-3.net.nokia.com,NOERROR,218.240.53.12,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nra-china-cn-pek-vip.net.nokia.com,NOERROR,218.240.53.9,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nra-emea-de-fra-qa-2.net.nokia.com,NOERROR,131.228.32.202,"ns7.nokia.com, dns.cloudflare.com",,,,,,2a03:5342:1f:d::5,,,,,
[x],nra-emea-de-fra-qa-vip.net.nokia.com,NOERROR,131.228.32.203,"ns7.nokia.com, dns.cloudflare.com",,,,,,2a03:5342:1f:d::6,,,,,
[x],nra-emea-de-muc-1.net.nokia.com,NOERROR,131.228.32.198,"ns7.nokia.com, dns.cloudflare.com",,,,,,2a03:5342:1f:101::5,,,,,
[x],nra-emea-de-muc-2.net.nokia.com,NOERROR,131.228.32.199,"ns7.nokia.com, dns.cloudflare.com",,,,,,2a03:5342:1f:101::6,,,,,
[x],nra-emea-de-muc-3.net.nokia.com,NOERROR,131.228.32.196,"ns7.nokia.com, dns.cloudflare.com",,,,,,2a03:5342:1f:101::7,,,,,
[x],nra-emea-de-muc-4.net.nokia.com,NOERROR,131.228.32.197,"ns7.nokia.com, dns.cloudflare.com",,,,,,2a03:5342:1f:101::8,,,,,
[x],nra-emea-fi-esp-1.net.nokia.com,NOERROR,131.228.3.196,"ns7.nokia.com, dns.cloudflare.com",,,,,,2a03:5342:0:2::5,,,,,
[x],nra-emea-fi-esp-2.net.nokia.com,NOERROR,131.228.3.197,"ns7.nokia.com, dns.cloudflare.com",,,,,,2a03:5342:0:2::6,,,,,
[x],nra-emea-fi-esp-3.net.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nra-emea-fi-esp-4.net.nokia.com,NOERROR,131.228.3.199,"ns7.nokia.com, dns.cloudflare.com",,,,,,2a03:5342:0:2::8,,,,,
[x],nra-emea-fi-esp-vip.net.nokia.com,NOERROR,131.228.3.200,"ns7.nokia.com, dns.cloudflare.com",,,,,,2a03:5342:0:2::4,,,,,
[x],nra-emea-pl-wro-1.net.nokia.com,NOERROR,78.11.8.243,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nra-emea-pl-wro-vip.net.nokia.com,NOERROR,78.11.8.242,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nra-india.net.nokia.com,NOERROR,131.228.71.254,"ns7.nokia.com, dns.cloudflare.com",,,,,,2a03:5343:0:4::4,,,,,
[x],nra-japan.net.nokia.com,NOERROR,210.57.79.94,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nra-portugal.net.nokia.com,NOERROR,93.183.31.177,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nra-taiwan.net.nokia.com,NOERROR,219.87.14.136,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nra-uae.net.nokia.com,NOERROR,94.200.2.167,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ns.nokia.com,NOERROR,162.159.10.115,"ns2.nokia.com, dns.cloudflare.com",True,cloudflare,,,,2400:cb00:2049:1::a29f:a73,,,,,
[x],ns1.nokia.com,NOERROR,131.228.20.19,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ns10.nokia.com,NOERROR,198.41.222.145,"ns2.nokia.com, dns.cloudflare.com",True,cloudflare,,,,2400:cb00:2049:1::c629:de91,,,,,
[x],ns11.nokia.com,NOERROR,162.159.10.219,"ns2.nokia.com, dns.cloudflare.com",True,cloudflare,,,,2400:cb00:2049:1::a29f:adb,,,,,
[x],ns12.nokia.com,NOERROR,162.159.9.229,"ns2.nokia.com, dns.cloudflare.com",True,cloudflare,,,,2400:cb00:2049:1::a29f:9e5,,,,,
[x],ns21.nokia.com,NOERROR,192.100.108.10,"ns2.nokia.com, dns.cloudflare.com",,,,,,2001:490:c000:4::50,,,,,
[x],ns3.fit.nokia.com,NOERROR,130.233.154.176,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ns3.nokia.com,NOERROR,162.159.11.117,"ns2.nokia.com, dns.cloudflare.com",True,cloudflare,,,,2400:cb00:2049:1::a29f:b75,,,,,
[x],ns4.nokia.com,NOERROR,162.159.9.98,"ns2.nokia.com, dns.cloudflare.com",True,cloudflare,,,,2400:cb00:2049:1::a29f:962,,,,,
[x],ns5.nokia.com,NOERROR,198.41.223.186,"ns2.nokia.com, dns.cloudflare.com",True,cloudflare,,,,2400:cb00:2049:1::c629:dfba,,,,,
[x],ns6.nokia.com,NOERROR,198.41.222.129,"ns2.nokia.com, dns.cloudflare.com",True,cloudflare,,,,2400:cb00:2049:1::c629:de81,,,,,
[x],ns7.nokia.com,NOERROR,162.159.10.106,"ns2.nokia.com, dns.cloudflare.com",True,cloudflare,,,,2400:cb00:2049:1::a29f:a6a,,,,,
[x],ns9.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",True,cloudflare,,,,2400:cb00:2049:1::c629:dfbb,,,,,
[x],nsc.update.nokia.com,NOERROR,131.228.121.65,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nsd.nokia.com,NOERROR,147.243.141.40,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nsdl.nokia.com,NOERROR,131.228.121.71,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nshk.ext.nokia.com,NOERROR,147.243.192.4,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nsnlnxrpt.myrealestate.ext.nokia.com,NOERROR,80.69.128.118,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nsp.developer.nokia.com,NOERROR,52.242.22.113,"ns2.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],nsx22.nokia.com,NOERROR,192.100.126.20,"ns2.nokia.com, dns.cloudflare.com",,,,,,2001:490:200:4::50,,,,,
[x],nsx41.nokia.com,NOERROR,147.243.1.186,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nsx42.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nsx50.nokia.com,NOERROR,147.243.128.202,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nsx51.nokia.com,NOERROR,147.243.128.206,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nt.accumendev.nokia.com,NOERROR,147.243.197.27,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],nuke-gcp.labs.cns.nokia.com,NOERROR,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,,,,,,,,"ns-cloud-d1.googledomains.com, ns-cloud-d2.googledomains.com, ns-cloud-d4.googledomains.com, ns-cloud-d3.googledomains.com",,
[x],nzbx.saas.nokia.com,NOERROR,135.92.0.128,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],oa.int.nokia.com,NOERROR,51.145.178.237,"ns7.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],ocsp.net.nokia.com,NOERROR,"135.239.3.137, 135.239.3.136, 135.239.2.49","ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ocsweb.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],octopus.ext.nokia.com,NOERROR,203.127.218.201,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],odc.nokia.com,NOERROR,147.243.3.185,"ns2.nokia.com, dns.cloudflare.com",,,,,,2a00:1c68:1:100d::a,,,,,
[x],odepd1.us.nokia.com,NOERROR,135.3.27.139,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],offer.dac.nokia.com,NOERROR,,"ns1-05.azure-dns.com, msnhst.microsoft.com",,,,,"yellow-mud-0f4404b03.2.azurestaticapps.net, azurestaticapps2.trafficmanager.net, msha-slice-2-am2-1.msha-slice-2-am2-1-ase.p.azurewebsites.net, waws-prod-am2-71c8f842.sip.p.azurewebsites.windows.net",,,,,,
[x],olcsservices.web.nokia.com,NOERROR,135.3.26.27,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],old-uxg-demo.nokia.com,NOERROR,34.254.107.40,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],onboard.wifi.nokia.com,NOERROR,"3.111.172.210, 35.154.48.144","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",,,,,boeng-prod-lb-1694144652.ap-south-1.elb.amazonaws.com,"2406:da1a:5e8:f500:10b9:6972:b3d8:fc1, 2406:da1a:5e8:f501:49b0:7d8:887a:8284",,,,,
[x],onestore.nokia.com,NOERROR,,"ns1-201.azure-dns.com, msnhst.microsoft.com",True,azure,,,"nokiaonestore.azurewebsites.net, waws-prod-am2-111.vip.azurewebsites.windows.net, waws-prod-am2-111.westeurope.cloudapp.azure.com",,,,,,
[x],online.nokia.com,NOERROR,93.183.1.18,"ns7.nokia.com, dns.cloudflare.com",,,"mx1.nokia.com, mx2.nokia.com",,,,,,"ns7.nokia.com, ns8.nokia.com",,
[x],onlineasithappens.nokia.com,NOERROR,217.149.60.225,"ns2.nokia.com, dns.cloudflare.com",,,api.onlineasithappens.nokia.com,,,,,,,,
[x],onprem.nokia.com,NOERROR,147.243.111.173,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ope.sapi.stg.ent.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],opensource.nokia.com,NOERROR,62.61.85.154,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],openx.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],opnfv-pod1.ext.net.nokia.com,NOERROR,87.254.192.34,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],optics-jira-qa.ext.net.nokia.com,NOERROR,"52.29.170.23, 3.121.70.30","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",,,,,outside-nlb-staging-f2d1145906a9087d.elb.eu-central-1.amazonaws.com,,,,,,
[x],optics-jira.ext.net.nokia.com,NOERROR,,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",,,,,outside-nlb-production-fc8f240fad981e82.elb.eu-central-1.amazonaws.com,,,,,,
[x],orava-dev.ext.net.nokia.com,NOERROR,131.228.56.12,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],orava-prod-chn.ext.net.nokia.com,NOERROR,131.228.96.102,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],orava-test-chn.ext.net.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],orava-test-fin.ext.net.nokia.com,NOERROR,131.228.3.231,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],orava-test.ext.net.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],orderentry.ext.net.nokia.com,NOERROR,93.183.12.103,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],orderentrytest.ext.net.nokia.com,NOERROR,93.183.12.60,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],origin-prod-blog.nokia.com,NOERROR,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",,,,,mc-24909-122801484.eu-west-1.elb.amazonaws.com,,,,,,
[x],origin-prod-on-business.nokia.com,NOERROR,34.254.107.40,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],origin.blog.networks.nokia.com,NOERROR,162.13.136.245,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],origin.n0k14.blog.networks.nokia.com,NOERROR,162.13.165.127,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],origin.networks.nokia.com,NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,mc-6993-1418642585.us-east-1.elb.amazonaws.com,,,,,,
[x],origin.questionnaireqa.nokia.com,NOERROR,147.243.15.210,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],orion-in-progress.norc.dev.software.nokia.com,NOERROR,,,,,,,,,,,,,
[x],ota.nokia.com,NOERROR,62.61.88.240,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],otc.nokia.com,NOERROR,203.35.64.212,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],oumdadaprod.ext.net.nokia.com,NOERROR,131.228.2.14,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ouscsq.ext.nokia.com,NOERROR,147.243.103.133,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],out.atl.messaging.nokia.com,NOERROR,"66.54.67.156, 66.54.67.157, 66.54.67.158, 66.54.67.165, 66.54.67.166, 66.54.67.167, 66.54.67.176, 66.54.67.177, 66.54.67.178, 66.54.67.183, 66.54.67.148, 66.54.67.149, 66.54.67.150","ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],out.stg.atl.messaging.nokia.com,NOERROR,"66.54.67.61, 66.54.67.62, 66.54.67.60, 66.54.67.40","ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ovi.nokia.com,NOERROR,"76.223.8.8, 13.248.132.24","us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",,,here-com.mail.protection.outlook.com,"cisco-ci-domain-verification=33c6123c3592ec326c4b0d681446794d9538f89253d951f8011ec35c1474e206, docusign=3a0d9103-d6cc-4cd7-bfbf-aee4ec88a966, dropbox-domain-verification=txb9fya2axdg, 00d3000000002omeaq, 1b0f8b7e3fbaf34f9a9ffcf267508867312e1e56, atlassian-domain-verification=knF3haFOOasaERvDLZ795cGspEEaz499y1dgADYbJfxONd95LVoHMl5WB0TF4Huh, logmein-verification-code=062d72cf-3a8e-4578-86b0-452a2f20001d, apple-domain-verification=IydNaiRpdDd67o0r, canva-site-verification=Eg27_3yfFZpMtCzlFVp2wA, atlassian-sending-domain-verification=f892bdc4-8d01-4515-9e95-3db2a1018109, k=rsa;, p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDQfJZX+lhjSK8lWu1hPKLI19UjJHpseso2l6ASGuRB4YZRgmcdQQsvKI2zg2t5Uzw5Q3rkYIGynC7IvQKRc9p6cu41P9PTLDEiDmRM+3kgxbk0FWjzchDR+vBe5n/0g3BZ6bpJp84eflYGQaTHLfLUpZSg6iBAn4fiYoSSQorzUwIDAQAB, asv=1481dffe886a8f6537847ca57a22160a, 2223ae76-c9dc-4163-9307-b8ee155dfdfe, Sendinblue-code:dfdedce690b4d15768bae4d243d89107, adobe-idp-site-verification=ca61d106e0ad3cb38bc6258c8007e36dd2c3d9baea6ce421e8bd92bb264871d7, google-site-verification=ovpTI1YuPdCpurXmNDz2eGlHY34CnRd3ftsLfRFk-c0, docker-verification=6366f93c-684d-44d8-a76a-97971d130740, 6c944492-d556-4554-bd7e-1b2ff51ca59a, _globalsign-domain-verification=9ZvXSl31DnerDFmdt11Thn5YVLPSDzDowJ9QJSXs6g, v=spf1 exists:%{i}._i.%{d}._d.espf.agari-dns.net include:%{d}.78.spf-protect.agari-dns.net -all",here.com,,,,"ns2.heredns.com, ns1.heredns.com, a22-65.akam.net, a12-67.akam.net, a26-64.akam.net, a7-65.akam.net, a1-19.akam.net, a3-67.akam.net, dns4.p09.nsone.net, dns3.p09.nsone.net, dns2.p09.nsone.net, dns1.p09.nsone.net","digicert.com, globalsign.com, mailto:security@here.com",
[x],owa.nokia.com,NOERROR,65.54.30.197,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ozo.nokia.com,NOERROR,2.17.185.150,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,,,,"ozo.nokia.com.edgekey.net, e2759.dsca.akamaiedge.net","2a02:26f0:3500:896::ac7, 2a02:26f0:3500:882::ac7",,,,,
[x],pa1.ocsweb.nokia.com,NOERROR,65.54.30.196,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],pa2.ocsweb.nokia.com,NOERROR,65.54.30.199,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],pa3.ocsweb.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],pages.nokia.com,NOERROR,"104.17.74.206, 104.17.70.206, 104.17.71.206, 104.17.72.206, 104.17.73.206","bart.ns.cloudflare.com, dns.cloudflare.com",True,cloudflare,,,"nokia2.mktoweb.com, sjl.mktossl.com",,,,,,
[x],partner-in.ext.net.nokia.com,NOERROR,93.183.29.131,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],partner-it.ext.net.nokia.com,NOERROR,20.82.48.157,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],partner-qa-in.ext.net.nokia.com,NOERROR,93.183.29.144,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],partner-qa-us.ext.net.nokia.com,NOERROR,93.183.9.19,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],partner-us.ext.net.nokia.com,NOERROR,93.183.9.21,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],partner.eu.dac.nokia.com,NOERROR,87.108.35.9,"ns10.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],partner.ext.net.nokia.com,NOERROR,20.50.21.186,"ns7.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],partner.jp.dac.nokia.com,NOERROR,115.69.198.41,"ns10.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],partner.west.us.dac.nokia.com,NOERROR,149.97.162.201,"ns10.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],partneraccess.americas.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,partneraccess.europe.nokia.com,,,,,,
[x],partneraccess.china.nokia.com,NOERROR,147.243.59.41,"ns2.nokia.com, dns.cloudflare.com",,,,,partneraccess.europe.nokia.com,,,,,,
[x],partneraccess.nokia.com,NOERROR,147.243.59.41,"ns2.nokia.com, dns.cloudflare.com",,,,,partneraccess.europe.nokia.com,,,,,,
[x],partners.nokia.com,NOERROR,,"dns01.salesforce.com, hostmaster.salesforce.com",,,,,partners.nokia.com.00d58000000t8dkeai.live.siteforce.com,,,,,,
[x],partners2.nokia.com,NOERROR,192.100.102.101,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],pass-it-on.nokia.com,NOERROR,147.243.14.149,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],payment.pi3.nokia.com,NOERROR,147.243.15.151,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],pb1.ocsweb.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],pb2.ocsweb.nokia.com,NOERROR,94.245.101.85,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],pc1.ocsweb.nokia.com,NOERROR,157.56.186.15,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],pc2.ocsweb.nokia.com,NOERROR,157.56.186.16,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],pecos.nokia.com,NOERROR,192.100.116.87,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],pek.qa.data.nokia.com,NOERROR,,,,,,,,,,,,,
[x],perf.pulse.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],persian.nokia.com,NOERROR,34.107.106.80,"ns2.nokia.com, dns.cloudflare.com",True,google,,,farsi.nokia.com,,,,,,
[x],pfsense.iot.nokia.com,NOERROR,50.205.98.15,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],phones.nokia.com,NOERROR,"172.64.144.65, 104.18.43.191","daphne.ns.cloudflare.com, dns.cloudflare.com",True,cloudflare,,,phones.in.redirect.nokia.com,"2606:4700:4400::6812:2bbf, 2606:4700:4400::ac40:9041",,,,,
[x],pim.nokia.com,NOERROR,147.243.253.27,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],pki.net.nokia.com,NOERROR,"40.85.139.101, 192.11.249.14","ns7.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],places.nokia.com,NOERROR,"13.248.132.24, 76.223.8.8","us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",,,here-com.mail.protection.outlook.com,"v=spf1 exists:%{i}._i.%{d}._d.espf.agari-dns.net include:%{d}.78.spf-protect.agari-dns.net -all, cisco-ci-domain-verification=33c6123c3592ec326c4b0d681446794d9538f89253d951f8011ec35c1474e206, docusign=3a0d9103-d6cc-4cd7-bfbf-aee4ec88a966, dropbox-domain-verification=txb9fya2axdg, 00d3000000002omeaq, 1b0f8b7e3fbaf34f9a9ffcf267508867312e1e56, atlassian-domain-verification=knF3haFOOasaERvDLZ795cGspEEaz499y1dgADYbJfxONd95LVoHMl5WB0TF4Huh, logmein-verification-code=062d72cf-3a8e-4578-86b0-452a2f20001d, apple-domain-verification=IydNaiRpdDd67o0r, canva-site-verification=Eg27_3yfFZpMtCzlFVp2wA, atlassian-sending-domain-verification=f892bdc4-8d01-4515-9e95-3db2a1018109, k=rsa;, p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDQfJZX+lhjSK8lWu1hPKLI19UjJHpseso2l6ASGuRB4YZRgmcdQQsvKI2zg2t5Uzw5Q3rkYIGynC7IvQKRc9p6cu41P9PTLDEiDmRM+3kgxbk0FWjzchDR+vBe5n/0g3BZ6bpJp84eflYGQaTHLfLUpZSg6iBAn4fiYoSSQorzUwIDAQAB, asv=1481dffe886a8f6537847ca57a22160a, 2223ae76-c9dc-4163-9307-b8ee155dfdfe, Sendinblue-code:dfdedce690b4d15768bae4d243d89107, adobe-idp-site-verification=ca61d106e0ad3cb38bc6258c8007e36dd2c3d9baea6ce421e8bd92bb264871d7, google-site-verification=ovpTI1YuPdCpurXmNDz2eGlHY34CnRd3ftsLfRFk-c0, docker-verification=6366f93c-684d-44d8-a76a-97971d130740, 6c944492-d556-4554-bd7e-1b2ff51ca59a, _globalsign-domain-verification=9ZvXSl31DnerDFmdt11Thn5YVLPSDzDowJ9QJSXs6g",here.com,,,,"dns2.p09.nsone.net, a22-65.akam.net, ns2.heredns.com, dns4.p09.nsone.net, dns1.p09.nsone.net, a1-19.akam.net, a3-67.akam.net, ns1.heredns.com, a7-65.akam.net, a26-64.akam.net, dns3.p09.nsone.net, a12-67.akam.net","globalsign.com, mailto:security@here.com, digicert.com",
[x],placesmanager.lbs.maps.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],platform.nokia.com,NOERROR,131.228.18.225,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],podcastdirectory.nokia.com,NOERROR,"184.25.127.86, 184.25.127.80","n0dscb.akamai.net, hostmaster.akamai.com",,,,,"podcastdirectory.nokia.com.edgesuite.net, a1910.dscb.akamai.net","2600:1408:9000::172d:b5c8, 2600:1408:9000::172d:b5a9",,,,,
[x],pointandfind.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],poll.nokia.com,NOERROR,"2.18.121.136, 2.18.121.147","n0dscb.akamai.net, hostmaster.akamai.com",,,,,"poll.nokia.com.edgesuite.net, a1128.dscb.akamai.net","2a02:26f0:b200::1748:fc8b, 2a02:26f0:b200::1748:fc9b",,,,,
[x],portal.access.nokia.com,NOERROR,,"admin.nsatc.net, dns.level3.net",,,,,access.nokia.com.nsatc.net,,,,,,
[x],portal.deb.software.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],posti-it.europe.nokia.com,NOERROR,147.243.8.190,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ppeshare.nokia.com,NOERROR,,,,,,,,,,,,,
[x],prd-www-origin.networks.nokia.com,NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,dualstack.mc-2201-752027336.us-east-1.elb.amazonaws.com,,,,,,
[x],prehire.americas.nokia.com,NOERROR,131.228.208.164,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],preprod2.hc-qa.saas.nokia.com,NOERROR,,"ns-1834.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],preprod3.hc-qa.saas.nokia.com,NOERROR,,"ns-1834.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",,,,,preprod2.hc-qa.saas.nokia.com,,,,,,
[x],print-iwmc.europe.nokia.com,NOERROR,,,,,,,,,,,,,
[x],privacypolicy.nokia.com,NOERROR,66.54.67.129,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],private-wireless-rom.ext.net.nokia.com,NOERROR,3.125.134.252,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],pro.forum.nokia.com,NOERROR,62.61.85.154,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],prod-pt.nokia.com,NOERROR,184.85.153.184,"n0g.akamaiedge.net, hostmaster.akamai.com",,,,,"prod-pt.nokia.com.edgekey.net, e2759.g.akamaiedge.net",,,,,,
[x],prod-shop.nokia.com,NOERROR,52.213.213.13,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],prodb-on-about.nokia.com,NOERROR,"34.248.16.9, 54.76.37.167","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",,,,,mc-56164-720086950.eu-west-1.elb.amazonaws.com,,,,"ns-1053.awsdns-03.org, ns-2023.awsdns-60.co.uk, ns-341.awsdns-42.com, ns-739.awsdns-28.net",,
[x],profile.dxservices.nokia.com,NOERROR,62.61.87.113,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],profiles.it.nokia.com,NOERROR,209.128.109.78,"ns2.nokia.com, dns.cloudflare.com",,,,,profiles.it.ovi.com,,,,,,
[x],profiles.stg.nokia.com,NOERROR,,,,,,,,,,,,,
[x],projects.forum.nokia.com,NOERROR,62.61.85.100,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],projects.qa.nokia.com,NOERROR,62.61.85.161,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
