input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_issuer_org_,webserver,tech_,final_url,cdn_name,cdn,tls_subject_org_,csp_domains_
bugfixweb-1997-tests.next.nos.nl,,503,2503,bugfixweb-1997-tests.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb-1997-tests.next.nos.nl,443,https://bugfixweb-1997-tests.next.nos.nl:443,https,text/html,GET,3.121.124.228,/,1539244717,35.158.83.254,94,False,,,,,,,,
bugfixweb-2039-slider-bij-het-slepen-van.next.nos.nl,,503,2503,bugfixweb-2039-slider-bij-het-slepen-van.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb-2039-slider-bij-het-slepen-van.next.nos.nl,443,https://bugfixweb-2039-slider-bij-het-slepen-van.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,3.121.124.228,94,False,,,,,,,,
bugfixweb-2054-collectie-pil.next.nos.nl,,503,2503,bugfixweb-2054-collectie-pil.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb-2054-collectie-pil.next.nos.nl,443,https://bugfixweb-2054-collectie-pil.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,3.68.44.35,94,False,,,,,,,,
bugfixweb-2061-livestreams.next.nos.nl,,503,2503,bugfixweb-2061-livestreams.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb-2061-livestreams.next.nos.nl,443,https://bugfixweb-2061-livestreams.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.121.124.228,94,False,,,,,,,,
bugfixweb-2065-externe-links-in-nav.next.nos.nl,,503,2503,bugfixweb-2065-externe-links-in-nav.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb-2065-externe-links-in-nav.next.nos.nl,443,https://bugfixweb-2065-externe-links-in-nav.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,3.68.44.35,94,False,,,,,,,,
bugfixweb-2066-achtergrond.next.nos.nl,,503,2503,bugfixweb-2066-achtergrond.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb-2066-achtergrond.next.nos.nl,443,https://bugfixweb-2066-achtergrond.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.120.103.242,94,False,,,,,,,,
bugfixweb-2068-ddos-pagination.next.nos.nl,,503,2503,bugfixweb-2068-ddos-pagination.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb-2068-ddos-pagination.next.nos.nl,443,https://bugfixweb-2068-ddos-pagination.next.nos.nl:443,https,text/html,GET,52.57.112.111,/,1539244717,3.67.232.176,94,False,,,,,,,,
bugfixweb-2083-os-headers.next.nos.nl,,503,2503,bugfixweb-2083-os-headers.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb-2083-os-headers.next.nos.nl,443,https://bugfixweb-2083-os-headers.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,52.57.112.111,94,False,,,,,,,,
bugfixweb-2086-agenda-videoslider.next.nos.nl,,503,2503,bugfixweb-2086-agenda-videoslider.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb-2086-agenda-videoslider.next.nos.nl,443,https://bugfixweb-2086-agenda-videoslider.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,3.121.124.228,94,False,,,,,,,,
bugfixweb-2103-os-livestream-details.next.nos.nl,,503,2503,bugfixweb-2103-os-livestream-details.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb-2103-os-livestream-details.next.nos.nl,443,https://bugfixweb-2103-os-livestream-details.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.120.103.242,94,False,,,,,,,,
bugfixweb-2104-announcement-styling.next.nos.nl,,503,2503,bugfixweb-2104-announcement-styling.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb-2104-announcement-styling.next.nos.nl,443,https://bugfixweb-2104-announcement-styling.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,3.68.44.35,94,False,,,,,,,,
bugfixweb-2108-os-navigatie-op-mobiele-t.next.nos.nl,,503,2503,bugfixweb-2108-os-navigatie-op-mobiele-t.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb-2108-os-navigatie-op-mobiele-t.next.nos.nl,443,https://bugfixweb-2108-os-navigatie-op-mobiele-t.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.120.103.242,94,False,,,,,,,,
bugfixweb-2109-os-design-tweaks.next.nos.nl,,503,2503,bugfixweb-2109-os-design-tweaks.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb-2109-os-design-tweaks.next.nos.nl,443,https://bugfixweb-2109-os-design-tweaks.next.nos.nl:443,https,text/html,GET,3.121.124.228,/,1539244717,3.120.103.242,94,False,,,,,,,,
bugfixweb-2111-medaillespiegel-fix.next.nos.nl,,503,2503,bugfixweb-2111-medaillespiegel-fix.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb-2111-medaillespiegel-fix.next.nos.nl,443,https://bugfixweb-2111-medaillespiegel-fix.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,3.121.124.228,94,False,,,,,,,,
bugfixweb1913corserrorsfont.next.nos.nl,,503,2503,bugfixweb1913corserrorsfont.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb1913corserrorsfont.next.nos.nl,443,https://bugfixweb1913corserrorsfont.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,3.68.44.35,94,False,,,,,,,,
bugfixweb1934scroll.next.nos.nl,,503,2503,bugfixweb1934scroll.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb1934scroll.next.nos.nl,443,https://bugfixweb1934scroll.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,35.158.83.254,94,False,,,,,,,,
bugfixweb1960w3audit.next.nos.nl,,503,2503,bugfixweb1960w3audit.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb1960w3audit.next.nos.nl,443,https://bugfixweb1960w3audit.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,52.57.112.111,94,False,,,,,,,,
bugfixweb1964effrafontwordtdub.next.nos.nl,,503,2503,bugfixweb1964effrafontwordtdub.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb1964effrafontwordtdub.next.nos.nl,443,https://bugfixweb1964effrafontwordtdub.next.nos.nl:443,https,text/html,GET,3.68.44.35,/,1539244717,3.120.103.242,94,False,,,,,,,,
bugfixweb2087defaultbutton.next.nos.nl,,503,2503,bugfixweb2087defaultbutton.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2087defaultbutton.next.nos.nl,443,https://bugfixweb2087defaultbutton.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.121.124.228,94,False,,,,,,,,
bugfixweb2102oshetlogoindeba.next.nos.nl,,503,2503,bugfixweb2102oshetlogoindeba.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2102oshetlogoindeba.next.nos.nl,443,https://bugfixweb2102oshetlogoindeba.next.nos.nl:443,https,text/html,GET,3.68.44.35,/,1539244717,35.158.83.254,94,False,,,,,,,,
bugfixweb2112lang.next.nos.nl,,503,2503,bugfixweb2112lang.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2112lang.next.nos.nl,443,https://bugfixweb2112lang.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,3.121.124.228,94,False,,,,,,,,
bugfixweb2113osarialabelsmisse.next.nos.nl,,503,2503,bugfixweb2113osarialabelsmisse.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2113osarialabelsmisse.next.nos.nl,443,https://bugfixweb2113osarialabelsmisse.next.nos.nl:443,https,text/html,GET,3.121.124.228,/,1539244717,35.158.83.254,94,False,,,,,,,,
bugfixweb2114osgebruikersmogen.next.nos.nl,,503,2503,bugfixweb2114osgebruikersmogen.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2114osgebruikersmogen.next.nos.nl,443,https://bugfixweb2114osgebruikersmogen.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,3.121.124.228,94,False,,,,,,,,
bugfixweb2116linkreladditions.next.nos.nl,,503,2503,bugfixweb2116linkreladditions.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2116linkreladditions.next.nos.nl,443,https://bugfixweb2116linkreladditions.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,3.68.44.35,94,False,,,,,,,,
bugfixweb2119osleesmeerkaput.next.nos.nl,,503,2503,bugfixweb2119osleesmeerkaput.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2119osleesmeerkaput.next.nos.nl,443,https://bugfixweb2119osleesmeerkaput.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,52.57.112.111,94,False,,,,,,,,
bugfixweb2120os2020trackingtoev.next.nos.nl,,503,2503,bugfixweb2120os2020trackingtoev.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2120os2020trackingtoev.next.nos.nl,443,https://bugfixweb2120os2020trackingtoev.next.nos.nl:443,https,text/html,GET,3.68.44.35,/,1539244717,3.67.232.176,94,False,,,,,,,,
bugfixweb2125agendaspacing.next.nos.nl,,503,2503,bugfixweb2125agendaspacing.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2125agendaspacing.next.nos.nl,443,https://bugfixweb2125agendaspacing.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,3.68.44.35,94,False,,,,,,,,
bugfixweb2126oslaatsteiteminn.next.nos.nl,,503,2503,bugfixweb2126oslaatsteiteminn.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2126oslaatsteiteminn.next.nos.nl,443,https://bugfixweb2126oslaatsteiteminn.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.120.103.242,94,False,,,,,,,,
bugfixweb2128ranking.next.nos.nl,,503,2503,bugfixweb2128ranking.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2128ranking.next.nos.nl,443,https://bugfixweb2128ranking.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,3.68.44.35,94,False,,,,,,,,
bugfixweb2133topstorycollection.next.nos.nl,,503,2503,bugfixweb2133topstorycollection.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2133topstorycollection.next.nos.nl,443,https://bugfixweb2133topstorycollection.next.nos.nl:443,https,text/html,GET,52.57.112.111,/,1539244717,3.120.103.242,94,False,,,,,,,,
bugfixweb2135osmenuisnogzicht.next.nos.nl,,503,2503,bugfixweb2135osmenuisnogzicht.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2135osmenuisnogzicht.next.nos.nl,443,https://bugfixweb2135osmenuisnogzicht.next.nos.nl:443,https,text/html,GET,52.57.112.111,/,1539244717,3.121.124.228,94,False,,,,,,,,
bugfixweb2136osagendasliderind.next.nos.nl,,503,2503,bugfixweb2136osagendasliderind.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2136osagendasliderind.next.nos.nl,443,https://bugfixweb2136osagendasliderind.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,3.68.44.35,94,False,,,,,,,,
bugfixweb2138proptypeslatentes.next.nos.nl,,503,2503,bugfixweb2138proptypeslatentes.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2138proptypeslatentes.next.nos.nl,443,https://bugfixweb2138proptypeslatentes.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.68.44.35,94,False,,,,,,,,
bugfixweb2148regioselectiemenu.next.nos.nl,,503,2503,bugfixweb2148regioselectiemenu.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2148regioselectiemenu.next.nos.nl,443,https://bugfixweb2148regioselectiemenu.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.121.124.228,94,False,,,,,,,,
bugfixweb2150fontsize.next.nos.nl,,503,2503,bugfixweb2150fontsize.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2150fontsize.next.nos.nl,443,https://bugfixweb2150fontsize.next.nos.nl:443,https,text/html,GET,52.57.112.111,/,1539244717,3.120.103.242,94,False,,,,,,,,
bugfixweb2173fixstorybook.next.nos.nl,,503,2503,bugfixweb2173fixstorybook.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2173fixstorybook.next.nos.nl,443,https://bugfixweb2173fixstorybook.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,35.158.83.254,94,False,,,,,,,,
bugfixweb2181font.next.nos.nl,,503,2503,bugfixweb2181font.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixweb2181font.next.nos.nl,443,https://bugfixweb2181font.next.nos.nl:443,https,text/html,GET,3.68.44.35,/,1539244717,35.158.83.254,94,False,,,,,,,,
