input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,content_type,csp_domains_,tls_mismatched,final_url
litecoin.a.exodus.io,,404,15,litecoin.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,litecoin.a.exodus.io,cloudflare,443,https://litecoin.a.exodus.io:443,https,cloudflare,GET,104.18.31.9,/,-753586893,2606:4700::6812:1f09,Cloudflare,1,False,True,True,text/html,*.exodus.io,,
marley-p.exodus.io,,403,42,marley-p.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=exodus.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",exodus.io,"Cloudflare, Inc.",exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2acf98f75e42e11993e7fd0b1d147742,32c9c28920d91bcf5110c0dd0fd79d4679f8efffe6104e6a414147587b647085,ctls,marley-p.exodus.io,cloudflare,443,https://marley-p.exodus.io:443,https,cloudflare,GET,104.17.174.50,/,137290324,2606:4700::6811:af32,HSTS,1,False,True,True,application/json,,,
metadata.exodus.com,,400,351,metadata.exodus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-04T00:00:00Z,2023-12-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b30590014cbe9ca28faea5c7e109c6c6,a767ff9c7a6a3f7ec5a5d821df10fffcce3949cf815f2e8a9394c987bd874675,ctls,metadata.exodus.com,cloudflare,443,https://metadata.exodus.com:443,https,cloudflare,GET,104.18.19.218,/,1575255084,2606:4700::6812:13da,HSTS,3,False,True,True,application/xml,,,
metadata.exodus.io,,400,351,metadata.exodus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-04T00:00:00Z,2023-12-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b30590014cbe9ca28faea5c7e109c6c6,a767ff9c7a6a3f7ec5a5d821df10fffcce3949cf815f2e8a9394c987bd874675,ctls,metadata.exodus.com,cloudflare,443,https://metadata.exodus.io:443,https,cloudflare,GET,104.17.174.50,/,1877790475,2606:4700::6811:af32,HSTS,3,False,True,True,application/xml,,,https://metadata.exodus.com/
neo-mag.a.exodus.io,,404,15,neo-mag.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,neo-mag.a.exodus.io,cloudflare,443,https://neo-mag.a.exodus.io:443,https,cloudflare,GET,104.18.31.9,/,-753586893,2606:4700::6812:1e09,Cloudflare,1,False,True,True,text/html,*.a.exodus.io,,
oauth.exodus.io,404 Not Found,404,146,oauth.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=exodus.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",exodus.io,"Cloudflare, Inc.",exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2acf98f75e42e11993e7fd0b1d147742,32c9c28920d91bcf5110c0dd0fd79d4679f8efffe6104e6a414147587b647085,ctls,oauth.exodus.io,cloudflare,443,https://oauth.exodus.io:443,https,cloudflare,GET,104.17.175.50,/,1494302000,2606:4700::6811:af32,HSTS,8,False,True,True,text/html,,,
ontexplorer.a.exodus.io,,404,89,ontexplorer.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,ontexplorer.a.exodus.io,cloudflare,443,https://ontexplorer.a.exodus.io:443,https,cloudflare,GET,104.18.30.9,/,861645068,2606:4700::6812:1f09,Cloudflare,1,False,True,True,application/json,*.a.exodus.io,,
pm-bounces.exodus.com,Postmark — Email delivery for web apps,200,4374,,,,,,,,,,,,,,,,,,,,80,http://pm-bounces.exodus.com:80,http,AmazonS3,GET,138.197.30.54,/,-1457628171,138.197.30.54,Amazon Web Services,85,False,,,text/html,,,
pm-bounces.exodus.io,Postmark — Email delivery for web apps,200,4374,,,,,,,,,,,,,,,,,,,,80,http://pm-bounces.exodus.io:80,http,AmazonS3,GET,138.197.30.54,/,-1457628171,138.197.30.54,Amazon Web Services,85,False,,,text/html,,,
polygon.a.exodus.io,,200,,polygon.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,polygon.a.exodus.io,cloudflare,443,https://polygon.a.exodus.io:443,https,cloudflare,GET,104.18.30.9,/,-1840324437,2606:4700::6812:1e09,Cloudflare,1,False,True,True,,*.exodus.com,,
pricing.a.exodus.io,,404,72,pricing.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,pricing.a.exodus.io,cloudflare,443,https://pricing.a.exodus.io:443,https,cloudflare,GET,104.18.30.9,/,-522708096,2606:4700::6812:1f09,Cloudflare,1,False,True,True,application/json,exodus.io,,
push.exodus.io,,404,87,push.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=exodus.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",exodus.io,"Cloudflare, Inc.",exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2acf98f75e42e11993e7fd0b1d147742,32c9c28920d91bcf5110c0dd0fd79d4679f8efffe6104e6a414147587b647085,ctls,push.exodus.io,cloudflare,443,https://push.exodus.io:443,https,cloudflare,GET,104.17.175.50,/,137290324,2606:4700::6811:ae32,Node.js,1,False,True,True,application/json,,,
qtum.a.exodus.io,,404,15,qtum.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,qtum.a.exodus.io,cloudflare,443,https://qtum.a.exodus.io:443,https,cloudflare,GET,104.18.30.9,/,-753586893,2606:4700::6812:1e09,Cloudflare,1,False,True,True,text/html,exodus.com,,
raven-d.a.exodus.io,,404,15,raven-d.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,raven-d.a.exodus.io,cloudflare,443,https://raven-d.a.exodus.io:443,https,cloudflare,GET,104.18.30.9,/,-753586893,2606:4700::6812:1f09,Cloudflare,1,False,True,True,text/html,exodus.io,,
raven.a.exodus.io,,404,15,raven.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,raven.a.exodus.io,cloudflare,443,https://raven.a.exodus.io:443,https,cloudflare,GET,104.18.30.9,/,-753586893,2606:4700::6812:1f09,Cloudflare,1,False,True,True,text/html,*.a.exodus.io,,
referrals.a.exodus.io,Error,404,139,referrals.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,referrals.a.exodus.io,cloudflare,443,https://referrals.a.exodus.io:443,https,cloudflare,GET,104.18.31.9,/,1593207841,2606:4700::6812:1e09,Node.js,11,False,True,True,text/html,,,
remote-config.exodus.io,,500,51,remote-config.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=exodus.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",exodus.io,"Cloudflare, Inc.",exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2acf98f75e42e11993e7fd0b1d147742,32c9c28920d91bcf5110c0dd0fd79d4679f8efffe6104e6a414147587b647085,ctls,remote-config.exodus.io,cloudflare,443,https://remote-config.exodus.io:443,https,cloudflare,GET,104.17.175.50,/,-1056591341,2606:4700::6811:af32,HSTS,1,False,True,True,text/plain,,,
ripple.a.exodus.io,,404,15,ripple.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,ripple.a.exodus.io,cloudflare,443,https://ripple.a.exodus.io:443,https,cloudflare,GET,104.18.30.9,/,-753586893,2606:4700::6812:1e09,Cloudflare,1,False,True,True,text/html,*.a.exodus.io,,
server.exodus.io,,200,,server.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=exodus.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",exodus.io,"Cloudflare, Inc.",exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2acf98f75e42e11993e7fd0b1d147742,32c9c28920d91bcf5110c0dd0fd79d4679f8efffe6104e6a414147587b647085,ctls,server.exodus.io,cloudflare,443,https://server.exodus.io:443,https,cloudflare,GET,104.17.175.50,/,-1285597174,2606:4700::6811:af32,Microsoft ASP.NET,1,False,True,True,text/html,*.exodus.io,,
simulation.a.exodus.io,Exodus - Firewall Triggered,403,329702,simulation.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,simulation.a.exodus.io,cloudflare,443,https://simulation.a.exodus.io:443,https,cloudflare,GET,104.18.31.9,/,2017141646,2606:4700::6812:1f09,Cloudflare,164,False,True,True,text/html,,,
substrate-api-sidecar.a.exodus.io,,200,3140,substrate-api-sidecar.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,substrate-api-sidecar.a.exodus.io,cloudflare,443,https://substrate-api-sidecar.a.exodus.io:443,https,cloudflare,GET,104.18.31.9,/,1593207841,2606:4700::6812:1e09,Node.js,1,False,True,True,application/json,exodus.io,,
support-helpers.a.exodus.io,Error,404,139,support-helpers.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,support-helpers.a.exodus.io,cloudflare,443,https://support-helpers.a.exodus.io:443,https,cloudflare,GET,104.18.31.9,/,1593207841,2606:4700::6812:1e09,Node.js,11,False,True,True,text/html,,,
support-lt.exodus.com,,404,,support-lt.exodus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-04T00:00:00Z,2023-12-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b30590014cbe9ca28faea5c7e109c6c6,a767ff9c7a6a3f7ec5a5d821df10fffcce3949cf815f2e8a9394c987bd874675,ctls,support-lt.exodus.com,cloudflare,443,https://support-lt.exodus.com:443,https,cloudflare,GET,104.18.18.218,/,2115503941,2606:4700::6812:13da,HSTS,1,False,True,True,,,,
support.exodus.com,Exodus Support,200,19879,www.exodus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-04T00:00:00Z,2023-12-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b30590014cbe9ca28faea5c7e109c6c6,a767ff9c7a6a3f7ec5a5d821df10fffcce3949cf815f2e8a9394c987bd874675,ctls,www.exodus.com,cloudflare,443,https://support.exodus.com:443,https,cloudflare,GET,104.18.18.218,/,-1530239662,2606:4700::6812:13da,Scala,425,False,True,True,text/html,,,https://www.exodus.com/support/
support.exodus.io,Exodus Support,200,19879,www.exodus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-04T00:00:00Z,2023-12-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b30590014cbe9ca28faea5c7e109c6c6,a767ff9c7a6a3f7ec5a5d821df10fffcce3949cf815f2e8a9394c987bd874675,ctls,www.exodus.com,cloudflare,443,https://support.exodus.io:443,https,cloudflare,GET,104.17.175.50,/,-1530239662,2606:4700::6811:ae32,Scala,425,False,True,True,text/html,,,https://www.exodus.com/support/
tezos-p.a.exodus.io,,404,15,tezos-p.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,tezos-p.a.exodus.io,cloudflare,443,https://tezos-p.a.exodus.io:443,https,cloudflare,GET,104.18.30.9,/,-753586893,2606:4700::6812:1e09,Cloudflare,1,False,True,True,text/html,*.exodus.io,,
tezos.a.exodus.io,,404,15,tezos.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,tezos.a.exodus.io,cloudflare,443,https://tezos.a.exodus.io:443,https,cloudflare,GET,104.18.30.9,/,-753586893,2606:4700::6812:1e09,Cloudflare,1,False,True,True,text/html,*.exodus.com,,
vet.a.exodus.io,,403,16,vet.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,vet.a.exodus.io,cloudflare,443,https://vet.a.exodus.io:443,https,cloudflare,GET,104.18.30.9,/,-138391155,2606:4700::6812:1f09,Cloudflare,1,False,True,True,text/plain,exodus.io,,https://vet.a.exodus.io/doc/swagger-ui/
web-dapps.a.exodus.io,,404,,web-dapps.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-29T23:59:59Z,CN=*.web-dapps.a.exodus.io,*.web-dapps.a.exodus.io,,web-dapps.a.exodus.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,28061fe6aa508032d32f6e2b6342da98,070fb172d319711d5718e6e5428c7fb717d87e63380bf826070696025ded3a9f,ctls,web-dapps.a.exodus.io,cloudfront,443,https://web-dapps.a.exodus.io:443,https,AmazonS3,GET,18.66.147.41,/,-1840324437,2600:9000:225e:ba00:3:e70b:c2c0:93a1,Amazon Web Services,1,False,True,True,,,,
web3.a.exodus.io,,404,,web3.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-10T00:00:00Z,2024-01-10T23:59:59Z,"CN=web3.a.exodus.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",web3.a.exodus.io,"Cloudflare, Inc.",web3.a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4acf456f2f60605103e123f7275ab163,dd4bf9c0a56b43d638941f2cca8d8a9ffe5bf73e6717e8d96241325ae1eebcde,ctls,web3.a.exodus.io,cloudflare,443,https://web3.a.exodus.io:443,https,cloudflare,GET,104.18.30.9,/,-1840324437,2606:4700::6812:1e09,Cloudflare,1,False,True,,,,,
www.exodus.com,Best Crypto Wallet for Desktop & Mobile: Altcoin & Bitcoin | Exodus,200,210770,www.exodus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-04T00:00:00Z,2023-12-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b30590014cbe9ca28faea5c7e109c6c6,a767ff9c7a6a3f7ec5a5d821df10fffcce3949cf815f2e8a9394c987bd874675,ctls,www.exodus.com,cloudflare,443,https://www.exodus.com:443,https,cloudflare,GET,104.18.18.218,/,1709703327,2606:4700::6812:13da,webpack,13,False,True,True,text/html,,,
www.exodus.io,Best Crypto Wallet for Desktop & Mobile: Altcoin & Bitcoin | Exodus,200,210770,www.exodus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-04T00:00:00Z,2023-12-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b30590014cbe9ca28faea5c7e109c6c6,a767ff9c7a6a3f7ec5a5d821df10fffcce3949cf815f2e8a9394c987bd874675,ctls,www.exodus.com,cloudflare,443,https://www.exodus.io:443,https,cloudflare,GET,104.17.174.50,/,1709703327,2606:4700::6811:ae32,webpack,13,False,True,True,text/html,,,https://www.exodus.com/
xmr.a.exodus.io,,404,,xmr.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,xmr.a.exodus.io,cloudflare,443,https://xmr.a.exodus.io:443,https,cloudflare,GET,104.18.30.9,/,-1840324437,2606:4700::6812:1f09,Cloudflare,1,False,True,True,text/plain,*.a.exodus.io,,
zcash.a.exodus.io,,404,15,zcash.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,zcash.a.exodus.io,cloudflare,443,https://zcash.a.exodus.io:443,https,cloudflare,GET,104.18.30.9,/,-753586893,2606:4700::6812:1f09,Cloudflare,1,False,True,True,text/html,*.a.exodus.io,,
