input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn_name,webserver,cdn,tls_wildcard_certificate,csp_domains_,tls_mismatched
prisma.santos.com,Sign in to your account,200,50825,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,443,https://prisma.santos.com:443,https,text/html,GET,20.37.196.199,/,-1840324437,https://login.microsoftonline.com/447a9cb9-b230-46bf-b430-a7b9f50e3c1e/oauth2/authorize?client_id=0000000c-0000-0000-c000-000000000000&redirect_uri=https%3A%2F%2Faccount.activedirectory.windowsazure.com%2F&response_mode=form_post&response_type=code%20id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3DAQAAAAMAAAAIVGVuYW50SWSrAW9sRUs4Ty1UcXVMRDluRlZBOWhXRTdmZlpjU29MZjlKTUJEUmNMTFE5RGZrbHFCTURqaXk5WUZReTVzTVBWQUtkWnYwUl9VV1c2Z3RONjF5WVE1MkRDUW1mVk9RZk94Wl9rWlZTbXdNOXJsT2pyaGtoUEtSZTl0SUZjdVdHS1M4NzY0b2lXVmV1RThMQmttYTNta0NUMDJEbUxZU3JHUWNoNnR2LTBKclQ2ZwkucmVkaXJlY3TQAWh0dHBzOi8vYWNjb3VudC5hY3RpdmVkaXJlY3Rvcnkud2luZG93c2F6dXJlLmNvbS9hcHBsaWNhdGlvbnMvcmVkaXJlY3R0b2FwcGxpY2F0aW9uLmFzcHg_T3BlcmF0aW9uPUxpbmtlZFNpZ25JbiZhcHBsaWNhdGlvbklkPTkzMmZjNTUzLTE5MmEtNDM5Yi04YjRjLWM1NzBlOTlhN2NjMCZ0ZW5hbnRJZD00NDdhOWNiOS1iMjMwLTQ2YmYtYjQzMC1hN2I5ZjUwZTNjMWUeT3BlbklkQ29ubmVjdC5Db2RlLlJlZGlyZWN0VXJpwAFXNE9HaksyTzNCQllkdnRDSVAxQk91Zk1UeFkzeXkyM1FHY1pQa19KVEEtZXNaWEhWWG5VMURoUVMyZVI2ZkVnNEJvNkVKQl9GNF94aUl5cEdYRFZvQjdmWS0tMEVyZ0hEZFgwd0FIaUxrSEN2SkM2UzRPcVZSU051WmpDSmh6QVV6TVpTamJfZndJNVk1TmxGVGdUQm1MdTBNOHJyMnlUbFpwSGdydWtsVThETHQtVUY1NmxyUGQ5ZDBSbFhHZVY&nonce=1689911462.Uw0SM8uCdPZDpZNb2iUrLg&nux=1,20.37.196.199,HSTS,95,False,azure,,True,,,
quicksight.santos.com,Sign in to your account,200,50825,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,443,https://quicksight.santos.com:443,https,text/html,GET,20.37.196.199,/,-1840324437,https://login.microsoftonline.com/447a9cb9-b230-46bf-b430-a7b9f50e3c1e/oauth2/authorize?client_id=0000000c-0000-0000-c000-000000000000&redirect_uri=https%3A%2F%2Faccount.activedirectory.windowsazure.com%2F&response_mode=form_post&response_type=code%20id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3DAQAAAAMAAAAIVGVuYW50SWSrAWpJN1hmWXJiUThhQXJIdENULVJNNHduaFloYTVuTU5JZ3o4RjJubElJTEoya3l4RHk5bTBncVJRbS1KTWVOcklLaVhzNDhfSkY4NUdPamctSHQ5dmQxZWs1WlYxcFg4MzM5TGt1YWNUVFNOTnJ2LWc4VFJnTXBuZVIydnlqbnMzR2t5S2hxWE1NYjdvSWpMNHN3YUlaOGNhMU5HaVVsVzBQbC0wY1cwWHhOMAkucmVkaXJlY3TQAWh0dHBzOi8vYWNjb3VudC5hY3RpdmVkaXJlY3Rvcnkud2luZG93c2F6dXJlLmNvbS9hcHBsaWNhdGlvbnMvcmVkaXJlY3R0b2FwcGxpY2F0aW9uLmFzcHg_T3BlcmF0aW9uPUxpbmtlZFNpZ25JbiZhcHBsaWNhdGlvbklkPTdjNTY5NDlkLWZjNjYtNGE5YS1hYmViLTZmZDNhYWE2NWIwOCZ0ZW5hbnRJZD00NDdhOWNiOS1iMjMwLTQ2YmYtYjQzMC1hN2I5ZjUwZTNjMWUeT3BlbklkQ29ubmVjdC5Db2RlLlJlZGlyZWN0VXJpwAFpQXVlWGl0V1I4NWMyUkhlZlNtYktuNWZDWDlPR0ZMOXdRM2lQMTllcDRtMDY4WDZXSExUM2dtakR0SzdoWnFmVWVwRWZyZkZMeXZVZ1pGd2plNFRoWGpiSTkyMEtmb1ZkZlNpTkhmQUJXSUxVcEItemlBWlNMbGZtQ2VWeXVxSlhocmg2b0hybkh1bzRHV19rWUl6VDMydGE2UURZdmZkNGlLX0EtaFNESldfNnNUay1iOWNLRVh3MkhmMWhsdzI&nonce=1689911462.CWze8NeNQUttrZUFIA1h_g&nux=1,20.37.196.199,HSTS,95,False,azure,,True,,,
recruitment.santos.com,Find Jobs - Careers,200,71550,recruitment.santos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-13T00:00:00Z,2024-03-22T23:59:59Z,CN=recruitment.santos.com,recruitment.santos.com,,www.recruitment.santos.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ba64a109e68b62ab17de920ca1ea1ba6,ca33177e48cb1175069c31417874974aefaec3941ed9c74b06f00ef35c16b348,ctls,recruitment.santos.com,443,https://recruitment.santos.com:443,https,text/html,GET,13.236.132.89,/,-1231371013,,13.236.132.89,Nginx,1095,False,,nginx,,,,
remote.santos.com,Working Remote Guide 2020,200,2269,remote.santos.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-16T23:59:59Z,"CN=*.santos.com, O=Santos LTD, ST=South Australia, C=AU",*.santos.com,Santos LTD,santos.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a1250bdc76c65b85975de41d1ce44cf1,5183b33f94c4692b093880bb178d38c8127b81540c4d8872a4ec38c2f30a91a3,ctls,remote.santos.com,443,https://remote.santos.com:443,https,text/html,GET,143.204.215.71,/,1308749735,,143.204.215.122,Amazon Web Services,53,False,cloudfront,AmazonS3,True,True,,
resources.santos.com,,403,255,resources.santos.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-16T23:59:59Z,"CN=*.santos.com, O=Santos LTD, ST=South Australia, C=AU",*.santos.com,Santos LTD,santos.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a1250bdc76c65b85975de41d1ce44cf1,5183b33f94c4692b093880bb178d38c8127b81540c4d8872a4ec38c2f30a91a3,ctls,resources.santos.com,443,https://resources.santos.com:443,https,application/xml,GET,18.66.97.127,/,-1008753693,,18.66.97.112,Amazon Web Services,2,False,cloudfront,AmazonS3,True,True,,
santos.com,A Global Energy Pioneer,200,44084,www.santos.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-04-08T23:59:59Z,CN=santos.com,santos.com,,www.santos.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1f52b557beaf40c27906f83c101f2fa8,9b085f9b8220027332d9b5f93fdb07914474710af80ffedcc76f4ddb37075c83,ctls,www.santos.com,443,https://santos.com:443,https,text/html,GET,18.66.147.127,/,-1840324437,https://www.santos.com/,18.66.147.98,WordPress,773,False,cloudfront,nginx,True,,,
santosforms.santos.com,Santos Forms,200,2456,santosforms.santos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,2024-05-16T23:59:59Z,"CN=*.santos.com, O=Santos LTD, ST=South Australia, C=AU",*.santos.com,Santos LTD,santos.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a1250bdc76c65b85975de41d1ce44cf1,5183b33f94c4692b093880bb178d38c8127b81540c4d8872a4ec38c2f30a91a3,ctls,santosforms.santos.com,443,https://santosforms.santos.com:443,https,text/html,GET,13.75.138.224,/,-140812221,,13.75.138.224,Windows Server,48,False,azure,Microsoft-IIS/10.0,True,True,,
shib.santos.com,Sign in to your account,200,41260,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,443,https://shib.santos.com:443,https,text/html,GET,13.70.151.195,/,-1517337687,https://login.microsoftonline.com/447a9cb9-b230-46bf-b430-a7b9f50e3c1e/oauth2/authorize?response_type=code&client_id=ff60cc16-2ef8-44be-b872-3404f6363a35&scope=openid&nonce=900cc2b8-5922-44a8-ae2b-f7a590ca6d50&redirect_uri=https%3a%2f%2fshib.santos.com%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fshib.santos.com%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%225830028f-a89d-416d-8bd0-feb4e0d2609d%22%7d%23EndOfStateParam%23&client-request-id=5830028f-a89d-416d-8bd0-feb4e0d2609d,13.70.151.195,HSTS,95,False,azure,,True,,,
splunk.santos.com,Sign in to your account,200,50825,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,443,https://splunk.santos.com:443,https,text/html,GET,20.37.196.199,/,-1840324437,https://login.microsoftonline.com/447a9cb9-b230-46bf-b430-a7b9f50e3c1e/oauth2/authorize?client_id=0000000c-0000-0000-c000-000000000000&redirect_uri=https%3A%2F%2Faccount.activedirectory.windowsazure.com%2F&response_mode=form_post&response_type=code%20id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3DAQAAAAMAAAAIVGVuYW50SWSrAU8ySXRMU0hJZ1ZhV1o2blpsVzdMb0JPaUNHUXpiNEFBdnQ0dnVaUG9OR1paT2ZPZVF2a0xZOEJBbGs1dmxCN1lITUYwSGxNMkozM3BjS0VTOWVpWDl4a20weUFyM2pxR09OanhDRmdOMUJBRkhUSFhKRHFiV1B1MHhiLXh2a1R5eDRNVXlRLU93VjVNenV6Q3pwcUhORW1XMG5DMGpEUVV2M0ktQTFkSk5lcwkucmVkaXJlY3TQAWh0dHBzOi8vYWNjb3VudC5hY3RpdmVkaXJlY3Rvcnkud2luZG93c2F6dXJlLmNvbS9hcHBsaWNhdGlvbnMvcmVkaXJlY3R0b2FwcGxpY2F0aW9uLmFzcHg_T3BlcmF0aW9uPUxpbmtlZFNpZ25JbiZhcHBsaWNhdGlvbklkPWVlOGI4MTU0LTk2YmItNGQyMS1hNWIyLThjNzNhNzVhNmQzZiZ0ZW5hbnRJZD00NDdhOWNiOS1iMjMwLTQ2YmYtYjQzMC1hN2I5ZjUwZTNjMWUeT3BlbklkQ29ubmVjdC5Db2RlLlJlZGlyZWN0VXJpwAFPSkFVT200VEg4OGV4VTZkUHVaY25Yc2VfYVY4eVRweGdlcjB0akF0SnR3TkM3VFktQnhuRC0zU2NRY2ZaSENKSkxHcFlkam9TZ1U0bEM4LVhLVnJxVi1xQUZUR0FlanpXMFhiRWhnRi14eEVfSllHNWxFM25GNVIyLUJjNVBILTRQRkNoSk1nMnZaVGVaT3ZrZW92QlpuZWRUU3luWTcyVW1fSklXUlpuclhqTjB5ZXRIRERDTk5oandhSUxUS08&nonce=1689911462.NS-0AEvvLHB88MK2z7sh5w&nux=1,20.37.196.199,HSTS,95,False,azure,,True,,,
starlink-portal.santos.com,Sign in to your account,200,50904,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,443,https://starlink-portal.santos.com:443,https,text/html,GET,20.37.196.199,/,-1840324437,https://login.microsoftonline.com/447a9cb9-b230-46bf-b430-a7b9f50e3c1e/oauth2/authorize?client_id=0000000c-0000-0000-c000-000000000000&redirect_uri=https%3A%2F%2Faccount.activedirectory.windowsazure.com%2F&response_mode=form_post&response_type=code%20id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3DAQAAAAMAAAAIVGVuYW50SWSrAUUtNUxIZTVsWFNEVjRFZzB1M21iSFI5TUFjVFFndGFwRGUyaDdDUTU1dk94RUc3Z2htTUhNSzVzZDg5SS15Wm0wV1l5N0gyakRMaDFILW5aYm5uQ21VTG1ncVFpczY0N1hpU0hpVnlmNEhhMWlqWTBKNlpLd1pVcmpiTVNoMk5JQnhQVWZoMUpUMXROMnlGUlZsTC1vMTZ4YmZyQ2Z0U3pIa1FDUGVieS1OSQkucmVkaXJlY3TQAWh0dHBzOi8vYWNjb3VudC5hY3RpdmVkaXJlY3Rvcnkud2luZG93c2F6dXJlLmNvbS9hcHBsaWNhdGlvbnMvcmVkaXJlY3R0b2FwcGxpY2F0aW9uLmFzcHg_T3BlcmF0aW9uPUxpbmtlZFNpZ25JbiZhcHBsaWNhdGlvbklkPTc2MzM3MDg1LTI5NDItNDFkZi1hNGQzLTE5ZTMzYjg2MTY1OSZ0ZW5hbnRJZD00NDdhOWNiOS1iMjMwLTQ2YmYtYjQzMC1hN2I5ZjUwZTNjMWUeT3BlbklkQ29ubmVjdC5Db2RlLlJlZGlyZWN0VXJpwAFFQVRnMnQ3OER2X1FQV0xHY0Naa1RBbTduNWhOQzdFQVQ0SmZDa0xDQmtYUXdvMl8yYmpOTHZSSzZFb25vOVhaY1AxQzQyN0k4YmRabkFlcG5XR0Nmd1R2UXJkU0Nla1BsRy03YkVIUldmRERsbTZUeGQxWmNUSmlqMUtzNTMzSXBLNC1EMW92bTJ6cVVvNTRPMzA0bTZNYVpNVHlKMWtUSTh1aGFRSVBVMUJ2OXl3OHA1ajBKZDhCcVlSeHU0M3M&nonce=1689911462.tQlmGdaCH6f4x09jq51OFQ&nux=1,20.37.196.199,HSTS,95,False,azure,,True,,,
starlink.santos.com,Login,200,6423,starlink.santos.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-14T00:00:00Z,2024-07-14T23:59:59Z,CN=starlink.santos.com,starlink.santos.com,,starlinkfw.santos.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,42d5b22de38bcb9c8cfeab05cea77f25,85266e0c8d400f260e392f2066b8b7d0b361c670123c1f222a8a171081748bd7,ctls,starlink.santos.com,443,https://starlink.santos.com:443,https,text/html,GET,49.255.124.188,/,-1653412201,https://starlink.santos.com/login/?next=/,49.255.124.188,Python,249,False,,,,,,
starlinkportal.santos.com,Sign in to your account,200,50898,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,443,https://starlinkportal.santos.com:443,https,text/html,GET,20.37.196.199,/,-1840324437,https://login.microsoftonline.com/447a9cb9-b230-46bf-b430-a7b9f50e3c1e/oauth2/authorize?client_id=0000000c-0000-0000-c000-000000000000&redirect_uri=https%3A%2F%2Faccount.activedirectory.windowsazure.com%2F&response_mode=form_post&response_type=code%20id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3DAQAAAAMAAAAIVGVuYW50SWSrAU5GUXpUQWxCRmpOQkFSUVVRV0NNdWNXWHl1ajQ3TlEwNmVOVlpGZkpkYzJSTXJRNlh6bm95OEJFMGpuQ29kZW11MmVXRGV1UUw2MFpIQUpSWHhQWVdOWUoxSUZIZVRXQUg1ZjVCZ2RaMTRjbDFJNkpqX0NGWXI1R29LS1BRcE41WWQ3a3F4dmljdUtBbFQ1U3ltQ3RPZkNCa2tabXVDSzRCcXZxRS1qMzBYTQkucmVkaXJlY3TQAWh0dHBzOi8vYWNjb3VudC5hY3RpdmVkaXJlY3Rvcnkud2luZG93c2F6dXJlLmNvbS9hcHBsaWNhdGlvbnMvcmVkaXJlY3R0b2FwcGxpY2F0aW9uLmFzcHg_T3BlcmF0aW9uPUxpbmtlZFNpZ25JbiZhcHBsaWNhdGlvbklkPTc2MzM3MDg1LTI5NDItNDFkZi1hNGQzLTE5ZTMzYjg2MTY1OSZ0ZW5hbnRJZD00NDdhOWNiOS1iMjMwLTQ2YmYtYjQzMC1hN2I5ZjUwZTNjMWUeT3BlbklkQ29ubmVjdC5Db2RlLlJlZGlyZWN0VXJpwAF1ZHprREtILTAyU1pjc19zbmRaTS0yS3JqTzc1QjlkM1BHcDlHR1VTUWJEc000a1ByQnBzV2hFd2owQ2ZKWTBQN2JQaEZVR1FYRERSS215UlBpUXg5dmtaUmJTclFnVW1WMFl0aTEyY3RqMF8tMWdlQzdvQ09EekZBZ1l2YnF0M0dscE9OQXk5MTdOSldrS2pPQWVjdk14cTYtaFpyMG5razdwYV9Rck13TFNrQTZTeEVRT0lQeUV2SktrRGNZLTU&nonce=1689911462.jj3J9YwiuoUmjmNVY59G8w&nux=1,20.37.196.199,HSTS,95,False,azure,,True,,,
storefront.santos.com,NetScaler AAA,200,42775,storefront.santos.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-04-17T00:00:00Z,2024-05-16T23:59:59Z,"CN=*.santos.com, O=Santos LTD, ST=South Australia, C=AU",*.santos.com,Santos LTD,santos.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a1250bdc76c65b85975de41d1ce44cf1,5183b33f94c4692b093880bb178d38c8127b81540c4d8872a4ec38c2f30a91a3,ctls,storefront.santos.com,443,https://storefront.santos.com:443,https,text/html,GET,103.54.238.204,/,12023395,https://storefront.santos.com/logon/LogonPoint/tmindex.html,103.54.238.204,HSTS,721,False,,Apache,,True,,
successfactors.santos.com,,200,1573,performancemanager10.successfactors.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-14T00:00:00Z,2024-02-13T23:59:59Z,"CN=*.successfactors.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",*.successfactors.com,SAP SE,successfactors.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,da0d4a6cf8ab9b92b388bc25b802fd3e,90cd46f1a907393aa5417214adc8b61c0a789f99d402b9202118e5dda78f8d8d,ctls,performancemanager10.successfactors.com,443,https://successfactors.santos.com:443,https,text/html,GET,23.101.224.24,/,,https://performancemanager10.successfactors.com/saml2/Login?company=santosltd&RelayState=%2Flogin%3Fcompany%3Dsantosltd%26loginMethod%3DSSO&_s.crb=bjuKS3wjFuBDBCNjFG%252b5QCSxRY%252f3ti5EszMJN7a8LhU%253d,23.101.224.24,Java,6,False,azure,Successfactors,True,True,url=https://aowekonew.accounts.ondemand.com/saml2/idp/sso/?SAMLRequest=fZJBT9wwEIX%2FiuW7EydZdpG1WbRlhViphRWkPfRSOfakWCSe1OM08O8J2aWCQ7nOvJn35rPXF09dy%2F5CIIe%2B5FkiOQNv0Dr%2Fu%2BTfqytxzi82a9Jdm%2FdqO8QHfwd%2FBqDIpkFP6tgp%2BRC8Qk2OlNcdkIpG3W%2B%2FfVV5IlUfMKLBlrPdNOi8jrPZQ4w9qTTVOMIjehgTbQwOPlKC3kKnvU0MdulskTrbp0SYcnaFwcAcpeSNbgk42%2B9K%2FmtV17mWi1zAuV6JRbGqhbaZFKZoZL1slgtb5JOUaIC9p6h9LHku80LIlcizShbqLFOySIrF8idnh1PoL84fYXx2YX0UkbquqoM43N5XnP14gzoJ%2BAmhmt3De3afL9ZEEF5x8c0brnEcExqMAaJGm4iBTpR8RGqjXafvrf693c20e787YOvMM9u2LY6XAXSEkscwwEy10%2FH%2FabIkmyvOimaWqsFTD8Y1DixPNyfbj59k8wI%3D&RelayState=%2Flogin%3Fcompany%3Dsantosltd%26loginMethod%3DSSO&SigAlg=http%3A%2F%2Fwww.w3.org%2F2000%2F09%2Fxmldsig%23rsa-sha1&Signature=H9tlSAw7X83kSovUrIdERggQSzz0wU8kKOWabjSNT8F9rjhPKOAJFXPejIvs%2BMzrMCnHfkdO4JdAJzv%2BXQTP%2BDcfETPpzQ8tetqDbAPb4wSc2tAycFJ0MB2MwaR%2BF3hULwsLIV21jb5Is0xbaYHREUMLnOHF3V3Imo0Ln%2F7jdq8%3D,
vpob.santos.com,VantagePOB,200,4750,vpob.santos.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T08:32:47Z,2023-10-29T08:32:47Z,CN=imperva.com,imperva.com,,imperva.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,558d234d8e674e5b833f02bce7cc7772,a19cd904e6b88b573466732aa62b70912d7fadae1168c5612f997705d2861f2e,ctls,vpob.santos.com,443,https://vpob.santos.com:443,https,text/html,GET,45.60.87.127,/,-297069493,https://vpob.santos.com/pob/p_web_auth.draw_login,45.60.87.127,Windows Server,115,False,incapsula,Apache/2.4.55 (Win64) OpenSSL/3.0.8,True,True,,
waterportal.santos.com,Santos Water Portal,200,20572,waterportal.santos.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-15T00:00:00Z,2024-08-11T23:59:59Z,CN=waterportal.santos.com,waterportal.santos.com,,www.waterportal.santos.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0ac57cd0fceac8cbc466eb1e8e311bbb,084b80a3c46bc7fe4a2702b11b49761dc23368570a450a64a4f42961e9b5e268,ctls,waterportal.santos.com,443,https://waterportal.santos.com:443,https,text/html,GET,52.222.214.128,/,-1973424235,,52.222.214.120,WordPress,349,False,cloudfront,nginx,True,,,
www.insurance.santos.com,Log In ‹ Santos Insurance — WordPress,200,10784,insurance.santos.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=insurance.santos.com,insurance.santos.com,,www.insurance.santos.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b4f8151be57780d417ea386694391011,b7729ef69190729218d215d20562663c3f2170e2e28677a8af03e7df3250268b,ctls,insurance.santos.com,443,https://www.insurance.santos.com:443,https,text/html,GET,143.204.215.105,/,2045107754,https://insurance.santos.com/wp-login.php?redirect_to=https%3A%2F%2Fwww.insurance.santos.com%2F&reauth=1,2600:9000:214f:1e00:16:40a4:6340:93a1,WordPress,168,False,cloudfront,nginx,True,,,
www.santos.com,A Global Energy Pioneer,200,44084,www.santos.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-04-08T23:59:59Z,CN=santos.com,santos.com,,www.santos.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1f52b557beaf40c27906f83c101f2fa8,9b085f9b8220027332d9b5f93fdb07914474710af80ffedcc76f4ddb37075c83,ctls,www.santos.com,443,https://www.santos.com:443,https,text/html,GET,143.204.215.122,/,-1840324437,,143.204.215.71,WordPress,773,False,cloudfront,nginx,True,,,
yammer.santos.com,Viva Engage,200,1293,web.yammer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-02T03:52:19Z,2024-01-28T03:52:19Z,"CN=*.yammer.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.yammer.com,Microsoft Corporation,*.eu-1.yammer.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,8e29b087f008dba85070d069ae42ce43,40c8bbc33747bd035be5acb7c417e1766132a551bf5c6a75586e25da4632a743,ctls,web.yammer.com,443,https://yammer.santos.com:443,https,text/html,GET,20.37.196.199,/,-1840324437,https://web.yammer.com/main/org/santos.com/feed,20.37.196.199,HSTS,27,False,azure,,True,True,https://config.edge.skype.com/,True
