input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,csp_domains_
a3i211.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i211.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.211,/,286975560,,203.31.36.211,Nginx:1.18.0,26,False,,,,
a3i212.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i212.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.212,/,286975560,,203.31.36.212,Nginx:1.18.0,26,False,,,,
a3i213.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i213.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.213,/,286975560,,203.31.36.213,Nginx:1.18.0,26,False,,,,
a3i214.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i214.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.214,/,286975560,,203.31.36.214,Nginx:1.18.0,26,False,,,,
a3i218.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i218.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.218,/,286975560,,203.31.36.218,Nginx:1.18.0,26,False,,,,
a3i220.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i220.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.220,/,286975560,,203.31.36.220,Nginx:1.18.0,26,False,,,,
a3i221.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i221.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.221,/,286975560,,203.31.36.221,Nginx:1.18.0,26,False,,,,
a3i222.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i222.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.222,/,286975560,,203.31.36.222,Nginx:1.18.0,26,False,,,,
a3i223.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i223.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.223,/,286975560,,203.31.36.223,Nginx:1.18.0,26,False,,,,
a3i224.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i224.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.224,/,286975560,,203.31.36.224,Nginx:1.18.0,26,False,,,,
a3i225.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i225.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.225,/,286975560,,203.31.36.225,Nginx:1.18.0,26,False,,,,
a3i226.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i226.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.226,/,286975560,,203.31.36.226,Nginx:1.18.0,26,False,,,,
a3i227.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i227.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.227,/,286975560,,203.31.36.227,Nginx:1.18.0,26,False,,,,
a3i228.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i228.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.228,/,286975560,,203.31.36.228,Nginx:1.18.0,26,False,,,,
a3i229.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i229.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.229,/,286975560,,203.31.36.229,Nginx:1.18.0,26,False,,,,
a3i230.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i230.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.230,/,286975560,,203.31.36.230,Nginx:1.18.0,26,False,,,,
a3i231.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i231.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.231,/,286975560,,203.31.36.231,Nginx:1.18.0,26,False,,,,
a3i232.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i232.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.232,/,286975560,,203.31.36.232,Nginx:1.18.0,26,False,,,,
a3i233.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i233.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.233,/,286975560,,203.31.36.233,Nginx:1.18.0,26,False,,,,
a3i234.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i234.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.234,/,286975560,,203.31.36.234,Nginx:1.18.0,26,False,,,,
a3i235.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i235.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.235,/,286975560,,203.31.36.235,Nginx:1.18.0,26,False,,,,
a3i236.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i236.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.236,/,286975560,,203.31.36.236,Nginx:1.18.0,26,False,,,,
a3i237.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i237.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.237,/,286975560,,203.31.36.237,Nginx:1.18.0,26,False,,,,
a3i238.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i238.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.238,/,286975560,,203.31.36.238,Nginx:1.18.0,26,False,,,,
a3i240.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i240.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.240,/,286975560,,203.31.36.240,Nginx:1.18.0,26,False,,,,
a3i241.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i241.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.241,/,286975560,,203.31.36.241,Nginx:1.18.0,26,False,,,,
a3i243.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i243.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.243,/,286975560,,203.31.36.243,Nginx:1.18.0,26,False,,,,
a3i244.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i244.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.244,/,286975560,,203.31.36.244,Nginx:1.18.0,26,False,,,,
a3i245.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i245.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.245,/,286975560,,203.31.36.245,Nginx:1.18.0,26,False,,,,
a3i246.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i246.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.246,/,286975560,,203.31.36.246,Nginx:1.18.0,26,False,,,,
a3i247.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i247.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.247,/,286975560,,203.31.36.247,Nginx:1.18.0,26,False,,,,
a3i249.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i249.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.249,/,286975560,,203.31.36.249,Nginx:1.18.0,26,False,,,,
a3i250.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i250.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.250,/,286975560,,203.31.36.250,Nginx:1.18.0,26,False,,,,
a3i251.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i251.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.251,/,286975560,,203.31.36.251,Nginx:1.18.0,26,False,,,,
a3i253.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i253.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.253,/,286975560,,203.31.36.253,Nginx:1.18.0,26,False,,,,
a3i255.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i255.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.255,/,286975560,,203.31.36.255,Nginx:1.18.0,26,False,,,,
a3i32.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i32.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.32,/,286975560,,203.31.36.32,Nginx:1.18.0,26,False,,,,
a3i33.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i33.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.33,/,286975560,,203.31.36.33,Nginx:1.18.0,26,False,,,,
a3i34.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i34.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.34,/,286975560,,203.31.36.34,Nginx:1.18.0,26,False,,,,
a3i35.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i35.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.35,/,286975560,,203.31.36.35,Nginx:1.18.0,26,False,,,,
a3i36.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i36.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.36,/,286975560,,203.31.36.36,Nginx:1.18.0,26,False,,,,
a3i38.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i38.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.38,/,286975560,,203.31.36.38,Nginx:1.18.0,26,False,,,,
a3i39.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i39.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.39,/,286975560,,203.31.36.39,Nginx:1.18.0,26,False,,,,
a3i40.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i40.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.40,/,286975560,,203.31.36.40,Nginx:1.18.0,26,False,,,,
a3i41.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i41.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.41,/,286975560,,203.31.36.41,Nginx:1.18.0,26,False,,,,
a3i42.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i42.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.42,/,286975560,,203.31.36.42,Nginx:1.18.0,26,False,,,,
a3i43.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i43.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.43,/,286975560,,203.31.36.43,Nginx:1.18.0,26,False,,,,
a3i44.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i44.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.44,/,286975560,,203.31.36.44,Nginx:1.18.0,26,False,,,,
a3i48.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i48.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.48,/,286975560,,203.31.36.48,Nginx:1.18.0,26,False,,,,
a3i50.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i50.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.50,/,286975560,,203.31.36.50,Nginx:1.18.0,26,False,,,,
a3i52.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i52.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.52,/,286975560,,203.31.36.52,Nginx:1.18.0,26,False,,,,
a3i54.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i54.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.54,/,286975560,,203.31.36.54,Nginx:1.18.0,26,False,,,,
a3i56.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i56.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.56,/,286975560,,203.31.36.56,Nginx:1.18.0,26,False,,,,
a3i57.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i57.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.57,/,286975560,,203.31.36.57,Nginx:1.18.0,26,False,,,,
a3i58.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i58.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.58,/,286975560,,203.31.36.58,Nginx:1.18.0,26,False,,,,
a3i59.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i59.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.59,/,286975560,,203.31.36.59,Nginx:1.18.0,26,False,,,,
a3i61.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i61.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.61,/,286975560,,203.31.36.61,Nginx:1.18.0,26,False,,,,
a3i63.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i63.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.63,/,286975560,,203.31.36.63,Nginx:1.18.0,26,False,,,,
a3i65.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i65.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.65,/,286975560,,203.31.36.65,Nginx:1.18.0,26,False,,,,
a3i67.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i67.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.67,/,286975560,,203.31.36.67,Nginx:1.18.0,26,False,,,,
a3i69.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i69.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.69,/,286975560,,203.31.36.69,Nginx:1.18.0,26,False,,,,
a3i70.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i70.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.70,/,286975560,,203.31.36.70,Nginx:1.18.0,26,False,,,,
a3i72.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i72.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.72,/,286975560,,203.31.36.72,Nginx:1.18.0,26,False,,,,
a3i74.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i74.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.74,/,286975560,,203.31.36.74,Nginx:1.18.0,26,False,,,,
a3i75.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i75.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.75,/,286975560,,203.31.36.75,Nginx:1.18.0,26,False,,,,
a3i76.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i76.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.76,/,286975560,,203.31.36.76,Nginx:1.18.0,26,False,,,,
a3i78.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i78.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.78,/,286975560,,203.31.36.78,Nginx:1.18.0,26,False,,,,
a3i79.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i79.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.79,/,286975560,,203.31.36.79,Nginx:1.18.0,26,False,,,,
a3i80.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i80.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.80,/,286975560,,203.31.36.80,Nginx:1.18.0,26,False,,,,
a3i81.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i81.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.81,/,286975560,,203.31.36.81,Nginx:1.18.0,26,False,,,,
a3i82.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i82.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.82,/,286975560,,203.31.36.82,Nginx:1.18.0,26,False,,,,
a3i85.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i85.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.85,/,286975560,,203.31.36.85,Nginx:1.18.0,26,False,,,,
a3i86.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i86.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.86,/,286975560,,203.31.36.86,Nginx:1.18.0,26,False,,,,
a3i88.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i88.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.88,/,286975560,,203.31.36.88,Nginx:1.18.0,26,False,,,,
a3i89.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i89.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.89,/,286975560,,203.31.36.89,Nginx:1.18.0,26,False,,,,
a3i90.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i90.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.90,/,286975560,,203.31.36.90,Nginx:1.18.0,26,False,,,,
a3i91.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i91.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.91,/,286975560,,203.31.36.91,Nginx:1.18.0,26,False,,,,
a3i93.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i93.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.93,/,286975560,,203.31.36.93,Nginx:1.18.0,26,False,,,,
a3i95.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i95.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.95,/,286975560,,203.31.36.95,Nginx:1.18.0,26,False,,,,
a3i96.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i96.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.96,/,286975560,,203.31.36.96,Nginx:1.18.0,26,False,,,,
a3i97.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i97.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.97,/,286975560,,203.31.36.97,Nginx:1.18.0,26,False,,,,
a3i99.smtp2go.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,,80,http://a3i99.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.99,/,286975560,,203.31.36.99,Nginx:1.18.0,26,False,,,,
acc-ash2-dc10-108-1.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://acc-ash2-dc10-108-1.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
affiliates.smtp2go.com,Affiliates - SMTP2GO,200,61548,affiliates.smtp2go.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,affiliates.smtp2go.com,,443,https://affiliates.smtp2go.com:443,https,nginx/1.18.0,text/html,GET,45.33.93.176,/,-1430837811,,45.33.93.176,Nginx:1.18.0,1207,False,,,,
agni96.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://agni96.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
api.smtp2go.com,,200,,api.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,api.smtp2go.com,,443,https://api.smtp2go.com:443,https,,,GET,104.237.148.81,/,-429073533,,194.195.255.167,,1,False,,,,
apidoc-new.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://apidoc-new.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
apidoc.smtp2go.com,SMTP2GO | API Documentation,200,17422,apidoc.smtp2go.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,apidoc.smtp2go.com,,443,https://apidoc.smtp2go.com:443,https,Apache/2.4.10 (Debian),text/html,GET,45.33.60.140,/,1687965017,https://apidoc.smtp2go.com/documentation/,45.33.60.140,Node.js,31,False,,,,
app-au.smtp2go.com,SMTP2GO - Login,200,6364,app-au.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,app-au.smtp2go.com,,443,https://app-au.smtp2go.com:443,https,Apache/2.4.38 (Debian),text/html,GET,172.105.190.180,/,-1737872631,https://app-au.smtp2go.com/login/,172.105.190.180,Google Tag Manager,146,False,,,,
app-eu.smtp2go.com,SMTP2GO - Login,200,6364,app-eu.smtp2go.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,app-eu.smtp2go.com,,443,https://app-eu.smtp2go.com:443,https,Apache/2.4.25 (Debian),text/html,GET,139.162.232.147,/,-1737872631,https://app-eu.smtp2go.com/login/,139.162.232.147,Google Tag Manager,146,False,,,,
