input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_self_signed,tls_mismatched,final_url,tls_expired,tls_wildcard_certificate,csp_domains_
apac1.flowzone.cp.thomsonreuters.com,Sign In,200,9451,apac1.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apac1.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",apac1.login.cp.thomsonreuters.net,apac1.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2c42d598a59973b6d1a1cfd7997aa7,319514ee9c98226f4ac667cfb2ac9d351ab835ed01f2ec074fa0b9b46e6d9066,ctls,apac1.login.cp.thomsonreuters.net,,443,https://apac1.flowzone.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.62,/,1354726136,155.46.33.62,Java,2,False,,REFINITIV US LLC,,,https://apac1.login.cp.thomsonreuters.net:443/auth/cdcservlet?theme=charcoal&RequestID=25EC6AE64FED6D70316E81FF73BD21305DEDC4294C6A23725CE05C45A43B7951&MajorVersion=1&MinorVersion=0&ProviderID=https%3A%2F%2Fapac1.proxy.cp.thomsonreuters.com%3A443%2Famagent&IssueInstant=2023-07-11T04%3A11%3A11Z&goto=https%3A%2F%2Fapac1.flowzone.cp.thomsonreuters.com%2F%3Fampostpreserve%3D11c1b28f-0713-e945-b72d-ec79f000b086%26srv%3DSTCP-ERPCPRP07,,,http://*.refinitiv.biz
apac1.fxheatmap.cp.thomsonreuters.com,Unexpected Error,200,1688,apac1.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apac1.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",apac1.login.cp.thomsonreuters.net,apac1.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2c42d598a59973b6d1a1cfd7997aa7,319514ee9c98226f4ac667cfb2ac9d351ab835ed01f2ec074fa0b9b46e6d9066,ctls,apac1.login.cp.thomsonreuters.net,,443,https://apac1.fxheatmap.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.16,/,-663403395,155.46.33.16,HSTS,1,False,,REFINITIV US LLC,,,https://apac1.login.cp.thomsonreuters.net:443/InvalidSAPError.htm,,,http://end.tr
apac1.fxt.cp.thomsonreuters.com,Sign In,200,6508,apac1.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apac1.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",apac1.login.cp.thomsonreuters.net,apac1.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2c42d598a59973b6d1a1cfd7997aa7,319514ee9c98226f4ac667cfb2ac9d351ab835ed01f2ec074fa0b9b46e6d9066,ctls,apac1.login.cp.thomsonreuters.net,,443,https://apac1.fxt.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.21,/,-1416297036,155.46.33.21,Java,1,False,,REFINITIV US LLC,,,https://apac1.login.cp.thomsonreuters.net/auth/cdcservlet?epaid=69685E694EC4474D886E2E19F41EAAA7660F0D97&theme=charcoal&RequestID=0ABED2FF0F0C0F7FEA8E5E9008A9EA95DE12DCA041F24E1946F180ED2AC3EE02&MajorVersion=1&MinorVersion=0&ProviderID=https%3A%2F%2Fapac1.gateway.cp.thomsonreuters.com%3A443%2Famagent&IssueInstant=2023-07-11T04%3A11%3A11Z&goto=https%3A%2F%2Fapac1.fxt.cp.thomsonreuters.com%2F%3Fampostpreserve%3Dd9556d72-1525-2349-b01c-e8d6c5f5d24b%26srv%3DSTCP-ERPCPRP06,,,https://*.pwj.com:*
apac1.fxttest.cp.thomsonreuters.com,Sign In,200,9448,apac1.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apac1.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",apac1.login.cp.thomsonreuters.net,apac1.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2c42d598a59973b6d1a1cfd7997aa7,319514ee9c98226f4ac667cfb2ac9d351ab835ed01f2ec074fa0b9b46e6d9066,ctls,apac1.login.cp.thomsonreuters.net,,443,https://apac1.fxttest.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.60,/,-364975705,155.46.33.60,Java,2,False,,REFINITIV US LLC,,,https://apac1.login.cp.thomsonreuters.net:443/auth/cdcservlet?theme=charcoal&RequestID=1FB2CEE6A43FFEA29DB804D22FAFD4DF30D958BB596CF3098554688B1D0E0C23&MajorVersion=1&MinorVersion=0&ProviderID=https%3A%2F%2Fapac1.proxy.cp.thomsonreuters.com%3A443%2Famagent&IssueInstant=2023-07-11T04%3A11%3A12Z&goto=https%3A%2F%2Fapac1.fxttest.cp.thomsonreuters.com%2F%3Fampostpreserve%3D7ca71f54-3ee5-9f49-b114-dad91d17e1fd%26srv%3DSTCP-ERPCPRP04,,,http://*.refinitiv.net
apac1.gateway.cp.thomsonreuters.com,Sign In,200,9460,apac1.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apac1.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",apac1.login.cp.thomsonreuters.net,apac1.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2c42d598a59973b6d1a1cfd7997aa7,319514ee9c98226f4ac667cfb2ac9d351ab835ed01f2ec074fa0b9b46e6d9066,ctls,apac1.login.cp.thomsonreuters.net,,443,https://apac1.gateway.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.53,/,1046586047,155.46.33.53,Java,2,False,,REFINITIV US LLC,,,https://apac1.login.cp.thomsonreuters.net:443/auth/cdcservlet?theme=charcoal&RequestID=017067D1D96D88CEBDF178BCD5A4B6C45A856E17424CC961B81B4D2880405029&MajorVersion=1&MinorVersion=0&ProviderID=https%3A%2F%2Fapac1.gateway.cp.thomsonreuters.com%3A443%2Famagent&IssueInstant=2023-07-11T04%3A11%3A11Z&goto=https%3A%2F%2Fapac1.gateway.cp.thomsonreuters.com%2F%3Fampostpreserve%3Db90f491d-226b-664d-ae0f-91fc868d7cb7%26srv%3DSTCP-ERPCPRP08,,,http://end.tr
apac1.heartbeat.cp.thomsonreuters.com,Unexpected Error,404,2911,apac1.heartbeat.cp.thomsonreuters.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-26T00:00:00Z,2023-08-26T23:59:59Z,"CN=apac1.heartbeat.cp.thomsonreuters.com, O=REFINITIV US LLC, ST=New York, C=US",apac1.heartbeat.cp.thomsonreuters.com,apac1.heartbeat.cp.thomsonreuters.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2dcc4fbba7097102266594af34cb56,b3c17e937e3bc53208122d6beecb871496668a0a93c2682a127dab9e00de2428,ctls,apac1.heartbeat.cp.thomsonreuters.com,,443,https://apac1.heartbeat.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.29,/,461839228,155.46.33.29,Apache,1,False,,REFINITIV US LLC,,,,,,
apac1.help.cp.thomsonreuters.com,Sign In,200,9435,apac1.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apac1.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",apac1.login.cp.thomsonreuters.net,apac1.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2c42d598a59973b6d1a1cfd7997aa7,319514ee9c98226f4ac667cfb2ac9d351ab835ed01f2ec074fa0b9b46e6d9066,ctls,apac1.login.cp.thomsonreuters.net,,443,https://apac1.help.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.16,/,-877918970,155.46.33.16,Java,2,False,,REFINITIV US LLC,,,https://apac1.login.cp.thomsonreuters.net:443/auth/cdcservlet?theme=charcoal&RequestID=33BB0C5A5413F9D86A57B544AACA68458C371FE0072EC73F9339AB381BF08EB2&MajorVersion=1&MinorVersion=0&ProviderID=https%3A%2F%2Fapac1.proxy.cp.thomsonreuters.com%3A443%2Famagent&IssueInstant=2023-07-11T04%3A11%3A12Z&goto=https%3A%2F%2Fapac1.help.cp.thomsonreuters.com%2F%3Fampostpreserve%3Dba92525a-9999-c74f-aa42-ddaacdab49e4%26srv%3DSTCP-ERPCPRP04,,,http://*.refinitiv.net
apac1.ifrmarkets.cp.thomsonreuters.com,Sign In,200,9461,apac1.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apac1.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",apac1.login.cp.thomsonreuters.net,apac1.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2c42d598a59973b6d1a1cfd7997aa7,319514ee9c98226f4ac667cfb2ac9d351ab835ed01f2ec074fa0b9b46e6d9066,ctls,apac1.login.cp.thomsonreuters.net,,443,https://apac1.ifrmarkets.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.62,/,-1643331833,155.46.33.62,Java,2,False,,REFINITIV US LLC,,,https://apac1.login.cp.thomsonreuters.net:443/auth/cdcservlet?theme=charcoal&RequestID=2612F6F14ADAD91B6C065CD6547402C1323CFF77C60793CE11CA87F5AF8D61E3&MajorVersion=1&MinorVersion=0&ProviderID=https%3A%2F%2Fapac1.proxy.cp.thomsonreuters.com%3A443%2Famagent&IssueInstant=2023-07-11T04%3A11%3A12Z&goto=https%3A%2F%2Fapac1.ifrmarkets.cp.thomsonreuters.com%2F%3Fampostpreserve%3Dc3b2c49c-4639-f54d-8236-f6fa6f823632%26srv%3DSTCP-ERPCPRP05,,,http://*.refinitiv.biz
apac1.insider.cp.thomsonreuters.com,Sign In,200,9448,apac1.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apac1.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",apac1.login.cp.thomsonreuters.net,apac1.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2c42d598a59973b6d1a1cfd7997aa7,319514ee9c98226f4ac667cfb2ac9d351ab835ed01f2ec074fa0b9b46e6d9066,ctls,apac1.login.cp.thomsonreuters.net,,443,https://apac1.insider.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.16,/,406700088,155.46.33.16,Java,2,False,,REFINITIV US LLC,,,https://apac1.login.cp.thomsonreuters.net:443/auth/cdcservlet?theme=charcoal&RequestID=0CA9418787A062A927A6F03A2D00B15D3A05B00FA68B02E5E9CEAC782445F241&MajorVersion=1&MinorVersion=0&ProviderID=https%3A%2F%2Fapac1.proxy.cp.thomsonreuters.com%3A443%2Famagent&IssueInstant=2023-07-11T04%3A11%3A12Z&goto=https%3A%2F%2Fapac1.insider.cp.thomsonreuters.com%2F%3Fampostpreserve%3Dacc708d4-3781-0747-8094-dc3d3e6373a6%26srv%3DSTCP-ERPCPRP02,,,https://*.sharepoint.com
apac1.insiderstatic.cp.thomsonreuters.com,Sign In,200,9474,apac1.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apac1.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",apac1.login.cp.thomsonreuters.net,apac1.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2c42d598a59973b6d1a1cfd7997aa7,319514ee9c98226f4ac667cfb2ac9d351ab835ed01f2ec074fa0b9b46e6d9066,ctls,apac1.login.cp.thomsonreuters.net,,443,https://apac1.insiderstatic.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.16,/,-1612887664,155.46.33.16,Java,2,False,,REFINITIV US LLC,,,https://apac1.login.cp.thomsonreuters.net:443/auth/cdcservlet?theme=charcoal&RequestID=090C567E57C81EF0664D3E88A62F8F2DD8974E58BC7053742B29948472E2A18D&MajorVersion=1&MinorVersion=0&ProviderID=https%3A%2F%2Fapac1.proxy.cp.thomsonreuters.com%3A443%2Famagent&IssueInstant=2023-07-11T04%3A11%3A12Z&goto=https%3A%2F%2Fapac1.insiderstatic.cp.thomsonreuters.com%2F%3Fampostpreserve%3Db1561eaa-b473-374e-8c33-622f4e3b444b%26srv%3DSTCP-ERPCPRP08,,,http://*.refinitiv.biz
apac1.jpfilings.cp.thomsonreuters.com,Sign In,200,9454,apac1.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apac1.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",apac1.login.cp.thomsonreuters.net,apac1.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2c42d598a59973b6d1a1cfd7997aa7,319514ee9c98226f4ac667cfb2ac9d351ab835ed01f2ec074fa0b9b46e6d9066,ctls,apac1.login.cp.thomsonreuters.net,,443,https://apac1.jpfilings.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.16,/,1996890471,155.46.33.16,Java,2,False,,REFINITIV US LLC,,,https://apac1.login.cp.thomsonreuters.net:443/auth/cdcservlet?theme=charcoal&RequestID=0B78CE6957B607B5E73E3B8593FE5B08ECB8BF2A91484C754110668CCE194306&MajorVersion=1&MinorVersion=0&ProviderID=https%3A%2F%2Fapac1.proxy.cp.thomsonreuters.com%3A443%2Famagent&IssueInstant=2023-07-11T04%3A11%3A12Z&goto=https%3A%2F%2Fapac1.jpfilings.cp.thomsonreuters.com%2F%3Fampostpreserve%3D8558385f-fda0-5046-a600-6f36724a24bf%26srv%3DSTCP-ERPCPRP02,,,http://*.refinitiv.com
apac1.lipper.cp.thomsonreuters.com,Sign In,200,9441,apac1.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apac1.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",apac1.login.cp.thomsonreuters.net,apac1.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2c42d598a59973b6d1a1cfd7997aa7,319514ee9c98226f4ac667cfb2ac9d351ab835ed01f2ec074fa0b9b46e6d9066,ctls,apac1.login.cp.thomsonreuters.net,,443,https://apac1.lipper.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.71,/,171430564,155.46.33.71,Java,2,False,,REFINITIV US LLC,,,https://apac1.login.cp.thomsonreuters.net:443/auth/cdcservlet?theme=charcoal&RequestID=4CA2A1868AC6ED5FC32B86604D789A310C3F370B694993AE035D4A47AF9DAE23&MajorVersion=1&MinorVersion=0&ProviderID=https%3A%2F%2Fapac1.proxy.cp.thomsonreuters.com%3A443%2Famagent&IssueInstant=2023-07-11T04%3A11%3A12Z&goto=https%3A%2F%2Fapac1.lipper.cp.thomsonreuters.com%2F%3Fampostpreserve%3Dcf965e26-bed3-1046-ab47-3e7f35138015%26srv%3DSTCP-ERPCPRP04,,,https://*.officeapps.live.com
apac1.loanconnector.cp.thomsonreuters.com,Sign In,200,9474,apac1.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apac1.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",apac1.login.cp.thomsonreuters.net,apac1.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2c42d598a59973b6d1a1cfd7997aa7,319514ee9c98226f4ac667cfb2ac9d351ab835ed01f2ec074fa0b9b46e6d9066,ctls,apac1.login.cp.thomsonreuters.net,,443,https://apac1.loanconnector.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.16,/,-950904744,155.46.33.16,Java,2,False,,REFINITIV US LLC,,,https://apac1.login.cp.thomsonreuters.net:443/auth/cdcservlet?theme=charcoal&RequestID=DE85840A57ABE7DEC3C5044AAC1561CA959C101FA1755184F1BF9E32EFCD0B95&MajorVersion=1&MinorVersion=0&ProviderID=https%3A%2F%2Fapac1.proxy.cp.thomsonreuters.com%3A443%2Famagent&IssueInstant=2023-07-11T04%3A11%3A12Z&goto=https%3A%2F%2Fapac1.loanconnector.cp.thomsonreuters.com%2F%3Fampostpreserve%3D43aa5b8f-8d41-1d48-b662-bef4cd0bfed9%26srv%3DSTCP-ERPCPRP04,,,https://*.sharepoint.com
apac1.partner1.cp.thomsonreuters.com,Sign In,200,9451,apac1.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apac1.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",apac1.login.cp.thomsonreuters.net,apac1.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2c42d598a59973b6d1a1cfd7997aa7,319514ee9c98226f4ac667cfb2ac9d351ab835ed01f2ec074fa0b9b46e6d9066,ctls,apac1.login.cp.thomsonreuters.net,,443,https://apac1.partner1.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.16,/,-348408982,155.46.33.16,Java,2,False,,REFINITIV US LLC,,,https://apac1.login.cp.thomsonreuters.net:443/auth/cdcservlet?theme=charcoal&RequestID=B125475AB1328E2005BE135EBB907C3A1B00067F9D34F6AC6D2E39FB660254FF&MajorVersion=1&MinorVersion=0&ProviderID=https%3A%2F%2Fapac1.proxy.cp.thomsonreuters.com%3A443%2Famagent&IssueInstant=2023-07-11T04%3A11%3A12Z&goto=https%3A%2F%2Fapac1.partner1.cp.thomsonreuters.com%2F%3Fampostpreserve%3D9d63cfb3-70c1-8444-9980-24341b7f1e6c%26srv%3DSTCP-ERPCPRP06,,,http://end.tr
apac1.pefundperformance.cp.thomsonreuters.com,Sign In,200,9490,apac1.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apac1.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",apac1.login.cp.thomsonreuters.net,apac1.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2c42d598a59973b6d1a1cfd7997aa7,319514ee9c98226f4ac667cfb2ac9d351ab835ed01f2ec074fa0b9b46e6d9066,ctls,apac1.login.cp.thomsonreuters.net,,443,https://apac1.pefundperformance.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.16,/,553100693,155.46.33.16,Java,2,False,,REFINITIV US LLC,,,https://apac1.login.cp.thomsonreuters.net:443/auth/cdcservlet?theme=charcoal&RequestID=D8A2F2EDBDA12DCF72E9C269F2D1DD453E953FF2E5452F4C3E73D41EF53A236A&MajorVersion=1&MinorVersion=0&ProviderID=https%3A%2F%2Fapac1.proxy.cp.thomsonreuters.com%3A443%2Famagent&IssueInstant=2023-07-11T04%3A11%3A12Z&goto=https%3A%2F%2Fapac1.pefundperformance.cp.thomsonreuters.com%2F%3Fampostpreserve%3D6752c765-c403-f347-9ddd-be1e406983ac%26srv%3DSTCP-ERPCPRP02,,,*.reuters.tv
apac1.playback.kaltura.cp.thomsonreuters.com,Kaltura Video Cloud Platform - Powering Any Video Experience,200,154882,corp.kaltura.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-06-26T23:59:59Z,CN=corp.kaltura.com,corp.kaltura.com,*.kaltura.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7320eef759a9210c47acdffb03126ddf,d258d740d34d0f41401d2e646f24a2096d6d0fb4ba8818a6cfd849931a99d91b,ctls,corp.kaltura.com,,443,https://apac1.playback.kaltura.cp.thomsonreuters.com:443,https,nginx,text/html,GET,155.46.33.60,/,-1680741662,155.46.33.60,Yoast SEO:20.10,1358,False,,,,,https://corp.kaltura.com,,True,https://*.kaltura.com
apac1.pointcarbon-io.cp.thomsonreuters.com,,200,2,apac1.pointcarbon-io.cp.thomsonreuters.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-16T00:00:00Z,2023-09-16T23:59:59Z,"CN=apac1.pointcarbon-io.cp.thomsonreuters.com, O=REFINITIV US LLC, ST=New York, C=US",apac1.pointcarbon-io.cp.thomsonreuters.com,apac1.pointcarbon-io.cp.thomsonreuters.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,c9b47a51a929b9d3e22a051d39d5c9b7,86360495e2ae1c1289806e2058e931c754c52c2a92cbeb8528e28a76769fbf17,ctls,apac1.pointcarbon-io.cp.thomsonreuters.com,,443,https://apac1.pointcarbon-io.cp.thomsonreuters.com:443,https,nginx,text/plain,GET,155.46.33.43,/,-1840324437,155.46.33.43,Varnish,1,False,,REFINITIV US LLC,,,,,,
apac1.pointcarbon.cp.thomsonreuters.com,Sign In,200,9464,apac1.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apac1.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",apac1.login.cp.thomsonreuters.net,apac1.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2c42d598a59973b6d1a1cfd7997aa7,319514ee9c98226f4ac667cfb2ac9d351ab835ed01f2ec074fa0b9b46e6d9066,ctls,apac1.login.cp.thomsonreuters.net,,443,https://apac1.pointcarbon.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.62,/,975351293,155.46.33.62,Java,2,False,,REFINITIV US LLC,,,https://apac1.login.cp.thomsonreuters.net:443/auth/cdcservlet?theme=charcoal&RequestID=773D1E41433816DDFAC9157C2614CF43B20CF0D95F00213AB335250DDD43153D&MajorVersion=1&MinorVersion=0&ProviderID=https%3A%2F%2Fapac1.proxy.cp.thomsonreuters.com%3A443%2Famagent&IssueInstant=2023-07-11T04%3A11%3A12Z&goto=https%3A%2F%2Fapac1.pointcarbon.cp.thomsonreuters.com%2F%3Fampostpreserve%3Db38df67d-f3f1-bf4b-aaf5-7f264c19fc95%26srv%3DSTCP-ERPCPRP04,,,https://*.refinitiv.com
apac1.portfolioanalytics.cp.thomsonreuters.com,Sign In,200,9493,apac1.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apac1.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",apac1.login.cp.thomsonreuters.net,apac1.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7c2c42d598a59973b6d1a1cfd7997aa7,319514ee9c98226f4ac667cfb2ac9d351ab835ed01f2ec074fa0b9b46e6d9066,ctls,apac1.login.cp.thomsonreuters.net,,443,https://apac1.portfolioanalytics.cp.thomsonreuters.com:443,https,Apache,text/html,GET,155.46.33.62,/,807942493,155.46.33.62,Java,2,False,,REFINITIV US LLC,,,https://apac1.login.cp.thomsonreuters.net:443/auth/cdcservlet?theme=charcoal&RequestID=B6311E1BAC26E9D327C6D2C6580D51B23E2018786D0746D3A0E920913DDE9D75&MajorVersion=1&MinorVersion=0&ProviderID=https%3A%2F%2Fapac1.proxy.cp.thomsonreuters.com%3A443%2Famagent&IssueInstant=2023-07-11T04%3A11%3A12Z&goto=https%3A%2F%2Fapac1.portfolioanalytics.cp.thomsonreuters.com%2F%3Fampostpreserve%3D101ba2b8-a97b-1746-add2-ae1306393114%26srv%3DSTCP-ERPCPRP03,,,https://*.reuters.com
