input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,csp_domains_,tls_mismatched,tls_wildcard_certificate,tls_expired,final_url,location,tls_emails_
crl.industry.ikea.com,,200,2,crl.industry.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-25T07:48:50Z,2024-03-25T07:48:50Z,CN=*.web.core.windows.net,*.web.core.windows.net,,*.z50.web.storage.azure.net,"CN=Microsoft RSA TLS CA 02, O=Microsoft Corporation, C=US",Microsoft RSA TLS CA 02,Microsoft Corporation,80c3fb428e1362fe19d2cd4592d8e8b8,4ad584c0cd4a2d3e8776916bc849d8a9e87b6d9739df6c8f51d5acd1bbfb4e43,ctls,crl.industry.ikea.com,443,https://crl.industry.ikea.com:443,https,text/html,GET,52.239.143.33,/,-1285597174,52.239.143.33,Microsoft HTTPAPI:2.0,1,False,azure,Windows-Azure-Web/1.0 Microsoft-HTTPAPI/2.0,True,,True,True,,,,
csp.ikea.com,403,403,134,csp.ikea.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-05T16:55:04Z,2023-10-03T17:48:17Z,CN=csp.ikea.com,csp.ikea.com,,csp.ikea.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,a069b26f471f412b955174c70b4dd49e,48f7299a6a6f9defcf6608fe54b5637f3208685ee76f7f3aa7e6efe895f40a20,ctls,csp.ikea.com,443,https://csp.ikea.com:443,https,text/html,GET,34.160.56.218,/,1723221432,34.160.56.218,HTTP/3,1,False,google,,True,,,,,,,
de.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://de.accounts.ikea.com:443,https,text/plain,GET,23.212.220.64,/,-738705486,2a02:26f0:1700:390::3781,HSTS,1,False,,IKEA Server,,https://api.addressy.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
dev.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://dev.accounts.ikea.com:443,https,text/plain,GET,104.126.37.153,/,-738705486,2a02:26f0:3500:1b::1724:a38f,HSTS,1,False,,IKEA Server,,https://*.techlab-cdn.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
dev.arassetimages.ikea.com,,404,10,dev.arassetimages.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-26T00:00:00Z,2024-01-03T23:59:59Z,"CN=ikeadt.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",ikeadt.com,Inter IKEA Systems B.V.,www.ppe.ikeadt.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,73a5910d2221c3195998fb88d0712fcd,0ee148cf0410339b375d2a772dd68c5b9296ba156052fd106b4f2c4a5891b50c,ctls,dev.arassetimages.ikea.com,443,https://dev.arassetimages.ikea.com:443,https,,GET,23.212.215.33,/,1864250944,2a02:26f0:1700:38e::2b32,,2,False,,IKEA Server,,,,,,,,
dev.equipment.ikea.com,IKEA,400,2439,ingka-icow-prod.eu.auth0.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-04T01:40:08Z,2023-09-02T01:40:07Z,CN=eu.auth0.com,eu.auth0.com,,eu.auth0.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,238bc435086302ddd07b3a92d53e4655,f73a97c3e1377649b8776ac60d4d365d4de5648be53132e86e7f8e70def5f353,ctls,ingka-icow-prod.eu.auth0.com,443,https://dev.equipment.ikea.com:443,https,text/html,GET,104.17.14.37,/,-231215852,2606:4700::6811:f25,HTTP/3,62,False,cloudflare,cloudflare,True,,,True,,https://ingka-icow-prod.eu.auth0.com/u/login/identifier?state=hKFo2SBFdndGOWJxQi1nMTlUdUlIYWR4ZVZ2MkZma1dRUG5wM6Fur3VuaXZlcnNhbC1sb2dpbqN0aWTZIHZ6Z3U2ZTZTb21kSGF0WXBEWXNwZllJa1ZmQzJMSzVfo2NpZNkgUjV3WHRFUFphYjlINk9pZTZTREx6MlRnaHhxV3AxZ2g,,
dev.link.ikea.com,,404,29,dev.link.ikea.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-11-09T23:59:59Z,CN=dev.link.ikea.com,dev.link.ikea.com,,dev.link.ikea.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9505f03b59f00f21dd416f64ec44123d,f031d137ea0284bca1a630535a96bc7ccaf3e3391da6602456583d1ae4b45809,ctls,dev.link.ikea.com,443,https://dev.link.ikea.com:443,https,application/json,GET,18.66.147.4,/,-78041510,2600:9000:225e:1c00:7:8785:bc0:93a1,Amazon Web Services,1,False,cloudfront,,True,,,,,,,
dev.smaland.ikea.com,IKEADT PPE,400,2451,ingka-icow-test.eu.auth0.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-04T01:40:08Z,2023-09-02T01:40:07Z,CN=eu.auth0.com,eu.auth0.com,,eu.auth0.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,238bc435086302ddd07b3a92d53e4655,f73a97c3e1377649b8776ac60d4d365d4de5648be53132e86e7f8e70def5f353,ctls,ingka-icow-test.eu.auth0.com,443,https://dev.smaland.ikea.com:443,https,text/html,GET,104.79.30.63,/,1385026352,2a02:26f0:480:9b0::2b32,HTTP/3,62,False,,cloudflare,,,,True,,https://ingka-icow-test.eu.auth0.com/u/login/identifier?state=hKFo2SBXLVR3VUtUdzd2cVZRdmVLaXpTbnd6WC1sRHhIa1R0aKFur3VuaXZlcnNhbC1sb2dpbqN0aWTZIFRpSDdrT2hzQ2RHWkFRSmJ2RTNvY2xyTnRZeXpQT251o2NpZNkgbVUzeUdhNnViYnB5R0Y4QXRDenV2MjdVYkRKODR1enM,,
dev.t.qr.ikea.com,403,403,134,dev.t.qr.ikea.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-01T18:11:29Z,2023-09-29T19:03:42Z,CN=dev.t.qr.ikea.com,dev.t.qr.ikea.com,,dev.t.qr.ikea.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,86b2c74e7d01b1d97831d4a0000a0b7a,6912bedb3db8c87975cd022ffbdde5eece3d37dc7285cdafb096dfc1ec8b518c,ctls,dev.t.qr.ikea.com,443,https://dev.t.qr.ikea.com:443,https,text/html,GET,130.211.36.105,/,1723221432,2600:1901:0:e65::,HTTP/3,1,False,google,,True,,,,,,,
dev1.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://dev1.accounts.ikea.com:443,https,text/plain,GET,104.126.37.153,/,-738705486,2a02:26f0:3500:1b::1724:a39c,HSTS,1,False,,IKEA Server,,https://*.ingka.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
dev10.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://dev10.accounts.ikea.com:443,https,text/plain,GET,2.23.209.177,/,-738705486,2a02:26f0:480:22::1726:62f1,HSTS,1,False,,IKEA Server,,https://maps.googleapis.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
dev2.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://dev2.accounts.ikea.com:443,https,text/plain,GET,2.23.209.177,/,-738705486,2a02:26f0:480:22::1726:62e3,HSTS,1,False,,IKEA Server,,https://*.ikea.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
dev3.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://dev3.accounts.ikea.com:443,https,text/plain,GET,104.126.37.153,/,-738705486,2a02:26f0:3500:1b::1724:a38f,HSTS,1,False,,IKEA Server,,https://*.ingka.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
dev4.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://dev4.accounts.ikea.com:443,https,text/plain,GET,104.126.37.154,/,-738705486,2a02:26f0:3500:1b::1724:a38f,HSTS,1,False,,IKEA Server,,https://*.ingka.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
dev6.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://dev6.accounts.ikea.com:443,https,text/plain,GET,104.126.37.153,/,-738705486,2a02:26f0:480:22::1726:62e3,HSTS,1,False,,IKEA Server,,https://fonts.googleapis.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
dev7.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://dev7.accounts.ikea.com:443,https,text/plain,GET,104.126.37.153,/,-738705486,2a02:26f0:3500:1b::1724:a39c,HSTS,1,False,,IKEA Server,,https://www.gstatic.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
dev8.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://dev8.accounts.ikea.com:443,https,text/plain,GET,104.126.37.153,/,-738705486,2a02:26f0:3500:1b::1724:a38f,HSTS,1,False,,IKEA Server,,https://api.addressy.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
dev9.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://dev9.accounts.ikea.com:443,https,text/plain,GET,2.23.209.136,/,-738705486,2a02:26f0:480:22::1726:62e3,HSTS,1,False,,IKEA Server,,https://api.addressy.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
devcz.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://devcz.accounts.ikea.com:443,https,text/plain,GET,2.23.209.136,/,-738705486,2a02:26f0:480:22::1726:62e3,HSTS,1,False,,IKEA Server,,https://www.gstatic.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
devdk.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://devdk.accounts.ikea.com:443,https,text/plain,GET,104.126.37.153,/,-738705486,2a02:26f0:3500:1b::1724:a39c,HSTS,1,False,,IKEA Server,,https://cdn.auth0.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
devfr.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://devfr.accounts.ikea.com:443,https,text/plain,GET,2.23.209.177,/,-738705486,2a02:26f0:480:22::1726:62e3,HSTS,1,False,,IKEA Server,,https://api.addressy.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
devhr.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://devhr.accounts.ikea.com:443,https,text/plain,GET,2.23.209.136,/,-738705486,2a02:26f0:480:22::1726:62f1,HSTS,1,False,,IKEA Server,,https://fonts.googleapis.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
devhu.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://devhu.accounts.ikea.com:443,https,text/plain,GET,104.126.37.154,/,-738705486,2a02:26f0:3500:1b::1724:a39c,HSTS,1,False,,IKEA Server,,https://api.addressy.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
devin.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://devin.accounts.ikea.com:443,https,text/plain,GET,104.126.37.153,/,-738705486,2a02:26f0:3500:1b::1724:a39c,HSTS,1,False,,IKEA Server,,https://cdn.auth0.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
devit.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://devit.accounts.ikea.com:443,https,text/plain,GET,2.23.209.136,/,-738705486,2a02:26f0:480:22::1726:62f1,HSTS,1,False,,IKEA Server,,https://fonts.googleapis.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
devjp.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://devjp.accounts.ikea.com:443,https,text/plain,GET,104.126.37.153,/,-738705486,2a02:26f0:480:22::1726:62e3,HSTS,1,False,,IKEA Server,,https://*.ingka.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
devkr.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://devkr.accounts.ikea.com:443,https,text/plain,GET,104.126.37.154,/,-738705486,2a02:26f0:3500:1b::1724:a38f,HSTS,1,False,,IKEA Server,,https://*.ingka.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
devnl.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://devnl.accounts.ikea.com:443,https,text/plain,GET,104.126.37.154,/,-738705486,2a02:26f0:3500:1b::1724:a39c,HSTS,1,False,,IKEA Server,,https://maps.googleapis.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
devpl.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://devpl.accounts.ikea.com:443,https,text/plain,GET,104.126.37.154,/,-738705486,2a02:26f0:480:22::1726:62e3,HSTS,1,False,,IKEA Server,,https://api.addressy.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
devru.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://devru.accounts.ikea.com:443,https,text/plain,GET,92.123.104.65,/,-738705486,2a02:26f0:480:22::1726:62f1,HSTS,1,False,,IKEA Server,,https://*.ingka.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
devru2.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://devru2.accounts.ikea.com:443,https,text/plain,GET,2.23.209.177,/,-738705486,2a02:26f0:3400::1703:5808,HSTS,1,False,,IKEA Server,,https://*.ikea.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
