input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tech_,tls_wildcard_certificate,tls_mismatched,cdn_name,cdn,final_url,tls_expired,tls_self_signed,location
splunk.eda.europa.eu,Sign in to your account,200,42379,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,443,https://splunk.eda.europa.eu:443,https,,text/html,GET,20.52.182.15,/,-709789787,20.52.182.15,95,False,,HSTS,,,azure,True,https://login.microsoftonline.com/50946f5f-4154-4b9a-8d77-68ee36d55467/oauth2/authorize?response_type=id_token&client_id=e7d22ad0-6be9-4d65-afc8-fc5c42022126&scope=openid&nonce=4c2bf6e6-19e2-48ce-a2e4-dc5ecb9ea493&response_mode=form_post&redirect_uri=https%3a%2f%2fsplunk.eda.europa.eu%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fsplunk.eda.europa.eu%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%22b8a318ff-e568-4dae-a909-d9a6663b91ed%22%7d%23EndOfStateParam%23,,,
spor-bare.ema.europa.eu,European Medicines Agency - Login,200,5729,login.ema.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-03T23:59:59Z,"CN=login.ema.europa.eu, O=European Medicines Agency, L=Amsterdam, ST=Noord-Holland, C=NL",login.ema.europa.eu,European Medicines Agency,login.ema.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cf8be58dc435870c83a214c5a1b1b45c,39427e7d0299039f0fb147ed75688b3ad73095b1097286c77d6cada6aa5ab79e,ctls,login.ema.europa.eu,443,https://spor-bare.ema.europa.eu:443,https,Oracle-HTTP-Server-11g,text/html,GET,195.144.18.87,/,375133320,195.144.18.87,133,False,,Oracle HTTP Server,,,,,https://login.ema.europa.eu:443/oam/server/obrareq.cgi?encquery%3DEEh%2FF0m6%2BOnBvWdHk5n5EijfOc2tnQ7msyMc%2BmaKlFNSABtQYDXA4x0RFzz5siweX5eRLtCf%2BwQnLLpGm3%2Fly6uxBs1z%2BixsXdKXrt%2BCXhAt21Yp37TVTYFy8%2B11x4pHG59tnlHlP4FkAi8wyBhv4r5l2YJmcDGEL1d8pfrUeA0U0CYLGbrGrOwF955qCphRFkEGOMkiDxw9%2ByO68tyVOKhOviGxd2q4YE%2FEcQ1BS8c7xHddr9To%2BFBG%2F%2BIBxRlQt7qhyBpNquS31YtyKHHJYg%3D%3D%20agentid%3Dohs_ema.europa.eu_webgate11g%20ver%3D1%20crmethod%3D2%26cksum%3D075b88be7d29641ed6a8bd649ce12f30ebdccc46&ECID-Context=1.8013032142178555%3BkXhglfC,,,
spor-uat-bare.ema.europa.eu,,500,59,spor-uat-bare.ema.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,2024-05-21T23:59:59Z,"CN=spor-uat-bare.ema.europa.eu, O=European Medicines Agency, L=Amsterdam, ST=Noord-Holland, C=NL",spor-uat-bare.ema.europa.eu,European Medicines Agency,spor-uat-bare.ema.europa.eu,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,be5b3534895e70f2d5ec4a7b9bd3971f,bb0196d309c2339d55aaf59c7547adc81eb4bca59542c6442791f6b7ab040dcc,ctls,spor-uat-bare.ema.europa.eu,443,https://spor-uat-bare.ema.europa.eu:443,https,,text/html,GET,195.144.18.110,/,-1553538376,195.144.18.110,1,False,,,,,,,,,,
spor-uat.ema.europa.eu,SPOR Web UI,200,12110,spor-uat.ema.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=spor-uat.ema.europa.eu, O=European Medicines Agency, L=Amsterdam, ST=Noord-Holland, C=NL",spor-uat.ema.europa.eu,European Medicines Agency,*.scm.ema.europa.eu,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c025b46647df0379ffca27a44c18bb8c,89ee6bbf38aa5bfe8eb1b4741d57dc911dc58ba84c4f2ccf8f7e6a7dd0ded272,ctls,spor-uat.ema.europa.eu,443,https://spor-uat.ema.europa.eu:443,https,"Oracle-HTTP-Server (N;ecid=7126782820520000,0:1)",text/html,GET,20.61.182.38,/,375133320,20.61.182.38,235,False,,Oracle HTTP Server,True,,azure,True,https://spor-uat.ema.europa.eu/sporwi/,,,
spor.ema.europa.eu,SPOR Web UI,200,12110,spor.ema.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2024-04-26T23:59:59Z,"CN=spor.ema.europa.eu, O=European Medicines Agency, L=Amsterdam, ST=Noord-Holland, C=NL",spor.ema.europa.eu,European Medicines Agency,spor.ema.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,78d33afbb1bfde59c703030ddfbee30f,c85d55bfa16ef175b56ea2fc70f28e4aae3b9238bbb3775d05d319b5afe7ab24,ctls,spor.ema.europa.eu,443,https://spor.ema.europa.eu:443,https,"Oracle-HTTP-Server (N;ecid=8013087976756726,0:1)",text/html,GET,195.144.18.87,/,375133320,195.144.18.87,235,False,,Oracle HTTP Server,,,,,https://spor.ema.europa.eu/sporwi/,,,
sport.ec.europa.eu,Home | Sport,200,95786,sport.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-14T00:00:00Z,2024-07-12T23:59:59Z,CN=sport.ec.europa.eu,sport.ec.europa.eu,,*.sport.ec.europa.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4714fc786f6ab294167ba7cb13ad7008,b21c9534172021936d0d4f658fad81d85888d9e7044c22eca601ef739c898062,ctls,sport.ec.europa.eu,443,https://sport.ec.europa.eu:443,https,,text/html,GET,13.224.189.74,/,-780928015,2600:9000:20eb:aa00:3:bac9:cdc0:93a1,1473,False,,PHP,True,,cloudfront,True,,,,
srb.europa.eu,Home | Single Resolution Board,200,87757,www.srb.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-05-23T23:59:59Z,CN=srb.europa.eu,srb.europa.eu,,*.srb.europa.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8bddae2fc75ff8c35f37fc8f660d513f,a1e2eff4d2e7e9d38bbb128f85fafc1182ab104cbc31d791f2adc57f448554d2,ctls,www.srb.europa.eu,443,https://srb.europa.eu:443,https,,text/html,GET,3.234.77.64,/,1761475434,3.234.77.64,2119,False,,PHP,True,,,,https://www.srb.europa.eu/en,,,
sslvpn.curia.europa.eu,,200,170,sslvpn.curia.europa.eu,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2022-10-19T00:00:00Z,2023-10-22T23:59:59Z,"CN=sslvpn.curia.europa.eu, O=Cour de Justice de l'Union Européenne, L=Luxembourg, C=LU",sslvpn.curia.europa.eu,Cour de Justice de l'Union Européenne,sslvpn.curia.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5eacdec15f60d7c29ce13562ead8dffe,ddf92cd20e2d71e8a9bc3291530caa3b9b66d4cfd0d22cc843fd53b7cd38fed5,ctls,sslvpn.curia.europa.eu,443,https://sslvpn.curia.europa.eu:443,https,,text/html,GET,194.154.196.17,/,593259606,194.154.196.17,4,False,,HSTS,,,,,,,,
sslvpn.efsa.europa.eu,,200,315,sslvpn.efsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=sslvpn.efsa.europa.eu, O=EUROPEAN FOOD SAFETY AUTHORITY (EFSA), L=Parma, ST=Emilia-Romagna, C=IT",sslvpn.efsa.europa.eu,EUROPEAN FOOD SAFETY AUTHORITY (EFSA),sslvpn.efsa.europa.eu,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,1fedcc74256cad0617de13edb4d35ea6,864181abe9da10d1da1ee4438826cca575b051a60047dbab42f611f0f9b9b401,ctls,sslvpn.efsa.europa.eu,443,https://sslvpn.efsa.europa.eu:443,https,,text/html,GET,20.31.43.227,/,-1840324437,20.31.43.227,9,False,,HSTS,,,,,,,,
sso-test.ema.europa.eu,Error 404--Not Found,404,1164,sso-test.ema.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-16T00:00:00Z,2023-11-10T23:59:59Z,"CN=sso-test.ema.europa.eu, O=European Medicines Agency, L=Amsterdam, ST=Noord-Holland, C=NL",sso-test.ema.europa.eu,European Medicines Agency,sso-test.ema.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6fb4a51c5e21dd9e44c2f3e53795e13a,92169a7f04f7e4e3795c52eed2c139a5e8f46682402b4b6a17925b2aac94a2b3,ctls,sso-test.ema.europa.eu,443,https://sso-test.ema.europa.eu:443,https,Oracle-HTTP-Server-11g,text/html,GET,195.144.18.74,/,-2113408924,195.144.18.74,20,False,,Oracle HTTP Server,,,,,,,,
sso.ema.europa.eu,Error 404--Not Found,404,1164,sso.ema.europa.eu,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-10-22T23:59:59Z,"CN=sso.ema.europa.eu, O=European Medicines Agency, L=Amsterdam, ST=Noord-Holland, C=NL",sso.ema.europa.eu,European Medicines Agency,sso.ema.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4f66ea2b10c4ab967169b5a352db44a5,0a3b2b331b4a832ac69cf67f44c444a0411b9281ed2a0bbc1aed3c4fe33949a4,ctls,sso.ema.europa.eu,443,https://sso.ema.europa.eu:443,https,Oracle-Application-Server-11g,text/html,GET,195.144.18.75,/,-2113408924,195.144.18.75,20,False,,Oracle Application Server:11g,,,,,,,,
stag-circular.eesc.europa.eu,Homepage | European Circular Economy Stakeholder Platform,200,735957,stag-circular.eesc.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T21:04:09Z,2023-08-29T21:04:08Z,CN=stag-circular.eesc.europa.eu,stag-circular.eesc.europa.eu,,stag-circular.eesc.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,061d4f320152d75433cf91f9b4b84409,af1c059c81a60504c11fd42edd44a86d512262cc776a53bc6802a1c9c819c0c1,ctls,stag-circular.eesc.europa.eu,443,https://stag-circular.eesc.europa.eu:443,https,nginx,text/html,GET,193.105.133.102,/,1025562411,193.105.133.102,582,False,,ZURB Foundation,,,,,https://stag-circular.eesc.europa.eu/platform/en,,,
stag.eesc.europa.eu,European Economic and Social Committee |,200,197620,stag.eesc.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-30T21:00:19Z,2023-07-29T21:00:18Z,CN=stag.eesc.europa.eu,stag.eesc.europa.eu,,stag.eesc.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a7247d832cd1cae55282616e0b408c78,6ae9d10bbf021fc4ea3bcf1d4e00fabf4aa080b570b4b5f565c74a59d0e62a5f,ctls,stag.eesc.europa.eu,443,https://stag.eesc.europa.eu:443,https,nginx,text/html,GET,193.105.133.92,/,1126754830,193.105.133.92,2301,False,,ZURB Foundation,,,,,,,,
stage.esm.europa.eu,401 Unauthorized,401,381,stage.esm.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-25T00:00:00Z,2024-06-09T23:59:59Z,CN=www.esm.europa.eu,www.esm.europa.eu,,esm.europa.eu,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,c6bc0f943d38f71891a9acdcb2a32f0d,e9f24ab4fe81e81d648cc9bc25a774b8cbcd4d0f92bfa8759669038b6a5aa66f,ctls,stage.esm.europa.eu,443,https://stage.esm.europa.eu:443,https,Apache,text/html,GET,52.222.214.2,/,-392200610,52.222.214.98,13,False,,Basic,,,cloudfront,True,,,,
staging-www.easa.europa.eu,EASA (Staging) | European Union Aviation Safety Agency,200,47005,staging-www.easa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-03T21:45:12Z,2024-07-04T21:45:11Z,CN=staging-www.easa.europa.eu,staging-www.easa.europa.eu,,staging-www.easa.europa.eu,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,24ff1ebe1967611e8bb57d7b31f28456,7820fcaddf55f714c77c7e2c9d63fb13a3dfdb7a71b7c0b8c0b4bf2e93201e0e,ctls,staging-www.easa.europa.eu,443,https://staging-www.easa.europa.eu:443,https,Apache,text/html,GET,151.101.1.55,/,1694755310,2a04:4e42:600::311,212,False,,ZURB Foundation,,,fastly,True,https://staging-www.easa.europa.eu/en,,,
staging.cedefop.europa.eu,,401,112,staging.cedefop.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-31T20:04:14Z,2023-08-29T20:04:13Z,CN=staging.cedefop.europa.eu,staging.cedefop.europa.eu,,staging.cedefop.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc30d9bce5b770c83d095dd719f527a2,8a77fdc1ed108d7e3f47758f1abc28f763335fa52d74a4143938be013008e29e,ctls,staging.cedefop.europa.eu,443,https://staging.cedefop.europa.eu:443,https,,text/html,GET,95.217.98.75,/,1750426762,95.217.98.75,4,False,,Basic,,,,,,,,
staging.dev2aws.eea.europa.eu,,503,108,staging.dev2aws.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T08:07:31Z,2023-05-18T08:07:30Z,CN=riot.dev2aws.eea.europa.eu,riot.dev2aws.eea.europa.eu,,zotya.dev2aws.eea.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,47c0062b82c2a8273f8e6cfe155a403b,d1dc90703a1458d1b54907e0f9f613147513627c190bd684057009651f77166f,ctls,staging.dev2aws.eea.europa.eu,443,https://staging.dev2aws.eea.europa.eu:443,https,,text/html,GET,52.211.199.223,/,1960059964,52.211.199.223,5,False,,,,,,,,True,,
staging.eea.europa.eu,European Environment Agency's home page,200,211584,staging.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-06-14T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,59ec2572a5c235ce7e3bec4b5e6d6b9e,c920f0abfd5f8e8f6f768b8bd424ef791117ba0dabfe1a491e6f41c699ca9241,ctls,staging.eea.europa.eu,443,https://staging.eea.europa.eu:443,https,HTTPS,text/html,GET,52.30.187.203,/,-1019421533,52.30.187.203,3,False,https://api.zotero.org,Varnish,True,,,,https://staging.eea.europa.eu/en,,,
staging.fra.europa.eu,European Union Agency for Fundamental Rights (Staging) | Helping to make fundamental rights a reality for everyone in the European Union,200,133148,,,,,,,,,,,,,,,,,,,443,https://staging.fra.europa.eu:443,https,nginx,text/html,GET,194.30.15.100,/,-261656065,194.30.15.100,2617,False,,ZURB Foundation,,,,,http://staging.fra.europa.eu/en,,,
star.ecb.europa.eu,SAML POST Binding in progress...,200,4727,star.ecb.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-05T15:20:48Z,2024-01-04T15:20:48Z,"CN=star.ecb.europa.eu, O=European Central Bank, L=Frankfurt am Main, C=DE",star.ecb.europa.eu,European Central Bank,www.star.ecb.europa.eu,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",9fe175bff3904386253db8c5387ee5da,8e15dcca1f642683b357f006d8348b31c99c19eaddb5205f4713261a9b390a60,ctls,star.ecb.europa.eu,443,https://star.ecb.europa.eu:443,https,ECB Web Server,text/html,GET,195.128.1.188,/,855273746,195.128.1.188,14,False,,HSTS,,,,,https://star.ecb.europa.eu/plugins/servlet/samlsso?redirectTo=%2F,,,
static.eca.europa.eu,IIS Windows Server,200,703,static.eca.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-24T14:04:20Z,2024-06-23T11:47:23Z,"CN=*.eca.europa.eu, O=European Court of Auditors, L=Luxembourg, ST=Luxembourg, C=LU",*.eca.europa.eu,European Court of Auditors,eca.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ff6409b33bb71096252135feca3429cf,fe50d3c3515c27379e6a13312715356695808caceaa3b85893d2d3a91fb0e7ca,ctls,static.eca.europa.eu,443,https://static.eca.europa.eu:443,https,Microsoft-IIS/10.0,text/html,GET,195.46.249.246,/,1631801191,195.46.249.246,32,False,,Windows Server,True,,,,,,,
stats.imi.europa.eu,400 - Bad Request - Qlik Sense,400,96625,stats.imi.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-07T14:38:06Z,2024-01-08T14:38:05Z,CN=*.ihi.europa.eu,*.ihi.europa.eu,,ihi.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,ccf20e68826efb3454000706642dab8a,fcf2d3a022ad331d78e8a1232929183d31f5afd512a7ab23a7607cbb2fb9dc9e,ctls,stats.imi.europa.eu,443,https://stats.imi.europa.eu:443,https,Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips SVN/1.7.14,text/html,GET,195.82.70.10,/,-366337701,195.82.70.10,237,False,,OpenSSL:1.0.2k,True,True,,,,,,
status.eea.europa.eu,EEA Systems Status,200,64752,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-06-14T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,59ec2572a5c235ce7e3bec4b5e6d6b9e,c920f0abfd5f8e8f6f768b8bd424ef791117ba0dabfe1a491e6f41c699ca9241,ctls,status.eea.europa.eu,443,https://status.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.179,/,-1606065523,87.54.7.179,1322,False,,PHP:7.1.33,True,,,,,,,
stg.euspa.europa.eu,EU Agency for the Space Programme,200,94406,stg.euspa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-20T21:45:30Z,2023-08-18T21:45:29Z,CN=stg.euspa.europa.eu,stg.euspa.europa.eu,,stg.euspa.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21c06ee6cac9e7034fe953c87c1e4ea4,cccfccb4ec5a7e047fa454b405c0395086e37b861125752bc7ff938156cd65f4,ctls,stg.euspa.europa.eu,443,https://stg.euspa.europa.eu:443,https,Apache,text/html,GET,137.117.174.106,/,628847779,137.117.174.106,864,False,,Varnish,,,azure,True,,,,
strasbourg-groups.booking.europarl.europa.eu,Group visits - Strasbourg | Visiting. European Parliament,200,2326,strasbourg-groups.booking.europarl.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T20:22:29Z,2023-08-31T20:22:28Z,CN=brussels-hemicycle.booking.europarl.europa.eu,brussels-hemicycle.booking.europarl.europa.eu,,warsaw.booking.europarl.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f01958b2559ce8407fe1ce7e4b79b630,361b68d310725def418bc484d35f710ccb94b97da7535a957c648e7fc1f346ec,ctls,strasbourg-groups.booking.europarl.europa.eu,443,https://strasbourg-groups.booking.europarl.europa.eu:443,https,nginx,text/html,GET,3.122.136.128,/,-218409822,3.122.136.128,36,False,,Nginx,,,,,,,,
stream.ec.europa.eu,Wowza Streaming Engine 4 Perpetual Pro Edition 4.8.18+1 build20220318091926,200,204,stream.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-31T12:31:07Z,2023-07-02T12:31:06Z,"CN=*.ec.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",*.ec.europa.eu,European Commission,ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f651b96da429c16f3ac23102facca952,c8b068586b6b4aae31abf213ea7c815e55988ac2010f3c94496884c6c2181114,ctls,stream.ec.europa.eu,443,https://stream.ec.europa.eu:443,https,Europa,text/html,GET,147.67.34.30,/,-1840324437,2a01:7080:24:100::666:30,1,False,,,True,,,,,,,
stream.scic.ec.europa.eu,Access Denied,403,642,,,,,,,,,,,,,,,,,,,80,http://stream.scic.ec.europa.eu:80,http,,text/html,GET,147.67.210.39,/,-444315832,147.67.34.39,37,False,,,,,,,,,,
streaming.europarl.europa.eu,European Parliament Webstreaming page,200,13181,streaming.europarl.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-06T16:42:02Z,2024-01-07T15:06:08Z,"CN=streaming.europarl.europa.eu, O=European Parliament, L=Luxembourg, ST=Luxembourg, C=LU",streaming.europarl.europa.eu,European Parliament,streaming.europarl.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0e54635170b993a53682e0634d45f65f,81b035b55424ddd8a26a933b6a5ad349d6b19ea8d14af3ceb90d6eb2b1b49cfa,ctls,streaming.europarl.europa.eu,443,https://streaming.europarl.europa.eu:443,https,AmazonS3,text/html,GET,13.32.121.20,/,1492615700,2600:9000:2240:9800:1d:bd74:bd80:93a1,393,False,*.cloudfront.net,HSTS,,,cloudfront,True,,,,
stresa.jrc.ec.europa.eu,Home | Storage of Thermal REactor Safety Analysis data - European Commission,200,82677,stresa.jrc.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-19T15:48:24Z,2023-11-20T15:48:23Z,"CN=*.jrc.ec.europa.eu, O=European Commission, L=Ispra, ST=Varese, C=IT",*.jrc.ec.europa.eu,European Commission,jrc.ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,bb23d1a8220110f5c4336b42357a643e,8dbb2adc3c65dd1126ff18477cf237459bc7cd4b35014eb1908ed702bb5ca99e,ctls,stresa.jrc.ec.europa.eu,443,https://stresa.jrc.ec.europa.eu:443,https,,text/html,GET,139.191.221.18,/,-446365869,139.191.221.18,447,False,stats.jrc.ec.europa.eu,PHP,True,,,,,,,
sts-in.euaa.europa.eu,Not Found,404,315,sts-in.euaa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-27T11:19:25Z,2023-07-27T11:29:00Z,"CN=sts-in.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",sts-in.euaa.europa.eu,European Union Agency for Asylum,sts-out.euaa.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,40e56af4ccf78570729d7018f0017d48,a9f92059f25f064b6d1502e24033c3a9b03dac0109e63c23245196073972f65f,ctls,sts-in.euaa.europa.eu,443,https://sts-in.euaa.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,185.179.102.50,/,225052475,185.179.102.50,7,False,,Microsoft HTTPAPI:2.0,,,,,,,,
sts-uat.esm.europa.eu,Not Found,404,315,sts-uat.esm.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T00:00:00Z,2024-06-10T23:59:59Z,CN=sts-uat.esm.europa.eu,sts-uat.esm.europa.eu,,certauth.sts-uat.esm.europa.eu,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,b901b4eb7f4c3cdaf60e4ee04a74ab6a,bab337a6b038ad15ebc7c51cce19a0189f7bf0d9992d5485b74d60d95be8c43e,ctls,sts-uat.esm.europa.eu,443,https://sts-uat.esm.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,37.157.154.27,/,225052475,37.157.154.27,7,False,,Microsoft HTTPAPI:2.0,,,,,,,,
sts.acc.tech.ec.europa.eu,Not Found,404,315,sts.acc.tech.ec.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-13T08:41:02Z,2024-02-14T08:41:01Z,"CN=sts.acc.tech.ec.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",sts.acc.tech.ec.europa.eu,European Commission,hfbotp.sts.acc.tech.ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,68e773cac4696e905854e7e66d12a69d,df643d93c60d92dc7b5340e128e16dc20d20473ed3c3e1dbb89c8939a52fc095,ctls,sts.acc.tech.ec.europa.eu,443,https://sts.acc.tech.ec.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,147.67.147.32,/,225052475,147.67.108.32,7,False,,Microsoft HTTPAPI:2.0,,,,,,,,
