input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,final_url,cdn_name,cdn
form.pornhub.com,Form Builder | Create Free Online Forms - Zoho Forms,200,22532,www.zoho.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-03T00:00:00Z,2023-10-03T23:59:59Z,CN=www.zoho.com,www.zoho.com,,zoho.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,8f91423f78e16c6628c27d9cfcec673a,246897f115b4e550324549abf88bb7d305c6da035e63393c31fdc30d0aa2d30a,,ctls,www.zoho.com,443,https://form.pornhub.com:443,https,ZGS,text/html,GET,136.143.190.199,/,2113070749,136.143.190.199,HSTS,19,False,,https://www.zoho.com/forms/,,
fr-stage.pornhub.com,401 Authorization Required,401,578,fr-stage.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,fr-stage.pornhub.com,443,https://fr-stage.pornhub.com:443,https,openresty,text/html,GET,66.254.114.191,/,1284511451,66.254.114.191,OpenResty,14,False,,,,
fr.pornhub.com,Film Porno Gratuit - Vidéo de Sexe et Film X en Streaming | Pornhub,200,35491,fr.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,fr.pornhub.com,443,https://fr.pornhub.com:443,https,openresty,text/html,GET,66.254.114.41,/,-290731573,66.254.114.41,OpenResty,769,False,,,,
fr.pornhubpremium.com,Regardez les meilleurs vidéos porno Premium en HD | Pornhub Premium home,200,11858,fr.pornhubpremium.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T23:57:54Z,2023-08-07T23:57:53Z,CN=pornhubpremium.com,pornhubpremium.com,,pornhubpremium.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc1cc39b8103dbd77b0602e5a2a7ba01,1569e5955904db425228c5ee1c4999f3a9044abd5494f05d385345073b9c543f,True,ctls,fr.pornhubpremium.com,443,https://fr.pornhubpremium.com:443,https,openresty,text/html,GET,66.254.114.33,/,-290731573,66.254.114.33,OpenResty,195,False,,,,
help.pornhub.com,Security check,403,7757,help.pornhub.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-02T23:43:45Z,2023-07-01T23:43:44Z,CN=help.pornhub.com,help.pornhub.com,,help.uviu.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d14ac9692c58f0a614fca6d37e707d43,86dcfc55282cfd638c6b5c4b6ae94f6ed808c1b5e6a9830c6ff26b0e724ac8e8,,ctls,help.pornhub.com,443,https://help.pornhub.com:443,https,cloudflare,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,103,False,,https://help.pornhub.com/hc/en-us,cloudflare,True
ht.pornhub.com,,404,123,ht.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,ht.pornhub.com,443,https://ht.pornhub.com:443,https,nginx,application/json,GET,216.18.168.30,/,691430241,216.18.168.30,Nginx,1,False,,,,
hubt.pornhub.com,,404,123,hubt.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,hubt.pornhub.com,443,https://hubt.pornhub.com:443,https,nginx,application/json,GET,216.18.168.30,/,691430241,216.18.168.30,Nginx,1,False,,,,
img.pornhub.com,,403,,img.pornhub.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-03-03T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bcedee8609c97e6add25312a46982341,2e1525fae75193c32a51a2d76f014ec5ebb5ddec65470530405cd49094bca4d7,True,ctls,img.pornhub.com,443,https://img.pornhub.com:443,https,,,GET,205.185.216.10,/,-1840324437,205.185.216.42,,1,False,,,,
jp.pornhub.com,無料エロムービーとセックス動画。Pornhubはエロ動画をダウンロードしたりストリーミングで鑑賞できる最強の動画サイトです。,200,36305,jp.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,jp.pornhub.com,443,https://jp.pornhub.com:443,https,openresty,text/html,GET,66.254.114.41,/,-290731573,66.254.114.41,OpenResty,769,False,,,,
jp.pornhubpremium.com,Pornhub Premium | Watch Free Premium HD Porn Videos,200,11963,jp.pornhubpremium.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T23:57:54Z,2023-08-07T23:57:53Z,CN=pornhubpremium.com,pornhubpremium.com,,pornhubpremium.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc1cc39b8103dbd77b0602e5a2a7ba01,1569e5955904db425228c5ee1c4999f3a9044abd5494f05d385345073b9c543f,True,ctls,jp.pornhubpremium.com,443,https://jp.pornhubpremium.com:443,https,openresty,text/html,GET,66.254.114.33,/,-290731573,66.254.114.33,OpenResty,201,False,,,,
kaspi.marathon-stage.pornhub.com,Forbidden,403,19057,kaspi.marathon-stage.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T23:46:57Z,2023-07-06T23:46:56Z,CN=marathon-stage.pornhub.com,marathon-stage.pornhub.com,,marathon-stage.pornhub.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a02e58b9a12f14b72f1f56455beed2cb,1e123fac14ff7b3ffdf9ea4d8d71521191a4a3c759a1c5f238e42023901673c8,True,ctls,kaspi.marathon-stage.pornhub.com,443,https://kaspi.marathon-stage.pornhub.com:443,https,,text/html,GET,66.254.114.194,/,196576262,66.254.114.194,,140,False,,,,
lv24-95.marathon-stage.pornhub.com,Forbidden,403,19057,lv24-95.marathon-stage.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T23:46:57Z,2023-07-06T23:46:56Z,CN=marathon-stage.pornhub.com,marathon-stage.pornhub.com,,marathon-stage.pornhub.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a02e58b9a12f14b72f1f56455beed2cb,1e123fac14ff7b3ffdf9ea4d8d71521191a4a3c759a1c5f238e42023901673c8,True,ctls,lv24-95.marathon-stage.pornhub.com,443,https://lv24-95.marathon-stage.pornhub.com:443,https,,text/html,GET,66.254.114.194,/,196576262,66.254.114.194,,140,False,,,,
m.pornhub.com,"Free Porn Videos & Sex Movies - Porno, XXX, Porn Tube | Pornhub",200,36056,www.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,www.pornhub.com,443,https://m.pornhub.com:443,https,openresty,text/html,GET,66.254.114.41,/,-290731573,66.254.114.41,OpenResty,769,False,,https://www.pornhub.com,,
m.pornhubpremium.com,Watch The Best Premium HD Porn Videos | Pornhub Premium home,200,11811,m.pornhubpremium.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T23:57:54Z,2023-08-07T23:57:53Z,CN=pornhubpremium.com,pornhubpremium.com,,pornhubpremium.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc1cc39b8103dbd77b0602e5a2a7ba01,1569e5955904db425228c5ee1c4999f3a9044abd5494f05d385345073b9c543f,True,ctls,m.pornhubpremium.com,443,https://m.pornhubpremium.com:443,https,openresty,text/html,GET,66.254.114.33,/,-290731573,66.254.114.33,OpenResty,195,False,,,,
microsoft-powerpoint.marathon-stage.pornhub.com,Forbidden,403,19057,microsoft-powerpoint.marathon-stage.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T23:46:57Z,2023-07-06T23:46:56Z,CN=marathon-stage.pornhub.com,marathon-stage.pornhub.com,,marathon-stage.pornhub.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a02e58b9a12f14b72f1f56455beed2cb,1e123fac14ff7b3ffdf9ea4d8d71521191a4a3c759a1c5f238e42023901673c8,True,ctls,microsoft-powerpoint.marathon-stage.pornhub.com,443,https://microsoft-powerpoint.marathon-stage.pornhub.com:443,https,,text/html,GET,66.254.114.194,/,196576262,66.254.114.194,,140,False,,,,
mobile.pornhub.com,Mobile Porn Free Iphone &amp; Mobile Porno Videos: iPod PornHub,200,5943,mobile.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,mobile.pornhub.com,443,https://mobile.pornhub.com:443,https,openresty,text/html,GET,66.254.114.41,/,-290731573,66.254.114.41,OpenResty,110,False,,,,
nl.pornhub.com,"Gratis Pornovideo's & Seksfilms - Porno, XXX en Pornobuis",200,35596,nl.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,nl.pornhub.com,443,https://nl.pornhub.com:443,https,openresty,text/html,GET,66.254.114.41,/,-290731573,66.254.114.41,OpenResty,769,False,,,,
nl.pornhubpremium.com,home,200,11898,nl.pornhubpremium.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T23:57:54Z,2023-08-07T23:57:53Z,CN=pornhubpremium.com,pornhubpremium.com,,pornhubpremium.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc1cc39b8103dbd77b0602e5a2a7ba01,1569e5955904db425228c5ee1c4999f3a9044abd5494f05d385345073b9c543f,True,ctls,nl.pornhubpremium.com,443,https://nl.pornhubpremium.com:443,https,openresty,text/html,GET,66.254.114.33,/,-290731573,66.254.114.33,OpenResty,195,False,,,,
origin.image.pornhub.com,,403,9,,,,,,,,,,,,,,,,,,,,80,http://origin.image.pornhub.com:80,http,nginx,text/plain,GET,31.192.127.96,/,6068064,31.192.127.96,Nginx,1,False,,,,
origin.pornhub.com,,400,102,origin.pornhub.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,origin.pornhub.com,443,https://origin.pornhub.com:443,https,,text/html,GET,94.199.254.41,/,856213350,94.199.254.41,,5,False,,,,
pagespeed.pornhub.com,"Free Porn Videos & Sex Movies - Porno, XXX, Porn Tube | Pornhub",200,35952,www.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,www.pornhub.com,443,https://pagespeed.pornhub.com:443,https,openresty,text/html,GET,66.254.114.41,/,-290731573,66.254.114.41,OpenResty,769,False,,https://www.pornhub.com/,,
partners.pornhub.com,,200,14,partners.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,partners.pornhub.com,443,https://partners.pornhub.com:443,https,nginx,text/html,GET,66.254.114.41,/,-581930726,66.254.114.41,Nginx,3,False,,,,
photography.marathon-stage.pornhub.com,Forbidden,403,19057,photography.marathon-stage.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T23:46:57Z,2023-07-06T23:46:56Z,CN=marathon-stage.pornhub.com,marathon-stage.pornhub.com,,marathon-stage.pornhub.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a02e58b9a12f14b72f1f56455beed2cb,1e123fac14ff7b3ffdf9ea4d8d71521191a4a3c759a1c5f238e42023901673c8,True,ctls,photography.marathon-stage.pornhub.com,443,https://photography.marathon-stage.pornhub.com:443,https,,text/html,GET,66.254.114.194,/,196576262,66.254.114.194,,140,False,,,,
pl.pornhub.com,"Darmowe pornosy i filmy erotyczne - Porno, Seks, XXX | Pornhub",200,27392,pl.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,pl.pornhub.com,443,https://pl.pornhub.com:443,https,openresty,text/html,GET,66.254.114.41,/,-290731573,66.254.114.41,OpenResty,460,False,,,,
pl.pornhubpremium.com,Oglądaj najlepsze filmy porno w wersji premium w jakości HD I Pornhub Premium home,200,11989,pl.pornhubpremium.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T23:57:54Z,2023-08-07T23:57:53Z,CN=pornhubpremium.com,pornhubpremium.com,,pornhubpremium.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc1cc39b8103dbd77b0602e5a2a7ba01,1569e5955904db425228c5ee1c4999f3a9044abd5494f05d385345073b9c543f,True,ctls,pl.pornhubpremium.com,443,https://pl.pornhubpremium.com:443,https,openresty,text/html,GET,66.254.114.33,/,-290731573,66.254.114.33,OpenResty,195,False,,,,
pornhub.com,"Free Porn Videos & Sex Movies - Porno, XXX, Porn Tube | Pornhub",200,36522,www.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,www.pornhub.com,443,https://pornhub.com:443,https,openresty,text/html,GET,66.254.114.41,/,-290731573,66.254.114.41,OpenResty,769,False,,https://www.pornhub.com/,,
pornhubpremium.com,Watch The Best Premium HD Porn Videos | Pornhub Premium home,200,11811,www.pornhubpremium.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T23:57:54Z,2023-08-07T23:57:53Z,CN=pornhubpremium.com,pornhubpremium.com,,pornhubpremium.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc1cc39b8103dbd77b0602e5a2a7ba01,1569e5955904db425228c5ee1c4999f3a9044abd5494f05d385345073b9c543f,True,ctls,www.pornhubpremium.com,443,https://pornhubpremium.com:443,https,openresty,text/html,GET,66.254.114.33,/,-290731573,66.254.114.33,OpenResty,195,False,,https://www.pornhubpremium.com/,,
rt.pornhub.com,"Порно Видео Онлайн Бесплатно - Русское Porno, Порно Фильмы, XXX  - Порнхаб",200,38011,rt.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,rt.pornhub.com,443,https://rt.pornhub.com:443,https,openresty,text/html,GET,66.254.114.41,/,-290731573,66.254.114.41,OpenResty,770,False,,,,
rt.pornhubpremium.com,Смотри самое лучшее порно в HD качестве | Pornhub Премиум home,200,11827,rt.pornhubpremium.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T23:57:54Z,2023-08-07T23:57:53Z,CN=pornhubpremium.com,pornhubpremium.com,,pornhubpremium.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc1cc39b8103dbd77b0602e5a2a7ba01,1569e5955904db425228c5ee1c4999f3a9044abd5494f05d385345073b9c543f,True,ctls,rt.pornhubpremium.com,443,https://rt.pornhubpremium.com:443,https,openresty,text/html,GET,66.254.114.33,/,-290731573,66.254.114.33,OpenResty,195,False,,,,
ru.pornhub.com,"Порно Видео Онлайн Бесплатно - Русское Porno, Порно Фильмы, XXX  - Порнхаб",200,37957,rt.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,rt.pornhub.com,443,https://ru.pornhub.com:443,https,openresty,text/html,GET,66.254.114.41,/,-290731573,66.254.114.41,OpenResty,770,False,,https://rt.pornhub.com/,,
service-paymentsstorage.marathon-stage.pornhub.com,Forbidden,403,19057,service-paymentsstorage.marathon-stage.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T23:46:57Z,2023-07-06T23:46:56Z,CN=marathon-stage.pornhub.com,marathon-stage.pornhub.com,,marathon-stage.pornhub.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a02e58b9a12f14b72f1f56455beed2cb,1e123fac14ff7b3ffdf9ea4d8d71521191a4a3c759a1c5f238e42023901673c8,True,ctls,service-paymentsstorage.marathon-stage.pornhub.com,443,https://service-paymentsstorage.marathon-stage.pornhub.com:443,https,,text/html,GET,66.254.114.194,/,196576262,66.254.114.194,,140,False,,,,
sorigin.pornhub.com,,400,102,sorigin.pornhub.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,sorigin.pornhub.com,443,https://sorigin.pornhub.com:443,https,,text/html,GET,94.199.254.41,/,856213350,94.199.254.41,,5,False,,,,
stage-adn.pornhub.com,401 Authorization Required,401,176,stage-adn.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,stage-adn.pornhub.com,443,https://stage-adn.pornhub.com:443,https,openresty,text/html,GET,66.254.114.191,/,-172989243,66.254.114.191,OpenResty,8,False,,,,
stage.upload.pornhub.com,401 Authorization Required,401,176,stage.upload.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T23:24:34Z,2023-08-06T23:24:33Z,CN=adult.com,adult.com,,adult.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1b92cd060ed4a821f169bb3efb811a51,76f7b6da825639a24d064715c2d699c32c73af1c4f941d379d0c31cde189a159,True,ctls,stage.upload.pornhub.com,443,https://stage.upload.pornhub.com:443,https,openresty,text/html,GET,66.254.114.191,/,-172989243,66.254.114.191,OpenResty,8,False,True,,,
store.pornhub.com,Pornhub Apparel – The Official Store of Pornhub,200,257787,www.pornhubapparel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T01:55:40Z,2023-07-12T01:55:39Z,CN=pornhubapparel.com,pornhubapparel.com,,pornhubapparel.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fa3b6c4d7a2ec580c6b1b70bb0ca58a3,601cf015f50f5d047e9e562de379506f28c4c843efc7b68e98a6d41ee7f42847,True,ctls,www.pornhubapparel.com,443,https://store.pornhub.com:443,https,nginx,text/html,GET,66.254.114.190,/,-1994951365,66.254.114.190,WordPress:6.1.1,3151,False,,https://www.pornhubapparel.com/,,
support.pornhubpremium.com,Support,200,1736,support.pornhubpremium.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T23:57:54Z,2023-08-07T23:57:53Z,CN=pornhubpremium.com,pornhubpremium.com,,pornhubpremium.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc1cc39b8103dbd77b0602e5a2a7ba01,1569e5955904db425228c5ee1c4999f3a9044abd5494f05d385345073b9c543f,True,ctls,support.pornhubpremium.com,443,https://support.pornhubpremium.com:443,https,Apache/2.4.10 (Debian),text/html,GET,66.254.114.161,/,-1915966521,66.254.114.161,Debian,45,False,,,,
survey.pornhub.com,Pornhub Premium,200,1700,survey.pornhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.pornhub.com, O=MG Freesites Ltd, L=Dali, C=CY",*.pornhub.com,MG Freesites Ltd,pornhub.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4ef70384dcdf4adef304a7c908cd6ec6,7eed11433d71df2cf93ae567d56be0b8afc61ca19c089afae8ff3fb318d52717,True,ctls,survey.pornhub.com,443,https://survey.pornhub.com:443,https,nginx,text/html,GET,216.18.168.5,/,-1345727643,216.18.168.5,Nginx,52,False,,,,
