input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,cdn_name,cdn,final_url,csp_domains_
demo.next.airbnb.com,Invalid URL,400,209,demo.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,demo.next.airbnb.com,443,https://demo.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.158,/,-626185368,95.101.111.163,8,False,,,,,
demosystem-2018.airbnb.app,,404,67,demosystem-2018.airbnb.app,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-03-24T10:15:07Z,2023-06-22T10:15:06Z,CN=*.airbnb.app,*.airbnb.app,,*.airbnb.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,62b0e1583e9c835a19fb2f8a6253b93a,d9b469d96124bd5e201fc43620afc689934688326f8138f226700c307f3831f4,True,ctls,demosystem-2018.airbnb.app,443,https://demosystem-2018.airbnb.app:443,https,Vercel,text/plain,GET,76.76.21.164,/,1307429962,76.76.21.142,4,False,Vercel,,,,
dev1110-node-express-okta-idpnode-admin.airbnb.app,,404,67,dev1110-node-express-okta-idpnode-admin.airbnb.app,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-03-24T10:15:07Z,2023-06-22T10:15:06Z,CN=*.airbnb.app,*.airbnb.app,,*.airbnb.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,62b0e1583e9c835a19fb2f8a6253b93a,d9b469d96124bd5e201fc43620afc689934688326f8138f226700c307f3831f4,True,ctls,dev1110-node-express-okta-idpnode-admin.airbnb.app,443,https://dev1110-node-express-okta-idpnode-admin.airbnb.app:443,https,Vercel,text/plain,GET,76.76.21.142,/,1307429962,76.76.21.241,4,False,Vercel,,,,
devel.next.airbnb.com,Invalid URL,400,209,devel.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,devel.next.airbnb.com,443,https://devel.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,104.126.37.162,/,1769160113,104.126.37.154,8,False,,,,,
developer.airbnb.com,Access Denied,403,270,developer.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,developer.airbnb.com,443,https://developer.airbnb.com:443,https,AkamaiGHost,text/html,GET,23.213.161.198,/,1597900325,23.213.161.204,10,False,,,,,
dimension.next.airbnb.com,Invalid URL,400,209,dimension.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,dimension.next.airbnb.com,443,https://dimension.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.163,/,-99677026,95.101.111.158,8,False,,,,,
divoff82.apiwww.next.airbnb.com,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,,,80,http://divoff82.apiwww.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.163,/,339790591,95.101.111.158,8,False,,,,,
dnjsdl79.logs.next.airbnb.com,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,,,80,http://dnjsdl79.logs.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,104.126.37.162,/,-1027746861,104.126.37.154,8,False,,,,,
dnm.next.airbnb.com,Invalid URL,400,209,dnm.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,dnm.next.airbnb.com,443,https://dnm.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,104.126.37.154,/,511648610,104.126.37.162,8,False,,,,,
dns2.next.airbnb.com,Invalid URL,400,209,dns2.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,dns2.next.airbnb.com,443,https://dns2.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,104.126.37.154,/,1653479131,104.126.37.162,8,False,,,,,
docs.next.airbnb.com,Invalid URL,400,209,docs.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,docs.next.airbnb.com,443,https://docs.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.163,/,2023784958,95.101.111.158,8,False,,,,,
docworks.mail33.next.airbnb.com,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,,,80,http://docworks.mail33.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.158,/,-246709999,95.101.111.163,8,False,,,,,
dogfood-dev.next.airbnb.com,Invalid URL,400,209,dogfood-dev.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,dogfood-dev.next.airbnb.com,443,https://dogfood-dev.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,104.126.37.162,/,-781333086,104.126.37.154,8,False,,,,,
dolores.mail33.next.airbnb.com,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,,,80,http://dolores.mail33.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,104.126.37.162,/,-976778516,104.126.37.154,8,False,,,,,
donat.p2p.next.airbnb.com,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,,,80,http://donat.p2p.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,104.126.37.154,/,354351177,104.126.37.162,8,False,,,,,
dyn.next.airbnb.com,Invalid URL,400,209,dyn.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,dyn.next.airbnb.com,443,https://dyn.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.163,/,438747640,95.101.111.158,8,False,,,,,
earth-t-jp.mystique.next.airbnb.com,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,,,80,http://earth-t-jp.mystique.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.163,/,1988078087,95.101.111.158,8,False,,,,,
edge.next.airbnb.com,Invalid URL,400,209,edge.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,edge.next.airbnb.com,443,https://edge.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,104.126.37.154,/,934508879,104.126.37.162,8,False,,,,,
eim1.muscache.com,,403,243,eim1.muscache.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,eim1.muscache.com,443,https://eim1.muscache.com:443,https,AmazonS3,application/xml,GET,104.126.37.162,/,1352682205,104.126.37.154,2,False,HTTP/3,,,,
el-covid19-service.next.airbnb.com,Invalid URL,400,209,el-covid19-service.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,el-covid19-service.next.airbnb.com,443,https://el-covid19-service.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.158,/,-1260138214,95.101.111.163,8,False,,,,,
el.next.airbnb.com,Ενοικιαζόμενα εξοχικά σπίτια & συγκροτήματα κατοικιών - Airbnb,200,876465,el.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,el.next.airbnb.com,443,https://el.next.airbnb.com:443,https,nginx,text/html,GET,104.126.37.162,/,160251748,104.126.37.154,5920,False,Ruby on Rails,,,,
email.airbnb.com,404 Not Found,404,162,email.airbnb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,email.airbnb.com,443,https://email.airbnb.com:443,https,nginx,text/html,GET,167.89.123.54,/,190856733,167.89.118.83,8,False,Nginx,,,,
email.next.airbnb.com,Invalid URL,400,209,email.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,email.next.airbnb.com,443,https://email.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.158,/,-1358867871,95.101.111.163,8,False,,,,,
empresa.optustvnow.next.airbnb.com,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,,,80,http://empresa.optustvnow.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.158,/,1900441034,95.101.111.163,8,False,,,,,
en.next.airbnb.com,Invalid URL,400,209,en.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,en.next.airbnb.com,443,https://en.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,104.126.37.162,/,1285576284,104.126.37.154,8,False,,,,,
energy-efficiency-assesment.withairbnb.com,Airbnb | Energy Efficiency Assessment Tool,200,16712,energy-efficiency-assesment.withairbnb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-18T00:00:00Z,2023-11-17T23:59:59Z,"CN=energy-efficiency-assesment.withairbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",energy-efficiency-assesment.withairbnb.com,"Airbnb, Inc.",www.energy-efficiency-assesment.withairbnb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eb8708522c252f1579d8c3e5a3370c6c,b4b8913ca775c5849decb23467930cb262e15c77dcb2f7de352c9f75eaa52e49,,ctls,energy-efficiency-assesment.withairbnb.com,443,https://energy-efficiency-assesment.withairbnb.com:443,https,,text/html,GET,80.75.65.38,/,160251748,80.75.65.38,272,False,Microsoft ASP.NET:4.0.30319,,,,
enfantstar.optustvnow.next.airbnb.com,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,,,80,http://enfantstar.optustvnow.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,104.126.37.162,/,36548953,104.126.37.154,8,False,,,,,
enterprise.new.next.airbnb.com,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,,,80,http://enterprise.new.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.158,/,-879018141,95.101.111.163,8,False,,,,,
enterpriseregistration.luxuryretreats.com,Service,404,1565,enterpriseregistration.luxuryretreats.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-02-14T19:36:32Z,2024-02-09T19:36:32Z,"CN=*.enterpriseregistration.windows.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.enterpriseregistration.windows.net,Microsoft Corporation,enterpriseregistration.windows.net,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,a6e45158afb23e4d3d7ad5975ed54d03,62af4b86a7f8d2913ffabbbb4465a2cd43cdd51d772ff6a8a77cdfe4968a5037,True,ctls,enterpriseregistration.luxuryretreats.com,443,https://enterpriseregistration.luxuryretreats.com:443,https,,text/html,GET,20.190.137.40,/,-2070773535,20.190.137.40,14,False,HSTS,azure,True,,
es.admin.airbnb.com,Sign in - Google Accounts,200,595616,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,443,https://es.admin.airbnb.com:443,https,ESF,text/html,GET,34.120.23.133,/,926751623,2600:1901:0:7a6a::,46,False,HTTP/3,google,True,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue%2526hd%253Dairbedandbreakfast.com&dsh=S1292222649%3A1684233101964648&client_id=1012551742179-08e23tpqsta8lmp6j7sctdllm1770mjj.apps.googleusercontent.com&code_challenge=QnFYjPpJ_NtnsTUg5So8Lz-rMvIrAVdXCECEMRwC7Ck&code_challenge_method=S256&hd=airbedandbreakfast.com&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F1012551742179-08e23tpqsta8lmp6j7sctdllm1770mjj.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkEZ9YdnYr7Cmdww_rb8rApBu_3KWE1nS0iyaIUIpxChXnMXdUdhodqd_oBYojsq--FuMOZFJVxsl11ZbGSk0qPlTFLam9XgniCrL8JBm4qgjF8kxlzL13dLHELg__5PXsCqL87zOj5JHzbbcfNl9Wy-rlZ5OZbAB02cM3TiNNbF_6X_lHMslcUKKGOziMvK8DjnhzViMSebG2Qbn02GPnxVTPkD8b_RoPer3HL2GKzuHpLxQfDwXilTNklk5MefbDxMEawIftORhTmgX6UkYBVvvzGSP6moCMrbvRnlR11ONYkYo7u46umTtz69cXt5Ys5BEHkAdkLmkGD64pKMwLDjz2bCmpDlX97kx37MUplpFk5q_nD_368iriMq-Kh0Q0MoaLorA_vfPhVQbWGckk7Ool8l343QX4o9tKQuyxmAKjQxC_6cpcbCe-2XnLzawTcqywRbYBqsnpHesZwSbXE_ifXNuNffuKPZkBb_aM_-SVd_TmFqbS-QuSox9XePM_WXZWKl6OUSN6gzoKzhKOlCHLwVN4rLHYRuwSZJEyBLtO7YeVMal6fH2pAu2Y_tJt-xX6OsuK1o3V4eswkkcdGI98F3QoAaDSmU5Kt1iNkKDgv0X9NV58WQ7u7Z2kHw2zx_No2rspVKlqu7vmhu9j21DC7LUSOUdQmG1EkdHCoFR1w3FKL3LgfeA0Bewxo3Y1u0KUhDvrRZ2mwKRi_qipp6bY1q44SgahVHgQlpT7HPHOTLdFdkYA6fXUtXiq4-MTD8DpEX7h4SXIMzz8ewKxENcVL06n6eT84Ml5ia5mDIm8R4FCcKTLzY2XLDkbO33voQjLuFS9drs8PIFLJnY91vtrxS1FghoSaTYV7iNSrfKFHEd6XsDRRdO3Y45yuwJceotSF8xMGL0Mn2-MRCPOz4raKv8HndrZjzBfrvVwNnvcDBfR0GsqBbqjzI1zBnwxpbHaxpIqUGxFWCt0nT3CUfNZ5hlMDKYlnf8i92oWPP2vUd31Yd5H3584jKnytDOL0CyOnnJkJ3ql_MZA&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hANvPtZeEBZ_DaOFydERxsk9SMFkmbBfZkWj1U2w5_54rh0ud8pskl3oiaIWCGqTLZxM7IXTbbIK8Cg-uEZ2Ch2yW5M2Fhj3Kg523-NupnU2oSwEw4T5OV6Kpj5v4Cu0PaLELR1W9PephhyVQLYzBbbwfZLfIC4K9eJUxaKwKyUuVDcDWOVW2EwgIcoa3gpSo91aQCKMF5RV6lC5TUhtmZH81azWY2hwGey0Q0wiGFmeE2rfJvYqVjili1_pa8G4YtUFFCl1vhcSFrmZUWjdM3R3daWENJQl-e9AqvID_2_UMoZCPrSeBFMeNg-Pe881EoSxyZdWzgY2lO6Zi_5gWvQbSQHAFb_uC3BEWY73i47oCKBmQxvj9pLeyW9U3R3PISuKyKaemCguoeSRycZhiCGVLi1jXh4eE0-X3Hd8veZSZI01eA5_QOONxSKh2dUOXkdgUz_y-k4R_myqXVOC638x3YEEIw%26as%3DS1292222649%253A1684233101964648%26client_id%3D1012551742179-08e23tpqsta8lmp6j7sctdllm1770mjj.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcf4YoE_-0SyPhtC6fTxXkLsI4zd_LKr8teyqIuZBszBeG7zUd7iRwew8ena-MK69JQHofuK6iFcMxNBlylau5vLJJKOUw,http:
es.airbnb.com,Access Denied,403,263,es.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T00:00:00Z,2024-03-15T23:59:59Z,"CN=www.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",www.airbnb.com,"Airbnb, Inc.",a0.muscache.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,12cc9ad7b7662f3e7233c447526be4b2,b41e317e5b0e572d1a58e8d541d80b5636811fd4203bf64748e64700bd73f959,,ctls,es.airbnb.com,443,https://es.airbnb.com:443,https,AkamaiGHost,text/html,GET,104.126.37.153,/,-1227556015,104.126.37.184,10,False,HTTP/3,,,,
es.luxuryretreats.com,Access Denied,403,268,www.airbnb.es,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T00:00:00Z,2024-03-15T23:59:59Z,"CN=www.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",www.airbnb.com,"Airbnb, Inc.",a0.muscache.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,12cc9ad7b7662f3e7233c447526be4b2,b41e317e5b0e572d1a58e8d541d80b5636811fd4203bf64748e64700bd73f959,,ctls,www.airbnb.es,443,https://es.luxuryretreats.com:443,https,AkamaiGHost,text/html,GET,104.126.37.154,/,1275074728,104.126.37.162,10,False,HTTP/3,,,https://www.airbnb.es/luxury,
es.next.airbnb.com,Alojamientos vacacionales y departamentos en Airbnb,200,923805,es.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,es.next.airbnb.com,443,https://es.next.airbnb.com:443,https,nginx,text/html,GET,95.101.111.158,/,160251748,95.101.111.163,7054,False,Ruby on Rails,,,,
est.1-spring-boot-security-saml-active-okta-airbnb.appwww5f.airbnb.app,,404,67,,,,,,,,,,,,,,,,,,,,,80,http://est.1-spring-boot-security-saml-active-okta-airbnb.appwww5f.airbnb.app:80,http,Vercel,text/plain,GET,76.76.21.142,/,1307429962,76.76.21.164,4,False,Vercel,,,,
event-webhook-handler.hoteltonight-test.com,,404,19,event-webhook-handler.hoteltonight-test.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-01T14:42:14Z,2023-12-03T14:42:13Z,CN=*.hoteltonight-test.com,*.hoteltonight-test.com,,*.hoteltonight-test.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,fd08dd99082f98a51107528795bebf17,0d792cd2b9c79074c46921488ef1543c31f9d0eac6441678ad541256e78ffd82,True,ctls,event-webhook-handler.hoteltonight-test.com,443,https://event-webhook-handler.hoteltonight-test.com:443,https,,text/plain,GET,151.101.2.217,/,-138391155,151.101.194.217,2,False,Varnish,fastly,True,,
eventhorizon.dev.next.airbnb.com,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,,,80,http://eventhorizon.dev.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.158,/,-138643000,95.101.111.163,8,False,,,,,
