new,host,a,soa,status_code,cname,aaaa,cdn,cdn-name,ns,txt,has_internal_ips,internal_ips,mx,caa
,cs.airbnb.com,"96.16.54.113, 96.16.54.161","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cs.hoteltonight-test.com,199.232.38.217,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,u2.shared.global.fastly.net,,True,fastly,,,,,,
,csc.uat.next.airbnb.com,"23.0.174.120, 23.0.174.82","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,csg.express.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cskcs.new.next.airbnb.com,"23.12.147.39, 23.12.147.12","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,csm.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cspi.next.airbnb.com,"23.12.147.12, 23.12.147.39","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ctlfrlay.evd.next.airbnb.com,"23.0.174.120, 23.0.174.82","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cveapi.next.airbnb.com,"173.222.106.151, 173.222.106.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cviprep-dev.withairbnb.com,,"ns-1682.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,d1b8f5wn5tufmk.cloudfront.net,,True,cloudfront,"ns-1682.awsdns-18.co.uk, ns-217.awsdns-27.com, ns-713.awsdns-25.net, ns-1307.awsdns-35.org",,,,,
,cviprep.withairbnb.com,"18.244.102.21, 18.244.102.35, 18.244.102.44, 18.244.102.12, 205.251.195.17","ns-1205.awsdns-22.org, awsdns-hostmaster.amazon.com",NOERROR,d1p4nbpkslxwn9.cloudfront.net,,True,cloudfront,"ns-1632.awsdns-12.co.uk, ns-1205.awsdns-22.org, ns-197.awsdns-24.com, ns-785.awsdns-34.net",,,,,
,da.airbnb.com,"96.16.54.161, 96.16.54.113","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,danieapp.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,dashboard.next.airbnb.com,"95.101.111.158, 95.101.111.163","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,dc-110-node-express-okta-idpnode-admin.airbnb.app,"76.76.21.142, 76.76.21.93","ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,dc.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,de.airbnb.com,"2.23.7.42, 2.23.7.24","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,de.next.airbnb.com,"95.101.111.158, 95.101.111.163","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,de.prod.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,demo-hp-cs-airbnb-vercel-bot.airbnb.app,"76.76.21.98, 76.76.21.123","ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,demo.next.airbnb.com,"2.16.241.98, 2.16.241.73","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,demosystem-2018.airbnb.app,"76.76.21.142, 76.76.21.9","ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,dev1110-node-express-okta-idpnode-admin.airbnb.app,"76.76.21.98, 76.76.21.93","ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,devel.next.airbnb.com,"95.101.111.158, 95.101.111.163","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,developer.airbnb.com,"23.213.161.198, 23.213.161.204","dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,dimension.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,divoff82.apiwww.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,dnjsdl79.logs.next.airbnb.com,"2.23.7.42, 2.23.7.24","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,dnm.next.airbnb.com,"23.0.174.120, 23.0.174.82","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,dns2.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,docs.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,docworks.mail33.next.airbnb.com,"95.101.111.163, 95.101.111.158","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,dogfood-dev.next.airbnb.com,"23.12.147.12, 23.12.147.39","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,dolores.mail33.next.airbnb.com,"95.101.111.158, 95.101.111.163","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,donat.p2p.next.airbnb.com,"23.12.147.12, 23.12.147.39","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,dyn.next.airbnb.com,"173.222.106.151, 173.222.106.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,e.airbnb.com,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,v=spf1 mx include:_spf.google.com -all,,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com",
,earth-t-jp.mystique.next.airbnb.com,"96.16.54.113, 96.16.54.161","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,edge.next.airbnb.com,"2.23.7.24, 2.23.7.42","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,eim1.muscache.com,"62.115.252.50, 80.239.137.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,el-covid19-service.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,el.next.airbnb.com,"96.16.54.161, 96.16.54.113","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,election.canary.airbnb.com,54.90.167.43,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-007edd9dfdcc8b344.inst.aws.us-east-1.prod.musta.ch, ec2-54-90-167-43.compute-1.amazonaws.com, i-0197d51dbeeb6481a.inst.aws.us-east-1.prod.musta.ch, ec2-44-206-224-209.compute-1.amazonaws.com, i-0ec94fb46ee986e4f.inst.aws.us-east-1.prod.musta.ch, ec2-34-228-189-34.compute-1.amazonaws.com, i-08fa3def747e16227.inst.aws.us-east-1.prod.musta.ch, ec2-34-235-171-72.compute-1.amazonaws.com, i-0aca4e3a24f103a79.inst.aws.us-east-1.prod.musta.ch, ec2-18-206-40-130.compute-1.amazonaws.com",,,,,,,,,
,email.airbnb.com,"167.89.123.54, 167.89.118.52, 167.89.118.83, 167.89.123.124",,NOERROR,sendgrid.net,,,,,"p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all",,,,"amazonaws.com, godaddy.com"
,email.next.airbnb.com,"2.23.7.42, 2.23.7.24","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,empresa.optustvnow.next.airbnb.com,"2.23.7.42, 2.23.7.24","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,en.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,energy-efficiency-assesment.withairbnb.com,80.75.65.38,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,enfantstar.optustvnow.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,enterprise.new.next.airbnb.com,"2.16.241.98, 2.16.241.73","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,enterpriseregistration.luxuryretreats.com,20.190.137.40,"internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.akadns.net, www.tm.prd.adrs.trafficmanager.net",,True,azure,,,,,,
,es.admin.airbnb.com,34.120.23.133,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,"admin.airbnb.com, admin-airbnb-com.airbnb.tools, iap-prod.airbnb.tools, iap-generic01-global-prod-useast4.airbnb.biz",2600:1901:0:7a6a::,True,google,,,,,,
,es.airbnb.com,"95.100.104.12, 95.100.104.30, 95.100.104.18, 95.100.104.11, 95.100.104.5, 95.100.104.28, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san.airbnb.com.edgekey.net, e118243.a.akamaiedge.net",,,,,,,,,
,es.luxuryretreats.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"luxuryretreats.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,es.next.airbnb.com,"95.100.104.19, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,est.1-spring-boot-security-saml-active-okta-airbnb.appwww5f.airbnb.app,"76.76.21.61, 76.76.21.123","ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,event-webhook-handler.hoteltonight-test.com,"151.101.2.217, 151.101.66.217, 151.101.130.217, 151.101.194.217","ns1.fastly.net, hostmaster.fastly.com",NOERROR,u2.shared.global.fastly.net,,True,fastly,,,,,,
,eventhorizon.dev.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,exchange.next.airbnb.com,"95.100.104.19, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,express.next.airbnb.com,"2.16.241.98, 2.16.241.73","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,eym-xsrvjp.info.next.airbnb.com,"62.115.252.50, 80.239.137.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,fastly-staging.airbnb.com,151.101.45.254,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,ev.airbnb.map.fastly.net,,True,fastly,,,,,,
,fastly-test.airbnb.com,,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,ev.airbnb.map.fastly.net,,True,fastly,,,,,,
,fastly.media.muscache.com,"173.222.106.151, 173.222.106.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,fatsoma.next.airbnb.com,"2.23.7.24, 2.23.7.42","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,feature-1.hoteltonight-test.com,146.75.122.217,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,u2.shared.global.fastly.net,,True,fastly,,,,,,
,feature-miah1.hoteltonight-test.com,,,NOERROR,,,,,,,,,,
,fernanda.p2p.next.airbnb.com,"80.239.137.154, 62.115.252.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,fi.1-spring-boot-security-saml-active-okta-application.airbnb.app,"76.76.21.93, 76.76.21.123","ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,fi.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,file.next.airbnb.com,"2.16.241.98, 2.16.241.73","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,finance.optustvnow.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,flagship.merchdirect.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,flex-dest-ranking-default-airbnb-vercel-bot.airbnb.app,"76.76.21.9, 76.76.21.142","ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,flexakorea1.moodle.next.airbnb.com,"95.100.104.21, 95.100.104.19","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,forum.canary.airbnb.com,34.227.26.97,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-0587b01980efdb3f9.inst.aws.us-east-1.prod.musta.ch, ec2-34-227-26-97.compute-1.amazonaws.com, i-007edd9dfdcc8b344.inst.aws.us-east-1.prod.musta.ch, ec2-54-90-167-43.compute-1.amazonaws.com, i-0197d51dbeeb6481a.inst.aws.us-east-1.prod.musta.ch, ec2-44-206-224-209.compute-1.amazonaws.com, i-02fc6d77b7a1c7fa8.inst.aws.us-east-1.prod.musta.ch, ec2-34-224-61-99.compute-1.amazonaws.com, i-0aca4e3a24f103a79.inst.aws.us-east-1.prod.musta.ch, ec2-18-206-40-130.compute-1.amazonaws.com, i-08fa3def747e16227.inst.aws.us-east-1.prod.musta.ch, ec2-34-235-171-72.compute-1.amazonaws.com",,,,,,,,,
,fr.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,fr.launch.airbnb.app,,"ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,fraud.next.airbnb.com,"96.16.54.161, 96.16.54.113","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,freestyle.new.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,frontend.prod.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,fw.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ga.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gac-rds-external-readonly-preprod.next.airbnb.com,"62.115.252.50, 80.239.137.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gac-rds-external-readonly.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gaia.next.airbnb.com,"2.16.241.73, 2.16.241.98","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gallery.new.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gcom-product-find-dev.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gcom-product-find-qa.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gdo.next.airbnb.com,"23.12.147.39, 23.12.147.12","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gem.res.next.airbnb.com,"95.100.104.19, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gentei-kumanavi-com.new.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ghost.new.next.airbnb.com,"95.100.104.21, 95.100.104.19","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gi38admin.res.next.airbnb.com,"80.239.137.154, 62.115.252.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,git.airbnb.com,"52.3.189.94, 52.201.131.193, 54.82.222.94, 54.84.37.206, 54.86.158.66, 54.243.79.151, 34.230.162.56, 44.206.108.119","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"charon.airbnb.com, charon-elb.airbnb.com, vpc-elb-charon-1316180355.us-east-1.elb.amazonaws.com",,,,,,,,,
,gitlab.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,go.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gold.1-spring-boot-security-saml-active-okta-hubli24.airbnb.app,"76.76.21.241, 76.76.21.93","ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,gopi.merchdirect.next.airbnb.com,"173.222.106.162, 173.222.106.151","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,grafana.iac-dev.airbnb.com,"52.13.201.238, 44.236.205.77","ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1276.awsdns-31.org, ns-160.awsdns-20.com, ns-1972.awsdns-54.co.uk, ns-581.awsdns-08.net",,,,,
,grafana.iac.airbnb.com,"44.225.74.46, 34.215.172.184","ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,greece-0-7.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,greece02.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,greenmart21.optimize.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,guard.1.next.airbnb.com,"62.115.252.50, 80.239.137.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,guitarhero.pictures.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gw.next.airbnb.com,"173.222.106.151, 173.222.106.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gws-api-sandbox.next.airbnb.com,"95.101.111.163, 95.101.111.158","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gws-qa.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gws-rds-external-readonly-uat.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gws-uat.next.airbnb.com,"95.100.104.21, 95.100.104.19","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,gws.next.airbnb.com,"62.115.252.50, 80.239.137.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,hakim.merchdirect.next.airbnb.com,"173.222.106.151, 173.222.106.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,hananoki.instwww.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,hangahokkaido-com.mail33.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,hanif.dev.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,harpreet.rkai.next.airbnb.com,"23.12.147.39, 23.12.147.12","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,hawaii.moodle.next.airbnb.com,"95.100.104.21, 95.100.104.19","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,hdfc.airbnb.app,"76.76.21.98, 76.76.21.22","ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,helpdesk.airbnb.com,54.215.10.45,"ns-1494.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,helpdesk.airgc.net,,,,"ns-1494.awsdns-58.org, ns-1733.awsdns-24.co.uk, ns-886.awsdns-46.net, ns-95.awsdns-11.com",,,,,
,hi.airbnb.com,"95.101.111.163, 95.101.111.158","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,hit.moodle.next.airbnb.com,"184.51.149.97, 184.51.149.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,home.next.airbnb.com,"96.16.54.161, 96.16.54.113","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,homepage-3-3.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,homer.iac-dev.airbnb.com,,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,homer.iac.airbnb.com,"34.215.172.184, 44.225.74.46","ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,hopeless.q.next.airbnb.com,"2.16.241.98, 2.16.241.73","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,hu-region-covid19.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
