input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,final_url,tls_expired
automation.service.mod.gov.uk,Ministry of Defence,200,15191,automation.service.mod.gov.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-02-20T23:59:59Z,CN=*.service.mod.gov.uk,*.service.mod.gov.uk,,service.mod.gov.uk,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,52cb8dc96ba711d919572fa7d3d1e291,ead51e9390a290147361a6a7196dbe4d6f68a21542b88b302c7cba3e5ed55016,True,ctls,automation.service.mod.gov.uk,,443,https://automation.service.mod.gov.uk:443,https,nginx/1.20.1,text/html,GET,20.90.66.223,/,-1298480087,20.90.66.223,Nginx:1.20.1,327,False,,,,,
bader.mod.uk,Just a moment...,403,7065,bader.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=bader.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bader.mod.uk,"Cloudflare, Inc.",*.bader.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",363ea6c354f47fde1c19227f10e2c3a1,5fbf6bdb6ace7b0d9f3f68f3f1840134ab2bdbb6ba9b780138d525b16d0b79aa,True,ctls,bader.mod.uk,cloudflare,443,https://bader.mod.uk:443,https,cloudflare,text/html,GET,104.18.20.53,/,-975033253,2606:4700::6812:1435,HTTP/3,88,False,True,,,,
ballistic-dev.raf.ice.mod.gov.uk,,401,12,ballistic-dev.raf.ice.mod.gov.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-22T23:59:59Z,CN=ballistic-dev.raf.ice.mod.gov.uk,ballistic-dev.raf.ice.mod.gov.uk,,*.ballistic-dev.raf.ice.mod.gov.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0ee2c72c7b87be99f3ee31f480464d5b,d9aab020acdf792215dd7a6bd03924ad4d8f512a77b537f2b27f1a51c364e6ef,True,ctls,ballistic-dev.raf.ice.mod.gov.uk,,443,https://ballistic-dev.raf.ice.mod.gov.uk:443,https,nginx,application/octet-stream,GET,18.169.164.68,/,229361783,18.132.182.163,Nginx,1,False,,,,,
ballistic.raf.ice.mod.gov.uk,502 Bad Gateway,502,122,ballistic.raf.ice.mod.gov.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-22T23:59:59Z,CN=ballistic.raf.ice.mod.gov.uk,ballistic.raf.ice.mod.gov.uk,,*.ballistic.raf.ice.mod.gov.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3362608b172958447fa92dd6ea3ab055,61ec42e16a5c46ccec166552ffeb92a301dc47be75b1d285098f62bffd8696e7,True,ctls,ballistic.raf.ice.mod.gov.uk,,443,https://ballistic.raf.ice.mod.gov.uk:443,https,awselb/2.0,text/html,GET,18.130.27.86,/,590066698,13.41.132.34,,7,False,,,,,
banner.sabre.mod.uk,Defence Relationship Management - GOV.UK,200,100578,www.gov.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-18T14:45:01Z,2024-01-01T17:26:01Z,"CN=www.gov.uk, O=Government Digital Service, L=London, ST=Greater London, C=GB",www.gov.uk,Government Digital Service,gov.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,04141fbc02d876dd10d1b2bc547f8a35,9f1e807971573e98a2a2934d1aafb50857e4957d43f0106e63fb2d8b9d6d1a79,True,ctls,www.gov.uk,fastly,443,https://banner.sabre.mod.uk:443,https,nginx,text/html,GET,151.101.2.30,/,1472757244,2a04:4e42:600::542,Varnish,912,False,True,,www.gstatic.com,https://www.gov.uk/government/groups/defence-relationship-management,
booker.da.mod.uk,Web App - Unavailable,403,1892,booker.da.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2023-08-24T23:59:59Z,CN=booker.da.mod.uk,booker.da.mod.uk,,booker.da.mod.uk,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c41c76a2a93e73ed0d93ecdf05b83a73,90e7038ca1d4adc171df74cecad7199f8fa175c499f4b4edb99512d25a719f03,,ctls,booker.da.mod.uk,azure,443,https://booker.da.mod.uk:443,https,,text/html,GET,51.104.28.74,/,-237335256,51.104.28.74,,74,False,True,,,,
c0074-prod.ice.mod.gov.uk,502 Bad Gateway,502,122,c0074-prod.ice.mod.gov.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-11T23:59:59Z,CN=c0074-prod.ice.mod.gov.uk,c0074-prod.ice.mod.gov.uk,,*.c0074-prod.ice.mod.gov.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0d62a75e5a8f65f0744089ef079c46a6,dc1dc5b740c4dc8884f8ae6dcc9a94d2a77602728a1cee347c2fc647699f84f4,True,ctls,c0074-prod.ice.mod.gov.uk,,443,https://c0074-prod.ice.mod.gov.uk:443,https,nginx,text/html,GET,18.134.114.27,/,590066698,52.56.102.206,Nginx,7,False,,,,,
c0078-prod.ice.mod.gov.uk,403 Forbidden,403,146,c0078-prod.ice.mod.gov.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-25T23:59:59Z,CN=c0078-prod.ice.mod.gov.uk,c0078-prod.ice.mod.gov.uk,,*.c0078-prod.ice.mod.gov.uk,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,76924e138576698e603442bf5d28a3d6,d0a5d2bf86d123955c1f0833bf01b8662a4426391eca06c0c806921fbc5f209e,True,ctls,c0078-prod.ice.mod.gov.uk,,443,https://c0078-prod.ice.mod.gov.uk:443,https,nginx,text/html,GET,35.178.48.72,/,-1561873722,35.178.58.21,Nginx,8,False,,,,,
c0080-prod.ice.mod.gov.uk,403 Forbidden,403,146,c0080-prod.ice.mod.gov.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-03-28T23:59:59Z,CN=c0080-prod.ice.mod.gov.uk,c0080-prod.ice.mod.gov.uk,,*.c0080-prod.ice.mod.gov.uk,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f36c165c518d427e8370052de3e88e53,11481c1247027690d45df78dc2bd74304a1a4d0e24f1898d4468632a9f93ff29,True,ctls,c0080-prod.ice.mod.gov.uk,,443,https://c0080-prod.ice.mod.gov.uk:443,https,nginx,text/html,GET,18.133.24.75,/,-1561873722,18.169.27.60,Nginx,8,False,,,,,
cadets.bader.mod.uk,Just a moment...,403,7105,cadets.bader.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=bader.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bader.mod.uk,"Cloudflare, Inc.",*.bader.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",363ea6c354f47fde1c19227f10e2c3a1,5fbf6bdb6ace7b0d9f3f68f3f1840134ab2bdbb6ba9b780138d525b16d0b79aa,True,ctls,cadets.bader.mod.uk,cloudflare,443,https://cadets.bader.mod.uk:443,https,cloudflare,text/html,GET,104.18.20.53,/,1682448320,2606:4700::6812:1435,HTTP/3,88,False,True,,,,
cadets.defencegateway.mod.uk,,404,18,cadets.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,cadets.defencegateway.mod.uk,cloudflare,443,https://cadets.defencegateway.mod.uk:443,https,cloudflare,text/plain,GET,104.18.14.198,/,-1840324437,104.18.15.198,Microsoft SharePoint,1,False,True,,,,
careers.royalnavy.mod.uk,,403,16,careers.royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=royalnavy.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",royalnavy.mod.uk,"Cloudflare, Inc.",royalnavy.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b2d678a376e30878eb1cf0ce956fd7b,84b15625f3783b00ab76033e749a52d928f05c30ab166f339083ac097024b122,True,ctls,careers.royalnavy.mod.uk,cloudflare,443,https://careers.royalnavy.mod.uk:443,https,cloudflare,text/plain,GET,104.18.16.76,/,1253481126,2606:4700::6812:114c,Cloudflare Bot Management,1,False,True,,,,
challenge.mod.uk,Defence Science and Technology - GOV.UK,200,90391,www.gov.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-18T14:45:01Z,2024-01-01T17:26:01Z,"CN=www.gov.uk, O=Government Digital Service, L=London, ST=Greater London, C=GB",www.gov.uk,Government Digital Service,gov.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,04141fbc02d876dd10d1b2bc547f8a35,9f1e807971573e98a2a2934d1aafb50857e4957d43f0106e63fb2d8b9d6d1a79,True,ctls,www.gov.uk,fastly,443,https://challenge.mod.uk:443,https,nginx,text/html,GET,151.101.0.144,/,1472757244,2a04:4e42:600::144,Varnish,860,False,True,,*.ytimg.com,https://www.gov.uk/government/groups/defence-science-and-technology,
chat.cortisone.dev.iace.mod.gov.uk,Cortisone,200,224629,chat.cortisone.dev.iace.mod.gov.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-18T10:55:55Z,2023-08-16T10:55:54Z,CN=cortisone.dev.iace.mod.gov.uk,cortisone.dev.iace.mod.gov.uk,,cortisone.dev.iace.mod.gov.uk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27d0538f24bcd297727010c828be7390,d3bc1dd35c49a207cae115239c35d49407060b924d33992f18f8928d66562073,,ctls,chat.cortisone.dev.iace.mod.gov.uk,azure,443,https://chat.cortisone.dev.iace.mod.gov.uk:443,https,nginx/1.14.1,text/html,GET,51.11.4.210,/,1662101165,51.11.4.210,Node.js,513,False,True,,,,
chatbot-api-uat.royalnavy.mod.uk,,404,23,chatbot-api-uat.royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-19T00:00:00Z,2024-02-17T23:59:59Z,CN=chatbot-api-uat.royalnavy.mod.uk,chatbot-api-uat.royalnavy.mod.uk,,chatbot-api-uat.royalnavy.mod.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,05e2ac4670c24ab0f71f35b05373588f,4f2eb8e2ebe983c7eeeab55f1695161ec4895d351ba0d6ded61e1dd6fb50e969,,ctls,chatbot-api-uat.royalnavy.mod.uk,cloudfront,443,https://chatbot-api-uat.royalnavy.mod.uk:443,https,,application/json,GET,52.222.236.104,/,631524574,2600:9000:223e:4c00:12:a03a:ca00:93a1,Amazon Web Services,1,False,True,,,,
chatbot-api.royalnavy.mod.uk,,404,23,chatbot-api.royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-10T23:59:59Z,CN=chatbot-api.royalnavy.mod.uk,chatbot-api.royalnavy.mod.uk,,chatbot-api.royalnavy.mod.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,aca7b9f404d358b4ea33a43b5bb75a27,67499390418957eb9a0985d64061182f637faa18781fc7e77daa07804bf1330f,,ctls,chatbot-api.royalnavy.mod.uk,cloudfront,443,https://chatbot-api.royalnavy.mod.uk:443,https,,application/json,GET,99.86.4.38,/,631524574,2600:9000:2057:6a00:3:bbcd:6480:93a1,HTTP/3,1,False,True,,,,
chatbot-frontend-uat.royalnavy.mod.uk,RN Chatbot,200,1751,chatbot-frontend-uat.royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-19T00:00:00Z,2024-02-17T23:59:59Z,CN=chatbot-frontend-uat.royalnavy.mod.uk,chatbot-frontend-uat.royalnavy.mod.uk,,chatbot-frontend-uat.royalnavy.mod.uk,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0faba9bcd18033769663779b29c9206f,8e102ebd78118bdc9b60e186b31e9976c4d7d37c7de45c25c15b54c87652f89d,,ctls,chatbot-frontend-uat.royalnavy.mod.uk,cloudfront,443,https://chatbot-frontend-uat.royalnavy.mod.uk:443,https,AmazonS3,text/html,GET,13.225.78.59,/,-1252041730,2600:9000:21f3:8e00:4:4728:9880:93a1,Amazon Web Services,60,False,True,,,,
cmp.defencegateway.mod.uk,Career Management Portal,200,3996,cmp.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,cmp.defencegateway.mod.uk,cloudflare,443,https://cmp.defencegateway.mod.uk:443,https,cloudflare,text/html,GET,104.18.15.198,/,-2009722838,104.18.14.198,React,1,False,True,,,,
cms.army.mod.uk,,403,16,cms.army.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T00:00:00Z,2023-08-18T23:59:59Z,"CN=army.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",army.mod.uk,"Cloudflare, Inc.",army.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fe2df73ad3b1e8cb346129ebc7d9168c,5b1207fb18a27fec8a6edd8e4693709d58699ee1590f168ed4fb4ef7e71cfa3b,True,ctls,cms.army.mod.uk,cloudflare,443,https://cms.army.mod.uk:443,https,cloudflare,text/plain,GET,104.18.23.40,/,1253481126,2606:4700::6812:1728,Cloudflare Bot Management,1,False,True,,,,
cms.raf.mod.uk,,403,16,cms.raf.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=raf.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",raf.mod.uk,"Cloudflare, Inc.",*.raf.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",148f1cbcf150ff9fb37e193e4e15d298,cae3dfad76b325ecd875d978be2581dc8f0f4b681c5fe2de7baccc30b459e535,True,ctls,cms.raf.mod.uk,cloudflare,443,https://cms.raf.mod.uk:443,https,cloudflare,text/plain,GET,104.18.14.16,/,1253481126,2606:4700::6812:f10,Cloudflare Bot Management,1,False,True,,,,
console-openshift-console.apps.ocp2.azure.dso.digital.mod.uk,403 Forbidden,403,179,console-openshift-console.apps.ocp2.azure.dso.digital.mod.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-16T00:00:00Z,2023-11-16T23:59:59Z,CN=*.apps.ocp2.azure.dso.digital.mod.uk,*.apps.ocp2.azure.dso.digital.mod.uk,,apps.ocp2.azure.dso.digital.mod.uk,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,3a107622c2a5eb8774cc2b42554fc7b9,272c8087085b8cfbee8ab6884071bef2312550ad7eca55c712f5a5b020c796fb,True,ctls,console-openshift-console.apps.ocp2.azure.dso.digital.mod.uk,,443,https://console-openshift-console.apps.ocp2.azure.dso.digital.mod.uk:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.90.66.223,/,1525958878,20.90.66.223,,8,False,,,,,
console-openshift-console.apps.ocp4.azure.dso.digital.mod.uk,403 Forbidden,403,179,console-openshift-console.apps.ocp4.azure.dso.digital.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-16T00:00:00Z,2023-11-16T23:59:59Z,CN=*.apps.ocp4.azure.dso.digital.mod.uk,*.apps.ocp4.azure.dso.digital.mod.uk,,apps.ocp4.azure.dso.digital.mod.uk,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,6512391e88fc2c4021ea7b0b03c92dfc,d7f0939afc9cc508b66039333a6f5ba4cb5dbad26b1918014a7e06472532fa3e,True,ctls,console-openshift-console.apps.ocp4.azure.dso.digital.mod.uk,azure,443,https://console-openshift-console.apps.ocp4.azure.dso.digital.mod.uk:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.50.97.193,/,1525958878,20.50.97.193,,8,False,True,,,,
crm.royalnavy.mod.uk,,403,16,crm.royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=royalnavy.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",royalnavy.mod.uk,"Cloudflare, Inc.",royalnavy.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b2d678a376e30878eb1cf0ce956fd7b,84b15625f3783b00ab76033e749a52d928f05c30ab166f339083ac097024b122,True,ctls,crm.royalnavy.mod.uk,cloudflare,443,https://crm.royalnavy.mod.uk:443,https,cloudflare,text/plain,GET,104.18.17.76,/,1253481126,2606:4700::6812:104c,Cloudflare Bot Management,1,False,True,,,,
cs.defencegateway.mod.uk,Working...,200,4286,sso.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,sso.defencegateway.mod.uk,cloudflare,443,https://cs.defencegateway.mod.uk:443,https,cloudflare,text/html,GET,104.18.14.198,/,-1840324437,104.18.15.198,HSTS,1,False,True,,*.defencegateway.mod.uk,https://sso.defencegateway.mod.uk/adfs/ls?wa=wsignin1.0&wtrealm=https%3a%2f%2fcs.defencegateway.mod.uk%2f_trust%2f&wctx=https%3a%2f%2fcs.defencegateway.mod.uk%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F,
dao.da.mod.uk,Sign in to your account,200,41316,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,azure,443,https://dao.da.mod.uk:443,https,,text/html,GET,20.52.134.77,/,1791687611,20.52.134.77,HSTS,94,False,True,,,https://login.microsoftonline.com/267e129b-fd11-41b9-a908-15fc6967cf17/oauth2/authorize?response_type=code&client_id=0f0c5093-904b-444c-b1c2-239e253d0c6f&scope=openid&nonce=900a578d-1130-4e3f-8e2b-fdfed9b0439d&redirect_uri=https%3a%2f%2fdao.da.mod.uk%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fdao.da.mod.uk%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%224fa36850-2790-42eb-a047-54396da9f40a%22%7d%23EndOfStateParam%23&client-request-id=4fa36850-2790-42eb-a047-54396da9f40a,
dasa.mod.uk,Statistics at MOD - Ministry of Defence - GOV.UK,200,92010,www.gov.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-18T14:45:01Z,2024-01-01T17:26:01Z,"CN=www.gov.uk, O=Government Digital Service, L=London, ST=Greater London, C=GB",www.gov.uk,Government Digital Service,gov.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,04141fbc02d876dd10d1b2bc547f8a35,9f1e807971573e98a2a2934d1aafb50857e4957d43f0106e63fb2d8b9d6d1a79,True,ctls,www.gov.uk,fastly,80,http://dasa.mod.uk:80,http,nginx,text/html,GET,151.101.0.204,/,1472757244,151.101.128.204,Varnish,935,False,True,,https://csp-reporter.publishing.service.gov.uk/report,https://www.gov.uk/government/organisations/ministry-of-defence/about/statistics,
data-ai.service.mod.gov.uk,Ministry of Defence,200,17812,data-ai.service.mod.gov.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-02-20T23:59:59Z,CN=*.service.mod.gov.uk,*.service.mod.gov.uk,,service.mod.gov.uk,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,52cb8dc96ba711d919572fa7d3d1e291,ead51e9390a290147361a6a7196dbe4d6f68a21542b88b302c7cba3e5ed55016,True,ctls,data-ai.service.mod.gov.uk,,443,https://data-ai.service.mod.gov.uk:443,https,nginx/1.20.1,text/html,GET,20.90.66.223,/,-1298480087,20.90.66.223,Nginx:1.20.1,392,False,,,,,
dc.mod.uk,403 Forbidden,403,146,dc.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-18T00:00:00Z,2024-06-15T23:59:59Z,CN=dc.mod.uk,dc.mod.uk,,dctest.mod.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1679f50c8a68524e05e0ed8c3e3e0ed6,eb18661fb8d3c392cc8735d9d13dd9adb457580fa9a53c2968c9a412b5a1ae89,,ctls,dc.mod.uk,,443,https://dc.mod.uk:443,https,nginx,text/html,GET,35.178.58.21,/,-1561873722,35.178.48.72,Nginx,8,False,,,,,
dctest.defencegateway.mod.uk,403 Forbidden,403,146,dctest.defencegateway.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-02-16T23:59:59Z,CN=*.defencegateway.mod.uk,*.defencegateway.mod.uk,,*.defencegateway.mod.uk,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,76d0634d5c48836d108601684eaee4be,fd460d62c59f92fbbd3b798fa12c3e539de74ab30ae02878cef6e7eff863be2b,True,ctls,dctest.defencegateway.mod.uk,,443,https://dctest.defencegateway.mod.uk:443,https,nginx,text/html,GET,35.178.48.72,/,-1561873722,35.178.58.21,Nginx,8,False,,,,,
dctest.mod.uk,403 Forbidden,403,146,dctest.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-18T00:00:00Z,2024-06-15T23:59:59Z,CN=dc.mod.uk,dc.mod.uk,,dctest.mod.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1679f50c8a68524e05e0ed8c3e3e0ed6,eb18661fb8d3c392cc8735d9d13dd9adb457580fa9a53c2968c9a412b5a1ae89,,ctls,dctest.mod.uk,,443,https://dctest.mod.uk:443,https,nginx,text/html,GET,35.178.58.21,/,-1561873722,35.178.48.72,Nginx,8,False,,,,,
defenceacademy.mod.uk,DAMOD,200,30428,www.da.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-04-21T00:00:00Z,2024-04-20T23:59:59Z,CN=www.da.mod.uk,www.da.mod.uk,,da.mod.uk,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,61252bc0bd80ef2b55bd05d75fb92a7a,edfad20fe67b4e178a65eb3c3b221bc9657b286bbd6b2c81c826e109a14682c1,,ctls,www.da.mod.uk,,443,https://defenceacademy.mod.uk:443,https,openresty,text/html,GET,96.45.83.128,/,-759194568,103.15.170.48,Squiz Matrix,815,False,,,,https://www.da.mod.uk/,
defenceimagery.mod.uk,"Home Page - Welcome to Defence Imagery, where official Royal Navy, Army, RAF, and Ministry of Defence images and videos are available for download.",200,86745,www.defenceimagery.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-28T00:00:00Z,2024-03-27T23:59:59Z,"CN=www.defenceimagery.mod.uk, O=UK Ministry of Defence, L=London, C=GB",www.defenceimagery.mod.uk,UK Ministry of Defence,www.defenceimagery.mod.uk,"CN=Thawte TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte TLS RSA CA G1,DigiCert Inc,63f907bb2c59a264c2e03bf37b86bc6f,c6482d35609bde1b354e677f1d680a8542a0cb861946e8b0545ee356f7741676,,ctls,www.defenceimagery.mod.uk,,443,https://defenceimagery.mod.uk:443,https,Kestrel,text/html,GET,5.187.26.88,/,1714103864,5.187.26.88,Microsoft ASP.NET,798,False,,,,https://www.defenceimagery.mod.uk/,
