input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,method,host,path,favicon,a_,lines,failed,cdn_name,webserver,content_type,tech_,cdn,tls_expired,tls_self_signed,tls_mismatched,tls_subject_org_,final_url,csp_domains_
deliveroo.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://deliveroo.crawlera.com:80,http,GET,64.58.117.142,/,-1840324437,2605:f480:27:8::b,1,False,,,,Basic,,,,,,,
developerapi.scrapinghub.com,,401,117,developerapi.scrapinghub.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-29T04:10:25Z,2023-09-27T04:10:24Z,CN=scrapinghub.com,scrapinghub.com,scrapinghub.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0ef8538a150f95f4499dd2f66ca71263,378826ea1fe6daa00835197151b156a517e9ff3a2789a672288e0f92fb9ad8d8,True,ctls,developerapi.scrapinghub.com,443,https://developerapi.scrapinghub.com:443,https,GET,35.211.53.19,/,951987444,35.211.53.19,1,False,google,,application/problem+json,HSTS,True,,,,,,
dex.shu01.scrapinghub.com,,404,19,dex.shu01.scrapinghub.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-29T03:07:33Z,2023-08-27T03:07:32Z,CN=dex.shu01.scrapinghub.com,dex.shu01.scrapinghub.com,dex.shu01.scrapinghub.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,511a3cdc2ab19335b7f316b10b91f8fb,87fb8247c4d1390bbcdb935c6c6974d0590a33c683f42df219ee746c61fdac43,,ctls,dex.shu01.scrapinghub.com,443,https://dex.shu01.scrapinghub.com:443,https,GET,142.0.203.196,/,-138391155,142.0.203.196,2,False,,nginx/1.17.7,text/plain,Nginx:1.17.7,,,,,,,
digitalstakeout.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://digitalstakeout.crawlera.com:80,http,GET,64.58.126.142,/,-1840324437,2605:f480:27:1::b,1,False,,,,Basic,,,,,,,
doc.scrapinghub.com,Zyte documentation,200,41849,docs.zyte.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-23T01:04:08Z,2023-08-21T01:04:07Z,CN=docs.zyte.com,docs.zyte.com,docs.zyte.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,24be490930efa6a3746cc7c7be30772b,51cde6fea57fb9901f74fd60e0fb2a0ff5b8f5d27da811b8c96522dc487582ce,,ctls,docs.zyte.com,443,https://doc.scrapinghub.com:443,https,GET,3.222.50.157,/,-510939600,3.222.50.157,606,False,,GitHub.com,text/html,Varnish,,,,,,https://docs.zyte.com,
docs.scrapinghub.com,Sign in - Google Accounts,200,1509,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:21:20Z,2023-09-11T08:21:19Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,356ce917eecdafd8f0964fab2c01c648,5ef40e8e31e911278e5335d41c69a84dd90bf0acba633d6fa7c761005296d8e0,,ctls,www.google.com,80,http://docs.scrapinghub.com:80,http,GET,142.250.186.115,/,25678215,2a00:1450:4001:829::2013,32,False,,GSE,text/html,OpenGSE,,,,,,https://www.google.com/a/scrapinghub.com/ServiceLogin?service=wise&passive=1209600&osid=1&continue=https://drive.google.com/a/scrapinghub.com/&followup=https://drive.google.com/a/scrapinghub.com/&faa=1,url=https://www.google.com/accounts/AccountChooser?hd=scrapinghub.com&continue=https%3A%2F%2Fdrive.google.com%2Fa%2Fscrapinghub.com%2F&followup=https%3A%2F%2Fdrive.google.com%2Fa%2Fscrapinghub.com%2F&osid=1&service=wise&faa=1
doctolib.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://doctolib.crawlera.com:80,http,GET,64.58.125.178,/,-1840324437,2605:f480:23::2a,1,False,,,,Basic,,,,,,,
dubsado.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://dubsado.crawlera.com:80,http,GET,64.58.117.143,/,-1840324437,2605:f480:27:1::c,1,False,,,,Basic,,,,,,,
eco.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://eco.crawlera.com:80,http,GET,64.58.125.167,/,-1840324437,2605:f480:27:8::1f,1,False,,,,Basic,,,,,,,
ecovadis.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://ecovadis.crawlera.com:80,http,GET,64.58.117.149,/,-1840324437,2605:f480:23::12,1,False,,,,Basic,,,,,,,
edmunds.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://edmunds.crawlera.com:80,http,GET,64.58.117.187,/,-1840324437,2605:f480:27:1::18,1,False,,,,Basic,,,,,,,
email.mg.scrapinghub.com,,404,19,email.mg.scrapinghub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T12:35:34Z,2023-08-13T12:35:33Z,CN=mailgun.org,mailgun.org,mailgun.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d521a95085a59a97913c11bc27ceecb7,f34f45dc01014dac33aa79d159daa5448bc85b3632d23b8e9182639d28097120,,ctls,email.mg.scrapinghub.com,443,https://email.mg.scrapinghub.com:443,https,GET,34.102.239.211,/,-138391155,34.102.239.211,2,False,google,,text/plain,,True,,,True,,,
experience.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://experience.crawlera.com:80,http,GET,64.58.117.183,/,-1840324437,2605:f480:27:8::14,1,False,,,,Basic,,,,,,,
explore.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://explore.crawlera.com:80,http,GET,64.58.117.169,/,-1840324437,2605:f480:27:8::6,1,False,,,,Basic,,,,,,,
ey.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://ey.crawlera.com:80,http,GET,64.58.126.146,/,-1840324437,2605:f480:23::f,1,False,,,,Basic,,,,,,,
feedvisor.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://feedvisor.crawlera.com:80,http,GET,64.58.117.187,/,-1840324437,2605:f480:23::18,1,False,,,,Basic,,,,,,,
fidelity.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://fidelity.crawlera.com:80,http,GET,64.58.125.185,/,-1840324437,2605:f480:27:8::31,1,False,,,,Basic,,,,,,,
gab.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://gab.crawlera.com:80,http,GET,64.58.117.187,/,-1840324437,2605:f480:23::18,1,False,,,,Basic,,,,,,,
gao.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://gao.crawlera.com:80,http,GET,64.58.117.180,/,-1840324437,2605:f480:23::11,1,False,,,,Basic,,,,,,,
gmt.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://gmt.crawlera.com:80,http,GET,64.58.126.142,/,-1840324437,2605:f480:23::b,1,False,,,,Basic,,,,,,,
groups.scrapinghub.com,Sign in - Google Accounts,200,584067,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:21:21Z,2023-09-11T08:21:20Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7ca79e3005c064e43ffa55bbc2b1fe35,a7ae3b98a859a2cfbc7c67481a42916bc9762b82346d09cc612a57310ce6c82e,True,ctls,accounts.google.com,80,http://groups.scrapinghub.com:80,http,GET,172.217.23.115,/,-1051850939,2a00:1450:4001:811::2013,76,False,,ESF,text/html,HTTP/3,,,,,,https://accounts.google.com/v3/signin/identifier?dsh=S2013529072%3A1689475119316340&continue=https%3A%2F%2Fgroups.google.com%2Fmy-groups&followup=https%3A%2F%2Fgroups.google.com%2Fmy-groups&ifkv=AeDOFXjVnnqs8e1bANR6xG1RZlmKZ3lr61uZfkETCWtUsQr2NZis5wqQ5qKpBQ021VsqmAtbbc5RkA&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin,
gsoc2015.scrapinghub.com,Open Source - Zyte (formerly Scrapinghub) #1 Web Scraping Service,200,176655,www.zyte.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-01T11:29:24Z,2023-08-30T11:29:23Z,CN=www.zyte.com,www.zyte.com,www.zyte.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,30af875c87764ead5dfff76255a1e272,38e58472f1cebfe38e573786013df43b677c06d4f9ae1a59daf89e68f7f85766,,ctls,www.zyte.com,443,https://gsoc2015.scrapinghub.com:443,https,GET,3.222.50.157,/,-1868033605,3.222.50.157,823,False,,Vercel,text/html,Yoast SEO:20.10,,,,,,https://www.zyte.com/open-source/,
gsoc2016.scrapinghub.com,Open Source - Zyte (formerly Scrapinghub) #1 Web Scraping Service,200,176655,www.zyte.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-01T11:29:24Z,2023-08-30T11:29:23Z,CN=www.zyte.com,www.zyte.com,www.zyte.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,30af875c87764ead5dfff76255a1e272,38e58472f1cebfe38e573786013df43b677c06d4f9ae1a59daf89e68f7f85766,,ctls,www.zyte.com,443,https://gsoc2016.scrapinghub.com:443,https,GET,3.222.50.157,/,-1868033605,3.222.50.157,823,False,,Vercel,text/html,Yoast SEO:20.10,,,,,,https://www.zyte.com/open-source/,
gsoc2018.scrapinghub.com,Open Source - Zyte (formerly Scrapinghub) #1 Web Scraping Service,200,176655,www.zyte.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-01T11:29:24Z,2023-08-30T11:29:23Z,CN=www.zyte.com,www.zyte.com,www.zyte.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,30af875c87764ead5dfff76255a1e272,38e58472f1cebfe38e573786013df43b677c06d4f9ae1a59daf89e68f7f85766,,ctls,www.zyte.com,443,https://gsoc2018.scrapinghub.com:443,https,GET,3.222.50.157,/,-1868033605,3.222.50.157,823,False,,Vercel,text/html,Yoast SEO:20.10,,,,,,https://www.zyte.com/open-source/,
gsoc2019.scrapinghub.com,Open Source - Zyte (formerly Scrapinghub) #1 Web Scraping Service,200,176655,www.zyte.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-01T11:29:24Z,2023-08-30T11:29:23Z,CN=www.zyte.com,www.zyte.com,www.zyte.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,30af875c87764ead5dfff76255a1e272,38e58472f1cebfe38e573786013df43b677c06d4f9ae1a59daf89e68f7f85766,,ctls,www.zyte.com,443,https://gsoc2019.scrapinghub.com:443,https,GET,3.222.50.157,/,-1868033605,3.222.50.157,823,False,,Vercel,text/html,Yoast SEO:20.10,,,,,,https://www.zyte.com/open-source/,
gsoc2020.scrapinghub.com,Open Source - Zyte (formerly Scrapinghub) #1 Web Scraping Service,200,176655,www.zyte.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-01T11:29:24Z,2023-08-30T11:29:23Z,CN=www.zyte.com,www.zyte.com,www.zyte.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,30af875c87764ead5dfff76255a1e272,38e58472f1cebfe38e573786013df43b677c06d4f9ae1a59daf89e68f7f85766,,ctls,www.zyte.com,443,https://gsoc2020.scrapinghub.com:443,https,GET,3.222.50.157,/,-1868033605,3.222.50.157,823,False,,Vercel,text/html,Yoast SEO:20.10,,,,,,https://www.zyte.com/open-source/,
gsoc2021.scrapinghub.com,Open Source - Zyte (formerly Scrapinghub) #1 Web Scraping Service,200,176655,www.zyte.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-01T11:29:24Z,2023-08-30T11:29:23Z,CN=www.zyte.com,www.zyte.com,www.zyte.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,30af875c87764ead5dfff76255a1e272,38e58472f1cebfe38e573786013df43b677c06d4f9ae1a59daf89e68f7f85766,,ctls,www.zyte.com,443,https://gsoc2021.scrapinghub.com:443,https,GET,3.222.50.157,/,-1868033605,3.222.50.157,823,False,,Vercel,text/html,Yoast SEO:20.10,,,,,,https://www.zyte.com/open-source/,
haystack.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://haystack.crawlera.com:80,http,GET,64.58.125.178,/,-1840324437,2605:f480:23::2a,1,False,,,,Basic,,,,,,,
help.scrapinghub.com,Support - Zyte,200,61808,support.zyte.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-26T16:40:26Z,2023-08-24T16:40:25Z,CN=support.zyte.com,support.zyte.com,support.zyte.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,497d75a587bd214126ee73fcbdf589ed,07a0ea20f74ec8fe63e4952837f46c3017fea05eb843ba4177baa6029ab147d4,,ctls,support.zyte.com,80,http://help.scrapinghub.com:80,http,GET,52.217.73.163,/,-242010128,52.216.76.3,1226,False,,fwe,text/html,Ruby on Rails,,,,,,https://support.zyte.com/support/home,
helpdesk.scrapinghub.com,Support - Zyte,200,61808,support.zyte.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-26T16:40:26Z,2023-08-24T16:40:25Z,CN=support.zyte.com,support.zyte.com,support.zyte.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,497d75a587bd214126ee73fcbdf589ed,07a0ea20f74ec8fe63e4952837f46c3017fea05eb843ba4177baa6029ab147d4,,ctls,support.zyte.com,443,https://helpdesk.scrapinghub.com:443,https,GET,3.222.50.157,/,-1611011004,3.222.50.157,1226,False,,fwe,text/html,Ruby on Rails,,,,,,https://support.zyte.com/support/home,
heyday.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://heyday.crawlera.com:80,http,GET,64.58.117.176,/,-1840324437,2605:f480:27:8::d,1,False,,,,Basic,,,,,,,
hogwarts.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://hogwarts.crawlera.com:80,http,GET,64.58.126.147,/,-1840324437,2605:f480:23::10,1,False,,,,Basic,,,,,,,
httpbin.scrapinghub.com,401 Authorization Required,401,179,httpbin.scrapinghub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-03T21:43:57Z,2023-11-03T21:24:05Z,CN=*.scrapinghub.com,*.scrapinghub.com,scrapinghub.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",7f36f35b659820313b1d2a94882f53ae,908785b6d30b94a551fd8ceb08f2da7b8d865dcebc9e54ebf7f571a01bdac9b1,True,ctls,httpbin.scrapinghub.com,443,https://httpbin.scrapinghub.com:443,https,GET,65.108.73.221,/,950601584,65.108.73.221,8,False,,nginx/1.21.6,text/html,Nginx:1.21.6,,,,,,,
huawei.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://huawei.crawlera.com:80,http,GET,64.58.117.173,/,-1840324437,2605:f480:23::a,1,False,,,,Basic,,,,,,,
i.scrapinghub.com,,200,,i.scrapinghub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-03T21:43:57Z,2023-11-03T21:24:05Z,CN=*.scrapinghub.com,*.scrapinghub.com,scrapinghub.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",7f36f35b659820313b1d2a94882f53ae,908785b6d30b94a551fd8ceb08f2da7b8d865dcebc9e54ebf7f571a01bdac9b1,True,ctls,i.scrapinghub.com,443,https://i.scrapinghub.com:443,https,GET,18.193.88.233,/,-138391155,18.193.88.233,1,False,,,,,,,,,,,
ifood.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://ifood.crawlera.com:80,http,GET,64.58.117.142,/,-1840324437,2605:f480:27:8::b,1,False,,,,Basic,,,,,,,
images-3.scrapinghub.com,,200,,images-3.scrapinghub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-03T21:43:57Z,2023-11-03T21:24:05Z,CN=*.scrapinghub.com,*.scrapinghub.com,scrapinghub.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",7f36f35b659820313b1d2a94882f53ae,908785b6d30b94a551fd8ceb08f2da7b8d865dcebc9e54ebf7f571a01bdac9b1,True,ctls,images-3.scrapinghub.com,443,https://images-3.scrapinghub.com:443,https,GET,3.122.240.218,/,-138391155,3.122.240.218,1,False,,,,,,,,,,,
images.scrapinghub.com,,200,,images.scrapinghub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-03T21:43:57Z,2023-11-03T21:24:05Z,CN=*.scrapinghub.com,*.scrapinghub.com,scrapinghub.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",7f36f35b659820313b1d2a94882f53ae,908785b6d30b94a551fd8ceb08f2da7b8d865dcebc9e54ebf7f571a01bdac9b1,True,ctls,images.scrapinghub.com,443,https://images.scrapinghub.com:443,https,GET,3.122.240.218,/,-138391155,3.122.240.218,1,False,,,,,,,,,,,
impala.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://impala.crawlera.com:80,http,GET,64.58.125.185,/,-1840324437,2605:f480:23::31,1,False,,,,Basic,,,,,,,
info.scrapinghub.com,World's Leading Web Scraping Service | Zyte,200,133250,www.zyte.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-01T11:29:24Z,2023-08-30T11:29:23Z,CN=www.zyte.com,www.zyte.com,www.zyte.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,30af875c87764ead5dfff76255a1e272,38e58472f1cebfe38e573786013df43b677c06d4f9ae1a59daf89e68f7f85766,,ctls,www.zyte.com,443,https://info.scrapinghub.com:443,https,GET,3.222.50.157,/,,3.222.50.157,18,False,,Vercel,text/html,Vercel,,,,,,https://www.zyte.com/,
int8.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://int8.crawlera.com:80,http,GET,64.58.117.138,/,-1840324437,2605:f480:23::7,1,False,,,,Basic,,,,,,,
intranet.scrapinghub.com,World's Leading Web Scraping Service | Zyte,200,133250,www.zyte.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-01T11:29:24Z,2023-08-30T11:29:23Z,CN=www.zyte.com,www.zyte.com,www.zyte.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,30af875c87764ead5dfff76255a1e272,38e58472f1cebfe38e573786013df43b677c06d4f9ae1a59daf89e68f7f85766,,ctls,www.zyte.com,443,https://intranet.scrapinghub.com:443,https,GET,65.108.69.148,/,-1997139494,65.108.69.148,18,False,,Vercel,text/html,Vercel,,,,,,https://www.zyte.com,
intrepid.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://intrepid.crawlera.com:80,http,GET,64.58.117.179,/,-1840324437,2605:f480:27:1::10,1,False,,,,Basic,,,,,,,
ist.scrapinghub.com,Not Found,404,179,ist.scrapinghub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-11T10:20:26Z,2023-10-09T11:02:12Z,CN=ist.scrapinghub.com,ist.scrapinghub.com,ist.scrapinghub.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,cec3f2e96f3290bf912556eff3b3d96e,d6479aaed763f2c7f3c947c28f7a6640ebf5784d4a0c5c20b8309c5c719ae9fb,,ctls,ist.scrapinghub.com,443,https://ist.scrapinghub.com:443,https,GET,142.250.186.179,/,-909858089,2a00:1450:4001:82b::2013,11,False,,Google Frontend,text/html,HSTS,,,,,,,
jameshardie.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://jameshardie.crawlera.com:80,http,GET,64.58.126.141,/,-1840324437,2605:f480:27:1::a,1,False,,,,Basic,,,,,,,
jefe.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://jefe.crawlera.com:80,http,GET,64.58.126.142,/,-1840324437,2605:f480:27:1::b,1,False,,,,Basic,,,,,,,
jenkins-artifacts.scrapinghub.com,,404,21,jenkins-artifacts.scrapinghub.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T10:51:13Z,2023-08-20T10:51:12Z,CN=jenkins.scrapinghub.com,jenkins.scrapinghub.com,jenkins.scrapinghub.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d6bce19f55fae97ba501cd02b0da751a,4b4847c9c5370a2f70b6167058eca4d40b64c82b3bdd46549ff40a61079e8ed3,,ctls,jenkins-artifacts.scrapinghub.com,443,https://jenkins-artifacts.scrapinghub.com:443,https,GET,173.0.152.20,/,-1669793162,173.0.152.20,1,False,,nginx/1.17.7,text/plain,Nginx:1.17.7,,,,True,,,
jenkins-example-stg.shu01.scrapinghub.com,,200,27,jenkins-example-stg.shu01.scrapinghub.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-24T03:15:45Z,2023-09-22T03:15:44Z,CN=jenkins-example-stg.shu01.scrapinghub.com,jenkins-example-stg.shu01.scrapinghub.com,jenkins-example-stg.shu01.scrapinghub.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a40755e759e545553fdc465b69921f32,16cd7dd69a6595617eeddebc4db230bbac101d87a71dc4ce1c7e86b0047a3a59,,ctls,jenkins-example-stg.shu01.scrapinghub.com,443,https://jenkins-example-stg.shu01.scrapinghub.com:443,https,GET,173.0.152.20,/,-986470109,173.0.152.20,1,False,,nginx/1.17.7,text/html,Nginx:1.17.7,,,,,,,
jenkins.scrapinghub.com,,403,585,jenkins.scrapinghub.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T10:51:13Z,2023-08-20T10:51:12Z,CN=jenkins.scrapinghub.com,jenkins.scrapinghub.com,jenkins.scrapinghub.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d6bce19f55fae97ba501cd02b0da751a,4b4847c9c5370a2f70b6167058eca4d40b64c82b3bdd46549ff40a61079e8ed3,,ctls,jenkins.scrapinghub.com,443,https://jenkins.scrapinghub.com:443,https,GET,142.0.203.196,/,81586312,142.0.203.196,8,False,,nginx/1.17.7,text/html,Nginx:1.17.7,,,,,,,
joa.test01.uncork-dev.gke.scrapinghub.com,,404,72,joa.test01.uncork-dev.gke.scrapinghub.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-26T07:58:18Z,2023-05-26T07:58:18Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4e4d53850b5ef0366c34e15a78c20d3c,bc3cd5edb7bac4dc46211ee8e65e901105c712cdedd8a77ec6829b5984882319,,ctls,joa.test01.uncork-dev.gke.scrapinghub.com,443,https://joa.test01.uncork-dev.gke.scrapinghub.com:443,https,GET,35.196.37.3,/,1854402423,35.196.37.3,1,False,google,,text/plain,HSTS,True,True,True,True,Acme Co,,
jobs.intigriti.com,ERROR: The request could not be satisfied,403,919,jobs.intigriti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.intigriti.com,*.intigriti.com,intigriti.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,bd6aac0f613e1ba174ab6213a041503c,03dafd7c442aa1da7f01ac90b09dec3079ece3f947a6f60c67a303da6e111aac,True,ctls,jobs.intigriti.com,443,https://jobs.intigriti.com:443,https,GET,108.138.7.34,/,301311684,108.138.7.24,20,False,cloudfront,CloudFront,text/html,Amazon Web Services,True,,,,,,
justeat.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://justeat.crawlera.com:80,http,GET,64.58.117.173,/,-1840324437,2605:f480:27:8::a,1,False,,,,Basic,,,,,,,
kumo-console-console-helm-chart.k03.shu01.scrapinghub.com,404: Not Found,404,69,kumo-console-console-helm-chart.k03.shu01.scrapinghub.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-15T06:36:16Z,2023-10-13T06:36:15Z,CN=kumo-console-console-helm-chart.k03.shu01.scrapinghub.com,kumo-console-console-helm-chart.k03.shu01.scrapinghub.com,kumo-console-console-helm-chart.k03.shu01.scrapinghub.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,665c8a6f018b806b88357ae67d3e6c31,a0959516f4765914e7d4e87129699f9974de9f5895b94b7fdf778d143116a497,,ctls,kumo-console-console-helm-chart.k03.shu01.scrapinghub.com,443,https://kumo-console-console-helm-chart.k03.shu01.scrapinghub.com:443,https,GET,142.0.203.196,/,2038213217,142.0.203.196,1,False,,nginx/1.17.7,text/html,Nginx:1.17.7,,,,,,,
landmark.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://landmark.crawlera.com:80,http,GET,64.58.117.179,/,-1840324437,2605:f480:23::10,1,False,,,,Basic,,,,,,,
lay01-mo001.scrapinghub.com,Grafana,200,49116,lay01-mo001.scrapinghub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-03T21:43:57Z,2023-11-03T21:24:05Z,CN=*.scrapinghub.com,*.scrapinghub.com,scrapinghub.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",7f36f35b659820313b1d2a94882f53ae,908785b6d30b94a551fd8ceb08f2da7b8d865dcebc9e54ebf7f571a01bdac9b1,True,ctls,lay01-mo001.scrapinghub.com,443,https://lay01-mo001.scrapinghub.com:443,https,GET,136.243.139.88,/,-1720836166,136.243.139.88,192,False,,nginx,text/html,Nginx,,,,,,https://lay01-mo001.scrapinghub.com/graph/login,
learn.scrapinghub.com,The Scrapy tutorial part I: Learn How To Use Scrapy for Web Scraping - Zyte (formerly Scrapinghub) #1 Web Scraping Service,200,180026,www.zyte.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-01T11:29:24Z,2023-08-30T11:29:23Z,CN=www.zyte.com,www.zyte.com,www.zyte.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,30af875c87764ead5dfff76255a1e272,38e58472f1cebfe38e573786013df43b677c06d4f9ae1a59daf89e68f7f85766,,ctls,www.zyte.com,443,https://learn.scrapinghub.com:443,https,GET,3.222.50.157,/,-1355344843,3.222.50.157,892,False,,Vercel,text/html,YouTube,,,,,,https://www.zyte.com/learn/how-to-get-started-with-web-scraping-using-scrapy/,
