input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url,tls_expired
activitycount.sit.ls.hereapi.com,,404,82,activitycount.sit.ls.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-28T18:16:14Z,2024-04-28T18:16:13Z,"CN=activitycount.sit.ls.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",activitycount.sit.ls.hereapi.com,HERE Global BV,activitycount.api.platform.sit.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c4adf045b7542f4ce1f25e2be599ce24,d75e4c61c4c290ec2b7fc1e9fb3e03f6ffaacd746f00b322ebc6313444e98c11,,ctls,activitycount.sit.ls.hereapi.com,,443,https://activitycount.sit.ls.hereapi.com:443,https,openresty,application/json,GET,63.32.176.165,/,773716359,54.220.28.47,OpenResty,2,False,,,,
addp.api.platform.here.com,403 Forbidden,403,150,addp.api.platform.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-15T18:16:05Z,2024-05-16T18:16:04Z,"CN=addp.api.platform.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",addp.api.platform.here.com,HERE Global BV,addp.api.platform.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,79df49341fe3bf7f29e0ac2d63e7f338,27a8ac345f6d39e55d612f3f9aa53d381fc32938d8a38605128baca6f53db081,,ctls,addp.api.platform.here.com,,443,https://addp.api.platform.here.com:443,https,openresty,text/html,GET,15.164.53.144,/,29599957,3.39.73.22,OpenResty,8,False,,,,
admin-stg.tracking.here.com,ERROR: The request could not be satisfied,403,919,admin-stg.tracking.here.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-17T07:56:03Z,2024-04-17T07:56:02Z,"CN=*.tracking.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",*.tracking.here.com,HERE Global BV,tracking.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,578f7f63965b89c30190521ccd99eb19,0c7dfc545c8572935a7ae42ef0698f6861761b41aa1948d3932c4bdc8ddcc0f0,True,ctls,admin-stg.tracking.here.com,cloudfront,443,https://admin-stg.tracking.here.com:443,https,CloudFront,text/html,GET,65.9.66.92,/,1742894120,65.9.66.3,Amazon Web Services,20,False,True,,,
administration.ls.hereapi.com,,404,207,administration.ls.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-10T12:21:02Z,2024-03-13T12:16:10Z,"CN=komainu.cc.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",komainu.cc.api.here.com,HERE Global BV,*.komainu.cc.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,d2a920c840dd5f1e9699c4b79c983d10,c6ca8655e2d1cb0cf8bdba311a4f82483e965d573ee2cb6ee1c15493f3b6b051,True,ctls,administration.ls.hereapi.com,,443,https://administration.ls.hereapi.com:443,https,openresty,application/json,GET,52.51.206.139,/,327877625,52.211.72.95,OpenResty,1,False,,,,
adpc.api.platform.here.com,403 Forbidden,403,552,adpc.api.platform.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-25T12:16:04Z,2024-04-25T12:16:03Z,"CN=adpc.api.platform.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",adpc.api.platform.here.com,HERE Global BV,adpc.api.platform.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,19aa9f7b618248252f6db756c7e51633,7d104fcf7c3e218ef489fed1c5223fd3c519db3779625f524ab8a3784d331f3a,,ctls,adpc.api.platform.here.com,,443,https://adpc.api.platform.here.com:443,https,openresty,text/html,GET,13.125.120.230,/,1863729039,13.125.27.95,OpenResty,14,False,,,,
amum.cit.cc.api.here.com,,404,82,amum.cit.cc.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-28T12:16:11Z,2023-12-30T12:16:10Z,"CN=amum.cit.cc.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",amum.cit.cc.api.here.com,HERE Global BV,*.amum.cit.cc.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,201fbe2df6be43cc56183d2f26cb39e0,008101461be45149d22176c1d770f6397cc44616c27406b3238933b06dc1d5e8,True,ctls,amum.cit.cc.api.here.com,,443,https://amum.cit.cc.api.here.com:443,https,openresty,application/json,GET,52.17.214.148,/,773716359,34.255.77.72,OpenResty,2,False,,,,
amum.ctt.cc.api.here.com,,404,82,amum.ctt.cc.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-28T12:16:02Z,2023-12-30T12:16:01Z,"CN=amum.ctt.cc.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",amum.ctt.cc.api.here.com,HERE Global BV,eu-west-1-ctt-amum.api-gateway.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f42caa63b49a7b9147a90c6ea9da5491,afd3d75cc3829f40b65b86a9f5fc3c629a762a9968d6466f6a5898b5d4d4bc9e,True,ctls,amum.ctt.cc.api.here.com,,443,https://amum.ctt.cc.api.here.com:443,https,openresty,application/json,GET,34.242.173.157,/,773716359,54.228.39.10,OpenResty,2,False,,,,
ap-northeast-1.search.hereapi.com,,404,82,ap-northeast-1.search.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-15T18:16:20Z,2024-06-15T18:16:19Z,"CN=search.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",search.hereapi.com,HERE Global BV,places.hybrid.cc.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9e0db8fc520878954d74ce93314d2035,1c35fb0d6ec61a0c527d6d56312bd2c0e06ddac0a0471144cb1bb5576d0e4183,True,ctls,ap-northeast-1.search.hereapi.com,,443,https://ap-northeast-1.search.hereapi.com:443,https,openresty,application/json,GET,13.251.33.24,/,773716359,13.250.225.147,OpenResty,2,False,,,,
ap-southeast-1-cit-ams.api-gateway.ls.hereapi.com,,404,82,ap-southeast-1-cit-ams.api-gateway.ls.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-29T07:26:06Z,2023-09-30T07:26:05Z,"CN=ap-southeast-1-prd-ams.api-gateway.ls.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",ap-southeast-1-prd-ams.api-gateway.ls.hereapi.com,HERE Global BV,ap-southeast-1-cit-ams.api-gateway.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c59754560abd1d2ed63909a984816cc7,d47e89af9cce12bcaa823f22077413b8b2864a53fb8d8f53caa959cf6fa141a6,,ctls,ap-southeast-1-cit-ams.api-gateway.ls.hereapi.com,,443,https://ap-southeast-1-cit-ams.api-gateway.ls.hereapi.com:443,https,openresty,application/json,GET,13.229.42.31,/,773716359,52.76.46.54,OpenResty,2,False,,,,
ap-southeast-1-traffictilev2-cit.api-gateway.ls.hereapi.com,,404,82,ap-southeast-1-traffictilev2-cit.api-gateway.ls.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-11-17T15:16:02Z,2023-12-19T15:16:01Z,"CN=traffictile.traffic.cit.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",traffictile.traffic.cit.api.here.com,HERE Global BV,tiles.traffic.cit.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,df7283229bd65eae585b6f4ab67023de,6bb49c8c4608fbb96a6823af779c731c5e6e1bbd2f039746ca9ec41c8b9727d5,True,ctls,ap-southeast-1-traffictilev2-cit.api-gateway.ls.hereapi.com,,443,https://ap-southeast-1-traffictilev2-cit.api-gateway.ls.hereapi.com:443,https,openresty,application/json,GET,54.254.185.103,/,773716359,52.74.153.75,OpenResty,2,False,,,,
ap-southeast-1-traffictilev2-prd.api-gateway.ls.hereapi.com,,404,82,ap-southeast-1-traffictilev2-prd.api-gateway.ls.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-11-17T15:16:06Z,2023-12-19T15:16:05Z,"CN=traffictile.traffic.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",traffictile.traffic.api.here.com,HERE Global BV,tiles.traffic.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ff20dc69925920d98230915402401d8d,ca7a811e0ee4981c7cafe3fe90a7cb35b9e6bf571f554fedf678b689914ec3d4,True,ctls,ap-southeast-1-traffictilev2-prd.api-gateway.ls.hereapi.com,,443,https://ap-southeast-1-traffictilev2-prd.api-gateway.ls.hereapi.com:443,https,openresty,application/json,GET,3.1.162.32,/,773716359,52.74.12.76,OpenResty,2,False,,,,
ap-southeast-1.image.maps.ls.hereapi.com,,404,82,ap-southeast-1.image.maps.ls.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-31T09:09:02Z,2023-09-03T12:16:01Z,"CN=image.maps.ls.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",image.maps.ls.hereapi.com,HERE Global BV,image.maps.sit.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6026ff341d9f659dbb12f6aa52ac4988,39361db3742445ef3884d84c05b92193eefd0c0bac6a8b2ad42c5e262a565530,True,ctls,ap-southeast-1.image.maps.ls.hereapi.com,,443,https://ap-southeast-1.image.maps.ls.hereapi.com:443,https,openresty,application/json,GET,13.213.210.51,/,773716359,52.220.132.105,OpenResty,2,False,,,,
ap-southeast-1.matrix-router.api-gateway.ls.hereapi.com,,404,82,ap-southeast-1.matrix-router.api-gateway.ls.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-06-14T11:50:07Z,2023-07-16T00:16:06Z,"CN=matrix.router.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",matrix.router.hereapi.com,HERE Global BV,*.matrix-router.api-gateway.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6c1fd021c072d53cd255635af0774a29,a6ef17ff629d39c6e94158cdeeb15143d4c661a303e09b861b7a352580f0bc34,True,ctls,ap-southeast-1.matrix-router.api-gateway.ls.hereapi.com,,443,https://ap-southeast-1.matrix-router.api-gateway.ls.hereapi.com:443,https,openresty,application/json,GET,13.228.90.57,/,773716359,52.220.144.114,OpenResty,2,False,,,,
ap-southeast-1.search.hereapi.com,,404,82,ap-southeast-1.search.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-15T18:16:20Z,2024-06-15T18:16:19Z,"CN=search.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",search.hereapi.com,HERE Global BV,places.hybrid.cc.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9e0db8fc520878954d74ce93314d2035,1c35fb0d6ec61a0c527d6d56312bd2c0e06ddac0a0471144cb1bb5576d0e4183,True,ctls,ap-southeast-1.search.hereapi.com,,443,https://ap-southeast-1.search.hereapi.com:443,https,openresty,application/json,GET,13.250.225.147,/,773716359,52.74.195.73,OpenResty,2,False,,,,
ap-southeast-1.tpa-prd.api-gateway.ls.hereapi.com,Welcome to OpenResty!,200,1097,ap-southeast-1.tpa-prd.api-gateway.ls.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-12-14T11:09:02Z,2024-01-14T12:16:01Z,"CN=tourplanning.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",tourplanning.hereapi.com,HERE Global BV,ap-southeast-1.tpa-prd.api-gateway.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f804ad595f3df547f64c7a26195dd222,5b211dc9b850793844e086130724fc7466841a0e4416b699c928b393f56f59bb,,ctls,ap-southeast-1.tpa-prd.api-gateway.ls.hereapi.com,,443,https://ap-southeast-1.tpa-prd.api-gateway.ls.hereapi.com:443,https,openresty,text/html,GET,13.250.145.208,/,-1179026472,52.221.144.76,OpenResty,29,False,,,,
api-lookup.data.api.platform.here.com,,404,82,api-lookup.data.api.platform.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-03T18:16:06Z,2024-03-06T18:16:05Z,"CN=api-lookup.data.api.platform.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",api-lookup.data.api.platform.here.com,HERE Global BV,*.api-lookup.data.api.platform.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f85174f849f99b0ef25eec8f65ac6252,5921bf6b84338abf7c4e788999fefbb7cfb785a5989a8ea71bc1e31201d2ea62,True,ctls,api-lookup.data.api.platform.here.com,,443,https://api-lookup.data.api.platform.here.com:443,https,openresty,application/json,GET,52.214.124.34,/,773716359,52.48.145.184,OpenResty,2,False,,,,
api.3dmapdev.here.com,,403,23,api.3dmapdev.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-03-17T00:00:00Z,2023-07-21T23:59:59Z,CN=*.execute-api.us-east-1.amazonaws.com,*.execute-api.us-east-1.amazonaws.com,,*.execute-api.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1bf86896103b01468124f44628663b,3d32a2aa3454885410fe79f916c7ed28caca1ce032b28ab61c35580415ee1faa,True,ctls,api.3dmapdev.here.com,,443,https://api.3dmapdev.here.com:443,https,,application/json,GET,3.211.14.235,/,968070783,34.196.69.189,,1,False,,,,
api.lih.locate.here.com,,500,36,api.lih.locate.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2019-07-30T16:46:04Z,2020-07-30T16:46:04Z,"CN=api.lih.locate.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",api.lih.locate.here.com,HERE Global BV,api.lih.locate.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,d54df2c1edb89e174b443c8f2fde46e6,84cf30b44ab4637d1329b5a3169159c1ffad22c0fc76ddc245b37bac871088e9,,ctls,api.lih.locate.here.com,,443,https://api.lih.locate.here.com:443,https,,application/json,GET,54.78.75.189,/,-1534858647,52.51.144.10,,1,False,,,,True
api.saas.awsmarketplace.here.com,,404,82,api.saas.awsmarketplace.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-21T09:39:01Z,2023-12-20T12:16:19Z,"CN=saas.awsmarketplace.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",saas.awsmarketplace.here.com,HERE Global BV,api.saas.awsmarketplace.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2fc266f4ab8ed5659e4d2a220427cc64,ab27294ddb7d01246d0d620d3c5a094c5be7bc1b42580dfb9aa3d85f23501a74,,ctls,api.saas.awsmarketplace.here.com,,443,https://api.saas.awsmarketplace.here.com:443,https,openresty,application/json,GET,34.249.49.132,/,773716359,52.213.36.131,OpenResty,2,False,,,,
api.sit.saas.awsmarketplace.here.com,,404,82,api.sit.saas.awsmarketplace.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-23T18:16:09Z,2023-10-25T18:16:08Z,"CN=sit.saas.awsmarketplace.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",sit.saas.awsmarketplace.here.com,HERE Global BV,api.sit.saas.awsmarketplace.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,fae5494bf073424237253bc351957242,b8ca52d8ad573f4a38fe861945cdb5d098af6799f3a05823b5d859f9d3a7e30a,,ctls,api.sit.saas.awsmarketplace.here.com,,443,https://api.sit.saas.awsmarketplace.here.com:443,https,openresty,application/json,GET,34.253.132.71,/,773716359,52.214.56.233,OpenResty,2,False,,,,
artifact.api.platform.here.com,,404,82,artifact.api.platform.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-22T18:16:12Z,2024-03-25T18:16:11Z,"CN=artifact.api.platform.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",artifact.api.platform.here.com,HERE Global BV,*.artifact.api.platform.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b1d454d059cc4789b3fa69604b9bc689,74de8152b70738ccdc3c2e1542ee32339ebc28a8bd78fcff0821a7ae0fa9bd49,True,ctls,artifact.api.platform.here.com,,443,https://artifact.api.platform.here.com:443,https,openresty,application/json,GET,54.171.125.61,/,773716359,46.51.134.153,OpenResty,2,False,,,,
assets.vector.hereapi.com,,403,42,assets.vector.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-18T00:00:00Z,2024-04-15T23:59:59Z,CN=assets.vector.hereapi.com,assets.vector.hereapi.com,,assets.vector.hereapi.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f5c26df0684d3ce0eeeb7dac5470ebf4,ded9dca1420625c4070c509868292bf416e82e65a031d614bb5b1b90b190399e,,ctls,assets.vector.hereapi.com,,443,https://assets.vector.hereapi.com:443,https,,application/json,GET,34.251.225.60,/,583954260,52.49.146.133,,1,False,,,,
authproxy.trafficanalytics.here.com,Log in,200,3393,authproxy.trafficanalytics.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-17T12:41:03Z,2024-02-18T12:41:02Z,"CN=trafficanalytics.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",trafficanalytics.here.com,HERE Global BV,trafficanalytics.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,4c62ae7faeb41d79d2676c4ec3ff8ae4,a7c50e65bd15faf602740148238c943ad5e306a171fe885d6de66eb84d39fbfa,,ctls,authproxy.trafficanalytics.here.com,,443,https://authproxy.trafficanalytics.here.com:443,https,Microsoft-IIS/8.5,text/html,GET,52.44.9.167,/,1772087922,52.23.56.100,Windows Server,87,False,,,,
autocomplete.geocoder.api.here.com,,404,82,autocomplete.geocoder.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-16T12:16:02Z,2024-02-17T12:16:01Z,"CN=geocoder.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",geocoder.api.here.com,HERE Global BV,rev.hybrid.ccv.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,735310f688773f998c8a2a5330691db1,8a1564bc268cb9fb4657e5af4b0c37824870518661e3b1ef4b3584a922cfecdf,True,ctls,autocomplete.geocoder.api.here.com,,443,https://autocomplete.geocoder.api.here.com:443,https,openresty,application/json,GET,52.51.45.23,/,773716359,52.51.200.79,OpenResty,2,False,,,,
autocomplete.geocoder.cit.cc.api.here.com,,404,82,autocomplete.geocoder.cit.cc.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-03-21T12:16:03Z,2024-04-21T12:16:02Z,"CN=geocoder.cit.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",geocoder.cit.api.here.com,HERE Global BV,*.geocoder.sit.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,4f2d3299dee9cf4c73f81d9256d09314,3bff0cafc1e5f9daf0842415180adae7df1fbb6e912842e5ab982f8b0d98fd8f,True,ctls,autocomplete.geocoder.cit.cc.api.here.com,,443,https://autocomplete.geocoder.cit.cc.api.here.com:443,https,openresty,application/json,GET,52.17.166.180,/,773716359,52.208.57.4,OpenResty,2,False,,,,
autocomplete.geocoder.ls.hereapi.com,,404,82,autocomplete.geocoder.ls.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-01-16T12:16:02Z,2024-02-17T12:16:01Z,"CN=geocoder.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",geocoder.api.here.com,HERE Global BV,rev.hybrid.ccv.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,735310f688773f998c8a2a5330691db1,8a1564bc268cb9fb4657e5af4b0c37824870518661e3b1ef4b3584a922cfecdf,True,ctls,autocomplete.geocoder.ls.hereapi.com,,443,https://autocomplete.geocoder.ls.hereapi.com:443,https,openresty,application/json,GET,52.209.163.209,/,773716359,52.51.45.23,OpenResty,2,False,,,,
autocomplete.geocoder.sit.ls.hereapi.com,,404,82,autocomplete.geocoder.sit.ls.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-03-21T12:16:03Z,2024-04-21T12:16:02Z,"CN=geocoder.cit.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",geocoder.cit.api.here.com,HERE Global BV,*.geocoder.sit.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,4f2d3299dee9cf4c73f81d9256d09314,3bff0cafc1e5f9daf0842415180adae7df1fbb6e912842e5ab982f8b0d98fd8f,True,ctls,autocomplete.geocoder.sit.ls.hereapi.com,,443,https://autocomplete.geocoder.sit.ls.hereapi.com:443,https,openresty,application/json,GET,52.208.182.130,/,773716359,52.208.57.4,OpenResty,2,False,,,,
autocomplete.search.hereapi.com,,404,82,autocomplete.search.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-15T18:16:20Z,2024-06-15T18:16:19Z,"CN=search.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",search.hereapi.com,HERE Global BV,places.hybrid.cc.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9e0db8fc520878954d74ce93314d2035,1c35fb0d6ec61a0c527d6d56312bd2c0e06ddac0a0471144cb1bb5576d0e4183,True,ctls,autocomplete.search.hereapi.com,,443,https://autocomplete.search.hereapi.com:443,https,openresty,application/json,GET,99.80.168.16,/,773716359,34.243.147.88,OpenResty,2,False,,,,
autodemos.here.com,HERE - Connected Vehicle Services,200,8130,autodemos.here.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-31T06:41:12Z,2024-05-01T06:41:11Z,"CN=autodemos.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",autodemos.here.com,HERE Global BV,autodemos.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6a98e47ed050f924b38b59c59df56224,6801b997c84420eb22d65d743ecd40e55bc67bf179335db4a97da6fb9443802e,,ctls,autodemos.here.com,,443,https://autodemos.here.com:443,https,,text/html,GET,52.215.237.161,/,-181390808,52.19.143.201,HSTS,1,False,,,,
