new,host,a,cname,soa,txt,status_code,cdn,cdn-name,ns,aaaa,has_internal_ips,internal_ips,caa,mx
,cns.cit.hereapi.com,,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",,NOERROR,,,,,,,,
,cns.hereapi.com,"205.251.193.180, 205.251.195.154, 205.251.199.120",,"ns-1107.awsdns-10.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-436.awsdns-54.com, ns-922.awsdns-51.net, ns-1107.awsdns-10.org, ns-1912.awsdns-47.co.uk",,,,,
,cns.nxt.hereapi.com,,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",,NOERROR,,,,,,,,
,collab.data.here.com,147.243.160.22,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",,NOERROR,,,,,,,,
,collab.it.here.com,193.67.103.52,,"gb-lon99-colo-ucs01ib.as1248.net, hostmaster.here.com, us-qas99-colo-ucs01ib.as1248.net",,NOERROR,,,,,,,,
,collector.data.here.com,"54.237.7.63, 34.232.33.39, 205.251.193.3, 205.251.194.53, 205.251.196.221, 205.251.199.216",,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-565.awsdns-06.net, ns-259.awsdns-32.com, ns-2008.awsdns-59.co.uk, ns-1245.awsdns-27.org",,,,,
,commercial-terms.here.com,"18.65.39.98, 18.65.39.118, 18.65.39.27, 18.65.39.124",,"ns-1378.awsdns-44.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-139.awsdns-17.com, ns-1819.awsdns-35.co.uk, ns-855.awsdns-42.net, ns-1378.awsdns-44.org",,,,,
,community.nw.ops.here.com,,,"ns-132.awsdns-16.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1910.awsdns-46.co.uk, ns-132.awsdns-16.com, ns-554.awsdns-05.net, ns-1501.awsdns-59.org",,,,,
,company.here.com,"18.66.97.14, 18.66.97.101, 18.66.97.45, 18.66.97.69",d1uz0eyy6i6fgm.cloudfront.net,"ns-118.awsdns-14.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-118.awsdns-14.com, ns-1399.awsdns-46.org, ns-1786.awsdns-31.co.uk, ns-824.awsdns-39.net","2600:9000:223c:9600:16:e517:7180:93a1, 2600:9000:223c:7200:16:e517:7180:93a1, 2600:9000:223c:2800:16:e517:7180:93a1, 2600:9000:223c:5800:16:e517:7180:93a1, 2600:9000:223c:1e00:16:e517:7180:93a1, 2600:9000:223c:4c00:16:e517:7180:93a1, 2600:9000:223c:fc00:16:e517:7180:93a1, 2600:9000:223c:ae00:16:e517:7180:93a1",,,,
,concept.here.com,,,"ns-1455.awsdns-53.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,config-stream.data.api.platform.here.com,"34.255.230.206, 52.208.235.219, 52.51.7.193",,"ns-1329.awsdns-38.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,config-volatile.platform.sit.api.here.com,,,"ns-1342.awsdns-39.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,config.iam.dev.hereapi.com,"52.16.80.131, 52.51.184.149, 52.209.9.188",iam-self-serve-dev.api-gateway.sit.ls.hereapi.com,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-dev/dev-62340-gateway-sentry",NOERROR,,,,,,,,
,config.iam.hereapi.com,"34.255.24.217, 54.77.76.108, 3.248.149.206","config.iam.hereapi.com.a1971.p01.hereglb.com, eu-west-1-platform-foundation.config.iam.platform.here.com","ns-1329.awsdns-38.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-olp-api-gateway-prod/prd-62340-gateway-sentry",NOERROR,,,,,,,,
,config.iam.sit.hereapi.com,"54.171.20.101, 34.254.16.247, 54.194.68.252","config.iam.sit.hereapi.com.a1971.p01.hereglb.com, eu-west-1-platform-foundation.config.iam.platform.sit.here.com","ns-1207.awsdns-22.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=sit-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-olp-api-gateway-sit/sit-62340-gateway-sentry",NOERROR,,,,,,,,
,confluence.it.here.com,"52.215.133.244, 108.129.0.188",ext-confluence-prd-610687264.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,connect.here.com,"3.231.172.52, 34.197.7.112, 18.213.68.172","a0e0d61f-b5ed-4d1b-9bbe-724220c80425.outrch.com, app2b.outrch.com","ns-2.awsdns-00.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,letsencrypt.org,
,consent.api.platform.here.com,"52.214.29.143, 52.213.160.250, 54.78.89.236",,"ns-1329.awsdns-38.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-olp-consent-management-prd/sentry",NOERROR,,,,,,,,
,coverage.here.com,"18.204.28.176, 34.198.174.197",coverage-web-314421631.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,cpt.eu-west-1.ppc.hub.api.here.com,,,"ns-127.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,cpt.ppc.hub.api.here.com,,"cpt.ppc.hub.api.here.com.a331.p01.hereglb.com, cpt.eu-west-1.ppc.hub.api.here.com","ns-127.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,cpt.us-east-1.ppc.hub.api.here.com,,,"ns-1.awsdns-00.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,crl.ext.here.com,"52.218.93.4, 52.92.18.164, 52.218.104.132, 52.92.17.124, 52.218.52.90, 52.92.20.148, 52.218.102.44, 52.218.84.36","pki-cdp.s3-website-eu-west-1.amazonaws.com, s3-website-eu-west-1.amazonaws.com","ns-873.awsdns-45.net, awsdns-hostmaster.amazon.com",7e48ceab88c72d090b82f738de225bae,NOERROR,,,"ns-1199.awsdns-21.org, ns-1606.awsdns-08.co.uk, ns-414.awsdns-51.com, ns-873.awsdns-45.net",,,,,
,csm.cc.api.here.com,"52.212.106.87, 54.154.153.147, 63.33.74.155",,"ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-138.awsdns-17.com, ns-1596.awsdns-07.co.uk, ns-1216.awsdns-24.org, ns-829.awsdns-39.net","2a05:d018:def:3a02:25be:6f9c:908b:38a7, 2a05:d018:def:3a00:6253:7f1b:3bf2:c5f6, 2a05:d018:def:3a01:fcbe:a1b5:1ebf:1c22",,,,
,csm.cit.cc.api.here.com,"108.128.213.27, 54.195.29.251",,"ns-335.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1496.awsdns-59.org, ns-1672.awsdns-17.co.uk, ns-335.awsdns-41.com, ns-936.awsdns-53.net","2a05:d018:def:3a02:f249:e718:5b0c:b058, 2a05:d018:def:3a00:313a:86a3:3afd:4f48",,,,
,csm.sit.cc.api.here.com,"52.20.73.23, 44.214.98.165, 205.251.192.43, 205.251.195.66, 205.251.197.192, 205.251.199.4",,"ns-1796.awsdns-32.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1796.awsdns-32.co.uk, ns-1472.awsdns-56.org, ns-43.awsdns-05.com, ns-834.awsdns-40.net","2600:1f18:259b:b00:6e2a:3cf6:fb03:50bc, 2600:1f18:259b:b01:2188:27f6:801c:824b",,,,
,cttaas-siemens.cit.hereapi.com,,eu-west-1.cttaas-siemens-cit.api-gateway.ls.hereapi.com,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/cttaas-cit-svc-012ca4e8-04ca-11eb-a395-2a5be1d85d64-sentry",NOERROR,,,"ns-1380.awsdns-44.org, ns-1642.awsdns-13.co.uk, ns-333.awsdns-41.com, ns-992.awsdns-60.net",,,,,
,cumulus-nxt.api-gateway.ls.hereapi.com,"34.250.164.201, 34.254.13.209, 52.31.4.60",,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/cumulus-nxt-gw-1681891725866-sentry",NOERROR,,,,,,,,
,customer-portal.ext.mapcreator.here.com,"108.157.229.60, 108.157.229.112, 108.157.229.75, 108.157.229.90",,"ns-74.awsdns-09.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,customerportal.here.com,"13.225.78.124, 13.225.78.96, 13.225.78.85, 13.225.78.69",d8j150nivhm4m.cloudfront.net,"ns-422.awsdns-52.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-1032.awsdns-01.org, ns-422.awsdns-52.com, ns-1802.awsdns-33.co.uk, ns-901.awsdns-48.net",,,,,
,customlocation.here.com,"54.189.197.41, 52.38.232.157, 54.201.108.105","customlocation.here.com.a2930.p01.hereglb.com, us-west-2-epf-prd.borg-p.nw.ops.here.com","ns-1421.awsdns-49.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-2-aws-us-west-2.k8s.in.here.com,external-dns/resource=service/here-enterprise-portal-prd/epf-prd",NOERROR,,,,,,,,
,cxfeedback.here.com,23.201.247.148,"heretech.vanity4.eu.qualtrics.com, akamaisecure4.qualtrics.com.edgekey.net, e6961.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,dashboard.lastmile.cit.hereapi.com,,lm-dba-cit.api-gateway.ls.hereapi.com,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hlm-dba-cit-gw-1633349153627-sentry",NOERROR,,,,,,,,
,dashboard.lastmile.hereapi.com,"52.213.134.139, 3.248.33.240, 34.250.80.181",lm-dba-prod.api-gateway.ls.hereapi.com,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hlm-dba-prod-gw-1634910612574-sentry",NOERROR,,,,,,,,
,dashboard.lastmile.pit.data.here.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-138.awsdns-17.com, ns-1608.awsdns-09.co.uk, ns-771.awsdns-32.net, ns-1254.awsdns-28.org",,,,,
,dashboard.lastmile.pit.hereapi.com,"99.80.195.99, 52.18.138.26, 99.80.38.94",lm-dba-pit.api-gateway.sit.ls.hereapi.com,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/hlm-dba-pit-gw-1631101567366-sentry",NOERROR,,,,,,,,
,data.traffic.hereapi.com,"52.51.121.194, 63.34.241.74, 34.252.84.102","data.traffic.hereapi.com.a2378.p01.hereglb.com, eu-west-1-traffic-data.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/trasa-gw-prd-62856c39-866d-11eb-8c2a-d2fb75c25b3e-sentry",NOERROR,,,,,,,,
,data.traffic.sit.hereapi.com,"54.167.194.65, 52.45.149.220, 34.229.28.228",us-east-1-traffic-data-sit.api-gateway.sit.ls.hereapi.com,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,datastore.sit.api.here.com,"34.247.242.207, 52.209.160.158, 34.252.98.30, 205.251.193.171, 205.251.194.234",,"ns-1180.awsdns-19.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-427.awsdns-53.com, ns-746.awsdns-29.net, ns-1180.awsdns-19.org, ns-1800.awsdns-33.co.uk",,,,,
,dcm.api.here.com,,,"ns-584.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1277.awsdns-31.org, ns-260.awsdns-32.com, ns-2006.awsdns-58.co.uk, ns-584.awsdns-09.net",,,,,
,delivery.here.com,,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-747.awsdns-29.net, ns-122.awsdns-15.com, ns-1371.awsdns-43.org, ns-1998.awsdns-57.co.uk",,,,,
,desiree-nea-cit-gw1.ls.hereapi.com,"52.208.128.124, 52.17.97.241, 3.248.157.13",,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/des-nea-cit-gw1-1671203584557-sentry",NOERROR,,,,,,,,
,desiree-nea-cit.ls.hereapi.com,"52.214.21.111, 52.208.51.11, 52.31.226.84",,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/desiree-cit-hapi-1651515068152-sentry",NOERROR,,,,,,,,
,desiree-slos-cit.ls.hereapi.com,"34.255.22.14, 52.19.40.59, 52.211.186.216",,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/des-slos-cit-hapi-1649848953258-sentry",NOERROR,,,,,,,,
,desiree-vpki-prd-gw1.ls.hereapi.com,"52.49.150.68, 52.17.16.62, 52.19.106.207",,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/des-vpki-prd-gw1-1674050575805-sentry",NOERROR,,,,,,,,
,desiree.sit.ls.hereapi.com,"52.31.30.128, 54.217.54.0, 34.242.200.21",,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/desiree-sit-hapi-1657136845285-sentry",NOERROR,,,,,,,,
,desiree2.sit.ls.hereapi.com,,,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,dev-gw-service.api-gateway.sit.ls.hereapi.com,"10.117.228.122, 10.117.234.124, 10.117.227.181",,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/gw-mkt-dev-9a7f5b67-0d4e-11eb-b690-32c705ceacc0-sentry",NOERROR,,,,,True,"10.117.228.122, 10.117.234.124, 10.117.227.181",,
,dev.backend.locationgraph.hereapi.com,,,"ns-1525.awsdns-62.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1672.awsdns-17.co.uk, ns-361.awsdns-45.com, ns-849.awsdns-42.net, ns-1525.awsdns-62.org",,,,,
,dev.clickwork.ext.here.com,3.224.112.31,,"ns-623.awsdns-13.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1194.awsdns-21.org, ns-1691.awsdns-19.co.uk, ns-461.awsdns-57.com, ns-623.awsdns-13.net",,,,,
,dev.cms.developer.here.com,35.169.15.35,"devportal.dev-heresf.acsitefactory.com, heresf01dev.enterprise-g1.acquia-sites.com","ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,dev.hdlmv.ext.here.com,"54.174.46.60, 52.205.44.233",,"ns-1933.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1148.awsdns-15.org, ns-1933.awsdns-49.co.uk, ns-66.awsdns-08.com, ns-764.awsdns-31.net",,,,,
,dev.internal.community.nw.ops.here.com,,,"ns-132.awsdns-16.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,dev.navigation-voice.data.here.com,54.155.73.31,,"ns-434.awsdns-54.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1760.awsdns-28.co.uk, ns-434.awsdns-54.com, ns-686.awsdns-21.net, ns-1227.awsdns-25.org",,,,,
,dev.saas.awsmarketplace.here.com,"52.17.159.239, 52.51.16.207, 52.213.89.199",,"ns-1374.awsdns-43.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-devrel-mp-dev/dev-frontend-mp-web-service",NOERROR,,,,,,,,
,dev.videodemo.ext.here.com,,,"ns-1447.awsdns-52.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1694.awsdns-19.co.uk, ns-365.awsdns-45.com, ns-977.awsdns-58.net, ns-1447.awsdns-52.org",,,,,
,developer.here.com,"52.31.136.56, 34.246.46.166, 34.246.209.63",,"ns-1199.awsdns-21.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-developer-portal-prod/devportal-pr",NOERROR,,,"ns-67.awsdns-08.com, ns-964.awsdns-56.net, ns-1199.awsdns-21.org, ns-1675.awsdns-17.co.uk",,,,"mailto:security@here.com, amazon.com, globalsign.com",
,developers.here.com,"34.246.46.166, 34.246.209.63, 52.31.136.56",developer.here.com,"ns-1199.awsdns-21.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-developer-portal-prod/devportal-pr",NOERROR,,,"ns-67.awsdns-08.com, ns-964.awsdns-56.net, ns-1199.awsdns-21.org, ns-1675.awsdns-17.co.uk",,,,"globalsign.com, mailto:security@here.com, amazon.com",
,deveoqa-ams.it.here.com,131.228.152.20,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com, gb-lon99-colo-ucs01ib.as1248.net",,NOERROR,,,,,,,,
,devzone-ams.it.here.com,131.228.152.23,,"gb-lon99-colo-ucs01ib.as1248.net, hostmaster.here.com",,NOERROR,,,,,,,,
,devzone.it.here.com,131.228.152.23,devzone-ams.it.here.com,"gb-lon99-colo-ucs01ib.as1248.net, hostmaster.here.com, us-qas99-colo-ucs01ib.as1248.net",,NOERROR,,,,,,,,
,dhr-plapi-testsit.api-gateway.sit.ls.hereapi.com,"52.16.161.176, 54.77.3.141, 52.19.174.142",,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/dhr-gtw-plq-1671048819698-sentry",NOERROR,,,,,,,,
,dialin.it.here.com,131.228.152.16,dialin.it.here.com.a859.p01.hereglb.com,"dns1.p09.nsone.net, hostmaster.nsone.net",,NOERROR,,,,,,,,
,dip.here.com,,,"ns-915.awsdns-50.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,directions.here.com,35.169.15.35,"directions.heresf.acsitefactory.com, heresf01live.enterprise-g1.acquia-sites.com","ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,discover.search.hereapi.com,"34.243.147.88, 99.80.168.16, 54.194.97.109","search.hereapi.com, search.hereapi.com.a1971.p01.hereglb.com, eu-west-1-prd-opensearch.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hgsv7-prd-2f6f6387-361e-11eb-a41b-0e081c257876-sentry",NOERROR,,,,,,,,
,dnsms.data.api.platform.here.com,"54.229.140.40, 34.241.42.234, 52.48.124.165",,"ns-1329.awsdns-38.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,docs.ota.here.com,"18.65.39.105, 18.65.39.41, 18.65.39.56, 18.65.39.100",,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,don-routeserver.api-gateway.ls.hereapi.com,"52.16.96.158, 52.31.214.171, 54.171.33.184",,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/don-gw-prd-1681136844621-sentry",NOERROR,,,,,,,,
,don.route.sit.hybrid.api.here.com,"54.157.204.145, 50.16.213.169",,"ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,"2600:1f18:60b8:7901:a6ae:c9:3782:e246, 2600:1f18:60b8:7900:a41a:20a0:7429:2a63",,,,
,download.cit.hybrid.api.here.com,"54.154.148.125, 54.75.250.126, 52.213.94.142","package.cit.mos.svc.ovi.com.a662.p01.hereglb.com, package.cit.eu-west-1.ds.data.here.com, package-download-cit-euw1.mdd.ds.data.here.com","ns-1313.awsdns-36.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-package-download-prd/packagedownload-cit-euw1",NOERROR,,,,,,,,
,download.cit.hybrid.cc.api.here.com,"54.75.250.126, 54.154.148.125, 52.213.94.142","package.cit.mos.svc.ovi.com.a662.p01.hereglb.com, package.cit.eu-west-1.ds.data.here.com, package-download-cit-euw1.mdd.ds.data.here.com","ns-1313.awsdns-36.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-package-download-prd/packagedownload-cit-euw1",NOERROR,,,,,,,,
,download.cit.hybrid.ccv.api.here.com,"54.75.250.126, 54.154.148.125, 52.213.94.142","download.cit.hybrid.api.here.com, package.cit.mos.svc.ovi.com.a662.p01.hereglb.com, package.cit.eu-west-1.ds.data.here.com, package-download-cit-euw1.mdd.ds.data.here.com","ns-1313.awsdns-36.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-package-download-prd/packagedownload-cit-euw1",NOERROR,,,,,,,,
,download.cloudfront.places.cit.api.here.com,"108.157.4.107, 108.157.4.62, 108.157.4.120, 108.157.4.19",,"ns-1880.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,download.hybrid.api.here.com,"34.200.99.47, 3.232.188.247, 34.236.127.57","package.mos.svc.ovi.com.a662.p01.hereglb.com, package.prd.us-east-1.ds.data.here.com, package-download-prd-use1.mdd.ds.data.here.com","ns-1313.awsdns-36.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-package-download-prd/packagedownload-prd-use1",NOERROR,,,,,,,,
,download.hybrid.cc.api.here.com,"52.30.0.193, 52.31.58.29, 54.154.162.139","package.mos.svc.ovi.com.a662.p01.hereglb.com, package.prd.eu-west-1.ds.data.here.com, package-download-prd-euw1.mdd.ds.data.here.com","ns-1313.awsdns-36.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-package-download-prd/packagedownload-prd-euw1",NOERROR,,,,,,,,
,download.hybrid.ccv.api.here.com,"52.30.0.193, 54.154.162.139, 52.31.58.29","package.mos.svc.ovi.com.a662.p01.hereglb.com, package.prd.eu-west-1.ds.data.here.com, package-download-prd-euw1.mdd.ds.data.here.com",,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-package-download-prd/packagedownload-prd-euw1",NOERROR,,,"ns-1313.awsdns-36.org, ns-1915.awsdns-47.co.uk, ns-588.awsdns-09.net, ns-59.awsdns-07.com",,,,,
,download.nxt.hybrid.api.here.com,,"download.sit.hybrid.api.here.com, download.sit.eu-west-1.dv.ds.data.here.com, package-download-stg.mdd-dev.ds.data.here.com","ns-1292.awsdns-33.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,download.pit.eu-west-1.dv.ds.data.here.com,54.217.252.196,,"ns-1809.awsdns-34.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,download.pit.hybrid.api.here.com,54.217.252.196,download.pit.eu-west-1.dv.ds.data.here.com,"ns-1809.awsdns-34.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,download.pos.data.here.com,"18.66.147.99, 18.66.147.105, 18.66.147.94, 18.66.147.92",d1csavlbeneo52.cloudfront.net,"ns-203.awsdns-25.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-1105.awsdns-10.org, ns-1816.awsdns-35.co.uk, ns-203.awsdns-25.com, ns-585.awsdns-09.net","2600:9000:225e:be00:7:9134:2d80:93a1, 2600:9000:225e:c00:7:9134:2d80:93a1, 2600:9000:225e:fa00:7:9134:2d80:93a1, 2600:9000:225e:8200:7:9134:2d80:93a1, 2600:9000:225e:aa00:7:9134:2d80:93a1, 2600:9000:225e:b600:7:9134:2d80:93a1, 2600:9000:225e:2800:7:9134:2d80:93a1, 2600:9000:225e:d000:7:9134:2d80:93a1",,,,
,download.sit.hybrid.api.here.com,"34.241.81.65, 52.19.30.179, 54.194.235.44","download.sit.eu-west-1.dv.ds.data.here.com, package-download-stg.mdd-dev.ds.data.here.com","ns-1292.awsdns-33.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-package-download-dev/packagedownload-dev",NOERROR,,,,,,,,
,download.sit.hybrid.cc.api.here.com,"34.241.81.65, 52.19.30.179, 54.194.235.44","download.sit.eu-west-1.dv.ds.data.here.com, package-download-stg.mdd-dev.ds.data.here.com",,,NOERROR,,,"ns-1292.awsdns-33.org, ns-1823.awsdns-35.co.uk, ns-445.awsdns-55.com, ns-639.awsdns-15.net",,,,,
,download.vcdn.cc.data.here.com,"52.222.236.49, 52.222.236.53, 52.222.236.51, 52.222.236.117",d2k3vassabv5b7.cloudfront.net,"ns-1206.awsdns-22.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-1206.awsdns-22.org, ns-1942.awsdns-50.co.uk, ns-333.awsdns-41.com, ns-956.awsdns-55.net","2600:9000:223e:5200:1a:214f:e8c0:93a1, 2600:9000:223e:5e00:1a:214f:e8c0:93a1, 2600:9000:223e:be00:1a:214f:e8c0:93a1, 2600:9000:223e:4400:1a:214f:e8c0:93a1, 2600:9000:223e:c200:1a:214f:e8c0:93a1, 2600:9000:223e:4800:1a:214f:e8c0:93a1, 2600:9000:223e:4200:1a:214f:e8c0:93a1, 2600:9000:223e:3200:1a:214f:e8c0:93a1",,,,
