new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,txt,mx,ns,has_internal_ips,internal_ips
,modernstandbypartnerportal.eglb.intel.com,192.198.160.65,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,modernstandbypartnerportal.intel.com,192.198.160.65,modernstandbypartnerportal.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mon.jf.intel.com,134.134.246.130,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrcloud-kibana.eglb.intel.com,20.99.199.111,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrcloud-otel.eglb.intel.com,20.236.40.70,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mreg.intel.com,52.176.165.69,"mreg.azurewebsites.net, waws-prod-dm1-039.sip.azurewebsites.windows.net, waws-prod-dm1-039.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
,mrm.cps.intel.com,192.198.164.147,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxy.corpint.intel.com,192.198.167.198,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxy.intel.com,192.198.160.49,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxy1.intel.com,192.198.160.120,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxy2.intel.com,192.198.160.121,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxybg.intel.com,192.198.160.124,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxybg11.intel.com,192.198.164.121,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxybg13.intel.com,192.198.165.67,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxybg14.intel.com,192.198.160.168,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxybg15.intel.com,192.198.160.169,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxybg16.intel.com,192.198.164.130,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxycd.intel.com,192.198.160.126,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxycd1.intel.com,198.175.98.82,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxycd2.intel.com,198.175.98.83,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxycd3.intel.com,198.175.98.84,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxycd5.intel.com,198.175.98.86,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxycd6.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxycr2.intel.com,,,,NOERROR,,,,,,,,
,mrsproxyfm.intel.com,192.198.160.123,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyfm11.intel.com,192.198.164.3,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyfm12.intel.com,192.198.164.9,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyfm13.intel.com,192.198.165.37,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyfm14.intel.com,192.198.165.38,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyfm15.intel.com,192.198.164.43,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyfm16.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyfm17.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyfm18.intel.com,192.198.165.63,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyfm19.intel.com,192.198.160.167,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyfm20.intel.com,192.198.165.64,,,NOERROR,,,,,,,,
,mrsproxyha.intel.com,192.198.160.127,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyha11.intel.com,192.198.160.164,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyha12.intel.com,192.198.160.165,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyha13.intel.com,192.198.165.34,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyha14.intel.com,198.175.98.111,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyha16.intel.com,198.175.98.113,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyha7.intel.com,198.175.98.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyha8.intel.com,198.175.98.75,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyir.intel.com,134.191.246.35,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyir1.intel.com,134.191.246.38,,,NOERROR,,,,,,,,
,mrsproxyir10.intel.com,134.191.246.47,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyir11.intel.com,134.191.246.49,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyir13.intel.com,134.191.246.51,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyir14.intel.com,134.191.246.52,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyir15.intel.com,134.191.246.53,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyir16.intel.com,134.191.246.54,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyir2.intel.com,134.191.246.39,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyir3.intel.com,134.191.246.40,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyir4.intel.com,134.191.246.41,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyir5.intel.com,134.191.246.42,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyir6.intel.com,134.191.246.43,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyir7.intel.com,134.191.246.44,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyir8.intel.com,134.191.246.45,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyir9.intel.com,134.191.246.46,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor1.intel.com,198.175.98.88,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor10.intel.com,198.175.98.97,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor12.intel.com,198.175.98.118,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor14.intel.com,198.175.98.120,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor15.intel.com,198.175.98.121,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor16.intel.com,198.175.98.122,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor17.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor18.intel.com,198.175.98.124,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor19.intel.com,198.175.98.125,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor2.intel.com,198.175.98.89,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor20.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor3.intel.com,198.175.98.90,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor4.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor5.intel.com,198.175.98.92,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor6.intel.com,198.175.98.93,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor7.intel.com,198.175.98.94,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxyor9.intel.com,198.175.98.96,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxypg.intel.com,192.198.144.31,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxypg1.intel.com,192.198.144.36,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxypg10.intel.com,192.198.144.44,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxypg11.intel.com,192.198.144.45,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxypg12.intel.com,192.198.144.46,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxypg13.intel.com,192.198.144.47,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxypg15.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxypg16.intel.com,192.198.144.50,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxypg2.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxypg4.intel.com,192.198.144.38,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxypg5.intel.com,192.198.144.39,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxypg6.intel.com,192.198.144.40,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxypg8.intel.com,192.198.144.42,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxypg9.intel.com,192.198.144.43,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxysh.intel.com,192.198.160.125,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxysh1.intel.com,198.175.98.76,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxysh11.intel.com,198.175.98.114,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxysh12.intel.com,198.175.98.115,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxysh13.intel.com,198.175.98.116,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxysh14.intel.com,198.175.98.117,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxysh15.intel.com,198.175.98.108,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxysh16.intel.com,198.175.98.109,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxysh3.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxysh4.intel.com,198.175.98.79,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxysh5.intel.com,198.175.98.80,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mrsproxysh6.intel.com,198.175.98.81,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,msp.intel.com,23.37.37.239,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:480:290::1ea2, 2a02:26f0:480:286::1ea2",,,,,
,mta.intel.com,134.134.136.20,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mtab.eglb.intel.com,192.55.52.109,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mtab.intel.com,192.55.52.116,mtab.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mtab02.eglb.intel.com,134.134.136.128,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mth.intel.com,198.175.96.183,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mtransferqa.intel.com,192.198.166.26,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mtws.eglb.intel.com,"192.198.164.150, 198.175.98.35, 198.175.98.39",,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,murailotp.intel.com,134.191.220.13,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mwb-threatintel.com,,,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,mail.mwb-threatintel.com,"eric.ns.cloudflare.com, hope.ns.cloudflare.com",,
,mwom.intel.com,52.35.65.77,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mwomservicespreprod.cps.intel.com,192.198.166.61,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mwomtokenpreprod.cps.intel.com,192.198.166.62,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myaccess-bg-a.intel.com,192.55.79.151,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myaccess-bg-b.intel.com,192.55.79.152,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myaccess-pg.intel.com,192.198.147.156,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myaccess.intel.com,192.55.79.150,myaccess-bg.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myctx-ir-a.intel.com,134.191.246.15,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myctx-ir.cps.intel.com,134.191.246.12,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myctx-ir.intel.com,134.191.246.12,myctx-ir.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myctx-pg.cps.intel.com,192.198.144.10,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myctx-pg.intel.com,192.198.144.10,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myctx.cps.intel.com,192.198.165.143,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myctx.eglb.intel.com,192.198.165.143,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myctxpg.intel.com,192.198.144.25,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myfoundry.cps.intel.com,192.198.164.204,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myfoundry.intel.com,192.198.165.78,myfoundryifs.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myfoundry2-day1.cps.intel.com,192.198.167.180,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myfoundry2-day1.intel.com,192.198.167.180,myfoundry2-day1.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myfoundry2-origin.intel.com,192.198.165.78,myfoundryifs.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myfoundry2.intel.com,23.37.37.239,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3500:885::1ea2, 2a02:26f0:3500:89b::1ea2",,,,,
,myfoundrybench.cps.intel.com,192.198.166.201,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myfoundrybench.intel.com,192.198.166.201,"myfoundrybenchorigin.intel.com, myfoundrybench.cps.intel.com","ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myfoundrycons.cps.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myfoundrycons.intel.com,192.198.166.199,myfoundrycons.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myfoundrydev.cps.intel.com,192.198.166.198,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myfoundrydev.intel.com,192.198.166.198,myfoundrydev.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myfoundryifs.eglb.intel.com,192.198.165.78,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myfoundryorigin.intel.com,192.198.164.204,myfoundry.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myfoundrysupp.intel.com,192.198.166.200,myfoundrysupp.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,myjobs.intel.com,137.117.200.35,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,mysync.intel.com,192.198.166.196,mysync-pre.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mysynclab.intel.com,192.198.166.196,mysync-pre.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,mz1.intel.com,54.144.128.85,,,NOERROR,,,,,,,,
,nata3alam.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,nbhdpilot-waf.cps.intel.com,192.198.167.23,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,networking.intel.com,192.198.165.191,bouncer.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,news.fm.intel.com,134.134.248.5,news.or.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,news.or.intel.com,,,
,news.jf.intel.com,134.134.248.5,news.or.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,news.or.intel.com,,,
,news01.intel.com,134.134.136.11,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,newsroom.intel.com,2.23.141.119,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2001:2030:21:184::1ea2, 2001:2030:21:190::1ea2",,,,,
,newsroom.thailand.intel.com,198.175.96.183,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,nga-dev03.laas.intel.com,"13.107.238.45, 13.107.237.45","nga-dev03.azureedge.net, nga-dev03.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,
,nga-int.laas.intel.com,"13.107.238.45, 13.107.237.45","nga-int.azureedge.net, nga-int.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,"2620:1ec:4f:1::45, 2620:1ec:4e:1::45",,,,,
,nga-prod.laas.intel.com,"13.107.237.45, 13.107.238.45","nga-prod.azureedge.net, nga-prod.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.t-msedge.net",NOERROR,,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,
,nga-stage.laas.intel.com,"13.107.238.40, 13.107.237.40","nga-stage.azureedge.net, nga-stage.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0012.t-0009.fdv2-t-msedge.net, part-0012.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,"2620:1ec:4f:1::40, 2620:1ec:4e:1::40",,,,,
,nga-test.laas.intel.com,"13.107.237.45, 13.107.238.45","nga-test.azureedge.net, nga-test.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,
,nga.laas.intel.com,,"nga.azureedge.net, nga.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,"2620:1ec:4e:1::44, 2620:1ec:4f:1::44",,,,,
,nile.cps.intel.com,198.175.96.65,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,nile.intel.com,198.175.96.65,nile.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ns.intel.com,"192.55.52.33, 192.102.198.240, 143.182.124.19, 143.183.152.22",,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ns1.glb.intel.com,134.134.136.28,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ns1.intel.com,192.55.52.33,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ns2.glb.intel.com,192.55.52.96,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ns2.intel.com,134.191.190.35,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ns4.intel.com,192.102.198.240,,,NOERROR,,,,,,,,
,nsg-jira.intel.com,198.175.99.77,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,nsg-kw.intel.com,,,,NOERROR,,,,,,,,
,ntp.intel.com,143.182.14.8,ijdm4.ch.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,nucoutlet.intel.com,"151.101.193.124, 151.101.1.124, 151.101.65.124, 151.101.129.124",,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,fastly,,,,,,
,o1.ptr5930.intel.com,168.245.102.137,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ocsp.intel.com,"172.64.155.188, 104.18.32.68","ocsp.comodoca.com, ocsp.comodoca.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700:4400::6812:2044, 2606:4700:4400::ac40:9bbc",,,,,
,ocsp.pre1-trustedservices.intel.com,"52.222.214.94, 52.222.214.40, 52.222.214.89, 52.222.214.81",ocsp-pre1.tsnp.adsdcsp.com,"ns-801.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,ocsp.sbx2-trustedservices.eglb.intel.com,208.39.112.143,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ocsp.sbx2-trustedservices.intel.com,208.39.112.143,ocsp.sbx2-trustedservices.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ocsp.test-trustedservices.eglb.intel.com,208.39.112.143,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ocsp.trustedservices.intel.com,"108.157.229.71, 108.157.229.25, 108.157.229.19, 108.157.229.117",ocsp.tsprd.adsdcsp.com,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,odata-origin.intel.com,198.175.96.186,lbauto-198-175-96-186.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ole.intel.com,,,,NOERROR,,,,,,,,
,ondemand.intel.com,"50.17.65.137, 54.160.56.209, 44.207.226.92",ondemand.skuprd.adsdcsp.com,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,open.intel.com,13.91.95.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,or-in.intel.com,"134.134.136.16, 134.134.136.17, 134.134.136.18, 134.134.136.19",jf-in.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,orderconfigurator-cons.intel.com,192.198.167.12,lbauto-192-198-167-12.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,orderconfigurator.eglb.intel.com,192.198.160.81,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,orderconfigurator.intel.com,192.198.160.81,orderconfigurator.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,orders.intel.com,20.75.241.79,jsapps.coegbe4bn8-intelcorp1-p1-public.model-t.cc.commerce.ondemand.com,"ns-3.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,orderscons.intel.com,192.198.172.15,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ordersdev.intel.com,192.102.192.10,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,origin-corpredirect.intel.com,,prd-corpredirector-web-glb.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,origin-corpredirector.intel.com,,prd-corpredirector-web-glb.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,origin-marketplace.intel.com,"13.110.84.127, 13.110.10.255, 13.110.11.255","origin-marketplace.intel.com.00do0000000arcfeae.live.siteforce.com, intelcloudcrm.force.com, na104.force.com, na104-ia2.force.com, na104-ia2.ia2.r.force.com","ns1-ia2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,
,origin-poc-platformsw.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,orrailotp.intel.com,134.134.139.9,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,orsdownpour.cps.intel.com,198.175.96.31,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,orslogin.cps.intel.com,198.175.96.122,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,orslogin101.cps.intel.com,10.9.143.48,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,True,10.9.143.48
,oss.intel.com,192.198.165.191,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
