input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,csp_domains_,tls_mismatched
mv431.kartpay.com,Output Books,200,12559,mv431.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,mv431.kartpay.com,,443,https://mv431.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://mv431.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
mvdemo.kartpay.com,Output Books,200,12585,mvdemo.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,mvdemo.kartpay.com,,443,https://mvdemo.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://mvdemo.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
mvsagar.kartpay.com,Output Books,200,12611,mvsagar.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,mvsagar.kartpay.com,,443,https://mvsagar.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://mvsagar.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
newmv.kartpay.com,Output Books,200,12559,newmv.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,newmv.kartpay.com,,443,https://newmv.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://newmv.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
oc.kartpay.com,Output Books,200,12481,oc.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,oc.kartpay.com,,443,https://oc.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://oc.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
people.kartpay.com,Output Books,200,12585,people.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,people.kartpay.com,,443,https://people.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://people.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
postcheckout-cf.kartpay.com,Output Books,200,12819,postcheckout-cf.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,postcheckout-cf.kartpay.com,,443,https://postcheckout-cf.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://postcheckout-cf.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
printer.discord.com,YouTube,200,813383,m.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:19:15Z,2023-09-25T08:19:14Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,d38b2399690f104027969838ca3503d1,b5ec0a1e9d334b426410c0cebe858a37f3ff6997a5cd787ff13a7fa77f589c77,ctls,m.youtube.com,cloudflare,443,https://printer.discord.com:443,https,ESF,text/html,GET,162.159.128.233,/,1891388148,https://m.youtube.com/watch?v=jeg_TJvkSjg,162.159.138.232,HTTP/3,16,False,True,,True,,True
ptb.discord.com,Discord | Your Place to Talk and Hang Out,200,44046,ptb.discord.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",26d99efd06d1fe09aac998d6e008d57d,5a3e404ce97078da5c49e10f7913703afb19e679d417ccb0e3f46c41fa901d5b,ctls,ptb.discord.com,cloudflare,443,https://ptb.discord.com:443,https,cloudflare,text/html,GET,162.159.128.233,/,970275625,,162.159.135.232,hCaptcha,61,False,True,"Cloudflare, Inc.",True,https://sentry.io,
ptr8067.kartpay.com,Output Books,200,12611,ptr8067.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,ptr8067.kartpay.com,,443,https://ptr8067.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://ptr8067.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
pubmmr-z22wghnitf5mqa32.kartpay.com,Output Books,200,13027,pubmmr-z22wghnitf5mqa32.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,pubmmr-z22wghnitf5mqa32.kartpay.com,,443,https://pubmmr-z22wghnitf5mqa32.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://pubmmr-z22wghnitf5mqa32.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
sagar.kartpay.com,Output Books,200,12559,sagar.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,sagar.kartpay.com,,443,https://sagar.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://sagar.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
sms.kartpay.com,Output Books,200,12507,sms.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,sms.kartpay.com,,443,https://sms.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://sms.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
snowsgiving-tale-2022-es-es.discord.com,* es-ES Snowsgiving,200,666019,snowsgiving-tale-2022-es-es.discord.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-01T04:09:21Z,2023-08-30T04:09:20Z,CN=snowsgiving-tale-2022-es-es.discord.com,snowsgiving-tale-2022-es-es.discord.com,snowsgiving-tale-2022-es-es.discord.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7cf3f145a58f0161724a95050c3d4182,d564c845a963990f4751b97da8a86824fe302b1f2b4a162a4760f97a48eaccea,ctls,snowsgiving-tale-2022-es-es.discord.com,cloudflare,443,https://snowsgiving-tale-2022-es-es.discord.com:443,https,cloudflare,text/html,GET,162.159.135.232,/,-1392847500,,162.159.128.233,HTTP/3,828,False,True,,,,
snowsgiving-tale-2022-pt-br.discord.com,* pt-BR Snowsgiving,200,663547,snowsgiving-tale-2022-pt-br.discord.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-01T04:04:29Z,2023-08-30T04:04:28Z,CN=snowsgiving-tale-2022-pt-br.discord.com,snowsgiving-tale-2022-pt-br.discord.com,snowsgiving-tale-2022-pt-br.discord.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,19388b1b60f27799b9db29d0ae0797a0,274b2a08a2088445c4159a7e1afc5243146f1e73852243696c95492b545a0695,ctls,snowsgiving-tale-2022-pt-br.discord.com,cloudflare,443,https://snowsgiving-tale-2022-pt-br.discord.com:443,https,cloudflare,text/html,GET,162.159.128.233,/,-1153775921,,162.159.138.232,HTTP/3,832,False,True,,,,
status.discord.com,Discord Status,200,261451,discordstatus.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T16:59:37Z,2023-09-24T16:59:36Z,CN=dew23ru98r2949283r9d.profitbricks.de,dew23ru98r2949283r9d.profitbricks.de,www.sproutadvocacystatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dc1aee0cafe7bac90a0baf3c62e42c8d,dcafaebac0a829f642ec9fa30cdec101d862d8882ba9cdc69e35edcd748c75d8,ctls,discordstatus.com,cloudflare,443,https://status.discord.com:443,https,,text/html,GET,162.159.136.232,/,-1840324437,https://discordstatus.com/,162.159.138.232,HSTS,3899,False,True,,,,
support-dev.discord.com,Security check,403,7358,support-dev.discord.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T23:38:19Z,2023-08-20T23:38:18Z,CN=support.discord.com,support.discord.com,support.discord.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,22069449890d95b2dda0eff352740235,b0f99cc7e5df047789d440b6b4735c2aedf8bf973c85eb1612c4104fbd86bd7d,ctls,support-dev.discord.com,cloudflare,443,https://support-dev.discord.com:443,https,cloudflare,text/html,GET,104.16.53.111,/,-1279294674,https://support-dev.discord.com/hc/en-us,104.16.51.111,Cloudflare,98,False,True,,,,
support.discord.com,Security check,403,7325,support.discord.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T23:38:19Z,2023-08-20T23:38:18Z,CN=support.discord.com,support.discord.com,support.discord.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,22069449890d95b2dda0eff352740235,b0f99cc7e5df047789d440b6b4735c2aedf8bf973c85eb1612c4104fbd86bd7d,ctls,support.discord.com,cloudflare,443,https://support.discord.com:443,https,cloudflare,text/html,GET,162.159.135.232,/,-1279294674,https://support.discord.com/hc/en-us,162.159.137.232,Cloudflare,98,False,True,,,,
systemprivatepostmandatabase.demo.kartpay.com,Output Books,200,13287,systemprivatepostmandatabase.demo.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,systemprivatepostmandatabase.demo.kartpay.com,,443,https://systemprivatepostmandatabase.demo.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://systemprivatepostmandatabase.demo.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
takeincart.kartpay.com,Output Books,200,12689,takeincart.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,takeincart.kartpay.com,,443,https://takeincart.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://takeincart.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
team-backupcrm-dns.kartpay.com,Output Books,200,12897,team-backupcrm-dns.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,team-backupcrm-dns.kartpay.com,,443,https://team-backupcrm-dns.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://team-backupcrm-dns.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
testing.kartpay.com,Output Books,200,12611,testing.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,testing.kartpay.com,,443,https://testing.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://testing.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
ultimate.kartpay.com,Output Books,200,12637,ultimate.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,ultimate.kartpay.com,,443,https://ultimate.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://ultimate.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
unl0cked.kartpay.com,Output Books,200,12637,unl0cked.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,unl0cked.kartpay.com,,443,https://unl0cked.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://unl0cked.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
vpn.kartpay.com,Output Books,200,12507,vpn.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,vpn.kartpay.com,,443,https://vpn.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://vpn.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
www.discord.com,Discord | Your Place to Talk and Hang Out,200,43997,discord.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",26d99efd06d1fe09aac998d6e008d57d,5a3e404ce97078da5c49e10f7913703afb19e679d417ccb0e3f46c41fa901d5b,ctls,discord.com,cloudflare,443,https://www.discord.com:443,https,cloudflare,text/html,GET,162.159.137.232,/,1543449986,https://discord.com/,162.159.128.233,hCaptcha,61,False,True,"Cloudflare, Inc.",True,https://cdn.discordapp.com,
www2-14.kartpay.com,Output Books,200,12611,www2-14.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,www2-14.kartpay.com,,443,https://www2-14.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://www2-14.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
zappshop.kartpay.com,Output Books,200,12637,zappshop.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,zappshop.kartpay.com,,443,https://zappshop.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://zappshop.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
zendesk1.discord.com,,403,16,zendesk1.discord.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",26d99efd06d1fe09aac998d6e008d57d,5a3e404ce97078da5c49e10f7913703afb19e679d417ccb0e3f46c41fa901d5b,ctls,zendesk1.discord.com,cloudflare,443,https://zendesk1.discord.com:443,https,cloudflare,text/plain,GET,162.159.128.7,/,,,162.159.138.6,HTTP/3,1,False,True,"Cloudflare, Inc.",True,,
zendesk2.discord.com,,403,16,zendesk2.discord.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",26d99efd06d1fe09aac998d6e008d57d,5a3e404ce97078da5c49e10f7913703afb19e679d417ccb0e3f46c41fa901d5b,ctls,zendesk2.discord.com,cloudflare,443,https://zendesk2.discord.com:443,https,cloudflare,text/plain,GET,162.159.138.6,/,,,162.159.128.7,HTTP/3,1,False,True,"Cloudflare, Inc.",True,,
zendesk3.discord.com,,403,16,zendesk3.discord.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",26d99efd06d1fe09aac998d6e008d57d,5a3e404ce97078da5c49e10f7913703afb19e679d417ccb0e3f46c41fa901d5b,ctls,zendesk3.discord.com,cloudflare,443,https://zendesk3.discord.com:443,https,cloudflare,text/plain,GET,162.159.128.7,/,,,162.159.138.6,HTTP/3,1,False,True,"Cloudflare, Inc.",True,,
zlp26986.kartpay.com,Output Books,200,12637,zlp26986.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,zlp26986.kartpay.com,,443,https://zlp26986.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://zlp26986.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
zorooms.kartpay.com,Output Books,200,12611,zorooms.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,zorooms.kartpay.com,,443,https://zorooms.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://zorooms.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
