input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,final_url,location
content-ssl.napoleongames.be,napoleongames.be,200,2174,content-ssl.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,content-ssl.napoleongames.be,cloudflare,443,https://content-ssl.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.14.219,/,-32498378,104.18.15.219,HTTP/3,38,False,True,,,,
content.napoleongames.be,napoleongames.be,200,2174,content.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,content.napoleongames.be,cloudflare,443,https://content.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.14.219,/,-492567351,104.18.15.219,HTTP/3,38,False,True,,,,
cpi.napoleongames.be,Napoleon Sports & Casino,200,21316,www.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,www.napoleongames.be,cloudflare,443,https://cpi.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.14.219,/,781434196,104.18.15.219,HTTP/3,217,False,True,,,https://www.napoleongames.be/,
crmapi-test.napoleongames.be,,503,2889,crmapi-test.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,crmapi-test.napoleongames.be,cloudflare,443,https://crmapi-test.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.15.219,/,721598652,104.18.14.219,HTTP/3,95,False,True,,,,
crmapi.napoleongames.be,,404,225,crmapi.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,crmapi.napoleongames.be,cloudflare,443,https://crmapi.napoleongames.be:443,https,cloudflare,application/json,GET,104.18.14.219,/,-1789950456,104.18.15.219,HTTP/3,1,False,True,,,,
depressiehulp.be,Depressiehulp | info - gratis online zelfhulp en begeleiding,200,8839,depressiehulp.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-22T02:36:12Z,2023-10-20T02:36:11Z,CN=mail.depressiehulp.be,mail.depressiehulp.be,,www.kcepl.depressiehulp.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9d96614a869732f39beec737035c4f6b,e5178ae8b9354a98d0e96d570452ec4f29ebc167e94d1b5e0d44b875c8af7afe,,ctls,depressiehulp.be,,443,https://depressiehulp.be:443,https,Apache,text/html,GET,79.170.93.183,/,262510638,79.170.93.183,PHP,150,False,,,fonts.gstatic.com,,
dev.web.napoleongames.be,,302,,dev.web.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-10T23:59:59Z,CN=*.dev.web.napoleonsports.be,*.dev.web.napoleonsports.be,,*.dev.web.napoleondice.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7472693276a9c96164040f1ccf1e5753,69039470242a7700242a98515c17f6b8b7954817f6d26ef01d2c9f2df060f840,True,ctls,dev.web.napoleongames.be,cloudfront,443,https://dev.web.napoleongames.be:443,https,CloudFront,,GET,18.66.147.74,/,-1840324437,18.66.147.77,Amazon Web Services,1,False,True,,,https://dev.web.napoleongames.be/,https://dev.web.napoleongames.be/
en-gb.casino.napoleongames.be,Napoleon Sports & Casino,200,21316,www.napoleoncasino.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-01-31T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",napoleoncasino.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",369516d6b92d49b6411b8e7ca9a45c72,4750e6acf126430f7b006ecbf57fd89c82769874e95d54d7d8df08c0382213ca,True,ctls,www.napoleoncasino.be,cloudflare,443,https://en-gb.casino.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.15.219,/,1276835112,104.18.14.219,HTTP/3,217,False,True,,,https://www.napoleoncasino.be/en/,
en-gb.napoleongames.be,Napoleon Sports & Casino,200,21316,www.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,www.napoleongames.be,cloudflare,443,https://en-gb.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.15.219,/,-86912315,104.18.14.219,HTTP/3,217,False,True,,,https://www.napoleongames.be/,
en-gb.sports.napoleongames.be,,503,2889,en-gb.sports.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,en-gb.sports.napoleongames.be,cloudflare,443,https://en-gb.sports.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.14.219,/,-921433500,104.18.15.219,HTTP/3,95,False,True,True,,,
evolution-callback.napoleongames.be,,503,493,evolution-callback.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,evolution-callback.napoleongames.be,cloudflare,443,https://evolution-callback.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.14.219,/,120704240,104.18.15.219,HTTP/3,5,False,True,,,,
evolution-test.napoleongames.be,,503,2889,evolution-test.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,evolution-test.napoleongames.be,cloudflare,443,https://evolution-test.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.15.219,/,1562118966,104.18.14.219,HTTP/3,95,False,True,,,,
fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:11Z,2023-10-02T08:21:10Z,CN=upload.video.google.com,upload.video.google.com,,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,cfdd2a66ea8991c3f2f91f40dc09979d,7d05a79814e48a6c7c101d22747c11252dd8bf06349505306f205a97d0a1ca85,True,ctls,fonts.googleapis.com,,443,https://fonts.googleapis.com:443,https,ESF,text/html,GET,142.250.185.138,/,-606046040,2a00:1450:4001:829::200a,HTTP/3,1,False,,,,,
fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:12Z,2023-10-02T08:21:11Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,094b775d6381284fd7043fc871efdc5c,659210c1a54cc8ad5769aafb5777054e2a82cd6e9c0f3559c21166a97ede41b3,True,ctls,fonts.gstatic.com,,443,https://fonts.gstatic.com:443,https,sffe,text/html,GET,142.250.184.195,/,302920777,2a00:1450:4001:828::2003,HTTP/3,12,False,,,,,
fr-be.casino.napoleongames.be,Napoleon Sports & Casino,200,21316,www.napoleoncasino.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-01-31T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",napoleoncasino.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",369516d6b92d49b6411b8e7ca9a45c72,4750e6acf126430f7b006ecbf57fd89c82769874e95d54d7d8df08c0382213ca,True,ctls,www.napoleoncasino.be,cloudflare,443,https://fr-be.casino.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.14.219,/,-1207891306,104.18.15.219,HTTP/3,217,False,True,,,https://www.napoleoncasino.be/fr/,
fr-be.napoleongames.be,Napoleon Sports & Casino,200,21316,www.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,www.napoleongames.be,cloudflare,443,https://fr-be.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.15.219,/,-86912315,104.18.14.219,HTTP/3,217,False,True,,,https://www.napoleongames.be/,
fr-be.sports.napoleongames.be,Napoleon Sports & Casino,200,21192,www.napoleonsports.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-01-31T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.napoleonsports.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",678177e857f4f2d42e8c646ef05c441d,724925347ecb68762508307b21e10ac9d9a4b52341243c6ce8d2e2b7ad15c2a9,True,ctls,www.napoleonsports.be,cloudflare,443,https://fr-be.sports.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.14.219,/,1135759718,104.18.15.219,HTTP/3,207,False,True,,,https://www.napoleonsports.be/fr/,
fwdkim1.napoleongames.be,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,,cloudfront,80,http://fwdkim1.napoleongames.be:80,http,CloudFront,text/html,GET,13.225.78.38,/,-95473633,13.225.78.40,Amazon Web Services,20,False,True,,,,
gokhulp.be,"Gokken, kansspelen, gokproblemen, gokverslaving, minderen of stoppen met gokken | online zelfhulp",200,4775,gokhulp.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-02T17:36:08Z,2023-08-31T17:36:07Z,CN=gokhulp.depressiehulp.be,gokhulp.depressiehulp.be,,www.gokhulp.depressiehulp.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,63cc3a473097d5ce59336500a638d712,3a1924080d0ef1a4bcb35ac728c933708cba654d80d519b940aede6da949fbf1,,ctls,gokhulp.be,,443,https://gokhulp.be:443,https,Apache,text/html,GET,79.170.93.183,/,501594747,79.170.93.183,PHP,91,False,,,fonts.googleapis.com,,
gokhulp.napoleongames.be,"Gokken, kansspelen, gokproblemen, gokverslaving, minderen of stoppen met gokken | online zelfhulp",200,4775,gokhulp.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-02T17:36:08Z,2023-08-31T17:36:07Z,CN=gokhulp.depressiehulp.be,gokhulp.depressiehulp.be,,www.gokhulp.depressiehulp.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,63cc3a473097d5ce59336500a638d712,3a1924080d0ef1a4bcb35ac728c933708cba654d80d519b940aede6da949fbf1,,ctls,gokhulp.be,cloudflare,443,https://gokhulp.napoleongames.be:443,https,Apache,text/html,GET,104.18.15.219,/,-134375033,104.18.14.219,PHP,91,False,True,,*.viavario.dev,https://gokhulp.be,
hecate.napoleongames.be,403 Forbidden,403,1418,hecate.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,hecate.napoleongames.be,cloudflare,443,https://hecate.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.14.219,/,-1011655151,104.18.15.219,HTTP/3,35,False,True,,,,
int.napoleongames.be,403 Forbidden,403,588,int.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,int.napoleongames.be,cloudflare,443,https://int.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.14.219,/,-1789950456,104.18.15.219,HTTP/3,10,False,True,,,,
kaagent.napoleongames.be,Napoleon Sports & Casino,200,21316,www.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,www.napoleongames.be,cloudflare,443,https://kaagent.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.14.219,/,,104.18.15.219,HTTP/3,217,False,True,,,https://www.napoleongames.be/content/kaa-gent,
lb-ocp.int.napoleongames.be,,503,2889,lb-ocp.int.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,lb-ocp.int.napoleongames.be,cloudflare,443,https://lb-ocp.int.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.15.219,/,293053124,104.18.14.219,HTTP/3,95,False,True,,,,
livecasino.napoleongames.be,Napoleon Sports & Casino,200,21316,www.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,www.napoleongames.be,cloudfront,443,https://livecasino.napoleongames.be:443,https,cloudflare,text/html,GET,18.66.112.18,/,-1840324437,18.66.112.94,HTTP/3,217,False,True,,,https://www.napoleongames.be/livecasino/index/gamestate/expired,
lp.napoleongames.be,napoleongames.be,200,2174,lp.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,lp.napoleongames.be,cloudflare,443,https://lp.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.14.219,/,-134375033,104.18.15.219,HTTP/3,38,False,True,,,,
mailing.napoleongames.be,napoleongames.be,200,2174,mailing.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,mailing.napoleongames.be,cloudflare,443,https://mailing.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.15.219,/,-134375033,104.18.14.219,HTTP/3,38,False,True,,,,
media-ssl.casino.napoleongames.be,Napoleon Sports & Casino,200,21316,www.napoleoncasino.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-01-31T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",napoleoncasino.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",369516d6b92d49b6411b8e7ca9a45c72,4750e6acf126430f7b006ecbf57fd89c82769874e95d54d7d8df08c0382213ca,True,ctls,www.napoleoncasino.be,cloudflare,443,https://media-ssl.casino.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.14.219,/,,104.18.15.219,HTTP/3,217,False,True,,,https://www.napoleoncasino.be,
media-ssl.napoleongames.be,403 Forbidden,403,588,media-ssl.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,media-ssl.napoleongames.be,cloudflare,443,https://media-ssl.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.14.219,/,-1789950456,104.18.15.219,HTTP/3,10,False,True,,,,
media.napoleongames.be,403 Forbidden,403,588,media.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,media.napoleongames.be,cloudflare,443,https://media.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.15.219,/,-1789950456,104.18.14.219,HTTP/3,10,False,True,,,,
napoleongames.be,Napoleon Sports & Casino,200,21316,www.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,www.napoleongames.be,cloudflare,443,https://napoleongames.be:443,https,cloudflare,text/html,GET,104.18.14.219,/,-86912315,104.18.15.219,HTTP/3,217,False,True,,,https://www.napoleongames.be/,
netent-callback.napoleongames.be,,503,493,netent-callback.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,netent-callback.napoleongames.be,cloudflare,443,https://netent-callback.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.14.219,/,55932343,104.18.15.219,HTTP/3,5,False,True,,,,
netent-test.napoleongames.be,,503,2889,netent-test.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,netent-test.napoleongames.be,cloudflare,443,https://netent-test.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.14.219,/,324566574,104.18.15.219,HTTP/3,95,False,True,,,,
news.napoleongames.be,403 - Forbidden: Access is denied.,403,1619,news.napoleongames.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-06-24T23:59:59Z,"CN=napoleongames.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",napoleongames.be,"Cloudflare, Inc.",*.sports.napoleongames.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",081a3309fe2521c027f3b65ed692cd5b,39cadb852740cd44a6c732de7fe257eff8a0dbfd9203886f441bec6b650ff4c2,True,ctls,news.napoleongames.be,cloudflare,443,https://news.napoleongames.be:443,https,cloudflare,text/html,GET,104.18.15.219,/,-2078395288,104.18.14.219,Microsoft ASP.NET,31,False,True,,,,
