input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,final_url,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,webserver,csp_domains_,cdn_name,cdn,tls_self_signed,location,tls_expired
apps.b2b.ibm.com,Citrix Gateway,200,2808,apps.b2b.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2023-05-17T00:00:00Z,2024-05-13T23:59:59Z,"CN=*.b2b.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",*.b2b.ibm.com,b2b.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,da590eb6d56f798d9ca681f5e6567b82,25ec076c1e9c49e452cabc9a0d6464ad80c63684239b5428554a135ab05c8ff7,ctls,apps.b2b.ibm.com,443,https://apps.b2b.ibm.com:443,https,text/html,GET,209.95.245.71,/,12023395,209.95.245.71,HSTS,63,False,https://apps.b2b.ibm.com/vpn/index.html,,International Business Machines Corporation,True,Apache,,,,,,
apps.daffy-1x2i1tnq.cloud.techzone.ibm.com,,503,2503,apps.daffy-1x2i1tnq.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-09T07:15:12Z,2023-09-07T07:15:11Z,CN=daffy-1x2i1tnq.cloud.techzone.ibm.com,daffy-1x2i1tnq.cloud.techzone.ibm.com,daffy-1x2i1tnq.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b09b77e01ee3b87b23e2a4751df22648,b69c0ba472bfe7d6cd71416ba2a677fcb744665a91b0c6b9f796d2c1a184a3e1,ctls,apps.daffy-1x2i1tnq.cloud.techzone.ibm.com,443,https://apps.daffy-1x2i1tnq.cloud.techzone.ibm.com:443,https,text/html,GET,169.63.78.76,/,1539244717,169.63.78.76,,94,False,,True,,True,,,,,,,
apps.daffy-2a8rpktn.cloud.techzone.ibm.com,,503,2503,,,,,,,,,,,,,,,,,,80,http://apps.daffy-2a8rpktn.cloud.techzone.ibm.com:80,http,text/html,GET,162.133.110.218,/,1539244717,162.133.110.218,,94,False,,,,,,,,,,,
apps.daffy-3aem35l4.cloud.techzone.ibm.com,,503,2503,apps.daffy-3aem35l4.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-30T20:58:53Z,2025-06-29T20:58:54Z,CN=*.apps.daffy-3aem35l4.cloud.techzone.ibm.com,*.apps.daffy-3aem35l4.cloud.techzone.ibm.com,*.apps.daffy-3aem35l4.cloud.techzone.ibm.com,CN=ingress-operator@1688158733,ingress-operator@1688158733,,32987fab9f8a42d9e381fbc956edc6a9,2d05e4738d7c18e5800afed652468b21ff74e2d654b1edbfee6112c62d0dacbc,ctls,apps.daffy-3aem35l4.cloud.techzone.ibm.com,443,https://apps.daffy-3aem35l4.cloud.techzone.ibm.com:443,https,text/html,GET,159.8.188.151,/,1539244717,159.8.188.151,,94,False,,True,,True,,,,,,,
apps.daffy-3b46i1z1.cloud.techzone.ibm.com,,503,2503,apps.daffy-3b46i1z1.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-10T01:45:23Z,2023-09-08T01:45:22Z,CN=daffy-3b46i1z1.cloud.techzone.ibm.com,daffy-3b46i1z1.cloud.techzone.ibm.com,daffy-3b46i1z1.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acae27164cd956175046ff70072c7194,6f6bc1623ff8c39b692b3d44d046b8050d09512f3998ddeadb7485da9131e5c0,ctls,apps.daffy-3b46i1z1.cloud.techzone.ibm.com,443,https://apps.daffy-3b46i1z1.cloud.techzone.ibm.com:443,https,text/html,GET,169.63.78.80,/,1539244717,169.63.78.80,,94,False,,True,,True,,,,,,,
apps.daffy-5rec3n23.cloud.techzone.ibm.com,,503,2503,apps.daffy-5rec3n23.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-01T15:51:13Z,2023-09-29T15:51:12Z,CN=daffy-5rec3n23.cloud.techzone.ibm.com,daffy-5rec3n23.cloud.techzone.ibm.com,daffy-5rec3n23.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0a0021276209e3e0ffab5ebdd3749ab6,99e7808168802d6e8f06cdcdf5d714788832a304a48198c9ac3aa14bc72c032b,ctls,apps.daffy-5rec3n23.cloud.techzone.ibm.com,443,https://apps.daffy-5rec3n23.cloud.techzone.ibm.com:443,https,text/html,GET,161.156.90.231,/,1539244717,161.156.90.231,,94,False,,True,,True,,,,,,,
apps.daffy-69jnj719.cloud.techzone.ibm.com,,503,2503,apps.daffy-69jnj719.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T00:27:54Z,2023-10-01T00:27:53Z,CN=daffy-69jnj719.cloud.techzone.ibm.com,daffy-69jnj719.cloud.techzone.ibm.com,daffy-69jnj719.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5563a78c9b5f15a03fa0f18166de4df5,b33ad72b219e6d3c068dc79a2a3195f9cca979a251a9884089eff06c69d35f51,ctls,apps.daffy-69jnj719.cloud.techzone.ibm.com,443,https://apps.daffy-69jnj719.cloud.techzone.ibm.com:443,https,text/html,GET,162.133.110.74,/,1539244717,162.133.110.74,,94,False,,True,,True,,,,,,,
apps.daffy-9kclpz6z.cloud.techzone.ibm.com,,503,2503,,,,,,,,,,,,,,,,,,80,http://apps.daffy-9kclpz6z.cloud.techzone.ibm.com:80,http,text/html,GET,161.156.176.213,/,1539244717,161.156.176.213,,94,False,,,,,,,,,,,
apps.daffy-bog9mh52.cloud.techzone.ibm.com,,503,2503,apps.daffy-bog9mh52.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T17:23:31Z,2025-07-02T17:23:32Z,CN=*.apps.daffy-bog9mh52.cloud.techzone.ibm.com,*.apps.daffy-bog9mh52.cloud.techzone.ibm.com,*.apps.daffy-bog9mh52.cloud.techzone.ibm.com,CN=ingress-operator@1688405011,ingress-operator@1688405011,,36094213d7fe2c071ae593b3a58555d7,09baeef4f92af9b5fe778655f22793c909300b8e0a783308b9eb75a123cdef61,ctls,apps.daffy-bog9mh52.cloud.techzone.ibm.com,443,https://apps.daffy-bog9mh52.cloud.techzone.ibm.com:443,https,text/html,GET,5.10.108.105,/,1539244717,5.10.108.105,,94,False,,True,,True,,,,,,,
apps.daffy-fvpd8tpy.cloud.techzone.ibm.com,,503,2503,apps.daffy-fvpd8tpy.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-02T08:02:39Z,2025-07-01T08:02:40Z,CN=*.apps.daffy-fvpd8tpy.cloud.techzone.ibm.com,*.apps.daffy-fvpd8tpy.cloud.techzone.ibm.com,*.apps.daffy-fvpd8tpy.cloud.techzone.ibm.com,CN=ingress-operator@1688284959,ingress-operator@1688284959,,c42994ae7fe285076db361080cf03e2e,148f35dab25c42f45055355ac0daef4fb8dbc5e84603bb8062d4b6f166fd7533,ctls,apps.daffy-fvpd8tpy.cloud.techzone.ibm.com,443,https://apps.daffy-fvpd8tpy.cloud.techzone.ibm.com:443,https,text/html,GET,159.8.188.181,/,1539244717,159.8.188.181,,94,False,,True,,True,,,,,,,
apps.daffy-gi7q2ww6.cloud.techzone.ibm.com,,503,2503,apps.daffy-gi7q2ww6.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-29T07:25:12Z,2023-09-27T07:25:11Z,CN=daffy-gi7q2ww6.cloud.techzone.ibm.com,daffy-gi7q2ww6.cloud.techzone.ibm.com,daffy-gi7q2ww6.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ba893fbb09ce80586850a1b2cecc7d7e,6000e1974d11056d9e3073698f7997335ecd811e908893578418466968d5263c,ctls,apps.daffy-gi7q2ww6.cloud.techzone.ibm.com,443,https://apps.daffy-gi7q2ww6.cloud.techzone.ibm.com:443,https,text/html,GET,169.63.171.201,/,1539244717,169.63.171.201,,94,False,,True,,True,,,,,,,
apps.daffy-gl00cyfn.cloud.techzone.ibm.com,,503,2503,apps.daffy-gl00cyfn.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T09:25:54Z,2023-09-10T09:25:53Z,CN=daffy-gl00cyfn.cloud.techzone.ibm.com,daffy-gl00cyfn.cloud.techzone.ibm.com,daffy-gl00cyfn.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2c418f64e07efc176adf532eaecf90bf,f1046afec5f7474ce50c65b333b360f04b372089a61290dd38c199d8ce1e81c0,ctls,apps.daffy-gl00cyfn.cloud.techzone.ibm.com,443,https://apps.daffy-gl00cyfn.cloud.techzone.ibm.com:443,https,text/html,GET,162.133.110.237,/,1539244717,162.133.110.237,,94,False,,True,,True,,,,,,,
apps.daffy-jbn64ssw.cloud.techzone.ibm.com,,503,2503,apps.daffy-jbn64ssw.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-30T07:29:27Z,2025-06-29T07:29:28Z,CN=*.apps.daffy-jbn64ssw.cloud.techzone.ibm.com,*.apps.daffy-jbn64ssw.cloud.techzone.ibm.com,*.apps.daffy-jbn64ssw.cloud.techzone.ibm.com,CN=ingress-operator@1688110167,ingress-operator@1688110167,,65666c2a71435d5081d2e5e5afb6194f,d374f32b83808fede48cf256ad4e5e2a8b9acddfc01868c6cffc26b32f5e018c,ctls,apps.daffy-jbn64ssw.cloud.techzone.ibm.com,443,https://apps.daffy-jbn64ssw.cloud.techzone.ibm.com:443,https,text/html,GET,162.133.110.206,/,1539244717,162.133.110.206,,94,False,,True,,True,,,,,,,
apps.daffy-ma8wydgp.cloud.techzone.ibm.com,,503,2503,apps.daffy-ma8wydgp.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-10T02:52:55Z,2023-09-08T02:52:54Z,CN=daffy-ma8wydgp.cloud.techzone.ibm.com,daffy-ma8wydgp.cloud.techzone.ibm.com,daffy-ma8wydgp.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3781efd13c52aecf0c4bd52eebe52279,e879ae302b4ab769d0127dd356071b4abccb0cd7d8172346f86f9fb5ef2b32e7,ctls,apps.daffy-ma8wydgp.cloud.techzone.ibm.com,443,https://apps.daffy-ma8wydgp.cloud.techzone.ibm.com:443,https,text/html,GET,161.156.90.201,/,1539244717,161.156.90.201,,94,False,,True,,True,,,,,,,
apps.daffy-mhirs43f.cloud.techzone.ibm.com,,503,2503,apps.daffy-mhirs43f.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-27T16:51:39Z,2023-09-25T16:51:38Z,CN=daffy-mhirs43f.cloud.techzone.ibm.com,daffy-mhirs43f.cloud.techzone.ibm.com,daffy-mhirs43f.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,edf763e73f8a0feadde635a26292e4c9,ae17dc849e6a41e33ff2debc93264930861eb90053fbf2d3285dc8223aecc9ba,ctls,apps.daffy-mhirs43f.cloud.techzone.ibm.com,443,https://apps.daffy-mhirs43f.cloud.techzone.ibm.com:443,https,text/html,GET,169.60.64.12,/,1539244717,169.60.64.12,,94,False,,True,,True,,,,,,,
apps.daffy-mlbfx80s.cloud.techzone.ibm.com,,503,2503,apps.daffy-mlbfx80s.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-10T00:55:15Z,2023-09-08T00:55:14Z,CN=daffy-mlbfx80s.cloud.techzone.ibm.com,daffy-mlbfx80s.cloud.techzone.ibm.com,daffy-mlbfx80s.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0b3cba7bd3058ee487fe724640d33f34,9f1b75c61a2c40fad8ed2366452b2a25d6253c3bdc939ef1b894b9fd11d10f0a,ctls,apps.daffy-mlbfx80s.cloud.techzone.ibm.com,443,https://apps.daffy-mlbfx80s.cloud.techzone.ibm.com:443,https,text/html,GET,169.63.122.14,/,1539244717,169.63.122.14,,94,False,,True,,True,,,,,,,
apps.daffy-ncf6ihsk.cloud.techzone.ibm.com,,503,2503,apps.daffy-ncf6ihsk.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-27T15:53:36Z,2025-06-26T15:53:37Z,CN=*.apps.daffy-ncf6ihsk.cloud.techzone.ibm.com,*.apps.daffy-ncf6ihsk.cloud.techzone.ibm.com,*.apps.daffy-ncf6ihsk.cloud.techzone.ibm.com,CN=ingress-operator@1687881216,ingress-operator@1687881216,,d9069c74d1a702af8189a2cab6272861,4ba796d1bbf4d60700d6e0de9d57cd2d5ab6dd6d2bcb318d02933253972743f9,ctls,apps.daffy-ncf6ihsk.cloud.techzone.ibm.com,443,https://apps.daffy-ncf6ihsk.cloud.techzone.ibm.com:443,https,text/html,GET,162.133.110.94,/,1539244717,162.133.110.94,,94,False,,True,,True,,,,,,,
apps.daffy-rfy5put5.cloud.techzone.ibm.com,,503,2503,apps.daffy-rfy5put5.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-10T02:31:22Z,2023-09-08T02:31:21Z,CN=daffy-rfy5put5.cloud.techzone.ibm.com,daffy-rfy5put5.cloud.techzone.ibm.com,daffy-rfy5put5.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,419d057802f27a0f97c67deb25154c38,14fce8c90a7cb017f16cff26e009720a782a5cc0db5b060799d90bc7ec4bc84b,ctls,apps.daffy-rfy5put5.cloud.techzone.ibm.com,443,https://apps.daffy-rfy5put5.cloud.techzone.ibm.com:443,https,text/html,GET,162.133.110.217,/,1539244717,162.133.110.217,,94,False,,True,,True,,,,,,,
apps.daffy-zoyeg4g3.cloud.techzone.ibm.com,,503,2503,apps.daffy-zoyeg4g3.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-29T07:25:26Z,2023-09-27T07:25:25Z,CN=daffy-zoyeg4g3.cloud.techzone.ibm.com,daffy-zoyeg4g3.cloud.techzone.ibm.com,daffy-zoyeg4g3.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,443be2e7f0e2f02cd3584d98d43fe23b,57853524cc88a04bf6e78e7aec4a3c26f8d97470c8e67470972405edc8ffe52f,ctls,apps.daffy-zoyeg4g3.cloud.techzone.ibm.com,443,https://apps.daffy-zoyeg4g3.cloud.techzone.ibm.com:443,https,text/html,GET,169.63.171.247,/,1539244717,169.63.171.247,,94,False,,True,,True,,,,,,,
apps.ibm.com,apps.ibm.com,200,591,apps.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=appservices.kyndryl.com, O=Kyndryl\, Inc., L=New York, ST=New York, C=US",appservices.kyndryl.com,appservices.kyndryl.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,94b60be307c2360ee9bffc3c532d2399,f9d4196288b64355704d55095315d9664b181c7a7ce759425070b6d235c7bcdd,ctls,apps.ibm.com,443,https://apps.ibm.com:443,https,text/html,GET,129.35.233.109,/,1772087922,129.35.233.109,Windows Server,32,False,,True,"Kyndryl, Inc.",,Microsoft-IIS/10.0,,,,,,
apps.ocp-060001xbbx-x1s4.cloud.techzone.ibm.com,,503,2503,apps.ocp-060001xbbx-x1s4.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-01T15:26:11Z,2025-06-30T15:26:12Z,CN=*.apps.ocp-060001xbbx-x1s4.cloud.techzone.ibm.com,*.apps.ocp-060001xbbx-x1s4.cloud.techzone.ibm.com,*.apps.ocp-060001xbbx-x1s4.cloud.techzone.ibm.com,CN=ingress-operator@1688225171,ingress-operator@1688225171,,1031a9f6df84a157d858d734484dfac5,3ebe032b456865aa65dedd4dd5704314bbb3bd8c9f74226b9ae340e3c52490e3,ctls,apps.ocp-060001xbbx-x1s4.cloud.techzone.ibm.com,443,https://apps.ocp-060001xbbx-x1s4.cloud.techzone.ibm.com:443,https,text/html,GET,159.8.188.168,/,1539244717,159.8.188.168,,94,False,,True,,True,,,,,,,
apps.ocp-1100007f4q-g8yq.cloud.techzone.ibm.com,,503,2503,apps.ocp-1100007f4q-g8yq.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T06:53:09Z,2023-10-01T06:53:08Z,CN=ocp-1100007f4q-g8yq.cloud.techzone.ibm.com,ocp-1100007f4q-g8yq.cloud.techzone.ibm.com,ocp-1100007f4q-g8yq.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c1a844bda5628f4b494642d2dfbf49b1,c4faefb9a6c528da1ef5d8fefa693855d526f8cc302ba245ba85a22852c6ed42,ctls,apps.ocp-1100007f4q-g8yq.cloud.techzone.ibm.com,443,https://apps.ocp-1100007f4q-g8yq.cloud.techzone.ibm.com:443,https,text/html,GET,5.10.108.118,/,1539244717,5.10.108.118,,94,False,,True,,True,,,,,,,
apps.ocp-110000c2n4-o24s.cloud.techzone.ibm.com,,503,2503,apps.ocp-110000c2n4-o24s.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-02T23:42:48Z,2023-09-30T23:42:47Z,CN=ocp-110000c2n4-o24s.cloud.techzone.ibm.com,ocp-110000c2n4-o24s.cloud.techzone.ibm.com,ocp-110000c2n4-o24s.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f404248b0778c2bddaa5d5e03c730ba3,1dc1cf2eb33a61cc6b2e954d3c18939eaef97a19d59c348deca3167d6e28bbed,ctls,apps.ocp-110000c2n4-o24s.cloud.techzone.ibm.com,443,https://apps.ocp-110000c2n4-o24s.cloud.techzone.ibm.com:443,https,text/html,GET,162.133.110.225,/,1539244717,162.133.110.225,,94,False,,True,,True,,,,,,,
apps.ocp-120000bc2j-p9ww.cloud.techzone.ibm.com,,503,2503,,,,,,,,,,,,,,,,,,80,http://apps.ocp-120000bc2j-p9ww.cloud.techzone.ibm.com:80,http,text/html,GET,159.8.188.178,/,1539244717,159.8.188.178,,94,False,,,,,,,,,,,
apps.ocp-120000k5r7-phfd.cloud.techzone.ibm.com,,503,2503,apps.ocp-120000k5r7-phfd.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-28T14:49:54Z,2023-09-26T14:49:53Z,CN=ocp-120000k5r7-phfd.cloud.techzone.ibm.com,ocp-120000k5r7-phfd.cloud.techzone.ibm.com,ocp-120000k5r7-phfd.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a0eb034dd32370d0b89a7932b483598b,6bdcd470a41990db7b8fcd5c54cd5cff52e7b3abe5b91ee081452c5262ef43a9,ctls,apps.ocp-120000k5r7-phfd.cloud.techzone.ibm.com,443,https://apps.ocp-120000k5r7-phfd.cloud.techzone.ibm.com:443,https,text/html,GET,158.176.162.44,/,1539244717,158.176.162.44,,94,False,,True,,True,,,,,,,
apps.ocp-270002dryd-f75r.cloud.techzone.ibm.com,,503,2503,apps.ocp-270002dryd-f75r.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-13T23:58:16Z,2025-06-12T23:58:17Z,CN=*.apps.ocp-270002dryd-f75r.cloud.techzone.ibm.com,*.apps.ocp-270002dryd-f75r.cloud.techzone.ibm.com,*.apps.ocp-270002dryd-f75r.cloud.techzone.ibm.com,CN=ingress-operator@1686700695,ingress-operator@1686700695,,6458205a8b1931b8ba62c0b44b99fd66,7dd8a4459a19986a6dc8dcfeeaed11b0be828f083d043fccf12b3ce5dd84617e,ctls,apps.ocp-270002dryd-f75r.cloud.techzone.ibm.com,443,https://apps.ocp-270002dryd-f75r.cloud.techzone.ibm.com:443,https,text/html,GET,169.63.78.126,/,1539244717,169.63.78.126,,94,False,,True,,True,,,,,,,
apps.ocp-270004w3qr-fzaj.cloud.techzone.ibm.com,,503,2503,,,,,,,,,,,,,,,,,,80,http://apps.ocp-270004w3qr-fzaj.cloud.techzone.ibm.com:80,http,text/html,GET,161.156.90.208,/,1539244717,161.156.90.208,,94,False,,,,,,,,,,,
apps.ocp-270005she9-ubqv.cloud.techzone.ibm.com,,503,2503,apps.ocp-270005she9-ubqv.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-29T08:09:52Z,2023-09-27T08:09:51Z,CN=ocp-270005she9-ubqv.cloud.techzone.ibm.com,ocp-270005she9-ubqv.cloud.techzone.ibm.com,ocp-270005she9-ubqv.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,280f9a0366039dc87321966df022962b,3aee66bca890852525a9d5c5b777054b977470baaf706cf20f794e61f2c5f665,ctls,apps.ocp-270005she9-ubqv.cloud.techzone.ibm.com,443,https://apps.ocp-270005she9-ubqv.cloud.techzone.ibm.com:443,https,text/html,GET,5.10.108.102,/,1539244717,5.10.108.102,,94,False,,True,,True,,,,,,,
apps.ocp-270007fk6e-cgkr.cloud.techzone.ibm.com,,503,2503,apps.ocp-270007fk6e-cgkr.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-30T06:51:22Z,2023-09-28T06:51:21Z,CN=ocp-270007fk6e-cgkr.cloud.techzone.ibm.com,ocp-270007fk6e-cgkr.cloud.techzone.ibm.com,ocp-270007fk6e-cgkr.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4d958569bb1e5a752ff5275c6c7a530e,266065b51743a2cc7f8d60d1c08c57e1614d6d963b7a3060d1c2f947e76c2910,ctls,apps.ocp-270007fk6e-cgkr.cloud.techzone.ibm.com,443,https://apps.ocp-270007fk6e-cgkr.cloud.techzone.ibm.com:443,https,text/html,GET,159.8.188.160,/,1539244717,159.8.188.160,,94,False,,True,,True,,,,,,,
apps.ocp-3100014h3v-545k.cloud.techzone.ibm.com,,503,2503,apps.ocp-3100014h3v-545k.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-29T14:19:11Z,2023-09-27T14:19:10Z,CN=ocp-3100014h3v-545k.cloud.techzone.ibm.com,ocp-3100014h3v-545k.cloud.techzone.ibm.com,ocp-3100014h3v-545k.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c6017feb4772076bc46fb1eab17014a3,54b8cb85b93830c4fb5423805dcb9b8849c9c430daa84a1b7ec9609a7adce395,ctls,apps.ocp-3100014h3v-545k.cloud.techzone.ibm.com,443,https://apps.ocp-3100014h3v-545k.cloud.techzone.ibm.com:443,https,text/html,GET,169.63.171.161,/,1539244717,169.63.171.161,,94,False,,True,,True,,,,,,,
apps.ocp-50avscmg0p-gy9y.cloud.techzone.ibm.com,,503,2503,apps.ocp-50avscmg0p-gy9y.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-28T01:58:09Z,2023-09-26T01:58:08Z,CN=ocp-50avscmg0p-gy9y.cloud.techzone.ibm.com,ocp-50avscmg0p-gy9y.cloud.techzone.ibm.com,ocp-50avscmg0p-gy9y.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,aadd6c392ff1fad691060f68ca44eb03,f2942fa0a863477a9d2b9169c7fa0372371512547b42e188df1321f2557c7fb0,ctls,apps.ocp-50avscmg0p-gy9y.cloud.techzone.ibm.com,443,https://apps.ocp-50avscmg0p-gy9y.cloud.techzone.ibm.com:443,https,text/html,GET,169.60.87.51,/,1539244717,169.60.87.51,,94,False,,True,,True,,,,,,,
apps.ocp-550004rf00-7tyx.cloud.techzone.ibm.com,,503,2503,apps.ocp-550004rf00-7tyx.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T10:03:06Z,2023-10-01T10:03:05Z,CN=ocp-550004rf00-7tyx.cloud.techzone.ibm.com,ocp-550004rf00-7tyx.cloud.techzone.ibm.com,ocp-550004rf00-7tyx.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8f387592f67c12750d7b388d5584eb0e,2d3ec1772e60d8abb4a05645afb056cc3d905ceef694fb40e1097fddac516724,ctls,apps.ocp-550004rf00-7tyx.cloud.techzone.ibm.com,443,https://apps.ocp-550004rf00-7tyx.cloud.techzone.ibm.com:443,https,text/html,GET,158.176.125.245,/,1539244717,158.176.125.245,,94,False,,True,,True,,,,,,,
apps.ocp-6610021u7r-ia40.cloud.techzone.ibm.com,,503,2503,apps.ocp-6610021u7r-ia40.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-27T20:21:18Z,2023-09-25T20:21:17Z,CN=ocp-6610021u7r-ia40.cloud.techzone.ibm.com,ocp-6610021u7r-ia40.cloud.techzone.ibm.com,ocp-6610021u7r-ia40.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c2cddf733e9fb6dfc8c5809dc501449f,e3bc20155c37f02a3af1e0baa0a3ff7040a1cfba3cce107adf54f133f6e18804,ctls,apps.ocp-6610021u7r-ia40.cloud.techzone.ibm.com,443,https://apps.ocp-6610021u7r-ia40.cloud.techzone.ibm.com:443,https,text/html,GET,169.63.171.211,/,1539244717,169.63.171.211,,94,False,,True,,True,,,,,,,
apps.ocp-661002ezum-idov.cloud.techzone.ibm.com,,503,2503,,,,,,,,,,,,,,,,,,80,http://apps.ocp-661002ezum-idov.cloud.techzone.ibm.com:80,http,text/html,GET,169.60.87.13,/,1539244717,169.60.87.13,,94,False,,,,,,,,,,,
apps.ocp-662001vacx-1vct.cloud.techzone.ibm.com,,503,2503,apps.ocp-662001vacx-1vct.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T12:33:14Z,2023-10-01T12:33:13Z,CN=ocp-662001vacx-1vct.cloud.techzone.ibm.com,ocp-662001vacx-1vct.cloud.techzone.ibm.com,ocp-662001vacx-1vct.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f8a344258c52dd37c33a1838a7282506,833b54dd719874c1953fe48a6f5310433096b6751286bbd3ec5e84f397fa70b4,ctls,apps.ocp-662001vacx-1vct.cloud.techzone.ibm.com,443,https://apps.ocp-662001vacx-1vct.cloud.techzone.ibm.com:443,https,text/html,GET,162.133.113.184,/,1539244717,162.133.113.184,,94,False,,True,,True,,,,,,,
