input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_wildcard_certificate,csp_domains_,final_url,tls_expired,location
cfr-test.td.com,,404,48,cfr-test.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-03T13:58:25Z,2023-08-04T13:58:25Z,CN=*.us.v2.we-stats.com,*.us.v2.we-stats.com,,us.v2.we-stats.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5e988665cbc82644aa2108b236cd9709,5635c7153de913e03c6b46de9f591025882f5202767299ef00377e535b905766,ctls,cfr-test.td.com,azure,443,https://cfr-test.td.com:443,https,,application/json,GET,52.154.174.214,/,834205737,52.154.174.214,HSTS,1,False,True,True,True,,,,
cfr.td.com,,404,48,cfr.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-03T13:58:25Z,2023-08-04T13:58:25Z,CN=*.us.v2.we-stats.com,*.us.v2.we-stats.com,,us.v2.we-stats.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5e988665cbc82644aa2108b236cd9709,5635c7153de913e03c6b46de9f591025882f5202767299ef00377e535b905766,ctls,cfr.td.com,azure,443,https://cfr.td.com:443,https,,application/json,GET,52.154.174.214,/,834205737,52.154.174.214,HSTS,1,False,True,True,True,,,,
chat.pat.td.com,,404,115,chat.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T00:42:03Z,2023-06-14T00:42:03Z,"CN=chat.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",chat.pat.td.com,The Toronto-Dominion Bank,chat.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",9e98658a9e34ad919f1cd14f3afd2081,1fdfd51539f9024b62b4097d0e5ec62b0dc6dd4298e29ab4ed09df6575714ffd,ctls,chat.pat.td.com,,443,https://chat.pat.td.com:443,https,,application/json,GET,95.101.111.175,/,1576744436,95.101.111.172,HSTS,1,False,,,,,,,
claimservices.sys.td.com,403 - Forbidden,403,345,claimservices.sys.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T20:33:11Z,2024-05-09T20:33:11Z,"CN=upload.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",upload.pat.td.com,The Toronto-Dominion Bank,tdsecure.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",38a3b3e339344c3da7a58262cffa440f,2e3aaf7e5972a555a2cb11106f6ea9a617ebe3df9d548c10a6c4cddeead5c41a,ctls,claimservices.sys.td.com,,443,https://claimservices.sys.td.com:443,https,ECD (frb/67BF),text/html,GET,152.199.17.37,/,1839503686,152.199.17.37,Azure CDN,12,False,,,,,,,
cloudpage.e.td.com,403 - Forbidden: Access is denied.,403,1233,cloudpage.e.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-02-05T23:59:59Z,"CN=cloudpage.e.td.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",cloudpage.e.td.com,"SALESFORCE.COM, INC.",cloudpage.e.td.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5273917739099aec69cfaf2dc3ac1f5a,f31cc5fb086bb6e9d0852fdf702f4f0dccc94e91d170f6d3bd302a5bac151f3e,ctls,cloudpage.e.td.com,,443,https://cloudpage.e.td.com:443,https,,text/html,GET,13.111.147.221,/,1631801191,13.111.147.221,,30,False,,,,,,,
collectionart.td.com,La promesse TD Prêts à agir | TD Canada Trust,200,144283,www.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-14T19:57:15Z,2024-03-13T19:57:14Z,"CN=td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",td.com,The Toronto-Dominion Bank,www.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",99b7094d83d37bdf079f11c62e1d4609,4f714aa5b632a8e79c37fef6939a86dcc4d80e629926d20e231cbb4a68d702c7,ctls,www.td.com,,443,https://collectionart.td.com:443,https,Apache,text/html,GET,152.199.17.65,/,-130095908,152.199.17.65,Java,3537,False,,,,,https://www.td.com/ca/fr/a-propos-de-la-td/la-promesse-a-agir,,
commercialbanking.td.com,TD Commercial Banking appointment booking | TD Canada,200,198444,commercialbanking.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T13:29:48Z,2024-04-14T13:29:48Z,"CN=locations.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",locations.td.com,The Toronto-Dominion Bank,mlo.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",f79c6f2f8aff9597e700d647b29c7ec1,cf6209aa3e0ab4d3aa2325657622d26a8b0766567ebc4a51a1ce8d309be61bfb,ctls,commercialbanking.td.com,cloudflare,443,https://commercialbanking.td.com:443,https,cloudflare,text/html,GET,104.18.115.52,/,-1910277539,2606:4700::6812:7034,HTTP/3,14,False,True,,,,https://commercialbanking.td.com/en/index.html,,
correspondentweb.td.com,TD Correspondent Web,200,605,correspondentweb.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-16T14:52:01Z,2024-03-01T14:52:01Z,"CN=correspondentweb.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",correspondentweb.td.com,The Toronto-Dominion Bank,correspondentweb.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",93d59ff6eb54f54b40875ade6fbaa31b,cda2c640b4766f7aa81eca0dfa5620501aea66c01ab24e73ed9b71c03d47800b,ctls,correspondentweb.td.com,,443,https://correspondentweb.td.com:443,https,ECD (nya/78BA),text/html,GET,192.229.182.212,/,-1460016128,192.229.182.212,Java Servlet:3.1,30,False,,,,,,,
courtierweb.pilot.td.com,TD Login,200,1734,wb.authentication.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-28T15:07:50Z,2024-01-28T15:07:49Z,"CN=wb.authentication.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",wb.authentication.td.com,The Toronto-Dominion Bank,wb.authentication.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",29bb0e6d09adc8af3e290536f2f83550,2a35041aaccb1552e8db5975ef0c9d5d308c12f4a6c5b1be169c9ce279333265,ctls,wb.authentication.td.com,,80,http://courtierweb.pilot.td.com:80,http,Apache,text/html,GET,2.16.187.11,/,-780928015,2.16.187.146,Java,19,False,,,,,https://wb.authentication.td.com/uap-ui/?consumer=webbroker&locale=fr_CA,,
courtierweb.td.com,TD Login,200,1734,wb.authentication.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-28T15:07:50Z,2024-01-28T15:07:49Z,"CN=wb.authentication.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",wb.authentication.td.com,The Toronto-Dominion Bank,wb.authentication.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",29bb0e6d09adc8af3e290536f2f83550,2a35041aaccb1552e8db5975ef0c9d5d308c12f4a6c5b1be169c9ce279333265,ctls,wb.authentication.td.com,,80,http://courtierweb.td.com:80,http,Apache,text/html,GET,2.16.187.146,/,-780928015,2.16.187.11,Java,19,False,,,,,https://wb.authentication.td.com/uap-ui/?consumer=webbroker&locale=fr_CA,,
cred.dev.td.com,Error - 403,403,3167,cred.dev.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-31T19:47:21Z,2024-02-24T19:47:21Z,"CN=cred.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",cred.pat.td.com,The Toronto-Dominion Bank,cred.dev.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",53d6669e215c3ab23bd537ff05801771,a17d27477cf377e4532b835c91fc1c329ade96499ba21a3511b56a9e11b02025,ctls,cred.dev.td.com,,443,https://cred.dev.td.com:443,https,Apache,text/html,GET,152.199.16.206,/,-1094321992,152.199.16.206,HSTS,118,False,,,,,,,
cred.pat.td.com,504 - Gateway Timeout,504,357,cred.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-31T19:47:21Z,2024-02-24T19:47:21Z,"CN=cred.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",cred.pat.td.com,The Toronto-Dominion Bank,cred.dev.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",53d6669e215c3ab23bd537ff05801771,a17d27477cf377e4532b835c91fc1c329ade96499ba21a3511b56a9e11b02025,ctls,cred.pat.td.com,,443,https://cred.pat.td.com:443,https,ECD (frb/67BF),text/html,GET,152.199.16.206,/,-294033866,152.199.16.206,HSTS,12,False,,,,,,,
cred.sit.td.com,Error - 403,403,3167,cred.sit.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-31T19:47:21Z,2024-02-24T19:47:21Z,"CN=cred.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",cred.pat.td.com,The Toronto-Dominion Bank,cred.dev.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",53d6669e215c3ab23bd537ff05801771,a17d27477cf377e4532b835c91fc1c329ade96499ba21a3511b56a9e11b02025,ctls,cred.sit.td.com,,443,https://cred.sit.td.com:443,https,Apache,text/html,GET,152.199.16.206,/,-112963610,152.199.16.206,HSTS,118,False,,,,,,,
creditview.pat.td.com,,403,16,creditview.pat.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-10T19:35:40Z,2023-11-22T19:35:40Z,"CN=creditview.pat.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",creditview.pat.td.com,The Toronto-Dominion Bank,creditview.pat.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",f797d3b4da34fc834e5799b6ee409325,7da272fd6da7244d3301ad6c4d1957552ee8fea0b143ac8ca06275e3a346e5cf,ctls,creditview.pat.td.com,cloudflare,443,https://creditview.pat.td.com:443,https,cloudflare,text/plain,GET,104.18.4.212,/,1253481126,104.18.5.212,HSTS,1,False,True,,,,,,
cssp.pat.td.com,Error / Erreur,200,3051,cssp.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T20:03:09Z,2024-03-19T20:03:09Z,"CN=cssp.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",cssp.pat.td.com,The Toronto-Dominion Bank,cssp.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",23163e3960e69b8e055ad3afe69625f6,327471f7c8144d4339e058d9fae73a1b3537b2c5d326727d4a049f4db17d5222,ctls,cssp.pat.td.com,,80,http://cssp.pat.td.com:80,http,JBoss-EAP/7,text/html,GET,95.101.111.157,/,-1463124301,95.101.111.132,HSTS,96,False,,,,,https://cssp.pat.td.com/waw/cssp/sso,,
cssp.td.com,Error / Erreur,200,3051,cssp.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-03T20:45:18Z,2024-04-02T20:45:18Z,"CN=cssp.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",cssp.td.com,The Toronto-Dominion Bank,cssp.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",fad373b61541879f46090726f7a42a38,02f3d1a4f96f8777cc8fd45886bc60fbd3046c5ef5c0bf676f4f2e13d0d3c57d,ctls,cssp.td.com,,443,https://cssp.td.com:443,https,JBoss-EAP/7,text/html,GET,2.16.187.153,/,-1463124301,2.16.187.136,HSTS,96,False,,,,,https://cssp.td.com/waw/cssp/sso,,
customercollaboration.td.com,404 - File or directory not found.,404,1378,customercollaboration.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T08:32:56Z,2024-04-28T08:32:56Z,"CN=customercollaboration.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",customercollaboration.td.com,The Toronto-Dominion Bank,www.customercollaboration.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",fe2cc65ae1dd66bfbfa02f50c4439fcb,31d4518a231ecbf9362dd39bbfdcacef97087bf21161b7b4a981cb07c08863e3,ctls,customercollaboration.td.com,incapsula,443,https://customercollaboration.td.com:443,https,,text/html,GET,107.154.251.77,/,1811983143,107.154.251.77,Imperva,30,False,True,,,vizlabs.net,,,
customerhelp3.pat.td.com,Access Denied,403,277,,,,,,,,,,,,,,,,,,,,80,http://customerhelp3.pat.td.com:80,http,AkamaiGHost,text/html,GET,2.16.187.120,/,1109530597,2.16.187.106,,10,False,,,,,,,
customlendingsolutions.td.com,,200,5266,customlendingsolutions.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T19:13:01Z,2024-04-06T19:13:00Z,"CN=customlendingsolutions.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",customlendingsolutions.td.com,The Toronto-Dominion Bank,customlendingsolutions.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",1dcd1da623578bad454b366f41c97aac,4841e9f95c9f568569659b6c7ff8cb5b7a661019bd04f15f4dffa5127fb6bfe8,ctls,customlendingsolutions.td.com,,443,https://customlendingsolutions.td.com:443,https,,text/html,GET,44.211.4.41,/,2007193300,44.208.143.235,HSTS,125,False,,,,https://e5793c75ed254a9092923317c9c05201.apm.us-east-1.aws.cloud.es.io,https://customlendingsolutions.td.com/auth/login,,
dapadapter-aar.api.pat.td.com,Access Denied,403,290,,,,,,,,,,,,,,,,,,,,80,http://dapadapter-aar.api.pat.td.com:80,http,AkamaiGHost,text/html,GET,2.16.187.120,/,-1799345651,2.16.187.106,,10,False,,,,,,,
dapadapter-aar.api.td.com,403 - Forbidden,403,345,dapadapter-aar.api.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-07T16:31:51Z,2023-07-06T16:31:51Z,"CN=www.tdbusinessplanner.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",www.tdbusinessplanner.com,The Toronto-Dominion Bank,www.tddirectinvesting.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",b93d19b2e727933ad04eca26fab7ba9c,64f86242f1514eb797a6fb31cb487bded79130ae9e8f84256fff3c4820f7a7e0,ctls,dapadapter-aar.api.td.com,,443,https://dapadapter-aar.api.td.com:443,https,ECD (frb/6737),text/html,GET,152.199.17.54,/,1839503686,152.199.17.54,Azure CDN,12,False,,,,,,,
dev.aem.author.td.com,TURN AROUND!,403,9282,dev.aem.author.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-23T12:13:53Z,2024-05-22T12:13:52Z,"CN=dev.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",dev.td.com,The Toronto-Dominion Bank,dev2.aem.author.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",1ecbd342018745eaa553b106923c5251,6639695a3872c2bbe29a640f407226076d178d43a4d330dc0686dc3812fce217,ctls,dev.aem.author.td.com,azure,443,https://dev.aem.author.td.com:443,https,Apache,text/html,GET,52.139.23.155,/,1680815383,52.139.23.155,Apache,192,False,True,,,,,,
dev.oic.erp-dev1.td.com,403 Forbidden,403,141,dev.oic.erp-dev1.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-16T14:56:25Z,2024-01-16T14:56:24Z,"CN=dev.oic.erp-dev1.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",dev.oic.erp-dev1.td.com,The Toronto-Dominion Bank,dev.oic.erp-dev1.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",4f0b80d6fdbb53c23edbd4f09c99f7d6,5125b00e7636a6c6f215a3bdcf8aeaa57f9e142c185f09b22140b505eadb9376,ctls,dev.oic.erp-dev1.td.com,oracle,443,https://dev.oic.erp-dev1.td.com:443,https,,text/html,GET,192.29.66.117,/,-1384891681,192.29.66.117,,8,False,True,,,,,,
di.td.com,Welcome to TD,200,6169,di.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T20:20:56Z,2024-05-02T20:20:56Z,"CN=di.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",di.td.com,The Toronto-Dominion Bank,www.di.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",fb0ad7fbe4b3aa9ac2726620dc0f9fdf,4ba3d9772b73685fb1db35d002bcf4d866954b4278ab0221a03228c668137d82,ctls,di.td.com,incapsula,443,https://di.td.com:443,https,,text/html,GET,45.60.123.18,/,-20275242,45.60.123.18,Imperva,137,False,True,,,,,,
directeursdecomptessbpme.td.com,"Trouvez des directeurs de comptes, Services bancaires aux PME près de chez vous | Comptes de PME, solutions bancaires et solutions d’emprunt",200,196511,directeursdecomptessbpme.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T13:29:48Z,2024-04-14T13:29:48Z,"CN=locations.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",locations.td.com,The Toronto-Dominion Bank,mlo.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",f79c6f2f8aff9597e700d647b29c7ec1,cf6209aa3e0ab4d3aa2325657622d26a8b0766567ebc4a51a1ce8d309be61bfb,ctls,directeursdecomptessbpme.td.com,cloudflare,443,https://directeursdecomptessbpme.td.com:443,https,cloudflare,text/html,GET,104.18.112.52,/,-1498773179,2606:4700::6812:7034,HTTP/3,7,False,True,,,,,,
discovery.td.com,Discovery Tool,200,6661,discovery.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T00:47:59Z,2023-06-14T00:47:59Z,"CN=www.discovery.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",www.discovery.td.com,The Toronto-Dominion Bank,discovery.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",543b0db0d8171ed768fa9ef03d49bfbf,06515d856b2d318f51d58a1c77b2def2c401c443ee342f01db510d45e36d9f19,ctls,discovery.td.com,,443,https://discovery.td.com:443,https,JBoss-EAP/7,text/html,GET,95.101.111.162,/,-1463124301,95.101.111.173,HSTS,207,False,,,,,https://discovery.td.com/tool/#/splash?langCode=en&cType=PUBLICSITES,,
dna.sit.smartforms.td.com,ERROR: The request could not be satisfied,403,919,dna.sit.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-18T15:51:54Z,2023-08-18T15:51:54Z,"CN=sit.smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",sit.smartforms.td.com,The Toronto-Dominion Bank,td.sit.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",668700f1bd00fc771043e69218b21486,e5c6c8a7c060693dbd64d9508d142a92710082e5e2fe726a48ded307ac16a89e,ctls,dna.sit.smartforms.td.com,cloudfront,443,https://dna.sit.smartforms.td.com:443,https,CloudFront,text/html,GET,13.32.121.47,/,-1816906475,13.32.121.115,Amazon Web Services,20,False,True,,,,,,
dna.smartforms.td.com,ERROR: The request could not be satisfied,403,919,dna.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T15:54:28Z,2024-05-06T15:54:28Z,"CN=smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",smartforms.td.com,The Toronto-Dominion Bank,td.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",a44b9892550030dae4e0acb2313c51ef,31169e9ac0ca695a01c988dc970a24365b04f72b4cb231aa4a9c557a6c219d45,ctls,dna.smartforms.td.com,cloudfront,443,https://dna.smartforms.td.com:443,https,CloudFront,text/html,GET,52.222.214.65,/,-846044102,52.222.214.77,Amazon Web Services,20,False,True,,,,,,
dtag.pat.td.com,Error: 404 Not Found,404,116,dtag.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-12T19:01:13Z,2023-10-12T19:01:13Z,"CN=dtag.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",dtag.pat.td.com,The Toronto-Dominion Bank,dtag.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",d9cf026ee091560e6fad11c0b9f7e267,301f16d24bfe6ace4e0ee0a943e40b49d5e2545c08e6165275c69ad6c458fef7,ctls,dtag.pat.td.com,,443,https://dtag.pat.td.com:443,https,,text/html,GET,2.16.187.136,/,-950996062,2a02:26f0:7100::210:139,HSTS,7,False,,,,,,,
