input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,content_type,tls_subject_org_,tls_mismatched,final_url
kr.skyscanner.net,항공권 비교 및 예약 | 스카이스캐너,200,77524,www.skyscanner.co.kr,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.co.kr,,443,https://kr.skyscanner.net:443,https,istio-envoy,GET,76.223.21.241,/,1707288356,13.248.155.102,PerimeterX,6,False,,text/html,,,https://www.skyscanner.co.kr/
lyncdiscover.skyscanner.net,,200,364,lyncdiscover.skyscanner.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.skyscanner.net,,443,https://lyncdiscover.skyscanner.net:443,https,,GET,52.112.196.45,/,-691536376,2603:1027::e,Azure,1,False,,application/json,Microsoft Corporation,True,
m.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77832,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,,443,https://m.skyscanner.net:443,https,istio-envoy,GET,76.223.21.241,/,-1693978155,13.248.155.102,PerimeterX,6,False,,text/html,,,https://www.skyscanner.net/
maint.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77845,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,cloudfront,443,https://maint.skyscanner.net:443,https,istio-envoy,GET,143.204.215.114,/,1707288356,143.204.215.121,PerimeterX,6,False,True,text/html,,,https://www.skyscanner.net
maint2.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77845,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,cloudfront,443,https://maint2.skyscanner.net:443,https,istio-envoy,GET,143.204.215.74,/,1707288356,143.204.215.40,PerimeterX,6,False,True,text/html,,,https://www.skyscanner.net
mini.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77835,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,,443,https://mini.skyscanner.net:443,https,istio-envoy,GET,13.248.155.102,/,1707288356,76.223.21.241,PerimeterX,6,False,,text/html,,,https://www.skyscanner.net/
mobile.ds.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77832,mobile.ds.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-04-14T23:59:59Z,CN=mobile.ds.skyscanner.net,mobile.ds.skyscanner.net,mobile.ds.skyscanner.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0096f2855efe0eaaf388a3ab5b35bd33,25247ae24042f78c58bedfef2745fdaeaf78ce37f5d5febac39e42f449319801,,ctls,mobile.ds.skyscanner.net,cloudfront,443,https://mobile.ds.skyscanner.net:443,https,istio-envoy,GET,13.32.99.102,/,1707288356,13.32.99.38,PerimeterX,6,False,True,text/html,,,
mobile.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77835,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,,443,https://mobile.skyscanner.net:443,https,istio-envoy,GET,76.223.21.241,/,1707288356,13.248.155.102,PerimeterX,6,False,,text/html,,,https://www.skyscanner.net/
no.skyscanner.net,Skyscanner,200,694,www.skyscanner.no,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.no,,443,https://no.skyscanner.net:443,https,AmazonS3,GET,76.223.21.241,/,1707288356,13.248.155.102,HTTP/3,1,False,,text/html,,,https://www.skyscanner.no/sttc/px/captcha-v2/index.html?url=Lz8=&uuid=9492b34d-1fa4-11ee-bd6b-747767724648&vid=
partnerportal.skyscanner.net,Skyscanner Partner Portal,200,64569,partnerportal.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-01T00:00:00Z,2024-06-29T23:59:59Z,CN=partnerportal.skyscanner.net,partnerportal.skyscanner.net,partnerportal.skyscanner.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9ca0e2c0a5a342e57ccbf24894f50173,621afb14d5a60cd4643f6bbf4cda18a652d391f2367e7b10fcc155d7708af7e5,,ctls,partnerportal.skyscanner.net,cloudfront,443,https://partnerportal.skyscanner.net:443,https,istio-envoy,GET,143.204.215.98,/,-1947907276,143.204.215.14,React,52,False,True,text/html,,,https://partnerportal.skyscanner.net/authenticate/login?returnUrl=/
partners.api.skyscanner.net,,404,,partners.api.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-06T00:00:00Z,2024-07-04T23:59:59Z,CN=api.skyscanner.net,api.skyscanner.net,partners.api.skyscanner.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,286b891b620721d071dc9d97a401b8f8,f8f9f8153736b670a49f00510cbbfb651d9564ead85ff1cc8a6562a28fc863e5,,ctls,partners.api.skyscanner.net,cloudfront,443,https://partners.api.skyscanner.net:443,https,istio-envoy,GET,143.204.215.91,/,-1840324437,143.204.215.17,HTTP/3,1,False,True,,,,
partners.skyscanner.net,Skyscanner Partners | Take your business further,200,330549,www.partners.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-27T06:02:37Z,2023-08-25T06:02:36Z,CN=www.partners.skyscanner.net,www.partners.skyscanner.net,www.partners.skyscanner.net,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,fcff926b83661df5b9d39da3dd0c6d89,c79e5af8e8b9b1c413fc14d2d437b9bbccd64658c5a9a479d2395bba7d369c2b,,ctls,www.partners.skyscanner.net,,443,https://partners.skyscanner.net:443,https,cloudflare,GET,76.223.21.241,/,1150895850,13.248.155.102,HubSpot CMS Hub,6838,False,,text/html,,,https://www.partners.skyscanner.net/
pgg13t.partners.skyscanner.net,Trust & Safety Policies,200,101520,policy.hubspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-21T00:14:30Z,2023-08-19T00:14:29Z,CN=policy.hubspot.com,policy.hubspot.com,policy.hubspot.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,af3d4c9fce578b0d014e028680fe38a6,f5a42f42320fbb732a115205017306548a66bb01b8163a8f5b78964cfad8e0f1,,ctls,policy.hubspot.com,,80,http://pgg13t.partners.skyscanner.net:80,http,cloudflare,GET,54.174.52.87,/,-2078428639,54.174.52.87,HubSpot CMS Hub,1672,False,,text/html,,,https://policy.hubspot.com/abuse-complaints
pt.skyscanner.net,Skyscanner,200,694,www.skyscanner.pt,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.pt,,443,https://pt.skyscanner.net:443,https,AmazonS3,GET,13.248.155.102,/,1707288356,76.223.21.241,HTTP/3,1,False,,text/html,,,https://www.skyscanner.pt/sttc/px/captcha-v2/index.html?url=Lz8=&uuid=947efba7-1fa4-11ee-af81-415975514650&vid=
redirect2.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77845,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,,443,https://redirect2.skyscanner.net:443,https,istio-envoy,GET,13.248.155.102,/,-1693978155,76.223.21.241,PerimeterX,6,False,,text/html,,,https://www.skyscanner.net/
ro.skyscanner.net,Skyscanner,200,694,www.skyscanner.ro,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.ro,,443,https://ro.skyscanner.net:443,https,AmazonS3,GET,76.223.21.241,/,1707288356,13.248.155.102,HTTP/3,1,False,,text/html,,,https://www.skyscanner.ro/sttc/px/captcha-v2/index.html?url=Lz8=&uuid=9480e671-1fa4-11ee-8be6-617759564b6f&vid=
se.skyscanner.net,Jämför billiga flygresor och boka flyg världen över | Skyscanner,200,74322,www.skyscanner.se,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.se,,443,https://se.skyscanner.net:443,https,istio-envoy,GET,76.223.21.241,/,1707288356,13.248.155.102,PerimeterX,6,False,,text/html,,,https://www.skyscanner.se/
secure-pay.travel.skyscanner.net,404 Not Found,404,146,secure-pay.travel.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T00:00:00Z,2024-04-03T23:59:59Z,"CN=secure-pay.travel.skyscanner.net, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",secure-pay.travel.skyscanner.net,secure-pay.travel.skyscanner.net,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3450b5d11f2487ddf2aee9e3fc1b2550,aa091a0411aa22f7df6b547a180fa8c50d2ff01e223639fa2633e098c4cfa744,,ctls,secure-pay.travel.skyscanner.net,cloudflare,443,https://secure-pay.travel.skyscanner.net:443,https,cloudflare,GET,104.17.217.16,/,1494302000,104.17.218.16,HSTS,8,False,True,text/html,"Cloudflare, Inc.",,
secure.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77835,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,,443,https://secure.skyscanner.net:443,https,istio-envoy,GET,76.223.21.241,/,-1693978155,13.248.155.102,PerimeterX,6,False,,text/html,,,https://www.skyscanner.net/
sip.skyscanner.net,,404,76,sip.skyscanner.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,True,ctls,sip.skyscanner.net,,443,https://sip.skyscanner.net:443,https,RTC/7.0,GET,52.112.192.139,/,-69196605,2603:1027:0:48::20,HSTS,4,False,,text/plain,Microsoft Corporation,True,
skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77832,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,,443,https://skyscanner.net:443,https,istio-envoy,GET,76.223.21.241,/,1707288356,13.248.155.102,PerimeterX,6,False,,text/html,,,https://www.skyscanner.net/
slipstream.skyscanner.net,,200,26,slipstream.skyscanner.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-18T00:00:00Z,2024-03-18T23:59:59Z,CN=*.skyscanner.net,*.skyscanner.net,star.skyscanner.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a8f63978aacada61efa53cd913f018ee,75ac837fad72533a4493d76a0955415f4a82c64550cb0d566db8940af0ed2c5a,True,ctls,slipstream.skyscanner.net,,443,https://slipstream.skyscanner.net:443,https,,GET,3.77.228.82,/,937221215,3.67.122.100,HSTS,1,False,,text/plain,,,
talent.skyscanner.net,Skyscanner Talent Directory,200,1544,talent.skyscanner.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-07T11:39:51Z,2023-10-05T11:39:50Z,CN=talent.skyscanner.net,talent.skyscanner.net,talent.skyscanner.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3ce6b49dab85d78e91b4546649fa152d,8a8d99a33be455ff4f1572c675d10770823f02c8638477ea426fd798aa2a1bea,,ctls,talent.skyscanner.net,,443,https://talent.skyscanner.net:443,https,GitHub.com,GET,185.199.108.153,/,1181440715,2606:50c0:8000::153,Varnish,1,False,,text/html,,,
tr.skyscanner.net,Skyscanner,200,694,www.skyscanner.com.tr,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.com.tr,,443,https://tr.skyscanner.net:443,https,AmazonS3,GET,13.248.155.102,/,1707288356,76.223.21.241,HTTP/3,1,False,,text/html,,,https://www.skyscanner.com.tr/sttc/px/captcha-v2/index.html?url=Lz8=&uuid=94b95f22-1fa4-11ee-853e-6f664c786854&vid=
translate.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77835,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,,443,https://translate.skyscanner.net:443,https,istio-envoy,GET,76.223.21.241,/,-1693978155,13.248.155.102,PerimeterX,6,False,,text/html,,,https://www.skyscanner.net/
traveller-support.skyscanner.net,Security check,403,7931,traveller-support.skyscanner.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-06T23:39:59Z,2023-10-04T23:39:58Z,CN=traveller-support.skyscanner.net,traveller-support.skyscanner.net,traveller-support.skyscanner.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4b07ee2a834ab807ed37f09391656f3b,b65a33f540bfa8c5d69d3466ba99f5544af99d77b5b6920b9d48432a67ba6ca4,,ctls,traveller-support.skyscanner.net,cloudflare,443,https://traveller-support.skyscanner.net:443,https,cloudflare,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,104,False,True,text/html,,,https://traveller-support.skyscanner.net/hc/en-gb
ultimatetravelhacker.skyscanner.net,Ultimate Travel Hacker Canada,200,88331,ultimatetravelhacker.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-16T00:00:00Z,2023-08-14T23:59:59Z,CN=ultimatetravelhacker.skyscanner.net,ultimatetravelhacker.skyscanner.net,ultimatetravelhacker.skyscanner.net,"CN=ZeroSSL ECC Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL ECC Domain Secure Site CA,ZeroSSL,3c9f723238c5ef33e39450d5d14f9f71,dfcf2a652c74871c0499503c7b83e8e2e8e8b89d948a945ac66f7c384480e334,,ctls,ultimatetravelhacker.skyscanner.net,,443,https://ultimatetravelhacker.skyscanner.net:443,https,Caddy nginx,GET,54.194.41.141,/,-229100538,54.194.41.141,Readymag,36,False,,text/html,,,
url4728.skyscanner.net,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://url4728.skyscanner.net:80,http,CloudFront,GET,18.66.122.7,/,1680444317,2600:9000:2250:c200:1d:93cd:5c00:93a1,Amazon Web Services,20,False,True,text/html,,,
w.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77832,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,,443,https://w.skyscanner.net:443,https,istio-envoy,GET,76.223.21.241,/,1707288356,13.248.155.102,PerimeterX,6,False,,text/html,,,https://www.skyscanner.net/
widgets.skyscanner.net,,404,,widgets.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-14T00:00:00Z,2024-07-13T23:59:59Z,CN=*.skyscanner.net,*.skyscanner.net,*.skyscanner.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,02fd686a5cda9b350c5b6cd59574b45d,bdb63a9d4391000a3c3273132acda0fb6ad9540693b299ac9921ca3dcc451ece,True,ctls,widgets.skyscanner.net,cloudfront,443,https://widgets.skyscanner.net:443,https,istio-envoy,GET,52.222.214.121,/,1707288356,52.222.214.17,HTTP/3,1,False,True,,,,
www.business.skyscanner.net,Skyscanner Partners | Take your business further,200,330549,www.partners.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-27T06:02:37Z,2023-08-25T06:02:36Z,CN=www.partners.skyscanner.net,www.partners.skyscanner.net,www.partners.skyscanner.net,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,fcff926b83661df5b9d39da3dd0c6d89,c79e5af8e8b9b1c413fc14d2d437b9bbccd64658c5a9a479d2395bba7d369c2b,,ctls,www.partners.skyscanner.net,,443,https://www.business.skyscanner.net:443,https,cloudflare,GET,76.223.21.241,/,1150895850,13.248.155.102,HubSpot CMS Hub,6838,False,,text/html,,,https://www.partners.skyscanner.net/
www.forum.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77845,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,,443,https://www.forum.skyscanner.net:443,https,istio-envoy,GET,76.223.21.241,/,-1693978155,13.248.155.102,PerimeterX,6,False,,text/html,,,https://www.skyscanner.net/
www.futuretech.skyscanner.net,FutureTech - Skyscanner — Secure,401,314677,www.futuretech.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-28T18:09:26Z,2023-09-26T18:09:25Z,CN=www.futuretech.skyscanner.net,www.futuretech.skyscanner.net,www.futuretech.skyscanner.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c5c5b9711354c97931c5d85a945f9eef,6030080428b5fe2d83b6af7d62c963155c364822cf3fc891ae10bb39295f2c89,,ctls,www.futuretech.skyscanner.net,,443,https://www.futuretech.skyscanner.net:443,https,Squarespace,GET,198.185.159.145,/,1941078387,198.49.23.145,Squarespace Commerce,88,False,,text/html,,,
www.mailer.skyscanner.net,404 Not Found,404,162,www.mailer.skyscanner.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,www.mailer.skyscanner.net,,443,https://www.mailer.skyscanner.net:443,https,nginx,GET,167.89.115.56,/,190856733,167.89.123.124,Nginx,8,False,,text/html,,True,
www.partners.skyscanner.net,Skyscanner Partners | Take your business further,200,330549,www.partners.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-27T06:02:37Z,2023-08-25T06:02:36Z,CN=www.partners.skyscanner.net,www.partners.skyscanner.net,www.partners.skyscanner.net,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,fcff926b83661df5b9d39da3dd0c6d89,c79e5af8e8b9b1c413fc14d2d437b9bbccd64658c5a9a479d2395bba7d369c2b,,ctls,www.partners.skyscanner.net,,443,https://www.partners.skyscanner.net:443,https,cloudflare,GET,199.60.103.2,/,1150895850,2606:2c40::c73c:67fe,HubSpot CMS Hub,6838,False,,text/html,,,
www.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77832,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,cloudfront,443,https://www.skyscanner.net:443,https,istio-envoy,GET,13.225.78.44,/,1707288356,13.225.78.109,PerimeterX,6,False,True,text/html,,,
www.travel.skyscanner.net,,200,94,,,,,,,,,,,,,,,,,,,,80,http://www.travel.skyscanner.net:80,http,,GET,165.160.13.20,/,820150424,165.160.15.20,,2,False,,,,,
wwww.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77832,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,,443,https://wwww.skyscanner.net:443,https,istio-envoy,GET,76.223.21.241,/,1707288356,13.248.155.102,PerimeterX,6,False,,text/html,,,https://www.skyscanner.net/
