new,host,a,cname,soa,status_code,cdn,cdn-name,has_internal_ips,internal_ips,aaaa,caa,ns,mx,txt
[x],api2.staging.breadcrumb.com,"10.18.10.44, 10.18.10.28",internal-s-alb-external-603211658.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.18.10.44, 10.18.10.28",,,,,
[x],app.internal.upserve.com,"10.10.103.89, 10.10.103.78",internal-p-alb-internal-197975934.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.10.103.89, 10.10.103.78",,,,,
[x],config.internal.upserve.com,"10.10.103.78, 10.10.103.89",internal-p-alb-internal-197975934.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.10.103.78, 10.10.103.89",,,,,
[x],dominos.virus1.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ecs-lb.internal.upserve.com,10.10.103.87,ecs-production-internal.lb.upserve.com,"ns-148.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.10.103.87,,,,,
[x],hq-api.internal.upserve.com,,internal-p-alb-internal-197975934.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],identity.internal.upserve.com,10.10.103.87,ecs-production-internal.lb.upserve.com,"ns-148.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.10.103.87,,,,,
[x],jenkins.internal.upserve.com,,internal-jenkins-internal-485265358.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1423.awsdns-49.org, ns-151.awsdns-18.com, ns-1879.awsdns-42.co.uk, ns-890.awsdns-47.net",,
[x],ledger.internal.upserve.com,"10.10.103.78, 10.10.103.89",internal-p-alb-internal-197975934.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.10.103.78, 10.10.103.89",,,,,
[x],legacy-store.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],logging.breadcrumb.com,50.115.210.162,,"ns-1538.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],messages.internal.upserve.com,"10.10.103.89, 10.10.103.78",internal-p-alb-internal-197975934.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.10.103.89, 10.10.103.78",,,,,
[x],mhsi-47-226-25.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],orders.internal.upserve.com,"10.10.103.78, 10.10.103.89",internal-p-alb-internal-197975934.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.10.103.78, 10.10.103.89",,,,,
[x],orders.staging.upserve.com,"10.10.103.242, 10.10.103.207",internal-s-alb-external-1342464096.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.10.103.242, 10.10.103.207",,,,,
[x],p62-acsegateway.vulnerbug.com,35.205.61.67,,,NOERROR,True,google,,,,,"ns7.csof.net, ns2.csof.net, ns5.csof.net, ns3.csof.net, ns4.csof.net, ns8.csof.net, ns1.csof.net, ns6.csof.net","mx2.csof.net, mx1.csof.net","v=DMARC1; p=reject; rua=mailto:dmarc_report@mail.liamfactory.com; ruf=mailto:dmarc_report@mail.liamfactory.com; fo=1; pct=100, v=spf1 include:_incspfcheck.mailspike.net -all"
[x],prod-ec-sa-east-1.vulnerbug.com,35.205.61.67,,,NOERROR,True,google,,,,,,,
[x],staging-www.swipely.com,10.10.37.8,staging.swipely.com,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.10.37.8,,,,,
[x],storemedia.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],tiny.upserve.com,"18.208.5.92, 18.214.22.211",p-alb-external-1439100395.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],tk09.hq.breadcrumb.com,34.231.80.4,redirect.upserve.com,,NOERROR,,,,,,,,,
[x],tor224-240-grc.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],tw-beta-campaign.store.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,0-b5dwgb.h.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,0.0.4.2.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,0.0.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,0.1.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,0.b.c.0.0.4.2.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,0.ecs-lb.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,0.js.al.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,0.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,00.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,00000.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,007tiqiuwang.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,01.ecs-lb.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,01.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,016.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,018e64b5c92845b0bc152a3caa2debfc.js.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,02.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,021308194805.c.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,022.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,02903855-664-3887www.upserve.com,,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,03.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,032408020640.c.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,042.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04feb2016appservice.p.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u00ce1b28-c233-s1507311673-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u0add81df-c233-s1507734838-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u115580fe-c233-s1507349377-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u1bab11b5-c233-s1507050955-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u2119dcf7-c233-s1507723081-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u2281018a-c233-s1507135290-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u29bc7322-c233-s1507668894-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u32b6828e-c233-s1507757009-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u35f75d2a-c233-s1507461470-i95143f0d.am.upserve.com,,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u48f48245-c233-s1507655587-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u4a48fbc9-c233-s1507033856-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u4cb44f4d-c233-s1507890438-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u583d8ecd-c233-s1507518471-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u5fef59f0-c233-s1507762393-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u6cad1bc8-c233-s1507050956-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u6cc0f35f-c233-s1507024695-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u6cc53476-c233-s1507191960-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u7087c01a-c233-s1507111093-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u727b5afc-c233-s1507078245-i95143f0d.am.upserve.com,,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,04u-u74cd432c-c233-s1506937974-i95143f0d.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,06orders.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,13.ecs-lb.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,19.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,1ba.hq.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,2.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,2018.beta.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,253acards.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,273theacademy.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,279orders.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,2fsupport.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,3.ecs-lb.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,3awww.payments.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,5123313.vulnerbug.com,35.205.61.67,,,NOERROR,True,google,,,,,"ns4.csof.net, ns2.csof.net, ns1.csof.net, ns3.csof.net, ns5.csof.net, ns6.csof.net, ns7.csof.net, ns8.csof.net","mx1.csof.net, mx2.csof.net","v=spf1 include:_incspfcheck.mailspike.net -all, v=DMARC1; p=reject; rua=mailto:dmarc_report@mail.liamfactory.com; ruf=mailto:dmarc_report@mail.liamfactory.com; fo=1; pct=100"
,55555.payments.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,6qn.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,717orders.upserve.com,,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,999999teamhelp.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,a.ecs-lb.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaaaaahhhh.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaaaaak.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaaabadddd.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaaabbbbag.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaaabcaaaa.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaaaczyyyy.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaaadlkkkk.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaaaeaiiii.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaaaegffff.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaaaf.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaaah.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaaaloha.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaaap.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaaatea.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaabaaaayy.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaabaaabbu.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaabaihhhh.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aaaaabbbcccc.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aboshopcareers.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,administrators.ecs-lb.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,aet-8-2-2.euyansanantivirus.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,ak.ecs-lb.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,albuquerque.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,an.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,another.users.webrecetasculinarias.mytumblingthoughts.cards.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,apac.beta.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,api-docs.upserve.com,"104.18.8.20, 104.18.9.20",,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"2606:4700::6812:814, 2606:4700::6812:914",,,,
,api-internal.breadcrumb.com,"10.18.100.59, 10.18.100.72, 10.18.100.85",internal-p-alb-internal-1521728589.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.18.100.59, 10.18.100.72, 10.18.100.85",,,,,
,api-internal.staging.breadcrumb.com,"10.18.10.54, 10.18.10.69, 10.18.10.85",internal-s-alb-internal-2132448727.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.18.10.54, 10.18.10.69, 10.18.10.85",,,,,
,api.breadcrumb.com,"35.171.15.230, 34.226.110.224",p-alb-external-235947716.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,api.upserve.com,,,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,app.staging.upserve.com,"10.10.103.207, 10.10.103.242",internal-s-alb-external-1342464096.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.10.103.207, 10.10.103.242",,,,,
,app.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,app.upserve.com,"18.214.22.211, 18.208.5.92",p-alb-external-1439100395.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,asterix.ecs-lb.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,atmorders.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,att.resources.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,auth.staging.breadcrumb.com,"10.18.10.44, 10.18.10.28",internal-s-alb-external-603211658.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.18.10.44, 10.18.10.28",,,,,
,auth.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,automated-programs-unauthorized.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,az7y.www.virus.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,b.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,b2.ecs-lb.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,bastion.swipely.com,54.84.158.178,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,batmanorders.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,beautystore.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,beehive-test.hq.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,beta.swipely.com,34.67.27.80,swipely.com,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,"ns-322.awsdns-40.com, ns-696.awsdns-23.net, ns-1193.awsdns-21.org, ns-1656.awsdns-15.co.uk","alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx4.googlemail.com, aspmx5.googlemail.com, aspmx.l.google.com","google-site-verification=wdO04bf2qCLSJMWa84cyxnxCH_KxZxuO3ta6Sykqcyk, v=spf1 a mx include:aspmx.googlemail.com include:sendgrid.net include:mktomail.com include:email.freshservice.com -all, apple-domain-verification=SkSTe18Og9OquiwY, google-site-verification=KJ8pVVmxNDZjg6ZOZ6oMzEUaRbrp-iog3rRr-w1lFPw"
,blk-140-186-238.swipely.com,,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,breadcrumb.com,34.67.27.80,,"ns-1538.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,"ns-1430.awsdns-50.org, ns-1538.awsdns-00.co.uk, ns-154.awsdns-19.com, ns-541.awsdns-03.net","aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx4.googlemail.com, aspmx5.googlemail.com, aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com","google-site-verification=WEp8TVkItWJ6vuXQgr2jvEypI71FiCgBh6uBrG760Oo, status-page-domain-verification=g6zt5hs5nsh8, v=spf1 include:_spf.google.com include:spf.groupon.com include:spf.mandrillapp.com include:stspg-customer.com ~all, google-site-verification=GAYpHgZ_Cey9zKqEc2Kv-i8De6ZslJNUbYcOQlFJvGc, google-site-verification=QNyX43U2HX-QpZB-9C9k5LwVyAF4qzka3_vd9l14yYM"
,brillant.api.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bs.ecs-lb.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,c.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cagteamhelp.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,calendar.swipely.com,172.253.63.121,ghs.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,2607:f8b0:4004:c1d::79,,,,
,calendar.upserve.com,142.250.185.83,ghs.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,2a00:1450:4001:80e::2013,,,,
,california.ecs-lb.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,camden.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,cards.staging.upserve.com,"10.10.103.207, 10.10.103.242",internal-s-alb-external-1342464096.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.10.103.207, 10.10.103.242",,,,,
,cards.swipely.com,"174.129.254.181, 34.236.204.156",p-alb-external-1926531697.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,careers.ecs-lb.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,careers.swipely.com,,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cba9.hq.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,cc-epo-ah4.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cdn.ecs-lb.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,check.ecs-lb.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,chglog.c.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
