new,host,ttl,a,soa,status_code,aaaa,cname,has_internal_ips,internal_ips,txt,caa,cdn,cdn-name,ns
[x],forum.avantgardportal.com,600,216.83.191.103,"{'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,,
[x],grafana.avantgardportal.com,600,10.110.140.142,"{'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}",NOERROR,,,True,10.110.140.142,,,,,
[x],image-proxy.quantshack.com,300,"188.114.96.3, 188.114.97.3","{'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
[x],image.dell.com,188,143.166.82.4,"{'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],internal.quantshack.com,1800,,"{'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
[x],ldap.dell.com,600,10.143.40.156,"{'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}",NOERROR,,"oidprd.us.dell.com, oidprd.ins.dell.com",True,10.143.40.156,,,,,
[x],ldap.us.dell.com,600,10.139.32.130,"{'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}",NOERROR,,"oidprd.us.dell.com, oidprd.ins.dell.com",True,10.139.32.130,,,,,
[x],mail.dell.com,600,,"{'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}",NOERROR,,xtmg.ins.dell.com,,,,,,,
[x],mc.quantopian.com,1799,34.111.254.92,"{'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}, {'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}, {'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}, {'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}, {'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}, {'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}",NOERROR,,,,,replit-verify=7f54aadb-a575-4ffd-9734-261c843a617e,,,,
[x],mobile.dell.com,600,95.138.132.117,"{'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],monitor.dell.com,600,"10.177.200.104, 10.175.216.239","{'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}",NOERROR,,monitor.ins.dell.com,True,"10.177.200.104, 10.175.216.239",,,,,
[x],muse.quantopian.com,1799,34.111.254.92,"{'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}, {'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}, {'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}, {'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}",NOERROR,,,,,,,,,
[x],my.avantgardportal.com,542,10.141.48.110,"{'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}",NOERROR,,,True,10.141.48.110,,,,,
[x],notebooks-preview.quantshack.com,300,"188.114.97.3, 188.114.96.3","{'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
[x],o1.email.quantshack.com,1800,,"{'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
[x],o1.email2.quantshack.com,300,168.245.12.185,"{'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
[x],partner.dell.com,600,184.28.122.47,"{'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724953756, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724953756, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724953756, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724953756, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,"2001:2030:21:1b0::3561, 2001:2030:21:19c::3561","emc.dell.com.edgekey.net, e13665.dscx.akamaiedge.net",,,,,,,
[x],payment.dell.com,600,"143.166.224.192, 143.166.83.241","{'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}",NOERROR,,payment.ins.dell.com,,,,,,,
[x],public.dell.com,372,143.166.83.170,"{'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],quantopian.com,1799,192.64.119.105,"{'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}, {'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}, {'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}",NOERROR,,,,,v=spf1 include:_spf.google.com include:mandrillapp.com ~all,,,,"dns1.registrar-servers.com, dns2.registrar-servers.com"
[x],quantshack.com,300,"188.114.97.3, 188.114.96.3","{'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,google-site-verification=8Zs8dqR79HUaa4wHpQyqMnyy62cOkHUwLpCtmvOdx7Q,,,,"bob.ns.cloudflare.com, dawn.ns.cloudflare.com"
[x],salesteam.kalmbachfeeds.com.b.mybrandfolder.com,300,34.117.182.226,"{'name': 'b.mybrandfolder.com', 'ns': 'ns-953.awsdns-55.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'b.mybrandfolder.com', 'ns': 'ns-953.awsdns-55.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'b.mybrandfolder.com', 'ns': 'ns-953.awsdns-55.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'b.mybrandfolder.com', 'ns': 'ns-953.awsdns-55.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'b.mybrandfolder.com', 'ns': 'ns-953.awsdns-55.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'b.mybrandfolder.com', 'ns': 'ns-953.awsdns-55.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,"amazonaws.com, entrust.net, globalsign.com, letsencrypt.org, pki.goog",True,google,
