input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,tls_expired,tls_self_signed,content_type,tls_mismatched,csp_domains_,final_url,location
connect-test.merck.com,Pre Sign-In Notification,200,3277,connect-test.merck.com,443,True,tls12,TLS_RSA_WITH_AES_128_CBC_SHA,2023-02-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=connect-test.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",connect-test.merck.com,www.connect-test.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,cfada8f624e0efebda9eb4db4d537f9d,4fa62accb7cbaaa87cbb242fff495b93b1539ccf6bbe3e7d0044e82efd8e0459,ctls,connect-test.merck.com,,443,https://connect-test.merck.com:443,https,,GET,155.91.27.212,/,-1572591174,155.91.27.212,HSTS,95,False,,Merck Sharp & Dohme LLC,,,,text/html,,,https://connect-test.merck.com/dana-na/auth/url_default/welcome.cgi,
designsystem.merck.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://designsystem.merck.com:80,http,CloudFront,GET,13.224.189.99,/,797653488,13.224.189.40,Amazon Web Services,20,False,True,,,,,text/html,,,,
desktop.merck.com,VMware Horizon,200,6729,desktop.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-09T00:00:00Z,2023-12-09T23:59:59Z,"CN=desktop.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",desktop.merck.com,qlctcvp00132.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e9cd7c8b6b633a62f13ebdd8f0686656,0789aa48c7bb2b28ff4652fac10932bbacc2271aa4f1585a228b841ea4f22571,ctls,desktop.merck.com,,443,https://desktop.merck.com:443,https,,GET,155.91.38.173,/,1274734426,155.91.38.173,Java,106,False,,Merck Sharp & Dohme LLC,,,,text/html,,,,
dev-mma-admin.merck.com,Signin,200,6162,mrk-auth-prototype-s3.auth.us-east-1.amazoncognito.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-03-27T23:59:59Z,CN=*.auth.us-east-1.amazoncognito.com,*.auth.us-east-1.amazoncognito.com,auth.us-east-1.amazoncognito.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6b09d930df1173b30862078215a8b7af,237844aeb4db1b33c88485478644a3ea1c850c9754c8dc04f9541e252075a54f,ctls,mrk-auth-prototype-s3.auth.us-east-1.amazoncognito.com,cloudfront,443,https://dev-mma-admin.merck.com:443,https,Server,GET,18.66.147.114,/,2103585482,18.66.147.123,HSTS,163,False,True,,True,,,text/html,,,https://mrk-auth-prototype-s3.auth.us-east-1.amazoncognito.com/login?redirect_uri=https%3A%2F%2Fdev-mma-admin.merck.com%2Fsignin&response_type=code&client_id=5t4puuin9bh6db5ehl0m5o1tdo,
digitalyou.msd.com,Sign in to your account,200,41447,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,,443,https://digitalyou.msd.com:443,https,,GET,76.223.68.176,/,1527612945,13.248.198.0,HSTS,95,False,,Microsoft Corporation,,,,text/html,,,https://login.microsoftonline.com:443/a00de4ec-48a8-43a6-be74-e31274e2060d/oauth2/authorize?client%5Fid=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&response%5Fmode=form%5Fpost&response%5Ftype=code%20id%5Ftoken&resource=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&scope=openid&nonce=F89FBB2ABDE25DC39369E9779FF57BFB020CBE07AE66A63F%2DA0FA6AF511B3014D682F94A4D03D2128637CA3C3F6C2C5DE8213C7AD1CD51CD1&redirect%5Furi=https%3A%2F%2Fcollaboration%2Emerck%2Ecom%2F%5Fforms%2Fdefault%2Easpx&state=OD0w&claims=%7B%22id%5Ftoken%22%3A%7B%22xms%5Fcc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&wsucxt=1&cobrandid=11bd8083%2D87e0%2D41b5%2Dbb78%2D0bc43c8a8e8a&client%2Drequest%2Did=778ac8a0%2D704c%2D3000%2De6ec%2D7a8d1fec82e0&popupui=1,
disclosure.msd.com,Transparency,200,40362,disclosure.msd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-04-14T00:00:00Z,2023-04-14T23:59:59Z,"CN=disclosure.msd.com, O=Merck Sharp & Dohme Corp., ST=New Jersey, C=US",disclosure.msd.com,www.disclosure.msd.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fa95f2812f9243b681aa7acbc760335c,70872da262929f827e125666aa95c9b3ea1855d0e78062c19b2e269747e30483,ctls,disclosure.msd.com,,443,https://disclosure.msd.com:443,https,,GET,62.209.169.126,/,1772087922,62.209.169.126,Microsoft ASP.NET:4.0.30319,390,False,,Merck Sharp & Dohme Corp.,,True,,text/html,,,,
dl.merck.com,dl.merck.com,200,720,dl.merck.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-14T23:59:59Z,CN=dl.merck.com,dl.merck.com,dl.merck.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,92b0a00f153739e16044596ecc075671,60b6b2f7f0ff795306db4ee4ab63ca7241c7d8e88f7c455c611921f0be5757eb,ctls,dl.merck.com,cloudfront,443,https://dl.merck.com:443,https,nginx,GET,18.66.97.43,/,1494302000,18.66.97.14,Nginx,23,False,True,,,,,text/html,,,,
dracoedruncdev.merck.com,Signin,200,6166,mrk-auth-prototype-s3.auth.us-east-1.amazoncognito.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-03-27T23:59:59Z,CN=*.auth.us-east-1.amazoncognito.com,*.auth.us-east-1.amazoncognito.com,auth.us-east-1.amazoncognito.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6b09d930df1173b30862078215a8b7af,237844aeb4db1b33c88485478644a3ea1c850c9754c8dc04f9541e252075a54f,ctls,mrk-auth-prototype-s3.auth.us-east-1.amazoncognito.com,cloudfront,443,https://dracoedruncdev.merck.com:443,https,Server,GET,52.222.214.94,/,-1893260174,52.222.214.91,HSTS,163,False,True,,True,,,text/html,,,https://mrk-auth-prototype-s3.auth.us-east-1.amazoncognito.com/login?redirect_uri=https%3A%2F%2Fdracoedruncdev.merck.com%2Fsignin&response_type=code&client_id=312aegclihq0ikc0run8d059aj,
dsr.msd.com,DSR Administration,200,3422,dsr.msd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=*.apps.europe.cf.webappsp.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",*.apps.europe.cf.webappsp.com,www.whatishepatitisa.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,078d5f923570db0c86c03ae18371f681,cf3f1c994de561249b09ab98c6b66f8cfd03886e1e46d35f02186b4f8235c94a,ctls,dsr.msd.com,,443,https://dsr.msd.com:443,https,,GET,13.248.198.0,/,1593207841,76.223.68.176,HSTS,15,False,,Merck Sharp & Dohme LLC,True,,,text/html,True,,https://dsr.msd.com/panel/,
ebpmac1.merck.com,Error 403 - Forbidden,403,337,ebpmac1.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-03T00:00:00Z,2024-07-02T23:59:59Z,"CN=ebpmac2.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",ebpmac2.merck.com,ebpmac4.msd-static.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,00b21e46666bf5ded7b82f1a7a316b29,75f7f6a15ceb597aaef594cbb1a0b0980fe5620e33e7914f750727c127997975,ctls,ebpmac1.merck.com,,443,https://ebpmac1.merck.com:443,https,Apache,GET,18.185.185.94,/,965318958,18.184.71.67,HSTS,1,False,,Merck Sharp & Dohme LLC,,,,text/html,,,https://ebpmac1.merck.com/suite/,
ebpmac2.merck.com,Error 403 - Forbidden,403,337,ebpmac2.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-03T00:00:00Z,2024-07-02T23:59:59Z,"CN=ebpmac2.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",ebpmac2.merck.com,ebpmac4.msd-static.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,00b21e46666bf5ded7b82f1a7a316b29,75f7f6a15ceb597aaef594cbb1a0b0980fe5620e33e7914f750727c127997975,ctls,ebpmac2.merck.com,,443,https://ebpmac2.merck.com:443,https,Apache,GET,18.184.71.67,/,965318958,18.185.185.94,HSTS,1,False,,Merck Sharp & Dohme LLC,,,,text/html,,,https://ebpmac2.merck.com/suite/,
ebpmac2dev1.merck.com,Error 403 - Forbidden,403,337,ebpmac2dev1.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-03T00:00:00Z,2024-07-02T23:59:59Z,"CN=ebpmac2dev1.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",ebpmac2dev1.merck.com,ebpmac4uat.msd-static.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,47449322533fe9cd1c57e993bd5bc58d,5620d550b5999e264f12119e0468512b76b52d4d9ea21915751cae50bea608c9,ctls,ebpmac2dev1.merck.com,,443,https://ebpmac2dev1.merck.com:443,https,Apache,GET,18.185.185.94,/,965318958,3.66.55.235,HSTS,1,False,,Merck Sharp & Dohme LLC,,,,text/html,,,https://ebpmac2dev1.merck.com/suite/,
ebpmac2dev2.merck.com,Error 403 - Forbidden,403,337,ebpmac2dev2.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-03T00:00:00Z,2024-07-02T23:59:59Z,"CN=ebpmac2dev1.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",ebpmac2dev1.merck.com,ebpmac4uat.msd-static.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,47449322533fe9cd1c57e993bd5bc58d,5620d550b5999e264f12119e0468512b76b52d4d9ea21915751cae50bea608c9,ctls,ebpmac2dev2.merck.com,,443,https://ebpmac2dev2.merck.com:443,https,Apache,GET,18.184.71.67,/,965318958,3.66.55.235,HSTS,1,False,,Merck Sharp & Dohme LLC,,,,text/html,,,https://ebpmac2dev2.merck.com/suite/,
ebpmac2eng1.merck.com,Error 403 - Forbidden,403,337,ebpmac2eng1.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-03T00:00:00Z,2024-07-02T23:59:59Z,"CN=ebpmac2dev1.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",ebpmac2dev1.merck.com,ebpmac4uat.msd-static.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,47449322533fe9cd1c57e993bd5bc58d,5620d550b5999e264f12119e0468512b76b52d4d9ea21915751cae50bea608c9,ctls,ebpmac2eng1.merck.com,,443,https://ebpmac2eng1.merck.com:443,https,Apache,GET,3.66.55.235,/,965318958,18.185.185.94,HSTS,1,False,,Merck Sharp & Dohme LLC,,,,text/html,,,https://ebpmac2eng1.merck.com/suite/,
ebpmac2tst1.merck.com,Error 403 - Forbidden,403,337,ebpmac2tst1.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-03T00:00:00Z,2024-07-02T23:59:59Z,"CN=ebpmac2dev1.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",ebpmac2dev1.merck.com,ebpmac4uat.msd-static.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,47449322533fe9cd1c57e993bd5bc58d,5620d550b5999e264f12119e0468512b76b52d4d9ea21915751cae50bea608c9,ctls,ebpmac2tst1.merck.com,,443,https://ebpmac2tst1.merck.com:443,https,Apache,GET,3.66.55.235,/,965318958,18.185.185.94,HSTS,1,False,,Merck Sharp & Dohme LLC,,,,text/html,,,https://ebpmac2tst1.merck.com/suite/,
ebpmac2tst2.merck.com,Error 403 - Forbidden,403,337,ebpmac2tst2.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-03T00:00:00Z,2024-07-02T23:59:59Z,"CN=ebpmac2dev1.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",ebpmac2dev1.merck.com,ebpmac4uat.msd-static.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,47449322533fe9cd1c57e993bd5bc58d,5620d550b5999e264f12119e0468512b76b52d4d9ea21915751cae50bea608c9,ctls,ebpmac2tst2.merck.com,,443,https://ebpmac2tst2.merck.com:443,https,Apache,GET,18.184.71.67,/,965318958,18.185.185.94,HSTS,1,False,,Merck Sharp & Dohme LLC,,,,text/html,,,https://ebpmac2tst2.merck.com/suite/,
ebpmac2tst3.merck.com,Error 403 - Forbidden,403,337,ebpmac2tst3.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-03T00:00:00Z,2024-07-02T23:59:59Z,"CN=ebpmac2dev1.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",ebpmac2dev1.merck.com,ebpmac4uat.msd-static.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,47449322533fe9cd1c57e993bd5bc58d,5620d550b5999e264f12119e0468512b76b52d4d9ea21915751cae50bea608c9,ctls,ebpmac2tst3.merck.com,,443,https://ebpmac2tst3.merck.com:443,https,Apache,GET,18.184.71.67,/,965318958,18.185.185.94,HSTS,1,False,,Merck Sharp & Dohme LLC,,,,text/html,,,https://ebpmac2tst3.merck.com/suite/,
ebpmac2uat.merck.com,Error 403 - Forbidden,403,337,ebpmac2uat.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-03T00:00:00Z,2024-07-02T23:59:59Z,"CN=ebpmac2dev1.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",ebpmac2dev1.merck.com,ebpmac4uat.msd-static.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,47449322533fe9cd1c57e993bd5bc58d,5620d550b5999e264f12119e0468512b76b52d4d9ea21915751cae50bea608c9,ctls,ebpmac2uat.merck.com,,443,https://ebpmac2uat.merck.com:443,https,Apache,GET,3.66.55.235,/,965318958,18.184.71.67,HSTS,1,False,,Merck Sharp & Dohme LLC,,,,text/html,,,https://ebpmac2uat.merck.com/suite/,
ebpmac3.merck.com,Error 403 - Forbidden,403,337,ebpmac3.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-03T00:00:00Z,2024-07-02T23:59:59Z,"CN=ebpmac2.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",ebpmac2.merck.com,ebpmac4.msd-static.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,00b21e46666bf5ded7b82f1a7a316b29,75f7f6a15ceb597aaef594cbb1a0b0980fe5620e33e7914f750727c127997975,ctls,ebpmac3.merck.com,,443,https://ebpmac3.merck.com:443,https,Apache,GET,18.184.71.67,/,965318958,18.185.185.94,HSTS,1,False,,Merck Sharp & Dohme LLC,,,,text/html,,,https://ebpmac3.merck.com/suite/,
ebpmac4.merck.com,Error 403 - Forbidden,403,337,ebpmac4.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-03T00:00:00Z,2024-07-02T23:59:59Z,"CN=ebpmac2.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",ebpmac2.merck.com,ebpmac4.msd-static.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,00b21e46666bf5ded7b82f1a7a316b29,75f7f6a15ceb597aaef594cbb1a0b0980fe5620e33e7914f750727c127997975,ctls,ebpmac4.merck.com,,443,https://ebpmac4.merck.com:443,https,Apache,GET,18.185.185.94,/,965318958,3.66.55.235,HSTS,1,False,,Merck Sharp & Dohme LLC,,,,text/html,,,https://ebpmac4.merck.com/suite/,
econtracts.merck.com,eContracts,200,6527,econtracts.merck.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-17T23:59:59Z,CN=econtracts.merck.com,econtracts.merck.com,econtracts.merck.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6c376d56af234c64b94541fd4f59a1a4,51a3247a42779a90d667e5485bf16c65360cbc1dec90cf73a76f871722ee972f,ctls,econtracts.merck.com,cloudfront,443,https://econtracts.merck.com:443,https,,GET,108.138.7.118,/,-241820573,108.138.7.89,HSTS,176,False,True,,,,,text/html,,,https://econtracts.merck.com/login,
egate-ap.merck.com,THIS IS A RESTRICTED GATEWAY.  ANYONE GAINING UNAUTHORIZED ACCESS WILL BE SUBJECT TO PROSECUTION.,200,4860,egate-ap.merck.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=egate-ap.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",egate-ap.merck.com,www.egate-ap.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1edbecec0187fe26c1d47ceccc9b2f5a,2a09f16631dec7d6800f76448ce5cd7dd6c735647825b06b8a5e20716fa34f58,ctls,egate-ap.merck.com,,443,https://egate-ap.merck.com:443,https,,GET,155.91.136.113,/,1247786393,155.91.136.113,HSTS,256,False,,Merck Sharp & Dohme LLC,,,,text/html,,,https://egate-ap.merck.com/dana-na/auth/url_default/welcome.cgi,
egate-emea-test.merck.com,THIS IS A RESTRICTED GATEWAY.  ANYONE GAINING UNAUTHORIZED ACCESS WILL BE SUBJECT TO PROSECUTION.,200,4382,egate-emea-test.merck.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2023-12-27T23:59:59Z,"CN=egate-test.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",egate-test.merck.com,www.egate-test.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3a6f19657ad88c55db904b812c1b5b23,2ba1803509c12f9f13c7aef5582bde748bcc32c66eaace52cbc79f5efc3ad700,ctls,egate-emea-test.merck.com,,443,https://egate-emea-test.merck.com:443,https,,GET,155.91.77.112,/,118900651,155.91.77.112,HSTS,232,False,,Merck Sharp & Dohme LLC,,,,text/html,,,https://egate-emea-test.merck.com/dana-na/auth/url_Ucw7Kw2OP7W97I7O/welcome.cgi,
egate-test.merck.com,THIS IS A RESTRICTED GATEWAY.  ANYONE GAINING UNAUTHORIZED ACCESS WILL BE SUBJECT TO PROSECUTION.,200,4363,egate-test.merck.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-12-27T00:00:00Z,2023-12-27T23:59:59Z,"CN=egate-test.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",egate-test.merck.com,www.egate-test.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3a6f19657ad88c55db904b812c1b5b23,2ba1803509c12f9f13c7aef5582bde748bcc32c66eaace52cbc79f5efc3ad700,ctls,egate-test.merck.com,,443,https://egate-test.merck.com:443,https,,GET,155.91.27.211,/,177941917,155.91.27.211,HSTS,232,False,,Merck Sharp & Dohme LLC,,,,text/html,,,https://egate-test.merck.com/dana-na/auth/url_default/welcome.cgi,
egpstest.msd.com,Sign On Error,200,2365,pingfed-ut.msd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,2024-04-14T23:59:59Z,"CN=pingfed-ut.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",pingfed-ut.merck.com,www.pingfed-ut.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3b62d166486e4cd01b8d88d7db19e413,df6706fa31e9804432ada0a09d9ffe2482a59e4c430639ac4105cc6d6754489a,ctls,pingfed-ut.msd.com,,443,https://egpstest.msd.com:443,https,,GET,76.223.76.171,/,-1900531845,13.248.206.15,MyFonts,68,False,,Merck Sharp & Dohme LLC,,,,text/html,,https://*.merck.com,https://pingfed-ut.msd.com/idp/startSSO.ping?PartnerSpId=b89c2c89-ba66-421b-9675-595164bc07bb,
emeac.email.msd.com,403 Forbidden,403,174,emeac.email.msd.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2017-06-11T08:22:16Z,2027-06-09T08:22:16Z,"CN=kramericaindustries.kramericaindustries, L=New York, O=Kramerica Industries, ST=New York, C=US",kramericaindustries.kramericaindustries,,"CN=kramericaindustries.kramericaindustries, L=New York, O=Kramerica Industries, ST=New York, C=US",kramericaindustries.kramericaindustries,Kramerica Industries,77ab54f01126e3b6f10973d0671a34aa,db5723e3bf8dafac80baff464d42244e44504b40fccd5ad83cecd41b3c71f0ed,ctls,emeac.email.msd.com,google,443,https://emeac.email.msd.com:443,https,rhino-core-shield,GET,35.234.140.243,/,991973980,35.234.140.243,,8,False,True,Kramerica Industries,,,True,text/html,True,,,
epartners.merck.com,,400,3065,epartners.merck.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=egate.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",egate.merck.com,www.egate.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,6b593bedf89059a3fd3ca626a256100a,504d18667d9e455dd791e60c600786a184763123d6c6cb2eeb0570f2cfd18ab3,ctls,epartners.merck.com,,443,https://epartners.merck.com:443,https,,GET,155.91.34.113,/,-1485271861,155.91.34.113,HSTS,101,False,,Merck Sharp & Dohme LLC,,,,text/html,True,,,
exgimas.merck.com,Login,200,4184,exgimas.merck.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-05-03T23:59:59Z,CN=exgimas.merck.com,exgimas.merck.com,exgimas.merck.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b5d43aed292aabff10d6d6414ea728c9,feab5d25ef312e77850227044c3a4b4be9c2e3d780bc0e063f86e673231a2d2d,ctls,exgimas.merck.com,cloudfront,443,https://exgimas.merck.com:443,https,,GET,108.138.17.121,/,-2088067967,108.138.17.111,HSTS,118,False,True,,,,,text/html,,,https://exgimas.merck.com/dana-na/auth/url_178/welcome.cgi,
fuse-ut.merck.com,Sign On,200,6510,pingfed-ut.msd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,2024-04-14T23:59:59Z,"CN=pingfed-ut.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",pingfed-ut.merck.com,www.pingfed-ut.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3b62d166486e4cd01b8d88d7db19e413,df6706fa31e9804432ada0a09d9ffe2482a59e4c430639ac4105cc6d6754489a,ctls,pingfed-ut.msd.com,,80,http://fuse-ut.merck.com:80,http,,GET,155.91.31.30,/,-1356232718,155.91.31.30,MyFonts,195,False,,Merck Sharp & Dohme LLC,,,,text/html,,http://*.ariba.com,https://pingfed-ut.msd.com/idp/startSSO.ping?PartnerSpId=https://sso1.fusion-universal.com,
