new,host,a,soa,status_code,ns,has_internal_ips,internal_ips,cname,mx,txt,cdn,cdn-name,aaaa,caa
[x],atl-prd-ngw-10-mybb1.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-ngw-10b-fwmgmt4.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-ngw-10b-idsmgmt2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-ngw-10b-prvdr1.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-ngw9-eth1-01.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-ngw9-eth3-02.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-ngw9a-eth2-03.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-ngw9b-eth2-03.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-ngw9b-eth3-02.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-rdius-2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-res-08a.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-res-15a.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-scanner-04.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-soc-oob.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-spe-23b.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-spe-26a.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-sums-01i-new.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-sums-01k-new.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-sums-01m-new.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-tmdsm-01a.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-twrdb-01a.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-uccx-sub-01.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-ve-12-pri.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-prd-vp-01e.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-stg-arsap-02b.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-stg-arsdb-02a.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-stg-kibana-01a.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-stg-lamp-01a.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atl-stg-sbademo-01a.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,"ns3.dnsv3.com, ns4.dnsv3.com",,,,,,,,,
[x],atl-stg-vault-01c.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atla-sp-db11.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atla-sp-db12.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atom.myoas.com,172.18.58.213,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,True,172.18.58.213,,,,,,,
[x],atom.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atorecords.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atp.oppoer.me,10.66.222.37,"f1g1ns1.dnspod.net, freednsadmin.dnspod.com",NOERROR,,True,10.66.222.37,,,,,,,
[x],att-fedsnowprd.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],att-nca.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],attachep-ap01.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],attack.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atterro.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],attnaeasttcs4.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],atve.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],au-cdr-apis.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],au-cdr.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],au-mg61.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auctionpay.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],audio-fa-quic-svcb.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],audio-manager.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],audio-test-bot.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],audit-console.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],audit.oppoer.me,10.66.222.37,"f1g1ns1.dnspod.net, freednsadmin.dnspod.com",NOERROR,,True,10.66.222.37,,,,,,,
[x],audiveris.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],aulavirtual.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],aumul1-wan-gw1-lo0.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],aurogon.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],aus-linbldfm2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ausdco-01-25.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ausdco-linbld2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auspc1fwecom02.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],aussoadrap01.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,"ns3.dnsv3.com, ns4.dnsv3.com",,,,,,,,,
[x],ausyd2-extranet-gw1-v666-hsrp.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-alphaalt-acc-backupsauth-antiviruspre.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-assets.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-betatracking-external-domain.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-customers-www0master-backups-www-test.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-customersremote-acc-db2-corp.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-digimic.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-edge36.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-error-jenkinsupdatevip-linkoceania-exchangedns.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-ext-lb.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-infralive.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-lib.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,"ns3.dnsv3.com, ns4.dnsv3.com",,,,,,,,,
[x],auth-maindatabaseapi.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-media-proxy-vpn.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-s3miembrosslaveconfig.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-softwarefoundations.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-stage5.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-switchtower-sjc-eol-1.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-tempuploads-corporate.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-user-error-serviceoceania-mx.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-web-jenkins-statusportalstatus-db2-corp.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-ww01-assets-defaultproduction.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth-wwwmcorp.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth.uctest.wanyol.com,10.36.232.7,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,"ns4.dnsv3.com, ns3.dnsv3.com",True,10.36.232.7,,,,,,,
[x],auth0-proxy.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth515g15.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authacceptdockerintra-backups-www-test.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authaccess.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,"ns4.dnsv3.com, ns3.dnsv3.com",,,,,,,,,
[x],authaccount-vip-svnusers.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authaccountweb-eu.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authalpha-intranetpostgresmx.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authapilab-db2-corp.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authbigdatapic.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authcmstemp-exchangedns.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authconfig.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authdatabaseaws.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authdclb04-sjc1.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authdebugaltgiju.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authelb.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authenticate-admin.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authentication-gy.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authexchangecontainer.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authgcppreviewjiratunnel-mx.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,"ns3.dnsv3.com, ns4.dnsv3.com",,,,,,,,,
[x],authhelpdeskstart-clients.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authint.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authinternal-enassets-defaultproduction.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authjenkins-help-new-oceania.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authjhzo4rnu.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authlogin-us.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,"ns3.dnsv3.com, ns4.dnsv3.com",,,,,,,,,
[x],authpostgres-labshelporigin.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authptr1.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authrepos.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auths3-customersstatushelpdeskstart-clients.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,"ns3.dnsv3.com, ns4.dnsv3.com",,,,,,,,,
[x],auths3.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,"ns3.dnsv3.com, ns4.dnsv3.com",,,,,,,,,
[x],authserver-cmsdb1-origin.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authteamregister.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authtotetool.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authutica.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authv2admin.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authvpn.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authwebservices-start-clients.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authwiki.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auto-typer.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],autoclass-01p.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],autoconfig.oppodigital.pl,185.135.89.143,"ns.lh.pl, root.lh.pl",NOERROR,,,,,,,,,,
[x],autodiscover.heytap.com,"52.97.135.104, 52.98.241.200, 52.98.243.40, 52.98.243.8, 52.98.171.232, 40.99.150.104, 52.98.242.248, 52.98.152.168","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,"autodiscover.oppo.com, autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,"2603:1026:c0d:82a::8, 2603:1026:c0d:c29::8, 2603:1026:c0d:82d::8, 2603:1026:c0d:c1d::8, 2603:1026:c0d:829::8, 2603:1026:c0d:c1c::8, 2603:1026:c0d:82f::8, 2603:1026:c0d:802::8",
[x],autodiscover.myoas.com,"52.98.241.200, 52.98.241.168, 52.98.241.184, 40.99.150.104","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,"2603:1026:c0d:74::8, 2603:1026:c0d:72::8, 2603:1026:c0d:34::8",
[x],autodiscover.oppo.com,"52.96.109.168, 52.96.15.184, 40.97.188.8, 52.96.69.56","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,"2603:1036:302:860::8, 2603:1036:302:840::8, 2603:1036:302:4842::8, 2603:1036:302:4831::8",
[x],autodiscover.oppodigital.com,"52.98.175.24, 52.98.175.8, 52.98.242.248, 52.98.228.56","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,"2603:1026:c0d:c2f::8, 2603:1026:c0d:c28::8, 2603:1026:c0d:c03::8, 2603:1026:c0d:c29::8",
[x],autodiscover.realme.com.tw,"52.97.135.104, 52.98.152.168, 40.99.222.184, 52.98.228.56, 52.98.152.184, 40.99.150.24, 40.99.150.40, 52.98.175.24","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,"2603:1026:c0d:c2b::8, 2603:1026:c0d:81a::8, 2603:1026:c0d:c31::8, 2603:1026:c0d:c1e::8",
[x],autoscale.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],avataremotes.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],avbob.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],avnet.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],awana.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],awcmpool01.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],awproxy01.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],aws-apply.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],aws-feedback.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],aws-fms2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],aws-localhost.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],awsb2bsystem.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],awsmail.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],awspaymentsstorage.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],awx.oppoer.me,10.66.222.85,"f1g1ns1.dnspod.net, freednsadmin.dnspod.com",NOERROR,,True,10.66.222.85,,,,,,,
[x],axe-0-1-1.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],axe-0-1-4.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],axe-1-3-2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],b-git-test1-q-admin1-polandgames-db-vmerchwebproxy.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],b-nps1-da.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],b-nps1.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],b-nps2-dlife.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],b.search.oppomobile.com,119.147.175.19,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],b1-ads.realmemobile.com,106.3.18.153,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],b1-data.ads.heytapmobi.com,106.3.18.124,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],b1.ads.oppomobile.com,106.3.18.105,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],b2.ads.oppomobile.com,106.38.236.109,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns4.dnsv5.com, ns3.dnsv5.com",,,,,,,,,
[x],b2b-ace-uat.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],b2b-fr.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],b2bfms2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],b2bfms6.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],b2bprd.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
