new,host,a,cname,soa,status_code,aaaa,cdn,cdn-name,mx,txt,ns,has_internal_ips,internal_ips,caa
,developers-mp.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,developers.mopub.com,,d3kx2bzr7g3fsh.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,,,
,developers.twitter.com,"104.244.42.195, 104.244.42.3, 104.244.42.131, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,
,digitalbankingpic.twitter.com,54.144.128.85,,,NOERROR,,,,,,,,,
,diversity.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.195, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,dnt-o.twimg.com,"104.244.42.9, 104.244.42.201, 104.244.42.137, 104.244.42.73",,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,dnt.twimg.com,93.184.220.70,"cs196.wac.edgecastcdn.net, cs2-wac.apr-8315.edgecastdns.net, cs2-wac-eu.8315.ecdns.net, cs45.wac.edgecastcdn.net","ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,2606:2800:220:1410:489:141e:20bb:12f6,,,,,,,,
,doc.gnip.com,52.219.112.187,,"ns-482.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,docs.gnip.com,,,"ns-482.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,
,donate.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,download.twitter.com,199.16.156.79,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,doyouevenlistpic.twitter.com,,,,NOERROR,,,,,,,,,
,dreamforce.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,dreamleague.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,drl.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,dugout.twitter.com,"104.244.42.195, 104.244.42.3, 104.244.42.67, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,dxb-api.twitter.com,104.244.45.252,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,ea.twimg.com,199.232.148.159,"twimg.twitter.map.fastly.net, cs511.wpc.edgecastcdn.net","ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,2606:2800:233:7ee2:97c:ab4c:6c70:be36,,,,,,,,
,echidna.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,edl.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,
,eleague.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,election.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.3, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,elections.twitter.com,"104.244.42.3, 104.244.42.195, 104.244.42.131, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,em.events.twitter.com,"167.89.123.54, 167.89.118.83, 167.89.118.52, 167.89.123.124",sendgrid.net,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,"mx.sendgrid.net, mx2.sendgrid.net","v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, mailru-verification: 2e3995fa8a7d00e0, p8bnb2lp424dkl3c4io1aemiei","ns14.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns10.dnsmadeeasy.com",,,"amazonaws.com, godaddy.com"
,ema.twitter.com,"104.244.42.67, 104.244.42.131, 104.244.42.3, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,email-service.periscope.tv,"54.189.159.99, 52.43.21.161",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,email.pscp.tv,"52.40.106.81, 54.148.173.80",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,email.twitter.com,,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,embed.periscope.tv,"151.101.2.118, 151.101.66.118, 151.101.130.118, 151.101.194.118",web.periscope.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,embed.pscp.tv,151.101.178.164,pscp.tv.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,endpic.twitter.com,54.144.128.85,,,NOERROR,,,,,,,,,
,eng.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,engineering.mopub.com,0.0.0.0,,"ns.mydomain.com.mopub.com, hostmaster.mydomain.com",NOERROR,,,,,,,True,0.0.0.0,
,engineering.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,enigmampcpic.twitter.com,,,,NOERROR,,,,,,,,,
,essence.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,essencefestival.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,"a.u06.twtrdns.net, b.u06.twtrdns.net, c.u06.twtrdns.net, d.u06.twtrdns.net, b.r06.twtrdns.net, c.r06.twtrdns.net, a.r06.twtrdns.net, d.r06.twtrdns.net",,,
,essencenow.twitter.com,"104.244.42.67, 104.244.42.3, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,ethicshelpline.twitter.com,"104.244.42.67, 104.244.42.3, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,events.twitter.com,"199.16.156.115, 199.59.148.207",,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,"mx4.twitter.com, mx3.twitter.com",v=spf1 ip4:167.89.33.219 -all,,,,
,evertyhingpic.twitter.com,,,,NOERROR,,,,,,,,,
,everyday.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,
,everywherewegopic.twitter.com,,,,NOERROR,,,,,,,,,
,facebook.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,facebook3.twitter.com,199.59.148.209,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,faith.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,
,famitsu.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,fashionweek.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,fashionweekmi.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.3, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,fashionweekny.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,
,fastly-private-purge.twimg.com,104.244.46.7,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,fastly-public-purge.twimg.com,199.232.148.159,twimg.twitter.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,fb-staging.twitter.com,199.59.148.202,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,
,feespic.twitter.com,,,,NOERROR,,,,,,,,,
,firefox.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,fleets-us-west-2.pscp.tv,"54.203.183.119, 35.164.113.31, 52.38.235.203, 52.35.94.31",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,flightschool-dev.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,flightschool-staging.twitter.com,"104.244.42.195, 104.244.42.3, 104.244.42.67, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,fly.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,fonts.mopub.com,"192.48.236.3, 192.48.236.2, 192.48.236.4, 192.48.236.1",s.mopub.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,fonts.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,forza.twitter.com,"104.244.42.3, 104.244.42.195, 104.244.42.67, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,forzarc.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,
,fra-api.twitter.com,104.244.45.254,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,frenchelection.twitter.com,"104.244.42.67, 104.244.42.131, 104.244.42.195, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,frenchelections.twitter.com,"104.244.42.67, 104.244.42.3, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,frenchopen.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,frontend-staging.mopub.com,"192.48.236.9, 192.48.236.12, 192.48.236.10, 192.48.236.11",s2.mopub.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,futbol.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,fyf.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,
,fyffest.twitter.com,104.244.42.3,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,g-o.twimg.com,"104.244.42.9, 104.244.42.73, 104.244.42.137, 104.244.42.201",,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,g-staging.twimg.com,"104.244.42.137, 104.244.42.9, 104.244.42.201, 104.244.42.73",g-o.twimg.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,g.twimg.com,152.199.21.141,cs510.wpc.edgecastcdn.net,"ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,2606:2800:233:8173:898f:63b3:95c3:79d2,,,,,,,,
,g2.twimg.com,152.199.21.141,cs510.wpc.edgecastcdn.net,"ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,2606:2800:233:8173:898f:63b3:95c3:79d2,,,,,,,,
,gcf.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,gcp-s-o.twitter.com,,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,gdpr-dev.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,gdpr.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,gemschiartpic.twitter.com,,,,NOERROR,,,,,,,,,
,geo0.abs.twimg.com,152.199.21.141,cs510.wpc.edgecastcdn.net,"ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,2606:2800:233:8173:898f:63b3:95c3:79d2,,,,,,,,
,geo0.twitter.com,"104.244.42.1, 104.244.42.193, 104.244.42.129, 104.244.42.65",,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,"a.u06.twtrdns.net, b.u06.twtrdns.net, c.u06.twtrdns.net, d.u06.twtrdns.net, b.r06.twtrdns.net, c.r06.twtrdns.net, a.r06.twtrdns.net, d.r06.twtrdns.net",,,
,geo1.tweet.twitter.com,104.244.42.67,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,geo1.twitter.com,104.244.42.193,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,
,geo2.hca.twimg.com,199.232.148.159,"twimg.twitter.map.fastly.net, cs510.wpc.edgecastcdn.net","ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,2606:2800:233:8173:898f:63b3:95c3:79d2,,,,,,,,
,geo2.platform.twitter.com,146.75.120.157,"platform.twitter.map.fastly.net, cs472.wac.edgecastcdn.net, cs1-apr-8315.wac.edgecastcdn.net, wac.apr-8315.edgecastdns.net, cs1-lb-eu.8315.ecdns.net, cs41.wac.edgecastcdn.net","ns1.edgecastcdn.net, noc.edgecast.com, ns1.fastly.net, hostmaster.fastly.com",NOERROR,2606:2800:234:59:254c:406:2366:268c,,,,,,,,
,geo2.twitter.com,"104.244.42.65, 104.244.42.129, 104.244.42.193, 104.244.42.1",,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,geo3.twitter.com,104.244.42.1,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,geo4.twitter.com,104.244.42.1,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,geo6.twitter.com,104.244.42.193,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,geo7.twitter.com,"104.244.42.129, 104.244.42.1, 104.244.42.65, 104.244.42.193",,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,geo8.twitter.com,104.244.42.193,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,georeu.pbs.twimg.com,,"cs196.wac.edgecastcdn.net, cs2-wac.apr-8315.edgecastdns.net, cs2-wac-eu.8315.ecdns.net, cs672.wac.edgecastcdn.net, cs45.wac.edgecastcdn.net","a.u06.twtrdns.net, noc.twitter.com, ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,2606:2800:134:fa2:1627:1fe:edb:1665,,,,,,,,
,gettingstarted.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.195, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,ghosted.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,"a.u06.twtrdns.net, b.u06.twtrdns.net, c.u06.twtrdns.net, d.u06.twtrdns.net, b.r06.twtrdns.net, c.r06.twtrdns.net, a.r06.twtrdns.net, d.r06.twtrdns.net",,,
,glaad.twitter.com,"104.244.42.3, 104.244.42.131, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,glaadawards.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,globalcitizen.twitter.com,"104.244.42.67, 104.244.42.195, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,globalcitizenfestival.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,gnip-api-staging.gnip.com,"54.176.87.52, 13.56.102.1",gnip-api.staging.gnip.com,"ns-1035.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,gnip-api.bastion.gnip.com,"54.241.233.104, 13.56.199.75",web-bastion-721756383.us-west-1.elb.amazonaws.com,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,gnip-api.gnip.com,"52.8.70.202, 54.193.32.230",gnip-api-prod-snapshot-1392608323.us-west-1.elb.amazonaws.com,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,gnip-api.staging.gnip.com,"13.56.102.1, 54.176.87.52",,"ns-1035.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,gnip-api.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,gnip-epel.gnip.com,"10.32.153.165, 10.32.214.1",,"ns-482.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.32.153.165, 10.32.214.1",
,gnip-stream.gnip.com,"54.241.138.55, 54.241.150.9",gnip-stream-prod-external-64630245.us-west-1.elb.amazonaws.com,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,gnip-stream.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.131, 104.244.42.195",datastream.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,gnip.com,"18.65.39.109, 18.65.39.11, 18.65.39.43, 18.65.39.30",,"ns-482.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,"alt2.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com",v=spf1 a mx include:sendgrid.net include:cmail1.com  include:salesforce.com ~all,"ns-702.awsdns-23.net, ns-1242.awsdns-27.org, ns-1873.awsdns-42.co.uk, ns-482.awsdns-60.com",,,
,goglobalwithtwitter-staging.twitter.com,"104.244.42.67, 104.244.42.131, 104.244.42.195, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,goldenglobes.twitter.com,"104.244.42.3, 104.244.42.131, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,gov.twitter.com,104.244.42.3,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,grammys.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,graphql.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.131, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,groupm.twitterflightschool.com,,exceed-primary-production-lb.intellum.com,"ns-327.awsdns-40.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,groups.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,gtcp2.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.67, 104.244.42.3","probe.twitter.com, probe-t.twitter.com","a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,gtcp3.twitter.com,"104.244.42.67, 104.244.42.131, 104.244.42.195, 104.244.42.3","probe.twitter.com, probe-t.twitter.com","a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,gttr-staging.twitter.com,104.244.42.3,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,gttr.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,gu.twimg.com,93.184.220.70,"cs196.wac.edgecastcdn.net, cs2-wac.apr-8315.edgecastdns.net, cs2-wac-eu.8315.ecdns.net, cs45.wac.edgecastcdn.net, cs672.wac.edgecastcdn.net","ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,2606:2800:134:fa2:1627:1fe:edb:1665,,,,,,,,
,guest.periscope.tv,"44.225.165.164, 52.39.175.12, 35.81.155.133",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,guest.pscp.tv,"52.40.102.221, 52.88.70.11, 54.203.38.178",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,gw-dev-hydra-eu-west-1.pscp.tv,"34.240.160.201, 54.229.9.159, 52.16.233.222",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1333.awsdns-38.org, ns-163.awsdns-20.com, ns-2034.awsdns-62.co.uk, ns-615.awsdns-12.net",,,
,gw-prod-hydra-ap-south-1.pscp.tv,"13.232.74.223, 35.154.165.3",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,gw-prod-hydra-ap-southeast-1.pscp.tv,"3.1.255.71, 52.221.99.166, 13.228.219.49",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,gw-prod-hydra-eu-central-1.pscp.tv,"3.122.82.61, 3.73.92.191, 35.158.252.9",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,gw-prod-hydra-eu-west-1.pscp.tv,"52.16.68.119, 52.214.205.233, 52.208.3.89",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,gw-prod-hydra-eu-west-3.pscp.tv,"35.180.200.88, 13.37.68.139, 15.237.87.239",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,gw-prod-hydra-sa-east-1.pscp.tv,"18.231.42.204, 18.228.181.89, 54.94.132.98",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,gw-prod-hydra-us-west-1.pscp.tv,"54.183.25.190, 52.8.122.199",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,gw-prod-hydra-us-west-2.pscp.tv,"35.82.230.233, 44.233.245.27, 44.225.88.212",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hahahapic.twitter.com,54.144.128.85,,,NOERROR,,,,,,,,,
,ham-cannon.twitter.com,"199.59.150.123, 199.59.150.118, 199.59.150.126, 199.59.150.98, 199.59.150.124, 199.59.150.99, 199.59.150.97, 199.59.150.101, 199.59.150.100, 199.59.150.125, 199.59.150.117",,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,handinhand.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,happening-staging.twitter.com,"104.244.42.3, 104.244.42.195, 104.244.42.67, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,happening.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,"a.u06.twtrdns.net, b.u06.twtrdns.net, c.u06.twtrdns.net, d.u06.twtrdns.net, b.r06.twtrdns.net, c.r06.twtrdns.net, a.r06.twtrdns.net, d.r06.twtrdns.net",,,
