input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,cdn_name,cdn,final_url,csp_domains_
ctc.zhuti.xiaomi.com,404 Not Found,404,200,ctc.zhuti.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,True,2022-05-16T06:19:59Z,2023-06-04T08:25:06Z,CN=api.zhuti.xiaomi.com,api.zhuti.xiaomi.com,,www.api.zhuti.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",afbdfa096f2f345642b09e4528477213,fc6127f19d8d7c9550e38731e8a8cb3dbc3fda8b62fe6120fdf27bb35fca2f1e,ctls,ctc.zhuti.xiaomi.com,443,https://ctc.zhuti.xiaomi.com:443,https,,text/html,GET,220.181.106.147,/,-2069181405,118.26.252.20,,9,False,,,,,
cuniq.mina.mi.com,HTTP Status 404 – Not Found,404,427,cuniq.mina.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,,2022-06-06T00:00:00Z,2023-06-06T23:59:59Z,CN=*.mina.mi.com,*.mina.mi.com,,*.mina.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",5a88bdabba7bc599d988175849a62d73,a82b2efeb7efed9ec0007af9633d0aab50b1cdf70b3291bcf049732b949168a4,ctls,cuniq.mina.mi.com,443,https://cuniq.mina.mi.com:443,https,,text/html,GET,183.84.5.170,/,-230353730,124.251.58.58,,1,False,True,,,,
cupid.ad.xiaomi.com,Xiaomi-Konto - Anmelden,200,12380,account.xiaomi.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,,,,2022-09-10T07:11:32Z,2023-09-08T11:39:00Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,,account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",3dc53e067740d8d9d29eaa9d3b95f66f,241fae91f3e40f9b2e9795243f5cdfcbebcfdb6716670931d9a480a5ff3366a1,ctls,account.xiaomi.com,443,https://cupid.ad.xiaomi.com:443,https,Server,text/html,GET,18.194.222.150,/,1233048672,3.127.227.23,Java,117,False,True,,,https://account.xiaomi.com/pass/serviceLogin?callback=https%3A%2F%2Fp.dun.mi.com%2Fsts%3Ffollowup%3Dhttps%253A%252F%252Fcupid.ad.xiaomi.com%252F%26sign%3DY2QyMDcxNjQwY2Y3OTVlMmJiM2EzNzg0NjE4OTJlMzE%3D&sid=midun&checkSafeAddress=true&_old=true,
custom.zhuti.xiaomi.com,请核对您输入的页面地址是否正确,404,2535,custom.zhuti.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,,2022-06-29T00:00:00Z,2023-06-30T23:59:59Z,CN=custom.zhuti.xiaomi.com,custom.zhuti.xiaomi.com,,custom.zhuti.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",96f8d292fd1a089d9e3e0cf7ef8c3126,fa5cfbc03e7f0ed738ce00db4352b6f629fdb5aae9660c509d24faa1e4fe9028,ctls,custom.zhuti.xiaomi.com,443,https://custom.zhuti.xiaomi.com:443,https,,text/html,GET,183.84.5.3,/,-1840324437,124.251.100.132,,25,False,,,,,
d.g.mi.com,Welcome to tengine!,200,555,d.g.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,,2022-07-22T00:00:00Z,2023-08-21T23:59:59Z,CN=*.g.mi.com,*.g.mi.com,,*.g.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",8c6121f560f1437cd38d8fffaf3a7fc9,b188b60eedf9106f07d46c8eb932eb65f674df81e638b8b89d2dffca983c6fe5,ctls,d.g.mi.com,443,https://d.g.mi.com:443,https,MonKing/3.14,text/html,GET,20.47.97.231,/,-927895498,20.47.97.231,,24,False,True,azure,True,,
d.jr.mi.com,403 Forbidden,403,204,d.jr.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,,2022-11-23T09:34:41Z,2023-12-25T09:34:41Z,CN=*.jr.mi.com,*.jr.mi.com,,jr.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",dc44b7995bc90738250b491ed5409b06,e5b9c1f21a093cc3e0e98fbc48884f65dafcc5f8f7fefee942191dd3d03ee5b0,ctls,d.jr.mi.com,443,https://d.jr.mi.com:443,https,MonKing/3.14,text/html,GET,20.47.97.231,/,-1840324437,20.47.97.231,,9,False,True,azure,True,,
d.miwifi.com,403 Forbidden,403,598,d.miwifi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,,2023-05-08T00:00:00Z,2024-05-08T23:59:59Z,CN=*.miwifi.com,*.miwifi.com,,miwifi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",df532f211bc39afcf8bbd4364b191d2c,6681632b18559b80229d74d292e115604af8e5848d786dc22cb481c29c517a19,ctls,d.miwifi.com,443,https://d.miwifi.com:443,https,MonKing/3.14,text/html,GET,20.47.97.231,/,-927895498,20.47.97.231,,25,False,True,azure,True,,
daren.xiaomiyoupin.com,有品内容创作平台,200,3114,daren.xiaomiyoupin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,,2022-12-20T00:00:00Z,2024-01-13T23:59:59Z,CN=*.xiaomiyoupin.com,*.xiaomiyoupin.com,,xiaomiyoupin.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",04b6ac483d306223402750489c906a6b,89b8424bb79756261c5b065d409eea8ebd422a9bb521d1a12f841a6883990ba7,ctls,daren.xiaomiyoupin.com,443,https://daren.xiaomiyoupin.com:443,https,MonKing/3.14,text/html,GET,20.47.97.231,/,1045617011,20.47.97.231,,5,False,True,azure,True,,
data.bank.hexun.sec.miui.com,银行首页-银行频道-和讯网,200,1027410,,,,,,,,,,,,,,,,,,,,,,443,https://data.bank.hexun.sec.miui.com:443,https,nginx,text/html,GET,20.47.97.231,/,151013084,20.47.97.231,Nginx,1326,False,,azure,True,http://bank.hexun.com/,
data.be.mi.com,内网统一认证 (Central Authentication Service),200,4745,cas.mioffice.cn,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,,2023-02-09T00:00:00Z,2024-03-04T23:59:59Z,CN=*.mioffice.cn,*.mioffice.cn,,mioffice.cn,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",e36c6b8ff501c476f1d98db0c20b80f2,15d1b1cb3e221fa6538b3287fed8835044b038af596d806de9a625e92ac9fe4c,ctls,cas.mioffice.cn,443,https://data.be.mi.com:443,https,openresty,text/html,GET,18.194.222.150,/,-519374068,3.127.227.23,OpenResty,2,False,True,,,https://cas.mioffice.cn/login?service=https%3A%2F%2Fp.dun.mi.com%2Fcas%2Fsts%3Ffollowup%3Dhttps%253A%252F%252Fdata.be.mi.com%252F%26sign%3DZTUwMDA3ZjRjZmRiMDBkMTEzMWY4YmMzZGNlMzBlYjU%3D,
data.help.jr.mi.com,403 Forbidden,403,204,data.help.jr.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,,2022-11-16T00:00:00Z,2023-12-09T23:59:59Z,CN=*.help.jr.mi.com,*.help.jr.mi.com,,*.help.jr.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",d56ea2854922a4c7f0ca04f72f712973,b48edfe16b9816b045836f4fe8cf79d3f113ea3978648c582df0126b9d4a1a51,ctls,data.help.jr.mi.com,443,https://data.help.jr.mi.com:443,https,MonKing/3.14,text/html,GET,20.47.97.231,/,-1901623370,20.47.97.231,,9,False,True,azure,True,,
data.hmxd.g.mi.com,403 Forbidden,403,200,data.hmxd.g.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,True,2022-11-11T07:37:11Z,2023-12-13T07:37:11Z,CN=*.dun.mi.com,*.dun.mi.com,,dun.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",f970d149aeacaa1e486edb47ce6313d5,4c6fc13486cbf9603fc254a28577c88cfc0744a966a1a977b68a150c0a7d8c12,ctls,data.hmxd.g.mi.com,443,https://data.hmxd.g.mi.com:443,https,MonKing/3.14,text/html,GET,20.47.97.231,/,1909175156,20.47.97.231,,9,False,True,azure,True,,
data.mistat.india.xiaomi.com,,200,,data.mistat.india.xiaomi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,,,2023-04-27T00:00:00Z,2024-05-15T23:59:59Z,"CN=api.ad.xiaomi.com, O=Xiaomi Inc., ST=Beijing, C=CN",api.ad.xiaomi.com,Xiaomi Inc.,www.miglobalpay.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,b0b9006cd3f4d92fb073cf1d1255c502,269a3bc4afcc583d7acd4898dd3231fb6617d2fffce3b0f75a5597386eab6572,ctls,data.mistat.india.xiaomi.com,443,https://data.mistat.india.xiaomi.com:443,https,,application/octet-stream,GET,2.16.238.162,/,-933256972,2a02:26f0:480:f::213:7ed3,,1,False,,,,,
data.mistat.intl.xiaomi.com,,200,,data.mistat.intl.xiaomi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,,,2023-04-27T00:00:00Z,2024-05-15T23:59:59Z,"CN=api.ad.xiaomi.com, O=Xiaomi Inc., ST=Beijing, C=CN",api.ad.xiaomi.com,Xiaomi Inc.,www.miglobalpay.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,b0b9006cd3f4d92fb073cf1d1255c502,269a3bc4afcc583d7acd4898dd3231fb6617d2fffce3b0f75a5597386eab6572,ctls,data.mistat.intl.xiaomi.com,443,https://data.mistat.intl.xiaomi.com:443,https,,application/octet-stream,GET,2.16.107.194,/,-933256972,2a02:26f0:3500:12::1730:17b0,,1,False,,,,,
data.mistat.rus.xiaomi.com,,200,,data.mistat.rus.xiaomi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,,,2023-04-27T00:00:00Z,2024-05-15T23:59:59Z,"CN=api.ad.xiaomi.com, O=Xiaomi Inc., ST=Beijing, C=CN",api.ad.xiaomi.com,Xiaomi Inc.,www.miglobalpay.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,b0b9006cd3f4d92fb073cf1d1255c502,269a3bc4afcc583d7acd4898dd3231fb6617d2fffce3b0f75a5597386eab6572,ctls,data.mistat.rus.xiaomi.com,443,https://data.mistat.rus.xiaomi.com:443,https,,application/octet-stream,GET,95.101.54.122,/,-933256972,2a02:26f0:480:f::213:7edd,,1,False,,,,,
data.sec.intl.miui.com,,404,104,data.sec.intl.miui.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,,2023-04-03T00:00:00Z,2024-04-25T23:59:59Z,CN=*.sec.intl.miui.com,*.sec.intl.miui.com,,*.sec.intl.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",841a90964883e903d49cb2e284fe1e08,33bd5b5de306fc275cc9ec74334bf69303c7c23e1718234f84035e61fc791225,ctls,data.sec.intl.miui.com,443,https://data.sec.intl.miui.com:443,https,,application/json,GET,20.47.97.238,/,116323821,20.47.97.238,,1,False,True,azure,True,,
data.sec.miui.com,,404,104,data.sec.miui.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,,2022-12-26T00:00:00Z,2024-01-16T23:59:59Z,CN=*.sec.miui.com,*.sec.miui.com,,*.sec.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",d4cb71fc8165311a6ced56c4b2698124,e4cf8ccfef895cd0b028329f1f40624333e3bb1d0987e4ddf30df0cc4e9290d4,ctls,data.sec.miui.com,443,https://data.sec.miui.com:443,https,MonKing/3.14,application/json,GET,20.47.97.231,/,116323821,20.47.97.231,,1,False,True,azure,True,,
data.tool.hexun.sec.miui.com,410 Gone,410,190,data.tool.hexun.sec.miui.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,True,2022-11-11T07:37:11Z,2023-12-13T07:37:11Z,CN=*.dun.mi.com,*.dun.mi.com,,dun.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",f970d149aeacaa1e486edb47ce6313d5,4c6fc13486cbf9603fc254a28577c88cfc0744a966a1a977b68a150c0a7d8c12,ctls,data.tool.hexun.sec.miui.com,443,https://data.tool.hexun.sec.miui.com:443,https,MonKing/3.14,text/html,GET,20.47.97.231,/,-1454903851,20.47.97.231,,9,False,True,azure,True,,
data.youpin.mi.com,Xiaomi-Konto - Anmelden,200,12369,account.xiaomi.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,,,,2022-09-10T07:11:32Z,2023-09-08T11:39:00Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,,account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",3dc53e067740d8d9d29eaa9d3b95f66f,241fae91f3e40f9b2e9795243f5cdfcbebcfdb6716670931d9a480a5ff3366a1,ctls,account.xiaomi.com,443,https://data.youpin.mi.com:443,https,Server,text/html,GET,3.127.227.23,/,-433660690,18.194.222.150,Java,116,False,True,,,https://account.xiaomi.com/pass/serviceLogin?callback=https%3A%2F%2Fp.dun.mi.com%2Fsts%3Ffollowup%3Dhttps%253A%252F%252Fdata.youpin.mi.com%252F%26sign%3DMGJmMWI4OTQ3ZmE1M2E5YTM0YTUyZDA1NmFmYjJiZjU%3D&sid=midun&checkSafeAddress=true&_old=true,
databi.ad.xiaomi.com,内网统一认证 (Central Authentication Service),200,4745,cas.mioffice.cn,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,,2023-02-09T00:00:00Z,2024-03-04T23:59:59Z,CN=*.mioffice.cn,*.mioffice.cn,,mioffice.cn,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",e36c6b8ff501c476f1d98db0c20b80f2,15d1b1cb3e221fa6538b3287fed8835044b038af596d806de9a625e92ac9fe4c,ctls,cas.mioffice.cn,443,https://databi.ad.xiaomi.com:443,https,openresty,text/html,GET,18.194.222.150,/,-2069181405,3.127.227.23,OpenResty,2,False,True,,,https://cas.mioffice.cn/login?service=https%3A%2F%2Fp.dun.mi.com%2Fcas%2Fsts%3Ffollowup%3Dhttps%253A%252F%252Fdatabi.ad.xiaomi.com%252F%26sign%3DYmNkY2Y1YjFiYTlhZmQ2YWFlMjk2ZWM1YjIyMWM2ZTE%3D,
dav.mi.com,401 Authorization Required,401,643,dav.mi.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,,,,2022-10-05T00:00:00Z,2023-10-29T23:59:59Z,CN=*.mi.com,*.mi.com,,mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",027056bfd79babde7fbcd82e64678896,f6b6424fcf24751cd5771a25a3af47896a5ee1c16de259ec2b71a671894a59c2,ctls,dav.mi.com,443,https://dav.mi.com:443,https,Server,text/html,GET,20.47.97.125,/,1335698669,20.47.97.125,Basic,25,False,True,azure,True,,
de-urc.io.mi.com,,404,18,de-urc.io.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,,2022-06-25T00:00:00Z,2023-06-26T23:59:59Z,CN=*.io.mi.com,*.io.mi.com,,*.io.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",60c86438f522d0fc60745a853cad3ee1,3bcf29b0352e6bed6a78df3e052f0b4c9ff4a7a482d34b0426ea6f3a6445de32,ctls,de-urc.io.mi.com,443,https://de-urc.io.mi.com:443,https,Tengine,text/plain,GET,3.70.38.139,/,574014736,3.70.38.139,Tengine,1,False,True,,,,
de.api.home.mi.com,,403,44,de.api.home.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,,2022-12-19T00:00:00Z,2024-01-12T23:59:59Z,CN=*.api.home.mi.com,*.api.home.mi.com,,*.api.home.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",5daa991d120ea925e3b10e05294bcbe1,a1a7b08470a157ac857ac18e3ca47808352f4c3695de7f5f96abbe3bdf1c4d41,ctls,de.api.home.mi.com,443,https://de.api.home.mi.com:443,https,Tengine,application/json,GET,3.125.237.211,/,1751370660,35.156.216.56,Tengine,2,False,True,,,,
de.api.io.mi.com,,404,3,de.api.io.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,,2022-12-05T00:00:00Z,2023-12-04T23:59:59Z,CN=*.api.io.mi.com,*.api.io.mi.com,,*.api.io.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",34dfe2f0a03d8847631b78528e9dd097,ad84bb6b0a405495aacbe22daa972b7e5d75afc5e29b2b35c6099881c5af203e,ctls,de.api.io.mi.com,443,https://de.api.io.mi.com:443,https,Tengine,text/plain,GET,3.125.86.129,/,574014736,3.76.110.44,Tengine,1,False,True,,,,
de.business.smartcamera.api.io.mi.com,,404,122,de.business.smartcamera.api.io.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,,2022-09-15T06:29:07Z,2023-09-25T06:49:23Z,CN=*.business.smartcamera.api.io.mi.com,*.business.smartcamera.api.io.mi.com,,business.smartcamera.api.io.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",66d8a9cde1821e514d9ff1b643b3f274,7275b15c76dd31b82efac7840215658c60eba70541070920765e98de60c4b76e,ctls,de.business.smartcamera.api.io.mi.com,443,https://de.business.smartcamera.api.io.mi.com:443,https,Tengine,application/json,GET,3.120.105.17,/,116323821,3.125.161.211,Tengine,1,False,True,,,,
de.home.mi.com,米家,200,947,de.home.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,,2022-09-19T07:11:04Z,2023-09-17T09:43:40Z,CN=*.home.mi.com,*.home.mi.com,,home.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",10ae4cc0a140e31c50a6040ce2a3312c,21dbdbba82cd332247e9dd23e99cc4dcfa44eec34c0e16572ee78782955a1c1b,ctls,de.home.mi.com,443,https://de.home.mi.com:443,https,Tengine,text/html,GET,3.125.133.175,/,833121513,3.127.29.252,Tengine,15,False,True,,,,
de.open.io.mi.com,403 Forbidden,403,223,de.open.io.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,,2022-08-02T00:00:00Z,2023-08-02T23:59:59Z,CN=*.open.io.mi.com,*.open.io.mi.com,,*.open.io.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",a538b9518fd5c773b22d3d7681970754,68192932cbb144017dc7773b237cc3223b2aa45f3532d97aa217084fc6ba8ecd,ctls,de.open.io.mi.com,443,https://de.open.io.mi.com:443,https,Tengine,text/html,GET,35.159.2.223,/,574014736,35.156.191.76,Tengine,9,False,True,,,,
de.openapi.io.mi.com,403 Forbidden,403,223,de.openapi.io.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,,2022-12-19T00:00:00Z,2024-01-12T23:59:59Z,CN=*.openapi.io.mi.com,*.openapi.io.mi.com,,*.openapi.io.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",b632cd9141b8c3ebe9e67e291a7574ec,90fa59e97fe2b068f431e53cb0e1b4e4d2a69881e14a5fb466581bcbcc896f01,ctls,de.openapi.io.mi.com,443,https://de.openapi.io.mi.com:443,https,Tengine,text/html,GET,3.124.145.221,/,574014736,18.197.160.193,Tengine,9,False,True,,,,
de.openapp.io.mi.com,404 Not Found,404,223,de.openapp.io.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,,2022-08-02T00:00:00Z,2023-08-02T23:59:59Z,CN=*.openapp.io.mi.com,*.openapp.io.mi.com,,*.openapp.io.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",17714a5c7fe314536832b6a0223cb272,8bb773a94d8cd982b4d4488b45f8941547b0b4bf9045c18d993f7e625d1aaa32,ctls,de.openapp.io.mi.com,443,https://de.openapp.io.mi.com:443,https,Tengine,text/html,GET,35.156.208.49,/,574014736,18.157.100.165,Tengine,9,False,True,,,,
de.pandora.xiaomi.com,Welcome to tengine!,200,555,de.pandora.xiaomi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,,True,2023-03-16T00:00:00Z,2024-03-15T23:59:59Z,CN=*.tv.mi.com,*.tv.mi.com,,*.video.9ddm.com,"CN=TrustAsia TLS ECC CA, OU=Domain Validated SSL, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia TLS ECC CA,"TrustAsia Technologies, Inc.",3d85dab09f110fd5a5096be2ff8da242,c2cd673757d4b382dca945c384c2b35d58c8974475f01f2238bc157daf9bf209,ctls,de.pandora.xiaomi.com,443,https://de.pandora.xiaomi.com:443,https,Tengine,text/html,GET,43.224.247.26,/,-927895498,43.224.247.26,Tengine,24,False,True,,,,
de.tws.wear.mi.com,,204,,de.tws.wear.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,,2023-02-27T00:00:00Z,2024-03-22T23:59:59Z,CN=*.tws.wear.mi.com,*.tws.wear.mi.com,,*.tws.wear.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",239cba9be3365055a2be4d4869787006,f761513344c1323828b88397d029e0f3bd7c2adb8e16fa65b0d79a5a2d017016,ctls,de.tws.wear.mi.com,443,https://de.tws.wear.mi.com:443,https,Tengine,,GET,3.77.211.130,/,-1840324437,3.123.124.152,Tengine,1,False,True,,,,
default.sdkconfig.ad.xiaomi.com,404 Not Found,404,555,default.sdkconfig.ad.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,True,2022-12-06T00:00:00Z,2023-12-05T23:59:59Z,CN=*.tracking.miui.com,*.tracking.miui.com,,*.tracking.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",2be9a7029604bd0bfde5a66e72207bdb,7739665b2b95fcccb74a82d2feb8509e07c61d9c0e9196d3e769cf0fddc796e1,ctls,default.sdkconfig.ad.xiaomi.com,443,https://default.sdkconfig.ad.xiaomi.com:443,https,,text/html,GET,39.156.82.20,/,-1475802027,220.181.52.17,,14,False,True,,,,
delobranchiata-miscommunication-sampaloc.s3.us-west-004.backblazeb2.com,,403,180,delobranchiata-miscommunication-sampaloc.s3.us-west-004.backblazeb2.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,True,2023-05-08T20:46:51Z,2023-08-06T20:46:50Z,CN=backblazeb2.com,backblazeb2.com,,s3.us-west-004.backblazeb2.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bd74bb390b29e6161988a194d7afeab9,d0cd6adc0acf3f2cd9f60753570851be812c16ed861f45794dccfc26360da250,ctls,delobranchiata-miscommunication-sampaloc.s3.us-west-004.backblazeb2.com,443,https://delobranchiata-miscommunication-sampaloc.s3.us-west-004.backblazeb2.com:443,https,,application/xml,GET,149.137.129.254,/,-1039885405,149.137.129.254,Amazon Web Services,6,False,True,,,,
delta.update.g.mi.com,,403,245,,,,,,,,,,,,,,,,,,,,,,80,http://delta.update.g.mi.com:80,http,MonKing/3.14,application/xml,GET,20.47.97.231,/,1951033646,20.47.97.231,Spring,8,False,,azure,True,,
