input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,tls_mismatched,tls_wildcard_certificate,final_url,csp_domains_,location,tls_expired,tls_self_signed
commercesolutions.jpmorganchase.com,Payment Solutions | Chase for Business | chase.com,200,247054,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://commercesolutions.jpmorganchase.com:443,https,text/html,GET,206.253.176.61,/,-1812417198,206.253.176.61,HSTS,638,False,,,,,,https://www.chase.com/business/payments,,,,
conferencecenters.jpmorganchase.com,JPMorgan Chase & Co.,200,119460,www.jpmorganchase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-09T20:29:02Z,2024-01-09T20:29:02Z,"CN=www.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.jpmorganchase.com,JPMorgan Chase and Co.,jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",3e40c22b2aec4ee12d2e50a6f19f8e7d,b535986a6f94f54c20eec77282a5eddadcb5f85dbfbb8b9d6530aaae2381cf56,ctls,www.jpmorganchase.com,80,http://conferencecenters.jpmorganchase.com:80,http,text/html,GET,159.53.118.57,/,657643641,159.53.118.57,Java,4402,False,,,,,,https://www.jpmorganchase.com,,,,
corpaction.jpmorganchase.com,401 Unauthorized,401,381,corpaction.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-17T00:20:29Z,2024-03-16T00:20:28Z,"CN=corpaction.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",corpaction.jpmorganchase.com,JPMorgan Chase and Co.,corpaction.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",9ee682b1d1d4212f4cca0ab495b89da7,e413f20049e0a4b3a80f63872d3df373f232424c03629ff5ca2bacd406307871,ctls,corpaction.jpmorganchase.com,443,https://corpaction.jpmorganchase.com:443,https,text/html,GET,159.53.60.195,/,-392200610,159.53.60.195,HSTS,13,False,,,,,,,,,,
creditcard.chase.com,Page not found,404,4275,applynow.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-08T04:34:36Z,2024-03-07T04:34:36Z,"CN=applynow.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",applynow.chase.com,JPMorgan Chase and Co.,www.firstusa.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6cf3c07f6f28ccfd79d755d28a6b6ed3,76ba31e19fdd5615a0786d6d4cb979d4716f51d1e5ffee652cd1d3cf13c8fa8e,ctls,applynow.chase.com,80,http://creditcard.chase.com:80,http,text/html,GET,159.53.84.141,/,116821642,159.53.84.141,HSTS,184,False,,,,,,https://applynow.chase.com/,https://www.chase.com,,,
creditcards.chase.com,Credit Cards - Compare Credit Card Offers and Apply Online | Chase,200,319471,creditcards.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-24T00:11:20Z,2024-03-23T00:11:20Z,"CN=creditcards.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",creditcards.chase.com,JPMorgan Chase and Co.,creditcards.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",c66ce3c32e79865696a2f979b2edc719,83dc586f432e78052c879958e6d454ff893682ce1d867502780e5ef7c2c693de,ctls,creditcards.chase.com,443,https://creditcards.chase.com:443,https,text/html,GET,159.53.97.47,/,-1596641190,159.53.97.47,Rokt,3521,False,,,,,,,https://www.knotch-cdn.com/,,,
cwf.chase.com,"Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com",200,98224,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://cwf.chase.com:443,https,text/html,GET,159.53.96.200,/,417886931,159.53.96.200,Java,1773,False,,,,,,https://www.chase.com/,,,,
daf.chase.com,,404,,daf.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-02-12T04:15:59Z,2023-02-12T04:15:59Z,"CN=daf.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",daf.chase.com,JPMorgan Chase and Co.,daf.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",0ace34574a01c22c3ed728b9d222d716,786294d734ea9a8e543c007cc2011cbeca9d549939fe9b0ed624582666b512c6,ctls,daf.chase.com,443,https://daf.chase.com:443,https,text/plain,GET,159.53.42.120,/,,159.53.42.120,,1,False,,,,,,,,,True,
deposits.chase.com,"Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com",200,98223,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://deposits.chase.com:443,https,text/html,GET,159.53.64.61,/,-926531577,159.53.64.61,Java,1773,False,,,,,,https://www.chase.com,,,,
dib.jpmorganchase.com,::::::: J.P. Morgan Brasil Online :::::::,404,1115,dib.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-10T08:45:33Z,2024-03-09T08:45:32Z,"CN=dib.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",dib.jpmorganchase.com,JPMorgan Chase and Co.,www.jpmorganbrasilonline.com.br,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",fad2d01f5f9fc019097c77753169974a,c18a9907c72c495d2f8314df9ce3c4cc577eee1f228188c35a96f0dfa3e7f3ae,ctls,dib.jpmorganchase.com,443,https://dib.jpmorganchase.com:443,https,text/html,GET,159.53.76.229,/,-1512162116,159.53.76.229,,36,False,,,,,,https://dib.jpmorganchase.com/ibk,,,,
e.chase.com,,400,3,e.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-22T17:02:41Z,2023-09-22T17:02:41Z,"CN=e.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",e.chase.com,JPMorgan Chase and Co.,e.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",467ff6ab4afc4774a46d6bcccd5099cc,18e7ee61ba2e1d8388124bbc01ff7d148c376555e7bb8ebfa79629ad0a02aa87,ctls,e.chase.com,443,https://e.chase.com:443,https,text/plain,GET,159.127.187.92,/,-1840324437,159.127.187.92,,1,False,,,,,,,,,,
efs.jpmorganchase.com,Oops!,404,63735,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://efs.jpmorganchase.com:443,https,text/html,GET,159.53.60.93,/,957174374,159.53.60.93,HSTS,937,False,,,,,,https://www.chase.com/efs,,,,
email.chase.com,,400,3,email.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-09T07:08:14Z,2024-01-09T07:08:14Z,"CN=email.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",email.chase.com,JPMorgan Chase and Co.,email.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",1a08b5031e5e488bc7b73a2e465efdb8,05e6a4d17182fe786768fc5b49f5490a56a6d79a02052df4f3817cca33c31932,ctls,email.chase.com,443,https://email.chase.com:443,https,text/plain,GET,159.127.187.227,/,-1840324437,159.127.187.227,,1,False,,,,,,,,,,
empv-aws.jpmorganchase.com,JPMorgan Chase Login,200,2619,authe-ent.jpmorgan.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-25T01:27:15Z,2024-02-25T01:27:15Z,"CN=authe-ent.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",authe-ent.jpmorgan.com,JPMorgan Chase and Co.,authe-ent.gslbjpmchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",40b06556e4e34d7777f6c952f117d5f5,b953a0497253a15d1865568076bef1c77ba0240447c9d3c6c044fd85d6c04f1a,ctls,authe-ent.jpmorgan.com,443,https://empv-aws.jpmorganchase.com:443,https,text/html,GET,18.213.170.115,/,7260144,34.193.67.211,HSTS,53,False,,,,,,https://authe-ent.jpmorgan.com/as/authorization.oauth2?resource=JPMC:URI:RS-81080-OLFAWSAuthE-PROD&client_id=A_JPMC_CT_OLFAWS_PROD_111348&redirect_uri=https://empv-aws.jpmorganchase.com/api/adfs/login&response_type=code&response_mode=query&scope=openid%20naw&state=a0JpM3ZFOUI0TTlrZlZ4Yis3U3Q5TDZxM1o4WDcvNEpHcHl0YjU1bEt5ejROODJrWUZEUUwrOW41dkVEK3drZTFBMDEzcXZGUjY3bXZYWDNubSs4V1hWdHZFUHNMdDA2SFREeFBmMEpSeVRFUktoOWVVUGE3MzhhLyt0Uy9jVDlZYWh2M2dXV0EvWXZCKzMvbXd5VmpTUkg1VlVnbERUU2lzeWtOMmZPSFNsbVNpUm55T2Q0NDIvL05ZalFTRXZYeE1Bam1WQ0JiQ29lVzFzTEN3YkczZ3ROSUdINzg2Tnpwb1NKOWRJSmo0YkZnWDc0eDUrQzZRa0l3Zk9YejBHaGllZW5ZOHpVWFdhRVpHM0ttcDNGbEE9PQ%3D%3D&aud=JPMC:URI:RS-81080-OLFAWSAuthE-PROD&X-JPM-SEAL-ID=35069&lob=ct&code_challenge=blOOBKansG037Mel80cGIlJtGFSb-KwHPptFmvQSmKQ&code_challenge_method=S256,https://*.morganmoney.io*,,,
esign.chase.com,Request Denied,403,14196,esign.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-04T00:18:50Z,2024-04-03T00:18:50Z,"CN=esign.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",esign.chase.com,JPMorgan Chase and Co.,esign.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",4ff54fb3645efcf7d55ce0adc1d4f016,47b8ab62325ee2e2e3d5cd60332d82657c80ea9e984f659e0ce747c2ef306e24,ctls,esign.chase.com,443,https://esign.chase.com:443,https,text/html,GET,159.53.98.71,/,-169212741,159.53.98.71,,145,False,,,,,,https://esign.chase.com/web/login/login.jsp?TYPE=33554433&REALMOID=06-0005b97a-1521-1bdb-b819-cce1a9625a5a&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=-SM-%2bvCj%2bbkb20A68kWlgTfJzFiokTEgv5Ok6ptXzRdHW8MzwrsR8KcnS8Jbn1nrF8IVtWRo9RjMksHpSRDvHtdZ3WPRYQ4hCGkr&TARGET=-SM-HTTPS%3a%2f%2fesign%2echase%2ecom%2fweb%2flogin%2flogin%2ejsp%3fTYPE%3d33554433%26REALMOID%3d06--0005b97a--1521--1bdb--b819--cce1a9625a5a%26GUID%3d%26SMAUTHREASON%3d0%26METHOD%3dGET%26SMAGENTNAME%3d--SM---%2bvCj-%2bbkb20A68kWlgTfJzFiokTEgv5Ok6ptXzRdHW8MzwrsR8KcnS8Jbn1nrF8IVtWRo9RjMksHpSRDvHtdZ3WPRYQ4hCGkr%26TARGET%3d--SM--HTTPS-%3a-%2f-%2fesign-%2echase-%2ecom-%2fweb-%2flogin-%2flogin-%2ejsp-%3fTYPE-%3d33554433-%26REALMOID-%3d06----0005b97a----1521----1bdb----b819----cce1a9625a5a-%26GUID-%3d-%26SMAUTHREASON-%3d0-%26METHOD-%3dGET-%26SMAGENTNAME-%3d----SM----dVGIYPjgLiIrQlJUeSQpHg9OGvbNoiXqNTyVW1AvJwMtbL22tLxvgF7g7MF6SVLyQvoc925YalKF---%2b4NbcAv7n6wq7R4o4EDr-%26TARGET-%3d----SM----HTTPS---%3a---%2f---%2fesign---%2echase---%2ecom---%2fweb---%2flogin---%2flogin---%2ejsp---%3fTYPE---%3d33554433---%26REALMOID---%3d06--------0005b97a--------1521--------1bdb--------b819--------cce1a9625a5a---%26GUID---%3d---%26SMAUTHREASON---%3d0---%26METHOD---%3dGET---%26SMAGENTNAME---%3d--------SM---------------%2bvCj-------%2bbkb20A68kWlgTfJzFiokTEgv5Ok6ptXzRdHW8MzwrsR8KcnS8Jbn1nrF8IVtWRo9RjMksHpSRDvHtdZ3WPRYQ4hCGkr---%26TARGET---%3d--------SM--------HTTPS-------%3a-------%2f-------%2fesign-------%2echase-------%2ecom-------%2fweb-------%2flogin-------%2flogin-------%2ejsp-------%3fTYPE-------%3d33554433-------%26REALMOID-------%3d06----------------0005b97a----------------1521----------------1bdb----------------b819----------------cce1a9625a5a-------%26GUID-------%3d-------%26SMAUTHREASON-------%3d0-------%26METHOD-------%3dGET-------%26SMAGENTNAME-------%3d----------------SM-------------------------------%2bvCj---------------%2bbkb20A68kWlgTfJzFiokTEgv5Ok6ptXzRdHW8MzwrsR8KcnS8Jbn1nrF8IVtWRo9RjMksHpSRDvHtdZ3WPRYQ4hCGkr-------%26TARGET-------%3d----------------SM----------------https---------------%3a---------------%2f---------------%2fesign---------------%2echase---------------%2ecom---------------%2f,,,,
espanol.chase.com,"Tarjeta de crédito, hipoteca, banca, vehículo | Chase Online | chase.com",200,100906,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://espanol.chase.com:443,https,text/html,GET,159.53.64.61,/,-2076381577,159.53.64.61,Java,1757,False,,,,,,https://www.chase.com/espanol,,,,
events.chase.com,STOVA - Client Login,200,3719,events.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-01T17:13:58Z,2024-02-01T17:13:58Z,"CN=events.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",events.chase.com,JPMorgan Chase and Co.,events.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",c757fec2e5d3dac4e8ca88077682ec7a,f0c2edc6ef1c8a270b700dcd49f7f8b9c50f39034443cfa69446869104e06aba,ctls,events.chase.com,443,https://events.chase.com:443,https,text/html,GET,44.213.29.35,/,1893498597,54.152.210.148,PHP,95,False,,Apache,,,,https://events.chase.com/login.php,https://*.eventscloud.com,,,
evs-aws.jpmorganchase.com,Employment Verification,200,1403,evs-aws.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T07:15:45Z,2024-04-17T07:15:45Z,"CN=evs-aws.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",evs-aws.jpmorganchase.com,JPMorgan Chase and Co.,evs.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",d3a9f77fa900a83ec272b8aee7f46371,733dff4b73e958686439e0b467c54a89d4b9f153ea010f4dce29742b44093eef,ctls,evs-aws.jpmorganchase.com,443,https://evs-aws.jpmorganchase.com:443,https,text/html,GET,34.203.159.229,/,-1644631767,34.193.45.92,HSTS,1,False,,,,,,,,,,
evs-test-aws.jpmorganchase.com,503 Service Temporarily Unavailable,503,162,evs-test-aws.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T13:55:38Z,2024-04-16T13:55:38Z,"CN=empv-test-aws.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",empv-test-aws.jpmorganchase.com,JPMorgan Chase and Co.,evs-uat.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",45f5c35a91f4989667ef966c0feaa91b,220bb848a53dc8b5848a658de11fc40b9eaba290fd25eba417c273bfe2af058a,ctls,evs-test-aws.jpmorganchase.com,443,https://evs-test-aws.jpmorganchase.com:443,https,text/html,GET,18.210.111.59,/,1862162275,52.86.94.204,,7,False,,awselb/2.0,,,,,,,,
evs-uat.jpmorganchase.com,503 Service Temporarily Unavailable,503,162,evs-uat.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T13:55:38Z,2024-04-16T13:55:38Z,"CN=empv-test-aws.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",empv-test-aws.jpmorganchase.com,JPMorgan Chase and Co.,evs-uat.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",45f5c35a91f4989667ef966c0feaa91b,220bb848a53dc8b5848a658de11fc40b9eaba290fd25eba417c273bfe2af058a,ctls,evs-uat.jpmorganchase.com,443,https://evs-uat.jpmorganchase.com:443,https,text/html,GET,52.86.94.204,/,1862162275,34.233.254.183,,7,False,,awselb/2.0,,,,,,,,
experience.chase.com,Chase Experiences | Events | Chase.com,200,82852,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://experience.chase.com:443,https,text/html,GET,159.53.34.9,/,-1596641190,159.53.85.185,HSTS,1235,False,,,,,,https://www.chase.com/personal/events/experiences,,,,
experiences.chase.com,Chase Online,200,132675,secure07ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T15:03:21Z,2024-04-20T15:03:21Z,"CN=secure07ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure07ea.chase.com,JPMorgan Chase and Co.,secure07ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",c3df76353fb00959042478ad34778b4d,d468a6c3bd7da7ce30b235ad19535cbf45e165e1298a153d19870c00dbe76770,ctls,secure07ea.chase.com,443,https://experiences.chase.com:443,https,text/html,GET,159.53.117.91,/,-1596641190,159.53.117.91,Zipkin,137,False,,,,,,https://secure07ea.chase.com/web/auth/?logoff&TYPE=33554433&REALMOID=06-000057b3-1e99-12aa-9e27-ae17644c0000&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=-SM-L0wb%2fIi145WBPFQPd%2fl2lVFTOxBq7rhgNO%2b19HaavKkFNwwJjVqP%2fafIymdcPUCL&TARGET=-SM-HTTPS%3a%2f%2fsecure%2echase%2ecom%2fweb%2fauth%2frouter%3fcontext%3dUR2SAML%26rewardsId%3d567,,,,
