new,host,a,cname,soa,ns,status_code,aaaa,cdn,cdn-name,mx,txt,has_internal_ips,internal_ips,caa
[x],buckets3-repositoryerpalt.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
[x],buckets3bucket-remote.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],bucketstagingdev-ww0examplestunnel-mx.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
[x],bucketstagingdev-ww0examplestunnel-mx.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],bucketsystem-daisydewdrops.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],bucketteamassets-controllerclients-stats-corp.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],bucketuser-temp-v1db2-corp.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],bucketuser-temp-v1db2-corp.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],bucksnow.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],buddy-new.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
[x],budha.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net, ns-1270.awsdns-30.org, ns-1565.awsdns-03.co.uk, ns-300.awsdns-37.com, ns-550.awsdns-04.net",NOERROR,,,,,,,,
[x],bugatti-altima-3.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],bugatti-clarity-2.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],bugatti-clarity-2.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],bugatti-skyhawk-7.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],bugatti-spirit-3.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],bugatti-spirit-3.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],bugfixfixjsonfetch.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],bugfixpodcastslidersbehindff.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],bugwix.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],buick-volt-7.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],buildasign.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],buildasign.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],bullseye2-devo.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],burn2earn.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],busconalpha.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],busconalpha.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],businessdigital.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],businessportal002cons.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],businessportal004dev.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],buttons.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],buy-stage.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],buyasession-qa.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],bx--euportal-a-vipt.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],byan.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],bzwiz.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],c-sig-arvest.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net","dns1.cscdns.net, dns2.cscdns.net",NOERROR,,,,,,,,
[x],c003-sjc002-ix.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
[x],c2crpa-dev.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],c46.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],c76.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ca2b210f.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ca8febc26aec.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cabinet.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cabinet.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net","dns1.cscdns.net, dns2.cscdns.net",NOERROR,,,,,,,,
[x],cache-alpha-en-users.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cache-cachedb1static-clients-stats-corp.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cache-info.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cache-info.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],cache-preprod.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cache-preprod.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],cache-vps1salesbetatemp-exchangedns.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cache4-outside-b.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cacheaccount-vpn-upload-wwww-backups-www-test.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cachealpha-portal.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cacheapibeta.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cachechefstaticmyaws.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cachedomain.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cachedomain.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],cacheoceania-mx.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cacheusersinternal-sqlserverslaveconfig.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cachewikiuser-v4-englishmediaconfig-helpdesk.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cachewikiuser-v4-englishmediaconfig-helpdesk.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],cacti2.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cad-na.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cadence.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cadence.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],cadillac-express-7.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],caemp7.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],caemp7.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],caideation.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],caissebeta.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],calcium.gcsonp.cbre.com,,kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],calculus.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],calendoc.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],calshare.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],camciplus.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],camden.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],camden.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],camo-ret-test1.gcsonp.cbre.com,,kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1270.awsdns-30.org, ns-1565.awsdns-03.co.uk, ns-300.awsdns-37.com, ns-550.awsdns-04.net",NOERROR,,,,,,,,
[x],camo.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],canary-subscriptions.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],candida.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],canemedia.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],canemedia.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],cap-sfdc4.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cap-sfdc6.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],capmed-47-100-60.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],capmed-47-125-47.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],capmed-47-7-93.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],capnova.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],carevoyant.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],carevoyant.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],cargofy-langings-prod.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cark.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],carlos.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],carrier1.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],casper-dev.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],casper-dev.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],castlelearning.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cattivincontri.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cbauth.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],cbdnyc.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cbdnyc.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],cbheaton.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
[x],cbinance.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cbmi.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],cbr01.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
